0	Index      	 *	Score 	Summary	Detail	
1	24245 23323	 * 	192.22	ACR|2VULN|3ZMB|1AART|1DMG|1CDMG|1ASPD	1aVULN|279ZMB|3ASPD|4CDMG|5RCR|6AART|8DMG
159	24211 21621	   	164.51	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	145VULN|2ZMB|3ASPD|6CDMG|7AART|8ERES|9LIT|aRCR
160	24321 34222	   	164.43	ACR|3VULN|1DMG|2ZMB|1ASPD|1DUR	17aVULN|29ZMB|3BELT|4RCR|5DUR|6DMG|8ASPD
161	23323 43326	   	164.37	DCR|4VULN|1AART|3DUR	1789VULN|2LEGI|347DUR|5AART|6RMIN|7BPWR|aRCR
162	25321 32412	   	164.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2ERES|3BELT|4RCR|5DUR|6DMG|7CGEN|9AART|aCDMG
163	25321 34312	   	164.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	17VULN|2ERES|3BELT|4RCR|5DUR|6DMG|8CGEN|9AART|aCDMG
164	22642 22235	 * 	164.18	ACR|3VULN|2DMG|1CDMG|1FLTHEA|1ASPD|1MSE	179VULN|27LHND|3CDMG|4RCR|5MSE|67DMG|7BPWR|8FLTHEA|aASPD
165	24211 53521	 * 	164.15	DCR|4VULN|3ZMB|2ASPD	1458VULN|267ZMB|36ASPD|6BPWR|9RCVC|aRCR
166	24251 53233	 * 	163.98	DCR|2VULN|1DMG|2ZMB|2ASPD|1CDMG	15VULN|27ZMB|3aASPD|45TLV|5BPWR|6RCR|8CDMG|9DMG
167	24253 53233	   	163.98	DCR|2VULN|1DMG|2ZMB|2ASPD|1CDMG	15VULN|27ZMB|3aASPD|4TLV|6RCR|8CDMG|9DMG
168	23642 22235	 * 	163.98	ACR|3VULN|2DMG|1CDMG|1FLTHEA|1ASPD|2MSE	179VULN|2LEGI|3CDMG|4RCR|57MSE|67DMG|7BPWR|8FLTHEA|aASPD
169	14436 13112	   	163.86	DCR|3VULN|3ZMB|1DMG	1LWND|256ZMB|3aRCVC|456VULN|56BPWR|7RCR|8DMG|9LIT
170	14436 13113	   	163.86	DCR|3VULN|3ZMB|1DMG	1LWND|256ZMB|3RCVC|456VULN|56BPWR|7RCR|8DMG|9LIT|aRMIN
171	14436 13121	   	163.86	DCR|3VULN|3ZMB|1DMG	1LWND|256ZMB|3RCVC|456VULN|56BPWR|7RCR|8DMG|9MLV|aRMIN
172	14436 13132	   	163.86	DCR|3VULN|3ZMB|1DMG	1aLWND|256ZMB|3RCVC|456VULN|56BPWR|7RCR|8DMG|9FEWX
173	14436 13222	   	163.86	DCR|3VULN|3ZMB|1DMG	1LWND|256ZMB|38RCVC|456VULN|56BPWR|7RCR|9MLV|aDMG
174	23162 53325	   	163.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	16VULN|2LEGI|3FEWX|4AART|5RCVC|7CDMG|8DMG|9ZMB|aRCR
175	23262 53325	   	163.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	16VULN|2LEGI|3BEXP|4AART|5RCVC|7CDMG|8DMG|9ZMB|aRCR
176	24344 23332	   	163.77	DCR|3VULN|2DMG|1ZMB	16aVULN|2ZMB|3BELT|4TLV|58DMG|7RCR|9BEXP
177	14436 13111	   	163.76	DCR|3VULN|3ZMB|1DMG	1LWND|256ZMB|3RCVC|456VULN|56BPWR|7RCR|8DMG|9LIT|aTLV
178	14436 13123	   	163.76	DCR|3VULN|3ZMB|1DMG	1LWND|256ZMB|3RCVC|456VULN|56BPWR|7RCR|8DMG|9MLV|aERES
179	14436 13131	   	163.76	DCR|3VULN|3ZMB|1DMG	1LWND|256ZMB|3RCVC|456VULN|56BPWR|7RCR|8DMG|9FEWX|aMBVNT
180	14436 13133	   	163.76	DCR|3VULN|3ZMB|1DMG	1LWND|256ZMB|3RCVC|456VULN|56BPWR|7RCR|8DMG|9FEWX|aBASHEA
181	24321 32262	   	163.74	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1VULN|2ZMB|3BELT|4RCR|59DUR|6DMG|7CGEN|8AART|aCDMG
182	23366 13113	   	163.69	DCR|3VULN|1AART|2DUR|1ASPD	179VULN|2LEGI|37DUR|4AART|57LHND|6RCR|7BPWR|8LIT|aASPD
183	26351 52343	   	163.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	15VULN|2ASPD|3CGEN|45TLV|5BPWR|6RCR|7MBVNT|8DMG|9AART|aZMB
184	26353 52343	   	163.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	15VULN|2ASPD|3CGEN|4TLV|6RCR|7MBVNT|8DMG|9AART|aZMB
185	15213 22461	   	163.52	DCR|3VULN|1AART|1DMG|1ASPD	1LWND|2ERES|3ASPD|478VULN|5AART|6RPLT|9RCR|aDMG
186	24223 51236	   	163.49	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	15VULN|2ZMB|3ASPD|47ERES|6RCR|8CDMG|9DUR|aAART
187	24211 14221	   	163.31	DCR|4VULN|1CDMG|1ZMB|1ASPD	1459VULN|2ZMB|3ASPD|6RCR|7RMIN|8CDMG|aLHND
188	24211 14223	   	163.31	DCR|4VULN|1CDMG|1ZMB|1ASPD	1459VULN|2ZMB|3ASPD|6RCR|7RMIN|8CDMG|aLWND
189	24211 14225	   	163.31	DCR|4VULN|1CDMG|1ZMB|1ASPD	1459VULN|2ZMB|3ASPD|6RCR|7RMIN|8CDMG|aRPLT
190	24211 16311	   	163.31	DCR|4VULN|1CDMG|1ZMB|1ASPD	1459VULN|2ZMB|3ASPD|6RCR|7aRCVC|8CDMG
191	24211 16312	   	163.31	DCR|4VULN|1CDMG|1ZMB|1ASPD	1459VULN|2ZMB|3ASPD|6RCR|7RCVC|8CDMG|aLWND
192	24211 16313	   	163.31	DCR|4VULN|1CDMG|1ZMB|1ASPD	1459VULN|2ZMB|3ASPD|6RCR|7RCVC|8CDMG|aLIT
193	24211 13156	   	163.21	DCR|4VULN|1CDMG|1ZMB|1ASPD	145aVULN|2ZMB|3ASPD|6RCR|7FEWX|8DUST|9CDMG
194	24211 13536	   	163.21	DCR|4VULN|2ASPD|1ZMB|1DUR	1458VULN|2ZMB|39ASPD|6RCR|7FEWX|aDUR
195	24211 14226	   	163.21	DCR|4VULN|1CDMG|1ZMB|1ASPD	1459VULN|2ZMB|3ASPD|6RCR|7RMIN|8CDMG|aLEGI
196	24211 16315	   	163.21	DCR|4VULN|1CDMG|1ZMB|1ASPD	1459VULN|2ZMB|3ASPD|6RCR|7RCVC|8CDMG|aDUST
197	22121 45125	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	17VULN|2LHND|3FEWX|4DUR|5ZMB|6RCR|8DMG|9MLV|aAART
198	22121 45133	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	17VULN|2LHND|39FEWX|4DUR|5ZMB|6RCR|8DMG|aAART
199	22121 45143	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	17VULN|29LHND|3FEWX|4DUR|5ZMB|6RCR|8DMG|aAART
200	22221 45125	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	17VULN|2LHND|3BEXP|4DUR|5ZMB|6RCR|8DMG|9MLV|aAART
201	22221 45143	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	17VULN|29LHND|3BEXP|4DUR|5ZMB|6RCR|8DMG|aAART
202	22121 45223	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	17VULN|2LHND|3FEWX|4DUR|5ZMB|6RCR|8RCVC|9DMG|aAART
203	22121 45323	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	17VULN|2LHND|38FEWX|4DUR|5ZMB|6RCR|9DMG|aAART
204	22221 45223	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	17VULN|2LHND|3BEXP|4DUR|5ZMB|6RCR|8RCVC|9DMG|aAART
205	26231 11246	   	163.10	DCR|2VULN|1AART|2ASPD|1CDMG|1ZMB|1DUR	15VULN|23ASPD|4MLV|6ZMB|7DUR|8CDMG|9RCR|aAART
206	23121 45125	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	17VULN|2LEGI|3FEWX|4DUR|5ZMB|6RCR|8DMG|9MLV|aAART
207	23121 45133	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	17VULN|2LEGI|39FEWX|4DUR|5ZMB|6RCR|8DMG|aAART
208	23221 45125	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	17VULN|2LEGI|3BEXP|4DUR|5ZMB|6RCR|8DMG|9MLV|aAART
209	22521 45223	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	17VULN|2LHND|3DUST|4DUR|5ZMB|6RCR|8RCVC|9DMG|aAART
210	23121 43153	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	19VULN|2LEGI|3FEWX|4DUR|5ZMB|6RCR|7RCVC|8DMG|aAART
211	23121 45223	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	17VULN|2LEGI|3FEWX|4DUR|5ZMB|6RCR|8RCVC|9DMG|aAART
212	23121 45323	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	17VULN|2LEGI|38FEWX|4DUR|5ZMB|6RCR|9DMG|aAART
213	23221 43153	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	19VULN|2LEGI|3BEXP|4DUR|5ZMB|6RCR|7RCVC|8DMG|aAART
214	23221 45223	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	17VULN|2LEGI|3BEXP|4DUR|5ZMB|6RCR|8RCVC|9DMG|aAART
215	24221 53323	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	15VULN|2ZMB|3ASPD|45ERES|5BPWR|6RCR|7BEXP|8FEWX|9DMG|aAART
216	24223 53323	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	15VULN|2ZMB|3ASPD|4ERES|6RCR|7BEXP|8FEWX|9DMG|aAART
217	25263 41212	 * 	162.99	DCR|2AART|2VULN|2ASPD|2DUR	18VULN|2ERES|38ASPD|48DUR|5aAART|6RMIN|7RCR|8BPWR|9TLV
218	24355 13222	   	162.98	ACR|4VULN|2ZMB|1CDMG|1ASPD	149aVULN|29ZMB|3BELT|5RCR|6ASPD|7CDMG|89BEXP|9BPWR
219	23521 45223	   	162.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	17VULN|2LEGI|3DUST|4DUR|5ZMB|6RCR|8RCVC|9DMG|aAART
220	24221 53523	   	162.97	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	15VULN|2ZMB|3ASPD|45ERES|5BPWR|6RCR|7BEXP|8DUST|9DMG|aAART
221	24221 55323	   	162.97	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	15VULN|2ZMB|3ASPD|45ERES|5BPWR|6RCR|7DUST|8FEWX|9DMG|aAART
222	24221 56332	   	162.97	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	15VULN|2ZMB|3ASPD|459ERES|5BPWR|6RCR|7MLV|8DMG|aAART
223	24223 53523	   	162.97	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	15VULN|2ZMB|3ASPD|4ERES|6RCR|7BEXP|8DUST|9DMG|aAART
224	24223 55323	   	162.97	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	15VULN|2ZMB|3ASPD|4ERES|6RCR|7DUST|8FEWX|9DMG|aAART
225	23521 43153	   	162.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	19VULN|2LEGI|3DUST|4DUR|5ZMB|6RCR|7RCVC|8DMG|aAART
226	24211 22584	   	162.95	DCR|4VULN|1CDMG|1ZMB|1ASPD|1DUR	145aVULN|2ZMB|3ASPD|6CDMG|7DUR|8MBVNT|9RCR
227	24221 54332	   	162.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	15VULN|2ZMB|3ASPD|459ERES|5BPWR|6RCR|7DMG|8NUKE|aAART
228	22121 45152	   	162.85	DCR|2VULN|2DMG|2DUR|1ZMB	17VULN|2LHND|3FEWX|49DUR|5ZMB|6RCR|8aDMG
229	22221 45152	   	162.85	DCR|2VULN|2DMG|2DUR|1ZMB	17VULN|2LHND|3BEXP|49DUR|5ZMB|6RCR|8aDMG
230	22311 46152	   	162.85	DCR|2VULN|2DMG|2DUR|1ZMB	17VULN|2LHND|39DUR|4LWND|5ZMB|6RCR|8aDMG
231	24214 63323	   	162.82	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD	14VULN|27ZMB|3ASPD|5AART|6RPLT|8DMG|9RCR|aCGEN
232	23121 42152	   	162.75	DCR|2VULN|2DMG|2DUR|1ZMB	19VULN|2LEGI|3FEWX|47DUR|5ZMB|6RCR|8aDMG
233	23221 42152	   	162.75	DCR|2VULN|2DMG|2DUR|1ZMB	19VULN|2LEGI|3BEXP|47DUR|5ZMB|6RCR|8aDMG
234	23311 42152	   	162.75	DCR|2VULN|2DMG|2DUR|1ZMB	19VULN|2LEGI|37DUR|4LWND|5ZMB|6RCR|8aDMG
235	24214 63321	   	162.72	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD	14VULN|27ZMB|3ASPD|5AART|6RPLT|8DMG|9RCR|aDUST
236	22611 32335	 * 	162.69	DCR|2VULN|1AART|3ASPD|2CDMG	18VULN|2LHND|38CDMG|4LWND|5ERES|689ASPD|7RCR|8BPWR|aAART
237	23521 42152	   	162.65	DCR|2VULN|2DMG|2DUR|1ZMB	19VULN|2LEGI|3DUST|47DUR|5ZMB|6RCR|8aDMG
238	22361 61362	   	162.61	DCR|3VULN|1AART|1CDMG|1DUR	19aVULN|26LHND|3DUR|4AART|5CGEN|7RCR|8CDMG
239	22362 11362	   	162.61	DCR|3VULN|1AART|1CDMG|1DUR	19aVULN|2LHND|3DUR|4AART|5RCVC|6CGEN|7RCR|8CDMG
240	22366 11362	   	162.61	DCR|3VULN|1AART|1CDMG|1DUR	19aVULN|25LHND|3DUR|4AART|6CGEN|7RCR|8CDMG
241	22323 56622	   	162.60	DCR|3VULN|2AART|2DUR	167VULN|2LHND|34DUR|5aAART|8RCR|9LEGI
242	23323 56612	   	162.60	DCR|3VULN|2AART|2DUR	167VULN|2LEGI|34DUR|5aAART|8RCR|9LHND
243	23323 56632	   	162.60	DCR|3VULN|2AART|2DUR	167VULN|2LEGI|34DUR|5aAART|8RCR|9FEWX
244	23611 32335	   	162.59	DCR|2VULN|1AART|3ASPD|2CDMG	18VULN|2LEGI|38CDMG|4LWND|5ERES|689ASPD|7RCR|8BPWR|aAART
245	24211 13343	   	162.56	DCR|3VULN|1DMG|1ZMB|1ASPD|1DUR	145VULN|2ZMB|3ASPD|6RCR|7FEWX|8DMG|9LHND|aDUR
246	25245 12332	 * 	162.53	ACR|2VULN|2DMG|2ASPD|1CDMG	18VULN|2ERES|38ASPD|4CDMG|5RCR|6aDMG|78LHND|8BPWR|9RPLT
247	24321 34261	   	162.51	ACR|2VULN|2DMG|1ZMB|1ASPD|1DUR	17VULN|2ZMB|3BELT|4RCR|5DUR|69DMG|8ASPD|aLHND
248	24321 34263	   	162.51	ACR|2VULN|2DMG|1ZMB|1DUR|1ASPD	17VULN|2ZMB|3BELT|4RCR|5DUR|69DMG|8ASPD|aCGEN
249	24211 13162	   	162.46	DCR|3VULN|1DMG|1ZMB|1ASPD|1DUR	145VULN|2ZMB|3ASPD|6RCR|7FEWX|8DUST|9DUR|aDMG
250	24321 32224	   	162.39	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1VULN|2ZMB|3BELT|4RCR|5DUR|6aDMG|7CGEN|8AART|9LIT
251	24321 32254	   	162.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1aVULN|2ZMB|3BELT|4RCR|5DUR|6DMG|7CGEN|8AART|9FEWX
252	13166 13351	   	162.38	DCR|2VULN|1AART|1DMG|1FLTHEA	1LWND|2LEGI|3FEWX|4AART|5LHND|6RCR|7FLTHEA|8aVULN|9DMG
253	24211 12234	   	162.36	DCR|3VULN|2CDMG|1ZMB|1DUR|1ASPD	145VULN|2ZMB|3ASPD|6RCR|7ERES|8aCDMG|9DUR
254	24221 52234	   	162.36	DCR|3VULN|2CDMG|1ZMB|1DUR|1ASPD	157VULN|2ZMB|3ASPD|45ERES|5BPWR|6RCR|8aCDMG|9DUR
255	24223 52234	   	162.36	DCR|3VULN|2CDMG|1ZMB|1DUR|1ASPD	157VULN|2ZMB|3ASPD|4ERES|6RCR|8aCDMG|9DUR
256	24321 32232	   	162.30	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1VULN|29ZMB|3BELT|4RCR|5DUR|6DMG|7CGEN|8AART|aCDMG
257	24321 35224	   	162.29	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1VULN|2ZMB|3BELT|4RCR|5DUR|6aDMG|7ERES|8AART|9LIT
258	26251 13521	   	162.23	DCR|3VULN|1DMG|2ASPD|1ZMB	158VULN|23ASPD|4DMG|6RCR|7FEWX|9RCVC|aZMB
