0	Index      	 *	Score 	Summary	Detail	
1	51123 42215	 * 	195.00	ACR|3VULN|2DMG|1AART|2ZMB|1SELL	1RPLT|26aVULN|3RCR|4SELL|56FEWX|6aBPWR|7aZMB|8AART|9aDMG
167	51142 26322	 * 	168.36	ACR|3VULN|2AART|1ASPD|1DUR	1RPLT|28aVULN|3RCR|4FEWX|5ASPD|6DUR|79AART
168	21614 38362	   	168.27	DCR|4VULN|1AART|1CDMG	1LHND|2CDMG|359aVULN|4MBVNT|6AART|7RCVC|8RCR
169	11461 11432	   	168.22	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB|1DUR	12ASPD|35VULN|4DUR|6ZMB|7TLV|8AART|9DMG|aRCR
170	14231 36335	   	168.18	DCR|2VULN|2DMG|2CDMG|2ASPD|1SELL	1aASPD|2aVULN|3LHND|4DLOT|5SELL|67DMG|8RCR|9aCDMG|aBPWR
171	33114 48211	   	168.08	DCR|2VULN|2DMG|2CDMG|1ZMB	1ERES|2RPLT|36DMG|4MBVNT|56CDMG|6BPWR|7RCR|8ZMB|9aVULN
172	53114 48211	   	168.08	DCR|2VULN|2DMG|2CDMG|1ZMB	1RPLT|2ERES|36DMG|4MBVNT|56CDMG|6BPWR|7RCR|8ZMB|9aVULN
173	11262 44331	 * 	168.03	DCR|3VULN|2AART|3ASPD	127ASPD|3ERES|47MLV|58AART|67aVULN|7BPWR|9RCR
174	56213 11522	 * 	167.76	DCR|2AART|2DMG|2VULN	1RPLT|27DMG|3BEXP|47CGEN|59AART|67VULN|7BPWR|8MBVNT|aRCR
175	51217 41721	   	167.76	DCR|2VULN|2DMG|1AART|1DUR	1RPLT|26VULN|3RCVC|4MBVNT|56DMG|6BPWR|7AART|8BELT|9RCR|aDUR
176	21614 31382	   	167.67	DCR|4VULN|1AART|1CDMG	1LHND|2CDMG|357aVULN|4MBVNT|6AART|8RCR|9RCVC
177	21625 31382	   	167.67	DCR|4VULN|1AART|1CDMG	1LHND|2CDMG|347aVULN|5MBVNT|6AART|8RCR|9RCVC
178	33113 11285	   	167.56	DCR|2AART|2VULN|2DMG	17ERES|2RPLT|37DMG|4MBVNT|59AART|67VULN|7BPWR|8CGEN|aRCR
179	33113 11522	   	167.56	DCR|2AART|2VULN|2DMG	17ERES|2RPLT|37DMG|4MBVNT|59AART|67VULN|7BPWR|8BEXP|aRCR
180	53113 11285	   	167.56	DCR|2AART|2VULN|2DMG	1RPLT|27ERES|37DMG|4MBVNT|59AART|67VULN|7BPWR|8CGEN|aRCR
181	53113 11522	   	167.56	DCR|2AART|2VULN|2DMG	1RPLT|27ERES|37DMG|4MBVNT|59AART|67VULN|7BPWR|8BEXP|aRCR
182	51217 47242	   	167.52	DCR|3DMG|2VULN|1CDMG	1RPLT|26VULN|3RCVC|4MBVNT|567DMG|6BPWR|8RCR|9CDMG|aLIT
183	51217 47243	   	167.52	DCR|3DMG|2VULN|1CDMG	1RPLT|26VULN|3RCVC|4MBVNT|567DMG|6BPWR|8RCR|9CDMG|aMLV
184	21614 41652	 * 	167.47	DCR|4VULN|1DMG|1CDMG|1DUR	1LHND|2CDMG|359aVULN|4MBVNT|6DMG|7DUR|8RCR
185	26332 31155	   	167.45	DCR|2VULN|2DMG|1AART|1DUR	1aLHND|2aDMG|39VULN|4DLOT|5DUR|6AART|7aCGEN|8RCR|aBPWR
186	34112 42334	 * 	167.34	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1ERES|27VULN|3BELT|4RCR|59ZMB|6AART|8DUR|aDMG
187	34112 43133	   	167.34	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1ERES|28VULN|3BELT|4RCR|59ZMB|6AART|7DMG|aDUR
188	32112 42134	   	167.34	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1ERES|2DUR|3BELT|4RCR|59ZMB|6AART|78VULN|aDMG
189	36226 22331	 * 	167.22	DCR|3VULN|3CDMG|1AART	13ERES|236CDMG|36BPWR|46aVULN|5RMIN|7RCR|8AART|9RCVC
190	14611 13632	   	167.11	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1ASPD|25VULN|3MLV|4DMG|6ZMB|7AART|8RCR|9DUR|aLWND
191	14611 13633	   	167.11	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1ASPD|25VULN|3MLV|4DMG|6ZMB|7AART|8RCR|9DUR|aLHND
192	15611 13632	   	167.11	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1ASPD|2CGEN|35VULN|4DMG|6ZMB|7AART|8RCR|9DUR|aLWND
193	15611 13633	   	167.11	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1ASPD|2CGEN|35VULN|4DMG|6ZMB|7AART|8RCR|9DUR|aLHND
194	34621 23432	   	167.06	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1ERES|2aVULN|3BASICY|4AART|59DUR|6ZMB|7DMG|8RCR
195	14611 13631	   	167.01	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|25VULN|3MLV|4DMG|6ZMB|7AART|8RCR|9DUR|aERES
196	15611 13631	   	167.01	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2CGEN|35VULN|4DMG|6ZMB|7AART|8RCR|9DUR|aERES
197	31611 13633	   	167.01	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ERES|2ASPD|35VULN|4DMG|6ZMB|7AART|8RCR|9DUR|aCGEN
198	31611 13634	   	167.01	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ERES|2ASPD|35VULN|4DMG|6ZMB|7AART|8RCR|9DUR|aLHND
199	31611 13635	   	167.01	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ERES|2ASPD|35VULN|4DMG|6ZMB|7AART|8RCR|9DUR|aDMSP
200	31611 13652	   	167.01	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ERES|2ASPD|35VULN|4DMG|6ZMB|7AART|8RCR|9BEXP|aDUR
201	33125 12541	   	166.98	DCR|3VULN|1AART|1DMG|1ZMB	1ERES|2RPLT|3DMG|459VULN|6LHND|7ZMB|8RCR|aAART
202	12113 36162	   	166.91	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1ASPD|2CDMG|3LHND|4AART|5BASHEA|68DMG|7RCR|9VULN|aLWND
203	12113 36163	   	166.91	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1ASPD|2CDMG|3LHND|4AART|5BASHEA|68DMG|7RCR|9VULN|aMLV
204	12113 36164	   	166.91	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1ASPD|2CDMG|3LHND|4AART|5BASHEA|68DMG|7RCR|9VULN|aRMIN
205	12113 36166	   	166.91	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1ASPD|2CDMG|3LHND|4AART|5BASHEA|68DMG|7RCR|9VULN|aFEWX
206	12113 36362	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2CDMG|3LHND|4AART|5BASHEA|6DMG|7RCR|89VULN|aLWND
207	12113 36363	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2CDMG|3LHND|4AART|5BASHEA|6DMG|7RCR|89VULN|aMLV
208	12113 36364	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2CDMG|3LHND|4AART|5BASHEA|6DMG|7RCR|89VULN|aRMIN
209	12113 36366	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2CDMG|3LHND|4AART|5BASHEA|6DMG|7RCR|89VULN|aFEWX
210	31611 13631	   	166.91	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1aERES|2ASPD|35VULN|4DMG|6ZMB|7AART|8RCR|9DUR
211	11171 76311	   	166.81	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	12ASPD|3MBVNT|4AART|5aVULN|6CGEN|7RCR|8DUR|9DMG
212	12113 36161	   	166.81	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1ASPD|2CDMG|3LHND|4AART|5BASHEA|68DMG|7RCR|9VULN|aERES
213	12113 36361	   	166.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2CDMG|3LHND|4AART|5BASHEA|6DMG|7RCR|89VULN|aERES
214	21614 14355	   	166.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	16LHND|2CDMG|35VULN|4MBVNT|7AART|8RCR|9DMG|aZMB
215	51132 21732	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RPLT|26VULN|3RCR|4BEXP|5MBVNT|7DMG|8ASPD|9AART|aCDMG
216	51132 28732	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RPLT|26VULN|3RCR|4BEXP|5MBVNT|7ASPD|8DMG|9AART|aCDMG
217	51135 31235	   	166.69	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1RPLT|2aVULN|3RCR|4BEXP|5DUR|6RCVC|7DMG|8ZMB|9AART
218	11614 13112	   	166.67	DCR|2AART|1VULN|1DMG|2ASPD|2DUR	12ASPD|3CGEN|45DUR|6RCR|7aAART|8VULN|9DMG
219	12113 35164	   	166.65	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1ASPD|2CDMG|3LHND|4AART|5BASHEA|68DMG|7DUR|9VULN|aRCR
220	12113 35364	   	166.65	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1ASPD|2CDMG|3LHND|4AART|5BASHEA|6DMG|7DUR|89VULN|aRCR
221	11214 13112	   	166.57	DCR|2AART|1VULN|1DMG|2ASPD|2DUR	12ASPD|3ERES|45DUR|6RCR|7aAART|8VULN|9DMG
222	15611 31334	   	166.36	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2CGEN|356VULN|4DMG|7RPLT|8AART|9DUR|aRCR
223	51142 26321	 * 	166.36	ACR|2VULN|2AART|1CDMG|1ASPD|1DUR	1RPLT|28VULN|3RCR|4FEWX|5ASPD|6DUR|79AART|aCDMG
224	21614 31324	   	166.27	DCR|4VULN|1AART|1CDMG	1aLHND|2CDMG|357aVULN|4MBVNT|6AART|8RCR|9aLIT|aBPWR
225	21625 31324	   	166.27	DCR|4VULN|1AART|1CDMG	1aLHND|2CDMG|347aVULN|5MBVNT|6AART|8RCR|9aLIT|aBPWR
226	31325 62334	   	166.26	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1ERES|2ASPD|3RPLT|456VULN|7DMG|8AART|9DUR|aRCR
227	31611 31334	   	166.26	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1ERES|2ASPD|356VULN|4DMG|7RPLT|8AART|9DUR|aRCR
228	14231 31335	 * 	166.25	DCR|3VULN|1DMG|2CDMG|2ASPD|1SELL	1aASPD|27aVULN|3LHND|4DLOT|5SELL|6DMG|8RCR|9aCDMG|aBPWR
229	33113 43482	   	166.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1ERES|2RPLT|36DMG|4MBVNT|5AART|7RCR|8VULN|9CDMG|aDUR
230	33113 53482	   	166.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	16ERES|2RPLT|36DMG|4MBVNT|5AART|6BPWR|7RCR|8VULN|9CDMG|aDUR
231	53113 43482	   	166.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1RPLT|2ERES|36DMG|4MBVNT|5AART|7RCR|8VULN|9CDMG|aDUR
232	53113 53482	   	166.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1RPLT|26ERES|36DMG|4MBVNT|5AART|6BPWR|7RCR|8VULN|9CDMG|aDUR
233	21614 31312	   	166.07	DCR|4VULN|1AART|1CDMG	19LHND|2CDMG|357aVULN|4MBVNT|6AART|8RCR
234	21614 31361	   	166.07	DCR|4VULN|1AART|1CDMG	1aLHND|2CDMG|3579VULN|4MBVNT|6AART|8RCR
235	21614 31366	   	166.07	DCR|4VULN|1AART|1CDMG	1LHND|2CDMG|3579VULN|4MBVNT|6AART|8RCR|aMLV
236	21625 31312	   	166.07	DCR|4VULN|1AART|1CDMG	19LHND|2CDMG|347aVULN|5MBVNT|6AART|8RCR
237	21625 31361	   	166.07	DCR|4VULN|1AART|1CDMG	1aLHND|2CDMG|3479VULN|5MBVNT|6AART|8RCR
238	33114 43881	   	166.03	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1ERES|2RPLT|36DMG|4MBVNT|56CDMG|6BPWR|7DUR|8AART|9RCR|aVULN
239	53114 43881	   	166.03	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1RPLT|2ERES|36DMG|4MBVNT|56CDMG|6BPWR|7DUR|8AART|9RCR|aVULN
240	21614 31363	   	165.97	DCR|4VULN|1AART|1CDMG	1LHND|2CDMG|3579VULN|4MBVNT|6AART|8RCR|aDUST
241	21614 31364	   	165.97	DCR|4VULN|1AART|1CDMG	1LHND|2CDMG|3579VULN|4MBVNT|6AART|8RCR|aERES
242	21614 31365	   	165.97	DCR|4VULN|1AART|1CDMG	1LHND|2CDMG|3579VULN|4MBVNT|6AART|8RCR|aTLV
243	21625 31363	   	165.97	DCR|4VULN|1AART|1CDMG	1LHND|2CDMG|3479VULN|5MBVNT|6AART|8RCR|aDUST
244	21625 31364	   	165.97	DCR|4VULN|1AART|1CDMG	1LHND|2CDMG|3479VULN|5MBVNT|6AART|8RCR|aERES
245	36412 21323	   	165.89	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB|1ASPD	1ERES|2CDMG|3ASPD|4ZMB|5aDUR|69VULN|7AART|8RCR
246	21614 31378	   	165.84	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1LHND|2CDMG|357VULN|4MBVNT|6AART|8RCR|9ASPD|aDUR
247	31611 13562	 * 	165.83	DCR|2VULN|1AART|1DMG|2ZMB|2ASPD	18ERES|28ASPD|35VULN|4DMG|68ZMB|7AART|8BPWR|9FEWX|aRCR
248	34112 51523	   	165.79	ACR|3DMG|2VULN|1ZMB	1ERES|27VULN|3BELT|4RCR|5ZMB|68aDMG|9RCVC
249	34112 51323	   	165.79	ACR|3VULN|2DMG|1ZMB	1ERES|278VULN|3BELT|4RCR|5ZMB|6aDMG|9RCVC
250	14161 13232	   	165.71	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|25VULN|3RCVC|4DUR|6ZMB|7AART|8CGEN|9DMG|aRCR
251	15114 13116	   	165.66	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1ASPD|2CGEN|3RCVC|45DUR|6RCR|7AART|8VULN|9DMG|aCDMG
252	31114 13116	   	165.56	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1ERES|2ASPD|3RCVC|45DUR|6RCR|7AART|8VULN|9DMG|aCDMG
253	14431 23225	   	165.47	DCR|2VULN|1AART|2CDMG|2ASPD|1DUR|1SELL	19ASPD|29VULN|3DUR|4DLOT|5SELL|6RCR|7LWND|89CDMG|9BPWR|aAART
254	21614 14362	   	165.47	DCR|4VULN|1AART|1CDMG	16LHND|2CDMG|359aVULN|4MBVNT|7AART|8RCR
255	21625 14362	   	165.47	DCR|4VULN|1AART|1CDMG	16LHND|2CDMG|349aVULN|5MBVNT|7AART|8RCR
256	51217 41242	   	165.36	DCR|2VULN|2DMG|1AART|1ASPD	1RPLT|26VULN|3RCVC|4MBVNT|56DMG|6BPWR|7AART|8FEWX|9ASPD|aRCR
257	51217 41342	   	165.36	DCR|2VULN|2DMG|1AART|1ASPD	1RPLT|26VULN|3RCVC|4MBVNT|56DMG|6BPWR|7AART|8BEXP|9ASPD|aRCR
258	51217 41442	   	165.36	DCR|2VULN|2DMG|1AART|1ASPD	1RPLT|26VULN|3RCVC|4MBVNT|56DMG|6BPWR|7AART|8LWND|9ASPD|aRCR
259	51217 41522	   	165.36	DCR|2VULN|2DMG|1AART|1DUR	1RPLT|26VULN|3RCVC|4MBVNT|56DMG|6BPWR|7AART|8CGEN|9DUR|aRCR
260	51621 31312	   	165.35	DCR|5VULN|1AART	1RPLT|2347aVULN|59LHND|6AART|8RCR
261	51621 31352	   	165.35	DCR|5VULN|1AART	1RPLT|23479VULN|5LHND|6AART|8RCR|aBELT
262	51621 31353	   	165.35	DCR|5VULN|1AART	1RPLT|23479VULN|5LHND|6AART|8RCR|aCGEN
263	26323 32642	   	165.33	DCR|4VULN|1DMG|1CDMG	1LHND|2DMG|389aVULN|4DUST|5FEWX|6RCR|7CDMG
264	51217 41842	   	165.26	DCR|2VULN|2DMG|1AART|1ASPD	1RPLT|26VULN|3RCVC|4MBVNT|56DMG|6BPWR|7AART|8DUST|9ASPD|aRCR
265	12514 21326	   	165.20	DCR|2VULN|2AART|1CDMG|1ZMB|1ASPD	1ASPD|2CDMG|3RMIN|4ZMB|5BEXP|69VULN|7aAART|8RCR
266	14161 11432	   	165.01	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|25VULN|3RCVC|4DUR|6ZMB|7TLV|8AART|9DMG|aRCR
