0	Index      	 *	Score 	Summary	Detail	
1	23263 26363	 * 	194.24	ACR|3VULN|3DMG|1AART	19aVULN|2RMIN|39aLWND|4RCR|5BELT|69aDMG|7AART|8LEGI|9aBPWR
172	22425 32337	   	171.44	ACR|3VULN|3DMG	17aVULN|2LWND|3RCR|4MBVNT|578DMG|679LHND|7BPWR
173	22425 32352	   	171.44	ACR|3VULN|3DMG	17aVULN|2LWND|3RCR|4MBVNT|578DMG|67LHND|7BPWR|9FEWX
174	24425 32312	   	171.44	ACR|3VULN|3DMG	17aVULN|2FEWX|3RCR|4MBVNT|578DMG|67LHND|7BPWR|9LWND
175	24425 32344	   	171.44	ACR|3VULN|3DMG	17aVULN|2FEWX|3RCR|4MBVNT|578DMG|67LHND|7BPWR|9CGEN
176	22425 16333	   	171.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	16VULN|2LWND|3RCR|4MBVNT|5DMG|7ZMB|8AART|9CGEN|aCDMG
177	23134 12124	   	171.37	ACR|3VULN|2DMG|1CDMG|1ASPD	136VULN|2RMIN|46DUST|5RCR|6BPWR|7ASPD|8CDMG|9aDMG
178	23434 12124	   	171.37	ACR|3VULN|2DMG|1CDMG|1ASPD	136VULN|2RMIN|36BPWR|46DUST|5RCR|7ASPD|8CDMG|9aDMG
179	22431 34123	   	171.29	ACR|4VULN|2DMG	1478VULN|28LWND|3RCR|5RPLT|68DMG|8BPWR|9LHND|aRCVC
180	22425 13382	   	171.27	ACR|2VULN|2DMG|1AART|1ASPD	16VULN|2LWND|3RCR|4MBVNT|5aDMG|7ASPD|8AART|9LHND
181	12434 13352	   	171.27	ACR|2VULN|2DMG|1AART|1ASPD	1FEWX|2LWND|3RCR|46VULN|5aDMG|7ASPD|8AART|9DUST
182	22433 24352	   	171.27	ACR|2VULN|2DMG|1AART|1ASPD	14VULN|2LWND|3RCR|5FEWX|6ASPD|7aDMG|8AART|9DUST
183	22425 13362	   	171.17	ACR|2VULN|2DMG|1AART|1ASPD	16VULN|2LWND|3RCR|4MBVNT|5aDMG|7ASPD|8AART|9DUST
184	21163 64111	   	171.17	DCR|4VULN|2DMG	1478VULN|2RPLT|38LWND|58DMG|6RCR|8BPWR|9RCVC|aBEXP
185	21163 64112	   	171.17	DCR|4VULN|2DMG	1478VULN|2RPLT|38LWND|58DMG|6RCR|8BPWR|9RCVC|aFEWX
186	21163 64113	   	171.17	DCR|4VULN|2DMG	1478VULN|2RPLT|38LWND|58DMG|6RCR|8BPWR|9RCVC|aDMSP
187	21522 34115	   	171.17	DCR|3VULN|2DMG|1AART	178VULN|2RPLT|3FEWX|458DUST|68DMG|8BPWR|9RCR|aAART
188	24331 32115	   	171.17	DCR|3VULN|2DMG|1AART	148VULN|2FEWX|378DUST|5RPLT|68DMG|8BPWR|9RCR|aAART
189	22425 13435	 * 	171.14	ACR|2VULN|2AART|1DMG|2ASPD	16VULN|2LWND|3RCR|4MBVNT|5DMG|78ASPD|9aAART
190	32434 14233	   	171.14	ACR|3VULN|3DMG	1DUST|2LWND|3RCR|468VULN|57aDMG|9LEGI
191	22428 51141	   	171.10	ACR|2VULN|2DMG|2CDMG|1ZMB	18VULN|2LWND|3RCR|4MBVNT|58CDMG|6DMSP|78DMG|8BPWR|9ZMB|aBEXP
192	22428 51143	   	171.10	ACR|2VULN|2DMG|2CDMG|1ZMB	18VULN|2LWND|3RCR|4MBVNT|58CDMG|6DMSP|78DMG|8BPWR|9ZMB|aFEWX
193	22428 51144	   	171.10	ACR|2VULN|2DMG|2CDMG|1ZMB	18VULN|2LWND|3RCR|4MBVNT|58CDMG|6DMSP|78DMG|8BPWR|9ZMB|aLIT
194	62532 22332	   	171.05	DCR|3DMG|2VULN|1CDMG|1ASPD	1ASPD|2RMIN|36VULN|4DLOT|569DMG|6BPWR|7FEWX|8RCR|aCDMG
195	21163 64123	   	170.87	DCR|4VULN|2DMG	1478VULN|2RPLT|38LWND|58DMG|6RCR|8BPWR|9LHND|aRCVC
196	21231 66221	   	170.82	DCR|3VULN|1AART|2CDMG|1DUR	19aVULN|2RPLT|3aCDMG|4DUST|5AART|6RCR|7DUR|8aMLV|aBPWR
197	13161 65233	 * 	170.80	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1FEWX|2RMIN|3VULN|4RCR|5AART|6ZMB|7ERES|8CDMG|9aDMG
198	12425 12744	   	170.74	ACR|3VULN|2DMG|1CDMG	17FEWX|2LWND|3RCR|4MBVNT|57DMG|679VULN|7BPWR|8CDMG|aRCVC
199	22425 32743	   	170.74	ACR|3VULN|2DMG|1CDMG	179VULN|2LWND|3RCR|4MBVNT|57DMG|67LHND|7BPWR|8CDMG|aRCVC
200	22425 13433	   	170.70	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	16VULN|2LWND|3RCR|4MBVNT|5DMG|78ASPD|9AART|aZMB
201	22426 25433	   	170.70	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	15VULN|2LWND|3RCR|4MBVNT|68ASPD|7DMG|9AART|aZMB
202	22425 13234	   	170.67	ACR|2VULN|2DMG|1AART|1ASPD	16VULN|28LWND|3RCR|4MBVNT|5aDMG|7ASPD|9AART
203	22426 25234	   	170.67	ACR|2VULN|2DMG|1AART|1ASPD	15VULN|28LWND|3RCR|4MBVNT|6ASPD|7aDMG|9AART
204	21231 66621	   	170.62	DCR|3VULN|1AART|2CDMG|1DUR	19aVULN|2RPLT|3aCDMG|4DUST|5AART|6RCR|7DUR|8aERES|aBPWR
205	32425 12744	   	170.54	ACR|3VULN|2DMG|1CDMG	17DUST|2LWND|3RCR|4MBVNT|57DMG|679VULN|7BPWR|8CDMG|aRCVC
206	23324 16235	 * 	170.53	ACR|3VULN|1AART|3DUR|1ZMB|1ASPD	169VULN|2RMIN|346DUR|5RCR|6BPWR|7ASPD|8ZMB|aAART
207	23154 11353	   	170.25	ACR|3VULN|1AART|1DMG|1CDMG	136VULN|27RMIN|46LWND|5RCR|6BPWR|8CDMG|9DMG|aAART
208	22426 14172	 * 	170.19	ACR|4VULN|1AART|2ZMB	1569VULN|26LWND|3RCR|4MBVNT|69BPWR|79ZMB|89BASHEA|aAART
209	22426 13373	   	170.19	ACR|4VULN|1AART|1CDMG	1569VULN|26LWND|3RCR|4MBVNT|6BPWR|7FEWX|8AART|aCDMG
210	22426 14221	   	170.14	ACR|4VULN|1DMG|1ZMB|1ASPD	1568VULN|26LWND|3RCR|4MBVNT|6BPWR|7ZMB|9ASPD|aDMG
211	22431 34122	   	169.98	ACR|4VULN|2DMG	1478VULN|28aLWND|3RCR|5RPLT|68DMG|8BPWR|9LHND
212	22431 34124	   	169.98	ACR|4VULN|2DMG	1478VULN|28LWND|3RCR|5RPLT|68DMG|8BPWR|9aLHND
213	22431 34131	   	169.98	ACR|4VULN|2DMG	1478VULN|28LWND|3RCR|5RPLT|68DMG|8BPWR|9LIT|aFEWX
214	22431 34134	   	169.98	ACR|4VULN|2DMG	1478VULN|28LWND|3RCR|5RPLT|68DMG|8BPWR|9aLIT
215	22431 34136	   	169.98	ACR|4VULN|2DMG	1478VULN|28aLWND|3RCR|5RPLT|68DMG|8BPWR|9LIT
216	22431 34162	   	169.98	ACR|4VULN|2DMG	1478VULN|28aLWND|3RCR|5RPLT|68DMG|8BPWR|9BEXP
217	24431 34122	   	169.98	ACR|4VULN|2DMG	1478VULN|28FEWX|3RCR|5RPLT|68DMG|8BPWR|9aLWND
218	24431 34131	   	169.98	ACR|4VULN|2DMG	1478VULN|28aFEWX|3RCR|5RPLT|68DMG|8BPWR|9LIT
219	24431 34132	   	169.98	ACR|4VULN|2DMG	1478VULN|28FEWX|3RCR|5RPLT|68DMG|8BPWR|9LIT|aCGEN
220	22431 32125	   	169.98	ACR|4VULN|2DMG	148aVULN|28LWND|3RCR|57RPLT|68DMG|8BPWR|9LHND
221	22431 41125	   	169.98	ACR|4VULN|2DMG	148aVULN|28LWND|3RCR|5RPLT|6DMSP|78DMG|8BPWR|9LHND
222	22431 34121	   	169.88	ACR|4VULN|2DMG	1478VULN|28LWND|3RCR|5RPLT|68DMG|8BPWR|9LHND|aTLV
223	22431 34126	   	169.88	ACR|4VULN|2DMG	1478VULN|28LWND|3RCR|5RPLT|68DMG|8BPWR|9LHND|aERES
224	22431 34132	   	169.88	ACR|4VULN|2DMG	1478VULN|28LWND|3RCR|5RPLT|68DMG|8BPWR|9LIT|aERES
225	22431 34133	   	169.88	ACR|4VULN|2DMG	1478VULN|28LWND|3RCR|5RPLT|68DMG|8BPWR|9LIT|aAIRHEA
226	22431 34135	   	169.88	ACR|4VULN|2DMG	1478VULN|28LWND|3RCR|5RPLT|68DMG|8BPWR|9LIT|aLEGI
227	22431 34141	   	169.88	ACR|4VULN|2DMG	1478VULN|28LWND|3RCR|5RPLT|68DMG|8BPWR|9TLV|aBEXP
228	22431 34151	   	169.88	ACR|4VULN|2DMG	1478VULN|28LWND|3RCR|5RPLT|68DMG|8BPWR|9ERES|aBEXP
229	22431 34161	   	169.88	ACR|4VULN|2DMG	1478VULN|28LWND|3RCR|5RPLT|68DMG|8BPWR|9BEXP|aTLV
230	24431 34121	   	169.88	ACR|4VULN|2DMG	1478VULN|28FEWX|3RCR|5RPLT|68DMG|8BPWR|9LWND|aTLV
231	12425 12832	   	169.88	ACR|4VULN|2DMG	178FEWX|2LWND|3RCR|4MBVNT|57DMG|679aVULN|7BPWR
232	42425 12332	   	169.88	ACR|4VULN|2DMG	178BEXP|2LWND|3RCR|4MBVNT|57DMG|679aVULN|7BPWR
233	15163 12351	   	169.84	ACR|3VULN|2DMG|1CDMG	1FEWX|26MLV|367VULN|4RCR|5RCVC|6BPWR|8CDMG|9aDMG
234	22431 62215	   	169.79	ACR|4VULN|1AART|1CDMG	1478VULN|27LWND|3RCR|5RPLT|67LIT|7BPWR|9AART|aCDMG
235	22431 62411	   	169.79	ACR|4VULN|1AART|1CDMG	147aVULN|27LWND|3RCR|5RPLT|67LIT|7BPWR|8CDMG|9AART
236	22414 14232	   	169.78	ACR|4VULN|2DMG	168aVULN|2LWND|3RCR|4LHND|57DMG|9DMSP
237	23263 26125	   	169.77	ACR|2VULN|2DMG|1AART|1ASPD	19VULN|2RMIN|3LWND|4RCR|5BELT|69DMG|7AART|89LIT|9BPWR|aASPD
238	22431 34622	   	169.69	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	147VULN|2LWND|3RCR|5RPLT|6DMG|8ZMB|9CDMG|aDUR
239	22428 35442	   	169.59	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	178VULN|2LWND|3RCR|4MBVNT|5CDMG|6DMG|9ZMB|aASPD
240	22432 22553	   	169.59	ACR|4VULN|1AART|1CDMG	1457VULN|2LWND|3RCR|6CGEN|8MLV|9AART|aCDMG
241	22431 64111	   	169.59	ACR|4VULN|1AART|1CDMG	148aVULN|2LWND|3RCR|5RPLT|6LIT|7CDMG|9AART
242	22432 61613	   	169.59	ACR|4VULN|1AART|1CDMG	145aVULN|2LWND|3RCR|6LIT|7BEXP|8CDMG|9AART
243	22432 62313	   	169.59	ACR|4VULN|1AART|1CDMG	145aVULN|2LWND|3RCR|6LIT|7CDMG|8FEWX|9AART
244	21163 64122	   	169.57	DCR|4VULN|2DMG	1478VULN|2RPLT|38aLWND|58DMG|6RCR|8BPWR|9LHND
245	21163 64131	   	169.57	DCR|4VULN|2DMG	1478VULN|2RPLT|38LWND|58DMG|6RCR|8BPWR|9LIT|aFEWX
246	21163 62125	   	169.57	DCR|4VULN|2DMG	148aVULN|27RPLT|38LWND|58DMG|6RCR|8BPWR|9LHND
247	26412 32124	   	169.53	ACR|3VULN|2DMG|1CDMG	157VULN|247LHND|3RCR|67LWND|7BPWR|8CDMG|9aDMG
248	23243 61533	   	169.51	DCR|2VULN|2DMG|1AART|1DUR|1SELL	18VULN|2RMIN|3LWND|4DUR|5SELL|6AART|7RCR|9aDMG
249	23313 61533	   	169.51	DCR|2VULN|2DMG|1AART|1DUR|1SELL	18VULN|2RMIN|3DUR|4LWND|5SELL|6AART|7RCR|9aDMG
250	22432 22253	   	169.49	ACR|4VULN|1AART|1CDMG	1457VULN|2LWND|3RCR|6CGEN|8ERES|9AART|aCDMG
251	21163 64121	   	169.47	DCR|4VULN|2DMG	1478VULN|2RPLT|38LWND|58DMG|6RCR|8BPWR|9LHND|aTLV
252	21163 64132	   	169.47	DCR|4VULN|2DMG	1478VULN|2RPLT|38LWND|58DMG|6RCR|8BPWR|9LIT|aERES
253	21163 64133	   	169.47	DCR|4VULN|2DMG	1478VULN|2RPLT|38LWND|58DMG|6RCR|8BPWR|9LIT|aAIRHEA
254	63211 52151	   	169.44	DCR|3DMG|3ZMB|3ASPD	189ASPD|2DUST|36RCVC|489ZMB|589DMG|7RCR|89BPWR|aERES
255	12434 13361	   	169.44	ACR|3VULN|1AART|1DMG|1ASPD	1FEWX|2LWND|3RCR|469VULN|5DMG|7ASPD|8AART|aRPLT
256	12434 13362	   	169.44	ACR|3VULN|1AART|1DMG|1ASPD	1FEWX|2aLWND|3RCR|469VULN|5DMG|7ASPD|8AART
257	22433 24361	   	169.44	ACR|3VULN|1AART|1DMG|1ASPD	149VULN|2LWND|3RCR|5FEWX|6ASPD|7DMG|8AART|aRPLT
258	22433 24362	   	169.44	ACR|3VULN|1AART|1DMG|1ASPD	149VULN|2aLWND|3RCR|5FEWX|6ASPD|7DMG|8AART
259	12425 12742	   	169.43	ACR|3VULN|2DMG|1CDMG	17FEWX|2aLWND|3RCR|4MBVNT|57DMG|679VULN|7BPWR|8CDMG
260	12435 13124	   	169.43	ACR|3VULN|2DMG|1CDMG	17FEWX|26LWND|3RCR|456VULN|6BPWR|8CDMG|9aDMG
261	22415 13124	   	169.43	ACR|3VULN|2DMG|1CDMG	157VULN|26LWND|3RCR|46LHND|6BPWR|8CDMG|9aDMG
262	22425 32742	   	169.43	ACR|3VULN|2DMG|1CDMG	179VULN|2aLWND|3RCR|4MBVNT|57DMG|67LHND|7BPWR|8CDMG
263	22425 32744	   	169.43	ACR|3VULN|2DMG|1CDMG	179VULN|2LWND|3RCR|4MBVNT|57DMG|67LHND|7BPWR|8CDMG|aFEWX
264	22434 12351	   	169.43	ACR|3VULN|2DMG|1CDMG	147VULN|26LWND|3RCR|56CGEN|6BPWR|8CDMG|9aDMG
265	22435 12351	   	169.43	ACR|3VULN|2DMG|1CDMG	147VULN|26LWND|3RCR|56MLV|6BPWR|8CDMG|9aDMG
266	24425 32141	   	169.43	ACR|3VULN|2DMG|1CDMG	179VULN|2FEWX|3RCR|4MBVNT|57DMG|678LHND|7BPWR|aCDMG
267	12434 13363	   	169.34	ACR|3VULN|1AART|1DMG|1ASPD	1FEWX|2LWND|3RCR|469VULN|5DMG|7ASPD|8AART|aMBVNT
268	22425 13371	   	169.34	ACR|3VULN|1AART|1DMG|1ASPD	169VULN|2LWND|3RCR|4MBVNT|5DMG|7ASPD|8AART|aRPLT
269	22425 13372	   	169.34	ACR|3VULN|1AART|1DMG|1ASPD	169VULN|2aLWND|3RCR|4MBVNT|5DMG|7ASPD|8AART
270	22426 24374	   	169.34	ACR|3VULN|1AART|1DMG|1ASPD	159VULN|2LWND|3RCR|4MBVNT|6ASPD|7RMIN|8AART|aDMG
271	22433 24363	   	169.34	ACR|3VULN|1AART|1DMG|1ASPD	149VULN|2LWND|3RCR|5FEWX|6ASPD|7DMG|8AART|aMBVNT
272	42434 13323	   	169.34	ACR|3VULN|1AART|1DMG|1ASPD	1BEXP|2LWND|3RCR|46aVULN|5DMG|7ASPD|8AART|9ERES
273	12425 12741	   	169.33	ACR|3VULN|2DMG|1CDMG	17FEWX|2LWND|3RCR|4MBVNT|57DMG|679VULN|7BPWR|8CDMG|aTLV
274	22425 32741	   	169.33	ACR|3VULN|2DMG|1CDMG	179VULN|2LWND|3RCR|4MBVNT|57DMG|67LHND|7BPWR|8CDMG|aTLV
275	22432 13124	   	169.33	ACR|3VULN|2DMG|1CDMG	145VULN|2LWND|3RCR|6DMSP|7BEXP|8CDMG|9aDMG
276	22432 21124	   	169.33	ACR|3VULN|2DMG|1CDMG	145VULN|2LWND|3RCR|6CGEN|7RMIN|8CDMG|9aDMG
277	22432 26351	   	169.33	ACR|3VULN|2DMG|1CDMG	145VULN|2LWND|3RCR|6CGEN|7DMSP|8CDMG|9aDMG
278	22432 33124	   	169.33	ACR|3VULN|2DMG|1CDMG	145VULN|26LWND|3RCR|7BEXP|8CDMG|9aDMG
279	22432 41351	   	169.33	ACR|3VULN|2DMG|1CDMG	145VULN|2LWND|3RCR|67RMIN|8CDMG|9aDMG
280	22432 51124	   	169.33	ACR|3VULN|2DMG|1CDMG	145VULN|2LWND|3RCR|67LHND|8CDMG|9aDMG
281	22434 22351	   	169.33	ACR|3VULN|2DMG|1CDMG	147VULN|2LWND|3RCR|56CGEN|8CDMG|9aDMG
282	26412 33124	   	169.33	ACR|3VULN|2DMG|1CDMG	157VULN|24LHND|3RCR|6LWND|8CDMG|9aDMG
283	42425 12432	 * 	169.33	ACR|3VULN|2DMG|2ASPD	17BEXP|2LWND|3RCR|4MBVNT|57DMG|67aVULN|7BPWR|89ASPD
284	23252 13632	   	169.26	DCR|2VULN|2DMG|1AART|1CDMG	15VULN|2RMIN|3LWND|4CGEN|6AART|79DMG|8CDMG|aRCR
285	23155 13632	   	169.26	DCR|2VULN|2DMG|1AART|1CDMG	13VULN|2RMIN|4LWND|5CGEN|6AART|79DMG|8CDMG|aRCR
286	23165 13632	   	169.26	DCR|2VULN|2DMG|1AART|1CDMG	13VULN|2RMIN|4LHND|5CGEN|6AART|79DMG|8CDMG|aRCR
287	22425 15241	   	169.23	ACR|3VULN|2DMG|1CDMG	168VULN|2LWND|3RCR|4MBVNT|57DMG|9FEWX|aCDMG
288	32425 12742	   	169.23	ACR|3VULN|2DMG|1CDMG	17DUST|2aLWND|3RCR|4MBVNT|57DMG|679VULN|7BPWR|8CDMG
289	12434 14231	   	169.23	ACR|3VULN|2DMG|1CDMG	1FEWX|2LWND|3RCR|468VULN|57DMG|9LEGI|aCDMG
290	22428 33346	   	169.23	ACR|3VULN|2DMG|1CDMG	19aVULN|2LWND|3RCR|4MBVNT|5CDMG|68DMG|7LHND
291	24425 12341	   	169.23	ACR|3VULN|2DMG|1CDMG	169VULN|2FEWX|3RCR|4MBVNT|58DMG|7LHND|aCDMG
292	24425 33341	   	169.23	ACR|3VULN|2DMG|1CDMG	179VULN|2FEWX|3RCR|4MBVNT|58DMG|6LHND|aCDMG
293	24432 13124	   	169.23	ACR|3VULN|2DMG|1CDMG	145VULN|27FEWX|3RCR|6LEGI|8CDMG|9aDMG
294	24432 21124	   	169.23	ACR|3VULN|2DMG|1CDMG	145VULN|2FEWX|3RCR|6TLV|7RMIN|8CDMG|9aDMG
295	24432 33124	   	169.23	ACR|3VULN|2DMG|1CDMG	145VULN|27FEWX|3RCR|6DUST|8CDMG|9aDMG
296	24433 22351	   	169.23	ACR|3VULN|2DMG|1CDMG	147VULN|25FEWX|3RCR|6TLV|8CDMG|9aDMG
297	22432 52143	   	169.19	ACR|4VULN|1AART|1CDMG	1457VULN|27LWND|3RCR|67LHND|7BPWR|8CDMG|9CGEN|aAART
298	26462 32113	   	169.19	ACR|4VULN|1AART|1CDMG	1457VULN|247LHND|3RCR|47BPWR|67LWND|8CDMG|9ERES|aAART
299	22425 15231	   	169.13	ACR|3VULN|2DMG|1CDMG	168VULN|2LWND|3RCR|4MBVNT|57DMG|9LEGI|aCDMG
300	32425 12741	   	169.13	ACR|3VULN|2DMG|1CDMG	17DUST|2LWND|3RCR|4MBVNT|57DMG|679VULN|7BPWR|8CDMG|aTLV
301	32434 14231	   	169.13	ACR|3VULN|2DMG|1CDMG	1DUST|2LWND|3RCR|468VULN|57DMG|9LEGI|aCDMG
302	21213 26351	   	169.13	DCR|3VULN|1AART|1DMG|1CDMG	18aVULN|2RPLT|3CDMG|4LWND|5BELT|6DMG|7AART|9RCR
303	22422 36363	   	169.11	ACR|2VULN|1AART|1DMG|2CDMG	18VULN|2LWND|3RCR|4MBVNT|5RCVC|68BEXP|78CDMG|8BPWR|9AART|aDMG
304	22432 52113	   	169.09	ACR|4VULN|1AART|1CDMG	1457VULN|27LWND|3RCR|67LHND|7BPWR|8CDMG|9ERES|aAART
305	22431 34621	   	169.06	ACR|3VULN|1DMG|2CDMG|1ZMB	147VULN|2LWND|3RCR|5RPLT|6DMG|8ZMB|9aCDMG
306	22328 43365	   	169.01	DCR|3VULN|2DMG|1CDMG	18aVULN|28LWND|3aDUST|4MBVNT|5CDMG|6RCR|78FEWX|8aBPWR|9aDMG
307	22432 22323	   	168.99	ACR|4VULN|1AART|1CDMG	1457VULN|2LWND|3RCR|6CGEN|8CDMG|9LHND|aAART
308	22432 53143	   	168.99	ACR|4VULN|1AART|1CDMG	1457VULN|2LWND|3RCR|6LHND|8CDMG|9CGEN|aAART
309	22432 62214	   	168.99	ACR|4VULN|1AART|1CDMG	1458VULN|2LWND|3RCR|6LIT|7CDMG|9DMSP|aAART
310	22432 62234	   	168.99	ACR|4VULN|1AART|1CDMG	1458VULN|29LWND|3RCR|6LIT|7CDMG|aAART
311	22432 62261	   	168.99	ACR|4VULN|1AART|1CDMG	1458VULN|2LWND|3RCR|6LIT|7CDMG|9MGNSTR|aAART
312	26462 33113	   	168.99	ACR|4VULN|1AART|1CDMG	1457VULN|24LHND|3RCR|4BPWR|6LWND|8CDMG|9ERES|aAART
313	22433 35243	   	168.99	ACR|4VULN|1AART|1CDMG	1489VULN|2LWND|3RCR|5FEWX|6BEXP|7CDMG|aAART
314	22431 62213	 * 	168.97	ACR|5VULN|1AART	1478aVULN|27LWND|3RCR|5RPLT|67LIT|7BPWR|9AART
315	22428 25142	 * 	168.96	ACR|3VULN|3ASPD|2CDMG|1ZMB	178VULN|2LWND|3RCR|4MBVNT|58CDMG|68aASPD|8BPWR|9ZMB
316	22432 53113	   	168.89	ACR|4VULN|1AART|1CDMG	1457VULN|2LWND|3RCR|6LHND|8CDMG|9ERES|aAART
317	22432 11653	   	168.84	ACR|3VULN|1AART|1DMG|1DUR	145VULN|2LWND|3RCR|6DMSP|7RPLT|8DUR|9AART|aDMG
318	22432 31653	   	168.84	ACR|3VULN|1AART|1DMG|1DUR	145VULN|26LWND|3RCR|7RPLT|8DUR|9AART|aDMG
319	22328 43265	   	168.81	DCR|3VULN|2DMG|1CDMG	18aVULN|2LWND|3aDUST|4MBVNT|5CDMG|6RCR|7FEWX|9aDMG|aBPWR
320	22421 36363	   	168.81	ACR|2VULN|1AART|1DMG|2CDMG	18VULN|2LWND|3RCR|4MBVNT|58FEWX|6RCVC|78CDMG|8BPWR|9AART|aDMG
321	22431 23253	   	168.74	ACR|3VULN|1AART|1DMG|1ASPD	148VULN|2LWND|3RCR|5RPLT|6ASPD|7TLV|9AART|aDMG
322	24431 23253	   	168.74	ACR|3VULN|1AART|1DMG|1ASPD	148VULN|2FEWX|3RCR|5RPLT|6ASPD|7TLV|9AART|aDMG
323	33161 55331	   	168.74	ACR|3VULN|1AART|1DMG|1DUR	1DUST|2RMIN|38aVULN|4RCR|5AART|6DUR|7BELT|9DMG
324	21231 66341	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2RPLT|3CDMG|4DUST|5AART|6RCR|7DUR|8LWND|9DMG
325	22431 32652	   	168.70	ACR|2VULN|2AART|1DMG|1ZMB	14VULN|2LWND|3RCR|57RPLT|6DMG|8ZMB|9aAART
326	22425 16314	   	168.54	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	16VULN|2LWND|3RCR|4MBVNT|5DMG|79ZMB|8AART|aASPD
327	26432 32523	   	168.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	18VULN|2LHND|3RCR|4DLOT|5BEXP|6AART|7CDMG|9DMG|aASPD
328	22432 52216	   	168.37	ACR|5VULN|1AART	14578VULN|27LWND|3RCR|67LHND|7BPWR|9CGEN|aAART
329	22431 62221	   	168.37	ACR|5VULN|1AART	14789VULN|27LWND|3RCR|5RPLT|67LIT|7BPWR|aAART
330	22432 53216	   	168.17	ACR|5VULN|1AART	14578VULN|2LWND|3RCR|6LHND|9CGEN|aAART
331	22423 52372	   	168.14	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	17VULN|2LWND|3RCR|4MBVNT|57LHND|67ZMB|7BPWR|8DMG|9AART|aASPD
332	24426 12124	   	168.05	ACR|4VULN|1DMG|1CDMG	156aVULN|26FEWX|3RCR|4MBVNT|6BPWR|7RCVC|8CDMG|9DMG
333	32435 12231	   	168.05	ACR|4VULN|1DMG|1CDMG	1DUST|26LWND|3RCR|4568VULN|6BPWR|7RCVC|9CDMG|aDMG
334	34435 12231	   	168.05	ACR|4VULN|1DMG|1CDMG	1DUST|26FEWX|3RCR|4568VULN|6BPWR|7RCVC|9CDMG|aDMG
335	22425 52141	   	168.02	ACR|3VULN|2DMG|2DUR	179VULN|2LWND|3RCR|4MBVNT|57DMG|67DUR|7BPWR|8LHND|aFEWX
336	22425 52142	   	168.02	ACR|3VULN|2DMG|2DUR	179VULN|2LWND|3RCR|4MBVNT|57DMG|67DUR|7BPWR|8LHND|aMLV
337	22425 52143	   	168.02	ACR|3VULN|2DMG|2DUR	179VULN|2aLWND|3RCR|4MBVNT|57DMG|67DUR|7BPWR|8LHND
338	22425 52222	   	168.02	ACR|3VULN|2DMG|2DUR	17aVULN|2LWND|3RCR|4MBVNT|57DMG|67DUR|7BPWR|8BELT|9LHND
339	24432 32231	   	167.95	ACR|4VULN|1DMG|1CDMG	1458VULN|2FEWX|3RCR|6DUST|7RCVC|9CDMG|aDMG
340	22425 52144	   	167.92	ACR|3VULN|2DMG|2DUR	179VULN|2LWND|3RCR|4MBVNT|57DMG|67DUR|7BPWR|8LHND|aAIRHEL
341	24432 62112	   	167.72	ACR|3VULN|1AART|1CDMG|2DUR	145VULN|2FEWX|3RCR|6LIT|7CDMG|8aDUR|9AART
342	23261 13363	   	167.56	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	169VULN|2RMIN|3LWND|4RCR|5DUR|7ASPD|8AART|aCDMG
343	22431 24114	 * 	167.55	ACR|4VULN|1DMG|2ASPD	1478VULN|28LWND|3RCR|5RPLT|68ASPD|8BPWR|9RCVC|aDMG
344	22422 25373	   	167.49	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	19VULN|2LWND|3RCR|4MBVNT|5RCVC|6ASPD|7DMG|8AART|aZMB
345	63211 62226	   	167.47	DCR|2VULN|2DMG|2ASPD|1ZMB	19ASPD|2DUST|3RCVC|4ZMB|5aDMG|6RCR|78VULN
346	23252 13642	   	167.33	DCR|3VULN|1AART|1DMG|1CDMG	159VULN|2RMIN|3LWND|4CGEN|6AART|7DMG|8CDMG|aRCR
347	22425 13326	   	167.23	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	16VULN|2LWND|3RCR|4MBVNT|5DMG|7ASPD|8AART|9ERES|aCDMG
348	64211 32151	   	167.17	DCR|3DMG|3ZMB|3ASPD	189ASPD|26FEWX|3RCVC|489ZMB|589DMG|7RCR|89BPWR|aERES
349	21221 25663	 * 	167.16	3VULN|3DMG|1AART|3CDMG|1DUR	19aVULN|2RPLT|39aCDMG|4DUR|5AART|6FEWX|7BELT|89aDMG|9aBPWR
350	13162 14334	   	167.04	ACR|3VULN|1AART|1DMG|1DUR	1FEWX|2RMIN|36aVULN|4RCR|5LWND|7DMG|8AART|9DUR
351	23261 14361	   	167.04	ACR|3VULN|1AART|1DMG|1DUR	169VULN|2RMIN|3LWND|4RCR|5DUR|7DMG|8AART|aRPLT
