0	Index      	 *	Score 	Summary	Detail	
1	21512 11343	 * 	192.00	DCR|2VULN|2DMG|3ZMB|1AART	147ZMB|2DMSP|37FEWX|57DMG|6RCR|7BPWR|8aVULN|9AART
157	63364 38312	   	171.94	ACR|2VULN|2DMG|1AART	1RCVC|2RCR|3LHND|4MBVNT|5DMSP|6AART|78DMG|9aVULN
158	32311 23642	   	171.89	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB	1RPLT|2ZMB|36CDMG|46DMG|5MBVNT|6BPWR|7VULN|8RCR|9AART|aDUST
159	32311 23643	   	171.89	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB	1RPLT|2ZMB|36CDMG|46DMG|5MBVNT|6BPWR|7VULN|8RCR|9AART|aERES
160	63311 11363	   	171.88	ACR|3DMG|1AART|2CDMG|2RCVC	16RCVC|2RCR|3aLHND|48aDMG|5MBVNT|7AART|9aCDMG|aBPWR
161	63251 35323	   	171.83	ACR|3DMG|1AART|2ZMB|1ASPD	1RCVC|2RCR|37ZMB|47aDMG|5LEGI|6AART|7BPWR|8RPLT|9ASPD
162	32311 23676	 * 	171.82	DCR|2VULN|2DMG|3CDMG|1ZMB	1RPLT|2ZMB|36aCDMG|46DMG|5MBVNT|6BPWR|79VULN|8RCR
163	63255 11112	   	171.79	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RCVC|2RCR|3ZMB|4DMG|5ASPD|68LHND|7AART|9aVULN
164	63255 11311	   	171.79	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RCVC|2RCR|3ZMB|48DMG|5ASPD|6LHND|7AART|9VULN|aCGEN
165	63255 11323	   	171.79	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RCVC|2RCR|3ZMB|48DMG|5ASPD|6LHND|7AART|9CGEN|aVULN
166	63252 11314	   	171.79	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2RCR|3ZMB|48DMG|5MLV|6LHND|7AART|9VULN|aDUR
167	63252 11362	   	171.79	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2RCR|3ZMB|48DMG|5MLV|6LHND|7AART|9DUR|aVULN
168	63255 11313	   	171.69	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RCVC|2RCR|3ZMB|48DMG|5ASPD|6LHND|7AART|9VULN|aTLV
169	63314 21112	   	171.54	ACR|2VULN|2DMG|1AART	1RCVC|2RCR|38LHND|46DMG|56FEWX|6BPWR|7AART|9aVULN
170	63311 21112	   	171.44	ACR|2VULN|2DMG|1AART	1RCVC|2RCR|368LHND|46DMG|5MBVNT|6BPWR|7AART|9aVULN
171	63311 21632	   	171.44	ACR|2VULN|2DMG|1AART	1RCVC|2RCR|369LHND|46DMG|5MBVNT|6BPWR|7AART|8aVULN
172	63314 41312	   	171.44	ACR|2VULN|2DMG|1AART	1RCVC|2RCR|3LHND|48DMG|56FEWX|7AART|9aVULN
173	32633 16433	 * 	171.40	DCR|3VULN|3ZMB|1AART	1RPLT|28aZMB|3LIT|48aMGNLIT|58aVULN|6RCR|7AART|8aBPWR|9DMSP
174	52272 11238	   	171.32	DCR|3VULN|1AART|1DMG|1ASPD	19MGNSTR|2ASPD|3MBVNT|4AART|59TLV|6RCR|789VULN|9BPWR|aDMG
175	63223 63433	   	171.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|4LWND|5FEWX|6aVULN|7DMG|8AART|9DUR
176	24632 21111	   	171.14	ACR|3VULN|1DMG|2ZMB|1CDMG|1ASPD	17ZMB|2DMG|3ASPD|4RCR|5CDMG|689VULN|aLWND
177	24632 21113	   	171.14	ACR|3VULN|1DMG|2ZMB|1CDMG|1ASPD	17ZMB|2DMG|3ASPD|4RCR|5CDMG|689VULN|aLHND
178	24632 21114	   	171.14	ACR|3VULN|1DMG|2ZMB|1CDMG|1ASPD	17ZMB|2DMG|3ASPD|4RCR|5CDMG|689VULN|aBEXP
179	32613 16433	   	171.10	DCR|3VULN|3ZMB|1AART	1RPLT|28aZMB|3LIT|48aLSRREG|58aVULN|6RCR|7AART|8aBPWR|9DMSP
180	63216 32431	   	171.08	ACR|2VULN|3ZMB|1DMG|1CDMG	1RCVC|2RCR|348ZMB|5BELT|68VULN|78LHND|8BPWR|9CDMG|aDMG
181	21362 21532	 * 	171.08	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2DMSP|3RCVC|4DMG|5CDMG|6DUR|79AART|8RCR|aVULN
182	21233 64548	   	171.00	ACR|3VULN|1AART|1DMG|1ZMB	1ZMB|2DMSP|3MBVNT|4RCR|5LIT|679VULN|8AART|aDMG
183	21232 64262	   	171.00	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|2DMSP|3MBVNT|4RCR|5CDMG|68AART|7VULN|9ASPD|aDMG
184	63226 24212	   	170.99	ACR|2AART|2DMG|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|4LWND|58AART|6DUST|7CDMG|9aDMG
185	63216 33431	   	170.88	ACR|2VULN|3ZMB|1DMG|1CDMG	1RCVC|2RCR|348ZMB|5BELT|68VULN|7LEGI|8BPWR|9CDMG|aDMG
186	63531 34323	   	170.84	ACR|2VULN|2DMG|1AART	1RCVC|2RCR|3aMLV|4LEGI|5MBVNT|6BEXP|7aVULN|8AART|9aDMG|aBPWR
187	63531 54323	   	170.84	ACR|2VULN|2DMG|1AART	1RCVC|2RCR|3aMLV|4LEGI|5MBVNT|6FEWX|7aVULN|8AART|9aDMG|aBPWR
188	32311 23612	   	170.78	DCR|3DMG|1VULN|2CDMG|1ZMB|1DUR	1RPLT|2ZMB|36CDMG|469DMG|5MBVNT|6BPWR|7VULN|8RCR|aDUR
189	63212 22522	   	170.78	ACR|2VULN|1AART|1DMG|2ZMB|2RCVC	15RCVC|2RCR|34ZMB|67VULN|8AART|9DMG|aMLV
190	63212 22525	   	170.78	ACR|2VULN|1AART|1DMG|2ZMB|2RCVC	15RCVC|2RCR|34ZMB|67VULN|8AART|9DMG|aLIT
191	63212 22526	   	170.78	ACR|2VULN|1AART|1DMG|2ZMB|2RCVC	15RCVC|2RCR|34ZMB|67VULN|8AART|9DMG|aCGEN
192	63262 22522	   	170.78	ACR|2VULN|1AART|1DMG|2ZMB|2RCVC	15RCVC|2RCR|34ZMB|4BPWR|67VULN|8AART|9DMG|aMLV
193	24632 25321	 * 	170.77	ACR|1AART|1VULN|1DMG|2CDMG|2ASPD|1ZMB	1ZMB|2DMG|3aASPD|4RCR|58CDMG|6VULN|7LIT|9AART
194	63316 33332	   	170.70	ACR|3VULN|1AART|1DMG	1RCVC|2RCR|37LHND|4DMG|5AART|68aVULN|9FEWX
195	63316 43332	   	170.70	ACR|3VULN|1AART|1DMG	1RCVC|2RCR|37LHND|4DMG|5AART|6LWND|89aVULN
196	23255 34222	 * 	170.61	ACR|3VULN|1DMG|2CDMG|2ZMB	19ZMB|2LEGI|3RPLT|4RCR|59aVULN|6DMG|7LIT|89CDMG|9BPWR
197	32152 34222	   	170.61	ACR|3VULN|1DMG|2CDMG|2ZMB	1RPLT|29ZMB|39aVULN|4RCR|5LEGI|6DMG|7LIT|89CDMG|9BPWR
198	63316 33313	   	170.60	ACR|3VULN|1AART|1DMG	1RCVC|2RCR|37LHND|4DMG|5AART|68aVULN|9TLV
199	63316 33343	   	170.60	ACR|3VULN|1AART|1DMG	1RCVC|2RCR|37LHND|4DMG|5AART|68aVULN|9ERES
200	43313 31615	 * 	170.54	ACR|3VULN|1AART|2CDMG|1DUR	1LSRICY|28CDMG|3RCR|4DUR|5LHND|6AART|79aVULN
201	53313 31615	   	170.54	ACR|3VULN|1AART|2CDMG|1DUR	1MGNSTR|28CDMG|3RCR|4DUR|5LHND|6AART|79aVULN
202	33631 23611	   	170.43	DCR|3DMG|2VULN|2CDMG	1RPLT|26CDMG|369DMG|4RMIN|5MBVNT|6BPWR|7aVULN|8RCR
203	33611 43423	   	170.36	DCR|2VULN|2DMG|1AART|1CDMG	1RPLT|2CDMG|34DMG|5LEGI|6aVULN|7FEWX|8AART|9RCR
204	33631 27544	   	170.33	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1RPLT|26CDMG|36DMG|4RMIN|5MBVNT|6BPWR|7RCR|8DUR|9AART|aVULN
205	32311 23577	   	170.32	DCR|2VULN|2DMG|2CDMG|1ZMB|1DUR	1RPLT|2ZMB|36CDMG|46DMG|5MBVNT|6BPWR|7aVULN|8DUR|9RCR
206	63532 26143	   	170.24	ACR|2VULN|2DMG|1AART	1RCVC|2RCR|3aMLV|4LEGI|5LHND|6aVULN|7aDMG|8MBVNT|9AART|aBPWR
207	21232 64782	   	170.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2DMSP|3MBVNT|4RCR|5CDMG|6AART|79VULN|8MLV|aDMG
208	21232 66216	   	170.20	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2DMSP|3MBVNT|4RCR|5CDMG|6AART|7BELT|8VULN|9aDMG
209	21232 66416	   	170.20	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2DMSP|3MBVNT|4RCR|5CDMG|6AART|7BELT|8aDMG|9VULN
210	65232 63422	   	170.17	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1RCVC|2MBVNT|3ZMB|4RCR|5CDMG|6AART|79ASPD|8VULN|aDMG
211	65231 36213	   	170.12	ACR|2VULN|2DMG|3ZMB	1RCVC|2MBVNT|36aZMB|4RCR|5RPLT|7LIT|8aDMG|9aVULN|aBPWR
212	21232 61482	   	170.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2DMSP|3MBVNT|4RCR|5CDMG|6AART|7TLV|89VULN|aDMG
213	24116 31413	   	170.01	DCR|3DMG|1AART|1CDMG|1ZMB|1DUR	1ZMB|24aDMG|3LWND|5DUR|6AART|7CDMG|8RCR|9CGEN
214	43313 33264	   	169.94	ACR|2VULN|1AART|2CDMG|2ZMB|1DUR	1LSRICY|2aCDMG|3RCR|4DUR|5LHND|6AART|7aZMB|8LWND|9aVULN|aBPWR
215	53313 33264	   	169.94	ACR|2VULN|1AART|2CDMG|2ZMB|1DUR	1MGNSTR|2aCDMG|3RCR|4DUR|5LHND|6AART|7aZMB|8LWND|9aVULN|aBPWR
216	42255 23232	 * 	169.89	ACR|3VULN|3ASPD|1CDMG|1ZMB|1DUR	178LSRICY|278ASPD|3RCR|4ZMB|5DUR|678VULN|78BPWR|9LHND|aCDMG
217	21234 58248	   	169.83	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ZMB|2DMSP|3MBVNT|4RCR|5ASPD|68VULN|7AART|9DUR|aDMG
218	33135 25123	   	169.73	DCR|3VULN|1AART|1DMG|1CDMG	1RPLT|2CDMG|37aVULN|4BEXP|5DMG|6AART|8LWND|9RCR
219	43322 11443	   	169.69	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1LSRICY|2CDMG|3RCR|4ASPD|5RMIN|679VULN|8ZMB|aDMG
220	53322 11443	   	169.69	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1MGNSTR|2CDMG|3RCR|4ASPD|5RMIN|679VULN|8ZMB|aDMG
221	33135 25523	   	169.63	DCR|3VULN|1AART|1DMG|1CDMG	1RPLT|2CDMG|37aVULN|4BEXP|5DMG|6AART|8LEGI|9RCR
222	33211 23676	 * 	169.63	DCR|2VULN|2DMG|2CDMG|2ZMB	1RPLT|2aCDMG|36ZMB|46DMG|5MBVNT|6BPWR|79VULN|8RCR
223	63311 21163	   	169.60	ACR|3DMG|1AART|2CDMG	1RCVC|2RCR|368aLHND|46aDMG|5MBVNT|6aBPWR|7AART|9aCDMG
224	63314 21314	   	169.60	ACR|3DMG|1AART|1VULN	1RCVC|2RCR|3LHND|468DMG|56FEWX|6BPWR|7AART|9MLV|aVULN
225	63314 21343	   	169.60	ACR|3DMG|1AART|1VULN	1RCVC|2RCR|3LHND|468DMG|56FEWX|6BPWR|7AART|9CGEN|aVULN
226	43323 11423	   	169.59	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1LSRICY|2CDMG|3RCR|4ASPD|5ERES|679VULN|8ZMB|aDMG
227	53323 11423	   	169.59	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1MGNSTR|2CDMG|3RCR|4ASPD|5ERES|679VULN|8ZMB|aDMG
228	33211 23641	   	169.53	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	1RPLT|2CDMG|36ZMB|46DMG|5MBVNT|6BPWR|7VULN|8RCR|9AART|aBELT
229	33211 23646	   	169.53	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	1RPLT|2CDMG|36ZMB|46DMG|5MBVNT|6BPWR|7VULN|8RCR|9AART|aMLV
230	33211 23647	   	169.53	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	1RPLT|2CDMG|36ZMB|46DMG|5MBVNT|6BPWR|7VULN|8RCR|9AART|aLWND
231	33211 22644	   	169.53	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	1RPLT|2CDMG|36ZMB|46DMG|5MBVNT|6BPWR|7BEXP|8RCR|9AART|aVULN
232	43313 31315	   	169.52	ACR|3VULN|1AART|1CDMG|2DUR	1LSRICY|2CDMG|3RCR|48DUR|5LHND|6AART|79aVULN
233	53313 31315	   	169.52	ACR|3VULN|1AART|1CDMG|2DUR	1MGNSTR|2CDMG|3RCR|48DUR|5LHND|6AART|79aVULN
234	63311 21315	   	169.50	ACR|3DMG|1AART|1VULN	1RCVC|2RCR|36LHND|468DMG|5MBVNT|6BPWR|7AART|9MLV|aVULN
235	63311 21353	   	169.50	ACR|3DMG|1AART|1VULN	1RCVC|2RCR|36LHND|468DMG|5MBVNT|6BPWR|7AART|9CGEN|aVULN
236	63312 21332	   	169.50	ACR|3VULN|1AART|1DMG	1RCVC|2RCR|35LHND|4DMG|68aVULN|7AART|9FEWX
237	63312 41332	   	169.50	ACR|3VULN|1AART|1DMG	1RCVC|2RCR|35LHND|4DMG|6LWND|7AART|89aVULN
238	63314 21323	   	169.50	ACR|3DMG|1AART|1VULN	1RCVC|2RCR|3LHND|468DMG|56FEWX|6BPWR|7AART|9TLV|aVULN
239	33211 23642	   	169.43	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	1RPLT|2CDMG|36ZMB|46DMG|5MBVNT|6BPWR|7VULN|8RCR|9AART|aDUST
240	33211 23643	   	169.43	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	1RPLT|2CDMG|36ZMB|46DMG|5MBVNT|6BPWR|7VULN|8RCR|9AART|aERES
241	63251 32211	   	169.40	ACR|2VULN|1AART|1DMG|2ZMB	1RCVC|2RCR|3aZMB|4DMG|5LEGI|6AART|7RPLT|8aVULN|9aCGEN|aBPWR
242	63251 33213	   	169.40	ACR|2VULN|1AART|1DMG|2ZMB	1RCVC|2RCR|3aZMB|4DMG|5LEGI|6AART|7aLIT|8aVULN|9DMSP|aBPWR
243	63251 34112	   	169.40	ACR|2DMG|1AART|1VULN|2ZMB	1RCVC|2RCR|38ZMB|48DMG|5LEGI|6AART|78LWND|8BPWR|9VULN|aCGEN
244	63251 34113	   	169.40	ACR|2DMG|1AART|1VULN|2ZMB	1RCVC|2RCR|38ZMB|48DMG|5LEGI|6AART|78LWND|8BPWR|9VULN|aFEWX
245	63251 34132	   	169.40	ACR|2DMG|1AART|1VULN|2ZMB	1RCVC|2RCR|38ZMB|48DMG|5LEGI|6AART|78LWND|8BPWR|9MLV|aVULN
246	63251 36112	   	169.40	ACR|2DMG|1AART|1VULN|2ZMB	1RCVC|2RCR|38ZMB|48DMG|5LEGI|6AART|78FEWX|8BPWR|9VULN|aCGEN
247	63251 36113	   	169.40	ACR|2DMG|1AART|1VULN|2ZMB	1RCVC|2RCR|38ZMB|48DMG|5LEGI|6AART|78FEWX|8BPWR|9VULN|aBELT
248	63251 36132	   	169.40	ACR|2DMG|1AART|1VULN|2ZMB	1RCVC|2RCR|38ZMB|48DMG|5LEGI|6AART|78FEWX|8BPWR|9MLV|aVULN
249	63311 21323	   	169.40	ACR|3DMG|1AART|1VULN	1RCVC|2RCR|36LHND|468DMG|5MBVNT|6BPWR|7AART|9TLV|aVULN
250	63312 21313	   	169.40	ACR|3VULN|1AART|1DMG	1RCVC|2RCR|35LHND|4DMG|68aVULN|7AART|9TLV
251	63312 21343	   	169.40	ACR|3VULN|1AART|1DMG	1RCVC|2RCR|35LHND|4DMG|68aVULN|7AART|9ERES
252	63251 35212	   	169.30	ACR|2DMG|1AART|1VULN|2ZMB	1RCVC|2RCR|37ZMB|47DMG|5LEGI|6AART|7BPWR|8LHND|9VULN|aCGEN
253	63251 35213	   	169.30	ACR|2DMG|1AART|1VULN|2ZMB	1RCVC|2RCR|37ZMB|47DMG|5LEGI|6AART|7BPWR|8LHND|9VULN|aFEWX
254	63251 35232	   	169.30	ACR|2DMG|1AART|1VULN|2ZMB	1RCVC|2RCR|37ZMB|47DMG|5LEGI|6AART|7BPWR|8LHND|9MLV|aVULN
255	63251 35312	   	169.30	ACR|2DMG|1AART|1VULN|2ZMB	1RCVC|2RCR|37ZMB|47DMG|5LEGI|6AART|7BPWR|8RPLT|9CGEN|aVULN
256	63251 35332	   	169.30	ACR|2DMG|1AART|1VULN|2ZMB	1RCVC|2RCR|37ZMB|47DMG|5LEGI|6AART|7BPWR|8RPLT|9RMIN|aVULN
257	21512 11133	 * 	169.30	DCR|3DMG|3ZMB|1AART	147ZMB|2DMSP|37FEWX|579DMG|6RCR|7BPWR|8MBVNT|aAART
258	21264 43281	   	169.30	DCR|2VULN|2DMG|1CDMG|2DUR|1ZMB	1ZMB|2DMSP|3MBVNT|46DMG|56DUR|6BPWR|7aVULN|8CDMG|9RCR
259	32153 35126	 * 	169.22	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1RPLT|2ZMB|3aVULN|4RCR|5BEXP|67DMG|8DUR|9CDMG
260	63251 35112	   	169.20	ACR|2DMG|1AART|1VULN|2ZMB	1RCVC|2RCR|37ZMB|47DMG|5LEGI|6AART|7BPWR|8DUST|9VULN|aCGEN
261	63251 35113	   	169.20	ACR|2DMG|1AART|1VULN|2ZMB	1RCVC|2RCR|37ZMB|47DMG|5LEGI|6AART|7BPWR|8DUST|9VULN|aBELT
262	63251 35132	   	169.20	ACR|2DMG|1AART|1VULN|2ZMB	1RCVC|2RCR|37ZMB|47DMG|5LEGI|6AART|7BPWR|8DUST|9MLV|aVULN
263	63311 71841	   	169.05	ACR|3VULN|1DMG|1CDMG|1ZMB	1RCVC|2RCR|3LHND|4DMG|5MBVNT|69aVULN|7ZMB|8CDMG
264	63311 28611	 * 	169.03	ACR|3DMG|2VULN|1DUR	1RCVC|2RCR|36LHND|469DMG|5MBVNT|6BPWR|7DUR|8aVULN
265	24112 11361	   	168.97	DCR|3DMG|3ZMB|1VULN	179ZMB|247DMG|37LWND|5RCVC|6RCR|7BPWR|8ERES|aVULN
266	63316 21231	   	168.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3LHND|4DMG|5AART|6ERES|7CDMG|8VULN|9ZMB|aDUR
267	63316 32214	   	168.83	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1RCVC|2RCR|3LHND|4DMG|5AART|68VULN|7ASPD|9TLV|aDUR
268	21456 11211	   	168.78	DCR|3DMG|1VULN|3DUR|2ZMB	17ZMB|2DMSP|357DUR|47aDMG|6RCR|7BPWR|8LIT|9VULN
269	43314 22213	   	168.73	ACR|2AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1LSRICY|2CDMG|3RCR|4DUR|5LSRREG|6VULN|79AART|8DMG|aASPD
270	53314 22213	   	168.73	ACR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1MGNSTR|2CDMG|3RCR|4DUR|5LSRREG|6VULN|79AART|8DMG|aASPD
271	63221 21636	   	168.70	ACR|2VULN|1AART|1DMG|2ZMB	1RCVC|2RCR|36ZMB|46LWND|5MBVNT|6BPWR|7AART|89VULN|aDMG
272	63316 33352	   	168.70	ACR|2VULN|1AART|1DMG|1CDMG	1RCVC|2RCR|37LHND|4DMG|5AART|68VULN|9CDMG|aCGEN
273	63316 33353	   	168.70	ACR|2VULN|1AART|1DMG|1CDMG	1RCVC|2RCR|37LHND|4DMG|5AART|68VULN|9CDMG|aLWND
274	63312 21355	   	168.67	ACR|2VULN|1AART|1DMG|1CDMG	1aRCVC|2RCR|35LHND|4DMG|68VULN|7AART|9CDMG
275	42224 61131	   	168.63	ACR|2DMG|1AART|1VULN|1FLTHEA|1ASPD	1LSRICY|2ASPD|3RCR|4FLTHEA|5aFEWX|6AART|78DMG|9VULN
276	42224 61132	   	168.63	ACR|2DMG|1AART|1VULN|1FLTHEA|1ASPD	1LSRICY|2ASPD|3RCR|4FLTHEA|5FEWX|6AART|78DMG|9VULN|aLWND
277	63316 32223	 * 	168.60	ACR|2VULN|1AART|1DMG|2ASPD	1RCVC|2RCR|3LHND|4DMG|5AART|68VULN|7aASPD|9LWND
278	21232 64264	   	168.52	ACR|2VULN|2AART|1CDMG|1ZMB|1ASPD	1ZMB|2DMSP|3MBVNT|4RCR|5CDMG|68AART|7aVULN|9ASPD
279	63313 53325	   	168.50	ACR|3DMG|1AART|1VULN	1RCVC|2RCR|3aLHND|48aDMG|5LIT|6VULN|7aFEWX|9AART|aBPWR
280	63316 21252	   	168.50	ACR|2DMG|1AART|1VULN|1CDMG	1RCVC|2RCR|3LHND|4aDMG|5AART|69ERES|7CDMG|8VULN
281	36232 43343	   	168.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RPLT|2RMIN|3ZMB|4RCR|5CDMG|6FEWX|7DMG|8aVULN|9AART
282	63616 31212	   	168.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|39CGEN|4ZMB|5DUR|6AART|7CDMG|8VULN|aDMG
283	63616 31233	   	168.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3CGEN|4ZMB|5DUR|6AART|7CDMG|8VULN|9DMG|aBEXP
284	32151 33143	   	168.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RPLT|2ZMB|3aVULN|4RCR|5FEWX|6DMG|7NUKE|8CDMG|9AART
285	32152 13144	   	168.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RPLT|2ZMB|3aVULN|4RCR|5LEGI|6CGEN|7DMG|8CDMG|9AART
286	32153 33143	   	168.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RPLT|2ZMB|3aVULN|4RCR|5BEXP|6DMG|7NUKE|8CDMG|9AART
287	36232 63153	   	168.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RPLT|2RMIN|3ZMB|4RCR|5CDMG|6aVULN|7DMG|8MBVNT|9AART
288	32311 28661	   	168.39	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB	1RPLT|2ZMB|36CDMG|46DMG|5MBVNT|6BPWR|7AART|8VULN|9CGEN|aRCR
289	32311 28681	   	168.39	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB	1RPLT|2ZMB|36CDMG|46DMG|5MBVNT|6BPWR|7AART|8VULN|9RMIN|aRCR
290	63251 32224	   	168.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|4DMG|5LEGI|6AART|7RPLT|8VULN|9DUR|aCDMG
291	63251 33242	   	168.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|4DMG|5LEGI|6AART|7LIT|8VULN|9DUR|aCDMG
292	63611 31231	   	168.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3CGEN|4ZMB|5LEGI|6AART|7CDMG|8VULN|9DMG|aDUR
293	63616 31232	   	168.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3CGEN|4ZMB|5DUR|6AART|7CDMG|8VULN|9DMG|aTLV
294	33211 23612	   	168.32	DCR|3DMG|1VULN|2ZMB|1CDMG|1DUR	1RPLT|2CDMG|36ZMB|469DMG|5MBVNT|6BPWR|7VULN|8RCR|aDUR
295	32152 23144	   	168.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RPLT|2ZMB|3aVULN|4RCR|5LEGI|6TLV|7DMG|8CDMG|9AART
296	32152 33143	   	168.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RPLT|2ZMB|3aVULN|4RCR|5LEGI|6DMG|7NUKE|8CDMG|9AART
297	23255 33143	   	168.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2LEGI|3RPLT|4RCR|5aVULN|6DMG|7NUKE|8CDMG|9AART
298	32311 28211	   	168.29	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB	1RPLT|2ZMB|36CDMG|46DMG|5MBVNT|6BPWR|7AART|8TLV|9VULN|aRCR
299	63653 31212	   	168.10	ACR|2DMG|1AART|1VULN|1CDMG	1RCVC|2RCR|39CGEN|4aDMG|5FEWX|6AART|7CDMG|8VULN
300	32311 13644	   	168.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RPLT|2ZMB|3CDMG|4DMG|5MBVNT|6RCVC|7aVULN|8RCR|9AART
301	33211 13644	   	168.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RPLT|2CDMG|3ZMB|4DMG|5MBVNT|6RCVC|7aVULN|8RCR|9AART
302	65232 64222	   	168.06	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2MBVNT|3ZMB|4RCR|5CDMG|68AART|7VULN|9MLV|aDMG
303	32556 33111	 * 	168.02	ACR|3VULN|3ZMB|1AART	16RPLT|238ZMB|38BPWR|4RCR|58FEWX|78aVULN|9AART
304	63364 31442	   	168.00	ACR|2VULN|1AART|1DMG|1CDMG	1RCVC|2RCR|3LHND|4MBVNT|5DMSP|6AART|7CDMG|89VULN|aDMG
305	63651 31212	   	168.00	ACR|2DMG|1AART|1VULN|1CDMG	1RCVC|2RCR|39CGEN|4aDMG|5LEGI|6AART|7CDMG|8VULN
306	63653 31233	   	168.00	ACR|2DMG|1AART|1VULN|1CDMG	1RCVC|2RCR|3CGEN|49DMG|5FEWX|6AART|7CDMG|8VULN|aERES
307	65232 64213	   	167.96	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2MBVNT|3ZMB|4RCR|5CDMG|68AART|7VULN|9DMG|aERES
308	65232 64214	   	167.96	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2MBVNT|3ZMB|4RCR|5CDMG|68AART|7VULN|9DMG|aBASHEA
309	43314 22252	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LSRICY|2CDMG|3RCR|4DUR|5LSRREG|6aVULN|7AART|8DMG|9CGEN
310	53314 22252	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MGNSTR|2CDMG|3RCR|4DUR|5LSRREG|6aVULN|7AART|8DMG|9CGEN
311	33631 23648	   	167.93	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1RPLT|26CDMG|36DMG|4RMIN|5MBVNT|6BPWR|7VULN|8RCR|9AART|aDUR
312	24633 53121	   	167.90	ACR|2VULN|2DMG|2DUR|1ZMB|1ASPD	1ZMB|29DMG|3ASPD|4RCR|5LIT|69VULN|7FEWX|89DUR|9BPWR|aMBVNT
