0	Index      	 *	Score 	Summary	Detail	
1	32166 21372	 * 	208.94	ACR|4VULN|2DMG|1AART|2ASPD	1MBVNT|2AART|369aVULN|4RCR|59DMG|7LEGI|89ASPD|9BPWR
171	32162 51732	   	181.39	ACR|3VULN|2DMG|1AART	1MBVNT|2AART|38aVULN|4RCR|5aLSRICY|6BELT|7aDMG|9RPLT|aBPWR
172	32166 14371	   	181.39	ACR|3VULN|2DMG|1AART	1MBVNT|2AART|379VULN|4RCR|59DMG|6RMIN|89LWND|9BPWR|aMLV
173	32166 26243	   	181.39	ACR|3VULN|2DMG|1AART	1MBVNT|2AART|36aVULN|4RCR|5aDMG|7aMLV|8BELT|9RPLT|aBPWR
174	32814 13671	   	181.30	DCR|2AART|2VULN|2DMG|1ASPD	1MBVNT|23AART|49VULN|5ASPD|69LHND|79DMG|8RCR|9BPWR|aMLV
175	32814 23671	   	181.30	DCR|2AART|2VULN|2DMG|1ASPD	1MBVNT|23AART|49VULN|5ASPD|69LWND|79DMG|8RCR|9BPWR|aMLV
176	32161 34377	   	181.29	ACR|3VULN|2DMG|1AART	1MBVNT|2AART|379VULN|4RCR|5RMIN|69DMG|89LWND|9BPWR|aERES
177	32162 33474	   	181.29	ACR|3VULN|2DMG|1AART	1MBVNT|2AART|389VULN|4RCR|5LSRICY|69DMG|79LHND|9BPWR|aLSRREG
178	32544 24538	   	181.29	ACR|3VULN|2DMG|1AART	1MBVNT|2AART|39FEWX|4RCR|59aVULN|6BEXP|7CANSTR|89DMG|9BPWR
179	32181 55341	   	181.24	ACR|4VULN|1AART|3CDMG	1MBVNT|2AART|378aVULN|47ERES|5RCR|67aCDMG|7aBPWR|9aDUST
180	41411 22361	   	181.22	ACR|5VULN|1AART|2ASPD	1aASPD|26789VULN|3AART|4aLHND|5RCR|aBPWR
181	32166 22734	   	181.19	ACR|3VULN|2DMG|1AART	1MBVNT|2AART|367VULN|4RCR|5aDMG|8BELT|9LIT
182	32166 81113	   	181.19	ACR|3VULN|2DMG|1AART	1MBVNT|2AART|37aVULN|4RCR|5aDMG|6RPLT|8BELT|9aERES|aBPWR
183	32167 44113	   	181.19	ACR|3VULN|2DMG|1AART	1MBVNT|2AART|36aVULN|4RCR|5RPLT|7aDMG|8BELT|9aERES|aBPWR
184	32813 37472	   	181.10	DCR|4VULN|2AART|2DUR	1MBVNT|23AART|489aVULN|59BEXP|69DUR|7RCR|9BPWR
185	32162 26734	 * 	181.09	ACR|3DMG|2VULN|1AART	1MBVNT|2AART|38VULN|4RCR|5LSRICY|6VENICY|79aDMG
186	32162 32734	   	181.09	ACR|3DMG|2VULN|1AART	1MBVNT|2AART|38VULN|4RCR|5LSRICY|69aDMG|7SNIHEL
187	32863 72144	   	181.08	DCR|3VULN|2AART|1DMG|1CDMG	1MBVNT|23AART|4DMG|578VULN|6CDMG|9RPLT|aRCR
188	37741 34374	   	180.79	ACR|3DMG|2VULN|1AART	1MBVNT|289BEXP|3AART|4RCR|5RMIN|69aDMG|79VULN|9BPWR
189	37741 34471	   	180.79	ACR|3VULN|2DMG|1AART	1MBVNT|29BEXP|3AART|4RCR|5RMIN|69DMG|789VULN|9BPWR|aMLV
190	32113 83475	   	180.71	DCR|3VULN|2DMG|1AART|1ASPD	1MBVNT|2AART|349VULN|49BPWR|59BEXP|6LHND|7ASPD|89DMG|aRCR
191	32117 43475	   	180.71	DCR|3VULN|2DMG|1AART|1ASPD	1MBVNT|2AART|349VULN|49BPWR|59LHND|6BEXP|7ASPD|89DMG|aRCR
192	32113 37475	   	180.65	DCR|4VULN|1AART|2DUR|1ZMB	1MBVNT|2AART|3489VULN|49BPWR|59BEXP|69DUR|7RCR|aZMB
193	32114 61475	   	180.61	DCR|3VULN|2DMG|1AART|1ASPD	1MBVNT|2AART|349VULN|49BPWR|5ASPD|69BEXP|7LEGI|89DMG|aRCR
194	32162 61474	   	180.24	ACR|2VULN|1AART|3ASPD|1DMG|2DUR	1MBVNT|2AART|39VULN|4RCR|5LSRICY|679ASPD|89DUR|9BPWR|aDMG
195	32711 16182	   	180.23	DCR|3VULN|1AART|1DMG|1CDMG	1MBVNT|2AART|3RCVC|46aVULN|5CDMG|7RCR|8MLV|9DMG
196	32714 13673	   	180.20	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1MBVNT|2AART|3RCVC|49VULN|5ASPD|69LHND|79DMG|8RCR|9BPWR|aDUR
197	32714 23673	   	180.20	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1MBVNT|2AART|3RCVC|49VULN|5ASPD|69LWND|79DMG|8RCR|9BPWR|aDUR
198	41411 22324	   	179.62	ACR|4VULN|1AART|1ZMB|1DUR|1ASPD	1ASPD|2678VULN|3AART|4LHND|5RCR|9DUR|aZMB
199	34132 24172	 * 	179.57	ACR|3VULN|1AART|2ZMB|2ASPD|2DUR	1MBVNT|29ASPD|38ZMB|49DUR|5RCR|6AART|79aVULN|9BPWR
200	32166 42342	   	179.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2AART|38VULN|4RCR|5DMG|6DUR|7LWND|9ZMB|aCDMG
201	32166 42742	   	179.54	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1MBVNT|2AART|3VULN|4RCR|58DMG|6DUR|7LWND|9ZMB|aCDMG
202	32166 43342	   	179.54	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1MBVNT|2AART|3VULN|4RCR|58DMG|6DUR|7FEWX|9ZMB|aCDMG
203	32166 45242	   	179.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2AART|3aVULN|4RCR|5DMG|6DUR|7CDMG|8BEXP|9ZMB
204	32166 45244	   	179.54	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1MBVNT|2AART|3VULN|4RCR|5aDMG|6DUR|7CDMG|8BEXP|9ZMB
205	32161 54335	   	179.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2AART|37VULN|4RCR|5RMIN|6CDMG|8DMG|9DUR|aZMB
206	32166 54244	   	179.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2AART|37VULN|4RCR|5DMG|6CDMG|8RPLT|9DUR|aZMB
207	32111 76284	   	179.46	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1MBVNT|26AART|34VULN|4BPWR|5CDMG|7RCR|8ERES|9DMG|aDUR
208	32811 16284	   	179.46	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1MBVNT|23AART|46VULN|5CDMG|7RCR|8ERES|9DMG|aDUR
209	32161 55311	 * 	179.46	ACR|2AART|2VULN|2CDMG|2FLTHEA	1MBVNT|2aAART|38VULN|4RCR|5RMIN|68CDMG|78FLTHEA|8BPWR|9LHND
210	32166 45342	   	179.44	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2AART|3aVULN|4RCR|5DMG|6DUR|7CDMG|8DUST|9ZMB
211	32166 45344	   	179.44	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1MBVNT|2AART|3VULN|4RCR|5aDMG|6DUR|7CDMG|8DUST|9ZMB
212	32111 76643	   	179.43	DCR|3VULN|3AART|1CDMG|1DUR	1MBVNT|269AART|348VULN|4BPWR|5CDMG|7RCR|aDUR
213	32811 16643	   	179.43	DCR|3VULN|3AART|1CDMG|1DUR	1MBVNT|239AART|468VULN|5CDMG|7RCR|aDUR
214	32166 22326	 * 	179.32	ACR|3VULN|3AART|1DMG	1MBVNT|29aAART|367VULN|4RCR|5DMG|8BEXP
215	32814 44562	   	179.27	DCR|3VULN|2AART|1DMG|1ASPD	1MBVNT|23AART|478VULN|5ASPD|6RCVC|9RCR|aDMG
216	32166 22426	   	179.22	ACR|3VULN|3AART|1DMG	1MBVNT|29aAART|367VULN|4RCR|5DMG|8DUST
217	32431 76612	   	179.22	DCR|3VULN|2AART|1CDMG|1ZMB	1MBVNT|26AART|3CGEN|4ZMB|5CDMG|7RCR|89aVULN
218	32162 33613	   	179.18	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|2AART|3aVULN|4RCR|5LSRICY|69DMG|7LHND|8CDMG
219	32166 54312	   	179.18	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|2AART|37VULN|4RCR|58DMG|6CDMG|9aDMSP
220	32166 54313	   	179.18	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|2AART|37VULN|4RCR|58DMG|6CDMG|9DMSP|aMLV
221	32166 54323	   	179.18	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|2AART|37VULN|4RCR|58DMG|6CDMG|9CGEN|aFEWX
222	32166 54324	   	179.18	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|2AART|37VULN|4RCR|58DMG|6CDMG|9CGEN|aLWND
223	32166 54333	   	179.18	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|2AART|37VULN|4RCR|58DMG|6CDMG|9MLV|aFEWX
224	32166 54334	   	179.18	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|2AART|37VULN|4RCR|58DMG|6CDMG|9MLV|aLWND
225	32167 44733	   	179.18	ACR|2VULN|2DMG|1AART|1FLTHEA	1MBVNT|2AART|36VULN|4RCR|5RPLT|79DMG|8MLV|aFLTHEA
226	32546 22337	   	179.18	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|2AART|3FEWX|4RCR|58DMG|6aVULN|7LWND|9CDMG
227	32113 37742	   	179.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2AART|34VULN|4BPWR|5BEXP|6DUR|7RCR|8DMG|9ZMB|aCDMG
228	32116 37742	   	179.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2AART|34VULN|4BPWR|5FEWX|6DUR|7RCR|8DMG|9ZMB|aCDMG
229	41411 23122	   	179.09	ACR|3VULN|2AART|1DMG|1ASPD	1ASPD|26aVULN|38AART|4LHND|5RCR|7DMG|9FEWX
230	41411 23152	   	179.09	ACR|3VULN|2AART|1DMG|1ASPD	1ASPD|26aVULN|38AART|4LHND|5RCR|7DMG|9LWND
231	41411 23162	   	179.09	ACR|3VULN|2AART|1DMG|1ASPD	1ASPD|26aVULN|38AART|4LHND|5RCR|7DMG|9BEXP
232	32162 26733	   	179.08	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|2AART|38VULN|4RCR|5LSRICY|6VENICY|79DMG|aCDMG
233	32162 32733	   	179.08	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|2AART|38VULN|4RCR|5LSRICY|69DMG|7SNIHEL|aCDMG
234	32164 85233	   	179.08	ACR|2VULN|2DMG|1AART|1FLTHEA	1MBVNT|2AART|38VULN|4RCR|5TLV|6RPLT|79DMG|aFLTHEA
235	32166 54311	   	179.08	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|2AART|37VULN|4RCR|58DMG|6CDMG|9DMSP|aERES
236	32166 54321	   	179.08	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|2AART|37VULN|4RCR|58DMG|6CDMG|9CGEN|aERES
237	32166 54331	   	179.08	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|2AART|37VULN|4RCR|58DMG|6CDMG|9MLV|aERES
238	32166 54342	   	179.08	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|2AART|37VULN|4RCR|58DMG|6CDMG|9DUST|aFEWX
239	32166 54344	   	179.08	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|2AART|37VULN|4RCR|58DMG|6CDMG|9DUST|aBEXP
240	32166 82233	   	179.08	ACR|2VULN|2DMG|1AART|1FLTHEA	1MBVNT|2AART|38VULN|4RCR|59DMG|6RPLT|7ERES|aFLTHEA
241	32162 18335	 * 	179.06	ACR|3VULN|3ZMB|1AART|1ASPD	1MBVNT|2AART|389VULN|4RCR|59LSRICY|679ZMB|9BPWR|aASPD
242	32166 53412	   	179.05	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|2AART|39aVULN|4RCR|5DMG|6CDMG|7TLV|8RCVC
243	32112 77742	   	179.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2AART|34VULN|4BPWR|5DUST|6DUR|7RCR|8DMG|9ZMB|aCDMG
244	41411 23142	   	178.99	ACR|3VULN|2AART|1DMG|1ASPD	1ASPD|26aVULN|38AART|4LHND|5RCR|7DMG|9DUST
245	32166 54341	   	178.98	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|2AART|37VULN|4RCR|58DMG|6CDMG|9DUST|aLSRREG
