0	Index      	 *	Score 	Summary	Detail	
1	53331 32243	 * 	206.98	ACR|3VULN|3DMG|1AART|1ASPD	14LHND|2RCR|34aDMG|4BPWR|5AART|6ASPD|789VULN
172	53331 22124	   	180.35	ACR|3DMG|1AART|1VULN|1CDMG	14LHND|2RCR|34aDMG|4BPWR|5AART|6MLV|7VULN|8TLV|9CDMG
173	53331 23462	   	180.35	ACR|3DMG|1AART|1VULN|1CDMG	14LHND|2RCR|349DMG|4BPWR|5AART|6MLV|7CDMG|8DUST|aVULN
174	53333 14421	   	180.34	ACR|2DMG|1AART|1VULN|1FLTHEA|1ZMB|1DUR	14LHND|2RCR|34DMG|4BPWR|5DMSP|6FLTHEA|7DUR|8ZMB|9AART|aVULN
175	53141 62122	   	180.33	ACR|3VULN|1AART|1DMG|2DUR	148aLHND|2RCR|3AART|5DMG|67aVULN|9aDUR|aBPWR
176	53161 62122	   	180.33	ACR|3VULN|1AART|1DMG|2DUR	18aLHND|2RCR|3AART|4DMSP|5DMG|67aVULN|9aDUR|aBPWR
177	36121 36315	   	180.30	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1BEXP|24VULN|3AART|58DMG|6ASPD|7CDMG|9RCR|aTLV
178	22122 23332	 * 	180.18	DCR|5VULN|1AART|2DUR	1aDUR|2AART|3459aVULN|6RMIN|7aBEXP|8RCR|aBPWR
179	22212 41412	   	180.10	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	15DUR|2AART|3ASPD|4LSRHEA|6RCR|79VULN|8ZMB|aDMG
180	22622 41412	   	180.10	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	15DUR|2AART|3LSRREG|4ASPD|6RCR|79VULN|8ZMB|aDMG
181	53331 62136	   	180.08	ACR|2AART|2VULN|2DMG	148LHND|2RCR|34DMG|4BPWR|5aAART|67VULN|9TLV
182	53331 63226	   	180.08	ACR|2AART|2DMG|2VULN	14LHND|2RCR|34DMG|4BPWR|5aAART|69VULN|7DUST|8BEXP
183	13554 33111	   	180.03	DCR|2VULN|1AART|1DMG|2CDMG|1ZMB|1ASPD	1ZMB|2DUST|39VULN|4DMG|5ASPD|6aCDMG|7AART|8RCR
184	36121 66112	   	180.01	DCR|3VULN|2DMG|1AART|1DUR	1BEXP|248VULN|3AART|57DMG|6DMSP|9DUR|aRCR
185	53336 32312	   	179.98	ACR|2VULN|2DMG|1AART|1CDMG	14LHND|2RCR|34DMG|4BPWR|5BEXP|6CDMG|7CGEN|8aVULN|9AART
186	22121 34842	   	179.95	DCR|3VULN|1AART|1DMG|2DUR|1ASPD	1aDUR|2AART|349VULN|5DMG|6ASPD|7MBVNT|8RCR
187	53343 13213	   	179.88	ACR|2VULN|2DMG|1AART|1CDMG	1LHND|2RCR|37DMG|48VULN|5RPLT|6CGEN|9AART|aCDMG
188	53343 43213	   	179.88	ACR|2VULN|2DMG|1AART|1CDMG	1LHND|2RCR|37DMG|48VULN|5RPLT|6MLV|9AART|aCDMG
189	53132 21612	   	179.77	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1LHND|2RCR|3AART|4BEXP|5DUR|6DMG|7aVULN|8CDMG|9ASPD
190	53332 34162	   	179.75	ACR|3DMG|1AART|1VULN|1CDMG	14LHND|2RCR|349DMG|4BPWR|5ERES|6AART|7CDMG|8BEXP|aVULN
191	22152 62262	   	179.75	DCR|2VULN|2DMG|1AART|2DUR	1aDUR|2AART|38VULN|47aDUST|5RCVC|6RCR|9aDMG|aBPWR
192	53331 62161	   	179.74	ACR|2VULN|2DMG|1AART|1ZMB	148LHND|2RCR|34DMG|4BPWR|5AART|67VULN|9FEWX|aZMB
193	53331 62261	   	179.74	ACR|2VULN|2DMG|1AART|1ZMB	14LHND|2RCR|34DMG|4BPWR|5AART|67VULN|8CGEN|9MLV|aZMB
194	53331 62511	   	179.74	ACR|2VULN|2DMG|1AART|1ZMB	14LHND|2RCR|34DMG|4BPWR|5AART|67VULN|8LWND|9RCVC|aZMB
195	53331 12221	   	179.64	ACR|2VULN|2DMG|1AART|1ZMB	14LHND|2RCR|34DMG|4BPWR|5AART|6RMIN|78VULN|9TLV|aZMB
196	53331 12261	   	179.64	ACR|2VULN|2DMG|1AART|1ZMB	14LHND|2RCR|34DMG|4BPWR|5AART|6RMIN|78VULN|9NUKE|aZMB
197	53331 22221	   	179.64	ACR|2VULN|2DMG|1AART|1ZMB	14LHND|2RCR|34DMG|4BPWR|5AART|6MLV|78VULN|9TLV|aZMB
198	53331 22261	   	179.64	ACR|2VULN|2DMG|1AART|1ZMB	14LHND|2RCR|34DMG|4BPWR|5AART|6MLV|78VULN|9NUKE|aZMB
199	53331 62221	   	179.64	ACR|2VULN|2DMG|1AART|1ZMB	14LHND|2RCR|34DMG|4BPWR|5AART|67VULN|8CGEN|9TLV|aZMB
200	53331 62321	   	179.64	ACR|2VULN|2DMG|1AART|1ZMB	14LHND|2RCR|34DMG|4BPWR|5AART|67VULN|8RMIN|9TLV|aZMB
201	53331 62361	   	179.64	ACR|2VULN|2DMG|1AART|1ZMB	14LHND|2RCR|34DMG|4BPWR|5AART|67VULN|8RMIN|9NUKE|aZMB
202	53331 64221	   	179.64	ACR|2VULN|2DMG|1AART|1ZMB	14LHND|2RCR|34DMG|4BPWR|5AART|68VULN|7CGEN|9TLV|aZMB
203	26122 23332	   	179.58	DCR|5VULN|1AART|2DUR	1aDUR|2459aVULN|3AART|6RMIN|7aBEXP|8RCR|aBPWR
204	53631 12261	 * 	179.53	ACR|2VULN|3ZMB|1AART|1DMG	14LHND|2RCR|34aZMB|4BPWR|5AART|6RMIN|78VULN|9DMG
205	53631 22261	   	179.53	ACR|2VULN|3ZMB|1AART|1DMG	14LHND|2RCR|34aZMB|4BPWR|5AART|6MLV|78VULN|9DMG
206	22122 41552	 * 	179.51	DCR|4VULN|2AART|1ZMB|1DUR	1DUR|29AART|3457VULN|6ZMB|8LWND|aRCR
207	22123 31224	 * 	179.42	DCR|4VULN|1AART|2CDMG|1DUR	1DUR|2AART|3467VULN|5MGNSTR|8aCDMG|9RCR
208	26121 34842	   	179.35	DCR|3VULN|1AART|1DMG|2DUR|1ASPD	1aDUR|249VULN|3AART|5DMG|6ASPD|7MBVNT|8RCR
209	53121 12662	 * 	179.35	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	18LHND|2RCR|3AART|47VULN|58FEWX|68CDMG|8BPWR|9DMG|aDUR
210	53122 13243	   	179.35	ACR|3VULN|2AART|1DMG	1LHND|2RCR|37AART|489VULN|5RCVC|6LWND|aDMG
211	53142 13243	   	179.35	ACR|3VULN|2AART|1DMG	14LHND|2RCR|37AART|589VULN|6LWND|aDMG
212	53162 13243	   	179.35	ACR|3VULN|2AART|1DMG	1LHND|2RCR|37AART|4DMSP|589VULN|6LWND|aDMG
213	53333 16123	   	179.25	ACR|3DMG|1AART|1VULN|1FLTHEA	14LHND|2RCR|349DMG|4BPWR|5DMSP|6FLTHEA|7AART|8LIT|aVULN
214	53333 16352	   	179.25	ACR|3DMG|1AART|1VULN|1FLTHEA	14LHND|2RCR|34aDMG|4BPWR|5DMSP|6FLTHEA|7AART|8MLV|9VULN
215	53336 33622	   	179.25	ACR|3DMG|1AART|1VULN|1CDMG	14LHND|2RCR|348DMG|4BPWR|5BEXP|6CDMG|7AART|9CGEN|aVULN
216	22126 78142	   	179.25	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2AART|34aVULN|5MBVNT|6ZMB|7CDMG|8RCR|9ASPD
217	53126 21226	   	179.25	ACR|3VULN|2AART|1DMG	1LHND|2RCR|3aAART|479VULN|5DUST|6DMG|8BEXP
218	53343 62322	 * 	179.22	ACR|4VULN|2DMG|1DUR	1LHND|2RCR|36DMG|468aVULN|5RPLT|6BPWR|7DUR|9BEXP
219	53343 62332	   	179.22	ACR|4VULN|2DMG|1DUR	1LHND|2RCR|36DMG|468aVULN|5RPLT|6BPWR|7DUR|9LWND
220	53343 63331	   	179.22	ACR|4VULN|2DMG|1DUR	1LHND|2RCR|36DMG|4689VULN|5RPLT|6BPWR|7LIT|aDUR
221	22122 63521	 * 	179.17	DCR|3VULN|2AART|2CDMG|1DUR	1DUR|2aAART|345VULN|69CDMG|7RMIN|8RCR
222	22122 65521	   	179.07	DCR|3VULN|2AART|2CDMG|1DUR	1DUR|2aAART|345VULN|69CDMG|7TLV|8RCR
223	23331 41512	   	178.91	DCR|3VULN|2DMG|1AART|1DUR	1DUR|246LHND|34DMG|4BPWR|5AART|789VULN|aRCR
224	23331 62112	   	178.91	DCR|3VULN|2DMG|1AART|1DUR	1DUR|248LHND|34DMG|4BPWR|5AART|679VULN|aRCR
225	23331 62412	   	178.91	DCR|3VULN|2DMG|1AART|1DUR	1DUR|24LHND|34DMG|4BPWR|5AART|679VULN|8RCVC|aRCR
226	23331 62522	   	178.91	DCR|3VULN|2DMG|1AART|1DUR	1DUR|24LHND|34DMG|4BPWR|5AART|678VULN|9RCVC|aRCR
227	23331 62542	   	178.91	DCR|3VULN|2DMG|1AART|1DUR	1DUR|249LHND|34DMG|4BPWR|5AART|678VULN|aRCR
228	11663 12744	   	178.86	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1ZMB|2MBVNT|36VULN|48DMG|5LIT|7RCR|9AART|aDUR
229	26123 31224	   	178.82	DCR|4VULN|1AART|2CDMG|1DUR	1DUR|2467VULN|3AART|5MGNSTR|8aCDMG|9RCR
230	26351 11512	   	178.81	DCR|3VULN|2DMG|1AART|1DUR	1DUR|289VULN|34DMG|5AART|6RMIN|7CGEN|aRCR
231	26351 21512	   	178.81	DCR|3VULN|2DMG|1AART|1DUR	1DUR|289VULN|34DMG|5AART|6MLV|7CGEN|aRCR
232	26351 42112	   	178.81	DCR|3VULN|2DMG|1AART|1DUR	1DUR|279VULN|34DMG|5AART|68LHND|aRCR
233	26351 61122	   	178.81	DCR|3VULN|2DMG|1AART|1DUR	1DUR|278VULN|34DMG|5AART|6DMSP|9LHND|aRCR
234	22126 83733	   	178.72	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2AART|347VULN|5MBVNT|6LIT|8RCR|9ZMB|aDMG
235	32121 34841	   	178.72	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1BEXP|2AART|349VULN|5DMG|6ASPD|7MBVNT|8RCR|aZMB
236	26351 12512	   	178.71	DCR|3VULN|2DMG|1AART|1DUR	1DUR|289VULN|34DMG|5AART|6RMIN|7TLV|aRCR
237	26351 22512	   	178.71	DCR|3VULN|2DMG|1AART|1DUR	1DUR|289VULN|34DMG|5AART|6MLV|7TLV|aRCR
238	53331 36212	   	178.67	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	14LHND|2RCR|34DMG|4BPWR|5AART|6ASPD|7CDMG|8DUR|9FEWX|aVULN
239	53333 15142	   	178.65	ACR|3DMG|1AART|1VULN|1FLTHEA	14LHND|2RCR|34aDMG|4BPWR|5DMSP|6FLTHEA|7VULN|8AART|9CGEN
240	53331 32111	   	178.57	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	14LHND|2RCR|34DMG|4BPWR|5AART|6ASPD|7VULN|8TLV|9DUR|aCDMG
241	26122 63521	   	178.57	DCR|3VULN|2AART|2CDMG|1DUR	1DUR|245VULN|3aAART|69CDMG|7RMIN|8RCR
242	53333 15152	   	178.55	ACR|3DMG|1AART|1VULN|1FLTHEA	14LHND|2RCR|34aDMG|4BPWR|5DMSP|6FLTHEA|7VULN|8AART|9ERES
243	53313 32426	   	178.53	ACR|2VULN|2AART|1DMG|1ZMB|1ASPD	1LHND|2RCR|3DMG|4DUST|5ZMB|6ASPD|79VULN|8aAART
244	53343 15212	   	178.40	ACR|4VULN|1AART|1DMG	1LHND|2RCR|3DMG|478aVULN|5RPLT|6CGEN|9AART
245	36121 34841	   	178.12	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1BEXP|249VULN|3AART|5DMG|6ASPD|7MBVNT|8RCR|aZMB
246	26352 32512	   	178.01	DCR|3VULN|2DMG|1AART|1DUR	1DUR|289VULN|34DMG|5ERES|6AART|7TLV|aRCR
247	53343 15213	   	177.95	ACR|3VULN|1AART|1DMG|1CDMG	1LHND|2RCR|3DMG|478VULN|5RPLT|6CGEN|9AART|aCDMG
248	53331 33243	 * 	177.95	ACR|2DMG|1AART|1VULN|2CDMG|1ASPD	14LHND|2RCR|34DMG|4BPWR|5AART|6ASPD|7MBVNT|8VULN|9aCDMG
249	26353 14132	   	177.71	DCR|3DMG|2VULN|1AART|1DUR	1DUR|26VULN|346DMG|5DMSP|6BPWR|7AART|8LIT|9CGEN|aRCR
250	22121 16626	 * 	177.61	4VULN|3DMG|2AART|3DUR	189DUR|2aAART|3489VULN|589DMG|6RMIN|7RPLT|89BPWR
251	26353 14112	   	177.61	DCR|3DMG|2VULN|1AART|1DUR	1DUR|26VULN|346DMG|5DMSP|6BPWR|7AART|8LIT|9ERES|aRCR
252	22126 78112	   	177.60	DCR|3VULN|1AART|1CDMG|2DUR|1ZMB	1aDUR|2AART|349VULN|5MBVNT|6ZMB|7CDMG|8RCR
253	53335 23422	   	177.58	ACR|3DMG|1AART|1VULN|1DUR|1ASPD	14LHND|2RCR|346DMG|46BPWR|56CANHEL|7ASPD|8DUR|9VULN|aAART
254	22121 34282	   	177.55	DCR|3VULN|1AART|1DMG|2DUR|1ASPD	1aDUR|2AART|348VULN|5DMG|6ASPD|7MBVNT|9RCR
255	22111 11534	   	177.52	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	19DUR|2AART|39VULN|4FEWX|5BEXP|69CDMG|7LEGI|8RCR|9BPWR|aDMG
256	22116 11534	   	177.42	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	19DUR|2AART|39VULN|4FEWX|5DUST|69CDMG|7LEGI|8RCR|9BPWR|aDMG
257	22151 11534	   	177.42	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	19DUR|2AART|39VULN|4DUST|5FEWX|69CDMG|7LEGI|8RCR|9BPWR|aDMG
258	11663 12724	   	177.42	DCR|3VULN|2DMG|1CDMG|1ZMB	1ZMB|2MBVNT|369VULN|48DMG|5LIT|7RCR|aCDMG
259	53343 13215	   	177.24	ACR|2VULN|2DMG|1AART|1ZMB	1LHND|2RCR|37DMG|48VULN|5RPLT|6CGEN|9AART|aZMB
260	22121 11512	   	177.12	DCR|4VULN|1AART|1DMG|1DUR	1DUR|2AART|3489VULN|5DMG|6RMIN|7CGEN|aRCR
261	22121 21512	   	177.12	DCR|4VULN|1AART|1DMG|1DUR	1DUR|2AART|3489VULN|5DMG|6MLV|7CGEN|aRCR
262	22121 42112	   	177.12	DCR|4VULN|1AART|1DMG|1DUR	1DUR|2AART|3479VULN|5DMG|68LHND|aRCR
263	22121 42412	   	177.12	DCR|4VULN|1AART|1DMG|1DUR	1DUR|2AART|3479VULN|5DMG|6LHND|8RCVC|aRCR
264	22121 42522	   	177.12	DCR|4VULN|1AART|1DMG|1DUR	1DUR|2AART|3478VULN|5DMG|6LHND|9RCVC|aRCR
265	22121 42542	   	177.12	DCR|4VULN|1AART|1DMG|1DUR	1DUR|2AART|3478VULN|5DMG|69LHND|aRCR
266	22121 61122	   	177.12	DCR|4VULN|1AART|1DMG|1DUR	1DUR|2AART|3478VULN|5DMG|6DMSP|9LHND|aRCR
267	22121 61142	   	177.12	DCR|4VULN|1AART|1DMG|1DUR	1DUR|2AART|3478VULN|5DMG|6DMSP|9BEXP|aRCR
268	22121 61512	   	177.12	DCR|4VULN|1AART|1DMG|1DUR	1DUR|2AART|3479VULN|5DMG|6DMSP|8LWND|aRCR
269	22121 61612	   	177.12	DCR|4VULN|1AART|1DMG|1DUR	1DUR|2AART|3479VULN|5DMG|6DMSP|8LHND|aRCR
270	32121 61112	   	177.12	DCR|4VULN|1AART|1DMG|1DUR	1BEXP|2AART|3478VULN|5DMG|6DMSP|9DUR|aRCR
271	53331 41422	   	177.03	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	146LHND|2RCR|34DMG|4BPWR|5AART|7VULN|8aDUR|9CDMG
272	53331 61422	   	177.03	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	14LHND|2RCR|34DMG|4BPWR|5AART|6VULN|7RCVC|8aDUR|9CDMG
273	22121 12512	   	177.02	DCR|4VULN|1AART|1DMG|1DUR	1DUR|2AART|3489VULN|5DMG|6RMIN|7TLV|aRCR
274	22121 22512	   	177.02	DCR|4VULN|1AART|1DMG|1DUR	1DUR|2AART|3489VULN|5DMG|6MLV|7TLV|aRCR
275	22122 21262	   	177.02	DCR|4VULN|1AART|1DMG|1DUR	1DUR|2AART|3457VULN|6RMIN|8TLV|9DMG|aRCR
276	22122 51262	   	177.02	DCR|4VULN|1AART|1DMG|1DUR	1DUR|2AART|3457VULN|6MLV|8TLV|9DMG|aRCR
277	26243 13432	   	177.01	DCR|3VULN|2DMG|1AART|1DUR	1DUR|256VULN|3BEXP|4LIT|79DMG|8AART|aRCR
