0	Index      	 *	Score 	Summary	Detail	
1	12336 15336	 * 	261.23	ACR|3ASPD|1BASARM|2BEXP|1DMG|1CDMG	1aMLV|2RCR|3BASARM|46aASPD|5CDMG|7DMG|8RCVC|9aBEXP|aBPWR
149	12336 13433	   	231.88	ACR|1BASARM|2VULN|2ASPD|1CDMG	1MLV|2RCR|3BASARM|46ASPD|5CDMG|79VULN|8aAAC
150	42336 11162	   	231.86	ACR|1BASARM|2ASPD|1DMG|1VULN|1CDMG	1TLV|2RCR|3BASARM|46ASPD|5CDMG|7LWND|8DUR|9DMG|aVULN
151	42336 15112	   	231.86	ACR|1BASARM|2ASPD|1DMG|1VULN|1CDMG	1TLV|2RCR|3BASARM|46ASPD|5CDMG|7DMG|8CGEN|9DUR|aVULN
152	42336 15132	   	231.86	ACR|1BASARM|2ASPD|1DMG|1VULN|1CDMG	1TLV|2RCR|3BASARM|46ASPD|5CDMG|7DMG|8CGEN|9LWND|aVULN
153	12331 14663	   	231.86	ACR|1BASARM|2ASPD|1VULN|1DMG|1CDMG	1MLV|2RCR|3BASARM|46ASPD|5LHND|7VULN|8DUST|9DMG|aCDMG
154	12331 31663	   	231.86	ACR|1BASARM|2ASPD|1VULN|1DMG|1CDMG	1MLV|2RCR|3BASARM|47ASPD|5LHND|6VULN|8DUST|9DMG|aCDMG
155	12332 25274	   	231.86	ACR|1BASARM|2DMG|1VULN|1ASPD|1CDMG	15MLV|2RCR|3BASARM|4ASPD|6MBVNT|7VULN|8CDMG|9aDMG
156	12332 56262	   	231.86	ACR|1BASARM|2ASPD|1DMG|1VULN|1CDMG	15MLV|2RCR|3BASARM|47ASPD|6CDMG|8MDPS|9DMG|aVULN
157	12333 14662	   	231.86	ACR|1BASARM|2ASPD|1VULN|1DMG|1CDMG	1MLV|2RCR|3BASARM|46ASPD|5LWND|7VULN|8DUST|9DMG|aCDMG
158	12334 25274	   	231.86	ACR|1BASARM|2DMG|1VULN|1ASPD|1CDMG	1MLV|2RCR|3BASARM|4ASPD|5DMSP|6MBVNT|7VULN|8CDMG|9aDMG
159	12336 12122	   	231.86	ACR|1BASARM|2ASPD|2CDMG|1VULN|1BEXP	1MLV|2RCR|3BASARM|46ASPD|59CDMG|7BEXP|8DUR|aVULN
160	12336 12331	   	231.86	ACR|1BASARM|2ASPD|1VULN|2CDMG|1BEXP	1MLV|2RCR|3BASARM|46ASPD|5aCDMG|7BEXP|8LIT|9VULN
161	12336 13161	   	231.86	ACR|1BASARM|2ASPD|1VULN|1DMG|1CDMG	1MLV|2RCR|3BASARM|46ASPD|5CDMG|7VULN|8DUR|9DMG|aERES
162	12336 13321	   	231.86	ACR|1BASARM|2ASPD|1VULN|2CDMG|1BEXP	1MLV|2RCR|3BASARM|46ASPD|5aCDMG|7VULN|8LIT|9BEXP
163	12336 13353	   	231.86	ACR|1BASARM|2ASPD|1VULN|1DMG|1CDMG	1MLV|2RCR|3BASARM|46ASPD|5CDMG|7VULN|8LIT|9TLV|aDMG
164	12336 15162	   	231.86	ACR|1BASARM|2ASPD|1DMG|1VULN|1CDMG	1MLV|2RCR|3BASARM|46ASPD|5CDMG|7DMG|8CGEN|9DUST|aVULN
165	12336 15212	   	231.86	ACR|1BASARM|2ASPD|1DMG|1VULN|1CDMG	1MLV|2RCR|3BASARM|46ASPD|5CDMG|7DMG|8LEGI|9DUR|aVULN
166	12336 15234	   	231.86	ACR|1BASARM|2ASPD|1VULN|1DMG|1CDMG	1MLV|2RCR|3BASARM|46ASPD|5CDMG|7DMG|8LEGI|9VULN|aZMB
167	12336 15236	   	231.86	ACR|1BASARM|2ASPD|1VULN|1DMG|1CDMG	1MLV|2RCR|3BASARM|46ASPD|5CDMG|7DMG|8LEGI|9VULN|aCGEN
168	12336 15431	   	231.86	ACR|1BASARM|2ASPD|1VULN|1DMG|1CDMG	1MLV|2RCR|3BASARM|46ASPD|5CDMG|7DMG|8LWND|9VULN|aERES
169	12336 15612	   	231.86	ACR|1BASARM|2ASPD|1DMG|1VULN|1CDMG	1MLV|2RCR|3BASARM|46ASPD|5CDMG|7DMG|8DUST|9DUR|aVULN
170	42336 13433	   	231.78	ACR|1BASARM|2VULN|2ASPD|1CDMG	1TLV|2RCR|3BASARM|46ASPD|5CDMG|79VULN|8aAAC
171	12342 11442	   	231.76	ACR|1BASARM|1ASPD|1DMG|1VULN|1AART|1CDMG	1MLV|2RCR|3BASARM|4AART|5RCVC|6LWND|7DMG|8CDMG|9ASPD|aVULN
172	12342 21442	   	231.76	ACR|1BASARM|1ASPD|1DMG|1VULN|1AART|1CDMG	1MLV|2RCR|3BASARM|4AART|5RCVC|6ASPD|7LWND|8CDMG|9DMG|aVULN
173	42331 31663	   	231.76	ACR|1BASARM|2ASPD|1VULN|1DMG|1CDMG	1TLV|2RCR|3BASARM|47ASPD|5LHND|6VULN|8DUST|9DMG|aCDMG
174	42333 14363	   	231.76	ACR|1BASARM|2ASPD|1VULN|1DMG|1CDMG	1TLV|2RCR|3BASARM|46ASPD|5DUST|7VULN|8FEWX|9DMG|aCDMG
175	42333 31363	   	231.76	ACR|1BASARM|2ASPD|1VULN|1DMG|1CDMG	1TLV|2RCR|3BASARM|47ASPD|5DUST|6VULN|8FEWX|9DMG|aCDMG
176	42336 12122	   	231.76	ACR|1BASARM|2ASPD|2CDMG|1VULN|1BEXP	1TLV|2RCR|3BASARM|46ASPD|59CDMG|7BEXP|8DUR|aVULN
177	42336 12331	   	231.76	ACR|1BASARM|2ASPD|1VULN|2CDMG|1BEXP	1TLV|2RCR|3BASARM|46ASPD|5aCDMG|7BEXP|8LIT|9VULN
178	42336 13161	   	231.76	ACR|1BASARM|2ASPD|1VULN|1DMG|1CDMG	1TLV|2RCR|3BASARM|46ASPD|5CDMG|7VULN|8DUR|9DMG|aERES
179	42336 13321	   	231.76	ACR|1BASARM|2ASPD|1VULN|2CDMG|1BEXP	1TLV|2RCR|3BASARM|46ASPD|5aCDMG|7VULN|8LIT|9BEXP
180	42336 13353	   	231.76	ACR|1BASARM|2ASPD|1VULN|1DMG|1CDMG	1TLV|2RCR|3BASARM|46ASPD|5CDMG|7VULN|8LIT|9AME|aDMG
181	42336 15212	   	231.76	ACR|1BASARM|2ASPD|1DMG|1VULN|1CDMG	1TLV|2RCR|3BASARM|46ASPD|5CDMG|7DMG|8LEGI|9DUR|aVULN
182	12336 15231	   	231.76	ACR|1BASARM|2ASPD|1VULN|1DMG|1CDMG	1MLV|2RCR|3BASARM|46ASPD|5CDMG|7DMG|8LEGI|9VULN|aERES
183	12336 15252	   	231.76	ACR|1BASARM|2ASPD|1DMG|1VULN|1CDMG	1MLV|2RCR|3BASARM|46ASPD|5CDMG|7DMG|8LEGI|9DUST|aVULN
184	12336 15631	   	231.76	ACR|1BASARM|2ASPD|1VULN|1DMG|1CDMG	1MLV|2RCR|3BASARM|46ASPD|5CDMG|7DMG|8DUST|9VULN|aERES
185	42336 15231	   	231.66	ACR|1BASARM|2ASPD|1VULN|1DMG|1CDMG	1TLV|2RCR|3BASARM|46ASPD|5CDMG|7DMG|8LEGI|9VULN|aERES
186	12332 55326	   	231.57	ACR|2BASARM|2DMG|1ASPD|1CDMG	15aMLV|2RCR|3aBASARM|4ASPD|6CDMG|7aDMG|8RCVC|9LEGI|aBPWR
187	12336 15141	   	231.56	ACR|3ASPD|1BASARM|1DMG|1CDMG	19MLV|2RCR|3BASARM|469ASPD|5CDMG|7DMG|89CGEN|9BPWR|aFEWX
188	61421 11421	 * 	231.51	ACR|2ASPD|2DMG|2BEXP|1VULN|1AART	1RCVC|28BEXP|3RCR|4AART|5CGEN|68DMG|78ASPD|8BPWR|9LHND|aVULN
189	12336 15142	   	231.46	ACR|3ASPD|1BASARM|1DMG|1CDMG	19MLV|2RCR|3BASARM|469ASPD|5CDMG|7DMG|89CGEN|9BPWR|aERES
190	12336 15143	   	231.46	ACR|3ASPD|1BASARM|1DMG|1CDMG	19MLV|2RCR|3BASARM|469ASPD|5CDMG|7DMG|89CGEN|9BPWR|aAME
191	12336 16116	   	231.26	ACR|3ASPD|1BASARM|1DMG|1CDMG	1MLV|2RCR|3BASARM|467ASPD|5CDMG|8LIT|9DUST|aDMG
