0	Index      	 *	Score 	Summary	Detail	
1	31153 12561	 * 	218.17	DCR|2VULN|2ASPD|1AART|1DMG|1CDMG	14ASPD|2AART|3CDMG|5AELBLL|6RCR|7FEWX|89VULN|aDMG
152	11451 31433	   	195.62	DCR|3VULN|1AART|1DMG|1CDMG	1BEXP|2TSLARM|3DMG|4CDMG|578VULN|6CGEN|9RCR|aAART
153	13451 31433	   	195.62	DCR|3VULN|1AART|1DMG|1CDMG	1BEXP|2MSLFST|3DMG|4CDMG|578VULN|6CGEN|9RCR|aAART
154	31163 61114	 * 	195.54	DCR|2AART|1MDPS|1VULN|1ASPD|1NUKE|1CDMG	1ASPD|29AART|3CDMG|4MDPS|5LWND|6LIT|7VULN|8RCR|aNUKE
155	11451 11433	   	195.52	DCR|3VULN|1AART|1DMG|1CDMG	1BEXP|2TSLARM|3DMG|4CDMG|578VULN|6ERES|9RCR|aAART
156	13451 11433	   	195.52	DCR|3VULN|1AART|1DMG|1CDMG	1BEXP|2MSLFST|3DMG|4CDMG|578VULN|6ERES|9RCR|aAART
157	36212 54641	 * 	195.49	DCR|3VULN|2ASPD|2CDMG	19ASPD|2MBVNT|39TLV|4CGEN|56aVULN|79CDMG|8RCR|9BPWR
158	11451 31633	   	195.38	DCR|2VULN|2DMG|1AART|1CDMG	1BEXP|2TSLARM|38DMG|4CDMG|57VULN|6CGEN|9RCR|aAART
159	13451 31633	   	195.38	DCR|2VULN|2DMG|1AART|1CDMG	1BEXP|2MSLFST|38DMG|4CDMG|57VULN|6CGEN|9RCR|aAART
160	36763 32343	   	195.31	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1AAC	13ASPD|2MBVNT|4CDMG|5DMG|6BEXP|7VULN|8RCR|9AART|aAAC
161	11451 11633	   	195.28	DCR|2VULN|2DMG|1AART|1CDMG	1BEXP|2TSLARM|38DMG|4CDMG|57VULN|6ERES|9RCR|aAART
162	13451 11633	   	195.28	DCR|2VULN|2DMG|1AART|1CDMG	1BEXP|2MSLFST|38DMG|4CDMG|57VULN|6ERES|9RCR|aAART
163	31153 16623	   	195.24	DCR|3ASPD|1AART|1DMG|1CDMG|1DUR	14aASPD|2AART|3CDMG|5AELBLL|6RCR|7DMG|8LIT|9DUR
164	36763 42343	   	195.21	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1AAC	13ASPD|2MBVNT|4CDMG|5DMG|6DUST|7VULN|8RCR|9AART|aAAC
165	61163 32312	 * 	195.20	DCR|1MDPS|1VULN|1AART|2CDMG|1ASPD|1DMG|1DUR	1DMG|2AART|34CDMG|5AELBLL|6ASPD|7MDPS|8RCR|9DUR|aVULN
166	23241 63613	   	195.16	DCR|2VULN|2DMG|1ASPD|2ZMB	1DMSP|29VULN|3DUST|4BELT|5RPLT|6RCR|79ZMB|89DMG|9BPWR|aASPD
167	36411 44646	   	195.15	ACR|2VULN|2DMG|1AART|1ASPD|1CDMG	1ASPD|2MBVNT|3RCR|4FEWX|56DMG|7CDMG|8aVULN|9AART
168	31123 12563	   	195.08	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1ASPD|2AART|3CDMG|4RCVC|5AELBLL|6RCR|7FEWX|89VULN|aDUR
169	61123 12563	   	195.08	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2AART|3CDMG|4RCVC|5AELBLL|6RCR|7FEWX|89VULN|aDUR
170	61135 23253	   	194.96	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1AAC	17DMG|2AART|3CDMG|4TSLFST|5AAC|6ASPD|8VENFST|9RCR|aVULN
171	32533 53513	   	194.92	DCR|3DMG|2VULN|1ASPD|1SELL	1ASPD|2CGEN|38VULN|4MLV|5SELL|69aDMG|7RCR
172	32611 53513	   	194.92	DCR|3DMG|2VULN|1ASPD|1SELL	1ASPD|2CGEN|3SELL|48VULN|5MLV|69aDMG|7RCR
173	33513 53513	   	194.92	DCR|3DMG|2VULN|1ASPD|1SELL	1ASPD|2AME|38VULN|4CGEN|5SELL|69aDMG|7RCR
174	32523 53513	   	194.82	DCR|3DMG|2VULN|1ASPD|1SELL	1ASPD|2CGEN|38VULN|4ERES|5SELL|69aDMG|7RCR
175	32613 53513	   	194.82	DCR|3DMG|2VULN|1ASPD|1SELL	1ASPD|2CGEN|3SELL|48VULN|5ERES|69aDMG|7RCR
176	33613 53513	   	194.82	DCR|3DMG|2VULN|1ASPD|1SELL	1ASPD|2AME|3SELL|48VULN|5ERES|69aDMG|7RCR
177	35636 11132	   	194.70	DCR|1SPLARM|2VULN|1ASPD|1DMG|1CDMG	1ASPD|2DMG|3CDMG|4FEWX|5SPLARM|6RCR|79VULN|8LWND|aRPLT
178	35636 11133	   	194.70	DCR|1SPLARM|2VULN|1ASPD|1DMG|1CDMG	1ASPD|2DMG|3CDMG|4FEWX|5SPLARM|6RCR|79VULN|8LWND|aAME
179	61112 13363	   	194.35	DCR|2DMG|1VULN|1AART|2CDMG|1AAC|1DUR	17DMG|2AART|37CDMG|4DUR|5DUST|67TLV|7BPWR|8RCR|9VULN|aAAC
180	36146 44423	   	194.31	DCR|2AART|1ASPD|1DMG|1CDMG|1AAC|1ZMB|1DUR	1ASPD|2MBVNT|3AAC|4DUR|5CDMG|6RCR|7ZMB|8aAART|9DMG
181	35552 11332	   	194.19	DCR|2VULN|2ASPD|1DMG|1CDMG	1aASPD|2DMG|37VULN|4BASFIG|5CDMG|6RCR|8DUST|9RPLT
182	36145 41425	   	194.15	DCR|2VULN|2AART|1ASPD|1AAC|1ZMB|1DUR	1ASPD|2MBVNT|3AAC|4DUR|57AART|6ZMB|89VULN|aRCR
183	31124 15343	 * 	194.15	DCR|2AART|1MDPS|2ASPD|2CDMG|2DUR	19ASPD|2aAART|39CDMG|4RCVC|59DUR|6RMIN|7MDPS|8RCR|9BPWR
184	31116 11434	   	194.11	DCR|2AART|2ASPD|1VULN|1CDMG|1DUR	18ASPD|27AART|3CDMG|4DUR|5RPLT|6CGEN|9VULN|aRCR
185	12136 44223	   	194.08	DCR|2AART|1VULN|1ASPD|1CDMG|1ZMB	1BEXP|2BELT|3VULN|4CDMG|58AART|6RCR|7RMIN|9ASPD|aZMB
186	36146 84423	   	194.01	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1ZMB|1DUR	1ASPD|2MBVNT|3AAC|4DUR|5CDMG|6VULN|7ZMB|8AART|9DMG|aRCR
187	31153 16631	 * 	193.97	DCR|2ASPD|1AART|1DMG|1NUKE|1CDMG	14ASPD|2AART|3CDMG|5AELBLL|6RCR|7DMG|8LIT|9ERES|aNUKE
188	61155 13333	   	193.97	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1DMG|2AART|3CDMG|4ASPD|5TLV|6RMIN|7VULN|8RCR|9LIT|aZMB
189	61155 22333	   	193.97	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1DMG|2AART|3CDMG|4ASPD|5TLV|6VULN|7RMIN|8RCR|9LIT|aZMB
190	31414 36123	   	193.95	DCR|2VULN|2AART|1ASPD|1ZMB	1ASPD|28AART|3CGEN|4BEXP|5DUST|6RCR|7ZMB|9aVULN
191	31315 26235	 * 	193.93	DCR|2AART|1VULN|1ASPD|1DMG|1AAC|1ZMB|1DUR	1ASPD|29AART|3LWND|4ZMB|5DUR|6AAC|7DMG|8VULN|aRCR
192	31123 16435	   	193.88	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1ASPD|2AART|39CDMG|4RCVC|5AELBLL|6RCR|7DMG|8MLV|aVULN
193	31111 32342	   	193.83	DCR|2ASPD|1VULN|1AART|2CDMG|1DUR	19ASPD|2AART|39CDMG|4DUR|5LWND|69FEWX|7RMIN|8RCR|9BPWR|aVULN
194	36673 33223	   	193.82	DCR|2VULN|2ASPD|1AART|1DMG	16ASPD|2MBVNT|3FEWX|4AART|57VULN|8RPLT|9DMG|aRCR
195	36281 44472	   	193.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1ASPD|2MBVNT|3TLV|4LHND|5aVULN|6DMG|7RCR|8DUR|9AART
196	12136 45221	   	193.80	DCR|2AART|2ASPD|1VULN|1CDMG	1BEXP|2aBELT|3VULN|4CDMG|58AART|6RCR|79ASPD
197	12136 45223	   	193.80	DCR|2AART|2ASPD|1VULN|1CDMG	1BEXP|2BELT|3VULN|4CDMG|58AART|6RCR|79ASPD|aRPLT
198	33513 53215	   	193.76	DCR|2VULN|1AART|1ASPD|1DMG|1DUR|1SELL	1ASPD|2AME|3aVULN|4CGEN|5SELL|6DMG|7RCR|8AART|9DUR
199	33513 53523	   	193.76	DCR|2VULN|1AART|1ASPD|1DMG|1DUR|1SELL	1ASPD|2AME|38VULN|4CGEN|5SELL|6DMG|7RCR|9AART|aDUR
200	61132 22321	 * 	193.76	DCR|2DMG|2ASPD|1AART|1CDMG	1aDMG|2AART|3CDMG|4aTSLFST|5LIT|6RMIN|7RCR|8CGEN|9aASPD|aBPWR
201	36241 41478	   	193.70	DCR|2VULN|2ASPD|1CDMG|2SPLREG	19ASPD|2MBVNT|3TLV|4RCVC|5RMIN|69SPLREG|79VULN|8RCR|9BPWR|aCDMG
202	36136 44422	   	193.70	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1ZMB	1ASPD|2MBVNT|3AAC|4LWND|5CDMG|6RCR|7ZMB|8AART|9DMG|aVULN
203	23653 21621	   	193.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1DMSP|2VULN|35ASPD|4CDMG|6AME|7ERES|8RCR|9AART|aDMG
204	36753 14332	   	193.69	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG	13ASPD|2MBVNT|4FEWX|5DMG|6LHND|7CDMG|8RCR|9AART|aVULN
205	36763 32341	   	193.69	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG	13ASPD|2MBVNT|4CDMG|5DMG|6BEXP|7VULN|8RCR|9AART|aLIT
206	36763 32342	   	193.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	13ASPD|2MBVNT|4CDMG|5DMG|6BEXP|7VULN|8RCR|9AART|aAELBLL
207	33453 23621	   	193.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	15ASPD|26AME|3TLV|4CDMG|7VULN|8RCR|9AART|aDMG
208	32533 53335	   	193.69	DCR|2VULN|2DMG|2ASPD|1SELL	19ASPD|29CGEN|3aVULN|4MLV|5SELL|69DMG|7RCR|8RPLT|9BPWR
209	32611 53335	   	193.69	DCR|2VULN|2DMG|2ASPD|1SELL	19ASPD|29CGEN|3SELL|4aVULN|5MLV|69DMG|7RCR|8RPLT|9BPWR
210	33513 53335	   	193.69	DCR|2VULN|2DMG|2ASPD|1SELL	19ASPD|29AME|3aVULN|4CGEN|5SELL|69DMG|7RCR|8RPLT|9BPWR
211	32523 53215	   	193.66	DCR|2VULN|1AART|1ASPD|1DMG|1DUR|1SELL	1ASPD|2CGEN|3aVULN|4ERES|5SELL|6DMG|7RCR|8AART|9DUR
212	32613 53215	   	193.66	DCR|2VULN|1AART|1ASPD|1DMG|1DUR|1SELL	1ASPD|2CGEN|3SELL|4aVULN|5ERES|6DMG|7RCR|8AART|9DUR
213	33613 53215	   	193.66	DCR|2VULN|1AART|1ASPD|1DMG|1DUR|1SELL	1ASPD|2AME|3SELL|4aVULN|5ERES|6DMG|7RCR|8AART|9DUR
214	33613 53523	   	193.66	DCR|2VULN|1AART|1ASPD|1DMG|1DUR|1SELL	1ASPD|2AME|3SELL|48VULN|5ERES|6DMG|7RCR|9AART|aDUR
215	61132 22421	   	193.66	DCR|2DMG|2ASPD|1AART|1CDMG	1aDMG|2AART|3CDMG|4aTSLFST|5LIT|6RMIN|7RCR|8ERES|9aASPD|aBPWR
216	36841 44128	   	193.64	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2MBVNT|3RMIN|4DUR|59VULN|6DMG|7RCR|8CDMG|aRCVC
217	36281 44264	   	193.63	DCR|2VULN|2DMG|2ASPD	1aASPD|2MBVNT|3aTLV|48LHND|59VULN|6aDMG|7RCR|aBPWR
218	31111 52342	   	193.63	DCR|2ASPD|1VULN|1AART|2CDMG|1DUR	19ASPD|2AART|39CDMG|4DUR|5LWND|69DUST|7RMIN|8RCR|9BPWR|aVULN
219	23653 31621	   	193.59	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1DMSP|2VULN|35ASPD|4CDMG|6TLV|7ERES|8RCR|9AART|aDMG
220	36763 42341	   	193.59	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG	13ASPD|2MBVNT|4CDMG|5DMG|6DUST|7VULN|8RCR|9AART|aLIT
221	36763 42342	   	193.59	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	13ASPD|2MBVNT|4CDMG|5DMG|6DUST|7VULN|8RCR|9AART|aAELBLL
222	32453 33621	   	193.59	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	15ASPD|2CGEN|36TLV|4CDMG|7VULN|8RCR|9AART|aDMG
223	32523 53335	   	193.59	DCR|2VULN|2DMG|2ASPD|1SELL	19ASPD|29CGEN|3aVULN|4ERES|5SELL|69DMG|7RCR|8RPLT|9BPWR
224	32613 53335	   	193.59	DCR|2VULN|2DMG|2ASPD|1SELL	19ASPD|29CGEN|3SELL|4aVULN|5ERES|69DMG|7RCR|8RPLT|9BPWR
225	33613 53335	   	193.59	DCR|2VULN|2DMG|2ASPD|1SELL	19ASPD|29AME|3SELL|4aVULN|5ERES|69DMG|7RCR|8RPLT|9BPWR
226	61155 13313	   	193.56	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1DMG|2AART|3CDMG|4ASPD|5TLV|6RMIN|7VULN|8RCR|9DUR|aAAC
227	61155 22313	   	193.56	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1DMG|2AART|3CDMG|4ASPD|5TLV|6VULN|7RMIN|8RCR|9DUR|aAAC
228	35512 25313	   	193.54	DCR|4VULN|1ASPD|1DMG	1ASPD|2DMG|357aVULN|4CGEN|6RCVC|8LEGI|9RCR
229	35522 25313	   	193.54	DCR|4VULN|1ASPD|1DMG	1ASPD|2DMG|357aVULN|4AME|6RCVC|8LEGI|9RCR
230	65312 43111	   	193.44	DCR|3VULN|2DMG|1ASPD	17DMG|2ASPD|3LEGI|478CGEN|567VULN|7BPWR|9RCR|aFEWX
231	65312 43112	   	193.44	DCR|3VULN|2DMG|1ASPD	17DMG|2ASPD|3LEGI|478CGEN|567VULN|7BPWR|9RCR|aLHND
232	31111 65315	   	193.44	DCR|2VULN|1AART|1ASPD|1CDMG|2DUR	1ASPD|2AART|3CDMG|49DUR|5LWND|6CGEN|7aVULN|8RCR
233	31111 15315	   	193.34	DCR|2VULN|1AART|1ASPD|1CDMG|2DUR	1ASPD|2AART|3CDMG|49DUR|5LWND|6TLV|7aVULN|8RCR
234	31112 65315	   	193.34	DCR|2VULN|1AART|1ASPD|1CDMG|2DUR	1ASPD|2AART|3CDMG|49DUR|5DUST|6CGEN|7aVULN|8RCR
235	31115 15315	   	193.34	DCR|2VULN|1AART|1ASPD|1CDMG|2DUR	1ASPD|2AART|3CDMG|49DUR|5FEWX|6TLV|7aVULN|8RCR
236	41122 41315	   	193.34	DCR|2VULN|1AART|1ASPD|1CDMG|2DUR	1CGEN|2AART|3CDMG|4ASPD|5aVULN|69DUR|7DUST|8RCR
237	61111 15315	   	193.34	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1DMG|2AART|3CDMG|49DUR|5LWND|6TLV|7aVULN|8RCR
238	36841 44121	   	193.32	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2MBVNT|3RMIN|4DUR|59VULN|6DMG|7RCR|8CDMG|aCGEN
239	36841 44122	   	193.32	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2MBVNT|3RMIN|4DUR|59VULN|6DMG|7RCR|8CDMG|aLHND
240	36841 44123	   	193.32	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2MBVNT|3RMIN|4DUR|59VULN|6DMG|7RCR|8CDMG|aFEWX
241	36841 44125	   	193.32	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2MBVNT|3RMIN|4DUR|59VULN|6DMG|7RCR|8CDMG|aLWND
242	36841 44127	   	193.32	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2MBVNT|3RMIN|4DUR|59VULN|6DMG|7RCR|8CDMG|aLIT
243	66841 44121	   	193.32	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DMG|2MBVNT|3RMIN|4DUR|59VULN|6ASPD|7RCR|8CDMG|aCGEN
244	66841 44122	   	193.32	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DMG|2MBVNT|3RMIN|4DUR|59VULN|6ASPD|7RCR|8CDMG|aLHND
245	66841 44123	   	193.32	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DMG|2MBVNT|3RMIN|4DUR|59VULN|6ASPD|7RCR|8CDMG|aFEWX
246	31124 63163	   	193.29	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2AART|3CDMG|4RCVC|5DUR|6DMG|7VULN|8TLV|9RCR|aMDPS
247	31124 63363	   	193.29	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2AART|3CDMG|4RCVC|5DUR|6DMG|7VULN|8ERES|9RCR|aMDPS
248	31154 24223	   	193.28	DCR|3ASPD|1VULN|1AART|1CDMG|1DUR	147ASPD|2AART|3CDMG|5DUR|6VULN|8BEXP|9RCR|aRCVC
249	35511 43113	   	193.27	DCR|2VULN|2DMG|2ASPD|1AAC	17ASPD|27DMG|36VULN|48CGEN|57FEWX|7BPWR|9RCR|aAAC
250	31112 15315	   	193.24	DCR|2VULN|1AART|1ASPD|1CDMG|2DUR	1ASPD|2AART|3CDMG|49DUR|5DUST|6TLV|7aVULN|8RCR
251	61112 15315	   	193.24	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1DMG|2AART|3CDMG|49DUR|5DUST|6TLV|7aVULN|8RCR
252	36841 44124	   	193.22	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2MBVNT|3RMIN|4DUR|59VULN|6DMG|7RCR|8CDMG|aERES
253	66841 44124	   	193.22	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DMG|2MBVNT|3RMIN|4DUR|59VULN|6ASPD|7RCR|8CDMG|aERES
254	11243 26162	   	193.07	DCR|1SPLARM|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1BEXP|2TSLARM|3AART|4VULN|5SPLARM|6RCR|7DUR|8ASPD|9DMG|aZMB
255	13243 26162	   	193.07	DCR|1SPLARM|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1BEXP|2MSLFST|3AART|4VULN|5SPLARM|6RCR|7DUR|8ASPD|9DMG|aZMB
256	31151 24322	   	192.96	DCR|3ASPD|1AART|1VULN|1CDMG|1DUR	147ASPD|2AART|3CDMG|5aLHND|6VULN|8DUR|9RCR
257	31151 24323	   	192.96	DCR|3ASPD|1AART|1VULN|1CDMG|1DUR	147ASPD|2AART|3CDMG|5LHND|6VULN|8DUR|9RCR|aBEXP
258	31151 24324	   	192.96	DCR|3ASPD|1VULN|1AART|1CDMG|1DUR	147ASPD|2AART|3CDMG|5LHND|6VULN|8DUR|9RCR|aAME
259	31154 24222	   	192.96	DCR|3ASPD|1AART|1VULN|1CDMG|1DUR	147ASPD|2AART|3CDMG|5DUR|6VULN|8BEXP|9RCR|aLHND
260	66122 44464	 * 	192.93	DCR|3VULN|3DMG|1AAC	18aDMG|2MBVNT|3AAC|4AME|59aVULN|6aLHND|7RCR|aBPWR
261	36841 44171	 * 	192.90	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG|1DUR	1ASPD|2MBVNT|3RMIN|4DUR|5VULN|6DMG|7RCR|8CDMG|9NUKE|aLHND
262	36841 44172	   	192.90	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG|1DUR	1ASPD|2MBVNT|3RMIN|4DUR|5VULN|6DMG|7RCR|8CDMG|9NUKE|aRPLT
263	36841 44173	   	192.90	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG|1DUR	1ASPD|2MBVNT|3RMIN|4DUR|5VULN|6DMG|7RCR|8CDMG|9NUKE|aDUST
264	36841 44174	   	192.90	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG|1DUR	1ASPD|2MBVNT|3RMIN|4DUR|5VULN|6DMG|7RCR|8CDMG|9NUKE|aFEWX
265	31151 24325	   	192.86	DCR|3ASPD|1VULN|1AART|1CDMG|1DUR	147ASPD|2AART|3CDMG|5LHND|6VULN|8DUR|9RCR|aTLV
266	61112 13332	   	192.73	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	17DMG|2AART|37CDMG|4DUR|5DUST|67TLV|7BPWR|8RCR|9LWND|aVULN
267	61112 13352	   	192.73	DCR|2DMG|1VULN|1AART|2CDMG|1DUR	17DMG|2AART|37CDMG|4DUR|5DUST|67TLV|7BPWR|8RCR|9FEWX|aVULN
268	61112 13361	   	192.73	DCR|2DMG|1VULN|2CDMG|1AART|1DUR	17DMG|2AART|37CDMG|4DUR|5DUST|67TLV|7BPWR|8RCR|9VULN|aLIT
269	61112 13362	   	192.73	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	17DMG|2AART|37CDMG|4DUR|5DUST|67TLV|7BPWR|8RCR|9VULN|aAELBLL
270	61112 13364	   	192.73	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	17DMG|2AART|37CDMG|4DUR|5DUST|67TLV|7BPWR|8RCR|9VULN|aMLV
271	61112 13366	   	192.73	DCR|2DMG|1VULN|1AART|2CDMG|1DUR	17DMG|2AART|37CDMG|4DUR|5DUST|67TLV|7BPWR|8RCR|9VULN|aBEXP
272	61142 13312	   	192.73	DCR|2DMG|1VULN|1AART|2CDMG|1DUR	17DMG|2AART|37CDMG|4BEXP|5DUST|67TLV|7BPWR|8RCR|9DUR|aVULN
273	23656 13333	   	192.36	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1DMSP|27VULN|3ASPD|4CDMG|5AART|6RMIN|8RCR|9MLV|aDUR
274	11243 23116	   	192.28	DCR|1SPLARM|2VULN|1AART|1ASPD|1AAC	1BEXP|2TSLARM|3AART|49VULN|5SPLARM|6RCR|7LHND|8ASPD|aAAC
275	13243 23116	   	192.28	DCR|1SPLARM|2VULN|1AART|1ASPD|1AAC	1BEXP|2MSLFST|3AART|49VULN|5SPLARM|6RCR|7LHND|8ASPD|aAAC
276	41125 13315	   	192.26	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1CGEN|2AART|3CDMG|4ASPD|5TLV|6RMIN|7aVULN|8RCR|9DUR
277	41125 22315	   	192.26	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1CGEN|2AART|3CDMG|4ASPD|5TLV|6aVULN|7RMIN|8RCR|9DUR
278	12136 45333	   	192.22	DCR|2ASPD|1VULN|1AART|1CDMG|1ZMB	1BEXP|2BELT|3VULN|4CDMG|5AART|6RCR|79ASPD|8RMIN|aZMB
279	31151 53363	   	192.12	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG	14ASPD|2AART|3CDMG|5LHND|6CGEN|7VULN|8DMG|9RCR|aRCVC
280	31151 63263	   	192.12	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG	14ASPD|2AART|3CDMG|5LHND|6DMG|7VULN|8CGEN|9RCR|aRCVC
281	61151 53132	 * 	192.00	DCR|2DMG|1MDPS|2ASPD|1AART|1CDMG|1DUR	19DMG|2AART|3CDMG|49ASPD|5LIT|6MDPS|7DUR|89LWND|9BPWR|aRCR
282	61151 53232	   	192.00	DCR|2DMG|1MDPS|2ASPD|1AART|1CDMG|1DUR	19DMG|2AART|3CDMG|49ASPD|5LIT|6MDPS|7DUR|89LHND|9BPWR|aRCR
283	12136 53353	 * 	191.96	DCR|2VULN|2AART|1DMG|1CDMG	1BEXP|2BELT|36VULN|4CDMG|57AART|8DMG|9AME|aRCR
284	61154 32312	   	191.94	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DMG|2AART|3CDMG|4ASPD|5DUST|6MLV|7RMIN|8RCR|9DUR|aVULN
285	61155 13311	   	191.94	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DMG|2AART|3CDMG|4ASPD|5TLV|6RMIN|7VULN|8RCR|9DUR|aLIT
286	61155 13312	   	191.94	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DMG|2AART|3CDMG|4ASPD|5TLV|6RMIN|7VULN|8RCR|9DUR|aAELBLL
287	61155 22311	   	191.94	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DMG|2AART|3CDMG|4ASPD|5TLV|6VULN|7RMIN|8RCR|9DUR|aLIT
288	61155 22312	   	191.94	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DMG|2AART|3CDMG|4ASPD|5TLV|6VULN|7RMIN|8RCR|9DUR|aAELBLL
289	35612 12251	   	191.91	DCR|3VULN|1ASPD|1DMG|1CDMG|1AAC	1ASPD|2DMG|3CDMG|47aVULN|5DMSP|6LHND|8AAC|9RCR
290	35612 22251	   	191.91	DCR|3VULN|1ASPD|1DMG|1CDMG|1AAC	1ASPD|2DMG|3CDMG|47aVULN|5DMSP|6LWND|8AAC|9RCR
291	35612 32251	   	191.91	DCR|3VULN|1ASPD|1DMG|1CDMG|1AAC	1ASPD|2DMG|3CDMG|47aVULN|5DMSP|6BEXP|8AAC|9RCR
292	12136 53343	   	191.86	DCR|2VULN|2AART|1DMG|1CDMG	1BEXP|2BELT|36VULN|4CDMG|57AART|8DMG|9ERES|aRCR
293	61155 12312	   	191.84	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DMG|2AART|3CDMG|4ASPD|5TLV|6RMIN|7DUST|8RCR|9DUR|aVULN
294	35231 11355	 * 	191.81	DCR|3VULN|1MDPS|1ASPD|1DMG|1CDMG	1ASPD|2DMG|3DUST|4LWND|58aVULN|6MDPS|7CDMG|9RCR
295	35331 11355	   	191.81	DCR|3VULN|1MDPS|1ASPD|1DMG|1CDMG	1ASPD|2DMG|3LEGI|4LWND|58aVULN|6MDPS|7CDMG|9RCR
296	33553 53233	   	191.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1ASPD|2AME|3VULN|4CDMG|5ERES|6DMG|7RCR|8AART|9LIT|aZMB
297	31151 53362	   	191.79	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG	14ASPD|2AART|3CDMG|5LHND|6aCGEN|7VULN|8DMG|9RCR
298	31151 63262	   	191.79	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG	14ASPD|2AART|3CDMG|5LHND|6DMG|7VULN|8aCGEN|9RCR
299	36414 37263	 * 	191.78	ACR|2VULN|2ASPD|1AART|1DMG|1CDMG	16ASPD|2MBVNT|3RCR|4FEWX|5AART|7DMG|89VULN|aCDMG
300	66112 34436	   	191.73	DCR|2VULN|2DMG|2ASPD|1AAC	19DMG|2MBVNT|3AAC|49CGEN|5aVULN|6MLV|79ASPD|8RCR|9BPWR
301	31123 35543	   	191.70	DCR|3ASPD|1VULN|1AART|1CDMG	167ASPD|2AART|3CDMG|4RCVC|5AELBLL|8VULN|9RCR|aRMIN
302	36122 53245	   	191.69	DCR|3VULN|2ASPD|1AART|1AAC	17ASPD|2MBVNT|3AAC|47AME|567VULN|7BPWR|8AART|9BEXP|aRCR
