0	Index      	 *	Score 	Summary	Detail	
1	15374 28324	 * 	224.13	ACR|1BASARM|1VULN|1ASPD|1DMG|2CDMG|1BEXP	18CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7DMG|9BEXP|aASPD
150	42312 15142	   	197.12	ACR|2ASPD|1VULN|2AART|1DMG|1BEXP	1DMG|2BEXP|39AART|4RMIN|5RCR|6AEFBLL|7VULN|8aASPD
151	42312 23541	   	197.12	ACR|2DMG|1VULN|2AART|1ASPD|1BEXP	18DMG|2BEXP|39AART|4RMIN|5RCR|6VULN|7ASPD|aAEFBLL
152	33232 11416	   	196.75	ACR|2VULN|2ASPD|1DMG|1BEXP|1CDMG	18VULN|2BEXP|3DMG|4LIT|5RCR|6aASPD|7LWND|9CDMG
153	33232 12416	   	196.75	ACR|2VULN|2ASPD|1DMG|1CDMG|1BEXP	18VULN|2BEXP|3DMG|4LIT|5RCR|6aASPD|7LHND|9CDMG
154	33232 35542	   	196.65	ACR|2VULN|2DMG|1ASPD|1BEXP|1CDMG	17VULN|2BEXP|3aDMG|4LIT|5RCR|6MDPS|8ASPD|9CDMG
155	33232 15426	   	196.65	ACR|2VULN|2ASPD|1DMG|1BEXP|1CDMG	1aVULN|2BEXP|3DMG|4LIT|5RCR|68ASPD|7VENFST|9CDMG
156	15374 26322	   	196.24	ACR|1BASARM|1VULN|2BEXP|2CDMG	18CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7CGEN|9aBEXP
157	42432 21142	 * 	196.16	ACR|3BEXP|2ASPD|2DMG	17DMG|279BEXP|3DUR|4LIT|5RCR|67MLV|7BPWR|8aASPD
158	33232 11142	   	195.79	ACR|2VULN|2ASPD|2BEXP|1DMG	1aVULN|29BEXP|3DMG|4LIT|5RCR|69ASPD|7LWND|89CGEN|9BPWR
159	33232 12142	   	195.79	ACR|2VULN|2ASPD|2BEXP|1DMG	1aVULN|29BEXP|3DMG|4LIT|5RCR|69ASPD|7LHND|89CGEN|9BPWR
160	33232 16542	   	195.79	ACR|2VULN|2ASPD|2BEXP|1DMG	1aVULN|29BEXP|3DMG|4LIT|5RCR|69ASPD|7CGEN|89DUR|9BPWR
161	33232 16642	   	195.79	ACR|2VULN|2ASPD|2BEXP|1DMG	1aVULN|29BEXP|3DMG|4LIT|5RCR|69ASPD|7CGEN|89LHND|9BPWR
162	32232 34611	   	195.69	ACR|2VULN|2DMG|2BEXP|1ASPD	19VULN|2aLWND|39DMG|4LIT|5RCR|6MDPS|7ASPD|89BEXP|9BPWR
163	32232 34613	   	195.69	ACR|2VULN|2DMG|2BEXP|1ASPD	19VULN|2LWND|39DMG|4LIT|5RCR|6MDPS|7ASPD|89BEXP|9BPWR|aBELT
164	32232 34616	   	195.69	ACR|2VULN|2DMG|2BEXP|1ASPD	19VULN|2LWND|39DMG|4LIT|5RCR|6MDPS|7ASPD|89BEXP|9BPWR|aDMSP
165	33232 34166	   	195.69	ACR|2VULN|2DMG|2BEXP|1ASPD	19VULN|2aBEXP|39DMG|4LIT|5RCR|6MDPS|7ASPD|89ZMB|9BPWR
166	34232 34611	   	195.69	ACR|2VULN|2DMG|2BEXP|1ASPD	19VULN|2LHND|39DMG|4LIT|5RCR|6MDPS|7ASPD|89BEXP|9BPWR|aLWND
167	34232 34612	   	195.69	ACR|2VULN|2DMG|2BEXP|1ASPD	19VULN|2LHND|39DMG|4aLIT|5RCR|6MDPS|7ASPD|89BEXP|9BPWR
168	34232 34613	   	195.69	ACR|2VULN|2DMG|2BEXP|1ASPD	19VULN|2LHND|39DMG|4LIT|5RCR|6MDPS|7ASPD|89BEXP|9BPWR|aDMSP
169	32232 12631	   	195.69	ACR|2VULN|2DMG|2BEXP|1ASPD	1aVULN|2LWND|3aDMG|4LIT|5RCR|6ASPD|7RPLT|8MDPS|9aBEXP|aBPWR
170	15374 23833	 * 	195.63	ACR|3VULN|1BASARM|1BEXP|1CDMG	1CDMG|28aVULN|3MBVNT|4RCR|5TLV|6BASARM|7BEXP|9LIT
171	32232 12321	   	195.54	ACR|2VULN|2ASPD|2DMG|1AAC	19VULN|29LWND|38DMG|4LIT|5RCR|69ASPD|7RPLT|9BPWR|aAAC
172	56232 12321	   	195.54	ACR|2VULN|2ASPD|2DMG|1AAC	19LWND|29VULN|38DMG|4LIT|5RCR|69ASPD|7RPLT|9BPWR|aAAC
173	15374 22141	   	195.16	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7RMIN|8RPLT|9BEXP|aDMG
174	15374 22224	   	195.16	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|78RMIN|9BEXP|aASPD
175	15374 22611	   	195.16	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7RMIN|8BEXP|9RPLT|aDMG
176	15374 22633	   	195.16	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7RMIN|8BEXP|9FEWX|aASPD
177	15374 23211	   	195.16	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7BEXP|8LHND|9ASPD|aRMIN
178	15374 23213	   	195.16	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7BEXP|8LHND|9ASPD|aCGEN
179	15374 23227	   	195.16	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7BEXP|8LHND|9ZMB|aDMG
180	15374 23284	   	195.16	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7BEXP|8LHND|9CGEN|aDMG
181	15374 23511	   	195.16	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7BEXP|8RMIN|9RPLT|aDMG
182	15374 23533	   	195.16	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7BEXP|8RMIN|9FEWX|aASPD
183	15374 23611	   	195.16	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7BEXP|8FEWX|9ASPD|aRMIN
184	15374 23613	   	195.16	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7BEXP|8FEWX|9ASPD|aCGEN
185	15374 26141	   	195.16	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7CGEN|8RPLT|9BEXP|aDMG
186	15374 28114	   	195.16	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7DMG|8RPLT|9LHND|aBEXP
187	15374 28143	   	195.16	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7DMG|8RPLT|9BEXP|aLHND
188	15374 28224	   	195.16	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7DMG|8RMIN|9BEXP|aCGEN
189	42312 21134	   	195.12	ACR|2VULN|1ASPD|1DMG|1CDMG|1BEXP|1AART	1DMG|2BEXP|3AART|4RMIN|5RCR|67VULN|8ASPD|9FEWX|aCDMG
190	42336 21134	   	195.12	ACR|2VULN|1ASPD|1DMG|1CDMG|1BEXP|1AART	1DMG|2BEXP|3AART|4CGEN|5RCR|67VULN|8ASPD|9FEWX|aCDMG
191	45312 21134	   	195.12	ACR|2VULN|1ASPD|1DMG|1CDMG|1BEXP|1AART	1DMG|2FEWX|3AART|4RMIN|5RCR|67VULN|8ASPD|9BEXP|aCDMG
192	44152 21323	 * 	195.12	ACR|3DMG|2BEXP|2BASICY	189DMG|2RCVC|3aLHND|4LIT|5RCR|6aBEXP|7aBASICY|aBPWR
193	44216 23322	   	195.07	ACR|1BASARM|1VULN|1ASPD|1DMG	1DMG|23RCVC|4RCR|5ASPD|6DUR|7VULN|8BASARM|9DMSP|aRMIN
194	44216 23323	   	195.07	ACR|1BASARM|1VULN|1ASPD|1DMG	1DMG|23RCVC|4RCR|5ASPD|6DUR|7VULN|8BASARM|9DMSP|aMLV
195	15374 22643	   	195.06	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7RMIN|8BEXP|9DUST|aASPD
196	15374 22824	   	195.06	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7RMIN|8AEFBLL|9BEXP|aASPD
197	15374 23212	   	195.06	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7BEXP|8LHND|9ASPD|aERES
198	15374 23214	   	195.06	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7BEXP|8LHND|9ASPD|aDLOT
199	15374 23216	   	195.06	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7BEXP|8LHND|9ASPD|aDUST
200	15374 23217	   	195.06	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7BEXP|8LHND|9ASPD|aNUKE
201	15374 23311	   	195.06	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7BEXP|8DUST|9ASPD|aRMIN
202	15374 23313	   	195.06	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7BEXP|8DUST|9ASPD|aCGEN
203	15374 23328	   	195.06	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7BEXP|8DUST|9ZMB|aASPD
204	15374 23364	   	195.06	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7BEXP|8DUST|9CGEN|aDMG
205	15374 23411	   	195.06	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7BEXP|8ERES|9RPLT|aDMG
206	15374 23425	   	195.06	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7BEXP|8ERES|9CGEN|aDMG
207	15374 23437	   	195.06	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7BEXP|8ERES|9FEWX|aDMG
208	15374 23543	   	195.06	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7BEXP|8RMIN|9DUST|aASPD
209	15374 23612	   	195.06	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7BEXP|8FEWX|9ASPD|aERES
210	15374 23614	   	195.06	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7BEXP|8FEWX|9ASPD|aDLOT
211	15374 28121	   	195.06	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7DMG|8RPLT|9SNIFST|aBEXP
212	15374 28142	   	195.06	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7DMG|8RPLT|9BEXP|aAME
213	15374 28221	   	195.06	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7DMG|8RMIN|9BEXP|aDUST
214	15374 28223	   	195.06	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7DMG|8RMIN|9BEXP|aSNITOX
215	42362 21134	   	195.02	ACR|2VULN|1ASPD|1DMG|1CDMG|1BEXP|1AART	1DMG|2BEXP|3AART|4AAC|5RCR|67VULN|8ASPD|9FEWX|aCDMG
216	42312 21143	   	194.99	ACR|2VULN|2AART|1ASPD|1DMG|1BEXP	1DMG|2BEXP|39AART|4RMIN|5RCR|67VULN|8ASPD|aLIT
217	42312 21144	   	194.99	ACR|2VULN|2AART|1ASPD|1DMG|1BEXP	1DMG|2BEXP|39AART|4RMIN|5RCR|67VULN|8ASPD|aLHND
218	42336 21143	   	194.99	ACR|2VULN|2AART|1ASPD|1DMG|1BEXP	1DMG|2BEXP|39AART|4CGEN|5RCR|67VULN|8ASPD|aLIT
219	44216 23312	   	194.97	ACR|1BASARM|1VULN|1ASPD|1DMG	1DMG|23RCVC|4RCR|5ASPD|6DUR|7VULN|8BASARM|9AIRHEL|aRPLT
220	44216 23321	   	194.97	ACR|1BASARM|1VULN|1ASPD|1DMG	1DMG|23RCVC|4RCR|5ASPD|6DUR|7VULN|8BASARM|9DMSP|aTLV
221	15374 23312	   	194.96	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7BEXP|8DUST|9ASPD|aERES
222	15374 23314	   	194.96	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7BEXP|8DUST|9ASPD|aDLOT
223	15374 23316	   	194.96	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7BEXP|8aDUST|9ASPD
224	15374 23448	   	194.96	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7BEXP|8ERES|9DUST|aASPD
225	15374 23454	   	194.96	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1CDMG|2VULN|3MBVNT|4RCR|5TLV|6BASARM|7BEXP|89ERES|aASPD
226	42362 21143	   	194.89	ACR|2VULN|2AART|1ASPD|1DMG|1BEXP	1DMG|2BEXP|39AART|4AAC|5RCR|67VULN|8ASPD|aLIT
227	42312 21141	   	194.89	ACR|2VULN|2AART|1ASPD|1DMG|1BEXP	1DMG|2BEXP|39AART|4RMIN|5RCR|67VULN|8ASPD|aAEFBLL
228	42312 21145	   	194.89	ACR|2VULN|2AART|1ASPD|1DMG|1BEXP	1DMG|2BEXP|39AART|4RMIN|5RCR|67VULN|8ASPD|aSPLARM
229	42312 21146	   	194.89	ACR|2VULN|2AART|1ASPD|1DMG|1BEXP	1DMG|2BEXP|39AART|4RMIN|5RCR|67VULN|8ASPD|aERES
230	42336 21141	   	194.89	ACR|2VULN|2AART|1ASPD|1DMG|1BEXP	1DMG|2BEXP|39AART|4CGEN|5RCR|67VULN|8ASPD|aAEFBLL
231	44216 23313	   	194.87	ACR|1BASARM|1VULN|1ASPD|1DMG	1DMG|23RCVC|4RCR|5ASPD|6DUR|7VULN|8BASARM|9AIRHEL|aAEFBLL
232	42362 21141	   	194.79	ACR|2VULN|2AART|1ASPD|1DMG|1BEXP	1DMG|2BEXP|39AART|4AAC|5RCR|67VULN|8ASPD|aAEFBLL
