0	Index      	 *	Score 	Summary	Detail	
1	62241 21351	 * 	238.57	ACR|3VULN|3DMG|1BASICY|2CDMG	17aVULN|2RCR|3AME|478DMG|57CDMG|6RCVC|7BPWR|9BASICY
154	32433 24352	   	212.13	ACR|2BASARM|3ASPD	189LWND|2RCR|3AAC|48aASPD|5DUST|6TLV|78BASARM|8BPWR
155	32151 62153	   	212.00	ACR|1BASARM|1VULN|1DMG|1BASICY|1CDMG	1LWND|2RCR|3CDMG|4MLV|5ERES|6BASARM|7VULN|8DMG|9BASICY|aRCVC
156	32141 62153	   	211.90	ACR|1BASARM|1VULN|1DMG|1BASICY|1CDMG	1LWND|2RCR|3CDMG|4AME|5ERES|6BASARM|7VULN|8DMG|9BASICY|aRCVC
157	32221 62153	   	211.90	ACR|1BASARM|1VULN|1DMG|1BASICY|1CDMG	1LWND|2RCR|3AME|4ERES|5CDMG|6BASARM|7VULN|8DMG|9BASICY|aRCVC
158	32255 42324	   	211.75	ACR|2VULN|2ASPD|1DMG|1CDMG|1BEXP	19LWND|2RCR|3AME|49VULN|5CDMG|6BEXP|7MBVNT|89ASPD|9BPWR|aDMG
159	62215 42324	   	211.75	ACR|2VULN|2ASPD|1DMG|1CDMG|1BEXP	19VULN|2RCR|3AME|49LWND|5CDMG|6BEXP|7MBVNT|89ASPD|9BPWR|aDMG
160	32132 42324	   	211.75	ACR|2VULN|2ASPD|1DMG|1CDMG|1BEXP	19LWND|2RCR|3CDMG|49VULN|5TLV|6BEXP|7MBVNT|89ASPD|9BPWR|aDMG
161	62326 31311	   	211.72	ACR|3DMG|2VULN|1CDMG|1AART	19VULN|2RCR|34DUST|5AART|67aDMG|8CDMG
162	32111 62152	   	211.67	ACR|1BASARM|1VULN|1DMG|1BASICY|1CDMG	1LWND|2RCR|3CDMG|4CGEN|5ERES|6BASARM|7VULN|8DMG|9BASICY|aFEWX
163	32111 62154	   	211.67	ACR|1BASARM|1VULN|1DMG|1BASICY|1CDMG	1LWND|2RCR|3CDMG|4CGEN|5ERES|6BASARM|7VULN|8DMG|9BASICY|aLHND
164	32151 61151	   	211.67	ACR|1BASARM|1ASPD|1DMG|1BEXP|1CDMG	1LWND|2RCR|3CDMG|49MLV|5ERES|6BASARM|7BEXP|8DMG|aASPD
165	32151 62152	   	211.67	ACR|1BASARM|1VULN|1DMG|1BASICY|1CDMG	1LWND|2RCR|3CDMG|4MLV|5ERES|6BASARM|7VULN|8DMG|9BASICY|aRPLT
166	32232 14246	   	211.67	ACR|1BASARM|1ASPD|1DMG|1BEXP|1CDMG	1LWND|2RCR|3AME|4ASPD|5FEWX|6RMIN|7BASARM|8CDMG|9DMG|aBEXP
167	32232 14542	   	211.67	ACR|1BASARM|1ASPD|1DMG|1BEXP|1CDMG	1LWND|2RCR|3AME|4ASPD|5FEWX|6RMIN|7BASARM|8DMG|9BEXP|aCDMG
168	32233 14245	   	211.67	ACR|1BASARM|1ASPD|1DMG|1AART|1CDMG	1LWND|2RCR|3AME|4ASPD|5LHND|6RMIN|7BASARM|8CDMG|9DMG|aAART
169	32233 14542	   	211.67	ACR|1BASARM|1ASPD|1DMG|1BEXP|1CDMG	1LWND|2RCR|3AME|4ASPD|5LHND|6RMIN|7BASARM|8DMG|9BEXP|aCDMG
170	62115 11521	   	211.65	ACR|3VULN|2BEXP|3CDMG|1AART	179VULN|2RCR|359CDMG|47CGEN|67MLV|79BPWR|89BEXP|aAART
171	62421 34313	   	211.65	ACR|2VULN|2DMG|1ASPD|1BEXP|1CDMG	14VULN|2RCR|3AAC|4BPWR|5DMSP|68DMG|7CDMG|9ASPD|aBEXP
172	32141 62152	   	211.57	ACR|1BASARM|1VULN|1DMG|1BASICY|1CDMG	1LWND|2RCR|3CDMG|4AME|5ERES|6BASARM|7VULN|8DMG|9BASICY|aRPLT
173	32221 62152	   	211.57	ACR|1BASARM|1VULN|1DMG|1BASICY|1CDMG	1LWND|2RCR|3AME|4ERES|5CDMG|6BASARM|7VULN|8DMG|9BASICY|aRPLT
174	32221 62154	   	211.57	ACR|1BASARM|1VULN|1DMG|1BASICY|1CDMG	1LWND|2RCR|3AME|4ERES|5CDMG|6BASARM|7VULN|8DMG|9BASICY|aLHND
175	32111 62151	   	211.57	ACR|1BASARM|1VULN|1DMG|1BASICY|1CDMG	1LWND|2RCR|3CDMG|4CGEN|5ERES|6BASARM|7VULN|8DMG|9BASICY|aTLV
176	32111 62155	   	211.57	ACR|1BASARM|1VULN|1DMG|1BASICY|1CDMG	1LWND|2RCR|3CDMG|4CGEN|5ERES|6BASARM|7VULN|8DMG|9BASICY|aLEGI
177	32151 62151	   	211.57	ACR|1BASARM|1VULN|1DMG|1BASICY|1CDMG	1LWND|2RCR|3CDMG|4MLV|5ERES|6BASARM|7VULN|8DMG|9BASICY|aAEMAG
178	62343 53221	   	211.55	ACR|2VULN|2DMG|1ASPD|1BEXP|1CDMG	19VULN|2RCR|3DUST|4SNIFST|5BEXP|68DMG|7CDMG|aASPD
179	32141 62151	   	211.47	ACR|1BASARM|1VULN|1DMG|1BASICY|1CDMG	1LWND|2RCR|3CDMG|4AME|5ERES|6BASARM|7VULN|8DMG|9BASICY|aAEMAG
180	32221 62151	   	211.47	ACR|1BASARM|1VULN|1DMG|1BASICY|1CDMG	1LWND|2RCR|3AME|4ERES|5CDMG|6BASARM|7VULN|8DMG|9BASICY|aAEMAG
181	32221 62155	   	211.47	ACR|1BASARM|1VULN|1DMG|1BASICY|1CDMG	1LWND|2RCR|3AME|4ERES|5CDMG|6BASARM|7VULN|8DMG|9BASICY|aLEGI
182	62221 16123	   	211.33	ACR|3VULN|2ASPD|1BASICY|1AART	149VULN|2RCR|349AME|49BPWR|5AART|6LHND|7BASICY|89ASPD|aRPLT
183	62221 16124	   	211.33	ACR|3VULN|2ASPD|1BASICY|1AART	149VULN|2RCR|349AME|49BPWR|5AART|6aLHND|7BASICY|89ASPD
184	62221 16126	   	211.33	ACR|3VULN|2ASPD|1BASICY|1AART	149VULN|2RCR|349AME|49BPWR|5AART|6LHND|7BASICY|89ASPD|aFEWX
185	62112 15226	   	211.33	ACR|3VULN|2ASPD|2CDMG|1BEXP	159VULN|2RCR|39CDMG|4CGEN|6MLV|79ASPD|8MDPS|9BPWR|aBEXP
186	62161 15321	   	211.33	ACR|3VULN|2ASPD|2CDMG|1BEXP	159VULN|2RCR|39CDMG|4BEXP|6MDPS|7MLV|89ASPD|9BPWR|aFEWX
187	62161 15323	   	211.33	ACR|3VULN|2ASPD|2CDMG|1BEXP	159VULN|2RCR|39CDMG|4BEXP|6MDPS|7MLV|89ASPD|9BPWR|aZMB
188	62131 15226	   	211.23	ACR|3VULN|2ASPD|2CDMG|1BEXP	149VULN|2RCR|39CDMG|5AME|6MLV|79ASPD|8MDPS|9BPWR|aBEXP
189	62132 25226	   	211.23	ACR|3VULN|2ASPD|2CDMG|1BEXP	149VULN|2RCR|39CDMG|5MLV|6ERES|79ASPD|8MDPS|9BPWR|aBEXP
190	62133 36323	   	211.23	ACR|3VULN|2DMG|2CDMG|1BEXP	149VULN|2RCR|39CDMG|57AAC|6RMIN|89DMG|9BPWR|aBEXP
191	62221 16121	   	211.23	ACR|3VULN|2ASPD|1BASICY|1AART	149VULN|2RCR|349AME|49BPWR|5AART|6LHND|7BASICY|89ASPD|aDUST
192	62221 16122	   	211.23	ACR|3VULN|2ASPD|1BASICY|1AART	149VULN|2RCR|349AME|49BPWR|5AART|6LHND|7BASICY|89ASPD|aERES
193	62221 16125	   	211.23	ACR|3VULN|2ASPD|1BASICY|1AART	149VULN|2RCR|349AME|49BPWR|5AART|6LHND|7BASICY|89ASPD|aNUKE
194	62251 16121	   	211.23	ACR|3VULN|2ASPD|1BASICY|1AART	149VULN|2RCR|39AME|5AART|6LHND|7BASICY|89ASPD|9BPWR|aAEMAG
195	62161 15322	   	211.23	ACR|3VULN|2ASPD|2CDMG|1BEXP	159VULN|2RCR|39CDMG|4BEXP|6MDPS|7MLV|89ASPD|9BPWR|aDUST
196	62131 32324	   	211.13	ACR|3VULN|2ASPD|1DMG|1CDMG	149VULN|2RCR|3CDMG|59AME|6MDPS|7MBVNT|89ASPD|9BPWR|aDMG
197	62152 32324	   	211.13	ACR|3VULN|2ASPD|1DMG|1CDMG	159VULN|2RCR|3CDMG|49AME|6MDPS|7MBVNT|89ASPD|9BPWR|aDMG
198	62115 15223	   	210.96	ACR|2VULN|2ASPD|3CDMG|1AART	19VULN|2RCR|359CDMG|4CGEN|6MLV|79ASPD|8MDPS|9BPWR|aAART
199	62112 11312	   	210.74	ACR|3VULN|1ASPD|1DMG|1CDMG|1AART	157VULN|2RCR|3CDMG|47CGEN|67MLV|7BPWR|8DMG|9AART|aASPD
200	62242 12413	 * 	210.69	ACR|2VULN|2DMG|2BEXP|1ASPD	17VULN|2RCR|3AME|47DMG|57FEWX|6RMIN|7BPWR|8aBEXP|9ASPD
201	62243 12413	   	210.69	ACR|2VULN|2DMG|2BEXP|1ASPD	17VULN|2RCR|3AME|47DMG|57LHND|6RMIN|7BPWR|8aBEXP|9ASPD
202	62112 21312	   	210.54	ACR|3VULN|1ASPD|1DMG|1CDMG|1AART	156VULN|2RCR|3CDMG|4CGEN|7RMIN|8DMG|9AART|aASPD
203	62112 61312	   	210.54	ACR|3VULN|1ASPD|1DMG|1CDMG|1AART	157VULN|2RCR|3CDMG|47CGEN|67AME|7BPWR|8DMG|9AART|aASPD
204	62131 11312	   	210.54	ACR|3VULN|1ASPD|1DMG|1CDMG|1AART	147VULN|2RCR|3CDMG|57AME|67MLV|7BPWR|8DMG|9AART|aASPD
205	62132 21312	   	210.54	ACR|3VULN|1ASPD|1DMG|1AART|1CDMG	147VULN|2RCR|3CDMG|57MLV|67ERES|7BPWR|8DMG|9AART|aASPD
206	62132 61312	   	210.54	ACR|3VULN|1ASPD|1DMG|1CDMG|1AART	147VULN|2RCR|3CDMG|57MLV|67AME|7BPWR|8DMG|9AART|aASPD
207	62142 21312	   	210.54	ACR|3VULN|1ASPD|1DMG|1AART|1CDMG	157VULN|2RCR|3CDMG|47MLV|67ERES|7BPWR|8DMG|9AART|aASPD
208	62142 61312	   	210.54	ACR|3VULN|1ASPD|1DMG|1CDMG|1AART	157VULN|2RCR|3CDMG|47MLV|67AME|7BPWR|8DMG|9AART|aASPD
209	62152 11312	   	210.54	ACR|3VULN|1ASPD|1DMG|1CDMG|1AART	157VULN|2RCR|3CDMG|47AME|67MLV|7BPWR|8DMG|9AART|aASPD
210	32111 62142	   	210.50	ACR|1BASARM|2DMG|1VULN|1CDMG	1LWND|2RCR|3CDMG|4CGEN|5ERES|6BASARM|7VULN|89DMG|aZMB
211	32111 62144	   	210.50	ACR|1BASARM|2DMG|1VULN|1CDMG	1LWND|2RCR|3CDMG|4CGEN|5ERES|6BASARM|7VULN|89DMG|aRMIN
212	32151 62142	   	210.50	ACR|1BASARM|2DMG|1VULN|1CDMG	1LWND|2RCR|3CDMG|4MLV|5ERES|6BASARM|7VULN|89DMG|aZMB
213	62423 33613	   	210.49	ACR|3VULN|3ASPD|1AART	148VULN|2RCR|3AAC|48BPWR|58LIT|689ASPD|7AART|aRCVC
214	62112 25312	   	210.44	ACR|3VULN|1ASPD|1DMG|1AART|1CDMG	156VULN|2RCR|3CDMG|4CGEN|7ERES|8DMG|9AART|aASPD
215	62131 21312	   	210.44	ACR|3VULN|1ASPD|1DMG|1CDMG|1AART	146VULN|2RCR|3CDMG|5AME|7RMIN|8DMG|9AART|aASPD
216	62152 21312	   	210.44	ACR|3VULN|1ASPD|1DMG|1CDMG|1AART	156VULN|2RCR|3CDMG|4AME|7RMIN|8DMG|9AART|aASPD
217	32111 62143	   	210.40	ACR|1BASARM|2DMG|1VULN|1CDMG	1LWND|2RCR|3CDMG|4CGEN|5ERES|6BASARM|7VULN|89DMG|aNUKE
218	32141 62142	   	210.40	ACR|1BASARM|2DMG|1VULN|1CDMG	1LWND|2RCR|3CDMG|4AME|5ERES|6BASARM|7VULN|89DMG|aZMB
219	32151 62143	   	210.40	ACR|1BASARM|2DMG|1VULN|1CDMG	1LWND|2RCR|3CDMG|4MLV|5ERES|6BASARM|7VULN|89DMG|aNUKE
220	32221 62142	   	210.40	ACR|1BASARM|2DMG|1VULN|1CDMG	1LWND|2RCR|3AME|4ERES|5CDMG|6BASARM|7VULN|89DMG|aZMB
221	32221 62144	   	210.40	ACR|1BASARM|2DMG|1VULN|1CDMG	1LWND|2RCR|3AME|4ERES|5CDMG|6BASARM|7VULN|89DMG|aRMIN
222	62421 33531	   	210.37	ACR|2VULN|1BASARM|1ASPD|1DMG	14VULN|2RCR|3AAC|4BPWR|5DMSP|6DMG|7BELT|8BASARM|9AEFBLL|aASPD
223	62131 25312	   	210.34	ACR|3VULN|1ASPD|1DMG|1CDMG|1AART	146VULN|2RCR|3CDMG|5AME|7ERES|8DMG|9AART|aASPD
224	62133 25312	   	210.34	ACR|3VULN|1ASPD|1DMG|1AART|1CDMG	146VULN|2RCR|3CDMG|5AAC|7ERES|8DMG|9AART|aASPD
225	62136 25312	   	210.34	ACR|3VULN|1ASPD|1DMG|1AART|1CDMG	146VULN|2RCR|3CDMG|5NUKE|7ERES|8DMG|9AART|aASPD
226	62152 25312	   	210.34	ACR|3VULN|1ASPD|1DMG|1CDMG|1AART	156VULN|2RCR|3CDMG|4AME|7ERES|8DMG|9AART|aASPD
227	32141 62143	   	210.30	ACR|1BASARM|2DMG|1VULN|1CDMG	1LWND|2RCR|3CDMG|4AME|5ERES|6BASARM|7VULN|89DMG|aNUKE
228	32221 62143	   	210.30	ACR|1BASARM|2DMG|1VULN|1CDMG	1LWND|2RCR|3AME|4ERES|5CDMG|6BASARM|7VULN|89DMG|aNUKE
229	62423 33611	   	210.16	ACR|3VULN|3ASPD|1AART	148VULN|2RCR|3AAC|48BPWR|58LIT|689ASPD|7AART|aRPLT
230	32433 24314	   	210.13	ACR|2BASARM|2ASPD|1BEXP	18LWND|2RCR|3AAC|48ASPD|5DUST|6TLV|78BASARM|8BPWR|9DUR|aBEXP
231	32433 24324	   	210.13	ACR|2BASARM|2ASPD|1VULN	18LWND|2RCR|3AAC|48ASPD|5DUST|6TLV|78BASARM|8BPWR|9MLV|aVULN
232	32433 24331	   	210.13	ACR|2BASARM|2ASPD|1BEXP	18LWND|2RCR|3AAC|48ASPD|5DUST|6TLV|78BASARM|8BPWR|9BEXP|aRMIN
233	32433 24335	   	210.13	ACR|2BASARM|2ASPD|1BEXP	18LWND|2RCR|3AAC|48ASPD|5DUST|6TLV|78BASARM|8BPWR|9BEXP|aMLV
234	32433 24336	   	210.13	ACR|2BASARM|2ASPD|1BEXP	18LWND|2RCR|3AAC|48ASPD|5DUST|6TLV|78BASARM|8BPWR|9BEXP|aLIT
235	32443 24331	 * 	210.13	ACR|2BASARM|2DMG|1BEXP	18LWND|2RCR|3AAC|48DMG|5DUST|6TLV|78BASARM|8BPWR|9BEXP|aRMIN
236	62112 11332	   	210.07	ACR|4VULN|2DMG|2CDMG	1579VULN|2RCR|39CDMG|47CGEN|67MLV|79BPWR|89DMG|aDUR
237	62112 11335	   	210.07	ACR|4VULN|2DMG|2CDMG	1579VULN|2RCR|39CDMG|47CGEN|67MLV|79BPWR|89DMG|aRPLT
238	62112 11336	   	210.07	ACR|4VULN|2DMG|2CDMG	1579VULN|2RCR|39CDMG|47CGEN|67MLV|79BPWR|89DMG|aLIT
239	62214 11321	   	210.06	ACR|3VULN|3DMG|1AART	189VULN|2RCR|389AME|4LWND|5AART|6LSRICY|789DMG|89BPWR|aRMIN
240	62214 11322	   	210.06	ACR|3VULN|3DMG|1AART	189VULN|2RCR|389AME|4aLWND|5AART|6LSRICY|789DMG|89BPWR
241	62214 11323	   	210.06	ACR|3VULN|3DMG|1AART	189VULN|2RCR|389AME|4LWND|5AART|6LSRICY|789DMG|89BPWR|aCGEN
242	62214 11324	   	210.06	ACR|3VULN|3DMG|1AART	189VULN|2RCR|389AME|4LWND|5AART|6LSRICY|789DMG|89BPWR|aDUR
243	62214 11326	   	210.06	ACR|3VULN|3DMG|1AART	189VULN|2RCR|389AME|4LWND|5AART|6LSRICY|789DMG|89BPWR|aLIT
244	62423 33631	   	210.06	ACR|3VULN|3ASPD|1AART	148VULN|2RCR|3AAC|48BPWR|58LIT|68aASPD|7AART|9SPLARM
245	32433 24333	   	210.03	ACR|2BASARM|2ASPD|1BEXP	18LWND|2RCR|3AAC|48ASPD|5aDUST|6TLV|78BASARM|8BPWR|9BEXP
246	32443 24333	   	210.03	ACR|2BASARM|2DMG|1BEXP	18LWND|2RCR|3AAC|48DMG|5aDUST|6TLV|78BASARM|8BPWR|9BEXP
247	62112 11331	   	209.97	ACR|4VULN|2DMG|2CDMG	1579VULN|2RCR|39CDMG|47CGEN|67MLV|79BPWR|89DMG|aDUST
248	62112 11334	   	209.97	ACR|4VULN|2DMG|2CDMG	1579VULN|2RCR|39CDMG|47CGEN|67MLV|79BPWR|89DMG|aERES
249	32433 24332	   	209.88	ACR|2BASARM|2ASPD|1BEXP|1SELL	18LWND|2RCR|3AAC|48ASPD|5DUST|6TLV|78BASARM|8BPWR|9BEXP|aSELL
250	32443 24332	   	209.88	ACR|2BASARM|2DMG|1BEXP|1SELL	18LWND|2RCR|3AAC|48DMG|5DUST|6TLV|78BASARM|8BPWR|9BEXP|aSELL
251	62131 11332	   	209.87	ACR|4VULN|2DMG|2CDMG	1479VULN|2RCR|39CDMG|57AME|67MLV|79BPWR|89DMG|aDUR
252	62131 11335	   	209.87	ACR|4VULN|2DMG|2CDMG	1479VULN|2RCR|39CDMG|57AME|67MLV|79BPWR|89DMG|aRPLT
253	62131 11336	   	209.87	ACR|4VULN|2DMG|2CDMG	1479VULN|2RCR|39CDMG|57AME|67MLV|79BPWR|89DMG|aLIT
254	62132 21332	   	209.87	ACR|4VULN|2DMG|2CDMG	1479VULN|2RCR|39CDMG|57MLV|67ERES|79BPWR|89DMG|aDUR
255	62132 21335	   	209.87	ACR|4VULN|2DMG|2CDMG	1479VULN|2RCR|39CDMG|57MLV|67ERES|79BPWR|89DMG|aLWND
256	62132 21336	   	209.87	ACR|4VULN|2DMG|2CDMG	1479VULN|2RCR|39CDMG|57MLV|67ERES|79BPWR|89DMG|aRPLT
257	62132 61332	   	209.87	ACR|4VULN|2DMG|2CDMG	1479VULN|2RCR|39CDMG|57MLV|67AME|79BPWR|89DMG|aDUR
258	62132 61335	   	209.87	ACR|4VULN|2DMG|2CDMG	1479VULN|2RCR|39CDMG|57MLV|67AME|79BPWR|89DMG|aRPLT
259	62132 61336	   	209.87	ACR|4VULN|2DMG|2CDMG	1479VULN|2RCR|39CDMG|57MLV|67AME|79BPWR|89DMG|aLIT
260	62112 61332	   	209.87	ACR|4VULN|2DMG|2CDMG	1579VULN|2RCR|39CDMG|47CGEN|67AME|79BPWR|89DMG|aDUR
261	62112 61335	   	209.87	ACR|4VULN|2DMG|2CDMG	1579VULN|2RCR|39CDMG|47CGEN|67AME|79BPWR|89DMG|aRPLT
262	62112 61336	   	209.87	ACR|4VULN|2DMG|2CDMG	1579VULN|2RCR|39CDMG|47CGEN|67AME|79BPWR|89DMG|aLIT
263	62142 21332	   	209.87	ACR|4VULN|2DMG|2CDMG	1579VULN|2RCR|39CDMG|47MLV|67ERES|79BPWR|89DMG|aDUR
264	62142 21335	   	209.87	ACR|4VULN|2DMG|2CDMG	1579VULN|2RCR|39CDMG|47MLV|67ERES|79BPWR|89DMG|aLWND
265	62142 21336	   	209.87	ACR|4VULN|2DMG|2CDMG	1579VULN|2RCR|39CDMG|47MLV|67ERES|79BPWR|89DMG|aRPLT
266	62142 61332	   	209.87	ACR|4VULN|2DMG|2CDMG	1579VULN|2RCR|39CDMG|47MLV|67AME|79BPWR|89DMG|aDUR
267	62152 11332	   	209.87	ACR|4VULN|2DMG|2CDMG	1579VULN|2RCR|39CDMG|47AME|67MLV|79BPWR|89DMG|aDUR
268	62152 11335	   	209.87	ACR|4VULN|2DMG|2CDMG	1579VULN|2RCR|39CDMG|47AME|67MLV|79BPWR|89DMG|aRPLT
269	62152 11336	   	209.87	ACR|4VULN|2DMG|2CDMG	1579VULN|2RCR|39CDMG|47AME|67MLV|79BPWR|89DMG|aLIT
270	62131 11331	   	209.77	ACR|4VULN|2DMG|2CDMG	1479VULN|2RCR|39CDMG|57AME|67MLV|79BPWR|89DMG|aDUST
271	62131 11334	   	209.77	ACR|4VULN|2DMG|2CDMG	1479VULN|2RCR|39CDMG|57AME|67MLV|79BPWR|89DMG|aERES
272	62132 21331	   	209.77	ACR|4VULN|2DMG|2CDMG	1479VULN|2RCR|39CDMG|57MLV|67ERES|79BPWR|89DMG|aDUST
273	62132 21334	   	209.77	ACR|4VULN|2DMG|2CDMG	1479VULN|2RCR|39CDMG|57MLV|67aERES|79BPWR|89DMG
274	62132 61331	   	209.77	ACR|4VULN|2DMG|2CDMG	1479VULN|2RCR|39CDMG|57MLV|67AME|79BPWR|89DMG|aDUST
275	62132 61334	   	209.77	ACR|4VULN|2DMG|2CDMG	1479VULN|2RCR|39CDMG|57MLV|67AME|79BPWR|89DMG|aERES
276	62133 21322	   	209.77	ACR|4VULN|2DMG|2CDMG	1469VULN|2RCR|39CDMG|5AAC|7RMIN|89DMG|9BPWR|aDUR
277	62133 21325	   	209.77	ACR|4VULN|2DMG|2CDMG	1469VULN|2RCR|39CDMG|5AAC|7RMIN|89DMG|9BPWR|aRPLT
278	62133 21326	   	209.77	ACR|4VULN|2DMG|2CDMG	1469VULN|2RCR|39CDMG|5AAC|7RMIN|89DMG|9BPWR|aLIT
279	62136 21322	   	209.77	ACR|4VULN|2DMG|2CDMG	1469VULN|2RCR|39CDMG|5NUKE|7RMIN|89DMG|9BPWR|aDUR
280	62136 21325	   	209.77	ACR|4VULN|2DMG|2CDMG	1469VULN|2RCR|39CDMG|5NUKE|7RMIN|89DMG|9BPWR|aRPLT
281	62136 21326	   	209.77	ACR|4VULN|2DMG|2CDMG	1469VULN|2RCR|39CDMG|5NUKE|7RMIN|89DMG|9BPWR|aLIT
282	62112 25332	   	209.77	ACR|4VULN|2DMG|2CDMG	1569VULN|2RCR|39CDMG|4CGEN|7ERES|89DMG|9BPWR|aDUR
283	62112 25335	   	209.77	ACR|4VULN|2DMG|2CDMG	1569VULN|2RCR|39CDMG|4CGEN|7ERES|89DMG|9BPWR|aLWND
284	62112 25336	   	209.77	ACR|4VULN|2DMG|2CDMG	1569VULN|2RCR|39CDMG|4CGEN|7ERES|89DMG|9BPWR|aRPLT
285	62112 61331	   	209.77	ACR|4VULN|2DMG|2CDMG	1579VULN|2RCR|39CDMG|47CGEN|67AME|79BPWR|89DMG|aDUST
286	62112 61334	   	209.77	ACR|4VULN|2DMG|2CDMG	1579VULN|2RCR|39CDMG|47CGEN|67AME|79BPWR|89DMG|aERES
287	62142 21331	   	209.77	ACR|4VULN|2DMG|2CDMG	1579VULN|2RCR|39CDMG|47MLV|67ERES|79BPWR|89DMG|aDUST
288	62142 21334	   	209.77	ACR|4VULN|2DMG|2CDMG	1579VULN|2RCR|39CDMG|47MLV|67aERES|79BPWR|89DMG
289	62142 61331	   	209.77	ACR|4VULN|2DMG|2CDMG	1579VULN|2RCR|39CDMG|47MLV|67AME|79BPWR|89DMG|aDUST
290	62152 11331	   	209.77	ACR|4VULN|2DMG|2CDMG	1579VULN|2RCR|39CDMG|47AME|67MLV|79BPWR|89DMG|aDUST
291	62152 11334	   	209.77	ACR|4VULN|2DMG|2CDMG	1579VULN|2RCR|39CDMG|47AME|67MLV|79BPWR|89DMG|aERES
292	32152 46321	 * 	209.72	ACR|3BEXP|2ASPD|1VULN|2CDMG	1LWND|2RCR|39CDMG|4MLV|5VULN|69aBEXP|7FEWX|89ASPD|9BPWR
293	62131 25332	   	209.67	ACR|4VULN|2DMG|2CDMG	1469VULN|2RCR|39CDMG|5AME|7ERES|89DMG|9BPWR|aDUR
294	62131 25335	   	209.67	ACR|4VULN|2DMG|2CDMG	1469VULN|2RCR|39CDMG|5AME|7ERES|89DMG|9BPWR|aLWND
295	62131 25336	   	209.67	ACR|4VULN|2DMG|2CDMG	1469VULN|2RCR|39CDMG|5AME|7ERES|89DMG|9BPWR|aRPLT
296	62133 21321	   	209.67	ACR|4VULN|2DMG|2CDMG	1469VULN|2RCR|39CDMG|5AAC|7RMIN|89DMG|9BPWR|aDUST
297	62133 21324	   	209.67	ACR|4VULN|2DMG|2CDMG	1469VULN|2RCR|39CDMG|5AAC|7RMIN|89DMG|9BPWR|aERES
298	62136 21321	   	209.67	ACR|4VULN|2DMG|2CDMG	1469VULN|2RCR|39CDMG|5NUKE|7RMIN|89DMG|9BPWR|aDUST
299	62136 21324	   	209.67	ACR|4VULN|2DMG|2CDMG	1469VULN|2RCR|39CDMG|5NUKE|7RMIN|89DMG|9BPWR|aERES
300	62112 25331	   	209.67	ACR|4VULN|2DMG|2CDMG	1569VULN|2RCR|39CDMG|4CGEN|7ERES|89DMG|9BPWR|aDUST
301	62112 25334	   	209.67	ACR|4VULN|2DMG|2CDMG	1569VULN|2RCR|39CDMG|4CGEN|7aERES|89DMG|9BPWR
302	62152 25332	   	209.67	ACR|4VULN|2DMG|2CDMG	1569VULN|2RCR|39CDMG|4AME|7ERES|89DMG|9BPWR|aDUR
303	32142 46321	   	209.62	ACR|3BEXP|2ASPD|1VULN|2CDMG	1LWND|2RCR|39CDMG|4AME|5VULN|69aBEXP|7FEWX|89ASPD|9BPWR
304	32132 46321	   	209.62	ACR|3BEXP|2ASPD|1VULN|2CDMG	1LWND|2RCR|39CDMG|4VULN|5TLV|69aBEXP|7FEWX|89ASPD|9BPWR
305	62131 25331	   	209.57	ACR|4VULN|2DMG|2CDMG	1469VULN|2RCR|39CDMG|5AME|7ERES|89DMG|9BPWR|aDUST
306	62131 25334	   	209.57	ACR|4VULN|2DMG|2CDMG	1469VULN|2RCR|39CDMG|5AME|7aERES|89DMG|9BPWR
307	62152 25331	   	209.57	ACR|4VULN|2DMG|2CDMG	1569VULN|2RCR|39CDMG|4AME|7ERES|89DMG|9BPWR|aDUST
308	62133 11112	   	209.34	ACR|3VULN|3CDMG|1ASPD|1DMG	147VULN|2RCR|378CDMG|5AAC|67MLV|7BPWR|9ASPD|aDMG
309	62136 11112	   	209.34	ACR|3VULN|3CDMG|1ASPD|1DMG	147VULN|2RCR|378CDMG|5NUKE|67MLV|7BPWR|9ASPD|aDMG
310	32111 61142	   	209.19	ACR|1BASARM|2DMG|1BEXP|1CDMG	1LWND|2RCR|3CDMG|4CGEN|5ERES|6BASARM|7BEXP|89DMG|aZMB
311	32111 61144	   	209.19	ACR|1BASARM|2DMG|1BEXP|1CDMG	1LWND|2RCR|3CDMG|4CGEN|5ERES|6BASARM|7BEXP|89DMG|aRMIN
312	32151 61142	   	209.19	ACR|1BASARM|2DMG|1BEXP|1CDMG	1LWND|2RCR|3CDMG|4MLV|5ERES|6BASARM|7BEXP|89DMG|aZMB
313	62133 61112	   	209.14	ACR|3VULN|3CDMG|1ASPD|1DMG	147VULN|2RCR|378CDMG|5AAC|67AME|7BPWR|9ASPD|aDMG
314	62136 61112	   	209.14	ACR|3VULN|3CDMG|1ASPD|1DMG	147VULN|2RCR|378CDMG|5NUKE|67AME|7BPWR|9ASPD|aDMG
315	32111 61143	   	209.09	ACR|1BASARM|2DMG|1BEXP|1CDMG	1LWND|2RCR|3CDMG|4CGEN|5ERES|6BASARM|7BEXP|89DMG|aNUKE
316	32141 61142	   	209.09	ACR|1BASARM|2DMG|1BEXP|1CDMG	1LWND|2RCR|3CDMG|4AME|5ERES|6BASARM|7BEXP|89DMG|aZMB
