0	Index      	 *	Score 	Summary	Detail	
1	62321 25236	 * 	248.08	ACR|2VULN|3DMG|2AART|2CDMG|1AAC	19AART|27VULN|37CDMG|4RCR|57aDMG|6MDPS|7BPWR|8AAC
144	62321 33112	   	223.92	ACR|1BASARM|1VULN|1AART|1DMG|1BEXP|1CDMG	1AART|2VULN|3CDMG|4RCR|5DMG|6BEXP|7aERES|8BASARM|9RPLT
145	62321 33116	   	223.92	ACR|1BASARM|1VULN|1AART|1DMG|1BEXP|1CDMG	1AART|2VULN|3CDMG|4RCR|5DMG|6BEXP|7ERES|8BASARM|9RPLT|aAME
146	62321 33125	   	223.92	ACR|1BASARM|1VULN|1AART|1DMG|1CDMG|1BEXP	1AART|2VULN|3CDMG|4RCR|5DMG|6BEXP|7ERES|8BASARM|9LIT|aFLTARM
147	62321 33155	   	223.92	ACR|1BASARM|1VULN|1AART|1DMG|1BEXP|1CDMG	1AART|2VULN|3CDMG|4RCR|5DMG|6BEXP|7ERES|8BASARM|9FEWX|aVENICY
148	62321 33166	   	223.92	ACR|1BASARM|1VULN|1AART|1DMG|1BEXP|1CDMG	1AART|2VULN|3CDMG|4RCR|5DMG|6BEXP|7ERES|8BASARM|9MSLREG|aLWND
149	62325 33112	   	223.92	ACR|1BASARM|1VULN|1AART|1ASPD|1BEXP|1CDMG	1AART|2VULN|3CDMG|4RCR|5ASPD|6BEXP|7aERES|8BASARM|9RPLT
150	62325 33125	   	223.92	ACR|1BASARM|1VULN|1AART|1ASPD|1CDMG|1BEXP	1AART|2VULN|3CDMG|4RCR|5ASPD|6BEXP|7ERES|8BASARM|9LIT|aFLTARM
151	62321 33161	   	223.82	ACR|1BASARM|1VULN|1AART|1DMG|1BEXP|1CDMG	1AART|2VULN|3CDMG|4RCR|5DMG|6BEXP|7ERES|8BASARM|9MSLREG|aTLV
152	62321 33163	   	223.82	ACR|1BASARM|1VULN|1AART|1DMG|1BEXP|1CDMG	1AART|2VULN|3CDMG|4RCR|5DMG|6BEXP|7ERES|8BASARM|9MSLREG|aAIRARM
153	62321 33165	   	223.82	ACR|1BASARM|1VULN|1AART|1DMG|1BEXP|1CDMG	1AART|2VULN|3CDMG|4RCR|5DMG|6BEXP|7ERES|8BASARM|9MSLREG|aDUST
154	62325 33161	   	223.82	ACR|1BASARM|1VULN|1AART|1ASPD|1BEXP|1CDMG	1AART|2VULN|3CDMG|4RCR|5ASPD|6BEXP|7ERES|8BASARM|9MSLREG|aTLV
155	62325 33163	   	223.82	ACR|1BASARM|1VULN|1AART|1ASPD|1BEXP|1CDMG	1AART|2VULN|3CDMG|4RCR|5ASPD|6BEXP|7ERES|8BASARM|9MSLREG|aAIRARM
156	62321 15314	   	223.64	ACR|2ASPD|1VULN|1AART|1DMG|1CDMG|1BEXP|1AAC	1AART|2VULN|3CDMG|4RCR|5DMG|6MLV|79ASPD|8AAC|aBEXP
157	62136 13632	 * 	223.61	ACR|3VULN|2AART|2ASPD|1CDMG	17AART|23aVULN|4aSNIHEL|5RCR|6CDMG|8TLV|9aASPD|aBPWR
158	62321 35622	 * 	223.60	ACR|2VULN|2AART|2BEXP|1DMG|1CDMG	18AART|29VULN|3CDMG|4RCR|5DMG|6aBEXP|7DUR
159	62321 55131	   	223.48	ACR|2VULN|2AART|1ASPD|1DMG|1CDMG|1AAC	1aAART|29VULN|3CDMG|4RCR|5DMG|6AAC|7ASPD|8ZMB
160	62325 31231	 * 	223.38	ACR|2VULN|2AART|1ASPD|2CDMG|1BEXP|1AAC	1aAART|29VULN|38CDMG|4RCR|5ASPD|6BEXP|7AAC
161	62325 52231	   	223.38	ACR|2VULN|2AART|1ASPD|2CDMG|1BEXP|1AAC	1aAART|29VULN|38CDMG|4RCR|5ASPD|6AAC|7BEXP
162	62321 25612	   	223.01	ACR|2VULN|2AART|2DMG|2CDMG	18AART|27VULN|37CDMG|4RCR|57DMG|6MDPS|7BPWR|9ERES|aLIT
163	62321 53126	   	222.93	ACR|3DMG|2AART|1VULN|1CDMG|1AAC	18AART|2VULN|3CDMG|4RCR|59aDMG|6AAC|7MDPS
164	62321 25613	   	222.91	ACR|2VULN|2AART|2DMG|2CDMG	18AART|27VULN|37CDMG|4RCR|57DMG|6MDPS|7BPWR|9aERES
165	62321 54312	   	222.50	ACR|2AART|1VULN|1ASPD|1DMG|1CDMG|1BEXP|1AAC	18AART|2VULN|3CDMG|4RCR|5DMG|6AAC|7LWND|9ASPD|aBEXP
166	15241 21621	   	222.46	ACR|3VULN|3DMG|2ASPD	168VULN|2LIT|38ASPD|4RCR|578DMG|8BPWR|9LWND|aDUR
167	15241 21623	   	222.46	ACR|3VULN|3DMG|2ASPD	168VULN|2LIT|38ASPD|4RCR|578DMG|8BPWR|9LWND|aFEWX
168	15241 21633	   	222.46	ACR|3VULN|3DMG|2ASPD	168VULN|2LIT|38ASPD|4RCR|578DMG|8BPWR|9ZMB|aLWND
169	32274 42176	   	222.40	ACR|1BASARM|2VULN|1AART|1DMG|2AAC	15AAC|2MBVNT|3AART|4RCR|68VULN|7DUST|9DMG|aBASARM
170	15241 22444	   	222.36	ACR|3VULN|3ASPD|2DMG	16aVULN|28LIT|39aASPD|4RCR|5aDMG|7MBVNT|aBPWR
171	15241 21622	   	222.36	ACR|3VULN|3DMG|2ASPD	168VULN|2LIT|38ASPD|4RCR|578DMG|8BPWR|9LWND|aAME
172	15241 21631	   	222.36	ACR|3VULN|3DMG|2ASPD	168VULN|2LIT|38ASPD|4RCR|578DMG|8BPWR|9ZMB|aERES
173	15241 22274	   	222.36	ACR|3VULN|3DMG|2ASPD	16aVULN|29LIT|3aASPD|4RCR|58aDMG|7MBVNT|aBPWR
174	32224 41677	   	222.11	ACR|3DMG|2VULN|2AART|1AAC	1AAC|2MBVNT|34AART|5RCR|6aVULN|79aDMG|8aZMB|aBPWR
175	62321 11525	   	221.71	ACR|3VULN|2DMG|1AART|1BEXP|1CDMG	1AART|27aVULN|3CDMG|4RCR|57DMG|67MLV|7BPWR|8BEXP|9RCVC
176	32275 11236	   	221.48	ACR|1BASARM|2AART|1VULN|1DMG|1AAC	1AAC|2MBVNT|36AART|4RCR|5FEWX|7DMG|8DUR|9VULN|aBASARM
177	62325 11362	   	221.42	ACR|2VULN|3ASPD|1AART|2CDMG	1AART|27VULN|39CDMG|4RCR|578ASPD|67MLV|7BPWR|aLIT
178	62325 11112	   	221.41	ACR|2VULN|3ASPD|1AART|1CDMG|1AAC	1AART|27VULN|3CDMG|4RCR|579ASPD|67MLV|7BPWR|8LWND|aAAC
179	62325 11342	   	221.41	ACR|2VULN|3ASPD|1AART|1CDMG|1AAC	1AART|27VULN|3CDMG|4RCR|578ASPD|67MLV|7BPWR|9FEWX|aAAC
180	62321 25136	   	221.32	ACR|2VULN|3DMG|1AART|2CDMG	1AART|27VULN|37CDMG|4RCR|57aDMG|6MDPS|7BPWR|8LWND|9CGEN
181	62321 25433	   	221.32	ACR|2VULN|3DMG|1AART|2CDMG	1AART|27VULN|37CDMG|4RCR|579DMG|6MDPS|7BPWR|8LIT|aZMB
182	62325 11363	   	221.32	ACR|2VULN|3ASPD|1AART|2CDMG	1AART|27VULN|39CDMG|4RCR|578ASPD|67MLV|7BPWR|aERES
183	62325 11332	   	221.31	ACR|2VULN|3ASPD|1AART|1CDMG|1AAC	1AART|27VULN|3CDMG|4RCR|578ASPD|67MLV|7BPWR|9DUST|aAAC
184	62321 25432	   	221.22	ACR|2VULN|3DMG|1AART|2CDMG	1AART|27VULN|37CDMG|4RCR|579DMG|6MDPS|7BPWR|8LIT|aAME
185	62325 25331	   	221.22	ACR|2VULN|3ASPD|1AART|2CDMG	1AART|27VULN|37CDMG|4RCR|57aASPD|6MDPS|7BPWR|8DLOT|9LWND
186	62321 25324	   	221.12	ACR|2VULN|3DMG|1AART|2CDMG	1AART|27VULN|37CDMG|4RCR|57aDMG|6MDPS|7BPWR|8DLOT|9ERES
187	62326 25311	   	221.01	ACR|2VULN|2ASPD|2AART|1CDMG|1AAC	1aAART|25VULN|3CDMG|4RCR|6DUR|79ASPD|8AAC
188	62326 32311	   	221.01	ACR|2VULN|2ASPD|2AART|1CDMG|1AAC	1aAART|25VULN|3CDMG|4RCR|69ASPD|7FEWX|8AAC
189	62326 33311	   	221.01	ACR|2VULN|2ASPD|2AART|1CDMG|1AAC	1aAART|25VULN|3CDMG|4RCR|69ASPD|7LWND|8AAC
190	62326 36311	   	221.01	ACR|2VULN|2ASPD|2AART|1CDMG|1AAC	1aAART|25VULN|3CDMG|4RCR|69ASPD|7DUR|8AAC
191	62322 11512	   	220.97	ACR|2VULN|2BEXP|1AART|1ASPD|2CDMG|1AAC	1AART|27VULN|37CDMG|4RCR|5AAC|67MLV|7BPWR|8aBEXP|9ASPD
192	62326 31311	   	220.91	ACR|2VULN|2ASPD|2AART|1CDMG|1AAC	1aAART|25VULN|3CDMG|4RCR|69ASPD|7DUST|8AAC
193	62325 31234	   	220.77	ACR|2VULN|2BEXP|1AART|1ASPD|2CDMG|1AAC	1AART|29VULN|38CDMG|4RCR|5ASPD|6aBEXP|7AAC
194	62322 32134	   	220.71	ACR|1BASARM|1VULN|1AART|2AAC|1CDMG|1BEXP	1AART|2VULN|3CDMG|4RCR|5aAAC|6BEXP|7AME|8BASARM|9RCVC
195	15241 31211	   	220.46	ACR|3VULN|2ASPD|2DMG|1CDMG	189VULN|2LIT|38ASPD|4RCR|5aDMG|6CDMG|78CGEN|8BPWR
196	32224 41286	   	220.39	ACR|1BASARM|2AART|1VULN|1DMG|1AAC	1AAC|2MBVNT|34AART|5RCR|6VULN|7DMG|8RCVC|9LHND|aBASARM
197	32224 41276	   	220.29	ACR|1BASARM|2AART|1VULN|1DMG|1AAC	1AAC|2MBVNT|34AART|5RCR|6VULN|7DMG|8RCVC|9DUST|aBASARM
198	15241 36211	   	220.26	ACR|3VULN|2ASPD|2DMG|1CDMG	189VULN|2LIT|38ASPD|4RCR|5aDMG|6CDMG|78ERES|8BPWR
199	32224 41126	   	220.09	ACR|1BASARM|2AART|1VULN|1DMG|1AAC	1AAC|2MBVNT|34AART|5RCR|6VULN|7DMG|8LHND|9RCVC|aBASARM
200	32224 44626	   	220.09	ACR|1BASARM|2AART|1VULN|1DMG|1AAC	1AAC|2MBVNT|34AART|5RCR|6VULN|7LWND|8DMG|9RCVC|aBASARM
201	32224 46626	   	220.09	ACR|1BASARM|2AART|1VULN|1DMG|1AAC	1AAC|2MBVNT|34AART|5RCR|6VULN|7LHND|8DMG|9RCVC|aBASARM
202	32224 42326	   	219.99	ACR|1BASARM|2AART|1VULN|1DMG|1AAC	1AAC|2MBVNT|34AART|5RCR|6VULN|7DUST|8DMG|9RCVC|aBASARM
203	62325 31611	   	219.93	ACR|2ASPD|2AART|1VULN|1BEXP|1CDMG|1AAC	1aAART|2VULN|3CDMG|4RCR|59ASPD|6BEXP|7AAC|8RCVC
204	62321 53121	   	219.93	ACR|2AART|2DMG|1VULN|1CDMG|1BEXP|1AAC	18AART|2VULN|3CDMG|4RCR|59DMG|6AAC|7MDPS|aBEXP
205	62322 34324	   	219.89	ACR|1VULN|2BEXP|1AART|1ASPD|1DMG|1CDMG|1AAC	1AART|2VULN|3CDMG|4RCR|5AAC|6aBEXP|7LHND|8ASPD|9DMG
206	62322 35324	   	219.89	ACR|1VULN|2BEXP|1AART|1ASPD|1DMG|1CDMG|1AAC	1AART|2VULN|3CDMG|4RCR|5AAC|6aBEXP|7DUR|8ASPD|9DMG
207	62325 32224	   	219.89	ACR|1VULN|2BEXP|1AART|1ASPD|1DMG|1CDMG|1AAC	1AART|2VULN|3CDMG|4RCR|5ASPD|6aBEXP|7LHND|8AAC|9DMG
208	62321 25242	   	219.81	ACR|2VULN|2DMG|1AART|2CDMG|2AAC	1AART|27VULN|37CDMG|4RCR|57DMG|6MDPS|7BPWR|8aAAC|9FEWX
209	14326 21312	 * 	219.81	DCR|2VULN|1BASARM|2BEXP|1ASPD|1DMG|1AART	15VULN|2RCVC|35BEXP|4BELT|5BPWR|6BASARM|7DMG|8ASPD|9AART|aRCR
210	62322 36324	   	219.79	ACR|1VULN|2BEXP|1AART|1ASPD|1DMG|1CDMG|1AAC	1AART|2VULN|3CDMG|4RCR|5AAC|6aBEXP|7LEGI|8ASPD|9DMG
211	62326 34311	   	219.69	ACR|2VULN|1AART|1ASPD|1DMG|2CDMG|1BEXP	1AART|25VULN|38CDMG|4RCR|6ASPD|7LIT|9DMG|aBEXP
212	62321 35632	 * 	219.24	ACR|3BEXP|2AART|1VULN|1DMG|1CDMG	18AART|2VULN|3CDMG|4RCR|5DMG|69aBEXP|7DUR
213	62321 32226	   	219.23	ACR|3DMG|1VULN|1AART|1BEXP|1CDMG|1AAC	1AART|2VULN|3CDMG|4RCR|59aDMG|6BEXP|7LHND|8AAC
214	62321 35226	   	219.23	ACR|3DMG|1VULN|1AART|1BEXP|1CDMG|1AAC	1AART|2VULN|3CDMG|4RCR|59aDMG|6BEXP|7DUR|8AAC
215	62321 36226	   	219.13	ACR|3DMG|1VULN|1AART|1BEXP|1CDMG|1AAC	1AART|2VULN|3CDMG|4RCR|59aDMG|6BEXP|7LEGI|8AAC
216	62321 35236	   	219.03	ACR|2AART|2DMG|1VULN|1BEXP|1CDMG|1AAC	19AART|2VULN|3CDMG|4RCR|5aDMG|6BEXP|7DUR|8AAC
217	62322 14115	   	218.78	ACR|1BASARM|1VULN|1AART|1DMG|1CDMG|1AAC	1AART|2VULN|3CDMG|4RCR|5AAC|6MLV|7LWND|8BASARM|9RPLT|aDMG
218	62323 51115	   	218.78	ACR|1BASARM|1VULN|1AART|1DMG|1CDMG|1AAC	1AART|2VULN|3CDMG|4RCR|5LWND|6CGEN|7AAC|8BASARM|9RPLT|aDMG
219	62323 21113	   	218.68	ACR|1BASARM|1VULN|1AART|1ASPD|1CDMG|1AAC	1AART|2VULN|3CDMG|4RCR|5LWND|6ERES|7AAC|8BASARM|9RPLT|aASPD
220	62323 21115	   	218.68	ACR|1BASARM|1VULN|1AART|1DMG|1CDMG|1AAC	1AART|2VULN|3CDMG|4RCR|5LWND|6ERES|7AAC|8BASARM|9RPLT|aDMG
221	62323 42115	   	218.68	ACR|1BASARM|1VULN|1AART|1DMG|1CDMG|1AAC	1AART|2VULN|3CDMG|4RCR|5LWND|6AAC|7AME|8BASARM|9RPLT|aDMG
222	63526 21113	   	218.68	ACR|1BASARM|1VULN|1AART|1ASPD|1CDMG|1AAC	1AART|2FEWX|3CDMG|4RCR|5VULN|6ERES|7AAC|8BASARM|9RPLT|aASPD
223	62322 32156	   	218.58	ACR|1BASARM|1VULN|1AART|2CDMG|1BEXP|1AAC	1AART|2VULN|3aCDMG|4RCR|5AAC|6BEXP|7AME|8BASARM|9FEWX
224	32224 21836	   	218.48	ACR|1BASARM|2AART|1VULN|1DMG|1AAC	1AAC|2MBVNT|34AART|5RCR|6DUR|7DMG|8FEWX|9VULN|aBASARM
225	32224 26176	   	218.48	ACR|1BASARM|2AART|1VULN|1DMG|1AAC	1AAC|2MBVNT|34AART|5RCR|6DUR|7FEWX|8VULN|9DMG|aBASARM
226	32224 26636	   	218.48	ACR|1BASARM|2AART|1VULN|1DMG|1AAC	1AAC|2MBVNT|34AART|5RCR|6DUR|7FEWX|8DMG|9VULN|aBASARM
227	32224 22176	   	218.38	ACR|1BASARM|2AART|1VULN|1DMG|1AAC	1AAC|2MBVNT|34AART|5RCR|6DUR|7DUST|8VULN|9DMG|aBASARM
228	32224 22636	   	218.38	ACR|1BASARM|2AART|1VULN|1DMG|1AAC	1AAC|2MBVNT|34AART|5RCR|6DUR|7DUST|8DMG|9VULN|aBASARM
229	32224 41486	   	218.38	ACR|1BASARM|2AART|1VULN|1DMG|1AAC	1AAC|2MBVNT|34AART|5RCR|6VULN|7DMG|8AEMAG|9LHND|aBASARM
230	32224 41476	   	218.28	ACR|1BASARM|2AART|1VULN|1DMG|1AAC	1AAC|2MBVNT|34AART|5RCR|6VULN|7DMG|8AEMAG|9DUST|aBASARM
231	32224 42276	   	218.28	ACR|1BASARM|2AART|1VULN|1DMG|1AAC	1AAC|2MBVNT|34AART|5RCR|6VULN|78DUST|9DMG|aBASARM
232	32224 42366	   	218.28	ACR|1BASARM|2AART|1VULN|1DMG|1AAC	1AAC|2MBVNT|34AART|5RCR|6VULN|79DUST|8DMG|aBASARM
233	32224 42576	   	218.28	ACR|1BASARM|2AART|1VULN|1DMG|1AAC	1AAC|2MBVNT|34AART|5RCR|6VULN|7DUST|8AEMAG|9DMG|aBASARM
