0	Index      	Bounty	 *	Score 	Summary	Detail	
1	56313 23143	5	 * 	280.06	橙3易伤3时间3攻速1伤害	1随机矿2双倍物品3平台478易伤578攻速678时间78序列升级9伤害a核
215	42252 21222	7	   	252.89	橙5易伤1等级1全技能	13456易伤26掉矿6序列升级7全技能8矿等9核a等级
216	32653 11124	4	   	252.45	橙3易伤2伤害1时间1暴击	1双倍矿2时间37伤害459易伤6随机矿8暴击a核
217	52231 41124	4	   	252.45	橙3易伤2伤害1时间1暴击	1随机矿2时间359易伤47伤害6立即金币8暴击a核
218	52232 51124	6	   	252.45	橙3易伤2伤害1时间1暴击	1随机矿2时间369易伤47伤害5双倍矿8暴击a核
219	43123 34321	1	   	252.35	橙3易伤2伤害1时间1暴击	149易伤2赏金塔3平台5暴击69掉矿79伤害8核9序列升级a时间
220	53534 11113	2	   	252.32	橙3易伤1伤害1等级1时间2雷电	1随机矿23雷电4时间589易伤6伤害7核a等级
221	53534 11113	3	   	252.32	橙3易伤1伤害1等级1时间2雷电	1随机矿23雷电4时间589易伤6伤害7核a等级
222	53551 31113	4	   	252.32	橙3易伤1伤害1等级1时间2雷电	1随机矿23雷电4伤害589易伤6时间7核a等级
223	45123 34231	1	   	252.30	橙4易伤1时间2雷电1暴击	1458易伤2时间3随机矿6核79雷电a暴击
224	51252 34231	4	   	252.30	橙4易伤1时间2雷电1暴击	1随机矿2348易伤5时间6核79雷电a暴击
225	52223 34231	3	   	252.30	橙4易伤1时间2雷电1暴击	1随机矿2时间3458易伤6核79雷电a暴击
226	52523 34231	2	   	252.30	橙4易伤1时间2雷电1暴击	1随机矿2时间3458易伤6核79雷电a暴击
227	46824 41133	10	 * 	252.17	橙3易伤2伤害2攻速	189易伤2加一38攻速4最后敌人5雷电6随机矿78伤害8序列升级a核
228	21536 26112	7	   	252.16	橙4易伤1伤害1等级	1敌人爆炸2低血量敌人3689易伤4伤害5等级7雷电a核
229	21536 26312	8	   	252.16	橙4易伤1伤害1等级	1敌人爆炸2低血量敌人3689易伤4伤害5等级7雷电a核
230	41531 26112	7	   	252.16	橙4易伤1伤害1等级	1689易伤2低血量敌人3等级4伤害5基地爆炸7雷电a核
231	41531 26312	8	   	252.16	橙4易伤1伤害1等级	1689易伤2低血量敌人3等级4伤害5基地爆炸7雷电a核
232	41531 31112	4	   	252.16	橙4易伤1伤害1等级	1589易伤2低血量敌人3等级4伤害6雷电7核a随机矿
233	41531 31114	4	   	252.16	橙4易伤1伤害1等级	1589易伤2低血量敌人3等级4伤害6雷电7核a敌人爆炸
234	41633 13135	6	   	252.16	橙4易伤1伤害1时间	178a易伤2低血量敌人3时间4伤害5最后敌人6核9雷电
235	52231 21652	7	   	252.16	橙4易伤1伤害1时间	1随机矿2时间368a易伤4伤害5基地爆炸7核9雷电
236	52233 21642	9	   	252.16	橙4易伤1伤害1时间	1随机矿2时间368a易伤4伤害5低血量敌人7核9雷电
237	52233 21652	8	   	252.16	橙4易伤1伤害1时间	1随机矿2时间368a易伤4伤害5低血量敌人7核9雷电
238	51323 34261	3	   	252.16	橙4易伤1伤害1时间	1随机矿2458易伤3最后敌人6核7雷电9伤害a时间
239	51531 31111	4	   	252.16	橙4易伤1伤害1时间	1随机矿2589易伤3基地爆炸4伤害6雷电7核a时间
240	55231 31111	4	   	252.16	橙4易伤1伤害1时间	1随机矿2低血量敌人3589易伤4伤害6雷电7核a时间
241	26632 23633	9	   	252.15	橙3易伤2时间1伤害1等级	17敌人爆炸2加一37a易伤4伤害5基地爆炸67时间7序列升级8等级9核
242	46432 23633	9	   	252.15	橙3易伤2时间1伤害1等级	17a易伤2加一37敌人爆炸4伤害5基地爆炸67时间7序列升级8等级9核
243	46128 33144	5	   	252.13	橙3易伤3时间1暴击1全技能1卖塔	178易伤2加一3卖塔4全技能578时间6核78序列升级9暴击a双倍矿
244	44531 31112	4	   	252.06	橙4易伤1伤害1等级	1589易伤2挖尘3等级4伤害6雷电7核a随机矿
245	11231 31111	4	   	252.06	橙4易伤1伤害1时间	1掉矿2基地爆炸3589易伤4伤害6雷电7核a时间
246	11231 31111	3	   	252.06	橙4易伤1伤害1时间	1掉矿2基地爆炸3589易伤4伤害6雷电7核a时间
247	11531 31111	2	   	252.06	橙4易伤1伤害1时间	1掉矿2基地爆炸3589易伤4伤害6雷电7核a时间
248	12531 31111	1	   	252.06	橙4易伤1伤害1时间	1掉矿2最后敌人3589易伤4伤害6雷电7核a时间
249	13531 31111	1	   	252.06	橙4易伤1伤害1时间	1掉矿2基地爆炸3589易伤4伤害6雷电7核a时间
250	15252 11236	9	   	252.06	橙4易伤1伤害1时间	1掉矿2345易伤6伤害7双倍矿8时间9雷电a核
251	15331 31111	4	   	252.06	橙4易伤1伤害1时间	1掉矿2589易伤3低血量敌人4伤害6雷电7核a时间
252	15531 31111	4	   	252.06	橙4易伤1伤害1时间	1掉矿2589易伤3基地爆炸4伤害6雷电7核a时间
253	15531 31111	3	   	252.06	橙4易伤1伤害1时间	1掉矿2589易伤3基地爆炸4伤害6雷电7核a时间
254	15631 31111	3	   	252.06	橙4易伤1伤害1时间	1掉矿2589易伤3最后敌人4伤害6雷电7核a时间
255	15631 31111	4	   	252.06	橙4易伤1伤害1时间	1掉矿2589易伤3最后敌人4伤害6雷电7核a时间
256	16231 31111	4	   	252.06	橙4易伤1伤害1时间	1掉矿2低血量敌人3589易伤4伤害6雷电7核a时间
257	41331 31111	4	   	252.06	橙4易伤1伤害1时间	1589易伤2低血量敌人3掉矿4伤害6雷电7核a时间
258	41531 31113	4	   	252.06	橙4易伤1伤害1等级	1589易伤2低血量敌人3等级4伤害6雷电7核a加一
259	41631 12135	7	   	252.06	橙4易伤1伤害1时间	178a易伤2低血量敌人3时间4伤害5挖青6核9雷电
260	41631 13135	6	   	252.06	橙4易伤1伤害1时间	178a易伤2低血量敌人3时间4伤害5挖青6核9雷电
261	42252 11236	9	   	252.06	橙4易伤1伤害1时间	1345易伤2掉矿6伤害7双倍矿8时间9雷电a核
262	42331 31111	4	   	252.06	橙4易伤1伤害1时间	1589易伤2掉矿3低血量敌人4伤害6雷电7核a时间
263	42531 31111	3	   	252.06	橙4易伤1伤害1时间	1589易伤2掉矿3基地爆炸4伤害6雷电7核a时间
264	42531 31111	4	   	252.06	橙4易伤1伤害1时间	1589易伤2掉矿3基地爆炸4伤害6雷电7核a时间
265	42631 31111	4	   	252.06	橙4易伤1伤害1时间	1589易伤2掉矿3最后敌人4伤害6雷电7核a时间
266	42631 31111	3	   	252.06	橙4易伤1伤害1时间	1589易伤2掉矿3最后敌人4伤害6雷电7核a时间
267	43331 31111	4	   	252.06	橙4易伤1伤害1时间	1589易伤2基地爆炸3掉矿4伤害6雷电7核a时间
268	43331 31111	3	   	252.06	橙4易伤1伤害1时间	1589易伤2基地爆炸3掉矿4伤害6雷电7核a时间
269	43621 23512	1	   	252.06	橙4易伤1伤害1时间	178a易伤2赏金塔3伤害4时间5雷电6策反9核
270	51131 31111	4	   	252.06	橙4易伤1伤害1时间	1随机矿2589易伤3挖尘4伤害6雷电7核a时间
271	52223 34263	3	   	252.06	橙4易伤1伤害1时间	1随机矿2时间3458易伤6核7雷电9赏金塔a伤害
272	53434 11111	6	   	252.06	橙4易伤1伤害1时间	1随机矿2雷电3589易伤4挖尘6伤害7核a时间
273	53434 11111	5	   	252.06	橙4易伤1伤害1时间	1随机矿2雷电3589易伤4挖尘6伤害7核a时间
274	41563 12321	8	   	252.05	橙3易伤2时间1伤害1等级	179易伤2低血量敌人3等级48时间5基地爆炸6核a伤害
275	46435 43243	5	   	252.05	橙3易伤2时间1伤害1等级	167易伤2加一3敌人爆炸4伤害56时间6序列升级8等级9金币生成a核
276	52233 21663	10	   	252.05	橙3易伤2时间1伤害1等级	1随机矿29时间368易伤4伤害5低血量敌人7核a等级
277	46128 33141	5	   	252.03	橙3易伤3时间1暴击1全技能1卖塔	178易伤2加一3卖塔4全技能578时间6核78序列升级9暴击a掉矿
278	45123 31332	1	   	252.02	橙4易伤2时间1暴击	1459易伤2a时间3随机矿6核7暴击8策反
279	51252 31332	4	   	252.02	橙4易伤2时间1暴击	1随机矿2349易伤5a时间6核7暴击8策反
280	51254 31332	5	   	252.02	橙4易伤2时间1暴击	1随机矿2349易伤5a时间6核7暴击8策反
281	51652 31332	4	   	252.02	橙4易伤2时间1暴击	1随机矿2349易伤3序列升级5a时间6核7暴击8策反
282	52223 31332	3	   	252.02	橙4易伤2时间1暴击	1随机矿2a时间3459易伤6核7暴击8策反
283	52523 31332	2	   	252.02	橙4易伤2时间1暴击	1随机矿2a时间3459易伤6核7暴击8策反
284	52263 31336	4	   	252.02	橙4易伤2时间1暴击	1随机矿24时间359a易伤6核7暴击8策反
285	13531 31111	2	   	251.96	橙4易伤1伤害1时间	1掉矿2挖尘3589易伤4伤害6雷电7核a时间
286	15131 31111	4	   	251.96	橙4易伤1伤害1时间	1掉矿2589易伤3挖尘4伤害6雷电7核a时间
287	15131 31111	3	   	251.96	橙4易伤1伤害1时间	1掉矿2589易伤3挖尘4伤害6雷电7核a时间
288	42131 31111	3	   	251.96	橙4易伤1伤害1时间	1589易伤2掉矿3挖尘4伤害6雷电7核a时间
289	42131 31111	4	   	251.96	橙4易伤1伤害1时间	1589易伤2掉矿3挖尘4伤害6雷电7核a时间
290	44331 31111	4	   	251.96	橙4易伤1伤害1时间	1589易伤2挖尘3掉矿4伤害6雷电7核a时间
291	44331 31111	3	   	251.96	橙4易伤1伤害1时间	1589易伤2挖尘3掉矿4伤害6雷电7核a时间
292	44531 31113	4	   	251.96	橙4易伤1伤害1等级	1589易伤2挖尘3等级4伤害6雷电7核a加一
293	46435 43233	5	   	251.95	橙3易伤2时间1伤害1等级	167易伤2加一3敌人爆炸4伤害56时间6序列升级8等级9掉矿a核
294	43353 14213	1	   	251.91	橙4易伤1伤害1暴击1攻速1卖塔	158a易伤2赏金塔3卖塔4伤害6暴击7核9攻速
295	51462 13122	7	   	251.80	橙4易伤3时间	1随机矿2789易伤3敌人爆炸47a时间57基地爆炸6核7序列升级
296	51462 13222	8	   	251.80	橙4易伤3时间	1随机矿2789易伤3敌人爆炸47a时间57基地爆炸6核7序列升级
297	11231 44712	1	   	251.65	橙3易伤3伤害1暴击	18掉矿258易伤3加一478伤害6赏金邻近8序列升级9核a暴击
298	15231 44712	2	   	251.65	橙3易伤3伤害1暴击	18掉矿258易伤3加一478伤害6赏金邻近8序列升级9核a暴击
299	41231 44712	1	   	251.65	橙3易伤3伤害1暴击	158易伤28掉矿3加一478伤害6赏金邻近8序列升级9核a暴击
300	42231 44712	2	   	251.65	橙3易伤3伤害1暴击	158易伤28掉矿3加一478伤害6赏金邻近8序列升级9核a暴击
301	46331 44712	3	   	251.65	橙3易伤3伤害1暴击	158易伤2加一38掉矿478伤害6赏金邻近8序列升级9核a暴击
302	46331 44712	4	   	251.65	橙3易伤3伤害1暴击	158易伤2加一38掉矿478伤害6赏金邻近8序列升级9核a暴击
303	43225 34712	1	   	251.65	橙3易伤3伤害1暴击	148易伤2赏金塔3加一578伤害68掉矿8序列升级9核a暴击
304	15254 21333	9	   	251.60	橙4易伤3时间	1掉矿2346易伤569时间6序列升级7低血量敌人8金币生成a核
305	51252 23143	5	   	251.53	橙5易伤1时间	1随机矿23457易伤6赏金塔8时间9雷电a核
306	15252 31163	4	   	251.50	橙4易伤3时间	1掉矿234a易伤589时间6额外掉落7核
307	42252 31163	4	   	251.50	橙4易伤3时间	134a易伤2掉矿589时间6额外掉落7核
308	15252 23133	4	   	251.43	橙5易伤1时间	1掉矿23478易伤5时间6赏金塔9雷电a核
309	15254 23133	5	   	251.43	橙5易伤1时间	1掉矿23478易伤5时间6赏金塔9雷电a核
310	42252 23133	4	   	251.43	橙5易伤1时间	13478易伤2掉矿5时间6赏金塔9雷电a核
311	42254 23133	5	   	251.43	橙5易伤1时间	13478易伤2掉矿5时间6赏金塔9雷电a核
312	46131 31182	2	   	251.43	橙5易伤1时间	1458a易伤2加一3挖尘6雷电7核9时间
313	32653 33124	4	   	251.11	橙3易伤1伤害1等级1时间1暴击	1双倍矿2时间3伤害459易伤6立即金币7等级8暴击a核
314	53426 31133	10	   	251.07	橙3易伤2攻速1时间2雷电1暴击	1随机矿28雷电389易伤4暴击5平台6时间78攻速8序列升级a核
315	53631 23332	2	   	251.00	橙2易伤3伤害2雷电1暴击1攻速	1随机矿29雷电3暴击469伤害5金币生成7攻速89易伤9序列升级a核
316	46425 21142	10	   	250.97	橙3易伤2攻速1等级2雷电1暴击	158易伤2加一3敌人爆炸48雷电6核78攻速8序列升级9等级a暴击
317	46824 43244	3	   	250.94	橙4易伤1等级1时间1攻速	147a易伤2加一3攻速5时间6核8等级9金币生成
318	31133 11132	1	   	250.85	橙3易伤2时间1伤害2雷电	1双倍矿29雷电3金币生成49时间5低血量敌人6伤害7核89a易伤9序列升级
319	46824 43234	3	   	250.84	橙4易伤1等级1时间1攻速	147a易伤2加一3攻速5时间6核8等级9掉矿
320	52223 31562	3	   	250.84	橙3易伤1伤害2暴击1时间1全技能	1随机矿2时间345易伤6核79暴击8全技能a伤害
321	46734 42124	2	   	250.81	橙4易伤1伤害1暴击1全技能	1345易伤2加一6全技能7伤害8核9敌人爆炸a暴击
322	53131 23332	1	 * 	250.77	橙2易伤3伤害2暴击1攻速	1随机矿29暴击3雷电469伤害5金币生成7攻速89易伤9序列升级a核
323	31131 11132	1	   	250.75	橙3易伤2时间1伤害2雷电	1双倍矿29雷电3金币生成49时间5挖尘6伤害7核89a易伤9序列升级
324	31233 11132	1	   	250.75	橙3易伤2时间1伤害2雷电	1双倍矿29雷电3掉矿49时间5低血量敌人6伤害7核89a易伤9序列升级
325	41531 31133	4	   	250.73	橙3易伤2攻速1伤害1等级	158易伤2低血量敌人3等级4伤害6雷电7核9a攻速
326	46734 42133	2	   	250.71	橙4易伤1伤害1暴击1全技能	1345易伤2加一6全技能7伤害8核9赏金邻近a暴击
327	53534 11111	3	   	250.65	橙3易伤2时间1伤害2雷电	1随机矿23雷电4a时间589易伤6伤害7核
328	53534 11111	2	   	250.65	橙3易伤2时间1伤害2雷电	1随机矿23雷电4a时间589易伤6伤害7核
329	53551 31111	4	   	250.65	橙3易伤2时间1伤害2雷电	1随机矿23雷电4伤害589易伤6a时间7核
330	31231 11132	1	   	250.65	橙3易伤2时间1伤害2雷电	1双倍矿29雷电3掉矿49时间5挖尘6伤害7核89a易伤9序列升级
331	41612 63231	7	   	250.56	橙2易伤3时间2伤害1攻速1全技能1卖塔	18易伤2低血量敌人38a时间4全技能58伤害6核7卖塔8序列升级9攻速
332	43114 51233	10	   	250.51	橙3易伤2时间1伤害2雷电1卖塔	17a易伤2基地爆炸3卖塔4a时间5掉矿6核8伤害9a雷电a序列升级
