0	Index      	Bounty	 *	Score 	Summary	Detail	
1	11332 31666	9	 * 	277.98	橙5易伤2时间3雷电	1立即金币24579易伤37时间678雷电7序列升级a核
209	36334 51222	10	   	251.96	橙4易伤1伤害1时间	1雷电2挖尘3双倍物品4伤害5789易伤6核a时间
210	11363 12126	6	   	251.95	橙3易伤2时间2暴击1等级	1立即金币279易伤3a时间47掉矿57暴击6核7序列升级8等级
211	11333 43144	9	   	251.90	橙4易伤3时间	1立即金币2489易伤389时间5掉矿6策反789低血量敌人89序列升级a核
212	13162 45344	10	   	251.80	橙4易伤3时间	1立即金币247时间347低血量敌人47序列升级579a易伤6加一8核
213	11332 65522	10	   	251.71	橙3易伤1等级1时间1暴击1攻速1全技能	1立即金币245易伤3时间6等级7攻速8全技能9暴击a核
214	11332 22251	9	   	251.63	橙5易伤1时间	1立即金币24568易伤3时间7基地爆炸9雷电a核
215	11332 26251	9	   	251.63	橙5易伤1时间	1立即金币24568易伤3时间7敌人爆炸9雷电a核
216	11332 32141	8	   	251.63	橙5易伤1时间	1立即金币24579易伤3时间6雷电8低血量敌人a核
217	11332 32241	8	   	251.63	橙5易伤1时间	1立即金币24579易伤3时间6雷电8敌人爆炸a核
218	11332 32241	7	   	251.63	橙5易伤1时间	1立即金币24579易伤3时间6雷电8低血量敌人a核
219	11332 33241	8	   	251.63	橙5易伤1时间	1立即金币24589易伤3时间6雷电7低血量敌人a核
220	11332 33641	7	   	251.63	橙5易伤1时间	1立即金币24589易伤3时间6雷电7低血量敌人a核
221	11332 34641	6	   	251.63	橙5易伤1时间	1立即金币24589易伤3时间6雷电7敌人爆炸a核
222	11332 35641	6	   	251.63	橙5易伤1时间	1立即金币24589易伤3时间6雷电7低血量敌人a核
223	46313 13231	1	   	251.63	橙5易伤1等级	1敌人爆炸2低血量敌人3459a易伤6核7雷电8等级
224	46313 36231	1	   	251.63	橙5易伤1等级	1敌人爆炸2低血量敌人3459a易伤6雷电7核8等级
225	11532 21251	9	   	251.63	橙5易伤1时间	1立即金币24568易伤3基地爆炸7时间9雷电a核
226	11532 32341	7	   	251.63	橙5易伤1时间	1立即金币24579易伤3基地爆炸6雷电8时间a核
227	46332 21251	9	   	251.63	橙5易伤1时间	13敌人爆炸24568易伤7时间9雷电a核
228	46332 32341	7	   	251.63	橙5易伤1时间	13敌人爆炸24579易伤6雷电8时间a核
229	22232 52842	1	   	251.60	橙4易伤3时间	17金币生成267a易伤378时间4挖青5加一7序列升级9核
230	62425 22123	1	   	251.50	橙4易伤3时间	1策反2458易伤3赏金塔69a时间7核
231	11332 21244	6	   	251.04	橙4易伤1等级1时间1攻速	17立即金币2456易伤3时间8攻速9等级a核
232	33322 61243	3	   	250.99	橙2易伤2伤害2时间2雷电1全技能	18雷电29时间3双倍物品4赏金塔58伤害6全技能78易伤8序列升级a核
233	33362 61243	3	   	250.99	橙2易伤2伤害2时间2雷电1全技能	18雷电29时间3双倍物品4赏金邻近58伤害6全技能78易伤8序列升级a核
234	46132 12121	9	   	250.91	橙4易伤2攻速1暴击	19a敌人爆炸258a易伤3雷电4暴击6核7a攻速a序列升级
235	33463 33412	7	   	250.86	紫4易伤2时间1伤害2雷电1全技能	18雷电28时间3核4678易伤5全技能8序列升级9伤害a低血量敌人
236	33463 33423	7	   	250.86	紫4易伤2时间1伤害2雷电1全技能	18雷电28时间3核4678易伤5全技能8序列升级9金币生成a伤害
237	13323 13246	3	   	250.85	橙3易伤2时间1伤害2雷电	1立即金币2a时间3敌人爆炸45a易伤6核7低血量敌人8伤害9a雷电a序列升级
238	13323 14246	3	   	250.85	橙3易伤2时间1伤害2雷电	1立即金币2a时间3敌人爆炸45a易伤6核7最后敌人8伤害9a雷电a序列升级
239	13333 13246	4	   	250.85	橙3易伤2时间1伤害2雷电	1立即金币2a时间3敌人爆炸45a易伤6核7低血量敌人8伤害9a雷电a序列升级
240	13333 13546	2	   	250.85	橙3易伤2时间1伤害2雷电	1立即金币2a时间3最后敌人45a易伤6核7低血量敌人8伤害9a雷电a序列升级
241	13333 14246	4	   	250.85	橙3易伤2时间1伤害2雷电	1立即金币2a时间3敌人爆炸45a易伤6核7最后敌人8伤害9a雷电a序列升级
242	13523 13246	3	   	250.85	橙3易伤2时间1伤害2雷电	1立即金币2a时间3基地爆炸45a易伤6核7低血量敌人8伤害9a雷电a序列升级
243	13533 13246	4	   	250.85	橙3易伤2时间1伤害2雷电	1立即金币2a时间3基地爆炸45a易伤6核7低血量敌人8伤害9a雷电a序列升级
244	32413 51631	6	   	250.85	5易伤3伤害2时间3雷电	124雷电34689易伤468序列升级568伤害78时间a基地爆炸
245	32413 13322	6	   	250.84	橙3易伤3雷电1伤害1等级1全技能	124雷电34a易伤4序列升级5伤害6全技能7核8基地爆炸9等级
246	11311 23343	7	   	250.79	橙3易伤2时间2攻速1暴击	1立即金币278易伤37时间4随机矿5额外掉落67攻速7序列升级9核a暴击
247	11336 63152	7	   	250.79	橙3易伤2时间2攻速1暴击	19立即金币247易伤37时间57攻速6额外掉落7序列升级8核a暴击
248	11336 63163	7	   	250.79	橙3易伤2时间2攻速1暴击	1立即金币247易伤37时间57攻速6额外掉落7序列升级8核9策反a暴击
249	33463 33411	7	   	250.76	紫4易伤2时间1伤害2雷电1全技能	18雷电28时间3核4678易伤5全技能8序列升级9伤害a赏金塔
250	33463 33413	7	   	250.76	紫4易伤2时间1伤害2雷电1核弹1全技能	18雷电28时间3核4678易伤5全技能8序列升级9伤害a核弹
251	11321 43257	3	   	250.75	橙3易伤2时间1伤害2雷电	1立即金币24a易伤3a时间5加一6核7低血量敌人8伤害9a雷电a序列升级
252	11321 45257	3	   	250.75	橙3易伤2时间1伤害2雷电	1立即金币24a易伤3a时间5加一6核7最后敌人8伤害9a雷电a序列升级
253	11331 43257	4	   	250.75	橙3易伤2时间1伤害2雷电	1立即金币24a易伤3a时间5加一6核7低血量敌人8伤害9a雷电a序列升级
254	11331 45257	4	   	250.75	橙3易伤2时间1伤害2雷电	1立即金币24a易伤3a时间5加一6核7最后敌人8伤害9a雷电a序列升级
255	13123 13246	2	   	250.75	橙3易伤2时间1伤害2雷电	1立即金币2a时间3挖尘45a易伤6核7低血量敌人8伤害9a雷电a序列升级
256	13123 14246	2	   	250.75	橙3易伤2时间1伤害2雷电	1立即金币2a时间3挖尘45a易伤6核7最后敌人8伤害9a雷电a序列升级
257	33113 16534	2	   	250.75	橙3易伤2时间2等级2雷电	1a雷电28时间3a等级49a易伤5立即金币6随机矿7核a序列升级
258	33134 14622	8	   	250.75	橙3易伤2时间2暴击2雷电	1a雷电28时间3a暴击49双倍矿57a易伤6核a序列升级
259	32413 15262	7	   	250.74	橙3易伤3雷电1伤害1时间1全技能	124雷电347易伤4序列升级5伤害6全技能8赏金邻近9核a时间
260	11311 23326	7	   	250.37	橙3易伤3时间2攻速	1立即金币278易伤379时间4随机矿5额外掉落67攻速7序列升级a核
261	11336 63112	7	   	250.37	橙3易伤3时间2攻速	1立即金币247易伤37a时间57攻速6额外掉落7序列升级8核9敌人爆炸
262	11336 63141	7	   	250.37	橙3易伤3时间2攻速	1立即金币247易伤379时间57攻速6额外掉落7序列升级8核a低血量敌人
263	33134 12114	7	   	250.36	橙3易伤1时间1等级1暴击1攻速	1雷电2时间3暴击4双倍矿59a易伤6核7攻速8等级
264	46132 12116	7	   	250.36	橙3易伤1等级1时间1暴击1攻速	1敌人爆炸259易伤3雷电4暴击6核7攻速8等级a时间
265	33463 33433	7	   	250.34	紫5易伤2时间2雷电1全技能	18雷电28时间3核46789易伤5全技能8序列升级a平台
266	15336 13223	10	   	250.27	橙3易伤3时间2攻速	1立即金币24攻速345时间4序列升级6核78a易伤9低血量敌人
267	15336 13226	8	   	250.27	橙3易伤3时间2攻速	1立即金币24攻速345时间4序列升级6核78a易伤9金币生成
268	15336 13233	10	   	250.27	橙3易伤3时间2攻速	1立即金币24攻速345时间4序列升级6核78a易伤9最后敌人
269	13324 55434	3	   	250.27	橙3易伤3时间2攻速	1立即金币289时间3敌人爆炸48a易伤58攻速6核7加一8序列升级
270	13334 55434	4	   	250.27	橙3易伤3时间2攻速	1立即金币289时间3敌人爆炸48a易伤58攻速6核7加一8序列升级
271	33463 33432	7	   	250.24	紫5易伤2时间2雷电1全技能	18雷电28时间3核46789易伤5全技能8序列升级a赏金塔
272	15336 13213	10	   	250.17	橙3易伤3时间2攻速	1立即金币24攻速345时间4序列升级6核78a易伤9挖尘
273	15336 13216	9	   	250.17	橙3易伤3时间2攻速	1立即金币24攻速345时间4序列升级6核78a易伤9挖尘
274	11336 63142	7	   	250.13	橙3易伤3时间2攻速1卖塔	1立即金币247易伤379时间57攻速6额外掉落7序列升级8核a卖塔
275	11521 42434	3	   	249.90	橙3易伤2伤害1时间1攻速	1立即金币248易伤38基地爆炸5加一6核78伤害8序列升级9时间a攻速
276	11531 42434	4	   	249.90	橙3易伤2伤害1时间1攻速	1立即金币248易伤38基地爆炸5加一6核78伤害8序列升级9时间a攻速
277	11363 12215	7	   	249.89	橙4易伤3暴击1时间	1立即金币289a易伤3时间489掉矿589暴击6核7额外掉落89序列升级
278	62252 41741	1	   	249.80	橙3易伤2伤害1时间1攻速	18策反28a易伤3时间4挖尘5加一6核78伤害8序列升级9攻速
279	32423 62234	6	   	249.72	橙3易伤1伤害1时间2雷电1暴击	12雷电36a易伤4伤害5时间7最后敌人8暴击9核
280	23234 52243	4	   	249.58	橙4易伤2时间1攻速	17金币生成2低血量敌人37时间4579易伤6核7序列升级8平台a攻速
281	25311 16361	8	   	249.56	橙4易伤1伤害1暴击	1金币生成2暴击3雷电4567易伤8伤害9额外掉落a核
282	22234 52243	1	   	249.48	橙4易伤2时间1攻速	17金币生成2579易伤37时间4挖青6核7序列升级8平台a攻速
283	11313 12226	7	   	249.45	橙3易伤2时间1伤害1暴击	1立即金币279易伤3a时间4随机矿5暴击6核8伤害
284	11313 12326	8	   	249.45	橙3易伤2时间1伤害1暴击	1立即金币279易伤3a时间4随机矿5暴击6核8伤害
285	11313 14226	6	   	249.45	橙3易伤2时间1伤害1暴击	1立即金币279易伤3a时间4随机矿5暴击6核8伤害
286	11412 12146	10	   	249.42	橙3易伤3时间1伤害	13立即金币289易伤489矿等5伤害6低血量敌人789时间89序列升级a核
287	11432 12144	9	   	249.42	橙3易伤3时间1伤害	13立即金币289易伤489金币生成5伤害6低血量敌人789时间89序列升级a核
288	11612 12146	10	   	249.42	橙3易伤3时间1伤害	14立即金币289易伤389矿等5伤害6低血量敌人789时间89序列升级a核
289	11336 61513	10	   	249.38	橙4易伤2时间1攻速	1立即金币249a易伤38时间5攻速6额外掉落7核
290	33432 34234	9	 * 	249.37	紫3易伤3时间2伤害2雷电	1a雷电25a时间3核47伤害6金币生成89a易伤a序列升级
291	11363 14226	6	   	249.35	橙3易伤2时间1伤害1暴击	1立即金币279易伤3a时间4掉矿5暴击6核8伤害
292	11332 21234	7	   	249.28	橙4易伤2时间1攻速	1立即金币2456易伤37时间8攻速9掉矿a核
293	11311 54226	9	   	249.22	橙3易伤3时间1伤害	1立即金币278易伤378时间46随机矿5额外掉落78序列升级9伤害a核
294	11323 42146	10	   	249.22	橙3易伤3时间3等级	16立即金币289易伤389时间4最后敌人5策反789等级89序列升级a核
295	25316 16233	8	   	249.14	橙5易伤1暴击	15金币生成2暴击3雷电4567a易伤5序列升级8最后敌人9核
296	15336 13261	8	   	249.13	橙2易伤3时间3攻速1等级	1立即金币24a攻速345时间4序列升级6核78易伤9等级
297	13113 12242	10	 * 	249.12	橙3易伤3时间2暴击	1立即金币28a时间3低血量敌人4随机矿5a暴击6核79a易伤a序列升级
298	25311 16233	8	   	249.04	橙5易伤1暴击	1金币生成2暴击3雷电4567a易伤8最后敌人9核
299	25311 16633	7	   	249.04	橙5易伤1暴击	1金币生成2暴击3雷电4567a易伤8最后敌人9核
300	46132 11314	7	   	249.04	橙5易伤1暴击	1敌人爆炸2589a易伤3雷电4暴击6核7最后敌人
301	46132 11314	6	   	249.04	橙5易伤1暴击	1敌人爆炸2589a易伤3雷电4暴击6核7低血量敌人
302	11313 12142	10	   	249.02	橙3易伤3时间2暴击	1立即金币27a易伤38a时间4随机矿5a暴击6核9加一a序列升级
303	11321 44822	3	   	249.02	橙3易伤3时间2等级	1立即金币249易伤39a时间5加一6核79等级8额外掉落9序列升级
304	11331 44822	4	   	249.02	橙3易伤3时间2等级	1立即金币249易伤39a时间5加一6核79等级8额外掉落9序列升级
305	21323 11632	3	   	249.02	橙3易伤3时间1伤害	1金币生成2矿等37a时间458易伤6核9伤害
306	21333 11632	4	   	249.02	橙3易伤3时间1伤害	1金币生成2矿等37a时间458易伤6核9伤害
307	22232 52544	1	   	249.02	橙3易伤3时间1伤害	17金币生成267易伤37a时间4挖青5加一7序列升级8核9伤害
308	32312 22266	9	   	248.81	橙4易伤2攻速3雷电	127雷电3矿等47攻速5立即金币6789易伤7序列升级a核
309	11213 41631	6	   	248.80	橙4易伤3暴击2雷电	1立即金币267a易伤37最后敌人4随机矿57a暴击7a序列升级8a雷电9核
310	46132 12221	9	   	248.69	橙3易伤2时间1暴击1攻速	1敌人爆炸259易伤3雷电4暴击6核7攻速8a时间
311	46132 12223	10	   	248.69	橙3易伤2时间1暴击1攻速	1敌人爆炸259易伤3雷电4暴击6核7攻速8a时间
312	11113 41631	6	   	248.60	橙4易伤3暴击2雷电	1立即金币267a易伤3挖青4随机矿57a暴击7a序列升级8a雷电9核
313	11521 42423	3	   	248.56	橙3易伤2伤害1等级1全技能	1立即金币248易伤38基地爆炸5加一6核78伤害8序列升级9全技能a等级
314	11521 42427	3	   	248.56	橙3易伤2伤害1时间1全技能	1立即金币248易伤38基地爆炸5加一6核78伤害8序列升级9全技能a时间
315	11531 42423	4	   	248.56	橙3易伤2伤害1等级1全技能	1立即金币248易伤38基地爆炸5加一6核78伤害8序列升级9全技能a等级
316	11531 42427	4	   	248.56	橙3易伤2伤害1时间1全技能	1立即金币248易伤38基地爆炸5加一6核78伤害8序列升级9全技能a时间
317	31334 51136	7	   	248.51	橙3易伤2伤害2雷电1攻速	19雷电2基地爆炸3双倍物品49伤害579易伤6核8立即金币9序列升级a攻速
318	11336 31551	6	   	248.46	橙3易伤1伤害1等级1时间1攻速	1立即金币246易伤3时间5攻速7等级8伤害9核a随机矿
319	11336 31553	6	   	248.46	橙3易伤1伤害1等级1时间1攻速	1立即金币246易伤3时间5攻速7等级8伤害9核a基地爆炸
320	11242 31552	5	   	248.46	橙3易伤1伤害1等级1时间1攻速	1立即金币245易伤3最后敌人6攻速7等级8伤害9核a时间
321	32432 22214	3	   	248.41	橙3易伤2伤害2雷电1攻速	12雷电39a易伤4攻速58伤害6核7平台
322	33134 12134	9	   	248.40	橙2易伤2时间2攻速2雷电1暴击1全技能	19雷电29时间3暴击4双倍矿58易伤6核79攻速9序列升级a全技能
323	33134 12136	10	   	248.40	橙2易伤2时间2攻速2雷电1暴击1全技能	19雷电29时间3暴击4双倍矿58易伤6核79攻速9序列升级a全技能
324	33223 31635	3	   	248.37	橙3易伤3时间1攻速	1雷电259时间3立即金币458易伤5序列升级6矿等7攻速a核
325	11132 31552	5	   	248.36	橙3易伤1伤害1等级1时间1攻速	1立即金币245易伤3挖青6攻速7等级8伤害9核a时间
326	11136 31552	6	   	248.36	橙3易伤1伤害1等级1时间1攻速	1立即金币246易伤3挖青5攻速7等级8伤害9核a时间
327	46313 33234	1	   	248.35	橙4易伤1时间1等级	1敌人爆炸2低血量敌人3459易伤6雷电7时间8等级a核
328	32413 15333	7	   	248.24	橙3易伤3雷电1伤害1暴击1全技能	124雷电347易伤4序列升级5伤害6全技能8暴击9核a立即金币
329	11242 53335	10	   	248.23	橙4易伤2时间1全技能	1立即金币245a易伤3最后敌人6a基地爆炸7全技能8a时间9核a序列升级
330	11532 13335	10	   	248.23	橙4易伤2时间1全技能	1立即金币245a易伤3基地爆炸6a低血量敌人7全技能8a时间9核a序列升级
331	31532 62623	8	   	248.16	橙2易伤2伤害2攻速1时间2雷电	1a雷电2基地爆炸3额外掉落4a易伤5时间69攻速7a伤害8核a序列升级
332	32413 15331	7	   	248.14	橙3易伤3雷电1伤害1暴击1全技能	124雷电347易伤4序列升级5伤害6全技能8暴击9核a加一
333	32413 15332	7	   	248.14	橙3易伤3雷电1伤害1暴击1全技能	124雷电347易伤4序列升级5伤害6全技能8暴击9核a赏金塔
334	32413 15335	7	   	248.14	橙3易伤3雷电1伤害1暴击1核弹1全技能	124雷电347易伤4序列升级5伤害6全技能8暴击9核a核弹
335	62323 62142	2	   	248.03	橙4易伤2时间1全技能	19策反2挖尘3赏金邻近459a易伤6核7全技能89时间9序列升级
