0	Index      	 *	Score 	Summary	Detail	
1	12332 33222	 * 	254.62	ACR|DCR|3VULN|1MLV|1SELL	18LHND|2SELL|38LIT|4RMIN|57RCR|689VULN|8BPWR|aMLV
168	32221 13233	   	228.34	ACR|DCR|1VULN|2ASPD|1CDMG	1CDMG|2MSLTOX|3DUST|48RCR|57ASPD|6RCVC|9VULN|aBEXP
169	32221 13234	   	228.34	ACR|DCR|1VULN|2ASPD|1CDMG	1CDMG|2MSLTOX|3DUST|48RCR|57ASPD|6RCVC|9VULN|aTLV
170	32221 13235	   	228.34	ACR|DCR|1VULN|2ASPD|1CDMG	1CDMG|2MSLTOX|3DUST|48RCR|57ASPD|6RCVC|9VULN|aDMSP
171	34221 13232	   	228.34	ACR|DCR|1VULN|2ASPD|1CDMG	1CDMG|2FRZARM|3DUST|48RCR|57ASPD|6RCVC|9VULN|aMDPS
172	34221 13245	   	228.34	ACR|DCR|1VULN|2ASPD|1CDMG	1CDMG|2FRZARM|3DUST|48RCR|57ASPD|6RCVC|9AIRHEA|aVULN
173	32221 13232	   	228.24	ACR|DCR|1VULN|2ASPD|1CDMG	1CDMG|2MSLTOX|3DUST|48RCR|57ASPD|6RCVC|9VULN|aMDPS
174	32221 13245	   	228.24	ACR|DCR|1VULN|2ASPD|1CDMG	1CDMG|2MSLTOX|3DUST|48RCR|57ASPD|6RCVC|9AIRHEA|aVULN
175	22332 23252	   	228.15	ACR|DCR|2VULN|1CDMG|1ZMB|1SELL	18VULN|2SELL|38LIT|4RMIN|57RCR|68DUST|8BPWR|9ZMB|aCDMG
176	31312 22462	   	228.08	ACR|DCR|1VULN|1MLV|1CDMG|1DUR	1CDMG|2DUR|3LIT|4MLV|59RCR|68DUST|7VULN|aTBNT
177	31312 22463	   	228.08	ACR|DCR|1VULN|1MLV|1CDMG|1DUR	1CDMG|2DUR|3LIT|4MLV|59RCR|68DUST|7VULN|aDMSP
178	31312 22466	   	228.08	ACR|DCR|1VULN|1MLV|1CDMG|1DUR	1CDMG|2DUR|3aLIT|4MLV|59RCR|68DUST|7VULN
179	31312 25662	   	228.08	ACR|DCR|1VULN|1MLV|1CDMG|1DUR	1CDMG|2DUR|3LIT|4MLV|59RCR|67DUST|8VULN|aTBNT
180	31312 25663	   	228.08	ACR|DCR|1VULN|1MLV|1CDMG|1DUR	1CDMG|2DUR|3LIT|4MLV|59RCR|67DUST|8VULN|aDMSP
181	31312 22464	   	227.98	ACR|DCR|1VULN|1MLV|1CDMG|1DUR	1CDMG|2DUR|3LIT|4MLV|59RCR|68DUST|7VULN|aLSRHEA
182	31312 22465	   	227.98	ACR|DCR|1VULN|1MLV|1CDMG|1DUR|1ZMB	1CDMG|2DUR|3LIT|4MLV|59RCR|68DUST|7VULN|aZMB
183	22312 43563	   	227.93	ACR|DCR|1VULN|1MLV|1ASPD|1DUR|1SELL	1VULN|2SELL|36LIT|4MLV|59RCR|7DUR|8LEGI|aASPD
184	34548 31412	   	227.28	DCR|DCR|1DMG|1CDMG|1DUR|1SELL	1CDMG|2FRZARM|3MBVNT|4SELL|5RCVC|68RCR|7AAC|9DUR|aDMG
185	32548 31412	   	227.18	DCR|DCR|1DMG|1CDMG|1DUR|1SELL	1CDMG|2MSLTOX|3MBVNT|4SELL|5RCVC|68RCR|7AAC|9DUR|aDMG
186	23161 23612	   	226.95	DCR|DCR|1VULN|1AART	1VULN|2MSLFST|3AELOIC|4BELT|5AME|6MULARM|7aRCR|8CGEN|9AART
187	32548 37412	   	226.93	DCR|DCR|1DMG|1CDMG|1DUR|1SELL|1ZMB	1CDMG|2MSLTOX|3MBVNT|4SELL|5RCVC|68RCR|7ZMB|9DUR|aDMG
188	23161 23512	   	226.85	DCR|DCR|1VULN|1AART	1VULN|2MSLFST|3AELOIC|4BELT|5AME|6MULARM|7aRCR|8ERES|9AART
189	31121 52532	   	226.83	DCR|3VULN|1MLV|1CDMG|1AART|1DUR	1CDMG|2DUR|3BELT|4RCVC|578VULN|6AART|9RCR|aMLV
190	16334 34241	   	226.72	ACR|DCR|1VULN|1DMG|1RPLT|1DUR	12LHND|3LIT|4DMG|58RCR|6MBVNT|7VULN|9RPLT|aDUR
191	33612 66321	   	226.68	DCR|DCR|1CDMG|1AART|1RPLT|1DUR	1CDMG|2DUST|3BBNT|4RMIN|5DUR|6AART|7aRCR|8RPLT|9BLASTR
192	21515 53323	   	226.37	DCR|4VULN|1DMG|1AART	1789VULN|2LEGI|37BASICY|4AART|5RMIN|6RCR|7BPWR|aDMG
193	23415 53323	   	226.37	DCR|4VULN|1DMG|1AART	1789VULN|27MSLFST|3LEGI|4AART|5RMIN|6RCR|7BPWR|aDMG
194	16334 34231	 * 	226.28	ACR|DCR|1VULN|1DMG|1MLV	12LHND|3LIT|4DMG|58RCR|6MBVNT|7VULN|9MLV|aFEWX
195	16334 34233	   	226.28	ACR|DCR|1VULN|1DMG|1MLV	12LHND|3LIT|4DMG|58RCR|6MBVNT|7VULN|9MLV|aRMIN
196	16334 34234	   	226.28	ACR|DCR|1VULN|1DMG|1MLV	12LHND|3LIT|4DMG|58RCR|6MBVNT|7VULN|9MLV|aBELT
197	16334 34238	   	226.28	ACR|DCR|1VULN|1DMG|1MLV	12LHND|3aLIT|4DMG|58RCR|6MBVNT|7VULN|9MLV
198	16334 34125	 * 	226.24	ACR|DCR|2DMG|1VULN	12LHND|3LIT|49DMG|5aRCR|6MBVNT|7VULN|8LEGI
199	16334 34232	   	226.18	ACR|DCR|1VULN|1DMG|1MLV	12LHND|3LIT|4DMG|58RCR|6MBVNT|7VULN|9MLV|aERES
200	16334 34236	   	226.18	ACR|DCR|1VULN|1DMG|1MLV|1MSE	12LHND|3LIT|4DMG|58RCR|6MBVNT|7VULN|9MLV|aMSE
201	16334 34237	   	226.18	ACR|DCR|1VULN|1DMG|1MLV|1SELL	12LHND|3LIT|4DMG|58RCR|6MBVNT|7VULN|9MLV|aSELL
202	12312 33211	   	226.14	ACR|DCR|1VULN|1DMG|1MLV|1SELL	1LHND|2SELL|3LIT|4MLV|57RCR|6VULN|8LWND|9DMG|aCGEN
203	12312 33214	   	226.14	ACR|DCR|1VULN|1DMG|1MLV|1SELL	1LHND|2SELL|3LIT|4MLV|57RCR|6VULN|8LWND|9DMG|aFEWX
204	12312 33216	   	226.14	ACR|DCR|1VULN|1DMG|1MLV|1SELL	1LHND|2SELL|3LIT|4MLV|57RCR|6VULN|8LWND|9DMG|aBBNT
205	62312 33311	   	226.14	ACR|DCR|1VULN|1DMG|1MLV|1SELL	1LWND|2SELL|3LIT|4MLV|57RCR|6VULN|8BEXP|9DMG|aCGEN
206	62312 33314	   	226.14	ACR|DCR|1VULN|1DMG|1MLV|1SELL	1LWND|2SELL|3LIT|4MLV|57RCR|6VULN|8BEXP|9DMG|aFEWX
207	62312 33316	   	226.14	ACR|DCR|1VULN|1DMG|1MLV|1SELL	1LWND|2SELL|3LIT|4MLV|57RCR|6VULN|8BEXP|9DMG|aBBNT
208	12352 33215	   	226.14	ACR|DCR|1VULN|1DMG|1MLV|1SELL	1LHND|2SELL|3LIT|4TLV|57RCR|6VULN|8LWND|9DMG|aMLV
209	62352 33315	   	226.14	ACR|DCR|1VULN|1DMG|1MLV|1SELL	1LWND|2SELL|3LIT|4TLV|57RCR|6VULN|8BEXP|9DMG|aMLV
210	34548 31441	   	226.10	DCR|DCR|1MLV|1CDMG|1AART|1SELL	1CDMG|2FRZARM|3MBVNT|4SELL|5RCVC|68RCR|7AAC|9AART|aMLV
211	23352 25512	   	226.07	DCR|2VULN|2DMG|1ASPD|1AART|1RPLT	14VULN|2MSLFST|3FEWX|57DMG|6ASPD|8RCR|9RPLT|aAART
212	12312 33212	   	226.04	ACR|DCR|1VULN|1DMG|1MLV|1SELL|1ZMB	1LHND|2SELL|3LIT|4MLV|57RCR|6VULN|8LWND|9DMG|aZMB
213	12312 33213	   	226.04	ACR|DCR|1VULN|1DMG|1MLV|1SELL	1LHND|2SELL|3LIT|4MLV|57RCR|6VULN|8LWND|9DMG|aAIRARM
214	22312 23211	   	226.04	ACR|DCR|1VULN|1DMG|1MLV|1SELL	1VULN|2SELL|3LIT|4MLV|57RCR|6DUST|8LWND|9DMG|aCGEN
215	22312 23214	   	226.04	ACR|DCR|1VULN|1DMG|1MLV|1SELL	1VULN|2SELL|3LIT|4MLV|57RCR|6DUST|8LWND|9DMG|aFEWX
216	22312 23216	   	226.04	ACR|DCR|1VULN|1DMG|1MLV|1SELL	1VULN|2SELL|3LIT|4MLV|57RCR|6DUST|8LWND|9DMG|aBBNT
217	62312 33312	   	226.04	ACR|DCR|1VULN|1DMG|1MLV|1SELL|1ZMB	1LWND|2SELL|3LIT|4MLV|57RCR|6VULN|8BEXP|9DMG|aZMB
218	62312 33313	   	226.04	ACR|DCR|1VULN|1DMG|1MLV|1SELL	1LWND|2SELL|3LIT|4MLV|57RCR|6VULN|8BEXP|9DMG|aAIRARM
219	22352 23215	   	226.04	ACR|DCR|1VULN|1DMG|1MLV|1SELL	1VULN|2SELL|3LIT|4TLV|57RCR|6DUST|8LWND|9DMG|aMLV
220	32548 31441	   	226.00	DCR|DCR|1MLV|1CDMG|1AART|1SELL	1CDMG|2MSLTOX|3MBVNT|4SELL|5RCVC|68RCR|7AAC|9AART|aMLV
221	22312 23212	   	225.94	ACR|DCR|1VULN|1DMG|1MLV|1SELL|1ZMB	1VULN|2SELL|3LIT|4MLV|57RCR|6DUST|8LWND|9DMG|aZMB
222	22312 23213	   	225.94	ACR|DCR|1VULN|1DMG|1MLV|1SELL	1VULN|2SELL|3LIT|4MLV|57RCR|6DUST|8LWND|9DMG|aAIRARM
223	12312 33511	   	225.90	ACR|DCR|1VULN|1DMG|1MLV|2SELL	1LHND|28SELL|3LIT|4MLV|57RCR|6VULN|9DMG|aCGEN
224	12312 33512	   	225.90	ACR|DCR|1VULN|1DMG|1MLV|2SELL	1LHND|28SELL|3LIT|4MLV|57RCR|6VULN|9DMG|aAAC
225	12312 33514	   	225.90	ACR|DCR|1VULN|1DMG|1MLV|2SELL	1LHND|28SELL|3LIT|4MLV|57RCR|6VULN|9DMG|aFEWX
226	12312 33516	   	225.90	ACR|DCR|1VULN|1DMG|1MLV|2SELL	1LHND|28SELL|3LIT|4MLV|57RCR|6VULN|9DMG|aBBNT
227	62312 33511	   	225.90	ACR|DCR|1VULN|1DMG|1MLV|2SELL	1LWND|28SELL|3LIT|4MLV|57RCR|6VULN|9DMG|aCGEN
228	62312 33512	   	225.90	ACR|DCR|1VULN|1DMG|1MLV|2SELL	1LWND|28SELL|3LIT|4MLV|57RCR|6VULN|9DMG|aAAC
229	62312 33514	   	225.90	ACR|DCR|1VULN|1DMG|1MLV|2SELL	1LWND|28SELL|3LIT|4MLV|57RCR|6VULN|9DMG|aFEWX
230	62312 33516	   	225.90	ACR|DCR|1VULN|1DMG|1MLV|2SELL	1LWND|28SELL|3LIT|4MLV|57RCR|6VULN|9DMG|aBBNT
231	12332 33515	   	225.90	ACR|DCR|1VULN|1DMG|1MLV|2SELL	1LHND|28SELL|3LIT|4RMIN|57RCR|6VULN|9DMG|aMLV
232	12352 33515	   	225.90	ACR|DCR|1VULN|1DMG|1MLV|2SELL	1LHND|28SELL|3LIT|4TLV|57RCR|6VULN|9DMG|aMLV
233	62332 33515	   	225.90	ACR|DCR|1VULN|1DMG|1MLV|2SELL	1LWND|28SELL|3LIT|4RMIN|57RCR|6VULN|9DMG|aMLV
234	12312 33513	   	225.80	ACR|DCR|1VULN|1DMG|1MLV|2SELL	1LHND|28SELL|3LIT|4MLV|57RCR|6VULN|9DMG|aAIRARM
235	22312 23511	   	225.80	ACR|DCR|1VULN|1DMG|1MLV|2SELL	1VULN|28SELL|3LIT|4MLV|57RCR|6DUST|9DMG|aCGEN
236	22312 23512	   	225.80	ACR|DCR|1VULN|1DMG|1MLV|2SELL	1VULN|28SELL|3LIT|4MLV|57RCR|6DUST|9DMG|aAAC
237	22312 23514	   	225.80	ACR|DCR|1VULN|1DMG|1MLV|2SELL	1VULN|28SELL|3LIT|4MLV|57RCR|6DUST|9DMG|aFEWX
238	22312 23516	   	225.80	ACR|DCR|1VULN|1DMG|1MLV|2SELL	1VULN|28SELL|3LIT|4MLV|57RCR|6DUST|9DMG|aBBNT
239	62312 33513	   	225.80	ACR|DCR|1VULN|1DMG|1MLV|2SELL	1LWND|28SELL|3LIT|4MLV|57RCR|6VULN|9DMG|aAIRARM
240	22332 23515	   	225.80	ACR|DCR|1VULN|1DMG|1MLV|2SELL	1VULN|28SELL|3LIT|4RMIN|57RCR|6DUST|9DMG|aMLV
241	22352 23515	   	225.80	ACR|DCR|1VULN|1DMG|1MLV|2SELL	1VULN|28SELL|3LIT|4TLV|57RCR|6DUST|9DMG|aMLV
242	32548 37441	   	225.75	DCR|DCR|1MLV|1CDMG|1AART|1SELL|1ZMB	1CDMG|2MSLTOX|3MBVNT|4SELL|5RCVC|68RCR|7ZMB|9AART|aMLV
243	13153 52222	   	225.70	DCR|DCR|1VULN|1DUR	1LHND|2MGNSTR|3VULN|4DUR|5FRZARM|6ERES|7FEWX|8TSLARM|9aRCR
244	13156 52222	   	225.70	DCR|DCR|1VULN|1DUR	1LHND|2MGNSTR|3VULN|4DUR|5TLV|6TSLARM|7FEWX|8TSLFST|9aRCR
245	23363 54222	   	225.70	DCR|DCR|1VULN|1DUR	1VULN|2MSLFST|3FEWX|4LHND|5FRZARM|6ERES|7DUR|8TSLFST|9aRCR
246	63153 52222	   	225.70	DCR|DCR|1VULN|1DUR	1LWND|2MGNSTR|3VULN|4DUR|5FRZARM|6ERES|7FEWX|8TSLARM|9aRCR
247	22312 23513	   	225.70	ACR|DCR|1VULN|1DMG|1MLV|2SELL	1VULN|28SELL|3LIT|4MLV|57RCR|6DUST|9DMG|aAIRARM
248	13453 13362	   	225.60	DCR|DCR|1VULN|1DUR	1LHND|2MGNSTR|3LEGI|4DUR|5BASHEA|6VULN|7aRCR|8SNIFST|9CGEN
249	21143 54222	   	225.60	DCR|DCR|1VULN|1DUR	1VULN|2LEGI|3FEWX|4VENFST|5FRZARM|6ERES|7DUR|8TSLARM|9aRCR
250	21553 52222	   	225.60	DCR|DCR|1VULN|1DUR	1VULN|2LEGI|3BASICY|4DUR|5FRZARM|6ERES|7FEWX|8TSLARM|9aRCR
251	23453 52222	   	225.60	DCR|DCR|1VULN|1DUR	1VULN|2MSLFST|3LEGI|4DUR|5FRZARM|6ERES|7FEWX|8TSLFST|9aRCR
252	21343 54222	   	225.50	DCR|DCR|1VULN|1DUR	1VULN|2LEGI|3DUST|4VENFST|5FRZARM|6ERES|7DUR|8TSLARM|9aRCR
253	23232 43322	   	225.48	DCR|2VULN|2DMG|1MLV|2DUR	16VULN|2MSLFST|38DUR|4FEWX|5MLV|7RCR|9aDMG
254	23342 43322	   	225.48	DCR|2VULN|2DMG|1MLV|2DUR	16VULN|2MSLFST|3FEWX|48DUR|5MLV|7RCR|9aDMG
255	22312 23142	   	225.20	ACR|DCR|1VULN|1MLV|1AART|1RPLT|1SELL	1VULN|2SELL|3LIT|4MLV|57RCR|6DUST|8AME|9AART|aRPLT
256	22312 23342	   	225.20	ACR|DCR|1VULN|1MLV|1RPLT|1AART|1SELL	1VULN|2SELL|3LIT|4MLV|57RCR|6DUST|8ERES|9AART|aRPLT
257	32548 31464	 * 	225.18	DCR|DCR|1DMG|2CDMG|1SELL	1aCDMG|2MSLTOX|3MBVNT|4SELL|5RCVC|68RCR|7AAC|9DMG
258	35111 25361	 * 	225.15	DCR|DCR|2ASPD|1CDMG	1CDMG|25AME|34aCGEN|69RCR|78ASPD
259	35111 25362	   	225.15	DCR|DCR|2ASPD|1CDMG	1CDMG|25AME|34CGEN|69RCR|78ASPD|aLHND
260	35111 25363	   	225.15	DCR|DCR|2ASPD|1CDMG	1CDMG|25AME|34CGEN|69RCR|78ASPD|aRCVC
261	35121 25361	   	225.15	DCR|DCR|2ASPD|1CDMG	1CDMG|25AME|3aCGEN|4DMSP|69RCR|78ASPD
262	35121 25362	   	225.15	DCR|DCR|2ASPD|1CDMG	1CDMG|25AME|3CGEN|4DMSP|69RCR|78ASPD|aLHND
263	35121 25363	   	225.15	DCR|DCR|2ASPD|1CDMG	1CDMG|25AME|3CGEN|4DMSP|69RCR|78ASPD|aRCVC
264	21363 64111	   	224.75	DCR|3VULN|1DMG|1ASPD|1CDMG	149VULN|2LEGI|35DUST|6ASPD|7CDMG|8DMG|aRCR
265	34548 31411	   	224.74	DCR|DCR|1MLV|1CDMG|1DUR|1SELL	1CDMG|2FRZARM|3MBVNT|4SELL|5RCVC|68RCR|7AAC|9DUR|aMLV
266	23212 44331	   	224.71	DCR|2VULN|2DMG|1CDMG|1RPLT|1DUR	18VULN|2MSLFST|3DUR|4DMSP|59DMG|6CDMG|7RCR|aRPLT
267	23242 44331	   	224.71	DCR|2VULN|2DMG|1CDMG|1RPLT|1DUR	18VULN|2MSLFST|3DUR|4RCVC|59DMG|6CDMG|7RCR|aRPLT
268	23352 25513	   	224.71	DCR|2VULN|2DMG|1ASPD|1RPLT|1DUR	14VULN|2MSLFST|3FEWX|57DMG|6ASPD|8RCR|9RPLT|aDUR
269	23633 22416	   	224.66	DCR|2VULN|1DMG|1MLV|1ASPD|1RPLT|1DUR	1aVULN|2MSLFST|3RPLT|4DUR|5MLV|6DMG|7AAC|8RCR|9ASPD
270	32548 31411	   	224.64	DCR|DCR|1MLV|1CDMG|1DUR|1SELL	1CDMG|2MSLTOX|3MBVNT|4SELL|5RCVC|68RCR|7AAC|9DUR|aMLV
