0	Index      	 *	Score 	Summary	Detail	
1	26212 22524	 * 	238.47	ACR|3VULN|3DMG|3BEXP|1CDMG|1SELL	18aDMG|28aVULN|3RCVC|4RCR|5CDMG|6DUST|78aBEXP|8aBPWR|9SELL
149	13113 51111	   	213.10	ACR|2VULN|1BASARM|1ASPD|1AART|1BEXP	12VULN|35MLV|4RCR|6RMIN|7BASARM|8BEXP|9ASPD|aAART
150	13113 51121	   	213.10	ACR|2VULN|1BASARM|1DMG|1AART|1BEXP	12VULN|35MLV|4RCR|6RMIN|7BASARM|8BEXP|9DMG|aAART
151	13511 41111	   	213.10	ACR|2VULN|1BASARM|1ASPD|1AART|1BEXP	12VULN|3RMIN|4RCR|56CGEN|7BASARM|8BEXP|9ASPD|aAART
152	13511 41121	   	213.10	ACR|2VULN|1BASARM|1DMG|1AART|1BEXP	12VULN|3RMIN|4RCR|56CGEN|7BASARM|8BEXP|9DMG|aAART
153	62114 34222	   	213.03	ACR|2BASARM|2BEXP|2CDMG|1AART	18BEXP|28CDMG|3MDPS|4RCR|5FEWX|6ZMB|78BASARM|8BPWR|9AART|aAME
154	16212 16333	   	212.91	ACR|2DMG|1VULN|1ASPD|1AART|1BEXP|1CDMG	1VULN|2ASPD|3aRCVC|4RCR|5CDMG|67DMG|8AART|9BEXP
155	13416 51111	   	212.90	ACR|2VULN|1BASARM|1ASPD|1AART|1BEXP	12VULN|35ERES|4RCR|6RMIN|7BASARM|8BEXP|9ASPD|aAART
156	13416 51121	   	212.90	ACR|2VULN|1BASARM|1DMG|1AART|1BEXP	12VULN|35ERES|4RCR|6RMIN|7BASARM|8BEXP|9DMG|aAART
157	16212 12441	   	212.74	ACR|2DMG|1VULN|1ASPD|1AART|1CDMG|1BEXP	1VULN|2ASPD|3RCVC|4RCR|5CDMG|6aDMG|7AART|8LIT|9BEXP
158	16212 12531	   	212.74	ACR|2DMG|1VULN|1ASPD|1AART|1BEXP|1CDMG	1VULN|2ASPD|3RCVC|4RCR|5CDMG|6aDMG|7AART|8DUR|9BEXP
159	16212 12533	 * 	212.74	ACR|2ASPD|1VULN|1DMG|1AART|1BEXP|1CDMG	1VULN|2aASPD|3RCVC|4RCR|5CDMG|6DMG|7AART|8DUR|9BEXP
160	16212 12313	   	212.64	ACR|2DMG|1VULN|1ASPD|1AART|1BEXP|1CDMG	1VULN|2ASPD|3RCVC|4RCR|5CDMG|6aDMG|7AART|8BEXP|9AME
161	26212 13781	   	212.62	ACR|2VULN|2DMG|1ASPD|1AART|1CDMG	16DMG|2aVULN|3RCVC|4RCR|5CDMG|7MBVNT|8ASPD|9AART
162	13112 65135	   	212.61	ACR|2VULN|1BASARM|1DMG|1BEXP|1CDMG	12VULN|3MLV|4RCR|5CDMG|6RCVC|7ZMB|8BEXP|9DMG|aBASARM
163	13112 31223	 * 	212.56	ACR|2VULN|1BASARM|3CDMG|1DMG|1SELL	12VULN|3MLV|4RCR|589CDMG|6SELL|7BASARM|aDMG
164	13412 31223	 * 	212.46	ACR|2VULN|1BASARM|3CDMG|1DMG|1SELL	12VULN|3ERES|4RCR|589CDMG|6SELL|7BASARM|aDMG
165	16211 41141	   	212.18	ACR|1BASARM|1VULN|1ASPD|1AART|1BEXP|1AAC	1VULN|2ASPD|3RCVC|4RCR|56CGEN|7BASARM|8BEXP|9AAC|aAART
166	26211 41141	   	212.18	ACR|1BASARM|1VULN|1DMG|1AART|1BEXP|1AAC	1DMG|2VULN|3RCVC|4RCR|56CGEN|7BASARM|8BEXP|9AAC|aAART
167	26212 14152	   	212.11	ACR|2VULN|2DMG|2AART|1CDMG	16DMG|2aVULN|3RCVC|4RCR|5CDMG|78AART|9CGEN
168	26212 14161	   	212.11	ACR|2VULN|2DMG|2AART|1CDMG	16DMG|29VULN|3RCVC|4RCR|5CDMG|78AART|aRMIN
169	26212 14123	 * 	212.03	ACR|3DMG|2AART|1VULN|1CDMG	16aDMG|2VULN|3RCVC|4RCR|5CDMG|78AART|9MDPS
170	62111 15334	   	211.93	ACR|2ASPD|2BEXP|1VULN|1DMG|2CDMG	18BEXP|28CDMG|3MDPS|4RCR|5DUR|6VULN|78ASPD|8BPWR|9RPLT|aDMG
171	16212 16163	   	211.91	ACR|2DMG|1VULN|1ASPD|1AART|1BEXP|1CDMG	1VULN|2ASPD|3aRCVC|4RCR|5CDMG|67DMG|8BEXP|9AART
172	62111 15341	   	211.83	ACR|2ASPD|2BEXP|1VULN|1DMG|2CDMG	18BEXP|28CDMG|3MDPS|4RCR|5DUR|6VULN|78ASPD|8BPWR|9DMG|aSNITOX
173	62111 15343	   	211.83	ACR|2ASPD|2BEXP|1VULN|1DMG|2CDMG	18BEXP|28CDMG|3MDPS|4RCR|5DUR|6VULN|78ASPD|8BPWR|9DMG|aLEGI
174	62113 15334	   	211.83	ACR|2ASPD|2BEXP|1VULN|1DMG|2CDMG	18BEXP|28CDMG|3MDPS|4RCR|5DUST|6VULN|78ASPD|8BPWR|9RPLT|aDMG
175	16212 16334	   	211.74	ACR|2DMG|1VULN|1ASPD|1AART|1CDMG|1BEXP	1VULN|2ASPD|3RCVC|4RCR|5CDMG|67DMG|8AART|9BEXP|aCGEN
176	16212 16335	   	211.74	ACR|2DMG|1VULN|1ASPD|1AART|1BEXP|1CDMG	1VULN|2ASPD|3RCVC|4RCR|5CDMG|67DMG|8AART|9BEXP|aLHND
177	16212 16336	   	211.74	ACR|2DMG|1VULN|1ASPD|1AART|1CDMG|1BEXP	1VULN|2ASPD|3RCVC|4RCR|5CDMG|67DMG|8AART|9BEXP|aLIT
178	62113 15341	   	211.73	ACR|2ASPD|2BEXP|1VULN|1DMG|2CDMG	18BEXP|28CDMG|3MDPS|4RCR|5DUST|6VULN|78ASPD|8BPWR|9DMG|aSNITOX
179	62113 15343	   	211.73	ACR|2ASPD|2BEXP|1VULN|1DMG|2CDMG	18BEXP|28CDMG|3MDPS|4RCR|5DUST|6VULN|78ASPD|8BPWR|9DMG|aLEGI
180	16212 16151	   	211.67	ACR|2ASPD|2DMG|1VULN|1BEXP|1CDMG	1VULN|2aASPD|3RCVC|4RCR|5CDMG|67DMG|8BEXP|9LHND
181	16212 16241	   	211.67	ACR|2ASPD|2DMG|1VULN|1BEXP|1CDMG	1VULN|2aASPD|3RCVC|4RCR|5CDMG|67DMG|8LWND|9BEXP
182	26212 13741	   	211.57	ACR|2ASPD|2DMG|1VULN|1CDMG|1BEXP	16DMG|2VULN|3RCVC|4RCR|5CDMG|7MBVNT|8aASPD|9BEXP
183	16214 61131	   	211.40	ACR|1VULN|2BEXP|1ASPD|1DMG|1BASICY|1AART	1VULN|2ASPD|3RCVC|4RCR|5BASICY|68BEXP|7DMG|9CGEN|aAART
184	16212 16124	 * 	211.21	ACR|3DMG|1VULN|1ASPD|1BEXP|1CDMG	1VULN|2ASPD|39RCVC|4RCR|5CDMG|67aDMG|8BEXP
185	13113 21544	   	211.17	ACR|2VULN|1BASARM|1ASPD|1DMG|1AAC	12VULN|35MLV|4RCR|6ASPD|7BASARM|8LWND|9AAC|aDMG
186	13112 31126	   	211.16	ACR|2VULN|1BASARM|1DMG|1BEXP|1CDMG|1SELL	12VULN|3MLV|4RCR|5CDMG|6SELL|7BASARM|8BEXP|9DMG|aRCVC
187	13112 31366	   	211.16	ACR|2VULN|1BASARM|1DMG|1BEXP|1CDMG|1SELL	12VULN|3MLV|4RCR|5CDMG|6SELL|7BASARM|8DMG|9BEXP|aRCVC
188	16214 61212	   	211.11	ACR|1VULN|1ASPD|1DMG|1BASICY|1AART|1BEXP|1CDMG	1VULN|2ASPD|3RCVC|4RCR|5BASICY|6BEXP|7DMG|8CDMG|9TLV|aAART
189	16214 61222	   	211.11	ACR|1VULN|1ASPD|1DMG|1BASICY|1AART|1BEXP|1CDMG	1VULN|2ASPD|3RCVC|4RCR|5BASICY|6BEXP|7DMG|8CDMG|9AIRHEL|aAART
190	16214 61232	   	211.11	ACR|1VULN|1ASPD|1DMG|1BASICY|1AART|1BEXP|1CDMG	1VULN|2ASPD|3RCVC|4RCR|5BASICY|6BEXP|7DMG|8CDMG|9VENICY|aAART
191	13412 31126	   	211.06	ACR|2VULN|1BASARM|1DMG|1BEXP|1CDMG|1SELL	12VULN|3ERES|4RCR|5CDMG|6SELL|7BASARM|8BEXP|9DMG|aRCVC
192	13412 31366	   	211.06	ACR|2VULN|1BASARM|1DMG|1BEXP|1CDMG|1SELL	12VULN|3ERES|4RCR|5CDMG|6SELL|7BASARM|8DMG|9BEXP|aRCVC
193	26214 61212	 * 	211.03	ACR|2VULN|2DMG|1ASPD|1BASICY|1BEXP	17DMG|2aVULN|3RCVC|4RCR|5BASICY|6BEXP|8ERES|9ASPD
194	62115 14311	   	210.98	ACR|1BASARM|2VULN|2BEXP|1CDMG|1AAC	1aBEXP|2CDMG|3MDPS|4RCR|5AAC|69VULN|7SPLREG|8BASARM
195	62115 16311	   	210.98	ACR|1BASARM|2VULN|2BEXP|1CDMG|1AAC	1aBEXP|2CDMG|3MDPS|4RCR|5AAC|69VULN|7AIRHEL|8BASARM
196	13514 61112	 * 	210.98	ACR|3VULN|2BEXP|1ASPD|1DMG|1BASICY	12aVULN|3RMIN|4RCR|5BASICY|68BEXP|7DMG|9ASPD
197	16212 16135	   	210.91	ACR|3DMG|1VULN|1ASPD|1BEXP|1CDMG	1VULN|2ASPD|3aRCVC|4RCR|5CDMG|679DMG|8BEXP
198	26212 22553	 * 	210.76	ACR|2VULN|3BEXP|2DMG|1CDMG	18DMG|28VULN|3RCVC|4RCR|5CDMG|6DUST|78aBEXP|8BPWR|9SPLREG
199	16212 12361	   	210.25	ACR|2VULN|1ASPD|1DMG|1AART|1BEXP|1CDMG	1aVULN|2ASPD|39RCVC|4RCR|5CDMG|6DMG|7AART|8BEXP
200	26212 14523	 * 	210.21	ACR|3DMG|2VULN|1AART|1CDMG	16aDMG|28VULN|3RCVC|4RCR|5CDMG|7AART|9MDPS
201	16212 12333	   	210.16	ACR|1VULN|2BEXP|1ASPD|1DMG|1AART|1CDMG	1VULN|2ASPD|3aRCVC|4RCR|5CDMG|6DMG|7AART|89BEXP
202	13112 45135	   	210.10	ACR|2VULN|1BASARM|1DMG|1BEXP|1CDMG	12VULN|3MLV|4RCR|5CDMG|6DMSP|7ZMB|8BEXP|9DMG|aBASARM
203	13113 21136	   	210.10	ACR|2VULN|1BASARM|1ASPD|1BEXP|1CDMG	12VULN|35MLV|4RCR|6ASPD|7BASARM|8BEXP|9CGEN|aCDMG
204	13113 21232	   	210.10	ACR|2VULN|1BASARM|1ASPD|1BEXP|1CDMG	12VULN|35MLV|4RCR|6ASPD|7BASARM|8CDMG|9LHND|aBEXP
205	13113 21242	   	210.10	ACR|2VULN|1BASARM|1ASPD|1BEXP|1CDMG	12VULN|359MLV|4RCR|6ASPD|7BASARM|8CDMG|aBEXP
206	13113 21262	   	210.10	ACR|2VULN|1BASARM|1ASPD|1BEXP|1CDMG	12VULN|35MLV|4RCR|6ASPD|7BASARM|8CDMG|9FEWX|aBEXP
207	13113 51116	   	210.10	ACR|2VULN|1BASARM|1ASPD|1BEXP|1CDMG	12VULN|35MLV|4RCR|6RMIN|7BASARM|8BEXP|9ASPD|aCDMG
208	13512 42135	   	210.10	ACR|2VULN|1BASARM|1DMG|1BEXP|1CDMG	12VULN|3RMIN|4RCR|5CDMG|6DMSP|7CGEN|8BEXP|9DMG|aBASARM
209	13113 21466	   	210.00	ACR|2VULN|1BASARM|1ASPD|1BEXP|1CDMG	12VULN|35MLV|4RCR|6ASPD|7BASARM|8TLV|9BEXP|aCDMG
210	13416 21232	   	209.90	ACR|2VULN|1BASARM|1ASPD|1BEXP|1CDMG	12VULN|35ERES|4RCR|6ASPD|7BASARM|8CDMG|9LHND|aBEXP
211	13416 21253	   	209.90	ACR|2VULN|1BASARM|1ASPD|1BEXP|1CDMG	12VULN|35ERES|4RCR|6ASPD|7BASARM|8CDMG|9BELT|aBEXP
212	13416 21262	   	209.90	ACR|2VULN|1BASARM|1ASPD|1BEXP|1CDMG	12VULN|35ERES|4RCR|6ASPD|7BASARM|8CDMG|9LWND|aBEXP
213	62116 14313	   	209.90	ACR|1BASARM|2VULN|1ASPD|1CDMG|1BEXP	1BEXP|2CDMG|3MDPS|4RCR|5RMIN|69VULN|7SPLREG|8BASARM|aASPD
214	62116 16313	   	209.90	ACR|1BASARM|2VULN|1ASPD|1BEXP|1CDMG	1BEXP|2CDMG|3MDPS|4RCR|5RMIN|69VULN|7AIRHEL|8BASARM|aASPD
215	13112 31115	   	209.86	ACR|2VULN|1BASARM|1ASPD|1BEXP|1CDMG|1SELL	12VULN|3aMLV|4RCR|5CDMG|6SELL|7BASARM|8BEXP|9ASPD
216	26212 14142	 * 	209.83	ACR|2DMG|2AART|1VULN|3CDMG	16DMG|2VULN|3RCVC|4RCR|59aCDMG|78AART
217	33112 16215	   	209.79	ACR|1BASARM|1VULN|1ASPD|1DMG|1CDMG	1RCVC|29FEWX|3AME|4RCR|5CDMG|6DMG|7ASPD|8VULN|aBASARM
218	33412 16215	   	209.79	ACR|1BASARM|1VULN|1ASPD|1DMG|1CDMG	1RCVC|29FEWX|3ERES|4RCR|5CDMG|6DMG|7ASPD|8VULN|aBASARM
219	13113 21142	   	209.77	ACR|3VULN|1BASARM|1ASPD|1BEXP|1AAC	12aVULN|35MLV|4RCR|6ASPD|7BASARM|8BEXP|9AAC
220	13113 21662	   	209.77	ACR|3VULN|1BASARM|1ASPD|1BEXP|1AAC	12aVULN|35MLV|4RCR|6ASPD|7BASARM|8AAC|9BEXP
221	13412 31115	   	209.76	ACR|2VULN|1BASARM|1ASPD|1BEXP|1CDMG|1SELL	12VULN|3ERES|4RCR|5CDMG|6SELL|7BASARM|8BEXP|9ASPD|aMLV
222	13112 31113	   	209.76	ACR|2VULN|1BASARM|1ASPD|1BEXP|1CDMG|1SELL	12VULN|3MLV|4RCR|5CDMG|6SELL|7BASARM|8BEXP|9ASPD|aAIRARM
223	13112 31123	   	209.76	ACR|2VULN|1BASARM|1DMG|1BEXP|1CDMG|1SELL	12VULN|3MLV|4RCR|5CDMG|6SELL|7BASARM|8BEXP|9DMG|aAIRARM
224	13112 31125	   	209.76	ACR|2VULN|1BASARM|1DMG|1BEXP|1CDMG|1SELL	12VULN|3MLV|4RCR|5CDMG|6SELL|7BASARM|8BEXP|9DMG|aDUST
225	13112 31134	   	209.76	ACR|2VULN|1BASARM|1DMG|1BEXP|1CDMG|1SELL	12VULN|3MLV|4RCR|5CDMG|6SELL|7BASARM|8BEXP|9TLV|aDMG
226	13112 31315	   	209.76	ACR|2VULN|1BASARM|1DMG|1BEXP|1CDMG|1SELL	12VULN|3MLV|4RCR|5CDMG|6SELL|7BASARM|8DMG|9DLOT|aBEXP
227	13112 31363	   	209.76	ACR|2VULN|1BASARM|1DMG|1BEXP|1CDMG|1SELL	12VULN|3MLV|4RCR|5CDMG|6SELL|7BASARM|8DMG|9BEXP|aAIRARM
228	13112 31365	   	209.76	ACR|2VULN|1BASARM|1DMG|1BEXP|1CDMG|1SELL	12VULN|3MLV|4RCR|5CDMG|6SELL|7BASARM|8DMG|9BEXP|aDUST
229	13112 31464	   	209.76	ACR|2VULN|1BASARM|1DMG|1BEXP|1CDMG|1SELL	12VULN|3MLV|4RCR|5CDMG|6SELL|7BASARM|8TLV|9BEXP|aDMG
230	16212 16131	   	209.74	ACR|3DMG|1VULN|1ASPD|1CDMG|1BEXP	1VULN|2ASPD|3RCVC|4RCR|5CDMG|679DMG|8BEXP|aRPLT
231	16212 16134	   	209.74	ACR|3DMG|1VULN|1ASPD|1BEXP|1CDMG	1VULN|2ASPD|3RCVC|4RCR|5CDMG|679DMG|8BEXP|aMLV
232	13412 31113	   	209.66	ACR|2VULN|1BASARM|1ASPD|1BEXP|1CDMG|1SELL	12VULN|3ERES|4RCR|5CDMG|6SELL|7BASARM|8BEXP|9ASPD|aAIRARM
233	13412 31116	   	209.66	ACR|2VULN|1BASARM|1ASPD|1BEXP|1CDMG|1SELL	12VULN|3aERES|4RCR|5CDMG|6SELL|7BASARM|8BEXP|9ASPD
234	13412 31123	   	209.66	ACR|2VULN|1BASARM|1DMG|1BEXP|1CDMG|1SELL	12VULN|3ERES|4RCR|5CDMG|6SELL|7BASARM|8BEXP|9DMG|aAIRARM
235	13412 31125	   	209.66	ACR|2VULN|1BASARM|1DMG|1BEXP|1CDMG|1SELL	12VULN|3ERES|4RCR|5CDMG|6SELL|7BASARM|8BEXP|9DMG|aDUST
236	13412 31134	   	209.66	ACR|2VULN|1BASARM|1DMG|1BEXP|1CDMG|1SELL	12VULN|3ERES|4RCR|5CDMG|6SELL|7BASARM|8BEXP|9AME|aDMG
237	13412 31315	   	209.66	ACR|2VULN|1BASARM|1DMG|1BEXP|1CDMG|1SELL	12VULN|3ERES|4RCR|5CDMG|6SELL|7BASARM|8DMG|9DLOT|aBEXP
238	13412 31363	   	209.66	ACR|2VULN|1BASARM|1DMG|1BEXP|1CDMG|1SELL	12VULN|3ERES|4RCR|5CDMG|6SELL|7BASARM|8DMG|9BEXP|aAIRARM
239	13412 31365	   	209.66	ACR|2VULN|1BASARM|1DMG|1BEXP|1CDMG|1SELL	12VULN|3ERES|4RCR|5CDMG|6SELL|7BASARM|8DMG|9BEXP|aDUST
240	16212 16132	   	209.64	ACR|3DMG|1VULN|1ASPD|1BEXP|1CDMG	1VULN|2ASPD|3RCVC|4RCR|5CDMG|679DMG|8BEXP|aAME
241	16212 16133	   	209.64	ACR|3DMG|1VULN|1ASPD|1BEXP|1CDMG	1VULN|2ASPD|3RCVC|4RCR|5CDMG|679DMG|8BEXP|aERES
242	34112 16315	   	209.59	ACR|1BASARM|1VULN|1ASPD|1DMG|1CDMG	1RCVC|28DUST|3AME|4RCR|5CDMG|6DMG|7ASPD|9VULN|aBASARM
243	13416 21142	   	209.57	ACR|3VULN|1BASARM|1ASPD|1BEXP|1AAC	12aVULN|35ERES|4RCR|6ASPD|7BASARM|8BEXP|9AAC
244	26211 41116	   	209.46	ACR|1BASARM|1VULN|1ASPD|1DMG|1BEXP	1DMG|2VULN|3aRCVC|4RCR|56CGEN|7BASARM|8BEXP|9ASPD
245	12114 25314	   	209.31	ACR|2VULN|2ASPD|2CDMG|1AART|1BEXP	18VULN|28CDMG|3MDPS|4RCR|5FEWX|6DUR|78ASPD|8BPWR|9AART|aBEXP
246	16214 61213	   	209.30	ACR|1VULN|2BEXP|1ASPD|1DMG|1BASICY|1CDMG	1VULN|2ASPD|3RCVC|4RCR|5BASICY|6aBEXP|7DMG|8CDMG|9TLV
247	13113 21126	   	209.29	ACR|2VULN|1BASARM|2BEXP|1ASPD	12VULN|35MLV|4RCR|6ASPD|7BASARM|8aBEXP|9FEWX
248	16211 41252	   	209.29	ACR|1BASARM|1VULN|1ASPD|1DMG|1CDMG	1VULN|2ASPD|3RCVC|4RCR|56CGEN|7BASARM|8CDMG|9BELT|aDMG
249	16212 42335	   	209.29	ACR|1BASARM|1VULN|1ASPD|1DMG|1CDMG	1VULN|2ASPD|3RCVC|4RCR|5CDMG|6DMSP|7CGEN|8DUR|9DMG|aBASARM
250	26211 41236	   	209.29	ACR|1BASARM|1VULN|1ASPD|1DMG|1CDMG	1DMG|2VULN|3RCVC|4RCR|56CGEN|7BASARM|8CDMG|9LHND|aASPD
251	26211 41252	   	209.29	ACR|1BASARM|1VULN|1ASPD|1DMG|1CDMG	1DMG|2VULN|3RCVC|4RCR|56CGEN|7BASARM|8CDMG|9BELT|aASPD
252	13112 13632	   	209.25	ACR|2VULN|2ASPD|2DMG|1CDMG	12VULN|3MLV|4RCR|5CDMG|69DMG|7CGEN|8aASPD
253	13512 13632	   	209.25	ACR|2VULN|2ASPD|2DMG|1CDMG	12VULN|3RMIN|4RCR|5CDMG|69DMG|7CGEN|8aASPD
254	12113 25314	   	209.21	ACR|2VULN|2ASPD|2CDMG|1AART|1BEXP	18VULN|28CDMG|3MDPS|4RCR|5DUST|6DUR|78ASPD|8BPWR|9AART|aBEXP
255	16212 13225	   	209.19	ACR|1BASARM|1VULN|1ASPD|1DMG|1CDMG	1VULN|2ASPD|3RCVC|4RCR|5CDMG|6DMG|7CGEN|8AEFBLL|9DUR|aBASARM
256	26212 36225	   	209.19	ACR|1BASARM|1VULN|1ASPD|1DMG|1CDMG	1DMG|2VULN|3RCVC|4RCR|5CDMG|6MLV|7ASPD|8AEFBLL|9DUR|aBASARM
257	13412 13632	   	209.15	ACR|2VULN|2ASPD|2DMG|1CDMG	12VULN|3ERES|4RCR|5CDMG|69DMG|7CGEN|8aASPD
258	13112 16634	   	209.15	ACR|2VULN|2ASPD|2DMG|1CDMG	12VULN|3MLV|4RCR|5CDMG|6aDMG|78ASPD|9ERES
259	13114 66312	   	209.09	ACR|2VULN|1BASARM|2BEXP|1ASPD	12VULN|3MLV|4RCR|5SNITOX|68BEXP|7BASARM|9ASPD|aLEGI
260	13114 66313	   	209.09	ACR|2VULN|1BASARM|2BEXP|1ASPD	12VULN|3MLV|4RCR|5SNITOX|68BEXP|7BASARM|9ASPD|aDUST
261	13416 21126	   	209.09	ACR|2VULN|1BASARM|2BEXP|1ASPD	12VULN|35ERES|4RCR|6ASPD|7BASARM|8aBEXP|9FEWX
262	12114 25342	 * 	209.08	ACR|3VULN|2ASPD|1DMG|2CDMG	18aVULN|28CDMG|3MDPS|4RCR|5FEWX|6DUR|78ASPD|8BPWR|9DMG
263	26212 14126	   	209.03	ACR|2DMG|2AART|1VULN|1BEXP|1CDMG	16DMG|2VULN|3RCVC|4RCR|5CDMG|78AART|9MDPS|aBEXP
264	16212 12334	   	208.99	ACR|1VULN|2BEXP|1ASPD|1DMG|1AART|1CDMG	1VULN|2ASPD|3RCVC|4RCR|5CDMG|6DMG|7AART|89BEXP|aCGEN
265	16212 12335	   	208.99	ACR|1VULN|2BEXP|1ASPD|1DMG|1AART|1CDMG	1VULN|2ASPD|3RCVC|4RCR|5CDMG|6DMG|7AART|89BEXP|aLHND
266	16212 12336	   	208.99	ACR|1VULN|2BEXP|1ASPD|1DMG|1AART|1CDMG	1VULN|2ASPD|3RCVC|4RCR|5CDMG|6DMG|7AART|89BEXP|aLIT
267	12113 25342	   	208.98	ACR|3VULN|2ASPD|1DMG|2CDMG	18aVULN|28CDMG|3MDPS|4RCR|5DUST|6DUR|78ASPD|8BPWR|9DMG
268	16214 26112	 * 	208.93	ACR|3ASPD|1VULN|2BEXP|1BASICY	1VULN|279ASPD|3RCVC|4RCR|5BASICY|6MLV|8aBEXP
269	26214 61121	 * 	208.92	ACR|2DMG|1VULN|2BEXP|1BASICY|1AART	17DMG|2VULN|3RCVC|4RCR|5BASICY|69BEXP|8DUR|aAART
270	26214 61222	 * 	208.83	ACR|3DMG|1VULN|2BEXP|1BASICY	179DMG|2VULN|3RCVC|4RCR|5BASICY|6aBEXP|8ERES
271	62111 34251	   	208.74	ACR|2BASARM|3BEXP|2CDMG	189BEXP|28CDMG|3MDPS|4RCR|5DUR|6ZMB|78BASARM|8BPWR|aFEWX
272	26214 61112	   	208.74	ACR|2DMG|1VULN|1BASICY|1AART|1BEXP|1CDMG	17DMG|2VULN|3RCVC|4RCR|5BASICY|6BEXP|8DUR|9CDMG|aAART
273	62111 34252	   	208.64	ACR|2BASARM|3BEXP|2CDMG	189BEXP|28CDMG|3MDPS|4RCR|5DUR|6ZMB|78BASARM|8BPWR|aERES
274	62111 34253	   	208.64	ACR|2BASARM|3BEXP|2CDMG	189BEXP|28CDMG|3MDPS|4RCR|5DUR|6ZMB|78BASARM|8BPWR|aAME
275	62111 34261	   	208.64	ACR|2BASARM|3BEXP|2CDMG	18aBEXP|28CDMG|3MDPS|4RCR|5DUR|6ZMB|78BASARM|8BPWR|9LSRREG
276	62113 34251	   	208.64	ACR|2BASARM|3BEXP|2CDMG	189BEXP|28CDMG|3MDPS|4RCR|5DUST|6ZMB|78BASARM|8BPWR|aBELT
277	26214 61312	   	208.64	ACR|2DMG|1VULN|1BASICY|1AART|1BEXP|1CDMG	17DMG|2VULN|3RCVC|4RCR|5BASICY|6BEXP|8DUST|9CDMG|aAART
278	23112 14165	   	208.60	ACR|2VULN|2DMG|2AART|1CDMG	16DMG|2ERES|3MLV|4RCR|5CDMG|78AART|9aVULN
279	26212 22513	 * 	208.60	ACR|3VULN|2DMG|2BEXP|1CDMG	18DMG|28aVULN|3RCVC|4RCR|5CDMG|6DUST|78BEXP|8BPWR|9FEWX
280	16212 52513	 * 	208.60	ACR|3VULN|2ASPD|2BEXP|1CDMG	18aVULN|28ASPD|3RCVC|4RCR|5CDMG|6DUST|78BEXP|8BPWR|9FEWX
281	62113 34253	   	208.54	ACR|2BASARM|3BEXP|2CDMG	189BEXP|28CDMG|3MDPS|4RCR|5DUST|6ZMB|78BASARM|8BPWR|aERES
282	62113 34261	   	208.54	ACR|2BASARM|3BEXP|2CDMG	18aBEXP|28CDMG|3MDPS|4RCR|5DUST|6ZMB|78BASARM|8BPWR|9LSRREG
283	62111 15312	   	208.52	ACR|2ASPD|2BEXP|1VULN|2CDMG|1AART	18BEXP|28CDMG|3MDPS|4RCR|5DUR|6VULN|78ASPD|8BPWR|9AART|aFEWX
284	62111 15313	   	208.52	ACR|2ASPD|2BEXP|1VULN|2CDMG|1AART	18BEXP|28CDMG|3MDPS|4RCR|5DUR|6VULN|78ASPD|8BPWR|9AART|aRPLT
285	62114 15312	   	208.52	ACR|2ASPD|2BEXP|1VULN|2CDMG|1AART	18BEXP|28CDMG|3MDPS|4RCR|5aFEWX|6VULN|78ASPD|8BPWR|9AART
286	62114 15313	   	208.52	ACR|2ASPD|2BEXP|1VULN|2CDMG|1AART	18BEXP|28CDMG|3MDPS|4RCR|5FEWX|6VULN|78ASPD|8BPWR|9AART|aLHND
287	26212 22551	   	208.50	ACR|3VULN|2DMG|2BEXP|1CDMG	18DMG|28aVULN|3RCVC|4RCR|5CDMG|6DUST|78BEXP|8BPWR|9SPLREG
