0	Index      	 *	Score 	Summary	Detail	
1	22142 14235	 * 	220.34	ACR|3VULN|2ASPD|2DMG|1AART	19aVULN|268LWND|3AART|4aASPD|5RCR|7aDMG|aBPWR
160	11652 23216	   	194.11	ACR|2VULN|1BASARM|1DMG|1BEXP|2RCVC	13RCVC|27VULN|4BASARM|5RCR|6ZMB|8DMG|9RPLT|aBEXP
161	11652 23222	   	194.11	ACR|2VULN|1BASARM|1DMG|1BEXP|2RCVC	13RCVC|27VULN|4BASARM|5RCR|6ZMB|8DMG|9CGEN|aBEXP
162	11652 23252	   	194.11	ACR|2VULN|1BASARM|1DMG|1BEXP|2RCVC	13RCVC|27VULN|4BASARM|5RCR|6ZMB|8DMG|9MLV|aBEXP
163	11652 63222	   	194.11	ACR|2VULN|1BASARM|1DMG|1BEXP|2RCVC	13RCVC|27VULN|4BASARM|5RCR|6MLV|8DMG|9CGEN|aBEXP
164	13225 22142	   	194.09	ACR|1BASARM|2BEXP|1DMG|1VULN	1RCVC|23BEXP|3BPWR|4ERES|5RCR|67DUST|8BASARM|9DMG|aVULN
165	13225 26142	   	194.09	ACR|1BASARM|2BEXP|1DMG|1VULN	1RCVC|23BEXP|3BPWR|47ERES|5RCR|6DUST|8BASARM|9DMG|aVULN
166	13323 41421	 * 	194.05	ACR|2ASPD|2DMG|2BEXP	1RCVC|29BEXP|3CGEN|4RCR|59MLV|6aASPD|7LIT|89DMG|9BPWR
167	13123 41421	   	193.95	ACR|2ASPD|2DMG|2BEXP	1RCVC|29BEXP|3ERES|4RCR|59MLV|6aASPD|7LIT|89DMG|9BPWR
168	11634 11423	   	193.93	ACR|2VULN|2DMG|2BEXP|1AAC|2RCVC	13RCVC|29VULN|4RCR|59BEXP|6ERES|7LIT|89DMG|9BPWR|aAAC
169	11652 53231	   	193.91	ACR|2VULN|1BASARM|1DMG|1BEXP|2RCVC	13RCVC|27VULN|4BASARM|5RCR|69ERES|8DMG|aBEXP
170	13321 41421	   	193.85	ACR|2ASPD|2DMG|2BEXP	1RCVC|29BEXP|3CGEN|4RCR|59AME|6aASPD|7LIT|89DMG|9BPWR
171	13121 41421	   	193.76	ACR|2ASPD|2DMG|2BEXP	1RCVC|29BEXP|3ERES|4RCR|59AME|6aASPD|7LIT|89DMG|9BPWR
172	23652 14322	   	193.51	ACR|1BASARM|2VULN|1ASPD|1CDMG	1aVULN|2AEMAG|38RCVC|4BASARM|5RCR|6CGEN|7CDMG|9ASPD
173	23652 42322	   	193.51	ACR|1BASARM|2VULN|1ASPD|1CDMG	1aVULN|2AEMAG|38RCVC|4BASARM|5RCR|6CDMG|7CGEN|9ASPD
174	32652 13326	   	193.47	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1AME|2ERES|3RCVC|4BASARM|5RCR|6CGEN|7VULN|8ASPD|9CDMG|aBEXP
175	13255 21421	 * 	193.28	ACR|3DMG|3BEXP|1VULN	1RCVC|239BEXP|39BPWR|49MLV|5RCR|6VULN|7LIT|89aDMG
176	13225 13146	 * 	193.12	ACR|1BASARM|3BEXP|1DMG	1RCVC|23aBEXP|3BPWR|46ERES|5RCR|7FEWX|8BASARM|9DMG
177	12324 43141	   	193.12	ACR|2BASARM|1ASPD|1DMG	1RCVC|2DUR|37CGEN|4RCR|5AAC|6ASPD|8aBASARM|9DMG
178	11636 11334	   	193.03	ACR|3VULN|2BEXP|1ASPD|1CDMG|2RCVC	13RCVC|259VULN|4RCR|59BPWR|6CDMG|79BEXP|89DUST|aASPD
179	13225 22146	   	193.02	ACR|1BASARM|3BEXP|1DMG	1RCVC|23aBEXP|3BPWR|4ERES|5RCR|67DUST|8BASARM|9DMG
180	24652 23312	 * 	193.02	ACR|3VULN|1BASARM|2BEXP	127VULN|38RCVC|4BASARM|5RCR|6ZMB|9aBEXP
181	23635 22632	   	192.90	ACR|3VULN|2DMG|2BEXP	16aVULN|2aAEMAG|3RCVC|4RCR|57DMG|8DUR|9aBEXP|aBPWR
182	23634 24132	   	192.82	ACR|2VULN|3BEXP|2DMG	1aVULN|2AEMAG|3RCVC|4RCR|56aBEXP|7DUR|8LWND|9aDMG|aBPWR
183	22142 62164	   	192.74	ACR|2VULN|2ASPD|1CDMG|1BEXP|1AART	18VULN|2LWND|3AART|48ASPD|5RCR|68FEWX|7MBVNT|8BPWR|9CDMG|aBEXP
184	23634 23132	   	192.72	ACR|2VULN|3BEXP|2DMG	1aVULN|2AEMAG|3RCVC|4RCR|56aBEXP|7DUST|8LWND|9aDMG|aBPWR
185	24634 21312	   	192.72	ACR|2VULN|3BEXP|2ASPD	12VULN|3RCVC|4RCR|567BEXP|89ASPD|aLWND
186	15635 11233	   	192.68	ACR|1BASARM|2DMG|1BEXP|2RCVC|1SELL	13RCVC|2LHND|4RCR|59DMG|6ERES|7BEXP|8SELL|aBASARM
187	21325 22236	 * 	192.67	ACR|5VULN|1ASPD|1DMG|1BEXP	13468VULN|2MLV|5RCR|7DMG|9ASPD|aBEXP
188	23634 21311	   	192.62	ACR|2VULN|3BEXP|2ASPD	1aVULN|2AEMAG|3RCVC|4RCR|567BEXP|89ASPD
189	23323 41422	   	192.39	ACR|2ASPD|2DMG|1VULN|1CDMG	1VULN|29AEMAG|3ZMB|4RCR|5MLV|69ASPD|7LIT|89DMG|9BPWR|aCDMG
190	22142 52151	   	192.38	ACR|2VULN|2ASPD|2BEXP|1AART	18VULN|2LWND|3AART|48ASPD|5RCR|68BEXP|7MBVNT|8BPWR|9RCVC|aDUR
191	22142 52152	   	192.38	ACR|2VULN|2ASPD|2BEXP|1AART	18VULN|2LWND|3AART|48ASPD|5RCR|68BEXP|7MBVNT|8BPWR|9RCVC|aZMB
192	22142 52153	   	192.38	ACR|2VULN|2ASPD|2BEXP|1AART	18VULN|2LWND|3AART|48ASPD|5RCR|68BEXP|7MBVNT|8BPWR|9RCVC|aFEWX
193	23652 14222	   	192.37	ACR|1BASARM|2VULN|1ASPD|1CDMG	1aVULN|2AEMAG|3RCVC|4BASARM|5RCR|68CGEN|7CDMG|9ASPD
194	23652 42222	   	192.37	ACR|1BASARM|2VULN|1ASPD|1CDMG	1aVULN|2AEMAG|3RCVC|4BASARM|5RCR|6CDMG|78CGEN|9ASPD
195	23652 43322	   	192.37	ACR|1BASARM|2VULN|1ASPD|1CDMG	1aVULN|2AEMAG|3RCVC|4BASARM|5RCR|6CDMG|78MLV|9ASPD
196	23321 41422	   	192.29	ACR|2ASPD|2DMG|1VULN|1CDMG	1VULN|29AEMAG|3ZMB|4RCR|5AME|69ASPD|7LIT|89DMG|9BPWR|aCDMG
197	23652 14112	   	192.27	ACR|1BASARM|2VULN|1DMG|1CDMG	1aVULN|2AEMAG|3RCVC|4BASARM|5RCR|6CGEN|7CDMG|8DMG|9ERES
198	23652 42112	   	192.27	ACR|1BASARM|2VULN|1DMG|1CDMG	1aVULN|2AEMAG|3RCVC|4BASARM|5RCR|6CDMG|7CGEN|8DMG|9ERES
199	12626 21226	   	192.22	ACR|2VULN|2ASPD|1DMG|1CDMG|1SELL	1RCVC|29DUR|39ASPD|4RCR|5CDMG|6LIT|79VULN|8SELL|9BPWR|aDMG
200	12235 13166	   	192.18	ACR|1BASARM|1ASPD|1DMG|1BEXP	1RCVC|23DUR|3BPWR|4RCR|5DMG|6ERES|7ASPD|8BASARM|9CGEN|aBEXP
201	13324 43143	   	192.18	ACR|1BASARM|1ASPD|1DMG|1BEXP	1RCVC|2BEXP|37CGEN|4RCR|5AAC|6ASPD|8BASARM|9DMG|aRMIN
202	15235 13163	   	192.18	ACR|1BASARM|1ASPD|1DMG|1AART	1RCVC|23LHND|3BPWR|4RCR|5DMG|6ERES|7ASPD|8BASARM|9CGEN|aAART
203	12324 43142	   	192.18	ACR|1BASARM|1ASPD|1DMG|1VULN	1RCVC|2DUR|37CGEN|4RCR|5AAC|6ASPD|8BASARM|9DMG|aVULN
204	13323 41426	 * 	192.12	ACR|3DMG|2BEXP|1ASPD	1RCVC|29BEXP|3CGEN|4RCR|59MLV|6ASPD|7LIT|89aDMG|9BPWR
205	12235 13121	   	192.08	ACR|1BASARM|1ASPD|1DMG|1VULN	1RCVC|23DUR|3BPWR|4RCR|5DMG|6ERES|7ASPD|8BASARM|9MDPS|aVULN
206	12235 13156	   	192.08	ACR|1BASARM|1ASPD|1DMG|1BEXP	1RCVC|23DUR|3BPWR|4RCR|5DMG|6ERES|7ASPD|8BASARM|9TLV|aBEXP
207	12535 13121	   	192.08	ACR|1BASARM|1ASPD|1DMG|1VULN	1RCVC|23DUR|4RCR|5DMG|6ERES|7ASPD|8BASARM|9MDPS|aVULN
208	15235 13121	   	192.08	ACR|1BASARM|1ASPD|1DMG|1VULN	1RCVC|23LHND|3BPWR|4RCR|5DMG|6ERES|7ASPD|8BASARM|9MDPS|aVULN
209	15235 13153	   	192.08	ACR|1BASARM|1ASPD|1DMG|1AART	1RCVC|23LHND|3BPWR|4RCR|5DMG|6ERES|7ASPD|8BASARM|9TLV|aAART
210	23324 41421	   	192.04	ACR|2VULN|2DMG|2ASPD	19VULN|2AEMAG|39ZMB|4RCR|5AAC|6aASPD|7LIT|89DMG|9BPWR
211	23323 41421	   	192.04	ACR|2VULN|2ASPD|2DMG	1aVULN|29AEMAG|3ZMB|4RCR|5MLV|69ASPD|7LIT|89DMG|9BPWR
212	13123 41426	   	192.02	ACR|3DMG|2BEXP|1ASPD	1RCVC|29BEXP|3ERES|4RCR|59MLV|6ASPD|7LIT|89aDMG|9BPWR
213	23321 41421	   	191.94	ACR|2VULN|2DMG|2ASPD	1aVULN|29AEMAG|3ZMB|4RCR|5AME|69ASPD|7LIT|89DMG|9BPWR
214	13321 41426	   	191.92	ACR|3DMG|2BEXP|1ASPD	1RCVC|29BEXP|3CGEN|4RCR|59AME|6ASPD|7LIT|89aDMG|9BPWR
215	24652 13112	   	191.88	ACR|3VULN|1BASARM|2BEXP	127VULN|3RCVC|4BASARM|5RCR|68CGEN|9aBEXP
216	13121 41426	   	191.82	ACR|3DMG|2BEXP|1ASPD	1RCVC|29BEXP|3ERES|4RCR|59AME|6ASPD|7LIT|89aDMG|9BPWR
217	32652 41132	   	191.74	ACR|1BASARM|2VULN|1BEXP|1CDMG|1AAC	1AME|2ERES|3RCVC|4BASARM|5RCR|6CDMG|7BEXP|89VULN|aAAC
218	23636 11332	 * 	191.70	ACR|3VULN|1BASARM|1ASPD	159VULN|25AEMAG|3RCVC|4RCR|5BPWR|6ERES|7LIT|8BASARM|aASPD
219	22142 52111	   	191.62	ACR|2VULN|2ASPD|2BEXP|1AART	18VULN|2LWND|3AART|48ASPD|5RCR|68BEXP|7MBVNT|8BPWR|9RPLT|aLHND
220	22142 52116	   	191.62	ACR|2VULN|2ASPD|2BEXP|1AART	18VULN|2LWND|3AART|48ASPD|5RCR|68BEXP|7MBVNT|8BPWR|9RPLT|aFEWX
221	22142 52117	   	191.62	ACR|2VULN|2ASPD|2BEXP|1AART	18VULN|2aLWND|3AART|48ASPD|5RCR|68BEXP|7MBVNT|8BPWR|9RPLT
222	22142 16235	   	191.56	ACR|1BASARM|1VULN|1ASPD|1AART|1BEXP	1VULN|268LWND|3AART|4ASPD|5RCR|7BEXP|9DUST|aBASARM
223	22132 14233	   	191.54	ACR|2VULN|1BASARM|1DMG|1AART	19VULN|268LWND|3AART|4RMIN|5RCR|7DMG|aBASARM
224	22142 52112	   	191.52	ACR|2VULN|2ASPD|2BEXP|1AART	18VULN|2LWND|3AART|48ASPD|5RCR|68BEXP|7MBVNT|8BPWR|9RPLT|aAME
225	22142 52113	   	191.52	ACR|2VULN|2ASPD|2BEXP|1AART	18VULN|2LWND|3AART|48ASPD|5RCR|68BEXP|7MBVNT|8BPWR|9RPLT|aMDPS
226	22142 52115	   	191.52	ACR|2VULN|2ASPD|2BEXP|1AART	18VULN|2LWND|3AART|48ASPD|5RCR|68BEXP|7MBVNT|8BPWR|9RPLT|aTLV
227	22142 52125	   	191.52	ACR|2VULN|2ASPD|2BEXP|1AART	18VULN|2LWND|3AART|48ASPD|5RCR|68BEXP|7MBVNT|8BPWR|9TLV|aBELT
228	22142 52126	   	191.52	ACR|2VULN|2ASPD|2BEXP|1AART	18VULN|2LWND|3AART|48ASPD|5RCR|68BEXP|7MBVNT|8BPWR|9TLV|aDUR
229	22142 52128	   	191.52	ACR|2VULN|2ASPD|2BEXP|1AART	18VULN|2LWND|3AART|48ASPD|5RCR|68BEXP|7MBVNT|8BPWR|9TLV|aMLV
230	22142 52134	   	191.52	ACR|2VULN|2ASPD|2BEXP|1AART	18VULN|2LWND|3AART|48ASPD|5RCR|68BEXP|7MBVNT|8BPWR|9LEGI|aFEWX
231	22142 52137	   	191.52	ACR|2VULN|2ASPD|2BEXP|1AART	18VULN|2LWND|3AART|48ASPD|5RCR|68BEXP|7MBVNT|8BPWR|9LEGI|aCGEN
232	22142 52141	   	191.52	ACR|2VULN|2ASPD|2BEXP|1AART	18VULN|2LWND|3AART|48ASPD|5RCR|68BEXP|7MBVNT|8BPWR|9AEFBLL|aDUR
233	22142 52142	   	191.52	ACR|2VULN|2ASPD|2BEXP|1AART	18VULN|2LWND|3AART|48ASPD|5RCR|68BEXP|7MBVNT|8BPWR|9AEFBLL|aZMB
234	22142 52143	   	191.52	ACR|2VULN|2ASPD|2BEXP|1AART	18VULN|2LWND|3AART|48ASPD|5RCR|68BEXP|7MBVNT|8BPWR|9AEFBLL|aFEWX
235	22142 52145	   	191.52	ACR|2VULN|2ASPD|2BEXP|1AART	18VULN|2LWND|3AART|48ASPD|5RCR|68BEXP|7MBVNT|8BPWR|9AEFBLL|aRMIN
236	22142 52146	   	191.52	ACR|2VULN|2ASPD|2BEXP|1AART	18VULN|2LWND|3AART|48ASPD|5RCR|68BEXP|7MBVNT|8BPWR|9AEFBLL|aLHND
237	22142 52121	   	191.42	ACR|2VULN|2ASPD|2BEXP|1AART	18VULN|2LWND|3AART|48ASPD|5RCR|68BEXP|7MBVNT|8BPWR|9TLV|aAME
238	22142 52122	   	191.42	ACR|2VULN|2ASPD|2BEXP|1AART	18VULN|2LWND|3AART|48ASPD|5RCR|68BEXP|7MBVNT|8BPWR|9TLV|aERES
239	22142 52123	   	191.42	ACR|2VULN|2ASPD|2BEXP|1AART	18VULN|2LWND|3AART|48ASPD|5RCR|68BEXP|7MBVNT|8BPWR|9TLV|aLEGI
240	22142 52127	   	191.42	ACR|2VULN|2ASPD|2BEXP|1AART	18VULN|2LWND|3AART|48ASPD|5RCR|68BEXP|7MBVNT|8BPWR|9TLV|aMDPS
241	22142 52147	   	191.42	ACR|2VULN|2ASPD|2BEXP|1AART	18VULN|2LWND|3AART|48ASPD|5RCR|68BEXP|7MBVNT|8BPWR|9AEFBLL|aNUKE
242	22142 52148	   	191.42	ACR|2VULN|2ASPD|2BEXP|1AART	18VULN|2LWND|3AART|48ASPD|5RCR|68BEXP|7MBVNT|8BPWR|9AEFBLL|aMDPS
243	11652 23314	   	191.23	ACR|2VULN|1BASARM|1BEXP|1AART|3RCVC	138RCVC|27VULN|4BASARM|5RCR|6ZMB|9BEXP|aAART
244	11652 41231	   	191.19	ACR|1BASARM|1VULN|2BEXP|1CDMG|2RCVC	13RCVC|2VULN|4BASARM|5RCR|6CDMG|79BEXP|8DUR|aLWND
245	11652 41233	   	191.19	ACR|1BASARM|1VULN|2BEXP|1CDMG|2RCVC	13RCVC|2VULN|4BASARM|5RCR|6CDMG|79BEXP|8aDUR
246	11652 12213	   	191.06	ACR|2BASARM|2VULN|1AART|2RCVC	13RCVC|29VULN|49BASARM|5RCR|6CGEN|7FEWX|89TLV|9BPWR|aAART
247	21325 21624	 * 	191.04	ACR|4VULN|1BASARM|1AART	1346VULN|2MLV|5RCR|7AME|8BASARM|9CGEN|aAART
248	21325 51421	   	191.02	ACR|4VULN|2DMG|1ASPD	1349VULN|29MLV|5RCR|6LHND|7LIT|89DMG|9BPWR|aASPD
249	11652 11213	   	190.96	ACR|2BASARM|2VULN|1AART|2RCVC	13RCVC|29VULN|49BASARM|5RCR|6CGEN|7DUST|89TLV|9BPWR|aAART
250	11652 52213	   	190.96	ACR|2BASARM|2VULN|1AART|2RCVC	13RCVC|29VULN|49BASARM|5RCR|6ERES|7FEWX|89TLV|9BPWR|aAART
251	21325 21634	   	190.94	ACR|4VULN|1BASARM|1AART	1346VULN|2MLV|5RCR|7AME|8BASARM|9ERES|aAART
252	21325 41421	   	190.92	ACR|4VULN|2DMG|1ASPD	1349VULN|29MLV|5RCR|6DUST|7LIT|89DMG|9BPWR|aASPD
253	11652 51213	   	190.86	ACR|2BASARM|2VULN|1AART|2RCVC	13RCVC|29VULN|49BASARM|5RCR|6ERES|7DUST|89TLV|9BPWR|aAART
254	24125 31421	   	190.82	ACR|4VULN|2DMG|1ASPD	1249VULN|39ERES|5RCR|6LWND|7LIT|89DMG|9BPWR|aASPD
255	15634 21313	   	190.75	ACR|3BEXP|2ASPD|1DMG|2RCVC	13RCVC|2LHND|4RCR|567BEXP|89ASPD|aDMG
256	24125 21421	   	190.72	ACR|4VULN|2DMG|1ASPD	1249VULN|39ERES|5RCR|6DUST|7LIT|89DMG|9BPWR|aASPD
257	11125 31425	   	190.68	ACR|4VULN|3DMG	1RCVC|249aVULN|39aERES|5RCR|6LWND|7LIT|89aDMG|9aBPWR
258	11125 21425	   	190.58	ACR|4VULN|3DMG	1RCVC|249aVULN|39aERES|5RCR|6DUST|7LIT|89aDMG|9aBPWR
259	11652 11326	   	190.40	ACR|1BASARM|1VULN|1ASPD|1DMG|2RCVC	13RCVC|2VULN|4BASARM|5RCR|6CGEN|7DUST|8ASPD|9FEWX|aDMG
260	21431 43124	 * 	190.36	ACR|3VULN|2BEXP|2CDMG|1DMG	179VULN|2MLV|37BEXP|4AAC|5RCR|67CDMG|7BPWR|8LWND|aDMG
