0	Index      	 *	Score 	Summary	Detail	
1	11133 56363	 * 	233.63	ACR|1BASARM|1ASPD|1DMG|1BEXP|1AART|1CDMG|1AAC	1ASPD|2RCR|3FEWX|4AART|5DMG|6CDMG|7AAC|8DUST|9BEXP|aBASARM
151	11133 53356	   	209.02	ACR|3ASPD|2AART|1DMG|1CDMG	178ASPD|2RCR|3FEWX|4aAART|5DMG|6CDMG|9LWND
152	11133 32215	   	208.92	ACR|3DMG|2AART|1ASPD|1CDMG	1ASPD|2RCR|3FEWX|47AART|58aDMG|6DUST|9CDMG
153	11126 35313	   	208.91	ACR|3BEXP|2ASPD|1CDMG|1AART|1AAC	16ASPD|2RCR|3FEWX|47aBEXP|5AAC|8AART|9CDMG
154	11311 42525	   	208.80	ACR|1BASARM|2ASPD|1DMG	1aASPD|2RCR|3AEMAG|4CGEN|5DMG|6LIT|7MDPS|8VULN|9BASARM
155	11331 42525	   	208.70	ACR|1BASARM|2ASPD|1DMG	1aASPD|2RCR|3AEMAG|4TLV|5DMG|6LIT|7MDPS|8VULN|9BASARM
156	11331 23261	   	208.61	ACR|3DMG|2ASPD|1AART|1AAC	17ASPD|2RCR|3AEMAG|4TLV|569DMG|8AART|aAAC
157	21342 14315	 * 	208.50	ACR|1BASARM|3VULN|1ASPD|1CDMG|1AART	138VULN|2AART|4MLV|5RCR|6ERES|7CDMG|9BASARM|aASPD
158	21312 14315	   	208.40	ACR|1BASARM|3VULN|1ASPD|1CDMG|1AART	138VULN|2AART|4AME|5RCR|6ERES|7CDMG|9BASARM|aASPD
159	21312 55315	   	208.40	ACR|1BASARM|3VULN|1ASPD|1CDMG|1AART	138VULN|2AART|4AME|5RCR|6CDMG|7ERES|9BASARM|aASPD
160	11133 42235	   	208.21	ACR|2DMG|2BEXP|2AART|1ASPD	1ASPD|2RCR|3FEWX|47AART|58DMG|6aBEXP|9CGEN
161	11133 42265	   	208.21	ACR|2DMG|2BEXP|2AART|1ASPD	1ASPD|2RCR|3FEWX|47AART|58DMG|6aBEXP|9RCVC
162	11116 21313	   	208.00	ACR|2ASPD|2DMG|2BEXP|1AAC	17ASPD|2RCR|3FEWX|4AAC|5CGEN|69BEXP|8aDMG
163	11126 11313	   	208.00	ACR|2ASPD|2DMG|2BEXP|1AAC	17ASPD|2RCR|3FEWX|49BEXP|5AAC|6CGEN|8aDMG
164	11126 35153	   	208.00	ACR|2ASPD|2DMG|2BEXP|1AAC	16ASPD|2RCR|3FEWX|47BEXP|5AAC|8CGEN|9aDMG
165	11321 33611	   	207.90	ACR|2ASPD|2DMG|2BEXP|1AAC	19ASPD|2RCR|34AEMAG|5RMIN|69DMG|7MDPS|89BEXP|9BPWR|aAAC
166	11112 25453	   	207.90	ACR|2ASPD|2DMG|2BEXP|1AAC	18ASPD|2RCR|3FEWX|4AAC|5TLV|67BEXP|9aDMG
167	11126 35253	   	207.90	ACR|2ASPD|2DMG|2BEXP|1AAC	16ASPD|2RCR|3FEWX|47BEXP|5AAC|8ERES|9aDMG
168	11322 33312	   	207.90	ACR|2ASPD|2DMG|2BEXP|1AAC	19ASPD|2RCR|34AEMAG|5AAC|69DMG|79BEXP|8MDPS|9BPWR|aZMB
169	11322 33313	   	207.90	ACR|2ASPD|2DMG|2BEXP|1AAC	19ASPD|2RCR|34AEMAG|5AAC|69DMG|79BEXP|8MDPS|9BPWR|aRCVC
170	11342 33452	   	207.90	ACR|2ASPD|2DMG|2BEXP|1AAC	18ASPD|2RCR|3AEMAG|4LWND|5AAC|69DMG|7aBEXP
171	11322 33314	   	207.80	ACR|2ASPD|2DMG|2BEXP|1AAC	19ASPD|2RCR|34AEMAG|5AAC|69DMG|79BEXP|8MDPS|9BPWR|aLSRICY
172	11322 33316	   	207.80	ACR|2ASPD|2DMG|2BEXP|1AAC	19ASPD|2RCR|34AEMAG|5AAC|69DMG|79BEXP|8MDPS|9BPWR|aMBVNT
173	11322 33452	   	207.80	ACR|2ASPD|2DMG|2BEXP|1AAC	18ASPD|2RCR|34AEMAG|5AAC|69DMG|7aBEXP
174	11432 33452	   	207.80	ACR|2ASPD|2DMG|2BEXP|1AAC	18ASPD|2RCR|3ERES|4TLV|5AAC|69DMG|7aBEXP
175	11231 36136	   	207.25	ACR|3ASPD|2DMG|1BEXP	149ASPD|2RCR|39MSLREG|5AEFBLL|6VULN|79DMG|8MDPS|9BPWR|aBEXP
176	11235 36136	   	207.25	ACR|3ASPD|2DMG|1BEXP	149ASPD|2RCR|39MSLREG|5AEMAG|6VULN|79DMG|8MDPS|9BPWR|aBEXP
177	11561 31225	   	207.22	ACR|3BEXP|2ASPD|1DMG|1AART	19ASPD|2RCR|349CGEN|5DMG|6LWND|7AART|89aBEXP|9BPWR
178	11124 44264	   	207.12	ACR|3BEXP|2ASPD|1DMG|1AART	18ASPD|2RCR|38FEWX|48aBEXP|5MBVNT|6RMIN|7AART|8BPWR|9DMG
179	11311 31225	   	207.12	ACR|3BEXP|2ASPD|1DMG|1AART	19ASPD|2RCR|3AEMAG|49CGEN|5DMG|6LWND|7AART|89aBEXP|9BPWR
180	11125 31641	   	207.02	ACR|3BEXP|2ASPD|2VULN|1CDMG	19ASPD|2RCR|3FEWX|489BEXP|5MSLFST|6CDMG|79VULN|9BPWR|aMLV
181	11133 12213	   	207.02	ACR|2DMG|2AART|1ASPD|1CDMG|1BEXP	1ASPD|2RCR|3FEWX|47AART|58DMG|6DUR|9CDMG|aBEXP
182	11133 42415	   	207.02	ACR|2DMG|2AART|1ASPD|1CDMG|1BEXP	1ASPD|2RCR|38FEWX|47AART|5aDMG|6BEXP|9CDMG
183	11133 53423	   	207.02	ACR|2ASPD|2AART|1DMG|1CDMG|1BEXP	17ASPD|2RCR|3FEWX|48AART|5DMG|6CDMG|9LWND|aBEXP
184	11133 53443	   	207.02	ACR|2ASPD|2AART|1DMG|1CDMG|1BEXP	17ASPD|2RCR|3FEWX|48AART|5DMG|6CDMG|9LHND|aBEXP
185	11125 31642	   	206.92	ACR|3BEXP|2ASPD|2VULN|1CDMG	19ASPD|2RCR|3FEWX|489BEXP|5MSLFST|6CDMG|79VULN|9BPWR|aFLTFST
186	11133 32213	   	206.92	ACR|2DMG|2AART|1ASPD|1BEXP|1CDMG	1ASPD|2RCR|3FEWX|47AART|58DMG|6DUST|9CDMG|aBEXP
187	11133 42214	   	206.92	ACR|2DMG|2AART|1ASPD|1BEXP|1CDMG	1ASPD|2RCR|3FEWX|47AART|58DMG|6BEXP|9CDMG|aSPLREG
188	11133 42515	   	206.92	ACR|2DMG|2AART|1ASPD|1BEXP|1CDMG	1ASPD|2RCR|3FEWX|47AART|5aDMG|6BEXP|8AEFBLL|9CDMG
189	11133 53453	   	206.92	ACR|2ASPD|2AART|1DMG|1CDMG|1BEXP	17ASPD|2RCR|3FEWX|48AART|5DMG|6CDMG|9LEGI|aBEXP
190	11133 53525	   	206.81	ACR|2ASPD|2DMG|1CDMG|1AART|1AAC	17ASPD|2RCR|3FEWX|4AART|5aDMG|6CDMG|8AAC|9LWND
191	11133 53533	   	206.81	ACR|2ASPD|2DMG|1CDMG|1AART|1AAC	17ASPD|2RCR|3FEWX|4AART|5aDMG|6CDMG|8AAC|9CGEN
192	11125 21326	   	206.75	ACR|1BASARM|1ASPD|1BEXP|1AART|1AAC	1ASPD|2RCR|3FEWX|4BEXP|5MSLFST|6AAC|7MDPS|8VULN|9AART|aBASARM
193	11125 23561	   	206.75	ACR|1BASARM|1ASPD|1BEXP|1AART|1AAC	1ASPD|2RCR|3FEWX|4BEXP|5MSLFST|6AAC|7AART|8VULN|9MSLREG|aBASARM
194	11132 51561	   	206.75	ACR|1BASARM|1ASPD|1BEXP|1AART|1AAC	1ASPD|2RCR|3FEWX|4AART|5VENICY|6BEXP|7AAC|8VULN|9MSLFST|aBASARM
195	11146 21326	   	206.75	ACR|1BASARM|1ASPD|1AART|1BEXP|1AAC	1ASPD|2RCR|3FEWX|4MULARM|5BEXP|6AAC|7MDPS|8VULN|9AART|aBASARM
196	11124 61325	   	206.73	ACR|2ASPD|2DMG|2BEXP	1aASPD|2RCR|39FEWX|4aBEXP|5MBVNT|6VULN|7MLV|8aDMG|aBPWR
197	11412 32534	 * 	206.72	ACR|3ASPD|2DMG|2VULN	19aASPD|2RCR|347ERES|5FEWX|6aDMG|8aVULN|aBPWR
198	11232 55824	   	206.72	ACR|3ASPD|2DMG|2VULN	14aASPD|2RCR|3MSLREG|5aVULN|6aDMG|7MBVNT|8BELT|9MDPS|aBPWR
199	11342 33453	   	206.71	ACR|2ASPD|2DMG|1CDMG|1BEXP|1AAC	18ASPD|2RCR|3AEMAG|4LWND|5AAC|69DMG|7BEXP|aCDMG
200	11133 53513	   	206.71	ACR|2ASPD|2DMG|1AART|1CDMG|1AAC	17ASPD|2RCR|3FEWX|4AART|5aDMG|6CDMG|8AAC|9ERES
201	11124 63325	   	206.63	ACR|2ASPD|2DMG|2BEXP	1aASPD|2RCR|39FEWX|4aBEXP|5MBVNT|6VULN|7TLV|8aDMG|aBPWR
202	11325 24124	   	206.63	ACR|2ASPD|2DMG|2BEXP	1aASPD|2RCR|34AEMAG|5DMSP|6aDMG|7VULN|8CGEN|9aBEXP|aBPWR
203	11413 32534	   	206.62	ACR|3ASPD|2DMG|2VULN	19aASPD|2RCR|347ERES|5DUST|6aDMG|8aVULN|aBPWR
204	11322 33453	   	206.61	ACR|2ASPD|2DMG|1CDMG|1BEXP|1AAC	18ASPD|2RCR|34AEMAG|5AAC|69DMG|7BEXP|aCDMG
205	11432 33453	   	206.61	ACR|2ASPD|2DMG|1BEXP|1CDMG|1AAC	18ASPD|2RCR|3ERES|4TLV|5AAC|69DMG|7BEXP|aCDMG
206	62635 33323	   	206.57	ACR|1BASARM|1ASPD|1DMG|1AART|1BEXP	1ERES|2DUST|3RCR|4AART|5LWND|6BEXP|7ASPD|8BASARM|9DUR|aDMG
207	11325 24224	   	206.53	ACR|2ASPD|2DMG|2BEXP	1aASPD|2RCR|34AEMAG|5DMSP|6aDMG|7VULN|8ERES|9aBEXP|aBPWR
208	62633 41323	   	206.47	ACR|1BASARM|1ASPD|1DMG|1AART|1BEXP	1ERES|2DUST|3RCR|4AART|5ASPD|6BEXP|7LEGI|8BASARM|9DUR|aDMG
209	11136 41314	   	206.44	ACR|1BASARM|2BEXP|1ASPD|1AART	1ASPD|2RCR|3FEWX|4AART|5MLV|6aBEXP|7LEGI|8BASARM|9ZMB
210	11136 41352	   	206.44	ACR|1BASARM|2BEXP|1ASPD|1AART	1ASPD|2RCR|3FEWX|4AART|5MLV|6aBEXP|7LEGI|8BASARM|9RPLT
211	11136 43314	   	206.44	ACR|1BASARM|2BEXP|1ASPD|1AART	1ASPD|2RCR|3FEWX|4AART|5MLV|6aBEXP|7DUST|8BASARM|9ZMB
212	11126 53312	   	206.33	ACR|1BASARM|1ASPD|1DMG|1BEXP|1AAC	1ASPD|2RCR|379FEWX|4BEXP|5AAC|6NUKE|8DMG|aBASARM
213	11312 35264	   	206.33	ACR|1BASARM|1ASPD|1DMG|1CDMG|1AAC	1ASPD|2RCR|3AEMAG|4CGEN|5FEWX|6CDMG|7DMG|8MLV|9AAC|aBASARM
214	11512 35114	   	206.33	ACR|1BASARM|1ASPD|1DMG|1CDMG|1AAC	1ASPD|2RCR|3CGEN|4ERES|5AAC|6CDMG|7DMG|8RCVC|9LHND|aBASARM
215	11512 35134	   	206.33	ACR|1BASARM|1ASPD|1DMG|1CDMG|1AAC	1ASPD|2RCR|3CGEN|4ERES|5AAC|6CDMG|7DMG|8RCVC|9FEWX|aBASARM
216	11532 35114	   	206.33	ACR|1BASARM|1ASPD|1DMG|1CDMG|1AAC	1ASPD|2RCR|3CGEN|4TLV|5AAC|6CDMG|7DMG|8RCVC|9LHND|aBASARM
217	11532 35134	   	206.33	ACR|1BASARM|1ASPD|1DMG|1CDMG|1AAC	1ASPD|2RCR|3CGEN|4TLV|5AAC|6CDMG|7DMG|8RCVC|9DUR|aBASARM
218	12653 32622	   	206.30	ACR|3ASPD|1BASARM|1BEXP	168ASPD|28ERES|3RCR|4FEWX|5LWND|78LIT|8BPWR|9BEXP|aBASARM
219	11313 35264	   	206.23	ACR|1BASARM|1ASPD|1DMG|1CDMG|1AAC	1ASPD|2RCR|3AEMAG|4CGEN|5DUST|6CDMG|7DMG|8MLV|9AAC|aBASARM
220	11133 64213	   	206.18	ACR|1BASARM|1ASPD|1DMG|1AART|1AAC|1SELL	1ASPD|2RCR|3FEWX|4AART|5DMG|6LIT|7BELT|8SELL|9BASARM|aAAC
221	11124 25644	   	206.06	ACR|3ASPD|2BEXP|2CDMG|1AAC	17aASPD|2RCR|3FEWX|4aBEXP|5MBVNT|6AAC|8aCDMG|9RCVC|aBPWR
222	11232 25634	   	205.96	ACR|3ASPD|2BEXP|2VULN|1AAC	149ASPD|2RCR|3MSLREG|59VULN|6RMIN|7MBVNT|89BEXP|9BPWR|aAAC
223	11322 26424	   	205.96	ACR|3ASPD|2BEXP|2VULN|1AAC	18aASPD|2RCR|34AEMAG|5AAC|6CGEN|7aVULN|9aBEXP|aBPWR
224	16621 23262	 * 	205.82	ACR|3ASPD|3DMG|1AAC	19aASPD|2ZMB|3RCR|49aAIRARM|5AAC|69aDMG|7RCVC|8LEGI|9aBPWR
225	11136 12226	   	205.81	ACR|2ASPD|2DMG|2AART|1AAC	19ASPD|2RCR|39FEWX|47AART|5MLV|6DUR|89DMG|9BPWR|aAAC
226	11133 53165	   	205.44	ACR|2ASPD|2DMG|1CDMG|1AART	17ASPD|2RCR|38FEWX|4AART|5aDMG|6CDMG|9VULN
227	16623 21522	   	205.26	ACR|1BASARM|2DMG|1ASPD|1AAC	1ASPD|2ZMB|3RCR|4AIRARM|56DMG|7LWND|8BASARM|9AAC|aRCVC
228	16623 21523	   	205.26	ACR|1BASARM|2DMG|1ASPD|1AAC	1ASPD|2ZMB|3RCR|4AIRARM|56DMG|7LWND|8BASARM|9AAC|aLHND
229	11121 46313	   	205.26	ACR|1BASARM|1ASPD|1BEXP|1AART|1CDMG	1ASPD|2RCR|38FEWX|4BEXP|5DUST|6LWND|7AART|9CDMG|aBASARM
230	11135 22113	   	205.26	ACR|1BASARM|1ASPD|1BEXP|1AART|1CDMG	1ASPD|2RCR|3FEWX|4AART|56LWND|7DUST|8BEXP|9CDMG|aBASARM
231	11135 51113	   	205.26	ACR|1BASARM|1ASPD|1BEXP|1AART|1CDMG	1ASPD|2RCR|3FEWX|4AART|5LWND|6DUST|7DMSP|8BEXP|9CDMG|aBASARM
232	11135 55113	   	205.26	ACR|1BASARM|1ASPD|1BEXP|1AART|1CDMG	1ASPD|2RCR|37FEWX|4AART|5LWND|6DUST|8BEXP|9CDMG|aBASARM
233	11216 21524	   	205.26	ACR|1BASARM|1ASPD|1BEXP|1AART|1CDMG	1ASPD|2RCR|3MSLREG|49LIT|5BEXP|6CDMG|7ZMB|8BASARM|aAART
234	11121 46513	   	205.16	ACR|1BASARM|1ASPD|1AART|1BEXP|1CDMG	1ASPD|2RCR|3FEWX|4BEXP|5DUST|6LWND|7AART|8AEFBLL|9CDMG|aBASARM
235	11135 42113	   	205.16	ACR|1BASARM|1ASPD|1AART|1BEXP|1CDMG	1ASPD|2RCR|3FEWX|4AART|5LWND|6AEFBLL|7DUST|8BEXP|9CDMG|aBASARM
236	11122 52615	   	205.06	ACR|1BASARM|1ASPD|1DMG|1BEXP	1ASPD|2RCR|3FEWX|4BEXP|5LHND|6VULN|7LIT|8ZMB|9DMG|aBASARM
237	11121 12513	   	205.06	ACR|1BASARM|1ASPD|1BEXP|1AART|1CDMG	1ASPD|2RCR|3FEWX|4BEXP|5DUST|6AEFBLL|7MBVNT|8AART|9CDMG|aBASARM
238	11133 52411	   	205.02	ACR|2ASPD|2DMG|2CDMG|1AART	18ASPD|2RCR|3FEWX|4AART|58DMG|68CDMG|7RPLT|8BPWR|9LHND|aDUR
239	11133 52413	   	205.02	ACR|2ASPD|2DMG|2CDMG|1AART	18ASPD|2RCR|3FEWX|4AART|58DMG|68CDMG|7RPLT|8BPWR|9LHND|aDMSP
240	11133 52414	   	205.02	ACR|2ASPD|2DMG|2CDMG|1AART	18ASPD|2RCR|3FEWX|4AART|58DMG|68CDMG|7RPLT|8BPWR|9LHND|aZMB
241	11133 52416	   	205.02	ACR|2ASPD|2DMG|2CDMG|1AART	18ASPD|2RCR|3aFEWX|4AART|58DMG|68CDMG|7RPLT|8BPWR|9LHND
242	11133 52462	   	205.02	ACR|2ASPD|2DMG|2CDMG|1AART	18ASPD|2RCR|3FEWX|4AART|58DMG|68CDMG|7RPLT|8BPWR|9CGEN|aRCVC
243	11114 32425	 * 	204.98	ACR|1BASARM|2ASPD|2AAC	16ASPD|2RCR|3FEWX|48AAC|5DUST|7LIT|9VULN|aBASARM
244	11121 52615	   	204.96	ACR|1BASARM|1ASPD|1DMG|1BEXP	1ASPD|2RCR|3FEWX|4BEXP|5DUST|6VULN|7LIT|8ZMB|9DMG|aBASARM
245	11133 52412	   	204.92	ACR|2ASPD|2DMG|2CDMG|1AART	18ASPD|2RCR|3FEWX|4AART|58DMG|68CDMG|7RPLT|8BPWR|9LHND|aERES
246	11133 52415	   	204.92	ACR|2ASPD|2DMG|2CDMG|1AART	18ASPD|2RCR|3FEWX|4AART|58DMG|68CDMG|7RPLT|8BPWR|9LHND|aMULARM
247	11133 52452	   	204.92	ACR|2ASPD|2DMG|2CDMG|1AART	18ASPD|2RCR|3FEWX|4AART|58DMG|68CDMG|7RPLT|8BPWR|9AME|aRCVC
248	11125 35423	   	204.89	ACR|3ASPD|2BEXP|1AART|1CDMG	18aASPD|2RCR|3FEWX|49BEXP|5MSLFST|6CDMG|7AART
249	11125 35623	   	204.89	ACR|3ASPD|2BEXP|1AART|1CDMG	19aASPD|2RCR|3FEWX|49BEXP|5MSLFST|6CDMG|7AART|89ERES|9BPWR
250	11142 35135	   	204.86	ACR|1BASARM|1ASPD|1DMG|1CDMG	1ASPD|2RCR|3FEWX|4MULARM|5VULN|6CDMG|7DUR|8FLTARM|9BASARM|aDMG
251	11543 16333	   	204.86	ACR|1BASARM|1ASPD|1DMG|1AART	1ASPD|2RCR|3CGEN|4BELT|5ERES|6VULN|7BASARM|8DMG|9AME|aAART
252	11133 52421	   	204.82	ACR|2ASPD|2DMG|2CDMG|1AART	18ASPD|2RCR|3FEWX|4AART|58DMG|68CDMG|7RPLT|8BPWR|9LSRICY|aAME
253	11133 52425	   	204.82	ACR|2ASPD|2DMG|2CDMG|1AART	18ASPD|2RCR|3FEWX|4AART|58DMG|68CDMG|7RPLT|8BPWR|9LSRICY|aERES
254	11133 53255	   	204.82	ACR|2ASPD|2DMG|2CDMG|1AART	17ASPD|2RCR|3FEWX|4AART|5aDMG|69CDMG|8CGEN
255	11133 53436	 * 	204.82	ACR|2ASPD|3AART|1DMG|1CDMG	17ASPD|2RCR|3FEWX|48aAART|5DMG|6CDMG|9ZMB
256	11211 24522	   	204.82	ACR|2ASPD|2DMG|2CDMG|1BEXP	15ASPD|2RCR|3aMSLREG|4LIT|6FEWX|7aDMG|8BEXP|9aCDMG|aBPWR
257	11211 44622	   	204.82	ACR|2ASPD|2DMG|2CDMG|1BEXP	15ASPD|2RCR|3aMSLREG|4LIT|6BEXP|7aDMG|8DUR|9aCDMG|aBPWR
258	11211 64522	   	204.82	ACR|2ASPD|2DMG|2CDMG|1BEXP	15ASPD|2RCR|3aMSLREG|4LIT|6DUR|7aDMG|8BEXP|9aCDMG|aBPWR
259	11133 53332	   	204.78	ACR|3ASPD|1DMG|1AART|1CDMG|1AAC	178ASPD|2RCR|3FEWX|4AART|5DMG|6CDMG|9MBVNT|aAAC
260	11133 52463	   	204.77	ACR|2ASPD|2DMG|2CDMG|1AART|1SELL	18ASPD|2RCR|3FEWX|4AART|58DMG|68CDMG|7RPLT|8BPWR|9CGEN|aSELL
261	11132 36561	   	204.76	ACR|1BASARM|1ASPD|1DMG|1AART	1ASPD|2RCR|3FEWX|4AART|5VENICY|6DMG|7LEGI|8VULN|9MSLFST|aBASARM
262	11145 31135	   	204.76	ACR|1BASARM|1ASPD|1DMG|1CDMG	1ASPD|2RCR|3FEWX|4MULARM|5DUST|6CDMG|7VULN|8FLTARM|9BASARM|aDMG
263	11243 16422	 * 	204.72	ACR|2ASPD|2DMG|1BASICY|1CDMG	17ASPD|2RCR|3MSLREG|4AME|59DMG|6BASICY|8RCVC|aCDMG
264	11133 22325	   	204.72	ACR|2ASPD|2DMG|2VULN|1AART	1aASPD|2RCR|3FEWX|4AART|5aDMG|6AME|7DUST|8aVULN|9MDPS|aBPWR
265	11133 31221	   	204.72	ACR|2ASPD|2DMG|2VULN|1AART	18ASPD|2RCR|3FEWX|4AART|58DMG|68DUST|7LEGI|8BPWR|9aVULN
266	11133 52453	   	204.67	ACR|2ASPD|2DMG|2CDMG|1AART|1SELL	18ASPD|2RCR|3FEWX|4AART|58DMG|68CDMG|7RPLT|8BPWR|9AME|aSELL
267	11231 36216	   	204.60	ACR|3ASPD|2BEXP|1DMG	14aASPD|2RCR|3MSLREG|5aAEFBLL|6VULN|7DMG|8DMSP|9aBEXP|aBPWR
268	11232 55632	   	204.60	ACR|3ASPD|2BEXP|1DMG	149ASPD|2RCR|39MSLREG|5VULN|6DMG|7MBVNT|89BEXP|9BPWR|aRPLT
269	11232 55633	   	204.60	ACR|3ASPD|2BEXP|1DMG	149ASPD|2RCR|39MSLREG|5VULN|6DMG|7MBVNT|89BEXP|9BPWR|aMLV
270	11235 36216	   	204.60	ACR|3ASPD|2BEXP|1DMG	14aASPD|2RCR|3MSLREG|5aAEMAG|6VULN|7DMG|8DMSP|9aBEXP|aBPWR
271	11126 35311	   	204.59	ACR|2ASPD|2BEXP|1AART|1CDMG|1AAC	16ASPD|2RCR|3FEWX|47BEXP|5AAC|8AART|9CDMG|aVULN
272	11232 55631	   	204.50	ACR|3ASPD|2BEXP|1DMG	149ASPD|2RCR|39MSLREG|5VULN|6DMG|7MBVNT|89BEXP|9BPWR|aAME
273	11232 54221	   	204.48	ACR|3ASPD|1DMG|2CDMG|1AAC	149ASPD|2RCR|39MSLREG|5VULN|6DMG|79CDMG|8AAC|9BPWR|aCGEN
274	11232 54225	   	204.48	ACR|3ASPD|1DMG|2CDMG|1AAC	149ASPD|2RCR|39MSLREG|5VULN|6DMG|79CDMG|8AAC|9BPWR|aLWND
275	11232 54223	   	204.38	ACR|3ASPD|1DMG|2CDMG|1AAC	149ASPD|2RCR|39MSLREG|5VULN|6DMG|79CDMG|8AAC|9BPWR|aTLV
276	12611 31222	   	204.30	ACR|2ASPD|2BEXP|1DMG|1AART|1CDMG	19ASPD|249ERES|3RCR|5DMG|6LWND|7AART|89BEXP|9BPWR|aCDMG
277	11133 42413	   	204.27	ACR|2BEXP|2AART|1ASPD|1DMG|1CDMG	1ASPD|2RCR|38FEWX|47AART|5DMG|6aBEXP|9CDMG
278	11122 23251	   	204.26	ACR|2ASPD|2BEXP|1DMG|1AART|1AAC	18ASPD|2RCR|3FEWX|48BEXP|58LHND|6AAC|7AART|8BPWR|9DMG|aDUR
279	11122 23253	   	204.26	ACR|2ASPD|2BEXP|1DMG|1AART|1AAC	18ASPD|2RCR|3FEWX|48BEXP|58LHND|6AAC|7AART|8BPWR|9DMG|aDMSP
280	11122 23254	   	204.26	ACR|2ASPD|2BEXP|1DMG|1AART|1AAC	18ASPD|2RCR|3FEWX|48BEXP|58LHND|6AAC|7AART|8BPWR|9DMG|aZMB
281	11122 23256	   	204.26	ACR|2ASPD|2BEXP|1DMG|1AART|1AAC	18ASPD|2RCR|3aFEWX|48BEXP|58LHND|6AAC|7AART|8BPWR|9DMG
282	11133 42513	   	204.17	ACR|2BEXP|2AART|1ASPD|1DMG|1CDMG	1ASPD|2RCR|3FEWX|47AART|5DMG|6aBEXP|8AEFBLL|9CDMG
283	11136 12441	   	204.16	ACR|1BASARM|2AART|1ASPD|1BEXP	1ASPD|2RCR|3FEWX|47AART|5MLV|6DUR|8BEXP|9BASARM|aCGEN
284	11136 12443	   	204.16	ACR|1BASARM|2AART|1ASPD|1BEXP	1ASPD|2RCR|3FEWX|47AART|5MLV|6DUR|8BEXP|9BASARM|aLHND
285	11136 42141	   	204.16	ACR|1BASARM|2AART|1ASPD|1BEXP	1ASPD|2RCR|3FEWX|47AART|5MLV|6BEXP|8LWND|9BASARM|aCGEN
286	11122 23221	   	204.16	ACR|2ASPD|2BEXP|2VULN|1AART|1AAC	18ASPD|2RCR|3FEWX|48BEXP|58LHND|6AAC|7AART|8BPWR|9aVULN
287	11122 23252	   	204.16	ACR|2ASPD|2BEXP|1DMG|1AART|1AAC	18ASPD|2RCR|3FEWX|48BEXP|58LHND|6AAC|7AART|8BPWR|9DMG|aERES
288	11122 23255	   	204.16	ACR|2ASPD|2BEXP|1DMG|1AART|1AAC	18ASPD|2RCR|3FEWX|48BEXP|58LHND|6AAC|7AART|8BPWR|9DMG|aMULARM
289	11124 24261	   	204.16	ACR|2ASPD|2BEXP|1DMG|1AART|1AAC	18ASPD|2RCR|38FEWX|48BEXP|5MBVNT|6AAC|7AART|8BPWR|9DMG|aDUR
290	11124 24265	   	204.16	ACR|2ASPD|2BEXP|1DMG|1AART|1AAC	18ASPD|2RCR|38FEWX|48BEXP|5MBVNT|6AAC|7AART|8BPWR|9DMG|aZMB
291	11124 24267	   	204.16	ACR|2ASPD|2BEXP|1DMG|1AART|1AAC	18ASPD|2RCR|38aFEWX|48BEXP|5MBVNT|6AAC|7AART|8BPWR|9DMG
292	11135 12333	   	204.06	ACR|1BASARM|2AART|1ASPD|1CDMG	1ASPD|2RCR|3FEWX|47AART|5LWND|6CDMG|8DUST|9DUR|aBASARM
293	11136 42143	   	204.06	ACR|1BASARM|2AART|1ASPD|1BEXP	1ASPD|2RCR|3FEWX|47AART|5MLV|6BEXP|8LWND|9BASARM|aLEGI
294	11136 43321	   	204.06	ACR|1BASARM|2AART|1ASPD|1BEXP	1ASPD|2RCR|3FEWX|49AART|5MLV|6BEXP|7DUST|8BASARM|aCGEN
295	11136 43323	   	204.06	ACR|1BASARM|2AART|1ASPD|1BEXP	1ASPD|2RCR|3FEWX|49AART|5MLV|6BEXP|7DUST|8BASARM|aLHND
296	11136 43326	   	204.06	ACR|1BASARM|2AART|1ASPD|1BEXP	1ASPD|2RCR|3FEWX|49AART|5MLV|6BEXP|7DUST|8BASARM|aRCVC
297	11216 33611	   	204.06	ACR|1BASARM|3BEXP|1ASPD	1ASPD|2RCR|3MSLREG|4LIT|58aBEXP|6DUR|7BELT|9BASARM
298	11124 24221	   	204.06	ACR|2ASPD|2BEXP|2VULN|1AART|1AAC	18ASPD|2RCR|38FEWX|48BEXP|5MBVNT|6AAC|7AART|8BPWR|9aVULN
299	11124 24262	   	204.06	ACR|2ASPD|2BEXP|1DMG|1AART|1AAC	18ASPD|2RCR|38FEWX|48BEXP|5MBVNT|6AAC|7AART|8BPWR|9DMG|aERES
300	11124 24263	   	204.06	ACR|2ASPD|2BEXP|1DMG|1AART|1AAC	18ASPD|2RCR|38FEWX|48BEXP|5MBVNT|6AAC|7AART|8BPWR|9DMG|aLEGI
301	11124 24266	   	204.06	ACR|2ASPD|2BEXP|1DMG|1AART|1AAC	18ASPD|2RCR|38FEWX|48BEXP|5MBVNT|6AAC|7AART|8BPWR|9DMG|aMULARM
302	11126 31453	   	204.06	ACR|2ASPD|2BEXP|1DMG|1CDMG|1AAC	16ASPD|2RCR|37FEWX|48BEXP|5AAC|9DMG|aCDMG
303	11136 43324	   	203.96	ACR|1BASARM|2AART|1ASPD|1BEXP	1ASPD|2RCR|3FEWX|49AART|5MLV|6BEXP|7DUST|8BASARM|aTLV
