0	Index      	 *	Score 	Summary	Detail	
1	22513 36431	 * 	201.53	ACR|2VULN|2ASPD|1DMG|1AART|1CDMG	17VULN|2CGEN|37LIT|47ASPD|5RCR|6RPLT|7BPWR|8DMG|9CDMG|aAART
161	23111 22332	   	178.94	ACR|2VULN|1BASARM|2BEXP	18VULN|2LHND|38BEXP|4DUST|5RCR|6SNIHEL|78CGEN|8BPWR|9BASARM|aERES
162	23111 22333	   	178.94	ACR|2VULN|1BASARM|2BEXP	18VULN|2LHND|38BEXP|4DUST|5RCR|6SNIHEL|78CGEN|8BPWR|9BASARM|aSNIFST
163	23111 62332	   	178.94	ACR|2VULN|1BASARM|2BEXP	18VULN|2LHND|38BEXP|4DUST|5RCR|6MSLREG|78CGEN|8BPWR|9BASARM|aERES
164	23111 62333	   	178.94	ACR|2VULN|1BASARM|2BEXP	18VULN|2LHND|38BEXP|4DUST|5RCR|6MSLREG|78CGEN|8BPWR|9BASARM|aSNIFST
165	22513 36231	 * 	178.89	ACR|2VULN|3ASPD|1CDMG	17VULN|2CGEN|37LIT|47aASPD|5RCR|6RPLT|7BPWR|8FEWX|9CDMG
166	32152 33261	   	178.84	ACR|1BASARM|2VULN|2BEXP	13BEXP|2LWND|4MSLFST|5RCR|6ERES|78VULN|9RPLT|aBASARM
167	32152 62261	   	178.84	ACR|1BASARM|2VULN|2BEXP	13BEXP|2LWND|4MSLFST|5RCR|6TLV|78VULN|9RPLT|aBASARM
168	34152 33261	   	178.84	ACR|1BASARM|2VULN|2BEXP	13BEXP|2FEWX|4MSLFST|5RCR|6ERES|78VULN|9RPLT|aBASARM
169	22355 61232	 * 	178.69	ACR|2VULN|3DMG|1CDMG	14VULN|2CGEN|3CDMG|5RCR|69aDMG|7LWND|8DUR
170	21332 22161	   	178.64	ACR|3VULN|1ASPD|1DMG|1AART	128VULN|3LHND|4AIRHEL|5RCR|6DMG|7ASPD|9AART|aDUR
171	21332 22162	   	178.64	ACR|3VULN|1ASPD|1DMG|1AART	128VULN|3LHND|4AIRHEL|5RCR|6DMG|7ASPD|9AART|aZMB
172	21332 22164	   	178.64	ACR|3VULN|1ASPD|1DMG|1AART	128VULN|3aLHND|4AIRHEL|5RCR|6DMG|7ASPD|9AART
173	23232 22161	   	178.64	ACR|3VULN|1ASPD|1DMG|1AART	138VULN|2LHND|4AIRHEL|5RCR|6DMG|7ASPD|9AART|aDUR
174	23232 22162	   	178.64	ACR|3VULN|1ASPD|1DMG|1AART	138VULN|2LHND|4AIRHEL|5RCR|6DMG|7ASPD|9AART|aZMB
175	23232 22164	   	178.64	ACR|3VULN|1ASPD|1DMG|1AART	138VULN|2aLHND|4AIRHEL|5RCR|6DMG|7ASPD|9AART
176	11332 21212	   	178.50	ACR|2VULN|2DMG|1CDMG|1BEXP	1RCVC|27VULN|3LHND|47AIRHEL|5RCR|67DMG|7BPWR|8RMIN|9BEXP|aCDMG
177	11332 21512	   	178.50	ACR|2VULN|2DMG|1BEXP|1CDMG	1RCVC|27VULN|3LHND|47AIRHEL|5RCR|67DMG|7BPWR|8MLV|9BEXP|aCDMG
178	11332 21316	   	178.40	ACR|2VULN|2DMG|1BEXP|1CDMG	1RCVC|27VULN|3LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9VENICY|aBEXP
179	11332 21336	   	178.40	ACR|2VULN|2DMG|1BEXP|1CDMG	1RCVC|27VULN|3LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9MULARM|aBEXP
180	32152 24261	 * 	178.27	ACR|3BEXP|2DMG|1ASPD	138BEXP|2LWND|4MSLFST|5RCR|69DMG|7ASPD|aDUR
181	32152 24262	   	178.27	ACR|3BEXP|2DMG|1ASPD	138BEXP|2LWND|4MSLFST|5RCR|69DMG|7ASPD|aFEWX
182	24111 43623	 * 	178.03	ACR|1VULN|1DMG|1BASICY|1AART|1BEXP|1CDMG	1VULN|2FEWX|3BEXP|4DUST|5RCR|6AART|7AME|8CDMG|9DMG|aBASICY
183	32152 24411	 * 	178.02	ACR|2BEXP|1ASPD|1DMG|1VULN|1CDMG	13BEXP|2LWND|4MSLFST|5RCR|6DMG|7ASPD|8CGEN|9CDMG|aVULN
184	22513 11153	   	177.91	ACR|1BASARM|1VULN|1ASPD|1AART	1VULN|2CGEN|3LIT|4ASPD|5RCR|6AART|7DUST|8RMIN|9DUR|aBASARM
185	22513 11123	   	177.81	ACR|1BASARM|1VULN|1ASPD|1AART	1VULN|2CGEN|3LIT|4ASPD|5RCR|6AART|7DUST|8RMIN|9LEGI|aBASARM
186	22513 11353	   	177.81	ACR|1BASARM|1VULN|1ASPD|1AART	1VULN|2CGEN|3LIT|4ASPD|5RCR|6AART|7DUST|8MBVNT|9ZMB|aBASARM
187	22513 11553	   	177.81	ACR|1BASARM|1VULN|1ASPD|1AART	1VULN|2CGEN|3LIT|4ASPD|5RCR|6AART|7DUST|8AAC|9DUR|aBASARM
188	32152 26161	   	177.79	ACR|1BASARM|2BEXP|1DMG	13BEXP|2LWND|4MSLFST|5RCR|6DMG|7DUR|8CGEN|9FEWX|aBASARM
189	22513 11523	   	177.71	ACR|1BASARM|1VULN|1ASPD|1AART	1VULN|2CGEN|3LIT|4ASPD|5RCR|6AART|7DUST|8AAC|9LEGI|aBASARM
190	32152 23161	   	177.69	ACR|1BASARM|2BEXP|1DMG	13BEXP|2LWND|4MSLFST|5RCR|6DMG|7DUST|8CGEN|9FEWX|aBASARM
191	32152 23411	   	177.69	ACR|1BASARM|2BEXP|1DMG	13BEXP|2LWND|4MSLFST|5RCR|6DMG|7DUST|8DUR|9BASARM|aZMB
192	32152 23413	   	177.69	ACR|1BASARM|2BEXP|1DMG	13BEXP|2LWND|4MSLFST|5RCR|6DMG|7DUST|8DUR|9BASARM|aMLV
193	32152 23416	   	177.69	ACR|1BASARM|2BEXP|1DMG	13BEXP|2LWND|4MSLFST|5RCR|6DMG|7DUST|8DUR|9BASARM|aRMIN
194	32152 23431	   	177.69	ACR|1BASARM|2BEXP|1DMG	13BEXP|2LWND|4MSLFST|5RCR|6DMG|7DUST|8DUR|9MLV|aBASARM
195	32152 23611	   	177.69	ACR|1BASARM|2BEXP|1DMG	13BEXP|2LWND|4MSLFST|5RCR|6DMG|7DUST|8LHND|9BASARM|aZMB
196	32152 23613	   	177.69	ACR|1BASARM|2BEXP|1DMG	13BEXP|2LWND|4MSLFST|5RCR|6DMG|7DUST|8LHND|9BASARM|aMLV
197	32152 23616	   	177.69	ACR|1BASARM|2BEXP|1DMG	13BEXP|2LWND|4MSLFST|5RCR|6DMG|7DUST|8LHND|9BASARM|aRMIN
198	32152 23631	   	177.69	ACR|1BASARM|2BEXP|1DMG	13BEXP|2LWND|4MSLFST|5RCR|6DMG|7DUST|8LHND|9MLV|aBASARM
199	32152 26131	   	177.69	ACR|1BASARM|2BEXP|1DMG	13BEXP|2LWND|4MSLFST|5RCR|6DMG|7DUR|8CGEN|9DUST|aBASARM
200	32152 26531	   	177.69	ACR|1BASARM|2BEXP|1DMG	13BEXP|2LWND|4MSLFST|5RCR|6DMG|7DUR|8MLV|9DUST|aBASARM
201	32152 34361	 * 	177.69	ACR|1BASARM|2BEXP|1ASPD	13BEXP|2LWND|4MSLFST|5RCR|6ERES|7ASPD|8DUR|9FEWX|aBASARM
202	32152 54331	   	177.69	ACR|1BASARM|2BEXP|1ASPD	13BEXP|2LWND|4MSLFST|5RCR|6CGEN|7ASPD|8DUR|9DUST|aBASARM
203	34152 23151	   	177.69	ACR|1BASARM|2BEXP|1DMG	13BEXP|2FEWX|4MSLFST|5RCR|6DMG|7DUST|8CGEN|9LWND|aBASARM
204	34152 23161	   	177.69	ACR|1BASARM|2BEXP|1DMG	13BEXP|2FEWX|4MSLFST|5RCR|6DMG|7DUST|8CGEN|9LHND|aBASARM
205	34152 23511	   	177.69	ACR|1BASARM|2BEXP|1DMG	13BEXP|2FEWX|4MSLFST|5RCR|6DMG|7DUST|8LWND|9BASARM|aZMB
206	34152 23513	   	177.69	ACR|1BASARM|2BEXP|1DMG	13BEXP|2FEWX|4MSLFST|5RCR|6DMG|7DUST|8LWND|9BASARM|aMLV
207	34152 23531	   	177.69	ACR|1BASARM|2BEXP|1DMG	13BEXP|2FEWX|4MSLFST|5RCR|6DMG|7DUST|8LWND|9MLV|aBASARM
208	34152 26131	   	177.69	ACR|1BASARM|2BEXP|1DMG	13BEXP|2FEWX|4MSLFST|5RCR|6DMG|7DUR|8CGEN|9DUST|aBASARM
209	32152 23412	   	177.59	ACR|1BASARM|2BEXP|1DMG	13BEXP|2LWND|4MSLFST|5RCR|6DMG|7DUST|8DUR|9BASARM|aERES
210	32152 23415	   	177.59	ACR|1BASARM|2BEXP|1DMG	13BEXP|2LWND|4MSLFST|5RCR|6DMG|7DUST|8DUR|9BASARM|aAME
211	32152 23421	   	177.59	ACR|1BASARM|2BEXP|1DMG	13BEXP|2LWND|4MSLFST|5RCR|6DMG|7DUST|8DUR|9ERES|aBASARM
212	32152 23612	   	177.59	ACR|1BASARM|2BEXP|1DMG	13BEXP|2LWND|4MSLFST|5RCR|6DMG|7DUST|8LHND|9BASARM|aERES
213	32152 23615	   	177.59	ACR|1BASARM|2BEXP|1DMG	13BEXP|2LWND|4MSLFST|5RCR|6DMG|7DUST|8LHND|9BASARM|aAME
214	32152 23621	   	177.59	ACR|1BASARM|2BEXP|1DMG	13BEXP|2LWND|4MSLFST|5RCR|6DMG|7DUST|8LHND|9ERES|aBASARM
215	32152 64331	   	177.59	ACR|1BASARM|2BEXP|1ASPD	13BEXP|2LWND|4MSLFST|5RCR|6TLV|7ASPD|8DUR|9DUST|aBASARM
216	34152 23512	   	177.59	ACR|1BASARM|2BEXP|1DMG	13BEXP|2FEWX|4MSLFST|5RCR|6DMG|7DUST|8LWND|9BASARM|aERES
217	34152 23521	   	177.59	ACR|1BASARM|2BEXP|1DMG	13BEXP|2FEWX|4MSLFST|5RCR|6DMG|7DUST|8LWND|9ERES|aBASARM
218	22355 36223	 * 	177.18	ACR|3VULN|1BASARM|1CDMG	14aVULN|2CGEN|3CDMG|5RCR|6RPLT|7BELT|8BASARM|9RMIN
219	11332 21111	   	177.11	ACR|3VULN|2DMG|1CDMG	1RCVC|27aVULN|3LHND|47AIRHEL|5RCR|67DMG|7BPWR|8DUST|9CDMG
220	11332 21311	   	177.11	ACR|3VULN|2DMG|1CDMG	1RCVC|27aVULN|3LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9VENICY
221	11332 21331	   	177.11	ACR|3VULN|2DMG|1CDMG	1RCVC|27aVULN|3LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9MULARM
222	11332 21361	   	177.11	ACR|3VULN|2DMG|1CDMG	1RCVC|27aVULN|3LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9DUST
223	31311 33341	   	176.84	ACR|2ASPD|1VULN|2BEXP|1AART	19BEXP|2VULN|39LHND|4DUST|5RCR|6AEFBLL|7MDPS|89ASPD|9BPWR|aAART
224	31611 33341	   	176.84	ACR|2ASPD|1VULN|2BEXP|1AART	19BEXP|2VULN|39LWND|4DUST|5RCR|6AEFBLL|7MDPS|89ASPD|9BPWR|aAART
225	51111 33341	   	176.84	ACR|2ASPD|1VULN|2BEXP|1AART	19LWND|2VULN|39BEXP|4DUST|5RCR|6AEFBLL|7MDPS|89ASPD|9BPWR|aAART
226	24111 23462	 * 	176.83	ACR|2DMG|1VULN|1BEXP|1AART|1CDMG	1VULN|2FEWX|3BEXP|4DUST|5RCR|6SNIHEL|78DMG|9CDMG|aAART
227	22355 24133	 * 	176.82	ACR|2VULN|1ASPD|1DMG|1CDMG|1BEXP	14VULN|2CGEN|3CDMG|5RCR|6LWND|7FEWX|8BEXP|9DMG|aASPD
228	22355 25133	   	176.82	ACR|2VULN|1ASPD|1DMG|1CDMG|1BEXP	14VULN|2CGEN|3CDMG|5RCR|6LWND|7LHND|8BEXP|9DMG|aASPD
229	22513 44121	   	176.82	ACR|2VULN|1ASPD|1DMG|1BEXP|1CDMG	1aVULN|2CGEN|3LIT|4ASPD|5RCR|6BEXP|7DMG|8RPLT|9CDMG
230	32152 22562	 * 	176.74	ACR|2DMG|2BEXP|1VULN|1AART	13BEXP|2LWND|4MSLFST|5RCR|69DMG|7VULN|8FLTFST|aAART
231	22315 36225	 * 	176.71	ACR|1BASARM|1VULN|1DMG|1CDMG	1VULN|2CGEN|3CDMG|4DMSP|5RCR|6RPLT|7BELT|8BASARM|9RMIN|aDMG
232	22315 36236	   	176.71	ACR|1BASARM|1VULN|1DMG|1CDMG	1VULN|2CGEN|3CDMG|4DMSP|5RCR|6RPLT|7BELT|8BASARM|9LIT|aDMG
233	22315 13148	 * 	176.61	ACR|1BASARM|1VULN|1ASPD|1CDMG	1VULN|2CGEN|3CDMG|4DMSP|5RCR|6FEWX|7RPLT|8ASPD|9MBVNT|aBASARM
234	22315 31148	   	176.61	ACR|1BASARM|1VULN|1ASPD|1CDMG	1VULN|2CGEN|3CDMG|4DMSP|5RCR|6RPLT|7LHND|8ASPD|9MBVNT|aBASARM
235	22335 36225	   	176.61	ACR|1BASARM|1VULN|1DMG|1CDMG	1VULN|2CGEN|3CDMG|4AEFBLL|5RCR|6RPLT|7BELT|8BASARM|9RMIN|aDMG
236	22335 36236	   	176.61	ACR|1BASARM|1VULN|1DMG|1CDMG	1VULN|2CGEN|3CDMG|4AEFBLL|5RCR|6RPLT|7BELT|8BASARM|9LIT|aDMG
237	26311 33341	   	176.59	ACR|2VULN|2ASPD|1AART|1BEXP	19VULN|2BEXP|39LHND|4DUST|5RCR|6AEFBLL|7MDPS|89ASPD|9BPWR|aAART
238	26611 33341	   	176.59	ACR|2VULN|2ASPD|1AART|1BEXP	19VULN|2BEXP|39LWND|4DUST|5RCR|6AEFBLL|7MDPS|89ASPD|9BPWR|aAART
239	22335 13148	   	176.51	ACR|1BASARM|1VULN|1ASPD|1CDMG	1VULN|2CGEN|3CDMG|4AEFBLL|5RCR|6FEWX|7RPLT|8ASPD|9MBVNT|aBASARM
240	22335 31148	   	176.51	ACR|1BASARM|1VULN|1ASPD|1CDMG	1VULN|2CGEN|3CDMG|4AEFBLL|5RCR|6RPLT|7LHND|8ASPD|9MBVNT|aBASARM
241	21332 22346	   	176.49	ACR|2VULN|2ASPD|1DMG|1AAC	12VULN|3LHND|4AIRHEL|5RCR|6DMG|79ASPD|8RCVC|aAAC
242	23232 22346	   	176.49	ACR|2VULN|2ASPD|1DMG|1AAC	13VULN|2LHND|4AIRHEL|5RCR|6DMG|79ASPD|8RCVC|aAAC
243	21332 21162	   	176.16	ACR|3VULN|2DMG|1AART	127VULN|3LHND|47AIRHEL|5RCR|67DMG|7BPWR|8DUST|9RPLT|aAART
244	23232 21162	   	176.16	ACR|3VULN|2DMG|1AART	137VULN|2LHND|47AIRHEL|5RCR|67DMG|7BPWR|8DUST|9RPLT|aAART
245	21332 21165	 * 	176.07	ACR|3VULN|2DMG|1BASICY	127VULN|3LHND|47AIRHEL|5RCR|67DMG|7BPWR|8DUST|9RPLT|aBASICY
246	23232 21165	   	176.07	ACR|3VULN|2DMG|1BASICY	137VULN|2LHND|47AIRHEL|5RCR|67DMG|7BPWR|8DUST|9RPLT|aBASICY
247	22513 15111	 * 	175.90	ACR|2ASPD|1VULN|2AART|1BEXP	1VULN|2CGEN|3LIT|49ASPD|5RCR|6aAART|7BEXP|8RMIN
248	22513 15511	   	175.80	ACR|2ASPD|1VULN|2AART|1BEXP	1VULN|2CGEN|3LIT|49ASPD|5RCR|6aAART|7BEXP|8AAC
249	22355 12233	 * 	175.62	ACR|3VULN|1DMG|2CDMG|1BEXP	147VULN|2CGEN|37CDMG|5RCR|67FEWX|7BPWR|8DUR|9DMG|aBEXP
250	22355 12333	   	175.62	ACR|3VULN|2CDMG|1DMG|1BEXP	147VULN|2CGEN|37CDMG|5RCR|67FEWX|7BPWR|8LWND|9DMG|aBEXP
251	22355 22233	   	175.62	ACR|3VULN|2CDMG|1DMG|1BEXP	147VULN|2CGEN|37CDMG|5RCR|67LWND|7BPWR|8DUR|9DMG|aBEXP
252	32152 26611	 * 	175.55	ACR|2DMG|2BEXP|1VULN|1CDMG	13BEXP|2LWND|4MSLFST|5RCR|68DMG|7DUR|9CDMG|aVULN
253	22355 12533	   	175.52	ACR|3VULN|2CDMG|1DMG|1BEXP	147VULN|2CGEN|37CDMG|5RCR|67FEWX|7BPWR|8MBVNT|9DMG|aBEXP
254	22355 22533	   	175.52	ACR|3VULN|2CDMG|1DMG|1BEXP	147VULN|2CGEN|37CDMG|5RCR|67LWND|7BPWR|8MBVNT|9DMG|aBEXP
255	22355 62112	 * 	175.52	ACR|3VULN|1ASPD|1DMG|1CDMG	148VULN|2aCGEN|3CDMG|5RCR|6DMG|7MLV|9ASPD
256	32152 24121	   	175.52	ACR|2VULN|2BEXP|1ASPD|1DMG	13BEXP|2LWND|4MSLFST|5RCR|6DMG|7ASPD|89VULN|aCGEN
257	32152 24123	   	175.52	ACR|2VULN|2BEXP|1ASPD|1DMG	13BEXP|2LWND|4MSLFST|5RCR|6DMG|7ASPD|89VULN|aFEWX
258	32152 24126	   	175.52	ACR|2VULN|2BEXP|1ASPD|1DMG	13BEXP|2LWND|4MSLFST|5RCR|6DMG|7ASPD|89VULN|aMLV
259	34152 24121	   	175.52	ACR|2VULN|2BEXP|1ASPD|1DMG	13BEXP|2FEWX|4MSLFST|5RCR|6DMG|7ASPD|89VULN|aCGEN
260	34152 24123	   	175.52	ACR|2VULN|2BEXP|1ASPD|1DMG	13BEXP|2aFEWX|4MSLFST|5RCR|6DMG|7ASPD|89VULN
261	32152 34122	 * 	175.45	ACR|2ASPD|2BEXP|1VULN|1CDMG	13BEXP|2LWND|4MSLFST|5RCR|6ERES|79ASPD|8VULN|aCDMG
262	34152 34122	   	175.45	ACR|2ASPD|2BEXP|1VULN|1CDMG	13BEXP|2FEWX|4MSLFST|5RCR|6ERES|79ASPD|8VULN|aCDMG
263	22355 62111	   	175.42	ACR|3VULN|1ASPD|1DMG|1CDMG	148VULN|2CGEN|3CDMG|5RCR|6DMG|7MLV|9ASPD|aMBVNT
264	22355 62113	   	175.42	ACR|3VULN|1ASPD|1DMG|1CDMG	148VULN|2CGEN|3CDMG|5RCR|6DMG|7MLV|9ASPD|aAIRHEL
265	21332 22211	   	175.42	ACR|3VULN|1ASPD|1DMG|1CDMG	12aVULN|3LHND|4AIRHEL|5RCR|6DMG|7ASPD|8CGEN|9CDMG
266	23232 22211	   	175.42	ACR|3VULN|1ASPD|1DMG|1CDMG	13aVULN|2LHND|4AIRHEL|5RCR|6DMG|7ASPD|8CGEN|9CDMG
267	32152 24122	   	175.42	ACR|2VULN|2BEXP|1ASPD|1DMG	13BEXP|2LWND|4MSLFST|5RCR|6DMG|7ASPD|89VULN|aMBVNT
268	32152 24124	   	175.42	ACR|2VULN|2BEXP|1ASPD|1DMG	13BEXP|2LWND|4MSLFST|5RCR|6DMG|7ASPD|89VULN|aAME
269	32152 24125	   	175.42	ACR|2VULN|2BEXP|1ASPD|1DMG	13BEXP|2LWND|4MSLFST|5RCR|6DMG|7ASPD|89VULN|aERES
270	34152 24122	   	175.42	ACR|2VULN|2BEXP|1ASPD|1DMG	13BEXP|2FEWX|4MSLFST|5RCR|6DMG|7ASPD|89VULN|aMBVNT
271	21332 22515	   	175.42	ACR|2VULN|2BEXP|1DMG|1ASPD	12VULN|3LHND|4AIRHEL|5RCR|6DMG|7ASPD|8aBEXP|9ERES
272	23232 22515	   	175.42	ACR|2VULN|2BEXP|1DMG|1ASPD	13VULN|2LHND|4AIRHEL|5RCR|6DMG|7ASPD|8aBEXP|9ERES
273	22513 42533	   	175.29	ACR|1BASARM|1VULN|1ASPD|1BEXP	1VULN|2CGEN|3LIT|4ASPD|5RCR|6BEXP|7DUR|8ZMB|9DLOT|aBASARM
274	22315 36252	 * 	175.29	ACR|1BASARM|1VULN|1BASICY|1CDMG	1VULN|2CGEN|3CDMG|4DMSP|5RCR|6RPLT|7BELT|8BASARM|9AME|aBASICY
275	22513 42233	   	175.19	ACR|1BASARM|1VULN|1ASPD|1BEXP	1VULN|2CGEN|3LIT|4ASPD|5RCR|6BEXP|7DUR|8NUKE|9DLOT|aBASARM
276	33152 22113	   	175.19	ACR|1BASARM|1VULN|1DMG|1BEXP	1BEXP|2DMSP|3DUR|4MSLFST|5RCR|6DMG|7VULN|8CGEN|9ERES|aBASARM
277	33152 22513	   	175.19	ACR|1BASARM|1VULN|1DMG|1BEXP	1BEXP|2DMSP|3DUR|4MSLFST|5RCR|6DMG|7VULN|8MLV|9ERES|aBASARM
278	33152 33523	   	175.19	ACR|1BASARM|1VULN|1ASPD|1BEXP	1BEXP|2DMSP|3DUR|4MSLFST|5RCR|6ERES|7VULN|8MLV|9ASPD|aBASARM
279	33152 53613	   	175.19	ACR|1BASARM|1VULN|1DMG|1BEXP	1BEXP|2DMSP|3DUR|4MSLFST|5RCR|6CGEN|7VULN|8DMG|9ERES|aBASARM
280	22335 36252	   	175.19	ACR|1BASARM|1VULN|1BASICY|1CDMG	1VULN|2CGEN|3CDMG|4AEFBLL|5RCR|6RPLT|7BELT|8BASARM|9AME|aBASICY
281	33152 54113	   	175.19	ACR|1BASARM|1VULN|1ASPD|1BEXP	1BEXP|2DMSP|3DUR|4MSLFST|5RCR|6CGEN|7ASPD|8VULN|9ERES|aBASARM
282	33152 62613	   	175.09	ACR|1BASARM|1VULN|1DMG|1BEXP	1BEXP|2DMSP|3DUR|4MSLFST|5RCR|6TLV|7VULN|8DMG|9ERES|aBASARM
283	33152 64113	   	175.09	ACR|1BASARM|1VULN|1ASPD|1BEXP	1BEXP|2DMSP|3DUR|4MSLFST|5RCR|6TLV|7ASPD|8VULN|9ERES|aBASARM
284	11332 21611	   	175.06	ACR|2VULN|3DMG|1AAC	1RCVC|27VULN|3LHND|47AIRHEL|5RCR|678DMG|7BPWR|9SPLREG|aAAC
285	21332 21632	   	175.05	ACR|3VULN|3DMG	127VULN|3LHND|47AIRHEL|5RCR|678DMG|7BPWR|9MLV|aZMB
286	21332 21633	   	175.05	ACR|3VULN|3DMG	127VULN|3LHND|47AIRHEL|5RCR|678DMG|7BPWR|9MLV|aLWND
287	21332 21634	   	175.05	ACR|3VULN|3DMG	127VULN|3LHND|47AIRHEL|5RCR|678DMG|7BPWR|9MLV|aDUR
288	21332 21642	   	175.05	ACR|3VULN|3DMG	127VULN|3LHND|47AIRHEL|5RCR|678DMG|7BPWR|9aZMB
289	21332 21643	   	175.05	ACR|3VULN|3DMG	127VULN|3LHND|47AIRHEL|5RCR|678DMG|7BPWR|9ZMB|aRPLT
290	21332 21644	   	175.05	ACR|3VULN|3DMG	127VULN|3LHND|47AIRHEL|5RCR|678DMG|7BPWR|9ZMB|aDUR
291	21332 21645	   	175.05	ACR|3VULN|3DMG	127VULN|3LHND|47AIRHEL|5RCR|678DMG|7BPWR|9ZMB|aLWND
292	23232 21632	   	175.05	ACR|3VULN|3DMG	137VULN|2LHND|47AIRHEL|5RCR|678DMG|7BPWR|9MLV|aZMB
293	23232 21633	   	175.05	ACR|3VULN|3DMG	137VULN|2LHND|47AIRHEL|5RCR|678DMG|7BPWR|9MLV|aLWND
294	23232 21634	   	175.05	ACR|3VULN|3DMG	137VULN|2LHND|47AIRHEL|5RCR|678DMG|7BPWR|9MLV|aDUR
295	23232 21642	   	175.05	ACR|3VULN|3DMG	137VULN|2LHND|47AIRHEL|5RCR|678DMG|7BPWR|9aZMB
296	23232 21643	   	175.05	ACR|3VULN|3DMG	137VULN|2LHND|47AIRHEL|5RCR|678DMG|7BPWR|9ZMB|aRPLT
297	23232 21644	   	175.05	ACR|3VULN|3DMG	137VULN|2LHND|47AIRHEL|5RCR|678DMG|7BPWR|9ZMB|aDUR
298	23232 21645	   	175.05	ACR|3VULN|3DMG	137VULN|2LHND|47AIRHEL|5RCR|678DMG|7BPWR|9ZMB|aLWND
299	21332 21613	   	174.95	ACR|3VULN|3DMG	127VULN|3LHND|47AIRHEL|5RCR|678DMG|7BPWR|9SPLREG|aMLV
300	21332 21622	   	174.95	ACR|3VULN|3DMG	127VULN|3LHND|47AIRHEL|5RCR|678DMG|7BPWR|9ERES|aZMB
301	21332 21623	   	174.95	ACR|3VULN|3DMG	127VULN|3LHND|47AIRHEL|5RCR|678DMG|7BPWR|9ERES|aLWND
302	21332 21624	   	174.95	ACR|3VULN|3DMG	127VULN|3LHND|47AIRHEL|5RCR|678DMG|7BPWR|9ERES|aDUR
303	21332 21631	   	174.95	ACR|3VULN|3DMG	127VULN|3LHND|47AIRHEL|5RCR|678DMG|7BPWR|9MLV|aSPLREG
304	21332 21636	   	174.95	ACR|3VULN|3DMG	127VULN|3LHND|47AIRHEL|5RCR|678DMG|7BPWR|9MLV|aNUKE
305	21332 21641	   	174.95	ACR|3VULN|3DMG	127VULN|3LHND|47AIRHEL|5RCR|678DMG|7BPWR|9ZMB|aSNIHEL
306	21332 21646	   	174.95	ACR|3VULN|3DMG	127VULN|3LHND|47AIRHEL|5RCR|678DMG|7BPWR|9ZMB|aNUKE
307	23232 21613	   	174.95	ACR|3VULN|3DMG	137VULN|2LHND|47AIRHEL|5RCR|678DMG|7BPWR|9SPLREG|aMLV
308	23232 21622	   	174.95	ACR|3VULN|3DMG	137VULN|2LHND|47AIRHEL|5RCR|678DMG|7BPWR|9ERES|aZMB
309	23232 21623	   	174.95	ACR|3VULN|3DMG	137VULN|2LHND|47AIRHEL|5RCR|678DMG|7BPWR|9ERES|aLWND
310	23232 21624	   	174.95	ACR|3VULN|3DMG	137VULN|2LHND|47AIRHEL|5RCR|678DMG|7BPWR|9ERES|aDUR
311	23232 21631	   	174.95	ACR|3VULN|3DMG	137VULN|2LHND|47AIRHEL|5RCR|678DMG|7BPWR|9MLV|aSPLREG
312	23232 21636	   	174.95	ACR|3VULN|3DMG	137VULN|2LHND|47AIRHEL|5RCR|678DMG|7BPWR|9MLV|aNUKE
313	23232 21641	   	174.95	ACR|3VULN|3DMG	137VULN|2LHND|47AIRHEL|5RCR|678DMG|7BPWR|9ZMB|aSNIHEL
314	23232 21646	   	174.95	ACR|3VULN|3DMG	137VULN|2LHND|47AIRHEL|5RCR|678DMG|7BPWR|9ZMB|aNUKE
315	21332 21612	   	174.85	ACR|3VULN|3DMG	127VULN|3LHND|47AIRHEL|5RCR|678DMG|7BPWR|9SPLREG|aERES
316	21332 21615	   	174.85	ACR|3VULN|3DMG	127VULN|3LHND|47AIRHEL|5RCR|678DMG|7BPWR|9SPLREG|aAME
317	21332 21616	   	174.85	ACR|3VULN|3DMG	127VULN|3LHND|47AIRHEL|5RCR|678DMG|7BPWR|9SPLREG|aDUST
318	21332 21621	   	174.85	ACR|3VULN|3DMG	127VULN|3LHND|47AIRHEL|5RCR|678DMG|7BPWR|9ERES|aSPLREG
319	21332 21626	   	174.85	ACR|3VULN|3DMG	127VULN|3LHND|47AIRHEL|5RCR|678DMG|7BPWR|9ERES|aNUKE
320	23232 21612	   	174.85	ACR|3VULN|3DMG	137VULN|2LHND|47AIRHEL|5RCR|678DMG|7BPWR|9SPLREG|aERES
321	23232 21615	   	174.85	ACR|3VULN|3DMG	137VULN|2LHND|47AIRHEL|5RCR|678DMG|7BPWR|9SPLREG|aAME
322	23232 21616	   	174.85	ACR|3VULN|3DMG	137VULN|2LHND|47AIRHEL|5RCR|678DMG|7BPWR|9SPLREG|aDUST
323	23232 21621	   	174.85	ACR|3VULN|3DMG	137VULN|2LHND|47AIRHEL|5RCR|678DMG|7BPWR|9ERES|aSPLREG
