0	Index      	 *	Score 	Summary	Detail	
1	21154 11234	 * 	208.86	DCR|3DMG|2VULN|2AART	1FEWX|26VULN|35AART|467DMG|6BPWR|8TLV|9ERES|aRCR
149	35135 22111	   	187.90	ACR|2ASPD|1AART|1VULN|2CDMG|1NUKE|1AAC	17CDMG|2RCR|3VULN|47ASPD|5AART|67VENFST|7BPWR|8CGEN|9NUKE|aAAC
150	35152 43312	   	187.86	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2RCR|34VULN|5LHND|6DMG|7ERES|8AART|9DUR|aASPD
151	35153 43312	   	187.86	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2RCR|34VULN|5LWND|6DMG|7ERES|8AART|9DUR|aASPD
152	35113 23612	   	187.86	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1CDMG|2RCR|38VULN|4AAC|5LWND|6DUR|7AART|9DMG|aASPD
153	35116 23612	   	187.86	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1CDMG|2RCR|38VULN|4AAC|5FEWX|6DUR|7AART|9DMG|aASPD
154	35121 23612	   	187.86	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2RCR|38VULN|4LEGI|5RMIN|6DUR|7AART|9DMG|aASPD
155	35135 13215	   	187.86	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2RCR|37VULN|4ASPD|5AART|6LHND|8DUST|9DMG|aDUR
156	35352 23612	   	187.86	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1CDMG|2RCR|3LWND|48VULN|5AAC|6DUR|7AART|9DMG|aASPD
157	35632 23612	   	187.86	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1CDMG|2RCR|3FEWX|48VULN|5AAC|6DUR|7AART|9DMG|aASPD
158	21131 51625	   	187.85	DCR|3ASPD|1MDPS|1VULN|1AART|2ZMB	1FEWX|2VULN|3AART|4MDPS|59ZMB|6RCR|78aASPD
159	32543 52211	   	187.77	DCR|2ASPD|1VULN|1DMG|1CDMG|1AAC|2ZMB|1DUR	1CDMG|2AAC|3DUR|46ASPD|57ZMB|8VULN|9DMG|aRCR
160	35122 23612	   	187.76	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1CDMG|2RCR|38VULN|4LEGI|5AAC|6DUR|7AART|9DMG|aASPD
161	32541 21511	   	187.71	DCR|2VULN|2CDMG|1ASPD|1DMG|1AAC|1DUR	15CDMG|2AAC|3DUR|4ASPD|6ERES|78VULN|9DMG|aRCR
162	21352 63312	   	187.70	DCR|2VULN|1AART|1ASPD|1DMG	1FEWX|28VULN|3MULFIG|4DMG|5RPLT|6RCR|7AART|9CGEN|aASPD
163	32352 41533	 * 	187.69	DCR|4VULN|1DMG|1CDMG|1AAC	1CDMG|2AAC|3CGEN|478aVULN|5LHND|6DMG|9RCR
164	32452 11533	   	187.69	DCR|4VULN|1DMG|1CDMG|1AAC	1CDMG|2AAC|3DMG|478aVULN|5CGEN|6BEXP|9RCR
165	35124 36113	 * 	187.66	ACR|3VULN|1AART|1ASPD|1CDMG|1ZMB	1CDMG|2RCR|39aVULN|4LEGI|5RPLT|6ASPD|7AART|8ZMB
166	21161 14315	   	187.60	DCR|2ASPD|1AART|1VULN|1DMG|1DUR|1SELL	1FEWX|2VULN|3AART|4SELL|5LHND|68ASPD|7RCR|9DMG|aDUR
167	21162 14315	   	187.60	DCR|2ASPD|1VULN|1AART|1DMG|1DUR|1SELL	1FEWX|2VULN|3AART|4SELL|5BEXP|68ASPD|7RCR|9DMG|aDUR
168	35132 11243	   	187.46	ACR|4VULN|2CDMG|1ASPD|1ZMB	17CDMG|2RCR|378aVULN|4ASPD|5LHND|67CGEN|7BPWR|9ZMB
169	35133 11243	   	187.46	ACR|4VULN|2CDMG|1ASPD|1ZMB	17CDMG|2RCR|378aVULN|4ASPD|5LWND|67CGEN|7BPWR|9ZMB
170	35136 11243	   	187.46	ACR|4VULN|2CDMG|1ASPD|1ZMB	17CDMG|2RCR|378aVULN|4ASPD|5FEWX|67CGEN|7BPWR|9ZMB
171	33151 36531	   	187.00	DCR|2VULN|2DMG|1CDMG|2DUR|1SELL	1CDMG|2LHND|34VULN|5SELL|69DMG|7aDUR|8RCR
172	21141 42521	   	186.83	DCR|2VULN|1AART|1DMG|1CDMG|1SPLREG	15FEWX|2aVULN|3AART|4SPLREG|6DMG|7CDMG|8RCR|9RPLT
173	21143 42521	   	186.83	DCR|2VULN|1AART|1DMG|1CDMG|1SPLREG	1FEWX|2aVULN|3AART|4SPLREG|5RCVC|6DMG|7CDMG|8RCR|9RPLT
174	35135 11312	 * 	186.42	ACR|3ASPD|1AART|1VULN|1DMG|1CDMG	1CDMG|2RCR|3VULN|48aASPD|5AART|6LHND|7FEWX|9DMG
175	35135 12312	   	186.42	ACR|3ASPD|1AART|1VULN|1DMG|1CDMG	1CDMG|2RCR|3VULN|48aASPD|5AART|6LHND|7BEXP|9DMG
176	35335 13312	   	186.42	ACR|3ASPD|1VULN|1AART|1DMG|1CDMG	1CDMG|2RCR|3LWND|48aASPD|5AART|6LHND|7VULN|9DMG
177	33354 32314	   	186.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1CDMG|2LHND|3LWND|49VULN|5RPLT|6ASPD|7ZMB|8AART|aRCR
178	21131 51513	   	186.18	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB|1DUR	18FEWX|29VULN|3AART|4MDPS|5ZMB|6RCR|7ASPD|aDUR
179	21131 53312	   	186.18	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB|1DUR	1FEWX|29VULN|3AART|4MDPS|5ZMB|6RCR|7DUR|8ASPD|aLHND
180	21131 53314	   	186.18	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB|1DUR	1FEWX|29VULN|3AART|4MDPS|5ZMB|6RCR|7DUR|8ASPD|aCGEN
181	21131 53315	   	186.18	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB|1DUR	1FEWX|29VULN|3AART|4MDPS|5ZMB|6RCR|7DUR|8ASPD|aBELT
182	21125 34115	   	186.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1FEWX|29VULN|3AART|4CGEN|5DUST|6RCR|7DUR|8ZMB|aASPD
183	31531 23614	 * 	186.12	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1ZMB	1CDMG|2DMSP|3ZMB|48VULN|5BEXP|6MDPS|7AART|9DMG|aRCR
184	21131 53311	   	186.08	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB|1DUR	1FEWX|29VULN|3AART|4MDPS|5ZMB|6RCR|7DUR|8ASPD|aERES
185	21131 53316	   	186.08	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB|1DUR	1FEWX|29VULN|3AART|4MDPS|5ZMB|6RCR|7DUR|8ASPD|aMSLREG
186	52321 41322	   	185.99	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1DUST|2AAC|3AART|4DMG|57VULN|6DUR|8RPLT|9RCR|aCDMG
187	51131 51413	   	185.98	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB|1DUR	18DUST|29VULN|3AART|4MDPS|5ZMB|6RCR|7ASPD|aDUR
188	52321 25163	   	185.89	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1AAC|1DUR	1DUST|2AAC|3AART|4DMG|5aVULN|6CDMG|7DUR|8MDPS|9RCR
189	35531 31225	   	185.87	ACR|4VULN|3CDMG|2ZMB|1DUR	179CDMG|2RCR|37ZMB|4DUR|5TLV|678aVULN|7BPWR
190	33352 34335	   	185.79	DCR|2AART|1VULN|1ASPD|1CDMG|1AAC|1DUR	1CDMG|2LHND|3LWND|4VULN|5AAC|69AART|7RCR|8ASPD|aDUR
191	36112 34335	   	185.79	DCR|2AART|1VULN|1ASPD|1CDMG|1AAC|1DUR	1CDMG|2LWND|3VULN|4AAC|5LHND|69AART|7RCR|8ASPD|aDUR
192	35135 13214	 * 	185.77	ACR|2VULN|1MDPS|1AART|1ASPD|1DMG|1CDMG	1CDMG|2RCR|37VULN|4ASPD|5AART|6LHND|8DUST|9DMG|aMDPS
193	35131 51311	 * 	185.73	ACR|2VULN|2CDMG|1AART|1ASPD|3DUR	17CDMG|2RCR|37VULN|4ASPD|5TLV|679DUR|7BPWR|8AART|aLIT
194	35131 51313	   	185.73	ACR|2VULN|1AART|2CDMG|1ASPD|3DUR	17CDMG|2RCR|37VULN|4ASPD|5TLV|679DUR|7BPWR|8AART|aLHND
195	35131 51314	   	185.73	ACR|2VULN|1AART|2CDMG|1ASPD|3DUR	17CDMG|2RCR|37VULN|4ASPD|5TLV|679DUR|7BPWR|8AART|aMLV
196	35131 51315	   	185.73	ACR|2VULN|1AART|2CDMG|1ASPD|3DUR	17CDMG|2RCR|37VULN|4ASPD|5TLV|679DUR|7BPWR|8AART|aBEXP
197	35131 51316	   	185.73	ACR|2VULN|1AART|2CDMG|1ASPD|3DUR	17CDMG|2RCR|37VULN|4ASPD|5TLV|679DUR|7BPWR|8AART|aLWND
198	35131 51325	   	185.73	ACR|2VULN|1AART|2CDMG|1ASPD|3DUR	17CDMG|2RCR|37VULN|4ASPD|5TLV|67aDUR|7BPWR|8AART|9BEXP
199	35131 51335	   	185.73	ACR|2VULN|1AART|2CDMG|1ASPD|3DUR	17CDMG|2RCR|37VULN|4ASPD|5TLV|67aDUR|7BPWR|8AART|9LHND
200	33115 34335	   	185.69	DCR|2AART|1VULN|1ASPD|1CDMG|1AAC|1DUR	1CDMG|2LHND|3VULN|4AAC|5LEGI|69AART|7RCR|8ASPD|aDUR
201	35131 51312	   	185.63	ACR|2VULN|1AART|2CDMG|1ASPD|3DUR	17CDMG|2RCR|37VULN|4ASPD|5TLV|679DUR|7BPWR|8AART|aERES
202	33116 21611	   	185.53	DCR|2VULN|2DMG|2CDMG|1AAC|1DUR	19CDMG|2LHND|39VULN|4AAC|5FEWX|6DUR|79DMG|8RPLT|9BPWR|aRCR
203	36112 21611	   	185.53	DCR|2VULN|2DMG|2CDMG|1AAC|1DUR	19CDMG|2LWND|39VULN|4AAC|5LHND|6DUR|79DMG|8RPLT|9BPWR|aRCR
204	36162 21611	   	185.53	DCR|2VULN|2DMG|2CDMG|1AAC|1DUR	19CDMG|2LWND|39VULN|4LHND|5AAC|6DUR|79DMG|8RPLT|9BPWR|aRCR
205	21161 14314	 * 	185.50	DCR|1MDPS|2ASPD|1AART|1VULN|1DMG|1SELL	1FEWX|2VULN|3AART|4SELL|5LHND|68ASPD|7RCR|9DMG|aMDPS
206	21162 14314	 * 	185.50	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG|1SELL	1FEWX|2VULN|3AART|4SELL|5BEXP|68ASPD|7RCR|9DMG|aMDPS
207	21352 63325	 * 	185.47	DCR|3VULN|1AART|1DMG	1FEWX|28aVULN|3MULFIG|4DMG|5RPLT|6RCR|7AART|9BELT
208	33132 61611	   	185.43	DCR|2VULN|2DMG|2CDMG|1AAC|1DUR	19CDMG|2LHND|39VULN|4DUR|5AAC|6DUST|79DMG|8RPLT|9BPWR|aRCR
209	33133 51611	 * 	185.43	DCR|2VULN|2DMG|2CDMG|1NUKE|1DUR	19CDMG|2LHND|39VULN|4DUR|5DUST|69DMG|7NUKE|8RPLT|9BPWR|aRCR
210	33133 53611	   	185.43	DCR|2VULN|2DMG|2CDMG|1AAC|1DUR	19CDMG|2LHND|39VULN|4DUR|5DUST|69DMG|7AAC|8RPLT|9BPWR|aRCR
211	35146 11223	   	185.43	ACR|4VULN|2CDMG|1ASPD|1DUR	17CDMG|2RCR|378aVULN|4DUR|5MLV|67CGEN|7BPWR|9ASPD
212	32432 61533	   	185.39	DCR|3VULN|1DMG|1CDMG|2DUR|1AAC	1CDMG|2AAC|3DMG|46DUR|5CGEN|78aVULN|9RCR
213	21121 55712	   	185.36	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1FEWX|28VULN|3AART|4CGEN|5SELL|6MBVNT|7RCR|9DMG|aASPD
214	21162 14611	   	185.36	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1FEWX|28VULN|3AART|4SELL|5BEXP|6ASPD|7RCR|9DMG|aBASARM
215	21162 14613	   	185.36	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1FEWX|28VULN|3AART|4SELL|5BEXP|6ASPD|7RCR|9DMG|aERES
216	51151 14332	   	185.36	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1DUST|28VULN|3AART|4DMG|5SELL|6LHND|7RCR|9RMIN|aASPD
217	21125 35318	   	185.27	DCR|3VULN|1AART|1ASPD	1FEWX|29aVULN|3AART|4CGEN|5DUST|6RCR|7ASPD|8MBVNT
218	21125 35513	   	185.27	DCR|3VULN|1AART|1ASPD|1AAC	1FEWX|29aVULN|3AART|4CGEN|5DUST|6RCR|7ASPD|8AAC
219	51133 51613	   	185.27	DCR|3VULN|1MDPS|1AART|1ASPD	1DUST|29aVULN|3AART|4MDPS|5AME|6RCR|7ASPD|8BEXP
220	51121 55312	   	185.26	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1DUST|28VULN|3AART|4CGEN|5SELL|6MBVNT|7RCR|9DMG|aASPD
221	21166 14311	   	185.26	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1FEWX|28VULN|3AART|4SELL|5DUST|6ASPD|7RCR|9DMG|aBASARM
222	21166 14313	   	185.26	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1FEWX|28VULN|3AART|4SELL|5DUST|6ASPD|7RCR|9DMG|aERES
223	51161 14311	   	185.26	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1DUST|28VULN|3AART|4SELL|5LHND|6ASPD|7RCR|9DMG|aBASARM
224	51161 14313	   	185.26	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1DUST|28VULN|3AART|4SELL|5LHND|6ASPD|7RCR|9DMG|aERES
225	51162 14311	   	185.26	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1DUST|28VULN|3AART|4SELL|5BEXP|6ASPD|7RCR|9DMG|aBASARM
226	51162 14313	   	185.26	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1DUST|28VULN|3AART|4SELL|5BEXP|6ASPD|7RCR|9DMG|aERES
227	51163 14311	   	185.26	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1DUST|28VULN|3AART|4SELL|5FEWX|6ASPD|7RCR|9DMG|aBASARM
228	51163 14313	   	185.26	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1DUST|28VULN|3AART|4SELL|5FEWX|6ASPD|7RCR|9DMG|aERES
229	16254 31332	   	185.22	DCR|2VULN|1MDPS|1AART|2CDMG|1ASPD	17ERES|27CDMG|36RMIN|47VULN|5MDPS|7BPWR|8AART|9RCR|aASPD
230	21135 51413	   	185.17	DCR|3VULN|1MDPS|1AART|1ASPD|1AAC	1FEWX|29aVULN|3AART|4MDPS|5AAC|6RCR|7ASPD|8DUST
231	51135 53311	   	185.17	DCR|3VULN|1MDPS|1AART|1ASPD	1DUST|279VULN|3AART|4MDPS|5TLV|6RCR|8ASPD|aBEXP
232	51135 53312	   	185.17	DCR|3VULN|1MDPS|1AART|1ASPD	1DUST|279VULN|3AART|4MDPS|5TLV|6RCR|8ASPD|aLWND
233	41331 23215	   	185.12	ACR|3DMG|2VULN|1ASPD|1CDMG	12RCVC|39aDMG|4RCR|5aTLV|6ASPD|7CDMG|8aVULN|aBPWR
234	35131 51242	   	185.06	ACR|3VULN|2CDMG|1ASPD|2DUR|1ZMB	17CDMG|2RCR|378VULN|4ASPD|5TLV|67DUR|7BPWR|9ZMB|aCGEN
235	35131 51243	   	185.06	ACR|3VULN|2CDMG|1ASPD|2DUR|1ZMB	17CDMG|2RCR|378VULN|4ASPD|5TLV|67DUR|7BPWR|9ZMB|aLWND
236	35132 11254	 * 	185.06	ACR|3VULN|1AART|2CDMG|1ASPD	17CDMG|2RCR|378VULN|4ASPD|5LHND|67CGEN|7BPWR|9LWND|aAART
237	35133 11254	   	185.06	ACR|3VULN|1AART|2CDMG|1ASPD	17CDMG|2RCR|378VULN|4ASPD|5LWND|67CGEN|7BPWR|9LHND|aAART
238	35131 51241	   	184.96	ACR|3VULN|2CDMG|1ASPD|2DUR|1ZMB	17CDMG|2RCR|378VULN|4ASPD|5TLV|67DUR|7BPWR|9ZMB|aDUST
239	35331 31254	   	184.96	ACR|3VULN|1AART|2CDMG|1ASPD	17CDMG|2RCR|37LWND|4ASPD|5TLV|678VULN|7BPWR|9LHND|aAART
240	21141 36123	   	184.91	DCR|2VULN|1AART|1DMG|1ZMB|1SPLREG	15FEWX|28VULN|3AART|4SPLREG|6RCR|7DMG|9RPLT|aZMB
241	21143 36123	   	184.91	DCR|2VULN|1AART|1DMG|1ZMB|1SPLREG	1FEWX|28VULN|3AART|4SPLREG|5RCVC|6RCR|7DMG|9RPLT|aZMB
242	21352 63112	 * 	184.91	DCR|2DMG|1VULN|1AART|1ASPD	1FEWX|2VULN|3MULFIG|49DMG|5RPLT|6RCR|7AART|8AME|aASPD
243	51352 63112	   	184.81	DCR|2DMG|1VULN|1AART|1ASPD	1DUST|2VULN|3MULFIG|49DMG|5RPLT|6RCR|7AART|8AME|aASPD
244	21143 41134	   	184.61	DCR|3VULN|1AART|1DMG|1SPLREG	18FEWX|289VULN|3AART|4SPLREG|5RCVC|6DMG|78AME|8BPWR|aRCR
245	33544 32132	 * 	184.41	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1ZMB	1CDMG|2LHND|3ZMB|4ASPD|5MDPS|68VULN|7DMG|9RCR|aLWND
246	33544 32133	   	184.41	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1ZMB	1CDMG|2LHND|3ZMB|4ASPD|5MDPS|68VULN|7DMG|9RCR|aLIT
247	32432 52161	   	184.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1CDMG|2AAC|3DMG|4DUR|5CGEN|6ASPD|7LHND|8RCR|9aVULN
248	33544 32131	   	184.31	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1ZMB	1CDMG|2LHND|3ZMB|4ASPD|5MDPS|68VULN|7DMG|9RCR|aERES
249	33433 34314	   	184.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1CDMG|2LHND|3RPLT|4CGEN|59VULN|6DUR|7ASPD|8AART|aRCR
250	33134 24314	   	184.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1CDMG|2LHND|39VULN|4DUR|5RPLT|6CGEN|7ASPD|8AART|aRCR
251	33134 31314	   	184.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1CDMG|2LHND|39VULN|4DUR|5RPLT|6ASPD|7MLV|8AART|aRCR
252	33134 36314	   	184.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1CDMG|2LHND|39VULN|4DUR|5RPLT|6ASPD|7AART|8AME|aRCR
253	33134 41314	   	184.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2LHND|39VULN|4DUR|5RPLT|6DMG|7MLV|8AART|aRCR
254	33424 31314	   	184.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1CDMG|2LHND|3RPLT|4DUR|59VULN|6ASPD|7MLV|8AART|aRCR
255	36134 31314	   	184.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1CDMG|2LWND|39VULN|4DUR|5RPLT|6ASPD|7MLV|8AART|aRCR
256	22321 51114	   	184.09	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1FEWX|2AAC|3AART|4DMG|57VULN|6LHND|8CDMG|9DUR|aRCR
257	22321 41124	   	184.09	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1FEWX|2AAC|3AART|4DMG|57VULN|6DUR|8CDMG|9BEXP|aRCR
258	22321 41134	   	184.09	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1FEWX|2AAC|3AART|4DMG|57VULN|6DUR|8CDMG|9LHND|aRCR
259	22321 41155	   	184.09	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1FEWX|2AAC|3AART|4DMG|57VULN|6DUR|8CDMG|9MLV|aRCR
260	22321 41165	   	184.09	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1FEWX|2AAC|3AART|4DMG|57VULN|6DUR|8CDMG|9AME|aRCR
261	35331 31225	   	184.08	ACR|4VULN|3CDMG|1ASPD	179CDMG|2RCR|37LWND|4ASPD|5TLV|678aVULN|7BPWR
262	35152 42222	   	184.04	ACR|3VULN|1ASPD|1DMG|1CDMG|1ZMB	1CDMG|2RCR|348VULN|5LHND|6DMG|7ZMB|9ASPD|aCGEN
263	35152 42223	   	184.04	ACR|3VULN|1ASPD|1DMG|1CDMG|1ZMB	1CDMG|2RCR|348VULN|5LHND|6DMG|7ZMB|9ASPD|aLWND
264	35153 42222	   	184.04	ACR|3VULN|1ASPD|1DMG|1CDMG|1ZMB	1CDMG|2RCR|348VULN|5LWND|6DMG|7ZMB|9ASPD|aCGEN
265	35153 42223	   	184.04	ACR|3VULN|1ASPD|1DMG|1CDMG|1ZMB	1CDMG|2RCR|348VULN|5aLWND|6DMG|7ZMB|9ASPD
266	33635 34331	   	184.03	DCR|2ASPD|1VULN|1AART|1CDMG|1DUR	1CDMG|2LHND|3BEXP|48ASPD|5AART|6VULN|7RCR|9DUR|aLWND
267	33635 34332	   	184.03	DCR|2ASPD|1AART|1VULN|1CDMG|1DUR	1CDMG|2LHND|3BEXP|48ASPD|5AART|6VULN|7RCR|9DUR|aCGEN
268	33635 34333	   	184.03	DCR|2ASPD|1VULN|1AART|1CDMG|1DUR	1CDMG|2LHND|3BEXP|48ASPD|5AART|6VULN|7RCR|9DUR|aMLV
269	35131 42314	   	184.02	ACR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2RCR|3VULN|4ASPD|5TLV|6DMG|7ZMB|8AART|9DUR|aMDPS
270	52321 41124	   	183.99	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1DUST|2AAC|3AART|4DMG|57VULN|6DUR|8CDMG|9BEXP|aRCR
271	52321 41134	   	183.99	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1DUST|2AAC|3AART|4DMG|57VULN|6DUR|8CDMG|9LHND|aRCR
272	22321 31114	   	183.99	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1FEWX|2AAC|3AART|4DMG|57VULN|6DUST|8CDMG|9DUR|aRCR
273	52321 51114	   	183.99	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1DUST|2AAC|3AART|4DMG|57VULN|6LHND|8CDMG|9DUR|aRCR
274	21131 53416	   	183.95	DCR|3VULN|1MDPS|1AART|1ZMB|1DUR	1aFEWX|29aVULN|3AART|4MDPS|5ZMB|6RCR|7DUR|8aERES|aBPWR
275	35131 36343	   	183.94	ACR|3VULN|1ASPD|1DMG|1CDMG|1ZMB	1CDMG|2RCR|36aVULN|4ASPD|5TLV|7DMG|8CGEN|9ZMB
276	35131 41343	   	183.94	ACR|3VULN|1ASPD|1DMG|1CDMG|1ZMB	1CDMG|2RCR|37aVULN|4ASPD|5TLV|6DMG|8CGEN|9ZMB
277	35131 42235	   	183.94	ACR|3VULN|1ASPD|1DMG|1CDMG|1ZMB	1CDMG|2RCR|38aVULN|4ASPD|5TLV|6DMG|7ZMB|9BEXP
278	35152 42221	   	183.94	ACR|3VULN|1ASPD|1DMG|1CDMG|1ZMB	1CDMG|2RCR|348VULN|5LHND|6DMG|7ZMB|9ASPD|aDUST
279	35153 42221	   	183.94	ACR|3VULN|1ASPD|1DMG|1CDMG|1ZMB	1CDMG|2RCR|348VULN|5LWND|6DMG|7ZMB|9ASPD|aDUST
280	21352 63351	   	183.89	DCR|2VULN|1AART|1DMG|1CDMG	1FEWX|28VULN|3MULFIG|4DMG|5RPLT|6RCR|7AART|9LHND|aCDMG
281	21352 63361	   	183.89	DCR|2VULN|1AART|1DMG|1CDMG	1FEWX|28VULN|3MULFIG|4DMG|5RPLT|6RCR|7AART|9BEXP|aCDMG
282	35131 11225	   	183.88	ACR|4VULN|3CDMG|1ASPD	179CDMG|2RCR|378aVULN|4ASPD|5TLV|67DUST|7BPWR
283	21123 23514	   	183.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1FEWX|2VULN|3AART|4CGEN|5MLV|6CDMG|7ASPD|8DUR|9DMG|aRCR
284	21156 23324	   	183.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1FEWX|2VULN|3AART|4DMG|5CGEN|6CDMG|7ASPD|8DUR|9MLV|aRCR
285	23251 23514	   	183.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1FEWX|2CGEN|3AME|4AART|5VULN|6CDMG|7ASPD|8DUR|9DMG|aRCR
286	23351 25314	   	183.88	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1FEWX|2CGEN|3AART|4ASPD|5VULN|6CDMG|7DUR|8RMIN|9DMG|aRCR
287	34411 31314	   	183.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2CGEN|3DMG|4AME|5BEXP|6AART|7VULN|8ASPD|9DUR|aRCR
288	22333 61112	   	183.86	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1FEWX|2AAC|3AART|4RCR|5DMG|67VULN|8CDMG|9DUR|aASPD
289	25223 62433	 * 	183.85	DCR|4VULN|1ASPD|1DUR	1FEWX|2RCVC|3BEXP|4568VULN|7RCR|9ASPD|aDUR
290	25323 62433	   	183.85	DCR|4VULN|1ASPD|1DUR	1FEWX|2RCVC|3LWND|4568VULN|7RCR|9ASPD|aDUR
291	21162 14336	   	183.79	DCR|2ASPD|1VULN|1AART|1CDMG|1DUR|1SELL	1FEWX|2VULN|3AART|4SELL|5BEXP|68ASPD|7RCR|9DUR|aCDMG
292	21122 23514	   	183.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1FEWX|2VULN|3AART|4CGEN|5TLV|6CDMG|7ASPD|8DUR|9DMG|aRCR
293	23351 21514	   	183.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1FEWX|2CGEN|3AART|4ASPD|5VULN|6CDMG|7ERES|8DUR|9DMG|aRCR
294	34131 31314	   	183.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2CGEN|3ERES|4DMG|5BEXP|6AART|7VULN|8ASPD|9DUR|aRCR
295	51123 23514	   	183.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUST|2VULN|3AART|4CGEN|5MLV|6CDMG|7ASPD|8DUR|9DMG|aRCR
296	52333 61112	   	183.76	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1DUST|2AAC|3AART|4RCR|5DMG|67VULN|8CDMG|9DUR|aASPD
297	34613 32253	   	183.76	ACR|3VULN|1AART|1ASPD|1CDMG|1ZMB	1CDMG|2CGEN|3LIT|4RCR|5ASPD|6AART|7ZMB|89aVULN
298	51131 53313	   	183.75	DCR|3VULN|1MDPS|1AART|1ZMB|1DUR	1DUST|29aVULN|3AART|4MDPS|5ZMB|6RCR|7DUR|8TLV
299	51131 53316	   	183.75	DCR|3VULN|1MDPS|1AART|1ZMB|1DUR	1aDUST|29aVULN|3AART|4MDPS|5ZMB|6RCR|7DUR|8aTLV|aBPWR
