0	Index      	 *	Score 	Summary	Detail	
1	36426 31332	 * 	213.44	DCR|3VULN|2ASPD|1AART|2DUR	12aVULN|3aDUR|489LIT|5AART|6RCR|7aASPD|aBPWR
163	36426 32112	   	193.88	DCR|3VULN|1AART|1NUKE|1DUR	128VULN|3DUR|48LIT|5AART|6RCR|78LWND|8BPWR|9NUKE|aBEXP
164	36426 32113	 * 	193.88	DCR|3VULN|1AART|1ASPD|1NUKE|1DUR	128VULN|3DUR|48LIT|5AART|6RCR|78LWND|8BPWR|9NUKE|aASPD
165	54624 21312	   	193.87	DCR|3VULN|2ASPD|1DMG	1MULFIG|2MBVNT|359VULN|45ASPD|5BPWR|6SNIFST|7RCR|8TLV|aDMG
166	35123 35216	   	193.86	DCR|2VULN|2AART|1ASPD|1CDMG	15VULN|2DUST|3ASPD|4AELBLL|6aAART|7CDMG|8LIT|9RCR
167	36251 33312	   	193.86	DCR|2VULN|2AART|1ASPD|1CDMG	12VULN|3LIT|47AART|5ERES|6CDMG|8LHND|9RCR|aASPD
168	31114 11435	   	193.82	DCR|2VULN|1MDPS|2ASPD|1AART|1DMG	17VULN|2LHND|37ASPD|47DUST|5MDPS|6AART|7BPWR|8FEWX|9DMG|aRCR
169	31114 11635	   	193.82	DCR|2VULN|1MDPS|2ASPD|1AART|1DMG	17VULN|2LHND|37ASPD|47DUST|5MDPS|6AART|7BPWR|8LWND|9DMG|aRCR
170	32114 61235	   	193.82	DCR|2VULN|1MDPS|2ASPD|1AART|1DMG	17VULN|2FEWX|37ASPD|47DUST|5MDPS|6AART|7BPWR|8LHND|9DMG|aRCR
171	33426 31262	   	193.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1VULN|2MLV|3ZMB|4LIT|5AART|6RCR|7ASPD|8DMG|9LEGI|aCDMG
172	31125 24432	   	193.79	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG	1VULN|2LHND|3aASPD|4AART|57CGEN|6CDMG|8RCR|9DMG
173	32125 24433	   	193.79	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG	1VULN|2FEWX|3aASPD|4AART|57CGEN|6CDMG|8RCR|9DMG
174	32224 24433	   	193.79	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG	1VULN|2FEWX|37CGEN|4AART|5aASPD|6CDMG|8RCR|9DMG
175	31123 11432	   	193.79	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG	1VULN|2LHND|3aASPD|4AART|5AELBLL|6AME|7CDMG|8RCR|9DMG
176	31123 21433	   	193.79	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1VULN|2LHND|3aASPD|4AART|5AELBLL|6RMIN|7CDMG|8RCR|9DMG
177	31123 41432	   	193.79	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG	1VULN|2LHND|3aASPD|4AART|5AELBLL|6MLV|7CDMG|8RCR|9DMG
178	31124 11433	   	193.79	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG	1VULN|2LHND|35ASPD|4AART|6AME|7CDMG|8RCR|9DMG|aMLV
179	31124 41433	   	193.79	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1VULN|2LHND|35ASPD|4AART|6aMLV|7CDMG|8RCR|9DMG
180	32125 41433	   	193.79	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1VULN|2FEWX|3aASPD|4AART|5CGEN|6DMSP|7CDMG|8RCR|9DMG
181	32125 51433	   	193.79	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG	1VULN|26FEWX|3aASPD|4AART|5CGEN|7CDMG|8RCR|9DMG
182	32224 41433	   	193.79	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1VULN|2FEWX|3CGEN|4AART|5aASPD|6DMSP|7CDMG|8RCR|9DMG
183	32224 51433	   	193.79	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG	1VULN|26FEWX|3CGEN|4AART|5aASPD|7CDMG|8RCR|9DMG
184	36426 31111	   	193.78	DCR|3VULN|1AART|1ASPD|1DUR	129VULN|3DUR|4LIT|5AART|6RCR|7ASPD|8FEWX|aLHND
185	36426 31112	   	193.78	DCR|3VULN|1AART|1ASPD|1DUR	129VULN|3DUR|4LIT|5AART|6RCR|7ASPD|8FEWX|aBEXP
186	36426 32313	   	193.78	DCR|3VULN|1AART|1ASPD|1DUR	129VULN|3DUR|4LIT|5AART|6RCR|7LWND|8MLV|aASPD
187	35113 35216	   	193.76	DCR|2VULN|2AART|1ASPD|1CDMG	15VULN|24DUST|3ASPD|6aAART|7CDMG|8LIT|9RCR
188	31555 12213	   	193.73	DCR|3VULN|2AART|1CDMG	179VULN|2LHND|34AART|56LIT|8RCR|aCDMG
189	33626 42213	   	193.73	DCR|3VULN|2AART|1CDMG	179VULN|2MLV|3AME|4LIT|56AART|8RCR|aCDMG
190	36126 15213	   	193.73	DCR|3VULN|2AART|1CDMG	129VULN|3LHND|46LIT|57AART|8RCR|aCDMG
191	36253 15213	   	193.73	DCR|3VULN|2AART|1CDMG	129VULN|36LIT|47AART|5LHND|8RCR|aCDMG
192	36254 13213	   	193.73	DCR|3VULN|2AART|1CDMG	129VULN|3LIT|45AART|6AELBLL|7LHND|8RCR|aCDMG
193	21536 36434	   	193.72	DCR|2VULN|2ASPD|1AART|1DMG	138ERES|2CGEN|48ASPD|58VULN|6AART|7MBVNT|8BPWR|9DMG|aRCR
194	32126 41433	   	193.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1VULN|2FEWX|3aASPD|4AART|5ERES|6DMSP|7CDMG|8RCR|9DMG
195	32126 51433	   	193.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1VULN|26FEWX|3aASPD|4AART|5ERES|7CDMG|8RCR|9DMG
196	32324 41433	   	193.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1VULN|2FEWX|3ERES|4AART|5aASPD|6DMSP|7CDMG|8RCR|9DMG
197	32324 51433	   	193.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1VULN|26FEWX|3ERES|4AART|5aASPD|7CDMG|8RCR|9DMG
198	31124 11434	   	193.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1VULN|2LHND|35ASPD|4AART|6AME|7CDMG|8RCR|9DMG|aDUST
199	31124 11435	   	193.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1SELL	1VULN|2LHND|35ASPD|4AART|6AME|7CDMG|8RCR|9DMG|aSELL
200	31124 21432	   	193.69	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG|1MSE	1VULN|2LHND|35ASPD|4AART|6RMIN|7CDMG|8RCR|9DMG|aMSE
201	31124 21434	   	193.69	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG	1VULN|2LHND|35ASPD|4AART|6RMIN|7CDMG|8RCR|9DMG|aDUST
202	31124 21435	   	193.69	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG|1SELL	1VULN|2LHND|35ASPD|4AART|6RMIN|7CDMG|8RCR|9DMG|aSELL
203	32124 11432	   	193.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1MSE	1VULN|2FEWX|35ASPD|4AART|6AME|7CDMG|8RCR|9DMG|aMSE
204	32124 11434	   	193.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1VULN|2FEWX|35ASPD|4AART|6AME|7CDMG|8RCR|9DMG|aDUST
205	32124 11435	   	193.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1SELL	1VULN|2FEWX|35ASPD|4AART|6AME|7CDMG|8RCR|9DMG|aSELL
206	32124 21432	   	193.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1MSE	1VULN|2FEWX|35ASPD|4AART|6RMIN|7CDMG|8RCR|9DMG|aMSE
207	32124 21434	   	193.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1VULN|2FEWX|35ASPD|4AART|6RMIN|7CDMG|8RCR|9DMG|aDUST
208	32124 21435	   	193.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1SELL	1VULN|2FEWX|35ASPD|4AART|6RMIN|7CDMG|8RCR|9DMG|aSELL
209	32124 41432	   	193.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1MSE	1VULN|2FEWX|35ASPD|4AART|6MLV|7CDMG|8RCR|9DMG|aMSE
210	36426 33113	   	193.68	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	129VULN|3DUR|4LIT|5AART|6RCR|7AAC|8FEWX|aASPD
211	36426 33233	   	193.68	DCR|3VULN|1AART|1DMG|1AAC|1DUR	12aVULN|3DUR|4LIT|5AART|6RCR|7AAC|8DMG|9LHND
212	33526 42213	   	193.63	DCR|3VULN|2AART|1CDMG	179VULN|2MLV|3TLV|4LIT|56AART|8RCR|aCDMG
213	31126 26432	   	193.59	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1VULN|2LHND|3aASPD|4AART|57ERES|6CDMG|8RCR|9DMG
214	32126 26433	   	193.59	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1VULN|2FEWX|3aASPD|4AART|57ERES|6CDMG|8RCR|9DMG
215	32324 26433	   	193.59	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1VULN|2FEWX|37ERES|4AART|5aASPD|6CDMG|8RCR|9DMG
216	36126 12213	   	193.50	DCR|4VULN|1AART|1CDMG	1279VULN|3LHND|46LIT|5AART|8RCR|aCDMG
217	36253 12213	   	193.50	DCR|4VULN|1AART|1CDMG	1279VULN|36LIT|4AART|5LHND|8RCR|aCDMG
218	31553 11433	   	193.50	DCR|2AART|2DMG|1VULN|1CDMG	1VULN|2LHND|34AART|59DMG|6AME|7CDMG|8RCR|aRCVC
219	32433 11338	   	193.43	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	15VULN|2FEWX|3RCVC|4ZMB|6ASPD|7MBVNT|8RCR|9CDMG|aAART
220	36126 12212	   	193.33	DCR|4VULN|2AART	1279VULN|3LHND|46LIT|5aAART|8RCR
221	36253 12212	   	193.33	DCR|4VULN|2AART	1279VULN|36LIT|4aAART|5LHND|8RCR
222	31553 11431	   	193.17	DCR|2AART|2DMG|1VULN|1CDMG	1VULN|2LHND|34AART|59DMG|6AME|7CDMG|8RCR|aBELT
223	31553 21431	   	193.17	DCR|2AART|2DMG|1VULN|1CDMG	1VULN|2LHND|34AART|59DMG|6RMIN|7CDMG|8RCR|aBELT
224	31551 36133	 * 	193.16	DCR|2VULN|2AART|1MDPS|1DMG|2DUR	19VULN|2LHND|34AART|56DUR|7MDPS|8RCR|aDMG
225	36426 13121	   	193.12	DCR|3VULN|1MDPS|1AART|1DMG|2DUR	128VULN|38DUR|468LIT|5AART|7MDPS|8BPWR|9RCR|aDMG
226	31553 21432	   	193.07	DCR|2AART|2DMG|1VULN|1CDMG	1VULN|2LHND|34AART|59DMG|6RMIN|7CDMG|8RCR|aCANSTR
227	31163 21338	   	193.01	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	15VULN|2LHND|3ASPD|4RCVC|6ZMB|7MBVNT|8RCR|9CDMG|aAART
228	35133 21338	   	192.91	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	15VULN|2DUST|3ASPD|4RCVC|6ZMB|7MBVNT|8RCR|9CDMG|aAART
229	36212 25511	   	192.60	DCR|1SPLARM|2VULN|1ASPD|1DMG|1CDMG	12VULN|3LIT|4ASPD|5CDMG|6DMG|7RCR|8ERES|9SPLARM|aRMIN
230	36212 25513	   	192.60	DCR|1SPLARM|2VULN|1ASPD|1DMG|1CDMG	12VULN|3LIT|4ASPD|5CDMG|6DMG|7RCR|8ERES|9SPLARM|aBEXP
231	36262 25312	   	192.60	DCR|1SPLARM|2VULN|1ASPD|1DMG|1CDMG|1AAC	12VULN|3LIT|4AAC|5CDMG|6ASPD|7RCR|8AME|9SPLARM|aDMG
232	36622 25312	   	192.60	DCR|1SPLARM|2VULN|1ASPD|1DMG|1CDMG|1AAC	12VULN|3AAC|4LIT|5CDMG|6ASPD|7RCR|8AME|9SPLARM|aDMG
233	36212 65212	   	192.60	DCR|1SPLARM|2VULN|1ASPD|1DMG|1CDMG|1AAC	12VULN|3LIT|4ASPD|5CDMG|6MLV|7RCR|8AAC|9SPLARM|aDMG
234	31133 21335	   	192.48	DCR|3VULN|1ASPD|1CDMG|1ZMB|1DUR	145VULN|2LHND|3ASPD|6ZMB|7MBVNT|8RCR|9CDMG|aDUR
235	32133 21335	   	192.48	DCR|3VULN|1ASPD|1CDMG|1ZMB|1DUR	145VULN|2FEWX|3ASPD|6ZMB|7MBVNT|8RCR|9CDMG|aDUR
236	36453 11331	   	192.48	DCR|3VULN|1ASPD|1CDMG|1ZMB|1DUR	125VULN|3DUR|4ZMB|6ASPD|7MBVNT|8RCR|9CDMG|aMLV
237	36453 11333	   	192.48	DCR|3VULN|1ASPD|1CDMG|1ZMB|1DUR	125VULN|3DUR|4ZMB|6ASPD|7MBVNT|8RCR|9CDMG|aFEWX
238	36453 11334	   	192.48	DCR|3VULN|1ASPD|1CDMG|1ZMB|1DUR	125VULN|3DUR|4ZMB|6ASPD|7MBVNT|8RCR|9CDMG|aAELBLL
239	36453 11342	   	192.48	DCR|3VULN|1ASPD|1CDMG|1ZMB|1DUR	125VULN|3DUR|4ZMB|6ASPD|7MBVNT|8RCR|9BEXP|aCDMG
240	36212 25321	   	192.39	DCR|2VULN|2ASPD|1DMG|1CDMG	12VULN|38LIT|4aASPD|5CDMG|6DMG|7RCR|9LWND
241	36212 25341	   	192.39	DCR|2VULN|2ASPD|1DMG|1CDMG	12VULN|38LIT|4aASPD|5CDMG|6DMG|7RCR|9BEXP
242	54624 21133	   	192.39	DCR|2VULN|2ASPD|1DMG|1CDMG	1MULFIG|2MBVNT|35VULN|45ASPD|5BPWR|6SNIFST|7RCR|8FEWX|9DMG|aCDMG
243	31252 42151	   	192.36	DCR|3VULN|2ASPD|1CDMG	19aVULN|2LHND|39CGEN|4BELT|5CDMG|6RCR|7FEWX|89ASPD|9BPWR
244	33252 43151	   	192.36	DCR|3VULN|2ASPD|1CDMG	19aVULN|2MLV|39LWND|4BELT|5CDMG|6RCR|7FEWX|89ASPD|9BPWR
245	36212 25441	   	192.29	DCR|2VULN|2ASPD|1DMG|1CDMG	12VULN|3LIT|4aASPD|5CDMG|6DMG|7RCR|8MBVNT|9AELBLL
246	36212 55331	   	192.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	12VULN|38LIT|4ASPD|5CDMG|6ZMB|7RCR|9RPLT|aAART
247	33426 31513	   	192.19	DCR|2VULN|2ASPD|1AART|1ZMB	19VULN|2MLV|3ZMB|4LIT|5AART|6RCR|7aASPD|8LWND
248	31352 42151	   	192.16	DCR|3VULN|2ASPD|1CDMG	19aVULN|2LHND|39ERES|4BELT|5CDMG|6RCR|7FEWX|89ASPD|9BPWR
249	31143 35212	   	192.11	DCR|2VULN|2ASPD|1AART|1CDMG	15VULN|24LHND|3aASPD|6AART|7CDMG|8LIT|9RCR
250	35123 35212	   	192.01	DCR|2VULN|2ASPD|1AART|1CDMG	15VULN|2DUST|3aASPD|4AELBLL|6AART|7CDMG|8LIT|9RCR
251	35153 35212	   	192.01	DCR|2VULN|2ASPD|1AART|1CDMG	15VULN|2DUST|3aASPD|4DMSP|6AART|7CDMG|8LIT|9RCR
252	35113 35212	   	191.91	DCR|2VULN|2ASPD|1AART|1CDMG	15VULN|24DUST|3aASPD|6AART|7CDMG|8LIT|9RCR
253	33426 31223	   	191.87	DCR|2ASPD|1AART|1VULN|1DMG|1ZMB	1VULN|2MLV|3ZMB|4LIT|5AART|6RCR|7aASPD|8DMG|9AME
254	62122 42431	   	191.84	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1RCVC|2ASPD|3CDMG|4ERES|5AART|6VULN|7DUST|8RCR|9DMG|aDUR
255	31133 22265	   	191.77	DCR|3VULN|2ASPD|2ZMB|1DUR	145VULN|2LHND|38ASPD|6aZMB|7DUR|9RCR
256	36613 12423	 * 	191.73	ACR|4VULN|2ASPD|1DMG|1AAC|1DUR	125aVULN|3AAC|4RCR|68ASPD|7DUR|9DMG
257	32136 53112	 * 	191.69	DCR|4VULN|1ASPD|1CDMG	149aVULN|2FEWX|3ASPD|5BELT|6CDMG|7RCR|8AIRARM
258	32161 13152	   	191.69	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG|1MSE	1VULN|2FEWX|38ASPD|4CDMG|5DMG|6CGEN|7AART|9RCR|aMSE
259	32161 13154	   	191.69	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG	1VULN|2FEWX|38ASPD|4CDMG|5DMG|6CGEN|7AART|9RCR|aDUST
260	32161 13155	   	191.69	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG|1SELL	1VULN|2FEWX|38ASPD|4CDMG|5DMG|6CGEN|7AART|9RCR|aSELL
261	32161 63152	   	191.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1MSE	1VULN|2FEWX|38ASPD|4CDMG|5DMG|6RMIN|7AART|9RCR|aMSE
262	62613 31231	 * 	191.61	ACR|4VULN|2ASPD|1AART	1RCVC|2aASPD|359aVULN|4RCR|6AART|78aBEXP|aBPWR
263	32133 21373	   	191.60	DCR|3VULN|1AART|1ASPD|1ZMB	145VULN|2FEWX|3ASPD|6ZMB|7MBVNT|8RCR|9ERES|aAART
264	35161 13152	   	191.59	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG|1MSE	1VULN|2DUST|38ASPD|4CDMG|5DMG|6CGEN|7AART|9RCR|aMSE
265	62613 36131	   	191.51	ACR|4VULN|2ASPD|1AART	1RCVC|2aASPD|359aVULN|4RCR|6AART|7MBVNT|8aAELBLL|aBPWR
266	62613 32331	   	191.41	ACR|4VULN|2ASPD|1AART|1AAC	1RCVC|2aASPD|359aVULN|4RCR|6AART|7RMIN|8AAC|aBPWR
267	32161 55311	   	191.40	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG|2DUR	1VULN|2FEWX|3ASPD|4CDMG|5DMG|6LHND|7RCR|89DUR|aNUKE
268	33241 61532	   	191.34	DCR|3VULN|2DMG|1ASPD	168VULN|28MLV|3LWND|4LEGI|5DUST|78DMG|8BPWR|9ASPD|aRCR
269	35162 25111	   	191.30	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG|2DUR	1VULN|2DUST|3ASPD|4CDMG|59DUR|6DMG|7RCR|8FEWX|aNUKE
270	35161 25311	   	191.30	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG|2DUR	1VULN|2DUST|3ASPD|4CDMG|5DMG|6FEWX|7RCR|89DUR|aNUKE
271	31341 61532	   	191.24	DCR|3VULN|2DMG|1ASPD	168VULN|28LHND|3ERES|4LEGI|5DUST|78DMG|8BPWR|9ASPD|aRCR
272	31426 42211	   	191.13	DCR|3VULN|2AART|1ZMB	179VULN|2LHND|3RCVC|4LIT|56AART|8RCR|aZMB
273	36126 31225	   	191.04	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	12VULN|3LHND|4LIT|5AART|6RCR|7ASPD|8DMG|9AME|aAAC
274	36253 31225	   	191.04	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	12VULN|3LIT|4AART|5LHND|6RCR|7ASPD|8DMG|9AME|aAAC
275	36212 55311	   	190.97	DCR|2VULN|2ASPD|1CDMG|1ZMB|1DUR	12VULN|38LIT|4aASPD|5CDMG|6ZMB|7RCR|9DUR
276	36126 31215	   	190.94	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1SELL	12VULN|3LHND|4LIT|5AART|6RCR|7ASPD|8DMG|9SELL|aAAC
277	36253 31215	   	190.94	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1SELL	12VULN|3LIT|4AART|5LHND|6RCR|7ASPD|8DMG|9SELL|aAAC
278	36426 31123	   	190.92	DCR|2VULN|2ASPD|1AART|1DUR	12VULN|3DUR|4LIT|5AART|6RCR|7aASPD|8FEWX|9RCVC
279	62313 21561	 * 	190.65	ACR|3DMG|2ASPD|1VULN|1AART	1RCVC|28ASPD|38DUST|4RCR|5VULN|6BEXP|78aDMG|8BPWR|9AART
280	62522 32115	 * 	190.53	DCR|3ASPD|1VULN|1AART|1DMG|1NUKE	1RCVC|256ASPD|3DMG|4NUKE|7AART|8VULN|9DMSP|aRCR
281	62144 32321	 * 	190.51	DCR|2AART|3CDMG|1ASPD|1DMG	1RCVC|2ASPD|367CDMG|45AART|8RCR|9LWND|aDMG
282	62613 22223	   	190.49	ACR|3VULN|2ASPD|1DMG|1ZMB|1DUR	1RCVC|28ASPD|35aVULN|4RCR|6ZMB|7DUR|9DMG
283	62613 15333	 * 	190.47	ACR|3ASPD|2VULN|1AART|1DMG|1SELL	1RCVC|269ASPD|35VULN|4RCR|7SELL|8AART|aDMG
284	31552 24133	   	190.38	DCR|2VULN|2AART|1MDPS|1DMG|1DUR	19VULN|2LHND|34AART|5RCVC|6MDPS|7DUR|8RCR|aDMG
285	31561 14133	   	190.38	DCR|2VULN|2AART|1MDPS|1DMG|1DUR	19VULN|2LHND|36AART|4MDPS|5RCVC|7DUR|8RCR|aDMG
286	32124 31166	   	190.36	DCR|3ASPD|1VULN|1AART|1DMG	1VULN|2FEWX|359ASPD|4AART|6CANARM|7RMIN|8RCR|aDMG
287	32122 11431	   	190.33	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1VULN|2FEWX|3ASPD|4AART|5RCVC|6AME|7CDMG|8RCR|9DMG|aDUR
288	32122 21431	   	190.33	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1VULN|2FEWX|3ASPD|4AART|5RCVC|6RMIN|7CDMG|8RCR|9DMG|aDUR
289	32122 41431	   	190.33	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1VULN|2FEWX|3ASPD|4AART|5RCVC|6MLV|7CDMG|8RCR|9DMG|aDUR
290	32124 33166	   	190.26	DCR|3ASPD|1VULN|1AART|1DMG	1VULN|2FEWX|359ASPD|4AART|6CANARM|7TLV|8RCR|aDMG
291	36426 31313	   	190.16	DCR|2VULN|2ASPD|1AART|1DUR	12VULN|3DUR|48LIT|5AART|6RCR|7aASPD|9FEWX
292	32135 21338	   	190.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	14VULN|25FEWX|3ASPD|6ZMB|7MBVNT|8RCR|9CDMG|aAART
293	32533 11338	   	190.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	15VULN|2FEWX|3DMSP|4ZMB|6ASPD|7MBVNT|8RCR|9CDMG|aAART
294	31143 21338	   	190.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	15VULN|24LHND|3ASPD|6ZMB|7MBVNT|8RCR|9CDMG|aAART
295	32153 21338	   	190.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	15VULN|2FEWX|3ASPD|4DMSP|6ZMB|7MBVNT|8RCR|9CDMG|aAART
296	33453 11338	   	190.02	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	15VULN|2MLV|3ZMB|4ERES|6ASPD|7MBVNT|8RCR|9CDMG|aAART
297	35123 21338	   	190.02	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	15VULN|2DUST|3ASPD|4AELBLL|6ZMB|7MBVNT|8RCR|9CDMG|aAART
298	35153 21338	   	190.02	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	15VULN|2DUST|3ASPD|4DMSP|6ZMB|7MBVNT|8RCR|9CDMG|aAART
299	31133 22365	 * 	190.00	DCR|3VULN|3ZMB|1ASPD|1DUR	145VULN|2LHND|3ASPD|68aZMB|7DUR|9RCR
300	35113 21338	   	189.92	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	15VULN|24DUST|3ASPD|6ZMB|7MBVNT|8RCR|9CDMG|aAART
301	31133 11566	   	189.77	DCR|3VULN|2ASPD|1DMG	145VULN|2LHND|36ASPD|7DUST|8ERES|9RCR|aDMG
302	62313 41362	 * 	189.61	ACR|3VULN|1AART|1ASPD|1DMG|1DUR	1RCVC|2ASPD|3DUST|4RCR|58aVULN|6DUR|7DMG|9AART
303	31551 31431	   	189.46	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1VULN|2LHND|34AART|56DUR|7CDMG|8RCR|9DMG|aRCVC
304	32161 42611	   	189.40	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG|2DUR	1VULN|2FEWX|3ASPD|4CDMG|5DMG|6BEXP|79DUR|8RCR|aNUKE
305	32161 52611	   	189.40	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG|2DUR	1VULN|2FEWX|3ASPD|4CDMG|5DMG|6LHND|79DUR|8RCR|aNUKE
306	62313 41361	   	189.37	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1RCVC|2ASPD|3DUST|4RCR|58VULN|6DUR|7aDMG|9AART
307	62613 41222	 * 	189.33	ACR|3VULN|2DMG|2ASPD	1RCVC|28ASPD|35aVULN|4RCR|6LEGI|79DMG
308	35161 22611	   	189.30	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG|2DUR	1VULN|2DUST|3ASPD|4CDMG|5DMG|6FEWX|79DUR|8RCR|aNUKE
309	31551 31433	   	189.13	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1VULN|2LHND|34AART|56DUR|7CDMG|8RCR|9DMG|aBEXP
310	31163 35213	   	189.08	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	15VULN|2LHND|3ASPD|4RCVC|6AART|7CDMG|8LIT|9RCR|aDUR
311	31633 12453	   	189.04	DCR|3VULN|3ASPD|1AAC|1DUR	145VULN|2LHND|3AAC|689ASPD|7DUR|aRCR
312	36126 32115	   	189.01	DCR|3VULN|1AART|1NUKE|1AAC	128VULN|3LHND|48LIT|5AART|6RCR|78LWND|8BPWR|9NUKE|aAAC
313	36253 32115	   	189.01	DCR|3VULN|1AART|1NUKE|1AAC	128VULN|3LIT|4AART|58LHND|6RCR|78LWND|8BPWR|9NUKE|aAAC
314	35133 35213	   	188.98	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	15VULN|2DUST|3ASPD|4RCVC|6AART|7CDMG|8LIT|9RCR|aDUR
315	31553 31151	   	188.98	DCR|2VULN|2AART|1MDPS|1DMG	19VULN|2LHND|34AART|5DMG|6CANARM|7RMIN|8RCR|aMDPS
316	31133 15144	   	188.90	DCR|3VULN|3ASPD|1DUR|1SELL	145VULN|2LHND|368ASPD|7SELL|9DUR|aRCR
317	32133 15144	   	188.90	DCR|3VULN|3ASPD|1DUR|1SELL	145VULN|2FEWX|368ASPD|7SELL|9DUR|aRCR
318	31553 33151	   	188.88	DCR|2VULN|2AART|1MDPS|1DMG	19VULN|2LHND|34AART|5DMG|6CANARM|7TLV|8RCR|aMDPS
319	62613 35311	 * 	188.86	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	19RCVC|2ASPD|35VULN|4RCR|6AART|7CDMG|8DUR|aDMG
320	36126 31115	   	188.81	DCR|3VULN|1AART|1ASPD|1AAC	129VULN|3LHND|4LIT|5AART|6RCR|7ASPD|8FEWX|aAAC
321	36253 31115	   	188.81	DCR|3VULN|1AART|1ASPD|1AAC	129VULN|3LIT|4AART|5LHND|6RCR|7ASPD|8FEWX|aAAC
322	32132 13153	   	188.78	DCR|3ASPD|2VULN|1AART	14VULN|26FEWX|38aASPD|5RPLT|7AART|9RCR
323	35133 12562	 * 	188.78	DCR|2VULN|1MDPS|2ASPD|1CDMG|1DUR	15VULN|2DUST|36ASPD|4RCVC|7DUR|8CDMG|9RCR|aMDPS
