0	Index      	 *	Score 	Summary	Detail	
1	23261 36822	 * 	209.88	DCR|2VULN|2AART|1ASPD|1DMG|1AAC|1DUR	1AAC|2DUR|3DMG|4MBVNT|56AART|7RCR|8aVULN|9ASPD
155	51211 46132	 * 	185.99	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1DUR	1CDMG|26VULN|3MDPS|4RMIN|5DMG|7DUR|8ERES|9RCR|aAART
156	51253 53132	   	185.99	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1DUR	1CDMG|26VULN|3MDPS|4DUR|5RMIN|7DMG|8ERES|9RCR|aAART
157	51254 13132	   	185.99	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1DUR	1CDMG|25VULN|3MDPS|4DUR|6AME|7DMG|8ERES|9RCR|aAART
158	43233 25141	   	185.99	DCR|2VULN|1MDPS|2ASPD|1AART|1ZMB	1LHND|2AART|3MDPS|4aVULN|57ASPD|6ZMB|8DUST|9RCR
159	23212 62513	   	185.99	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1AAC|2DUR|3DMG|4LWND|59VULN|6ASPD|7RCVC|8RCR|aCDMG
160	23212 62535	   	185.99	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1AAC|2DUR|3DMG|4LWND|5aVULN|6ASPD|7RCVC|8RCR|9CDMG
161	23232 62513	   	185.89	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1AAC|2DUR|3DMG|4DUST|59VULN|6ASPD|7RCVC|8RCR|aCDMG
162	43232 22241	 * 	185.82	DCR|2VULN|2AART|1MDPS|1ASPD|1DUR	1LHND|27AART|3MDPS|4aVULN|5DUR|6ERES|8ASPD|9RCR
163	23221 66511	   	185.72	DCR|2VULN|2DMG|1ASPD|1AAC|1DUR	1AAC|2DUR|3aDMG|4RMIN|5CGEN|6ASPD|79VULN|8RCR
164	31231 16532	   	185.68	DCR|3VULN|1AART|1DMG|1DUR	1FEWX|2MLV|3DMG|4DUST|5AART|6DUR|789VULN|aRCR
165	31531 16532	   	185.68	DCR|3VULN|1AART|1ASPD|1DUR	1FEWX|2MLV|3ASPD|4DUST|5AART|6DUR|789VULN|aRCR
166	61231 16532	   	185.68	DCR|3VULN|1AART|1DMG|1DUR	1BEXP|2MLV|3DMG|4DUST|5AART|6DUR|789VULN|aRCR
167	36252 12416	   	185.61	DCR|3VULN|2DMG|1ZMB	19FEWX|2ERES|39DMG|4ZMB|5LHND|69aVULN|7MBVNT|8RCR|9BPWR
168	13231 52522	   	185.59	DCR|2ASPD|1AART|1DMG|1CDMG|2DUR	1RMIN|2aDUR|3DMG|4CDMG|59ASPD|6RCVC|7AART|8RCR
169	36231 16532	   	185.58	DCR|3VULN|1AART|1DMG|1DUR	1FEWX|2ERES|3DMG|4DUST|5AART|6DUR|789VULN|aRCR
170	62343 32251	 * 	185.47	DCR|3VULN|2CDMG|1ASPD	19BEXP|2LWND|359VULN|4DUST|6RCR|7CGEN|89CDMG|9BPWR|aASPD
171	62343 33251	   	185.47	DCR|3VULN|2CDMG|1ASPD	19BEXP|2LWND|359VULN|4DUST|6RCR|7MLV|89CDMG|9BPWR|aASPD
172	23261 36126	   	185.39	DCR|2AART|2ASPD|1DMG|2DUR|1AAC	1AAC|2aDUR|3DMG|4MBVNT|56AART|7RCR|8aLWND|9aASPD|aBPWR
173	13253 12636	   	185.37	DCR|2DMG|1VULN|1CDMG|2DUR|2ZMB	1RMIN|27DUR|37DMG|4RPLT|57ZMB|6RCR|7BPWR|8CDMG|9RCVC|aVULN
174	34315 12324	   	185.07	DCR|3VULN|1ASPD|1DMG	1FEWX|2ASPD|3RCVC|4RPLT|57aVULN|6RCR|8DMG|9LHND
175	34315 12314	   	184.97	DCR|3VULN|1ASPD|1DMG	1FEWX|2ASPD|3RCVC|4RPLT|57aVULN|6RCR|8DMG|9DUST
176	34315 13435	   	184.97	DCR|3VULN|1ASPD|1DMG	1FEWX|2ASPD|3RCVC|4RPLT|59aVULN|6RCR|7MBVNT|8DMG
177	34315 12321	   	184.82	DCR|2VULN|2DMG|1ASPD	1FEWX|2ASPD|3RCVC|4RPLT|57VULN|6RCR|8aDMG|9LHND
178	34315 12331	   	184.82	DCR|2VULN|2DMG|1ASPD	1FEWX|2ASPD|3RCVC|4RPLT|57VULN|6RCR|8aDMG|9AME
179	34315 12351	   	184.82	DCR|2VULN|2DMG|1ASPD	1FEWX|2ASPD|3RCVC|4RPLT|57VULN|6RCR|8aDMG|9BEXP
180	64315 12321	   	184.82	DCR|2VULN|2DMG|1ASPD	1BEXP|2ASPD|3RCVC|4RPLT|57VULN|6RCR|8aDMG|9LHND
181	64315 12331	   	184.82	DCR|2VULN|2DMG|1ASPD	1BEXP|2ASPD|3RCVC|4RPLT|57VULN|6RCR|8aDMG|9AME
182	34315 12311	   	184.72	DCR|2VULN|2DMG|1ASPD	1FEWX|2ASPD|3RCVC|4RPLT|57VULN|6RCR|8aDMG|9DUST
183	34315 13431	   	184.72	DCR|2VULN|2DMG|1ASPD	1FEWX|2ASPD|3RCVC|4RPLT|59VULN|6RCR|7MBVNT|8aDMG
184	64315 12311	   	184.72	DCR|2VULN|2DMG|1ASPD	1BEXP|2ASPD|3RCVC|4RPLT|57VULN|6RCR|8aDMG|9DUST
185	16231 32532	 * 	184.69	DCR|2ASPD|3CDMG|1AART|1DMG	19RMIN|27FEWX|3DMG|467CDMG|57ASPD|7BPWR|8RCR|aAART
186	13263 12228	   	184.65	DCR|3DMG|2VULN|2DUR	1RMIN|27DUR|367DMG|4MBVNT|5BELT|7BPWR|8aVULN|9RCR
187	13253 12262	   	184.62	DCR|2DMG|1AART|1CDMG|2DUR|2ZMB	1RMIN|27DUR|37DMG|4RPLT|57ZMB|6RCR|7BPWR|8LHND|9CDMG|aAART
188	13253 12612	   	184.62	DCR|2DMG|1AART|1CDMG|2DUR|2ZMB	1RMIN|27DUR|37DMG|4RPLT|57ZMB|6RCR|7BPWR|8CDMG|9FEWX|aAART
189	13253 12652	   	184.62	DCR|2DMG|1AART|1CDMG|2DUR|2ZMB	1RMIN|27DUR|37DMG|4RPLT|57ZMB|6RCR|7BPWR|8CDMG|9LWND|aAART
190	23563 12161	   	184.60	DCR|1SPLARM|2DMG|1VULN|1AART|1AAC|1ZMB|1DUR	1AAC|2DUR|3SPLARM|4AART|58DMG|6RMIN|7ZMB|9RCR|aVULN
191	23263 12228	   	184.55	DCR|3DMG|2VULN|2DUR|1AAC	1AAC|27DUR|367DMG|4MBVNT|5BELT|7BPWR|8aVULN|9RCR
192	13253 12562	   	184.52	DCR|2DMG|1AART|1CDMG|2DUR|2ZMB	1RMIN|27DUR|37DMG|4RPLT|57ZMB|6RCR|7BPWR|8DUST|9CDMG|aAART
193	23563 22161	   	184.50	DCR|1SPLARM|2DMG|1VULN|1AART|1AAC|1ZMB|1DUR	1AAC|2DUR|3SPLARM|4AART|58DMG|6TLV|7ZMB|9RCR|aVULN
194	12211 35251	   	184.47	DCR|1SPLARM|2VULN|1AART|1DMG|1DUR	1RMIN|2BEXP|3DMG|4LWND|5AART|6SPLARM|7DUR|8aVULN|9RCR
195	51132 33313	   	184.38	DCR|2VULN|1MDPS|2DMG|3CDMG	159CDMG|29VULN|3LWND|45AME|59BPWR|6MDPS|79DMG|8RPLT|aRCR
196	51312 33313	   	184.38	DCR|2VULN|2DMG|1MDPS|3CDMG	159CDMG|29VULN|3CGEN|45FEWX|59BPWR|6MDPS|79DMG|8RPLT|aRCR
197	51151 16211	   	184.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1CDMG|24VULN|39LWND|5ASPD|6DUR|7DUST|8RCR|aDMG
198	51151 16221	   	184.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1CDMG|24VULN|3LWND|5ASPD|6DUR|7DUST|8RCR|9MLV|aDMG
199	13262 17631	   	184.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1RMIN|2DUR|3DMG|4MBVNT|57VULN|6CGEN|8RCR|9CDMG|aASPD
200	22242 16531	   	184.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1AAC|2BEXP|3DMG|4DUR|57VULN|6CGEN|8RCR|9CDMG|aASPD
201	23221 66513	   	184.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1AAC|2DUR|3DMG|4RMIN|5CGEN|6ASPD|79VULN|8RCR|aCDMG
202	51121 23451	   	184.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1CDMG|25VULN|3LWND|4BASFIG|6CGEN|7DUR|8RCR|9DMG|aASPD
203	51225 13313	   	184.28	DCR|2VULN|1MDPS|2DMG|3CDMG	159CDMG|29VULN|3MDPS|4LWND|6AME|79DMG|8RPLT|9BPWR|aRCR
204	51225 53313	   	184.28	DCR|2VULN|2DMG|1MDPS|3CDMG	159CDMG|29VULN|3MDPS|4LWND|6CGEN|79DMG|8RPLT|9BPWR|aRCR
205	51265 13313	   	184.28	DCR|2VULN|1MDPS|2DMG|3CDMG	159CDMG|29VULN|3MDPS|4FEWX|6AME|79DMG|8RPLT|9BPWR|aRCR
206	23212 45531	   	184.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1AAC|2DUR|3DMG|4LWND|56VULN|7ERES|8RCR|9CDMG|aASPD
207	23232 16531	   	184.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1AAC|2DUR|3DMG|4DUST|57VULN|6CGEN|8RCR|9CDMG|aASPD
208	23635 22221	   	184.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1AAC|2DUR|3DUST|4CDMG|57VULN|6LHND|8RCR|9ASPD|aDMG
209	51521 16231	   	184.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1CDMG|24VULN|3LEGI|5ASPD|6DUR|7DUST|8RCR|9CGEN|aDMG
210	53122 25115	   	184.26	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1SPLREG|1SELL	1CDMG|2SELL|3DMSP|4VULN|5SPLREG|6ASPD|7DMG|8FEWX|9RCR|aAART
211	23232 45531	   	184.18	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1AAC|2DUR|3DMG|4DUST|56VULN|7ERES|8RCR|9CDMG|aASPD
212	23235 16531	   	184.18	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1AAC|2DUR|3DMG|4DUST|5ERES|67VULN|8RCR|9CDMG|aASPD
213	53422 25111	   	184.18	DCR|2VULN|1ASPD|1DMG|1CDMG|1SPLREG|1SELL	1CDMG|2SELL|3RCVC|4aVULN|5SPLREG|6ASPD|7DMG|8FEWX|9RCR
214	23255 34512	   	184.14	DCR|2VULN|3CDMG|1DMG|2DUR|1AAC	1AAC|29DUR|3DMG|4RPLT|5MBVNT|69VULN|79aCDMG|8RCR|9BPWR
215	31252 12412	   	184.13	DCR|2VULN|2DMG|1CDMG|1ZMB	19FEWX|2MLV|39DMG|4ZMB|5LHND|69VULN|7MBVNT|8RCR|9BPWR|aCDMG
216	61252 12412	   	184.13	DCR|2VULN|2DMG|1CDMG|1ZMB	19BEXP|2MLV|39DMG|4ZMB|5LHND|69VULN|7MBVNT|8RCR|9BPWR|aCDMG
217	34212 41313	   	184.09	DCR|3VULN|1ASPD|1DMG|1ZMB	1FEWX|2ASPD|3DMG|4LWND|569VULN|7BEXP|8ZMB|aRCR
218	64212 43313	   	184.09	DCR|3VULN|1ASPD|1DMG|1ZMB	1BEXP|2ASPD|3DMG|4LWND|569VULN|7FEWX|8ZMB|aRCR
219	53422 23511	   	184.08	DCR|2VULN|1ASPD|1DMG|1CDMG|1SPLREG|1SELL	1CDMG|2SELL|3RCVC|4aVULN|5SPLREG|6ASPD|7DUST|8DMG|9RCR
220	53422 33211	   	184.08	DCR|2VULN|1ASPD|1DMG|1CDMG|1SPLREG|1SELL	1CDMG|2SELL|3RCVC|4aVULN|5SPLREG|6AIRARM|7DMG|8ASPD|9RCR
221	36252 12412	   	184.03	DCR|2VULN|2DMG|1CDMG|1ZMB	19FEWX|2ERES|39DMG|4ZMB|5LHND|69VULN|7MBVNT|8RCR|9BPWR|aCDMG
222	66252 12412	   	184.03	DCR|2VULN|2DMG|1CDMG|1ZMB	19BEXP|2ERES|39DMG|4ZMB|5LHND|69VULN|7MBVNT|8RCR|9BPWR|aCDMG
223	13253 12316	   	184.02	DCR|3DMG|1VULN|2DUR|2ZMB	1RMIN|27DUR|378DMG|4RPLT|57ZMB|6RCR|7BPWR|9AME|aVULN
224	12241 36132	   	184.02	DCR|2VULN|2AART|1DMG|1DUR	1RMIN|2BEXP|3DMG|4DUR|56AART|79VULN|8LWND|aRCR
225	13211 36532	   	184.02	DCR|2VULN|2AART|1DMG|1DUR	1RMIN|2DUR|3DMG|4LWND|56AART|79VULN|8BEXP|aRCR
226	16241 36132	   	184.02	DCR|2VULN|2AART|1DMG|1DUR	1RMIN|2FEWX|3DMG|4DUR|56AART|79VULN|8LWND|aRCR
227	31241 32132	   	184.02	DCR|2VULN|2AART|1DMG|1DUR	1FEWX|2MLV|3DMG|4DUR|56AART|79VULN|8LWND|aRCR
228	31241 32232	   	184.02	DCR|2VULN|2AART|1DMG|1DUR	1FEWX|2MLV|3DMG|4DUR|56AART|79VULN|8BEXP|aRCR
229	31541 32132	   	184.02	DCR|2VULN|2AART|1ASPD|1DUR	1FEWX|2MLV|3ASPD|4DUR|56AART|79VULN|8LWND|aRCR
230	31541 32232	   	184.02	DCR|2VULN|2AART|1ASPD|1DUR	1FEWX|2MLV|3ASPD|4DUR|56AART|79VULN|8BEXP|aRCR
231	34441 32132	   	184.02	DCR|2VULN|2AART|1ASPD|1DUR	1FEWX|2ASPD|3MLV|4DUR|56AART|79VULN|8LWND|aRCR
232	34441 32232	   	184.02	DCR|2VULN|2AART|1ASPD|1DUR	1FEWX|2ASPD|3MLV|4DUR|56AART|79VULN|8BEXP|aRCR
233	61241 32132	   	184.02	DCR|2VULN|2AART|1DMG|1DUR	1BEXP|2MLV|3DMG|4DUR|56AART|79VULN|8LWND|aRCR
234	61541 32132	   	184.02	DCR|2VULN|2AART|1ASPD|1DUR	1BEXP|2MLV|3ASPD|4DUR|56AART|79VULN|8LWND|aRCR
235	34232 41313	   	183.99	DCR|3VULN|1ASPD|1DMG|1ZMB	1FEWX|2ASPD|3DMG|4DUST|569VULN|7BEXP|8ZMB|aRCR
236	44232 41313	   	183.99	DCR|3VULN|1ASPD|1DMG|1ZMB	1LHND|2ASPD|3DMG|4DUST|569VULN|7BEXP|8ZMB|aRCR
237	43233 61141	   	183.96	DCR|2VULN|1MDPS|2ASPD|1AART|1DUR	1LHND|2AART|3MDPS|4aVULN|56ASPD|7DUR|8ERES|9RCR
238	13211 36632	   	183.92	DCR|2VULN|2AART|1DMG|1DUR	1RMIN|2DUR|3DMG|4LWND|56AART|79VULN|8DUST|aRCR
239	31231 16512	   	183.92	DCR|2VULN|2AART|1DMG|1DUR	1FEWX|2MLV|3DMG|4DUST|59AART|6DUR|78VULN|aRCR
240	31531 16512	   	183.92	DCR|2VULN|2AART|1ASPD|1DUR	1FEWX|2MLV|3ASPD|4DUST|59AART|6DUR|78VULN|aRCR
241	61231 16512	   	183.92	DCR|2VULN|2AART|1DMG|1DUR	1BEXP|2MLV|3DMG|4DUST|59AART|6DUR|78VULN|aRCR
242	13335 13234	   	183.89	DCR|2VULN|2ASPD|1DMG|2DUR	1RMIN|29DUR|3BELT|49ASPD|5LWND|6DMG|79VULN|8RPLT|9BPWR|aRCR
243	34222 13313	   	183.89	DCR|2VULN|2ASPD|1DMG|2DUR	1FEWX|29ASPD|3DMG|4RMIN|5LWND|69VULN|7BEXP|89DUR|9BPWR|aRCR
244	43223 15522	   	183.86	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1LHND|2AART|3MDPS|4AME|5DUR|6VULN|7RCR|8DMG|9ZMB|aASPD
245	43232 15522	   	183.86	DCR|1MDPS|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1LHND|2AART|3MDPS|4VULN|5DUR|6CGEN|7RCR|8DMG|9ZMB|aASPD
246	34212 61313	   	183.84	DCR|2VULN|2DMG|1ASPD|1ZMB	1FEWX|2ASPD|36DMG|4LWND|59VULN|7BEXP|8ZMB|aRCR
247	51152 63313	   	183.84	DCR|3VULN|1NUKE|1CDMG|1DUR	1CDMG|245VULN|3LWND|67RCVC|8DUR|9RCR|aNUKE
248	36231 16512	   	183.82	DCR|2VULN|2AART|1DMG|1DUR	1FEWX|2ERES|3DMG|4DUST|59AART|6DUR|78VULN|aRCR
249	13331 13234	   	183.79	DCR|2VULN|2ASPD|1DMG|2DUR	1RMIN|29DUR|3BELT|49ASPD|5DUST|6DMG|79VULN|8RPLT|9BPWR|aRCR
250	34252 13313	   	183.79	DCR|2VULN|2ASPD|1DMG|2DUR|1AAC	1FEWX|29ASPD|3DMG|4AAC|5LWND|69VULN|7BEXP|89DUR|9BPWR|aRCR
251	64232 61313	   	183.79	DCR|2VULN|2ASPD|1DMG|2DUR	1BEXP|29ASPD|3DMG|4DUST|59VULN|6RMIN|7LHND|89DUR|9BPWR|aRCR
252	34232 61313	   	183.74	DCR|2VULN|2DMG|1ASPD|1ZMB	1FEWX|2ASPD|36DMG|4DUST|59VULN|7BEXP|8ZMB|aRCR
253	44232 61313	   	183.74	DCR|2VULN|2DMG|1ASPD|1ZMB	1LHND|2ASPD|36DMG|4DUST|59VULN|7BEXP|8ZMB|aRCR
254	51522 63313	   	183.74	DCR|3VULN|1NUKE|1CDMG|1DUR	1CDMG|245VULN|3LEGI|67RCVC|8DUR|9RCR|aNUKE
255	13211 46612	   	183.70	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1RMIN|2DUR|3DMG|4LWND|59AART|6CGEN|7ASPD|8VULN|aRCR
256	34241 36212	   	183.70	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1FEWX|2ASPD|3DMG|4DUR|56AART|7VULN|8BEXP|9DMSP|aRCR
257	23361 13634	   	183.69	DCR|2VULN|2ASPD|1DMG|2DUR|1AAC	1AAC|29DUR|3BELT|49ASPD|5DUST|6DMG|79VULN|8RPLT|9BPWR|aRCR
258	34242 34331	   	183.69	DCR|2VULN|1MDPS|2ASPD|1DMG|1AAC|1DUR	1FEWX|28ASPD|3DMG|4DUR|57VULN|6MDPS|9RCR|aAAC
259	13262 17611	   	183.49	DCR|3VULN|2DMG|1DUR	1RMIN|2DUR|3aDMG|4MBVNT|579VULN|6CGEN|8RCR
260	22242 16511	   	183.49	DCR|3VULN|2DMG|1AAC|1DUR	1AAC|2BEXP|3aDMG|4DUR|579VULN|6CGEN|8RCR
261	34315 12631	   	183.48	DCR|2VULN|1ASPD|1DMG|1CDMG	1FEWX|2ASPD|3RCVC|4RPLT|57VULN|6RCR|8CDMG|9AME|aDMG
262	23212 45511	   	183.39	DCR|3VULN|2DMG|1AAC|1DUR	1AAC|2DUR|3aDMG|4LWND|569VULN|7ERES|8RCR
263	23232 16511	   	183.39	DCR|3VULN|2DMG|1AAC|1DUR	1AAC|2DUR|3aDMG|4DUST|579VULN|6CGEN|8RCR
264	55611 13243	 * 	183.32	DCR|2VULN|1AART|2CDMG|1ASPD	14CDMG|247FEWX|3MBVNT|4BPWR|5ASPD|6AART|89VULN|aRCR
265	23261 36128	   	183.31	DCR|2AART|2DMG|1ASPD|1AAC|1DUR	1AAC|2DUR|3aDMG|4MBVNT|56AART|7RCR|8LWND|9ASPD
266	13212 62531	   	183.29	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1RMIN|2DUR|3aDMG|4LWND|5VULN|6ASPD|7RCVC|8RCR|9CDMG
267	23232 45511	   	183.29	DCR|3VULN|2DMG|1AAC|1DUR	1AAC|2DUR|3aDMG|4DUST|569VULN|7ERES|8RCR
268	23235 16511	   	183.29	DCR|3VULN|2DMG|1AAC|1DUR	1AAC|2DUR|3aDMG|4DUST|5ERES|679VULN|8RCR
269	12231 42524	   	183.26	DCR|3ASPD|1AART|1DMG|1CDMG	1RMIN|2BEXP|3DMG|4CDMG|569ASPD|7AART|8RCR|aRCVC
270	51211 36132	   	183.20	DCR|1MDPS|2DMG|1VULN|1AART|1CDMG|1DUR	1CDMG|2VULN|3MDPS|4RMIN|56DMG|7DUR|8ERES|9RCR|aAART
271	51211 36632	   	183.20	DCR|2DMG|1MDPS|1VULN|1AART|1CDMG|1DUR	1CDMG|2VULN|3MDPS|4RMIN|56DMG|7DUR|8TLV|9RCR|aAART
272	23212 62531	   	183.19	DCR|2DMG|1VULN|1ASPD|1CDMG|1AAC|1DUR	1AAC|2DUR|3aDMG|4LWND|5VULN|6ASPD|7RCVC|8RCR|9CDMG
273	12231 42522	   	183.18	DCR|3ASPD|1AART|1DMG|1CDMG|1AAC	1RMIN|2BEXP|3DMG|4CDMG|569ASPD|7AART|8RCR|aAAC
274	23261 16428	   	183.13	DCR|2DMG|1VULN|1AART|2DUR|1AAC|1SPLREG	1AAC|26DUR|3aDMG|4MBVNT|5AART|7RCR|8SPLREG|9VULN
275	23232 62531	   	183.09	DCR|2DMG|1VULN|1ASPD|1CDMG|1AAC|1DUR	1AAC|2DUR|3aDMG|4DUST|5VULN|6ASPD|7RCVC|8RCR|9CDMG
276	52512 24322	 * 	183.09	DCR|3VULN|1AART|2CDMG	14CDMG|246LWND|3LEGI|46BPWR|567VULN|8DUST|9RCR|aAART
277	34311 14242	   	183.07	DCR|2VULN|2ASPD|1AART	1FEWX|29ASPD|3RCVC|4RPLT|5ERES|6aVULN|7RCR|8AART
278	12231 42521	   	182.94	DCR|3ASPD|1AART|1DMG|1CDMG	1RMIN|2BEXP|3DMG|4CDMG|569ASPD|7AART|8RCR|aCGEN
279	12231 42525	   	182.94	DCR|3ASPD|1AART|1DMG|1CDMG	1RMIN|2aBEXP|3DMG|4CDMG|569ASPD|7AART|8RCR
280	12231 42523	   	182.84	DCR|3ASPD|1AART|1DMG|1CDMG	1RMIN|2BEXP|3DMG|4CDMG|569ASPD|7AART|8RCR|aDUST
281	12231 42526	   	182.84	DCR|3ASPD|1AART|1DMG|1CDMG|1SELL	1RMIN|2BEXP|3DMG|4CDMG|569ASPD|7AART|8RCR|aSELL
282	16243 12413	   	182.72	DCR|3DMG|1VULN|1CDMG|2DUR	1RMIN|27FEWX|367DMG|47DUR|5BELT|7BPWR|8RCR|9VULN|aCDMG
283	16243 12423	   	182.72	DCR|3DMG|1VULN|1CDMG|2DUR	1RMIN|27FEWX|367DMG|47DUR|5BELT|7BPWR|8RCR|9CDMG|aVULN
284	23232 36313	   	182.40	DCR|1MDPS|2DMG|2ASPD|1VULN|1AAC|2DUR	1AAC|29DUR|39DMG|4DUST|5VULN|6MDPS|7RCVC|89ASPD|9BPWR|aRCR
285	51213 55312	 * 	182.32	ACR|3VULN|3ASPD|1MDPS|2CDMG	19CDMG|269VULN|3MDPS|4RMIN|5RCR|79aASPD|8RPLT|9BPWR
286	51112 62313	   	182.28	DCR|3VULN|1NUKE|1CDMG|1DUR	1CDMG|257VULN|34LWND|6RCVC|8DUR|9RCR|aNUKE
287	52142 62313	   	182.28	DCR|3VULN|1NUKE|1CDMG|1DUR	1CDMG|23LWND|457VULN|6RCVC|8DUR|9RCR|aNUKE
288	34351 22522	   	182.26	DCR|3ASPD|1AART|2CDMG|1AAC|1DUR	1FEWX|259ASPD|3RCVC|45CDMG|5BPWR|6DUR|7AART|8RCR|aAAC
289	51326 11511	   	182.25	DCR|3VULN|1DMG|1CDMG|1DUR	1CDMG|269VULN|3CGEN|4RPLT|5AME|7DUR|8RCR|aDMG
290	63223 21623	   	182.17	DCR|2VULN|2AART|1ASPD	1BEXP|2DMSP|3LIT|4aVULN|5RCVC|6ASPD|79AART|8RCR
291	13262 17613	   	182.15	DCR|3VULN|1DMG|1CDMG|1DUR	1RMIN|2DUR|3DMG|4MBVNT|579VULN|6CGEN|8RCR|aCDMG
292	23255 34513	 * 	182.14	DCR|2VULN|2CDMG|1DMG|3DUR|1AAC	1AAC|29aDUR|3DMG|4RPLT|5MBVNT|69VULN|79CDMG|8RCR|9BPWR
293	23212 45513	   	182.05	DCR|3VULN|1DMG|1CDMG|1AAC|1DUR	1AAC|2DUR|3DMG|4LWND|569VULN|7ERES|8RCR|aCDMG
294	23232 16513	   	182.05	DCR|3VULN|1DMG|1CDMG|1AAC|1DUR	1AAC|2DUR|3DMG|4DUST|579VULN|6CGEN|8RCR|aCDMG
295	23635 22224	   	182.05	DCR|3VULN|1ASPD|1CDMG|1AAC|1DUR	1AAC|2DUR|3DUST|4CDMG|57aVULN|6LHND|8RCR|9ASPD
296	12233 22525	   	182.03	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1RMIN|2BEXP|3DMG|4CDMG|5RCVC|6MLV|7AART|8RCR|9ASPD|aVULN
297	34351 22521	   	182.02	DCR|3ASPD|1AART|2CDMG|1DUR	1FEWX|259ASPD|3RCVC|45CDMG|5BPWR|6DUR|7AART|8RCR|aCGEN
298	34216 13313	   	182.02	DCR|2VULN|2DMG|1ASPD|1DUR	1FEWX|2ASPD|39DMG|49LWND|5AME|69VULN|7BEXP|8DUR|9BPWR|aRCR
299	13236 52522	   	182.01	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	1RMIN|2DUR|36DMG|4CDMG|5CGEN|7AART|8RCR|9ASPD|aRCVC
300	34242 31333	   	181.96	DCR|3VULN|1MDPS|1ASPD|1DMG|1DUR	1FEWX|2ASPD|3DMG|4DUR|589VULN|6MDPS|7RMIN|aRCR
301	23232 45513	   	181.95	DCR|3VULN|1DMG|1CDMG|1AAC|1DUR	1AAC|2DUR|3DMG|4DUST|569VULN|7ERES|8RCR|aCDMG
302	23235 16513	   	181.95	DCR|3VULN|1DMG|1CDMG|1AAC|1DUR	1AAC|2DUR|3DMG|4DUST|5ERES|679VULN|8RCR|aCDMG
303	12233 42525	   	181.93	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1RMIN|2BEXP|3DMG|4CDMG|5RCVC|6ERES|7AART|8RCR|9ASPD|aVULN
304	34351 22523	   	181.92	DCR|3ASPD|1AART|2CDMG|1DUR	1FEWX|259ASPD|3RCVC|45CDMG|5BPWR|6DUR|7AART|8RCR|aDUST
305	34353 22523	   	181.92	DCR|3ASPD|1AART|2CDMG|1DUR	1FEWX|29aASPD|3RCVC|45CDMG|6DUR|7AART|8RCR
306	34215 13313	   	181.92	DCR|2VULN|2DMG|1ASPD|1DUR	1FEWX|2ASPD|39DMG|49LWND|5ERES|69VULN|7BEXP|8DUR|9BPWR|aRCR
307	43113 43162	   	181.89	DCR|2VULN|1AART|1DMG|1CDMG	1aLHND|2AART|3CDMG|4DMSP|5aTLV|6DMG|7RCR|8CGEN|9aVULN|aBPWR
308	22242 34333	   	181.86	DCR|3VULN|1MDPS|1ASPD|1DMG|1AAC|1DUR	1AAC|2BEXP|3DMG|4DUR|579VULN|6MDPS|8ASPD|aRCR
309	26242 34333	   	181.86	DCR|3VULN|1MDPS|1ASPD|1DMG|1AAC|1DUR	1AAC|2FEWX|3DMG|4DUR|579VULN|6MDPS|8ASPD|aRCR
310	23232 44633	   	181.86	DCR|3VULN|1ASPD|1DMG|1AAC|1DUR	1AAC|2DUR|3DMG|4DUST|567VULN|8RPLT|9ASPD|aRCR
311	31632 33224	   	181.86	DCR|2VULN|2ASPD|1AART	1FEWX|2aMLV|3ERES|4DUST|5aVULN|6RCR|7SNIFST|8aASPD|9AART|aBPWR
