0	Index      	 *	Score 	Summary	Detail	
1	16114 33241	 * 	219.82	DCR|2VULN|2DMG|2ASPD|1AART|1DUR	1DUST|29VULN|3AART|4ERES|5DUR|69DMG|7CGEN|89ASPD|9BPWR|aRCR
156	66135 32211	   	197.43	DCR|3VULN|1AART|1ASPD|1DMG	1LHND|2ASPD|346VULN|5DMG|7DUST|8AART|9BEXP|aRCR
157	22526 26221	 * 	197.37	DCR|3ASPD|1VULN|1DMG|1CDMG|1ZMB	159ASPD|2ZMB|3CDMG|45FEWX|5BPWR|6RCR|7RMIN|8DMG|aVULN
158	22325 51632	 * 	197.35	DCR|2DMG|2AAC|1VULN|1AART|1ASPD|1ZMB|1DUR	1ASPD|2ZMB|3VULN|47AAC|5aDMG|6DUR|8AART|9RCR
159	66131 31231	   	197.33	DCR|3VULN|1AART|1ASPD|1DMG	1LHND|2ASPD|346VULN|5TLV|7BASARM|8DMG|9AART|aRCR
160	66135 13211	   	197.29	DCR|2VULN|2DMG|1AART|1ASPD	1LHND|2ASPD|34VULN|57DMG|6FEWX|8AART|9BEXP|aRCR
161	23132 44427	 * 	197.28	DCR|3VULN|1MDPS|1AART|1ASPD|1CDMG|1SELL	1ASPD|2SELL|3MBVNT|47aVULN|5MDPS|6CDMG|8RCR|9AART
162	22526 22221	   	197.27	DCR|3ASPD|1VULN|1DMG|1CDMG|1ZMB	159ASPD|2ZMB|3CDMG|45FEWX|5BPWR|6RCR|7ERES|8DMG|aVULN
163	23112 44426	 * 	197.19	DCR|2VULN|1MDPS|2ASPD|1AART|2CDMG|1SELL	18ASPD|2SELL|3MBVNT|4DUST|5MDPS|68CDMG|78VULN|8BPWR|9AART|aRCR
164	22566 22221	   	197.07	DCR|3ASPD|1VULN|1DMG|1CDMG|1ZMB	159ASPD|2ZMB|3CDMG|45DUST|5BPWR|6RCR|7ERES|8DMG|aVULN
165	66131 63332	   	197.06	DCR|3DMG|2VULN|1ASPD	1LHND|2ASPD|34VULN|5TLV|6RCR|79aDMG|8LWND
166	23533 51121	 * 	197.03	DCR|3VULN|3ASPD|1ZMB|1SELL	159ASPD|2SELL|36LHND|46aVULN|6BPWR|7RCR|8ZMB
167	13165 43131	   	196.96	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1DUST|2BEXP|3AART|4LHND|58VULN|6RCR|7ASPD|9DMG|aMDPS
168	23137 46132	 * 	196.71	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1SELL	1ASPD|2SELL|3MBVNT|4VULN|5TLV|6aDMG|7AART|8RCR|9CDMG
169	26131 61136	   	196.68	DCR|2VULN|2ASPD|1DMG|1ZMB|1DUR	1aASPD|2DUR|34VULN|5TLV|6RCR|7ZMB|8FEWX|9DMG
170	26131 61336	   	196.68	DCR|2VULN|2ASPD|1DMG|1ZMB|1DUR	1aASPD|2DUR|34VULN|5TLV|6RCR|7ZMB|8LWND|9DMG
171	26151 61312	   	196.68	DCR|2VULN|2ASPD|1DMG|1ZMB|1DUR	14ASPD|2DUR|39VULN|5TLV|6RCR|7ZMB|8LWND|aDMG
172	22344 32221	   	196.50	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG|1ZMB	18ASPD|2ZMB|3VULN|4LHND|5AART|6RCR|7MLV|9DMG|aMDPS
173	22344 33421	   	196.50	DCR|1MDPS|2ASPD|1AART|1VULN|1DMG|1ZMB	17ASPD|2ZMB|3VULN|4LHND|5AART|6RCR|8CGEN|9DMG|aMDPS
174	66114 32221	   	196.50	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG|1ZMB	1LHND|28ASPD|3VULN|4ZMB|5AART|6RCR|7MLV|9DMG|aMDPS
175	22344 33221	   	196.40	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG|1ZMB	17ASPD|2ZMB|3VULN|4LHND|5AART|6RCR|8TLV|9DMG|aMDPS
176	66114 33221	   	196.40	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG|1ZMB	1LHND|27ASPD|3VULN|4ZMB|5AART|6RCR|8TLV|9DMG|aMDPS
177	22344 33141	   	196.37	DCR|2ASPD|1AART|1VULN|1CDMG|1ZMB|1DUR	17ASPD|2ZMB|3VULN|4LHND|5AART|6RCR|8CDMG|9DUR|aFEWX
178	22344 33143	   	196.37	DCR|2ASPD|1VULN|1AART|1CDMG|1ZMB|1DUR	17ASPD|2ZMB|3VULN|4LHND|5AART|6RCR|8CDMG|9DUR|aLWND
179	22344 33142	   	196.27	DCR|2ASPD|1AART|1VULN|1CDMG|1ZMB|1DUR|1SELL	17ASPD|2ZMB|3VULN|4LHND|5AART|6RCR|8CDMG|9DUR|aSELL
180	26131 61112	   	196.08	DCR|4VULN|1ASPD|1ZMB|1DUR	1ASPD|2DUR|349aVULN|5TLV|6RCR|7ZMB|8FEWX
181	26134 61112	   	196.08	DCR|4VULN|1ASPD|1ZMB|1DUR	1ASPD|2DUR|349aVULN|5ERES|6RCR|7ZMB|8FEWX
182	21231 65422	 * 	196.04	DCR|2VULN|2DMG|1MDPS|2ASPD|1DUR	18ASPD|2MDPS|3MULFIG|48VULN|5MSLREG|6CGEN|78DMG|8BPWR|9DUR|aRCR
183	22325 12626	   	195.94	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1ZMB	1ASPD|2ZMB|3aVULN|4AAC|5DMG|6FEWX|7RCR|8LHND|9AART
184	23352 35531	   	195.86	DCR|2VULN|2ASPD|1AART|1CDMG|1SELL	18ASPD|2SELL|3LIT|4CDMG|5aVULN|6BELT|7RCR|9AART
185	16242 23215	   	195.82	DCR|2VULN|2ASPD|1AART|1DMG	13DUST|23VULN|3BPWR|4LHND|5BEXP|6AART|78ASPD|9RCR|aDMG
186	16342 23215	   	195.82	DCR|2VULN|2ASPD|1AART|1DMG	1DUST|23VULN|4LHND|5BEXP|6AART|78ASPD|9RCR|aDMG
187	26341 41323	   	195.61	DCR|2VULN|2ASPD|1AART|2DUR	19ASPD|29DUR|3BELT|48VULN|5LIT|6RCR|79FEWX|9BPWR|aAART
188	15643 21112	 * 	195.54	ACR|2VULN|2DMG|1MDPS|1AART|1ASPD|1ZMB|1DUR	19DUST|2MDPS|3AART|4RCR|59DMG|6ASPD|7ZMB|89VULN|9BPWR|aDUR
189	23132 44422	 * 	195.52	DCR|2VULN|2AART|1MDPS|1ASPD|1CDMG|1SELL	1ASPD|2SELL|3MBVNT|47VULN|5MDPS|6CDMG|8RCR|9aAART
190	66114 33123	   	195.49	DCR|2ASPD|1VULN|1AART|2CDMG|1ZMB	1LHND|27ASPD|3VULN|4ZMB|5AART|6RCR|89CDMG|aLWND
191	22344 33123	   	195.49	DCR|2ASPD|1VULN|1AART|2CDMG|1ZMB	17ASPD|2ZMB|3VULN|4LHND|5AART|6RCR|89CDMG|aLWND
192	22344 34321	   	195.49	DCR|2ASPD|1AART|1VULN|2CDMG|1ZMB	1aASPD|2ZMB|3VULN|48LHND|5AART|6RCR|79CDMG
193	22313 65743	   	195.45	DCR|2DMG|1AART|1VULN|1ASPD|1ZMB|1DUR	1ASPD|2ZMB|3VULN|4DUR|5CGEN|6MBVNT|78DMG|9AART|aRCR
194	22344 33124	   	195.39	DCR|2ASPD|1AART|1VULN|2CDMG|1ZMB	17ASPD|2ZMB|3VULN|4LHND|5AART|6RCR|89CDMG|aMBVNT
195	22344 33125	   	195.39	DCR|2ASPD|1VULN|2CDMG|1AART|1ZMB	17ASPD|2ZMB|3VULN|4LHND|5AART|6RCR|89CDMG|aERES
196	22311 65743	   	195.35	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB|1DUR	1ASPD|2ZMB|3VULN|4DUR|5ERES|6MBVNT|78DMG|9AART|aRCR
197	22326 54132	   	195.32	DCR|3DMG|1VULN|1ASPD|1AAC|1ZMB|1DUR	1ASPD|2ZMB|3VULN|4AAC|5DUR|6RCR|79aDMG|8AME
198	66114 32322	   	195.24	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	1LHND|2ASPD|3VULN|4ZMB|5AART|6RCR|78MLV|9aDMG
199	22344 32322	   	195.24	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	1ASPD|2ZMB|3VULN|4LHND|5AART|6RCR|78MLV|9aDMG
200	23133 62111	 * 	195.13	DCR|3ASPD|2VULN|1NUKE|1DUR|1SELL	156ASPD|2SELL|3MBVNT|46VULN|6BPWR|7AME|8RCR|9DUR|aNUKE
201	23133 62114	 * 	195.13	DCR|3ASPD|2VULN|1DMG|1DUR|1SELL	156ASPD|2SELL|3MBVNT|46VULN|6BPWR|7AME|8RCR|9DUR|aDMG
202	64333 51323	 * 	195.06	DCR|2VULN|1MDPS|2CDMG|1ASPD|1DMG	12LHND|36VULN|4RMIN|56CDMG|6BPWR|7RCR|8DMG|9ASPD|aMDPS
203	64333 51333	 * 	195.06	DCR|2VULN|1MDPS|2CDMG|1DMG|1NUKE	12LHND|36VULN|4RMIN|56CDMG|6BPWR|7RCR|8DMG|9NUKE|aMDPS
204	23133 67111	 * 	195.03	DCR|3ASPD|2VULN|1NUKE|1DUR|1SELL	156ASPD|2SELL|3MBVNT|46VULN|6BPWR|7ERES|8RCR|9DUR|aNUKE
205	66114 33331	   	195.00	DCR|2ASPD|1VULN|1AART|1CDMG|1ZMB	1LHND|27ASPD|3VULN|4ZMB|5AART|6RCR|8SPLREG|9CDMG|aCGEN
206	66114 33332	   	195.00	DCR|2ASPD|1VULN|1AART|1CDMG|1ZMB	1aLHND|27ASPD|3VULN|4ZMB|5AART|6RCR|8SPLREG|9CDMG
207	22344 33331	   	195.00	DCR|2ASPD|1VULN|1AART|1CDMG|1ZMB	17ASPD|2ZMB|3VULN|4LHND|5AART|6RCR|8SPLREG|9CDMG|aCGEN
208	22344 33332	   	195.00	DCR|2ASPD|1VULN|1AART|1CDMG|1ZMB	17ASPD|2ZMB|3VULN|4aLHND|5AART|6RCR|8SPLREG|9CDMG
209	22344 33334	   	195.00	DCR|2ASPD|1VULN|1AART|1CDMG|1ZMB	17ASPD|2ZMB|3VULN|4LHND|5AART|6RCR|8SPLREG|9CDMG|aRMIN
210	22344 33335	   	195.00	DCR|2ASPD|1AART|1VULN|1CDMG|1ZMB	17ASPD|2ZMB|3VULN|4LHND|5AART|6RCR|8SPLREG|9CDMG|aAME
211	22344 33336	   	195.00	DCR|2ASPD|1VULN|1AART|1CDMG|1ZMB	17ASPD|2ZMB|3VULN|4LHND|5AART|6RCR|8SPLREG|9CDMG|aLIT
212	21163 25112	 * 	194.99	DCR|3ASPD|2VULN|1MDPS|1AART|1DUR	139ASPD|2MDPS|39BPWR|49DUST|5DUR|6BEXP|7AART|89VULN|aRCR
213	23133 62148	 * 	194.93	DCR|3VULN|3ASPD|1ZMB|1SELL	156ASPD|2SELL|3MBVNT|469VULN|6BPWR|7AME|8RCR|aZMB
214	22325 32633	   	194.87	DCR|2VULN|2AAC|1AART|1ASPD|1DMG|1ZMB	1ASPD|2ZMB|36VULN|4aAAC|5DMG|7DUST|8AART|9RCR
215	23133 67148	 * 	194.83	DCR|3VULN|3ASPD|1ZMB|1SELL	156ASPD|2SELL|3MBVNT|469VULN|6BPWR|7ERES|8RCR|aZMB
216	23136 43722	 * 	194.71	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1SELL	1ASPD|2SELL|3MBVNT|4VULN|5ERES|6CDMG|7aDMG|8AART|9RCR
217	23137 47722	 * 	194.71	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1SELL	1ASPD|2SELL|3MBVNT|4VULN|5TLV|6aDMG|7CDMG|8AART|9RCR
218	22325 52326	   	194.68	DCR|2VULN|2ASPD|1DMG|1AAC|1ZMB|1DUR	1aASPD|2ZMB|39VULN|4AAC|5DMG|6DUR|7RCR|8AELBLL
219	26131 61242	   	194.65	DCR|3VULN|2ASPD|1ZMB|1DUR	19ASPD|2DUR|349VULN|5TLV|6RCR|7ZMB|89MLV|9BPWR|aAME
220	26131 61243	   	194.65	DCR|3VULN|2ASPD|1ZMB|1DUR	19ASPD|2DUR|349VULN|5TLV|6RCR|7ZMB|89MLV|9BPWR|aRMIN
221	26131 61241	   	194.55	DCR|3VULN|2ASPD|1ZMB|1DUR	19ASPD|2DUR|349VULN|5TLV|6RCR|7ZMB|89MLV|9BPWR|aDUST
222	26131 61226	   	194.45	DCR|3VULN|2ASPD|1ZMB|1DUR	1aASPD|2DUR|349VULN|5TLV|6RCR|7ZMB|8MLV
223	26131 62216	   	194.45	DCR|3VULN|2ASPD|1ZMB|1DUR	1aASPD|2DUR|347VULN|5TLV|6RCR|8CGEN|9ZMB
224	26151 61112	   	194.45	DCR|3VULN|2ASPD|1ZMB|1DUR	14ASPD|2DUR|39aVULN|5TLV|6RCR|7ZMB|8FEWX
225	26132 25222	 * 	194.39	DCR|2VULN|1AART|1ASPD|3DUR|1CDMG	1ASPD|289DUR|34VULN|5LEGI|6CDMG|7AART|aRCR
226	22526 21224	   	194.36	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB|1DUR	15ASPD|2ZMB|3CDMG|45FEWX|5BPWR|6RCR|7RCVC|8DMG|9DUR|aVULN
227	22352 12211	   	194.35	DCR|2VULN|2AART|1ASPD|1ZMB|1DUR	1ASPD|2ZMB|35VULN|4MULARM|69AART|7MLV|8DUR|aRCR
228	22344 32136	   	194.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1ASPD|2ZMB|3aVULN|4LHND|5AART|6RCR|7MLV|8RPLT|9CDMG
229	23133 48375	 * 	194.14	DCR|3VULN|3ASPD|2ZMB|1SELL	159ASPD|2SELL|3MBVNT|469VULN|79ZMB|8DLOT|9BPWR|aRCR
230	22344 34113	   	194.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1ASPD|2ZMB|3aVULN|4LHND|5AART|6RCR|7CDMG|8LIT|9ERES
231	22344 34131	   	194.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1ASPD|2ZMB|3aVULN|4LHND|5AART|6RCR|7CDMG|8LIT|9MBVNT
232	23133 68321	 * 	194.11	DCR|3VULN|3ASPD|1ZMB|1SELL	156ASPD|2SELL|3MBVNT|46aVULN|6BPWR|7ZMB|8RCVC|9RCR
233	22322 56236	   	194.02	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB	1ASPD|2ZMB|3aVULN|4AAC|5LEGI|6RCR|7RPLT|8AART|9CDMG
234	66133 51311	   	194.01	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	16LHND|2ASPD|34VULN|56CDMG|6BPWR|7RCR|8DMG|9LWND|aDUR
235	16115 23241	   	193.92	DCR|2VULN|2ASPD|1AART|1DMG	1DUST|29VULN|3AART|4ERES|5DMG|69LHND|7CGEN|89ASPD|9BPWR|aRCR
236	23533 51316	   	193.83	DCR|3VULN|2ASPD|1DMG|1SELL	15ASPD|2SELL|36LHND|46aVULN|6BPWR|7RCR|8DMG|9LWND
237	66133 51221	 * 	193.80	DCR|3VULN|2CDMG|1ASPD|1ZMB	16LHND|2ASPD|348VULN|56CDMG|6BPWR|7RCR|9ZMB|aRPLT
238	66133 51222	   	193.80	DCR|3VULN|2CDMG|1ASPD|1ZMB	16aLHND|2ASPD|348VULN|56CDMG|6BPWR|7RCR|9ZMB
239	66151 31231	   	193.72	DCR|2VULN|2ASPD|1AART|1DMG	1LHND|24ASPD|36VULN|5TLV|7BASARM|8DMG|9AART|aRCR
240	66133 51223	   	193.70	DCR|3VULN|2CDMG|1ASPD|1ZMB|1MSE	16LHND|2ASPD|348VULN|56CDMG|6BPWR|7RCR|9ZMB|aMSE
241	22322 54361	   	193.70	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1AAC|1ZMB	1ASPD|2ZMB|3VULN|4AAC|5LEGI|6RCR|7DMG|8AELBLL|9CDMG|aAART
242	22344 32522	   	193.63	DCR|2AART|1VULN|1ASPD|1DMG|1AAC|1ZMB	1ASPD|2ZMB|3VULN|4LHND|5aAART|6RCR|7MLV|8AAC|9DMG
243	26131 66221	   	193.58	DCR|3VULN|1AART|1ASPD|1DUR	1ASPD|2DUR|34aVULN|5TLV|6RCR|7MSLFST|8FEWX|9AART
244	22316 22226	 * 	193.53	DCR|3ZMB|1VULN|1AART|1ASPD|1DMG|1DUR	1ASPD|257ZMB|3VULN|4DUR|6ERES|8DMG|9AART|aRCR
245	26116 22226	   	193.53	DCR|3ZMB|1VULN|1AART|1ASPD|1DMG|1DUR	1ASPD|2DUR|3VULN|457ZMB|6ERES|8DMG|9AART|aRCR
246	22322 51222	   	193.53	DCR|2AART|1VULN|1ASPD|1DMG|1AAC|1ZMB	1ASPD|2ZMB|3VULN|4AAC|5LEGI|6RCR|7FEWX|8DMG|9aAART
247	22322 54522	   	193.53	DCR|2AART|1VULN|1ASPD|1DMG|1AAC|1ZMB	1ASPD|2ZMB|3VULN|4AAC|5LEGI|6RCR|7DMG|8FEWX|9aAART
248	66114 32223	   	193.49	DCR|2ASPD|1VULN|1AART|1DMG|1AAC|1ZMB	1LHND|28ASPD|3VULN|4ZMB|5AART|6RCR|7MLV|9DMG|aAAC
249	22344 32223	   	193.49	DCR|2ASPD|1VULN|1AART|1DMG|1AAC|1ZMB	18ASPD|2ZMB|3VULN|4LHND|5AART|6RCR|7MLV|9DMG|aAAC
250	22344 33423	   	193.49	DCR|2ASPD|1AART|1VULN|1DMG|1AAC|1ZMB	17ASPD|2ZMB|3VULN|4LHND|5AART|6RCR|8CGEN|9DMG|aAAC
251	23532 26222	 * 	193.46	DCR|2AART|1MDPS|2ASPD|1VULN|1CDMG|1SELL	18ASPD|2SELL|3LHND|4VULN|5MDPS|6RCR|7CDMG|9aAART
252	15632 42112	 * 	193.43	DCR|2VULN|2DMG|1MDPS|1AART|1DUR	19DUST|2MDPS|3AART|4LHND|5DMSP|6RCR|79DMG|89VULN|9BPWR|aDUR
253	66114 33223	   	193.39	DCR|2ASPD|1VULN|1AART|1DMG|1AAC|1ZMB	1LHND|27ASPD|3VULN|4ZMB|5AART|6RCR|8TLV|9DMG|aAAC
254	22344 33223	   	193.39	DCR|2ASPD|1VULN|1AART|1DMG|1AAC|1ZMB	17ASPD|2ZMB|3VULN|4LHND|5AART|6RCR|8TLV|9DMG|aAAC
255	22325 52132	   	193.32	DCR|3DMG|1VULN|1ASPD|1AAC|1ZMB|1DUR	1ASPD|2ZMB|3VULN|4AAC|59aDMG|6DUR|7RCR|8AME
256	22325 52612	   	193.32	DCR|3DMG|1VULN|1ASPD|1AAC|1ZMB|1DUR	1ASPD|2ZMB|3VULN|4AAC|58aDMG|6DUR|7RCR|9RMIN
257	13136 34511	 * 	193.20	DCR|2VULN|2AART|2DMG	1DUST|2BEXP|34AART|57DMG|68VULN|9AME|aRCR
258	23133 62821	 * 	193.13	DCR|3ASPD|2VULN|1NUKE|1DUR|1SELL	156ASPD|2SELL|3MBVNT|46VULN|6BPWR|7AME|8DUR|9RCR|aNUKE
259	23133 62824	 * 	193.13	DCR|3ASPD|2VULN|1DMG|1DUR|1SELL	156ASPD|2SELL|3MBVNT|46VULN|6BPWR|7AME|8DUR|9RCR|aDMG
260	26136 41231	   	193.05	DCR|2VULN|1AART|1ASPD|1DMG|2DUR	1ASPD|25DUR|34VULN|6TLV|7BASARM|8DMG|9AART|aRCR
261	23133 45828	 * 	192.93	DCR|3VULN|3ASPD|1ZMB|1SELL	157ASPD|2SELL|3MBVNT|467VULN|7BPWR|8MLV|9RCR|aZMB
262	23133 62228	 * 	192.93	DCR|3VULN|3ASPD|1ZMB|1SELL	156ASPD|2SELL|3MBVNT|468VULN|6BPWR|7AME|9RCR|aZMB
263	66133 51213	 * 	192.83	DCR|3VULN|1MDPS|2CDMG|1ASPD	16LHND|2ASPD|348VULN|56CDMG|6BPWR|7RCR|9FEWX|aMDPS
264	23133 67228	 * 	192.83	DCR|3VULN|3ASPD|1ZMB|1SELL	156ASPD|2SELL|3MBVNT|468VULN|6BPWR|7ERES|9RCR|aZMB
265	22312 21456	   	192.74	DCR|2VULN|1AART|1ASPD|2DUR|2ZMB	1ASPD|28ZMB|3aVULN|49DUR|5BEXP|6AART|7RCR
266	22312 36523	   	192.71	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1ASPD|2ZMB|3aVULN|4DUR|5BEXP|6CDMG|7MDPS|8DMG|9RCR
267	26112 36523	   	192.71	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1ASPD|2DUR|3aVULN|4ZMB|5BEXP|6CDMG|7MDPS|8DMG|9RCR
268	16215 52223	 * 	192.71	DCR|4VULN|1AART|2DUR	135DUST|238aVULN|38BPWR|48DUR|6AART|7RCR|9RPLT
269	22314 15311	   	192.50	DCR|2VULN|2ASPD|1AART|1ZMB|1DUR	16ASPD|2ZMB|37VULN|4DUR|5AART|8LHND|9BEXP|aRCR
270	26114 15311	   	192.50	DCR|2VULN|2ASPD|1AART|1ZMB|1DUR	16ASPD|2DUR|37VULN|4ZMB|5AART|8LHND|9BEXP|aRCR
271	24312 63112	   	192.42	DCR|3VULN|1ASPD|1DMG|1DUR	1ASPD|2ERES|39aVULN|4DUR|5RCVC|6RCR|7DMG|8FEWX
272	22312 21452	   	192.42	DCR|1VULN|1AART|1ASPD|1DMG|2DUR|2ZMB	1ASPD|28ZMB|3VULN|49DUR|5BEXP|6AART|7RCR|aDMG
273	22314 21452	   	192.42	DCR|1AART|1VULN|1ASPD|1DMG|2DUR|2ZMB	1ASPD|28ZMB|3VULN|49DUR|5AART|6LHND|7RCR|aDMG
274	26112 21452	   	192.42	DCR|1VULN|1AART|1ASPD|1DMG|2DUR|2ZMB	1ASPD|29DUR|3VULN|48ZMB|5BEXP|6AART|7RCR|aDMG
275	22315 21452	   	192.32	DCR|1VULN|1AART|1ASPD|1DMG|2DUR|2ZMB	1ASPD|28ZMB|3VULN|49DUR|5DUST|6AART|7RCR|aDMG
276	22316 11553	 * 	192.23	DCR|2VULN|3ZMB|1ASPD|1DMG|1DUR	1ASPD|257ZMB|3aVULN|4DUR|6FEWX|8DMG|9RCR
277	24312 62162	   	192.18	DCR|2VULN|2DMG|1ASPD|1DUR	1ASPD|2ERES|37VULN|4DUR|5RCVC|6RCR|8LHND|9aDMG
278	24312 63312	   	192.18	DCR|2VULN|2DMG|1ASPD|1DUR	1ASPD|2ERES|39VULN|4DUR|5RCVC|6RCR|7aDMG|8LWND
279	24312 63412	   	192.18	DCR|2VULN|2DMG|1ASPD|1DUR	1ASPD|2ERES|39VULN|4DUR|5RCVC|6RCR|7aDMG|8LHND
280	23453 51322	 * 	192.14	DCR|3ASPD|2VULN|1DMG|1SELL	169ASPD|2SELL|3RCVC|46VULN|5LEGI|6BPWR|7RCR|8DMG|aLIT
281	23453 51323	 * 	192.14	DCR|3ASPD|2VULN|1DMG|1SELL	169ASPD|2SELL|3RCVC|46VULN|5LEGI|6BPWR|7RCR|8DMG|aCGEN
282	22344 33226	   	192.10	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	17ASPD|2ZMB|3VULN|4LHND|5AART|6RCR|8TLV|9DMG|aRCVC
283	22344 33621	   	192.09	DCR|2VULN|2ASPD|1AART|1ZMB	17ASPD|2ZMB|3aVULN|4LHND|5AART|6RCR|8BASARM|9BEXP
284	21113 64325	   	192.08	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG|1ZMB|1DUR	13ASPD|2MDPS|3BPWR|4ZMB|5CGEN|6DUR|7DMG|8VULN|9AART|aRCR
285	24312 63512	   	192.08	DCR|2VULN|2DMG|1ASPD|1DUR	1ASPD|2ERES|39VULN|4DUR|5RCVC|6RCR|7aDMG|8DUST
286	26523 42311	 * 	192.02	DCR|2DMG|1AART|1ASPD|1CDMG|1ZMB|1DUR	1ASPD|2DUR|3CGEN|4aDMG|5LIT|6ZMB|7AART|8RCR|9CDMG
287	26623 42311	   	192.02	DCR|2DMG|1AART|1ASPD|1CDMG|1ZMB|1DUR	1ASPD|2DUR|3MLV|4aDMG|5LIT|6ZMB|7AART|8RCR|9CDMG
288	66131 61312	   	191.99	DCR|3VULN|1ASPD|1DMG|1ZMB	1LHND|2ASPD|349VULN|5TLV|6RCR|7ZMB|8LWND|aDMG
289	22352 11612	   	191.94	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1ZMB	1ASPD|2ZMB|35VULN|4MULARM|6AART|7FEWX|8MDPS|9RCR|aDMG
290	22352 16612	   	191.94	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1ZMB	1ASPD|2ZMB|35VULN|4MULARM|6AART|7BEXP|8MDPS|9RCR|aDMG
291	22352 14612	   	191.84	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1ZMB	1ASPD|2ZMB|35VULN|4MULARM|6AART|7DUST|8MDPS|9RCR|aDMG
292	22325 11636	   	191.84	DCR|2VULN|2AAC|1AART|1ASPD|1DMG|1ZMB	1ASPD|2ZMB|3aVULN|47AAC|5DMG|6FEWX|8AART|9RCR
293	26132 65421	   	191.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1ASPD|2DUR|34VULN|5LEGI|6MBVNT|7DMG|8RCR|9AART|aRMIN
294	26132 65423	   	191.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1ASPD|2DUR|34VULN|5LEGI|6MBVNT|7DMG|8RCR|9AART|aCGEN
295	26132 65424	   	191.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1ASPD|2DUR|34VULN|5LEGI|6MBVNT|7DMG|8RCR|9AART|aAME
296	22325 12361	   	191.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1ZMB	1ASPD|2ZMB|3VULN|4AAC|5DMG|6FEWX|7RCR|8AELBLL|9CDMG|aAART
297	22325 12561	   	191.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1ZMB	1ASPD|2ZMB|3VULN|4AAC|5DMG|68FEWX|7RCR|9CDMG|aAART
298	66131 62112	 * 	191.80	DCR|5VULN|1ASPD	18aLHND|2ASPD|3479aVULN|5aTLV|6RCR|aBPWR
299	22344 32224	   	191.77	DCR|2ASPD|1AART|1VULN|1DMG|1ZMB	18ASPD|2ZMB|3VULN|4LHND|5AART|6RCR|7MLV|9DMG|aCANARM
300	22344 32225	   	191.77	DCR|2ASPD|1AART|1VULN|1DMG|1ZMB	18ASPD|2ZMB|3VULN|4LHND|5AART|6RCR|7MLV|9DMG|aTLV
301	22344 33613	   	191.77	DCR|2ASPD|1AART|1VULN|1DMG|1ZMB	17ASPD|2ZMB|3VULN|4LHND|5AART|6RCR|8BASARM|9AME|aDMG
302	24352 15331	 * 	191.76	DCR|2VULN|2AART|1ASPD|1CDMG	1ASPD|2ERES|35VULN|4MSLREG|67AART|8CDMG|9BEXP|aRCR
303	22325 32634	   	191.74	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1ZMB	1ASPD|2ZMB|36VULN|4AAC|5DMG|7DUST|8AART|9RCR|aBASFIG
304	22325 32635	   	191.74	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1ZMB	1ASPD|2ZMB|36VULN|4AAC|5DMG|7DUST|8AART|9RCR|aTLV
305	16165 23212	 * 	191.73	DCR|2VULN|2AART|2ASPD	1DUST|25VULN|3aAART|4LHND|6LEGI|78ASPD|9RCR
306	16244 23212	   	191.73	DCR|2VULN|2AART|2ASPD	13DUST|23VULN|3BPWR|4LHND|5aAART|6LEGI|78ASPD|9RCR
307	16344 23212	   	191.73	DCR|2VULN|2AART|2ASPD	1DUST|23VULN|4LHND|5aAART|6LEGI|78ASPD|9RCR
308	66131 62113	   	191.70	DCR|5VULN|1ASPD	18LHND|2ASPD|3479aVULN|5TLV|6RCR
