0	Index      	 *	Score 	Summary	Detail	
1	23235 52125	 * 	220.10	DCR|3VULN|2DMG|1MDPS|2ASPD|1DUR	16RCVC|239VULN|39BPWR|4DUR|59ASPD|79DMG|8MDPS|aRCR
149	33151 37612	   	197.84	DCR|2VULN|2DMG|1MDPS|2ASPD|1DUR	17DMG|2DUR|3MBVNT|48VULN|5aASPD|6MDPS|9RCR
150	32411 11433	   	197.82	DCR|3ASPD|2DMG|1MDPS|1VULN|2DUR	17DMG|267ASPD|3BELT|47DUR|5MDPS|7BPWR|8RCR|9DUST|aVULN
151	32411 11441	   	197.82	DCR|3ASPD|1MDPS|2DMG|1VULN|2DUR	17DMG|267ASPD|3BELT|47DUR|5MDPS|7BPWR|8RCR|9VULN|aERES
152	51132 16464	 * 	197.75	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG	1NUKE|26VULN|3MBVNT|4AART|5CDMG|7LIT|8DMG|9RCR|aASPD
153	22631 36232	   	197.60	DCR|2VULN|1AART|1ASPD|1CDMG|2DUR	1RCVC|2CDMG|3ASPD|4AME|56VULN|7AART|8RCR|9aDUR
154	23651 36132	   	197.55	DCR|2VULN|2DMG|2CDMG|1DUR|1SELL	1RCVC|29VULN|39CDMG|4DUR|5LIT|6RCR|7SELL|89DMG|9BPWR|aCGEN
155	23651 36133	   	197.55	DCR|2VULN|2DMG|2CDMG|1DUR|1SELL	1RCVC|29VULN|39CDMG|4DUR|5LIT|6RCR|7SELL|89DMG|9BPWR|aFEWX
156	11151 42313	   	197.49	DCR|3VULN|2CDMG|1AART|1DUR	1aBEXP|2ERES|3aCDMG|4DUR|5LHND|6RCR|7AART|89aVULN|aBPWR
157	61152 42313	   	197.49	DCR|3VULN|2CDMG|1AART|1DUR	1aLHND|2ERES|3aCDMG|4DUR|5FEWX|6RCR|7AART|89aVULN|aBPWR
158	23651 36131	   	197.45	DCR|2VULN|2DMG|2CDMG|1DUR|1SELL	1RCVC|29VULN|39CDMG|4DUR|5LIT|6RCR|7SELL|89DMG|9BPWR|aTLV
159	22622 13522	   	197.33	DCR|2VULN|2ASPD|2CDMG|2DUR|1SELL	1RCVC|29CDMG|39ASPD|4SELL|5DUST|6aVULN|7RCR|89DUR|9BPWR
160	32113 21156	   	197.32	DCR|3DMG|3ASPD|3DUR	178DMG|278ASPD|3BEXP|4LWND|5BELT|678DUR|78BPWR|9RCR|aRMIN
161	33231 41156	   	197.32	DCR|3DMG|3ASPD|3DUR	178DMG|278DUR|3LWND|4BEXP|578ASPD|6BELT|78BPWR|9RCR|aRMIN
162	33244 11253	   	197.28	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1DMG|25DUR|3LWND|4VULN|6CDMG|7RMIN|8RCR|9AART|aASPD
163	23242 12647	   	197.28	DCR|4VULN|1AART|1ASPD	1RCVC|2346VULN|3BPWR|5MBVNT|7DUST|8AART|9ASPD|aRCR
164	35331 33216	   	197.28	DCR|2VULN|2DMG|1MDPS|1AART|1CDMG	17DMG|2LIT|3MDPS|4CDMG|5aVULN|6ERES|8RCR|9AART
165	33131 87245	   	197.25	DCR|2VULN|2CDMG|1ASPD|1DMG|2DUR	1DMG|2aDUR|3MBVNT|4FEWX|5ASPD|6aVULN|7AME|8RCR|9aCDMG|aBPWR
166	32313 21156	   	197.22	DCR|3DMG|3ASPD|3DUR	178DMG|278ASPD|3DUST|4LWND|5BELT|678DUR|78BPWR|9RCR|aRMIN
167	51632 13432	   	197.19	DCR|4VULN|2DMG|1NUKE	1NUKE|235aVULN|3aBPWR|4aDUST|6RMIN|7RCR|8RPLT|9aDMG
168	33424 11253	   	197.18	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1DMG|23DUR|4VULN|5DUST|6CDMG|7RMIN|8RCR|9AART|aASPD
169	33452 11253	   	197.18	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|2DUR	1DMG|23DUR|4LEGI|5VULN|6CDMG|7RMIN|8RCR|9AART|aASPD
170	15215 63112	   	196.98	DCR|2VULN|2ASPD|1DMG|1ZMB|1DUR	19aBEXP|2ZMB|3RPLT|4aASPD|5DMG|6RCR|7DUR|8aVULN|aBPWR
171	23211 26235	   	196.74	DCR|3VULN|1AART|1ASPD|1DUR	14RCVC|235VULN|3BPWR|6AART|7RPLT|8RCR|9DUR|aASPD
172	23214 16235	   	196.74	DCR|3VULN|1AART|1ASPD|1DUR	14RCVC|236VULN|36BPWR|5RPLT|7AART|8RCR|9DUR|aASPD
173	23214 36235	   	196.74	DCR|3VULN|1AART|1ASPD|1DUR	14RCVC|236VULN|3BPWR|5RPLT|7AART|8RCR|9DUR|aASPD
174	32224 21543	   	196.71	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1DMG|2ASPD|3MSLREG|4DUR|5CDMG|6RPLT|7RCR|8ZMB|9aVULN
175	22631 36233	   	196.52	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1RCVC|2CDMG|3ASPD|4AME|56VULN|7AART|8RCR|9DUR|aRMIN
176	23611 32612	   	196.36	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1RCVC|2aVULN|3CDMG|4BEXP|5LIT|6RCR|7ASPD|8AART|9DUR
177	22611 53132	   	196.22	DCR|3CDMG|1AART|1VULN|1ASPD|1DMG	1RCVC|245CDMG|3ASPD|6VULN|7AART|8DMG|9RCR|aLHND
178	33242 52125	   	196.14	DCR|2VULN|2DMG|2ASPD|1DUR	19DMG|2DUR|39LWND|47VULN|5DUST|6DMSP|89ASPD|9BPWR|aRCR
179	22611 53131	   	196.12	DCR|3CDMG|1VULN|1AART|1ASPD|1DMG	1RCVC|245CDMG|3ASPD|6VULN|7AART|8DMG|9RCR|aDUST
180	22611 53134	   	196.12	DCR|3CDMG|1VULN|1AART|1ASPD|1DMG	1RCVC|245CDMG|3ASPD|6VULN|7AART|8DMG|9RCR|aTLV
181	23651 32632	   	196.04	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1RCVC|2VULN|3CDMG|4DUR|5LIT|6RCR|7ASPD|8AART|9DMG|aCGEN
182	23651 32633	   	196.04	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1RCVC|2VULN|3CDMG|4DUR|5LIT|6RCR|7ASPD|8AART|9DMG|aLHND
183	51621 32123	 * 	196.01	DCR|5VULN|2DMG|1MDPS|1NUKE|2DUR	1NUKE|23459VULN|39BPWR|69DUR|79DMG|8MDPS|aRCR
184	23231 35125	   	195.96	DCR|3VULN|2ASPD|2DUR|1ZMB	1RCVC|239VULN|39BPWR|49DUR|5LEGI|6DUST|7ZMB|89ASPD|aRCR
185	32526 31631	 * 	195.95	DCR|1MDPS|3CDMG|1AART|1VULN|1ASPD|1DMG	1DMG|2ASPD|3MDPS|458CDMG|6LIT|7RCR|9VULN|aAART
186	23651 32363	   	195.94	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1RCVC|2VULN|3CDMG|4DUR|5LIT|6RCR|7ASPD|8TLV|9DMG|aAART
187	51161 24481	 * 	195.82	DCR|2VULN|2ASPD|2CDMG|1DMG|1NUKE	1NUKE|2aVULN|3MBVNT|4LWND|5aASPD|6CGEN|7DMG|8aCDMG|9RCR|aBPWR
188	22631 16224	   	195.75	DCR|2VULN|1AART|2CDMG|1ASPD	1RCVC|26CDMG|3ASPD|4AME|56VULN|6BPWR|7AART|8RCR|9LHND|aRMIN
189	23242 14133	 * 	195.67	DCR|4VULN|1ASPD|1DMG	1RCVC|2346VULN|3BPWR|5MBVNT|7DMG|8BEXP|9RCR|aASPD
190	23242 14532	   	195.67	DCR|4VULN|1ASPD|1DMG	1RCVC|2346VULN|3BPWR|5MBVNT|7DMG|8LHND|9RCR|aASPD
191	23242 64733	   	195.67	DCR|4VULN|1ASPD|1DMG	1RCVC|2347VULN|3BPWR|5MBVNT|6BEXP|8DMG|9RCR|aASPD
192	32243 16115	   	195.59	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG	1DMG|25ASPD|3MSLREG|4LWND|6CDMG|7RCR|8ERES|9AART|aVULN
193	32243 16215	   	195.59	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG	1DMG|25ASPD|3MSLREG|4LWND|6CDMG|7RCR|8TLV|9AART|aVULN
194	23242 12733	   	195.57	DCR|4VULN|1ASPD|1DMG	1RCVC|2346VULN|3BPWR|5MBVNT|7DUST|8DMG|9RCR|aASPD
195	23242 14632	   	195.57	DCR|4VULN|1ASPD|1DMG	1RCVC|2346VULN|3BPWR|5MBVNT|7DMG|8LEGI|9RCR|aASPD
196	23242 14833	   	195.57	DCR|4VULN|1ASPD|1DMG	1RCVC|2346VULN|3BPWR|5MBVNT|7DMG|8DUST|9RCR|aASPD
197	32521 62243	   	195.54	DCR|2AART|1MDPS|1VULN|1ASPD|1DMG|1CDMG	1DMG|2ASPD|3MDPS|4CDMG|5MLV|6VULN|79AART|8RCR|aLHND
198	32522 62243	   	195.54	DCR|2AART|1MDPS|1VULN|1ASPD|1DMG|1CDMG	1DMG|2ASPD|3MDPS|4CDMG|5CGEN|6VULN|79AART|8RCR|aLHND
199	22121 16232	   	195.30	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB	1RCVC|26CDMG|3TLV|4ZMB|56VULN|6BPWR|7AART|8RCR|9aDUR
200	23525 22125	   	195.21	DCR|2VULN|2DMG|1MDPS|2ASPD|2RCVC	13RCVC|29VULN|46FEWX|59ASPD|79DMG|8MDPS|9BPWR|aRCR
201	32135 63243	   	195.14	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	15DMG|2ASPD|34BEXP|6RCR|7VULN|8ZMB|9DUST|aAART
202	23241 26232	   	194.97	DCR|4VULN|1AART|2DUR	1RCVC|2345VULN|3BPWR|6AART|7RPLT|8RCR|9aDUR
203	23244 16232	   	194.97	DCR|4VULN|1AART|2DUR	1RCVC|2346VULN|36BPWR|5RPLT|7AART|8RCR|9aDUR
204	23244 36232	   	194.97	DCR|4VULN|1AART|2DUR	1RCVC|2346VULN|3BPWR|5RPLT|7AART|8RCR|9aDUR
205	22631 12143	   	194.95	DCR|3VULN|3CDMG|1ASPD	1RCVC|268CDMG|3ASPD|48AME|568VULN|68BPWR|7LEGI|9RCR|aRMIN
206	61245 23313	   	194.91	DCR|4VULN|1AART|2DUR	1aLHND|2ERES|3RPLT|489aVULN|5AART|6RCR|7aDUR|aBPWR
207	32152 21253	   	194.87	DCR|2VULN|2DMG|2ASPD	18DMG|28ASPD|367BEXP|4RMIN|58VULN|8BPWR|9LIT|aRCR
208	32152 31325	   	194.87	DCR|2VULN|2DMG|2ASPD	17DMG|27ASPD|3BEXP|4RMIN|58VULN|67LHND|7BPWR|9MLV|aRCR
209	34224 32352	   	194.81	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1DMG|2SPLREG|3CGEN|4DUR|5CDMG|6VULN|7LWND|8RCR|9AART|aASPD
210	22421 36232	   	194.81	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1RCVC|2CDMG|3RMIN|4ZMB|56VULN|7AART|8RCR|9aDUR
211	33241 42523	   	194.78	DCR|2VULN|2ASPD|1DMG|1ZMB|1DUR	1DMG|2DUR|3LWND|48VULN|59ASPD|6FEWX|7RCR|aZMB
212	32352 21325	   	194.77	DCR|2VULN|2DMG|2ASPD	17DMG|27ASPD|3DUST|4RMIN|58VULN|67BEXP|7BPWR|9MLV|aRCR
213	34231 26215	   	194.74	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1ZMB	1DMG|2SPLREG|3CGEN|4AAC|5AART|6ASPD|7CDMG|8ZMB|9RCR|aVULN
214	34126 13353	   	194.71	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DMG|2SPLREG|3LHND|4VULN|5CDMG|6ASPD|7DUR|8RCR|9AART|aERES
215	34316 13363	   	194.71	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DMG|2SPLREG|3DUST|4FEWX|5CDMG|6ASPD|7DUR|8RCR|9VULN|aAART
216	33152 85441	   	194.68	DCR|2VULN|2DMG|2CDMG|2DUR	1aDMG|29DUR|3MBVNT|4aVULN|5DUST|6MLV|7aCDMG|8RCR|aBPWR
217	32152 61325	   	194.67	DCR|2VULN|2DMG|2ASPD	17DMG|27ASPD|3BEXP|4RMIN|58VULN|67DUST|7BPWR|9MLV|aRCR
218	32352 21365	   	194.67	DCR|2VULN|2DMG|2ASPD	17DMG|27ASPD|3DUST|4RMIN|58VULN|67BEXP|7BPWR|9TLV|aRCR
219	34326 13353	   	194.61	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1DMG|2SPLREG|3DUST|4VULN|5CDMG|6ASPD|7DUR|8RCR|9AART|aERES
220	31413 41431	   	194.54	DCR|2VULN|1AART|1ASPD|1DMG	1DMG|2TSLFST|3MLV|4RMIN|5BELT|6RCR|7aVULN|8ASPD|9AART
221	22651 36221	   	194.39	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1RCVC|2CDMG|3ASPD|4ZMB|56VULN|7AART|8RCR|9LHND|aLWND
222	23635 36223	   	194.39	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1RCVC|25VULN|3CDMG|4AME|6ZMB|7AART|8RCR|9LHND|aASPD
223	22661 25233	   	194.39	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1RCVC|2CDMG|3ASPD|4LWND|5AART|6aVULN|7LIT|8RCR|9ZMB
224	22121 36223	   	194.29	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1RCVC|2CDMG|3TLV|4ZMB|56VULN|7AART|8RCR|9LHND|aASPD
225	22121 36263	   	194.29	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1RCVC|2CDMG|3TLV|4ZMB|56VULN|7AART|8RCR|9FEWX|aASPD
226	22121 16233	   	194.22	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	1RCVC|26CDMG|3TLV|4ZMB|56VULN|6BPWR|7AART|8RCR|9DUR|aRMIN
227	22651 36211	   	194.19	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1MSE	1RCVC|2CDMG|3ASPD|4ZMB|56VULN|7AART|8RCR|9MSE|aLWND
228	22651 36212	   	194.19	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR|1MSE	1RCVC|2CDMG|3ASPD|4ZMB|56VULN|7AART|8RCR|9MSE|aDUR
229	22651 36213	   	194.19	DCR|2VULN|2ASPD|1AART|1CDMG|1ZMB|1MSE	1RCVC|2CDMG|3aASPD|4ZMB|56VULN|7AART|8RCR|9MSE
230	22121 36243	   	194.19	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1RCVC|2CDMG|3TLV|4ZMB|56VULN|7AART|8RCR|9DUST|aASPD
231	23232 35425	   	194.18	DCR|3VULN|2DMG|1ZMB|1DUR	1RCVC|239VULN|39BPWR|4DUR|59LWND|6DUST|7ZMB|89DMG|aRCR
232	23233 35425	   	194.18	DCR|3VULN|2DMG|1ZMB|1DUR	1RCVC|239VULN|39BPWR|4DUR|59FEWX|6DUST|7ZMB|89DMG|aRCR
233	22421 16233	   	194.15	DCR|2VULN|1AART|1CDMG|2ZMB|1DUR|2RMIN	1RCVC|2CDMG|3aRMIN|46ZMB|56VULN|6BPWR|7AART|8RCR|9DUR
234	33422 16123	   	194.15	DCR|3VULN|1MDPS|2DMG|3DUR	19DMG|239DUR|459VULN|6RMIN|7DMSP|8MDPS|9BPWR|aRCR
235	22412 13432	   	194.09	DCR|2VULN|2DMG|2CDMG|1SELL	1RCVC|2aCDMG|3RMIN|4SELL|5DUST|6aVULN|7RCR|8RPLT|9aDMG|aBPWR
236	22661 25232	   	194.07	DCR|1VULN|1AART|1ASPD|1NUKE|1CDMG|1ZMB	1RCVC|2CDMG|3ASPD|4LWND|5AART|6VULN|7LIT|8RCR|9ZMB|aNUKE
237	32223 16441	   	193.90	DCR|3ASPD|1VULN|1DMG|1CDMG|1DUR	1DMG|25aASPD|3MSLREG|4DUR|6CDMG|7RCR|8VULN|9RCVC
238	23241 26233	   	193.89	DCR|4VULN|1AART|1DUR	1RCVC|2345VULN|3BPWR|6AART|7RPLT|8RCR|9DUR|aRMIN
239	23244 16233	   	193.89	DCR|4VULN|1AART|1DUR	1RCVC|2346VULN|36BPWR|5RPLT|7AART|8RCR|9DUR|aRMIN
240	23244 36233	   	193.89	DCR|4VULN|1AART|1DUR	1RCVC|2346VULN|3BPWR|5RPLT|7AART|8RCR|9DUR|aRMIN
241	33452 41121	   	193.88	DCR|3VULN|2DMG|3DUR	17DMG|237DUR|4LEGI|57aVULN|6MBVNT|7BPWR|8RCR|9LIT
242	32211 22546	   	193.87	DCR|2AART|2DMG|2ASPD	18DMG|26ASPD|3MSLREG|4RMIN|5aAART|7RCVC|9RCR
243	22421 16253	   	193.84	DCR|2VULN|1MDPS|1AART|1CDMG|2ZMB	1RCVC|2CDMG|3RMIN|46ZMB|56VULN|6BPWR|7AART|8RCR|9ERES|aMDPS
244	31326 11366	   	193.81	DCR|3VULN|1ASPD|1DMG|1CDMG	1DMG|2TSLFST|3DUST|49aVULN|5CDMG|6ASPD|7BEXP|8RCR
245	31326 12366	   	193.81	DCR|3VULN|1ASPD|1DMG|1CDMG	1DMG|2TSLFST|3DUST|49aVULN|5CDMG|6ASPD|7LWND|8RCR
246	51132 16461	   	193.76	DCR|2VULN|2AART|1DMG|1NUKE|1CDMG	1NUKE|26VULN|3MBVNT|4aAART|5CDMG|7LIT|8DMG|9RCR
247	32243 13215	   	193.69	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG	1DMG|25ASPD|3MSLREG|4LWND|6CDMG|7MLV|8RCR|9AART|aVULN
248	32243 15215	   	193.69	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG	1DMG|25ASPD|3MSLREG|4LWND|6CDMG|7AME|8RCR|9AART|aVULN
249	31126 16352	   	193.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1DMG|2TSLFST|3LHND|4VULN|5CDMG|6aASPD|7FEWX|8RCR|9AART
250	61245 23311	   	193.68	DCR|3VULN|1AART|1ASPD|1DUR	1LHND|2ERES|3RPLT|489VULN|5AART|6RCR|7DUR|aASPD
251	31316 16352	   	193.59	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1DMG|2TSLFST|3DUST|4FEWX|5CDMG|6aASPD|7VULN|8RCR|9AART
252	31326 11352	   	193.59	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1DMG|2TSLFST|3DUST|4VULN|5CDMG|6aASPD|7BEXP|8RCR|9AART
253	31326 12352	   	193.59	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1DMG|2TSLFST|3DUST|4VULN|5CDMG|6aASPD|7LWND|8RCR|9AART
254	31326 16352	   	193.59	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1DMG|2TSLFST|3DUST|4VULN|5CDMG|6aASPD|7FEWX|8RCR|9AART
255	31326 36352	   	193.59	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1DMG|2TSLFST|3DUST|4VULN|5CDMG|6BEXP|7aASPD|8RCR|9AART
256	32231 25542	   	193.53	DCR|2AART|2DMG|2ASPD|1AAC|1DUR	18DMG|26ASPD|3MSLREG|4AAC|57AART|9RCR|aDUR
257	32211 22541	   	193.45	DCR|3DMG|2ASPD|1AART	18aDMG|26ASPD|3MSLREG|4RMIN|5AART|7RCVC|9RCR
258	32211 25241	   	193.44	DCR|2AART|2DMG|2ASPD	1aDMG|26ASPD|3MSLREG|4RMIN|57AART|8RCVC|9RCR
259	22631 36253	   	193.32	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1RCVC|2CDMG|3ASPD|4AME|56VULN|7AART|8RCR|9ERES|aMDPS
260	32211 21365	 * 	193.30	DCR|3ASPD|1VULN|1AART|1DMG	1DMG|268ASPD|3MSLREG|4RMIN|5AART|7CGEN|9VULN|aRCR
261	32214 16423	   	193.22	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1DMG|2ASPD|3MSLREG|4RMIN|5AAC|6CDMG|7RCR|89VULN|aDUR
262	23242 14136	   	193.19	DCR|4VULN|2DMG	1RCVC|2346VULN|3BPWR|5MBVNT|7aDMG|8BEXP|9RCR
263	23242 14536	   	193.19	DCR|4VULN|2DMG	1RCVC|2346VULN|3BPWR|5MBVNT|7aDMG|8LHND|9RCR
264	23251 32336	   	193.17	DCR|3VULN|1ASPD|1DMG|1DUR	1RCVC|235VULN|3BPWR|4RMIN|6DUR|7DMG|8ASPD|9AME|aRCR
265	23251 32626	   	193.17	DCR|3VULN|1ASPD|1DMG|1DUR	1RCVC|235VULN|3BPWR|4RMIN|6DUR|7DMG|8CGEN|9ASPD|aRCR
266	23631 35523	   	193.16	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1RCVC|2VULN|36CDMG|4AME|5AART|7RCR|8DMG|9LHND|aASPD
267	32113 21151	   	193.15	DCR|3DMG|3ASPD|3DUR	178DMG|278ASPD|3BEXP|4aLWND|5BELT|678DUR|78BPWR|9RCR
268	32113 21154	   	193.15	DCR|3DMG|3ASPD|3DUR	178DMG|278ASPD|3BEXP|4LWND|5BELT|678DUR|78BPWR|9RCR|aLHND
269	32113 21155	   	193.15	DCR|3DMG|3ASPD|3DUR	178DMG|278ASPD|3BEXP|4LWND|5BELT|678DUR|78BPWR|9RCR|aCGEN
270	33231 41151	   	193.15	DCR|3DMG|3ASPD|3DUR	178DMG|278DUR|3aLWND|4BEXP|578ASPD|6BELT|78BPWR|9RCR
271	33231 41154	   	193.15	DCR|3DMG|3ASPD|3DUR	178DMG|278DUR|3LWND|4BEXP|578ASPD|6BELT|78BPWR|9RCR|aLHND
272	33231 41155	   	193.15	DCR|3DMG|3ASPD|3DUR	178DMG|278DUR|3LWND|4BEXP|578ASPD|6BELT|78BPWR|9RCR|aCGEN
273	33631 41151	   	193.15	DCR|3DMG|3ASPD|3DUR	178DMG|278DUR|3LHND|4BEXP|578ASPD|6BELT|78BPWR|9RCR|aLWND
274	33631 41153	   	193.15	DCR|3DMG|3ASPD|3DUR	178DMG|278DUR|3LHND|4BEXP|578ASPD|6BELT|78BPWR|9RCR|aRPLT
275	23242 12736	   	193.09	DCR|4VULN|2DMG	1RCVC|2346VULN|3BPWR|5MBVNT|7DUST|8aDMG|9RCR
276	23242 14636	   	193.09	DCR|4VULN|2DMG	1RCVC|2346VULN|3BPWR|5MBVNT|7aDMG|8LEGI|9RCR
277	23242 14836	   	193.09	DCR|4VULN|2DMG	1RCVC|2346VULN|3BPWR|5MBVNT|7aDMG|8DUST|9RCR
278	23251 32366	   	193.07	DCR|3VULN|1ASPD|1DMG|1DUR	1RCVC|235VULN|3BPWR|4RMIN|6DUR|7DMG|8ASPD|9TLV|aRCR
279	32113 21153	   	193.05	DCR|3DMG|3ASPD|3DUR	178DMG|278ASPD|3BEXP|4LWND|5BELT|678DUR|78BPWR|9RCR|aERES
280	32313 21151	   	193.05	DCR|3DMG|3ASPD|3DUR	178DMG|278ASPD|3DUST|4aLWND|5BELT|678DUR|78BPWR|9RCR
281	32313 21154	   	193.05	DCR|3DMG|3ASPD|3DUR	178DMG|278ASPD|3DUST|4LWND|5BELT|678DUR|78BPWR|9RCR|aLHND
282	32313 21155	   	193.05	DCR|3DMG|3ASPD|3DUR	178DMG|278ASPD|3DUST|4LWND|5BELT|678DUR|78BPWR|9RCR|aCGEN
283	33231 41153	   	193.05	DCR|3DMG|3ASPD|3DUR	178DMG|278DUR|3LWND|4BEXP|578ASPD|6BELT|78BPWR|9RCR|aERES
284	33631 41152	   	193.05	DCR|3DMG|3ASPD|3DUR	178DMG|278DUR|3LHND|4BEXP|578ASPD|6BELT|78BPWR|9RCR|aDUST
285	32313 21153	   	192.95	DCR|3DMG|3ASPD|3DUR	178DMG|278ASPD|3DUST|4LWND|5BELT|678DUR|78BPWR|9RCR|aERES
286	22421 16222	   	192.88	DCR|2VULN|1AART|1CDMG|2ZMB|1DUR	1RCVC|2CDMG|3RMIN|46ZMB|56VULN|6BPWR|7AART|8RCR|9LHND|aDUR
287	22421 16231	   	192.88	DCR|2VULN|1AART|1CDMG|2ZMB|1DUR	1RCVC|2CDMG|3RMIN|46ZMB|56VULN|6BPWR|7AART|8RCR|9DUR|aLWND
288	22421 16235	   	192.88	DCR|2VULN|1AART|1CDMG|2ZMB|1DUR	1RCVC|2CDMG|3RMIN|46ZMB|56VULN|6BPWR|7AART|8RCR|9DUR|aCGEN
289	22421 16236	   	192.88	DCR|2VULN|1AART|1CDMG|2ZMB|1DUR	1RCVC|2CDMG|3RMIN|46ZMB|56VULN|6BPWR|7AART|8RCR|9DUR|aAELBLL
290	22421 16262	   	192.88	DCR|2VULN|1AART|1CDMG|2ZMB|1DUR	1RCVC|2CDMG|3RMIN|46ZMB|56VULN|6BPWR|7AART|8RCR|9FEWX|aDUR
291	22332 21146	   	192.85	DCR|3ASPD|2VULN|2CDMG	1RCVC|28CDMG|3DLOT|4ERES|5RPLT|68aASPD|78VULN|8BPWR|9RCR
292	22332 51146	   	192.85	DCR|3ASPD|2VULN|2CDMG	1RCVC|28CDMG|3DLOT|4ERES|5RPLT|68VULN|78aASPD|8BPWR|9RCR
293	15325 12523	   	192.84	DCR|2VULN|1MDPS|1AART|1DMG|2DUR|2ZMB	1aBEXP|2aZMB|3MDPS|46DUR|5DMG|7RCR|8aVULN|9AART|aBPWR
294	33138 47742	   	192.68	DCR|2VULN|2DMG|1AART|2DUR	18DMG|25DUR|3MBVNT|4FEWX|6AART|7aVULN|9RCR
295	32224 33463	 * 	192.68	DCR|2VULN|1ASPD|1DMG|3DUR|1CDMG	1DMG|2ASPD|3MSLREG|47aDUR|5CDMG|68VULN|9RCR
296	23211 56631	 * 	192.65	DCR|4VULN|1ASPD|1CDMG	14RCVC|2357VULN|3BPWR|6CDMG|8ERES|9ASPD|aRCR
297	35334 33212	   	192.65	DCR|3DMG|1MDPS|1VULN|1AART|1CDMG	17aDMG|2LIT|3MDPS|4CDMG|5AME|6VULN|8RCR|9AART
298	35331 33212	   	192.55	DCR|3DMG|1MDPS|1VULN|1AART|1CDMG	17aDMG|2LIT|3MDPS|4CDMG|5VULN|6ERES|8RCR|9AART
299	32522 62236	 * 	192.51	DCR|2MDPS|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1DMG|2ASPD|3aMDPS|4CDMG|5CGEN|6VULN|7AART|8RCR|9DUR
300	31126 13351	   	192.41	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DMG|2TSLFST|3LHND|4VULN|5CDMG|6ASPD|7DUR|8RCR|9AART|aMDPS
301	31526 12351	   	192.41	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DMG|2TSLFST|3DUR|4VULN|5CDMG|6ASPD|7LWND|8RCR|9AART|aMDPS
302	32224 32351	   	192.41	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DMG|2ASPD|3MSLREG|4DUR|5CDMG|6VULN|7LWND|8RCR|9AART|aMDPS
303	32224 36351	   	192.41	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DMG|2ASPD|3MSLREG|4DUR|5CDMG|6VULN|7FEWX|8RCR|9AART|aMDPS
304	33226 13351	   	192.41	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DMG|2DUR|3LWND|4TSLARM|5CDMG|6ASPD|7VULN|8RCR|9AART|aMDPS
