0	Index      	Bounty	 *	Score 	Summary	Detail	
1	53433 22511	1	 * 	272.41	DCR|3VULN|2DMG|3LIT|1DUR|1CDMG	19aLIT|259VULN|3CDMG|4DUR|69DMG|7TBNT|8RCR|9BPWR
166	53131 33632	1	 * 	246.81	DCR|2VULN|2DMG|2CDMG|1DUR|2LIT	13LIT|23VULN|3BPWR|4FEWX|56DMG|7aCDMG|8DUR|9RCR
167	54131 33632	2	   	246.81	DCR|2VULN|2DMG|2CDMG|1DUR|2LIT	13LIT|23VULN|3BPWR|4FEWX|56DMG|7aCDMG|8DUR|9RCR
168	53433 11124	1	   	246.73	DCR|2VULN|3DUR|2CDMG|2LIT|1AART	18LIT|25VULN|38CDMG|468DUR|7RCR|8BPWR|9CGEN|aAART
169	53433 11134	1	   	246.73	DCR|2VULN|3DUR|2CDMG|2LIT|1AART	18LIT|25VULN|38CDMG|468DUR|7RCR|8BPWR|9RMIN|aAART
170	54326 32222	10	   	246.68	DCR|4VULN|2DUR	1LIT|2457VULN|39DUR|6FEWX|8CGEN|aRCR
171	54323 24222	10	   	246.68	DCR|4VULN|2DUR	1LIT|2468VULN|39DUR|5CGEN|7FEWX|aRCR
172	54222 21336	9	 * 	246.24	DCR|3VULN|2ASPD|3LIT|1DMG	189LIT|268VULN|3CGEN|4DMG|58ASPD|7RPLT|8BPWR|aRCR
173	53125 33613	1	   	246.00	DCR|3VULN|1TLV|1DUR|2LIT|1CDMG	13LIT|237VULN|3BPWR|49CGEN|5CDMG|6RCR|8DUR|aTLV
174	55315 33133	2	   	245.90	DCR|3VULN|1DUR|1TLV|2LIT|1CDMG	13LIT|2TLV|4DUR|5CDMG|6RCR|78aVULN|9RMIN
175	34521 33411	7	   	245.86	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1MLV|2TLV|3RMIN|469VULN|5ASPD|7CDMG|8DMG|aRCR
176	53125 33134	1	   	245.81	DCR|4VULN|2LIT|1CDMG|1AART	13LIT|237aVULN|3BPWR|4CGEN|5CDMG|6RCR|8RCVC|9AART
177	51212 32211	6	   	245.77	DCR|3VULN|1DMG|1DUR|1TLV	1LIT|2RPLT|3DMG|46aVULN|5DUR|7TLV|8BEXP|9RCR
178	51212 32262	6	   	245.77	DCR|3VULN|1DMG|1DUR|1TLV	1LIT|2RPLT|3DMG|469VULN|5DUR|7TLV|8BEXP|aRCR
179	32422 24362	9	   	245.77	DCR|3VULN|1DMG|1TLV|1DUR	12MLV|2BPWR|347VULN|5DMG|6DUR|8LIT|9RCR|aTLV
180	51211 32411	4	   	245.77	DCR|3VULN|1DMG|1DUR|1TLV	1LIT|2RPLT|3DMG|46aVULN|5BEXP|7TLV|8DUR|9RCR
181	51211 32462	4	   	245.77	DCR|3VULN|1DMG|1DUR|1TLV	1LIT|2RPLT|3DMG|469VULN|5BEXP|7TLV|8DUR|aRCR
182	51211 42111	4	   	245.77	DCR|3VULN|1DMG|1DUR|1TLV	1LIT|2RPLT|3DMG|48aVULN|5BEXP|6TLV|7DUR|9RCR
183	51211 42162	4	   	245.77	DCR|3VULN|1DMG|1DUR|1TLV	1LIT|2RPLT|3DMG|489VULN|5BEXP|6TLV|7DUR|aRCR
184	51211 43411	4	   	245.77	DCR|3VULN|1DMG|1DUR|1TLV	1LIT|2RPLT|3DMG|47aVULN|5BEXP|6TLV|8DUR|9RCR
185	51212 43111	5	   	245.77	DCR|3VULN|1DMG|1DUR|1TLV	1LIT|2RPLT|3DMG|48aVULN|5DUR|6TLV|7LHND|9RCR
186	51212 43162	5	   	245.77	DCR|3VULN|1DMG|1DUR|1TLV	1LIT|2RPLT|3DMG|489VULN|5DUR|6TLV|7LHND|aRCR
187	51212 46211	5	   	245.77	DCR|3VULN|1DMG|1DUR|1TLV	1LIT|2RPLT|3DMG|47aVULN|5DUR|6TLV|8BEXP|9RCR
188	51215 42111	4	   	245.77	DCR|3VULN|1DMG|1TLV|1DUR	1LIT|2RPLT|3DMG|48aVULN|5LWND|6TLV|7DUR|9RCR
189	51241 32411	3	   	245.77	DCR|3VULN|1DMG|1DUR|1TLV	1LIT|2RPLT|3DMG|46aVULN|5BEXP|7TLV|8DUR|9RCR
190	51241 42111	3	   	245.77	DCR|3VULN|1DMG|1DUR|1TLV	1LIT|2RPLT|3DMG|48aVULN|5BEXP|6TLV|7DUR|9RCR
191	51311 32411	2	   	245.77	DCR|3VULN|1DMG|1DUR|1TLV	1LIT|2RPLT|36aVULN|4DMG|5BEXP|7TLV|8DUR|9RCR
192	51311 32462	2	   	245.77	DCR|3VULN|1DMG|1DUR|1TLV	1LIT|2RPLT|369VULN|4DMG|5BEXP|7TLV|8DUR|aRCR
193	51311 42111	2	   	245.77	DCR|3VULN|1DMG|1DUR|1TLV	1LIT|2RPLT|38aVULN|4DMG|5BEXP|6TLV|7DUR|9RCR
194	51311 42162	2	   	245.77	DCR|3VULN|1DMG|1DUR|1TLV	1LIT|2RPLT|389VULN|4DMG|5BEXP|6TLV|7DUR|aRCR
195	51311 43411	2	   	245.77	DCR|3VULN|1DMG|1DUR|1TLV	1LIT|2RPLT|37aVULN|4DMG|5BEXP|6TLV|8DUR|9RCR
196	51315 42111	2	   	245.77	DCR|3VULN|1DMG|1TLV|1DUR	1LIT|2RPLT|38aVULN|4DMG|5LWND|6TLV|7DUR|9RCR
197	54221 13324	5	   	245.77	DCR|3VULN|1DMG|1TLV|1DUR	1LIT|256VULN|3CGEN|4DMG|7TLV|8RPLT|9DUR|aRCR
198	55326 21111	7	   	245.77	DCR|3VULN|1DMG|1DUR|1TLV	1LIT|2TLV|3BEXP|4DMG|58aVULN|6RPLT|7DUR|9RCR
199	55326 22111	6	   	245.77	DCR|3VULN|1DMG|1DUR|1TLV	1LIT|2TLV|3BEXP|4DMG|58aVULN|6RPLT|7DUR|9RCR
200	24521 33411	7	   	245.76	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1ERES|2TLV|3RMIN|469VULN|5ASPD|7CDMG|8DMG|aRCR
201	34421 33411	7	   	245.76	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1MLV|2TLV|369VULN|4ERES|5ASPD|7CDMG|8DMG|aRCR
202	21111 54261	4	   	245.76	DCR|3VULN|2DMG|1CDMG|1AART	19ERES|2CDMG|369VULN|4AART|5LEGI|7RPLT|89DMG|9BPWR|aRCR
203	51213 43411	5	   	245.67	DCR|3VULN|1DMG|1TLV|1DUR	1LIT|2RPLT|3DMG|47aVULN|5DUST|6TLV|8DUR|9RCR
204	51213 42111	5	   	245.67	DCR|3VULN|1DMG|1TLV|1DUR	1LIT|2RPLT|3DMG|48aVULN|5DUST|6TLV|7DUR|9RCR
205	51213 42162	5	   	245.67	DCR|3VULN|1DMG|1TLV|1DUR	1LIT|2RPLT|3DMG|489VULN|5DUST|6TLV|7DUR|aRCR
206	54322 42132	10	   	245.65	DCR|4VULN|1DUR|1CDMG	1LIT|2467VULN|3DUR|5DUST|8RCR|9FEWX|aCDMG
207	54326 22132	10	   	245.65	DCR|4VULN|1DUR|1CDMG	1LIT|2457VULN|3DUR|6DUST|8RCR|9FEWX|aCDMG
208	54326 32122	10	   	245.65	DCR|4VULN|1DUR|1CDMG	1LIT|2457VULN|3DUR|6FEWX|8RCR|9DUST|aCDMG
209	31121 21654	3	   	245.63	DCR|3VULN|2DUR|1TLV|1CDMG	1MLV|2CDMG|37aVULN|4CGEN|5TLV|68DUR|9RCR
210	31131 21654	4	   	245.63	DCR|3VULN|2DUR|1TLV|1CDMG	1MLV|2CDMG|37aVULN|4CGEN|5TLV|68DUR|9RCR
211	31165 21611	4	   	245.63	DCR|3VULN|2DUR|1TLV|1CDMG	1MLV|2CDMG|379VULN|4TLV|5ZMB|68DUR|aRCR
212	21361 13354	1	   	244.99	DCR|4VULN|2DMG	1ERES|27DMG|348aVULN|5TBNT|6BEXP|9RCR
213	22343 44133	4	   	244.99	DCR|4VULN|2DMG	123ERES|2aBPWR|4aDMG|568aVULN|7RCR|9BELT
214	53115 33132	1	   	244.57	DCR|3VULN|1DMG|2LIT|1CDMG|1ASPD	13LIT|237VULN|3BPWR|4MLV|5CDMG|6RCR|8RCVC|9DMG|aASPD
215	54115 33132	2	   	244.57	DCR|3VULN|1DMG|2LIT|1CDMG|1ASPD	13LIT|237VULN|3BPWR|4MLV|5CDMG|6RCR|8RCVC|9DMG|aASPD
216	53221 53335	1	   	244.51	DCR|3VULN|2DMG|1CDMG	1LIT|246VULN|3FEWX|5aDMG|7CDMG|8LWND|9RCR
217	53131 53236	1	   	244.47	DCR|3VULN|1DMG|2LIT|1CDMG|1ASPD	13LIT|236VULN|3BPWR|4FEWX|5DMG|7CDMG|8TBNT|9RCR|aASPD
218	53115 33611	1	   	244.34	DCR|3VULN|2DUR|2LIT|1CDMG	13LIT|237VULN|3BPWR|4MLV|5CDMG|6RCR|8aDUR|9CGEN
219	53125 33621	1	   	244.34	DCR|3VULN|2DUR|2LIT|1CDMG	13LIT|237VULN|3BPWR|4CGEN|5CDMG|6RCR|89DUR|aRMIN
220	41112 26116	6	   	244.20	DCR|3VULN|2DUR|1DMG	1aLHND|2ERES|3aDUR|4LIT|5DMG|6RPLT|78aVULN|9RCR|aBPWR
221	51212 33164	6	   	244.10	DCR|3VULN|2DUR|1DMG	1LIT|2RPLT|3DMG|469VULN|58DUR|7FEWX|aRCR
222	51321 43143	2	   	244.10	DCR|3VULN|2DUR|1DMG	1LIT|2RPLT|38aVULN|45DUR|6RCR|7LHND|9DMG
223	53433 11211	1	   	244.07	DCR|2VULN|3DUR|1DMG|1CDMG	1LIT|25VULN|3CDMG|468DUR|7RCR|9DMG|aZMB
224	53433 11213	1	   	244.07	DCR|2VULN|3DUR|1DMG|1CDMG	1LIT|25VULN|3CDMG|468DUR|7RCR|9DMG|aMLV
225	53433 11216	1	   	244.07	DCR|2VULN|3DUR|1DMG|1CDMG	1LIT|25VULN|3CDMG|468DUR|7RCR|9DMG|aBELT
226	53433 11241	1	   	244.07	DCR|2VULN|3DUR|1DMG|1CDMG	1LIT|25VULN|3CDMG|468DUR|7RCR|9RPLT|aDMG
227	54433 11211	2	   	244.07	DCR|2VULN|3DUR|1DMG|1CDMG	1LIT|25VULN|3CDMG|468DUR|7RCR|9DMG|aZMB
228	54433 11213	2	   	244.07	DCR|2VULN|3DUR|1DMG|1CDMG	1LIT|25VULN|3CDMG|468DUR|7RCR|9DMG|aMLV
229	51321 42163	2	   	244.01	DCR|3VULN|3DUR|2LIT	1aLIT|2RPLT|39aVULN|457DUR|6RCR|8aCGEN|aBPWR
230	53433 33632	1	   	244.00	DCR|3VULN|2DUR|2CDMG	1LIT|257VULN|3aCDMG|48DUR|6RMIN|9RCR
231	54321 33361	3	   	244.00	DCR|3VULN|2DUR|1DMG	1LIT|24aVULN|37DUR|5DMG|6ZMB|8RCR|9BBNT
232	54321 33361	4	   	244.00	DCR|3VULN|2DUR|1DMG	1LIT|24aVULN|37DUR|5DMG|6ZMB|8RCR|9BBNT
233	53433 11212	1	   	243.97	DCR|2VULN|3DUR|1DMG|1CDMG	1LIT|25VULN|3CDMG|468DUR|7RCR|9DMG|aERES
234	54433 11212	2	   	243.97	DCR|2VULN|3DUR|1DMG|1CDMG	1LIT|25VULN|3CDMG|468DUR|7RCR|9DMG|aERES
235	43334 33221	7	 * 	243.93	ACR|4VULN|2DMG|2DUR	129LHND|29BPWR|3RCR|45DUR|689aVULN|79DMG
236	43334 33421	8	   	243.93	ACR|4VULN|2DMG|2DUR	129LHND|29BPWR|3RCR|45DUR|689aVULN|79DMG
237	54311 31153	4	   	243.91	DCR|2VULN|2DUR|2CDMG|1DMG|2LIT	18LIT|2aVULN|38DUR|4DMSP|5DMG|6ZMB|78CDMG|8BPWR|9RCR
238	32422 25341	5	   	243.85	DCR|4VULN|1DMG|1TLV	12MLV|2BPWR|347aVULN|5DMG|6TLV|8LWND|9RCR
239	52232 23132	1	   	243.81	DCR|2VULN|2DUR|1DMG|2CDMG|2LIT	15LIT|2LWND|3aCDMG|45DUR|5BPWR|6DMG|78VULN|9RCR
240	32422 24241	8	   	243.75	DCR|4VULN|1DMG|1DUR	12MLV|2BPWR|347aVULN|5DMG|6DUR|8ERES|9RCR
241	54321 31152	3	   	243.66	DCR|2VULN|2DUR|2CDMG|1DMG|2LIT|1SELL	18LIT|24VULN|38DUR|5DMG|6ZMB|78CDMG|8BPWR|9RCR|aSELL
242	54321 31152	4	   	243.66	DCR|2VULN|2DUR|2CDMG|1DMG|2LIT|1SELL	18LIT|24VULN|38DUR|5DMG|6ZMB|78CDMG|8BPWR|9RCR|aSELL
243	22422 24341	8	   	243.65	DCR|4VULN|1DMG|1DUR	12ERES|2BPWR|347aVULN|5DMG|6DUR|8CGEN|9RCR
244	22422 24341	7	   	243.65	DCR|4VULN|1DMG|1DUR	12ERES|2BPWR|347aVULN|5DMG|6DUR|8MLV|9RCR
245	22422 25341	5	   	243.65	DCR|4VULN|1DMG|1TLV	12ERES|2BPWR|347aVULN|5DMG|6TLV|8LWND|9RCR
246	31365 25121	1	   	243.51	DCR|4VULN|1DMG|1TLV|1SELL	1MLV|2DMG|3457VULN|6TLV|8SELL|9DUST|aRCR
247	51612 11214	1	   	243.41	DCR|2VULN|1DMG|1DUR|1TLV|1CDMG|1ASPD	1LIT|2ASPD|3DUST|45VULN|6TLV|7CDMG|8DUR|9DMG|aRCR
248	51612 13314	1	   	243.41	DCR|2VULN|1DMG|1DUR|1TLV|1CDMG|1ASPD	1LIT|2ASPD|3DUST|45VULN|6TLV|7DUR|8CDMG|9DMG|aRCR
249	53153 14322	1	   	243.36	DCR|3VULN|1TLV|1DUR|2LIT|1ASPD	13LIT|235VULN|3BPWR|4RPLT|6DUR|7BEXP|8ASPD|9TLV|aRCR
250	53153 15322	1	   	243.36	DCR|3VULN|1TLV|1DUR|2LIT|1ASPD	13LIT|235VULN|3BPWR|4RPLT|6DUR|7LHND|8ASPD|9TLV|aRCR
251	53153 16322	1	   	243.36	DCR|3VULN|1TLV|1DUR|2LIT|1ASPD	13LIT|235VULN|3BPWR|4RPLT|6DUR|7ASPD|8LHND|9TLV|aRCR
252	34432 42111	9	   	243.26	DCR|3VULN|1TLV|1DUR|2LIT|1ASPD	1MLV|2TLV|367VULN|4DUR|59LIT|8RCR|aASPD
253	53433 21133	1	   	243.17	DCR|3VULN|1DMG|1DUR|1CDMG	1LIT|258VULN|3CDMG|4DUR|6DMG|7LHND|9RCR|aFEWX
254	53433 21134	1	   	243.17	DCR|3VULN|1DMG|1DUR|1CDMG	1LIT|258VULN|3CDMG|4DUR|6DMG|7LHND|9RCR|aZMB
255	53433 23333	1	   	243.17	DCR|3VULN|1DMG|1DUR|1CDMG	1LIT|257VULN|3CDMG|4DUR|6DMG|8LWND|9RCR|aFEWX
256	53433 23334	1	   	243.17	DCR|3VULN|1DMG|1DUR|1CDMG	1LIT|257VULN|3CDMG|4DUR|6DMG|8LWND|9RCR|aZMB
257	53433 26133	1	   	243.17	DCR|3VULN|1DMG|1DUR|1CDMG	1LIT|258VULN|3CDMG|4DUR|6DMG|7FEWX|9RCR|aBELT
258	54433 21133	2	   	243.17	DCR|3VULN|1DMG|1DUR|1CDMG	1LIT|258VULN|3CDMG|4DUR|6DMG|7LHND|9RCR|aFEWX
259	54433 23333	2	   	243.17	DCR|3VULN|1DMG|1DUR|1CDMG	1LIT|257VULN|3CDMG|4DUR|6DMG|8LWND|9RCR|aFEWX
260	51211 15353	10	   	243.17	DCR|3VULN|1DMG|1TLV|1CDMG	1LIT|2RPLT|3DMG|489VULN|5CDMG|6BEXP|7TLV|aRCR
261	51211 32513	10	   	243.17	DCR|3VULN|1DMG|1TLV|1CDMG	1LIT|2RPLT|3DMG|467VULN|5CDMG|8TLV|9FEWX|aRCR
262	51211 32533	10	   	243.17	DCR|3VULN|1DMG|1TLV|1CDMG	1LIT|2RPLT|3DMG|467VULN|5CDMG|8TLV|9LHND|aRCR
263	51211 32553	10	   	243.17	DCR|3VULN|1DMG|1TLV|1CDMG	1LIT|2RPLT|3DMG|467VULN|5CDMG|8TLV|9BEXP|aRCR
264	53221 53633	1	   	243.17	DCR|3VULN|1DMG|1DUR|1CDMG	1LIT|246VULN|3FEWX|5DMG|7CDMG|8DUR|9RCR|aBELT
265	53433 31135	1	   	243.17	DCR|3VULN|1DMG|1DUR|1CDMG	1LIT|258VULN|3CDMG|4DUR|6RMIN|7LHND|9RCR|aDMG
266	53433 33335	1	   	243.17	DCR|3VULN|1DMG|1DUR|1CDMG	1LIT|257VULN|3CDMG|4DUR|6RMIN|8LWND|9RCR|aDMG
267	44233 33143	1	   	243.17	DCR|3VULN|1DMG|1DUR|1CDMG	1LHND|2LIT|3CDMG|4DUR|5BEXP|68aVULN|7RCR|9DMG
268	52233 33143	1	   	243.17	DCR|3VULN|1DMG|1DUR|1CDMG	1LIT|2LWND|3CDMG|4DUR|5BEXP|68aVULN|7RCR|9DMG
269	54233 33143	1	   	243.17	DCR|3VULN|1DMG|1DUR|1CDMG	1LIT|2LHND|3CDMG|4DUR|5BEXP|68aVULN|7RCR|9DMG
270	54326 32121	8	   	243.10	DCR|4VULN|1DUR|1ASPD	1LIT|2457VULN|3DUR|6FEWX|8RCR|9DMSP|aASPD
271	51226 42211	4	   	243.10	DCR|2VULN|2DMG|1TLV|1DUR|2LIT	14LIT|2RPLT|34DMG|4BPWR|5DUR|6aVULN|7TLV|8BEXP|9RCR
272	51226 52111	4	   	243.10	DCR|2VULN|2DMG|1TLV|1DUR|2LIT	14LIT|2RPLT|34DMG|4BPWR|5DUR|6FEWX|7TLV|8aVULN|9RCR
273	51221 53124	6	   	243.10	DCR|2VULN|2DMG|1TLV|1DUR|2LIT	14LIT|2RPLT|34DMG|4BPWR|5CGEN|6TLV|78VULN|9DUR|aRCR
274	51222 42411	4	   	243.10	DCR|2VULN|2DMG|1TLV|1DUR|2LIT	14LIT|2RPLT|34DMG|4BPWR|5LHND|6aVULN|7TLV|8DUR|9RCR
275	53433 22112	1	   	243.07	DCR|3VULN|1DMG|1DUR|1CDMG	1LIT|258VULN|3CDMG|4DUR|6DMG|7TBNT|9BEXP|aRCR
276	53433 22132	1	   	243.07	DCR|3VULN|1DMG|1DUR|1CDMG	1LIT|258VULN|3CDMG|4DUR|6DMG|7TBNT|9RCR|aRMIN
277	53433 22133	1	   	243.07	DCR|3VULN|1DMG|1DUR|1CDMG	1LIT|258VULN|3CDMG|4DUR|6DMG|7TBNT|9RCR|aRPLT
278	53433 22252	1	   	243.07	DCR|3VULN|1DMG|1DUR|1CDMG	1LIT|259VULN|3CDMG|4DUR|6DMG|7TBNT|8FEWX|aRCR
279	53433 22352	1	   	243.07	DCR|3VULN|1DMG|1DUR|1CDMG	1LIT|259VULN|3CDMG|4DUR|6DMG|7TBNT|8LWND|aRCR
280	53433 23212	1	   	243.07	DCR|3VULN|1DMG|1DUR|1CDMG	1LIT|257VULN|3CDMG|4DUR|6DMG|8TBNT|9BEXP|aRCR
281	53433 23232	1	   	243.07	DCR|3VULN|1DMG|1DUR|1CDMG	1LIT|257VULN|3CDMG|4DUR|6DMG|8TBNT|9RCR|aRMIN
282	53433 23233	1	   	243.07	DCR|3VULN|1DMG|1DUR|1CDMG	1LIT|257VULN|3CDMG|4DUR|6DMG|8TBNT|9RCR|aRPLT
283	54433 22112	2	   	243.07	DCR|3VULN|1DMG|1DUR|1CDMG	1LIT|258VULN|3CDMG|4DUR|6DMG|7TBNT|9BEXP|aRCR
284	54433 22132	2	   	243.07	DCR|3VULN|1DMG|1DUR|1CDMG	1LIT|258VULN|3CDMG|4DUR|6DMG|7TBNT|9RCR|aRMIN
285	54433 22133	2	   	243.07	DCR|3VULN|1DMG|1DUR|1CDMG	1LIT|258VULN|3CDMG|4DUR|6DMG|7TBNT|9RCR|aRPLT
286	54433 23212	2	   	243.07	DCR|3VULN|1DMG|1DUR|1CDMG	1LIT|257VULN|3CDMG|4DUR|6DMG|8TBNT|9BEXP|aRCR
287	54433 23232	2	   	243.07	DCR|3VULN|1DMG|1DUR|1CDMG	1LIT|257VULN|3CDMG|4DUR|6DMG|8TBNT|9RCR|aRMIN
288	54433 23233	2	   	243.07	DCR|3VULN|1DMG|1DUR|1CDMG	1LIT|257VULN|3CDMG|4DUR|6DMG|8TBNT|9RCR|aRPLT
289	53221 53234	1	   	243.07	DCR|3VULN|1DMG|1DUR|1CDMG	1LIT|246VULN|3FEWX|5DMG|7CDMG|8TBNT|9RCR|aDUR
290	53221 53242	1	   	243.07	DCR|3VULN|1DMG|1DUR|1CDMG	1LIT|246VULN|3FEWX|5DMG|7CDMG|8TBNT|9DUR|aRCR
291	42621 33143	2	   	243.07	DCR|3VULN|1DMG|1DUR|1CDMG	1LHND|2DUST|3CDMG|4DUR|5LIT|68aVULN|7RCR|9DMG
292	42621 33143	1	   	243.07	DCR|3VULN|1DMG|1DUR|1CDMG	1LHND|2DUST|3CDMG|4DUR|5LIT|68aVULN|7RCR|9DMG
293	54322 42131	8	   	243.00	DCR|4VULN|1DUR|1ASPD	1LIT|2467VULN|3DUR|5DUST|8RCR|9RCVC|aASPD
294	54322 42133	10	   	243.00	DCR|4VULN|1DUR|1ASPD	1LIT|2467VULN|3DUR|5DUST|8RCR|9FEWX|aASPD
295	54326 22131	8	   	243.00	DCR|4VULN|1DUR|1ASPD	1LIT|2457VULN|3DUR|6DUST|8RCR|9RCVC|aASPD
296	54326 22133	10	   	243.00	DCR|4VULN|1DUR|1ASPD	1LIT|2457VULN|3DUR|6DUST|8RCR|9FEWX|aASPD
297	54326 32123	10	   	243.00	DCR|4VULN|1DUR|1ASPD	1LIT|2457VULN|3DUR|6FEWX|8RCR|9DUST|aASPD
298	53433 22125	1	   	242.97	DCR|3VULN|1DMG|1DUR|1CDMG	1LIT|258VULN|3CDMG|4DUR|6DMG|7TBNT|9BBNT|aRCR
299	53433 23225	1	   	242.97	DCR|3VULN|1DMG|1DUR|1CDMG	1LIT|257VULN|3CDMG|4DUR|6DMG|8TBNT|9BBNT|aRCR
300	21162 12764	4	   	242.97	DCR|3VULN|1DMG|1DUR|1CDMG	1ERES|2CDMG|389VULN|4DMG|5LIT|6DUR|7MBVNT|aRCR
301	21252 12764	1	   	242.97	DCR|3VULN|1DMG|1DUR|1CDMG	1ERES|2DMG|3CDMG|489VULN|5LIT|6DUR|7MBVNT|aRCR
302	53221 24132	1	   	242.92	DCR|3VULN|1DMG|1DUR|1CDMG|1SELL	1LIT|248VULN|3FEWX|5DMG|6DUR|7SELL|9RCR|aCDMG
303	53242 24132	1	   	242.92	DCR|3VULN|1DMG|1DUR|1CDMG|1SELL	1LIT|258VULN|3FEWX|4DMG|6DUR|7SELL|9RCR|aCDMG
304	53321 64132	1	   	242.92	DCR|3VULN|1DMG|1DUR|1CDMG|1SELL	1LIT|248VULN|3LHND|5DMG|6DUR|7SELL|9RCR|aCDMG
305	53521 24132	1	   	242.92	DCR|3VULN|1DMG|1DUR|1CDMG|1SELL	1LIT|248VULN|3BEXP|5DMG|6DUR|7SELL|9RCR|aCDMG
306	54221 24132	2	   	242.92	DCR|3VULN|1DMG|1DUR|1CDMG|1SELL	1LIT|248VULN|3FEWX|5DMG|6DUR|7SELL|9RCR|aCDMG
307	54321 22214	10	   	242.90	DCR|4VULN|1DUR|1ASPD	1LIT|2469VULN|3DUR|57ERES|8ASPD|aRCR
308	54322 42111	8	   	242.90	DCR|4VULN|1DUR|1ASPD	1LIT|2467VULN|3DUR|59DUST|8RCR|aASPD
309	54322 42121	9	   	242.90	DCR|4VULN|1DUR|1ASPD	1LIT|2467VULN|3DUR|59DUST|8RCR|aASPD
310	54326 22111	8	   	242.90	DCR|4VULN|1DUR|1ASPD	1LIT|2457VULN|3DUR|69DUST|8RCR|aASPD
311	54326 22121	9	   	242.90	DCR|4VULN|1DUR|1ASPD	1LIT|2457VULN|3DUR|69DUST|8RCR|aASPD
312	54532 11212	7	   	242.82	DCR|3VULN|1DMG|1DUR|1CDMG|1SELL	1LIT|257VULN|3SELL|4DUST|6RCR|8DUR|9DMG|aCDMG
313	54532 31212	6	   	242.82	DCR|3VULN|1DMG|1DUR|1CDMG|1SELL	1LIT|256VULN|3SELL|4DUST|7RCR|8DUR|9DMG|aCDMG
314	53131 36122	1	   	242.51	DCR|3VULN|2DMG|3LIT	139LIT|237VULN|3BPWR|4FEWX|56DMG|8LHND|aRCR
315	54131 36122	2	   	242.51	DCR|3VULN|2DMG|3LIT	139LIT|237VULN|3BPWR|4FEWX|56DMG|8LHND|aRCR
316	53161 33353	1	   	242.50	DCR|2VULN|2DUR|3LIT|1DMG|1CDMG	139LIT|23VULN|3BPWR|47DUR|5DMG|6ZMB|8RCR|aCDMG
317	53143 43331	1	   	242.46	DCR|4VULN|1DMG|2LIT	13LIT|2358VULN|3BPWR|4DMG|6MLV|7TBNT|9RCR|aLHND
318	53143 63331	1	   	242.46	DCR|4VULN|1DMG|2LIT	13LIT|2358VULN|3BPWR|4DMG|6BBNT|7MLV|9RCR|aLHND
