0	Index      	Bounty	 *	Score 	Summary	Detail	
1	31514 51311	2	 * 	283.88	ACR|3VULN|3DMG|3DUR|3LIT|1CDMG	138LIT|28aVULN|4RCR|5CDMG|69aDMG|78aDUR|8aBPWR
173	52123 54223	1	   	257.54	DCR|2VULN|2DMG|2DUR|2TLV|1ASPD	19DUR|2RMIN|34TLV|59VULN|69DMG|7TBNT|8RCR|9BPWR|aASPD
174	31432 32461	3	 * 	257.37	DCR|3VULN|2DMG|3TLV|2LIT	1aLIT|24aVULN|368TLV|5aDMG|7RCR|9MBVNT|aBPWR
175	25332 25326	4	   	257.23	DCR|3VULN|3DUR|1DMG	1DUST|239DUR|4LIT|57aVULN|6DMG|8RCR
176	25332 25343	4	   	257.23	DCR|3VULN|3DUR|1DMG	1DUST|23aDUR|4LIT|579VULN|6DMG|8RCR
177	53332 25326	4	   	257.23	DCR|3VULN|3DUR|1DMG	139DUR|2DUST|4LIT|57aVULN|6DMG|8RCR
178	53332 25343	4	   	257.23	DCR|3VULN|3DUR|1DMG	13aDUR|2DUST|4LIT|579VULN|6DMG|8RCR
179	51262 32622	4	   	256.74	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	15DUR|2LWND|3LHND|458VULN|5BPWR|6RCR|7ASPD|9TLV|aCDMG
180	33622 53316	4	   	256.46	DCR|3VULN|2DMG|3LIT|1CDMG	178LIT|2CDMG|378LHND|4LWND|59DMG|678VULN|78BPWR|aRCR
181	33622 53316	3	   	256.46	DCR|3VULN|2DMG|3LIT|1CDMG	178LIT|2CDMG|378LHND|4LWND|59DMG|678VULN|78BPWR|aRCR
182	36122 53316	1	   	256.46	DCR|3VULN|2DMG|3LIT|1CDMG	178LIT|2LWND|378LHND|4CDMG|59DMG|678VULN|78BPWR|aRCR
183	15441 31113	5	   	256.44	DCR|4VULN|2DUR|1AART	1LWND|24DUR|3478VULN|4BPWR|5FEWX|6RCR|9AART|aLIT
184	15443 31113	5	   	256.44	DCR|4VULN|2DUR|1AART	1LWND|24DUR|3478VULN|4BPWR|5LHND|6RCR|9AART|aLIT
185	51262 31113	4	   	256.44	DCR|4VULN|2DUR|1AART	15DUR|2LWND|3LHND|4578VULN|5BPWR|6RCR|9AART|aLIT
186	31122 53316	1	   	256.36	DCR|3VULN|2DMG|3LIT|1CDMG	178LIT|2DUST|378LHND|4CDMG|59DMG|678VULN|78BPWR|aRCR
187	25443 31113	5	   	256.34	DCR|4VULN|2DUR|1AART	1DUST|24DUR|3478VULN|4BPWR|5LHND|6RCR|9AART|aLIT
188	66341 31113	5	   	256.34	DCR|4VULN|2DUR|1AART	1LEGI|2478VULN|34DUR|4BPWR|5FEWX|6RCR|9AART|aLIT
189	66343 31113	5	   	256.34	DCR|4VULN|2DUR|1AART	1LEGI|2478VULN|34DUR|4BPWR|5LHND|6RCR|9AART|aLIT
190	31122 26326	2	   	256.26	DCR|3VULN|2DMG|3LIT|1CDMG	16aLIT|27aVULN|3LHND|4CDMG|5aDMG|8RCR|9RPLT|aBPWR
191	31222 26326	3	   	256.26	DCR|3VULN|2DMG|3LIT|1CDMG	16aLIT|27aVULN|3LWND|4CDMG|5aDMG|8RCR|9RPLT|aBPWR
192	31242 26326	4	   	256.26	DCR|3VULN|2DMG|3LIT|1CDMG	16aLIT|27aVULN|3LWND|4CDMG|5aDMG|8RCR|9RPLT|aBPWR
193	31322 26326	3	   	256.26	DCR|3VULN|2DMG|3LIT|1CDMG	16aLIT|27aVULN|3BEXP|4CDMG|5aDMG|8RCR|9RPLT|aBPWR
194	31342 26326	4	   	256.26	DCR|3VULN|2DMG|3LIT|1CDMG	16aLIT|27aVULN|3BEXP|4CDMG|5aDMG|8RCR|9RPLT|aBPWR
195	31134 42321	10	   	256.23	DCR|3VULN|1DMG|2CDMG|1TLV|2LIT	19LIT|259VULN|34CGEN|6DMG|79CDMG|8RCR|9BPWR|aTLV
196	31134 42324	9	   	256.23	DCR|3VULN|1DMG|2CDMG|1TLV|2LIT	19LIT|259VULN|34CGEN|6DMG|79CDMG|8RCR|9BPWR|aTLV
197	31432 52423	3	   	255.87	DCR|4VULN|2TLV|1DMG	1LIT|246aVULN|38TLV|5DMG|7RCR|9ZMB
198	33522 53431	3	   	255.83	DCR|2VULN|3DUR|3LIT|1DMG|1CDMG	179LIT|2CDMG|37aDUR|4LWND|5DMG|67VULN|7BPWR|8RCR
199	33522 53431	4	   	255.83	DCR|2VULN|3DUR|3LIT|1DMG|1CDMG	179LIT|2CDMG|37aDUR|4LWND|5DMG|67VULN|7BPWR|8RCR
200	33532 53431	3	   	255.83	DCR|2VULN|3DUR|3LIT|1DMG|1CDMG	179LIT|2CDMG|37aDUR|4LHND|5DMG|67VULN|7BPWR|8RCR
201	52222 53431	2	   	255.83	DCR|2VULN|3DUR|3LIT|1DMG|1CDMG	17aDUR|2CDMG|379LIT|4LWND|5DMG|67VULN|7BPWR|8RCR
202	52232 53431	2	   	255.83	DCR|2VULN|3DUR|3LIT|1DMG|1CDMG	17aDUR|2CDMG|379LIT|4LHND|5DMG|67VULN|7BPWR|8RCR
203	33156 23335	8	   	255.76	DCR|3VULN|2DUR|3LIT|2CDMG	189LIT|26CDMG|3RCVC|49aVULN|59DUR|7RCR|9BPWR
204	33256 23335	8	   	255.76	DCR|3VULN|2DUR|3LIT|2CDMG	189LIT|26CDMG|3DMSP|49aVULN|59DUR|7RCR|9BPWR
205	33554 23332	8	   	255.76	DCR|3VULN|2DUR|3LIT|2CDMG	189LIT|26CDMG|39DUR|459VULN|7RCR|9BPWR|aCGEN
206	33554 23333	8	   	255.76	DCR|3VULN|2DUR|3LIT|2CDMG	189LIT|26CDMG|39DUR|459VULN|7RCR|9BPWR|aBEXP
207	31162 52623	3	   	255.55	DCR|5VULN|1DMG	1LIT|2468aVULN|34CGEN|4BPWR|5DMG|7RCR|9ZMB
208	31162 52632	3	   	255.55	DCR|5VULN|1DMG	1LIT|2468aVULN|349CGEN|4BPWR|5DMG|7RCR
209	31362 52623	2	   	255.55	DCR|5VULN|1DMG	1LIT|2468aVULN|34CGEN|4BPWR|5DMG|7RCR|9ZMB
210	31362 52632	2	   	255.55	DCR|5VULN|1DMG	1LIT|2468aVULN|349CGEN|4BPWR|5DMG|7RCR
211	31132 52623	3	   	255.45	DCR|5VULN|1DMG	1LIT|2468aVULN|3CGEN|5DMG|7RCR|9ZMB
212	31132 52632	3	   	255.45	DCR|5VULN|1DMG	1LIT|2468aVULN|39CGEN|5DMG|7RCR
213	31152 52623	4	   	255.45	DCR|5VULN|1DMG	1LIT|2568aVULN|3CGEN|4DMG|7RCR|9ZMB
214	31152 52632	4	   	255.45	DCR|5VULN|1DMG	1LIT|2568aVULN|39CGEN|4DMG|7RCR
215	31332 52623	2	   	255.45	DCR|5VULN|1DMG	1LIT|2468aVULN|3CGEN|5DMG|7RCR|9ZMB
216	31332 52632	2	   	255.45	DCR|5VULN|1DMG	1LIT|2468aVULN|39CGEN|5DMG|7RCR
217	31632 52623	2	   	255.45	DCR|5VULN|1DMG	1LIT|2368aVULN|4CGEN|5DMG|7RCR|9ZMB
218	31632 52632	2	   	255.45	DCR|5VULN|1DMG	1LIT|2368aVULN|49CGEN|5DMG|7RCR
219	31622 52623	2	   	255.35	DCR|5VULN|1DMG	1LIT|2368aVULN|4ERES|5DMG|7RCR|9ZMB
220	52361 34121	5	 * 	255.26	DCR|3VULN|3DUR|3CDMG	178DUR|268CDMG|3ZMB|4CGEN|568VULN|68BPWR|9RCR|aLHND
221	52361 34122	5	   	255.26	DCR|3VULN|3DUR|3CDMG	178DUR|268CDMG|3ZMB|4CGEN|568VULN|68BPWR|9RCR|aLWND
222	52361 34123	5	   	255.16	DCR|3VULN|3DUR|3CDMG	178DUR|268CDMG|3ZMB|4CGEN|568VULN|68BPWR|9RCR|aTBNT
223	31322 66326	4	   	255.10	DCR|3VULN|2DUR|1DMG|1ASPD	1LIT|245VULN|3BEXP|69DUR|7ASPD|8RCR|aDMG
224	23221 41224	7	   	254.85	DCR|3VULN|2DMG|1TLV|1DUR	124DUST|357VULN|67DMG|7BPWR|8RCR|9TLV|aDUR
225	23243 41224	7	   	254.85	DCR|3VULN|2DMG|1TLV|1DUR	125DUST|347VULN|67DMG|7BPWR|8RCR|9TLV|aDUR
226	31614 51311	2	 * 	254.85	ACR|4VULN|2DUR|1DMG|2LIT|1CDMG	18LIT|2389VULN|4RCR|5CDMG|6DMG|78DUR|8BPWR|aBEXP
227	31614 51312	2	   	254.85	ACR|4VULN|2DUR|1DMG|2LIT|1CDMG	18LIT|2389VULN|4RCR|5CDMG|6DMG|78DUR|8BPWR|aBELT
228	31614 51313	2	   	254.85	ACR|4VULN|2DUR|1DMG|2LIT|1CDMG	18LIT|2389VULN|4RCR|5CDMG|6DMG|78DUR|8BPWR|aLWND
229	31451 32343	5	 * 	254.66	DCR|2VULN|2DUR|2ASPD|1DMG|1TLV	1LIT|29VULN|3TLV|4DMG|57ASPD|6aDUR|8RCR
230	31451 23423	5	   	254.11	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD|1AART	1LIT|2aVULN|3TLV|4DMG|5ASPD|6AART|7RCR|89DUR
231	31451 31363	5	   	254.11	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD|1AART	1LIT|2aVULN|3TLV|4DMG|5ASPD|67DUR|8RCR|9AART
232	31123 66322	10	 * 	254.01	DCR|4VULN|3CDMG|3LIT	179LIT|279aVULN|3aCGEN|4aZMB|5RCVC|679CDMG|79aBPWR|8RCR
233	33156 53222	10	   	253.94	DCR|3VULN|2DUR|1TLV|1CDMG	1LIT|2CDMG|3RCVC|46aVULN|59DUR|7RCR|8TLV
234	33256 53222	10	   	253.94	DCR|3VULN|2DUR|1TLV|1CDMG	1LIT|2CDMG|3DMSP|46aVULN|59DUR|7RCR|8TLV
