0	Index      	Bounty	 *	Score 	Summary	Detail	
1	46232 26313	8	 * 	280.21	DCR|5VULN|2TLV|2ASPD|1DUR	12678VULN|3MLV|48TLV|58ASPD|8BPWR|9RCR|aDUR
163	46111 23531	7	   	254.03	DCR|4VULN|2TLV|1DUR	129aVULN|3RMIN|49LHND|5LIT|6DUR|79TLV|8RCR|9BPWR
164	41521 21335	10	   	253.79	DCR|2VULN|2DMG|2DUR|1TLV|1AART	19VULN|2MLV|39DUR|4FEWX|5AART|6BEXP|7RCR|89DMG|9BPWR|aTLV
165	44521 21332	10	   	253.79	DCR|2VULN|2DMG|2DUR|1TLV|1AART	19VULN|2CGEN|39DUR|4FEWX|5AART|6BEXP|7RCR|89DMG|9BPWR|aTLV
166	41543 21312	5	   	253.79	DCR|2VULN|2DMG|2DUR|1TLV|1AART	19VULN|24MLV|39DUR|5AART|6LHND|7TLV|89DMG|9BPWR|aRCR
167	53321 61533	10	   	253.69	DCR|2VULN|2DMG|2DUR|1TLV|1NUKE|1AART	1NUKE|29VULN|3TLV|4AART|59DUR|69DMG|7RPLT|8RCVC|9BPWR|aRCR
168	42333 33441	4	   	253.69	DCR|4VULN|1TLV|2ASPD|1DUR	1479VULN|29ASPD|3TLV|5DUR|69ZMB|8TBNT|9BPWR|aRCR
169	42434 21223	10	   	253.36	DCR|5VULN|3ASPD|1DUR	14567VULN|256ASPD|3RMIN|56BPWR|8CGEN|9RCR|aDUR
170	42523 15222	6	   	253.11	DCR|2VULN|3DUR|2DMG|1CDMG	17VULN|2ASPD|37aDUR|4FEWX|5CDMG|67DMG|7BPWR|8RCR|9BEXP
171	55323 15213	6	   	253.01	DCR|2VULN|3DUR|2DMG|1CDMG|1NUKE	1NUKE|27aDUR|37VULN|4FEWX|5CDMG|67DMG|7BPWR|8RCR|9LIT
172	53523 15213	6	   	253.01	DCR|2VULN|3DUR|2DMG|1CDMG|1NUKE	1NUKE|27VULN|37aDUR|4FEWX|5CDMG|67DMG|7BPWR|8RCR|9LIT
173	53332 41251	7	   	252.84	DCR|3VULN|2TLV|2CDMG|1DUR|1NUKE	1NUKE|249VULN|39TLV|5ASPD|6DUR|79CDMG|8RCR|9BPWR|aMLV
174	53332 41252	7	   	252.84	DCR|3VULN|2TLV|2CDMG|1DUR|1NUKE	1NUKE|249VULN|39TLV|5ASPD|6DUR|79CDMG|8RCR|9BPWR|aRCVC
175	53332 31255	7	   	252.84	DCR|3VULN|2TLV|2CDMG|1DUR|1NUKE	1NUKE|249VULN|39TLV|5ASPD|6LHND|79CDMG|8RCR|9BPWR|aDUR
176	53334 62211	10	   	252.84	DCR|3VULN|2TLV|1DMG|1DUR|1NUKE	1NUKE|245VULN|35TLV|5BPWR|6DMG|7RCVC|8ASPD|9RCR|aDUR
177	43551 13313	6	 * 	252.80	DCR|4VULN|2DMG|2CDMG	189aVULN|2RPLT|3RMIN|4LHND|5aDMG|6aCDMG|7RCR|aBPWR
178	53332 41253	7	   	252.74	DCR|3VULN|2TLV|2CDMG|1DUR|1NUKE	1NUKE|249VULN|39TLV|5ASPD|6DUR|79CDMG|8RCR|9BPWR|aDUST
179	46211 53222	10	   	252.71	DCR|3VULN|3DUR|1TLV	129VULN|3MLV|49LHND|5LIT|6RCR|7TLV|89aDUR|9BPWR
180	53334 13114	9	   	252.70	DCR|3VULN|2TLV|2DUR|1CDMG|1NUKE	1NUKE|245VULN|35TLV|5BPWR|6RPLT|7CDMG|89DUR|aRCR
181	53334 13611	9	   	252.70	DCR|3VULN|2TLV|2DUR|1CDMG|1NUKE	1NUKE|245VULN|35TLV|5BPWR|6RPLT|7CDMG|8RCR|9aDUR
182	53333 14261	6	   	252.61	DCR|3VULN|3DUR|1TLV|1NUKE	1NUKE|247VULN|3TLV|57aDUR|67BEXP|7BPWR|8ASPD|9RCR
183	53333 24261	6	   	252.61	DCR|3VULN|3DUR|1TLV|1NUKE	1NUKE|247VULN|3TLV|57aDUR|67FEWX|7BPWR|8ASPD|9RCR
184	53334 13631	9	   	252.58	DCR|4VULN|2TLV|1CDMG|1NUKE|1AART	1NUKE|2459VULN|35TLV|5BPWR|6RPLT|7CDMG|8RCR|aAART
185	41531 24132	6	   	252.51	DCR|3VULN|3DUR|1TLV	178VULN|2MLV|346DUR|5LIT|9TLV|aRCR
186	16234 21531	6	   	252.50	DCR|4VULN|1TLV|1DUR|2LIT	19BEXP|269aVULN|3RMIN|4DUR|5TLV|79LIT|8RCR|9BPWR
187	34231 21321	6	   	252.48	DCR|2VULN|2DMG|2TLV|1DUR|2LIT	1CGEN|29TLV|3MLV|4aVULN|59LIT|6DUR|79DMG|8RCR|9BPWR
188	33231 23321	7	   	252.48	DCR|2VULN|2DMG|2TLV|1DUR|2LIT	1CGEN|29DMG|3MLV|4aVULN|59LIT|6DUR|79TLV|8RCR|9BPWR
189	33231 24321	6	   	252.48	DCR|2VULN|2DMG|2TLV|1DUR|2LIT	1CGEN|29DMG|3MLV|4aVULN|59LIT|6DUR|79TLV|8RCR|9BPWR
190	65511 31321	6	   	252.44	DCR|2VULN|2DMG|2DUR|1TLV	1LIT|29MLV|3aVULN|4CGEN|59DUR|6TLV|79DMG|8RCR|9BPWR
191	65531 11321	6	   	252.44	DCR|2VULN|2DMG|2DUR|1TLV	1LIT|29MLV|3aVULN|4TLV|59DUR|6CGEN|79DMG|8RCR|9BPWR
192	65531 21321	5	   	252.44	DCR|2VULN|2DMG|2DUR|1TLV	1LIT|29MLV|3aVULN|4TLV|59DUR|6CGEN|79DMG|8RCR|9BPWR
193	53333 14261	5	   	252.41	DCR|3VULN|3DUR|1TLV|1NUKE	1NUKE|247VULN|3TLV|57aDUR|67DUST|7BPWR|8ASPD|9RCR
194	53333 14261	4	   	252.41	DCR|3VULN|3DUR|1TLV|1NUKE	1NUKE|247VULN|3TLV|57aDUR|67DUST|7BPWR|8ASPD|9RCR
195	53333 52152	9	   	252.41	DCR|3VULN|3DUR|1TLV|1NUKE	1NUKE|247VULN|3TLV|568DUR|9LIT|aRCR
196	33135 31321	2	   	252.38	DCR|2VULN|2DMG|2TLV|1DUR|2LIT	1CGEN|29DMG|3aVULN|4DUR|59TLV|6ERES|79LIT|8RCR|9BPWR
197	65531 31321	5	   	252.34	DCR|2VULN|2DMG|2DUR|1TLV	1LIT|29MLV|3aVULN|4TLV|59DUR|6ERES|79DMG|8RCR|9BPWR
198	12334 52261	8	   	252.34	DCR|2VULN|2DMG|2DUR|1TLV	1BEXP|2ASPD|39VULN|49DUR|5TLV|69DMG|7DUST|8LWND|9BPWR|aRCR
199	41521 21332	9	   	252.28	DCR|3VULN|2DMG|2DUR|1AART	19aVULN|2MLV|39DUR|4FEWX|5AART|6BEXP|7RCR|89DMG|9BPWR
200	44521 21332	9	   	252.28	DCR|3VULN|2DMG|2DUR|1AART	19aVULN|2CGEN|39DUR|4FEWX|5AART|6BEXP|7RCR|89DMG|9BPWR
201	53135 14311	2	   	252.28	DCR|3VULN|3DUR|2TLV|1NUKE	1NUKE|278VULN|35TLV|478DUR|678DUST|78BPWR|9CGEN|aRCR
202	53335 14311	3	   	252.28	DCR|3VULN|3DUR|2TLV|1NUKE	1NUKE|278VULN|35TLV|478DUR|678DUST|78BPWR|9CGEN|aRCR
203	46233 31513	4	   	252.28	DCR|3VULN|3DUR|2TLV|1NUKE	128VULN|3MLV|48TLV|58aDUR|6NUKE|7BBNT|8BPWR|9RCR
204	46233 31513	5	   	252.28	DCR|3VULN|3DUR|2TLV|1NUKE	128VULN|3MLV|48TLV|58aDUR|6NUKE|7BBNT|8BPWR|9RCR
205	53333 33441	5	   	252.02	DCR|4VULN|2DUR|1TLV|1NUKE	1NUKE|2479VULN|3TLV|59DUR|69ZMB|8TBNT|9BPWR|aRCR
206	53333 33441	4	   	252.02	DCR|4VULN|2DUR|1TLV|1NUKE	1NUKE|2479VULN|3TLV|59DUR|69ZMB|8TBNT|9BPWR|aRCR
207	63125 62112	10	   	251.96	DCR|3VULN|3DMG|2LIT|1AART	1aLIT|2AART|3LHND|49aDMG|58aVULN|6RPLT|7RCR|aBPWR
208	12333 15163	6	   	251.50	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	17BEXP|2ASPD|37VULN|4DUR|5CDMG|67DMG|7BPWR|8FEWX|9TLV|aRCR
209	12333 15662	6	   	251.50	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	17BEXP|2ASPD|37VULN|4DUR|5CDMG|67DMG|7BPWR|8LWND|9TLV|aRCR
210	12333 55163	5	   	251.50	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	17BEXP|2ASPD|37VULN|4DUR|5CDMG|67DMG|7BPWR|8FEWX|9TLV|aRCR
211	26328 24531	3	   	251.44	DCR|3VULN|2DMG|1TLV|1CDMG	18FEWX|258VULN|3MBVNT|48DMG|6RCR|7BBNT|8BPWR|9TLV|aCDMG
212	53334 13631	10	   	251.23	DCR|4VULN|2TLV|1CDMG|1NUKE	1NUKE|2459VULN|35TLV|5BPWR|6RPLT|7CDMG|8RCR|aASPD
213	43233 12324	10	   	251.18	DCR|5VULN|2DMG	1358aVULN|2RPLT|4RCVC|68MLV|78DMG|8BPWR|9RCR
214	43233 66111	10	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1357VULN|2RPLT|4RCVC|6CDMG|8TLV|9RCR|aDUR
215	46111 22114	10	 * 	251.04	DCR|3VULN|2DUR|1TLV|3LIT	128VULN|3RMIN|4LHND|578LIT|68DUR|8BPWR|9TLV|aRCR
216	66311 52232	9	   	250.96	DCR|2VULN|2DUR|1TLV|1DMG|2LIT|1AART	19LIT|2TLV|39DUR|4CGEN|5AART|6ERES|7RCR|89VULN|9BPWR|aDMG
217	53333 63161	6	   	250.94	DCR|3VULN|2DUR|1TLV|1DMG|1NUKE	1NUKE|247VULN|3TLV|5aDUR|6DMG|8FEWX|9RCR
218	26328 23342	3	   	250.94	DCR|3VULN|2DUR|1TLV|1DMG	1FEWX|258VULN|3MBVNT|4DMG|6RCR|7aDUR|9TLV
219	42364 24641	8	   	250.85	DCR|2VULN|3DUR|2TLV|2LIT	1aVULN|2ASPD|3aTLV|4MBVNT|5aLIT|689DUR|7RCR|aBPWR
220	42535 13221	2	   	250.83	DCR|3VULN|2DMG|2DUR	138VULN|2ASPD|4DMSP|58DMG|6BBNT|78DUR|8BPWR|9CGEN|aRCR
221	46115 13221	1	   	250.83	DCR|3VULN|2DMG|2DUR	138VULN|2DMSP|4ASPD|58DMG|6BBNT|78DUR|8BPWR|9CGEN|aRCR
222	42323 11562	5	   	250.51	DCR|3VULN|1TLV|2ASPD|1DUR|1AART	16aVULN|25ASPD|3TLV|4AART|7LIT|8RCR|9DUR
223	42433 31361	6	   	250.48	DCR|4VULN|2DUR|2ASPD	149aVULN|29ASPD|3RMIN|5BEXP|6LIT|79DUR|8RCR|9BPWR
224	42423 11361	3	   	250.38	DCR|4VULN|2DUR|2ASPD	159aVULN|29ASPD|3RMIN|4LIT|6DUST|79DUR|8RCR|9BPWR
