0	Index      	Bounty	 *	Score 	Summary	Detail	
1	51334 11383	1	 * 	274.06	DCR|5VULN|2DUR|1TLV	1267aVULN|34DUR|5TLV|8MBVNT|9RCR
177	64151 23112	8	   	250.65	DCR|3VULN|2DUR|1DMG|2LIT	14LIT|23DUR|589VULN|6RCR|7DMG|aLHND
178	64151 23112	10	   	250.65	DCR|3VULN|2DUR|1DMG|2LIT	14LIT|23DUR|58aVULN|6RCR|7DMG|9RPLT
179	65121 23117	8	   	250.55	DCR|3VULN|2DUR|1DMG|2LIT	16LIT|2MBVNT|35DUR|489VULN|7DMG|aRCR
180	64151 23111	8	   	250.55	DCR|3VULN|2DUR|1DMG|2LIT	14LIT|23DUR|589VULN|6RCR|7DMG|aMBVNT
181	64151 23113	8	   	250.55	DCR|3VULN|2DUR|1DMG|2LIT	14LIT|23DUR|589VULN|6RCR|7DMG|aDUST
182	51112 15334	7	   	250.41	DCR|3VULN|2DUR|2TLV|2LIT|1SELL	179VULN|2SELL|35DUR|47LIT|67TLV|7BPWR|8TBNT|aRCR
183	51242 31533	1	   	250.39	DCR|5VULN|1CDMG|1AART	1245aVULN|3AART|6LHND|7RMIN|8CDMG|9RCR
184	51242 33215	1	   	250.39	DCR|5VULN|1CDMG|1AART	12457VULN|3AART|6LHND|8RCR|9RPLT|aCDMG
185	51242 33251	1	   	250.39	DCR|5VULN|1CDMG|1AART	12457VULN|3AART|6LHND|8RCR|9DMSP|aCDMG
186	51313 25343	1	   	250.37	DCR|3VULN|3DUR|2ASPD	128VULN|389DUR|4CGEN|5MLV|6RPLT|78ASPD|8BPWR|aRCR
187	51111 45212	10	 * 	250.24	DCR|2VULN|3DUR|2TLV|1DMG|1SELL	1aVULN|2SELL|38aDUR|4LIT|5DMG|6RCR|7LEGI|9aTLV|aBPWR
188	53121 12154	2	   	250.17	DCR|3VULN|3DUR|2ASPD	14aVULN|2LWND|3DLOT|56aDUR|7aASPD|8RCR|9BBNT|aBPWR
189	11323 13246	1	   	249.80	DCR|3VULN|2DMG|1DUR|1ASPD	1CGEN|23DMG|4ASPD|569VULN|7DUR|8ZMB|aRCR
190	41323 13246	1	   	249.80	DCR|3VULN|2DMG|1DUR|1ASPD	1MLV|23DMG|4ASPD|569VULN|7DUR|8ZMB|aRCR
191	11323 26323	1	   	249.80	DCR|3VULN|2DMG|1DUR|1ASPD	1CGEN|23DMG|4ASPD|57aVULN|6LHND|8DUR|9RCR
192	53113 32636	3	   	249.76	DCR|3VULN|2DMG|1TLV|1ASPD|1SELL	15aVULN|2aLWND|3ASPD|4SELL|6BELT|7TLV|8aDMG|9RCR|aBPWR
193	53133 32636	4	   	249.76	DCR|3VULN|2DMG|1TLV|1ASPD|1SELL	15aVULN|2aLWND|3ASPD|4SELL|6BELT|7TLV|8aDMG|9RCR|aBPWR
194	51142 12621	6	 * 	249.75	DCR|4VULN|3CDMG|1DUR|1SELL	169aVULN|2SELL|3DUR|4aCGEN|56aCDMG|6aBPWR|7RCR|8BBNT
195	51142 13221	6	 * 	249.75	DCR|4VULN|3CDMG|1DUR|1SELL	169aVULN|2SELL|3DUR|4aCGEN|56aCDMG|6aBPWR|7TBNT|8RCR
196	51241 34211	1	   	249.70	DCR|4VULN|1TLV|1DUR|1AART	1249VULN|3AART|5FEWX|6BEXP|7RCR|8DUR|aTLV
197	51241 24211	1	   	249.60	DCR|4VULN|1TLV|1DUR|1AART	1249VULN|3AART|5FEWX|6DUST|7RCR|8DUR|aTLV
198	53222 51152	7	 * 	249.55	DCR|2VULN|2DMG|2ASPD|1TLV|1DUR	19VULN|2aLWND|3DUR|4TLV|5aASPD|6RCR|7MLV|8aDMG|aBPWR
199	51116 32342	3	   	249.54	DCR|2VULN|2DMG|2DUR|1CDMG|1AART|1SELL	1aVULN|2SELL|3aDUR|4CDMG|5TBNT|6DUST|7RCR|8AART|9aDMG|aBPWR
200	11363 61124	1	   	249.50	DCR|2VULN|3DMG|1DUR|1CDMG	1CGEN|239DMG|47VULN|5LIT|6CDMG|8DUR|aRCR
201	54312 12261	1	 * 	249.48	DCR|3VULN|1DMG|2TLV|1DUR	16aVULN|2RPLT|3LIT|4DUR|56TLV|6BPWR|7DMG|8ERES|9RCR
202	14223 55221	2	   	249.48	DCR|4VULN|2DUR|1ASPD	12aCGEN|2aBPWR|3BBNT|4ASPD|579aVULN|6aDUR|8RCR
203	16223 55221	2	   	249.48	DCR|4VULN|2DUR|1ASPD	1aCGEN|2RCVC|3BBNT|4ASPD|579aVULN|6aDUR|8RCR|aBPWR
204	55322 26222	10	   	249.45	DCR|3VULN|2DUR|3LIT|1CDMG	14aVULN|29aLIT|3LWND|5RCVC|6RCR|7CDMG|8aDUR|aBPWR
205	55323 26222	10	   	249.45	DCR|3VULN|2DUR|3LIT|1CDMG	14aVULN|29aLIT|3LWND|5DMSP|6RCR|7CDMG|8aDUR|aBPWR
206	51211 34232	1	   	249.41	DCR|3VULN|2DUR|2AART|1TLV	129VULN|35AART|48DUR|6BEXP|7RCR|aTLV
207	53233 14332	4	   	249.41	DCR|3VULN|2DUR|2AART|1TLV	149VULN|2LWND|36DUR|58AART|7RCR|aTLV
208	51214 14332	1	   	249.41	DCR|3VULN|2DUR|2AART|1TLV	129VULN|38AART|46DUR|5LWND|7RCR|aTLV
209	51331 34123	1	   	249.28	DCR|4VULN|2DUR|1ASPD	1279VULN|34DUR|5RPLT|6RCR|8TBNT|aASPD
210	51111 42326	6	   	249.26	DCR|2VULN|3DMG|1DUR|1CDMG|1SELL	1aVULN|2SELL|3DUR|4LIT|578DMG|6RCR|9CDMG
211	55131 34321	9	   	249.22	DCR|3VULN|3DUR|3LIT	189VULN|289LIT|356DUR|489BEXP|7RMIN|89BPWR|aRCR
212	41323 11333	1	   	249.21	DCR|3VULN|3DMG|1ASPD	1MLV|239DMG|4ASPD|567VULN|8RPLT|aRCR
213	21253 11313	1	   	249.04	DCR|5VULN|1CDMG	1LWND|24567VULN|3CGEN|8LIT|9CDMG|aRCR
214	53253 11313	2	   	249.04	DCR|5VULN|1CDMG	14567VULN|2LWND|3CGEN|8LIT|9CDMG|aRCR
215	51331 26433	1	   	249.02	DCR|3VULN|3DUR|1DMG	126VULN|346DUR|5RPLT|6BPWR|7LEGI|8DMG|9RCR|aFEWX
216	51331 31512	1	   	249.02	DCR|3VULN|3DUR|2CDMG	12aVULN|34aDUR|5RPLT|6RCR|7FEWX|8ERES|9aCDMG|aBPWR
217	51331 36321	1	   	249.02	DCR|3VULN|3DUR|1DMG	128VULN|347DUR|5RPLT|6RCR|8BPWR|9DMG|aRMIN
218	51331 36325	1	   	249.02	DCR|3VULN|3DUR|1DMG	128VULN|347DUR|5RPLT|6RCR|8BPWR|9DMG|aMLV
219	51331 36326	1	   	249.02	DCR|3VULN|3DUR|1DMG	128VULN|347DUR|5RPLT|6RCR|8BPWR|9DMG|aCGEN
220	53153 12215	1	   	249.02	DCR|3VULN|3DUR|2CDMG	15aVULN|2aFEWX|3DLOT|467DUR|8aCDMG|9RCR|aBPWR
221	53231 23526	7	   	249.02	DCR|3VULN|3DUR|1DMG	14aVULN|2LWND|367DUR|5BELT|8RCR|9DMG
222	15453 11313	1	   	248.94	DCR|5VULN|1CDMG	1CGEN|24567VULN|3DUST|8LIT|9CDMG|aRCR
223	51133 11313	1	   	248.94	DCR|5VULN|1CDMG	12567VULN|3ERES|4LWND|8LIT|9CDMG|aRCR
224	52253 11313	2	   	248.94	DCR|5VULN|1CDMG	14567VULN|2DUST|3CGEN|8LIT|9CDMG|aRCR
225	53353 11313	3	   	248.94	DCR|5VULN|1CDMG	14567VULN|2LWND|3ERES|8LIT|9CDMG|aRCR
226	51331 26432	1	   	248.92	DCR|3VULN|3DUR|1DMG	126VULN|346DUR|5RPLT|6BPWR|7LEGI|8DMG|9RCR|aMBVNT
227	51331 36223	1	   	248.92	DCR|3VULN|3DUR|1DMG	12aVULN|347DUR|5RPLT|6RCR|8ERES|9DMG
228	51331 36323	1	   	248.92	DCR|3VULN|3DUR|1DMG	128VULN|347DUR|5RPLT|6RCR|8BPWR|9DMG|aERES
229	51123 33334	5	 * 	248.88	DCR|3VULN|3DUR|2TLV|1SELL	179VULN|2SELL|347DUR|57TLV|6BELT|7BPWR|8RCR|aRMIN
230	51123 33335	5	 * 	248.88	DCR|3VULN|3DUR|2TLV|1SELL	179VULN|2SELL|347DUR|57TLV|6BELT|7BPWR|8RCR|aCGEN
231	51125 33334	4	 * 	248.88	DCR|3VULN|3DUR|2TLV|1SELL	179VULN|2SELL|347DUR|57TLV|6BELT|7BPWR|8RCR|aRMIN
232	51125 33335	4	 * 	248.88	DCR|3VULN|3DUR|2TLV|1SELL	179VULN|2SELL|347DUR|57TLV|6BELT|7BPWR|8RCR|aCGEN
233	52453 11313	1	   	248.84	DCR|5VULN|1CDMG|1NUKE	14567VULN|2NUKE|3DUST|8LIT|9CDMG|aRCR
234	52153 12215	2	   	248.82	DCR|3VULN|3DUR|2CDMG	15aVULN|2aDUST|3DLOT|467DUR|8aCDMG|9RCR|aBPWR
235	51123 33331	5	 * 	248.78	DCR|3VULN|3DUR|2TLV|1SELL	179VULN|2SELL|347DUR|57TLV|6BELT|7BPWR|8RCR|aLEGI
236	51123 33333	5	 * 	248.78	DCR|3VULN|3DUR|2TLV|1SELL	179VULN|2SELL|347DUR|57TLV|6BELT|7BPWR|8RCR|aDUST
237	51123 33346	5	 * 	248.78	DCR|3VULN|3DUR|2TLV|1SELL	17aVULN|2SELL|347DUR|57TLV|6BELT|7BPWR|8RCR|9BBNT
238	51125 33331	4	 * 	248.78	DCR|3VULN|3DUR|2TLV|1SELL	179VULN|2SELL|347DUR|57TLV|6BELT|7BPWR|8RCR|aLEGI
239	51125 33333	4	 * 	248.78	DCR|3VULN|3DUR|2TLV|1SELL	179VULN|2SELL|347DUR|57TLV|6BELT|7BPWR|8RCR|aDUST
240	51331 34352	1	   	248.69	DCR|3VULN|2DUR|1CDMG|1ASPD	127VULN|34DUR|5RPLT|6RCR|8LIT|9ASPD|aCDMG
241	51213 31316	1	   	248.51	DCR|4VULN|1DUR|2LIT|1AART	128aVULN|3AART|4DUR|56aCGEN|7aLIT|9RCR|aBPWR
242	11124 14223	1	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	17CGEN|2DMG|37ERES|4ASPD|5TLV|67aVULN|7BPWR|8DUR|9RCR
243	41124 14223	1	   	248.46	DCR|3VULN|1DMG|1DUR|1TLV|1ASPD	17MLV|2DMG|37ERES|4ASPD|5TLV|67aVULN|7BPWR|8DUR|9RCR
244	21353 52325	1	   	248.46	DCR|3VULN|2DMG|1DUR|1AART	1LWND|245VULN|3aDMG|6MLV|7RCR|8DUR|9AART
245	55233 15113	4	   	248.40	DCR|2VULN|2DUR|1DMG|2LIT|1CDMG|1ASPD	17VULN|27LIT|3ASPD|4DLOT|5ERES|67DUR|7BPWR|8CDMG|9DMG|aRCR
246	53235 63221	8	   	248.35	DCR|4VULN|1TLV|1DUR	148aVULN|2LWND|3DUR|5RPLT|6RCR|7TLV|9LIT
247	51126 25221	1	 * 	248.29	DCR|5VULN|2ASPD	1279aVULN|3ERES|4aASPD|5aBEXP|6TBNT|8RCR|aBPWR
248	51331 34316	1	   	248.27	DCR|3VULN|3DUR|1ASPD	127VULN|349DUR|5RPLT|6RCR|8LIT|aASPD
249	53132 11323	6	   	248.22	DCR|3VULN|2CDMG|1TLV|1DUR|1ASPD|1SELL	16aVULN|2LWND|3ASPD|4SELL|56CDMG|6BPWR|7TLV|8DUR|9RCR
250	53132 13323	7	   	248.22	DCR|3VULN|2CDMG|1TLV|1DUR|1ASPD|1SELL	16aVULN|2LWND|3ASPD|4SELL|56CDMG|6BPWR|7TLV|8DUR|9RCR
251	51262 23712	1	   	248.17	DCR|4VULN|1DMG|1ASPD|1AART	1257VULN|3AART|4DMSP|6MBVNT|8RCR|9DMG|aASPD
252	51241 42222	1	   	248.13	DCR|4VULN|2DUR|1AART	124aVULN|3AART|5FEWX|6BBNT|7aLHND|8RCR|9aDUR|aBPWR
253	51425 21223	2	   	248.12	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD|1SELL	148VULN|2SELL|3TBNT|4BPWR|5DUR|6RCR|7TLV|9DMG|aASPD
254	52323 36236	4	   	248.12	DCR|3VULN|2DMG|1DUR|1AART|1SELL	178VULN|2DUST|3SELL|4DUR|59DMG|6RCR|aAART
255	51122 25221	1	   	248.09	DCR|5VULN|2ASPD	1279aVULN|3ERES|4aASPD|5aDUST|6TBNT|8RCR|aBPWR
256	51331 34241	1	   	248.03	DCR|4VULN|2DUR|1AART	1278VULN|34DUR|5RPLT|6RCR|9AART|aRCVC
257	51331 34242	1	   	248.03	DCR|4VULN|2DUR|1AART	1278VULN|34DUR|5RPLT|6RCR|9AART|aBEXP
258	51331 34243	1	   	248.03	DCR|4VULN|2DUR|1AART	1278VULN|34DUR|5RPLT|6RCR|9AART|aCGEN
259	22512 31154	7	   	247.86	DCR|3VULN|3DMG|1AART	1aLWND|24DUST|34aDMG|4aBPWR|5AART|67aVULN|8RCR|9BBNT
260	53153 11163	3	   	247.74	DCR|5VULN|1ASPD|1AART	14567VULN|2LWND|3ASPD|8BEXP|9RCR|aAART
261	52633 26322	1	 * 	247.47	DCR|4VULN|2CDMG|1DMG|1NUKE	1589VULN|2NUKE|34CDMG|6DMG|7CGEN|aRCR
262	51111 43422	7	   	247.36	DCR|2VULN|3DMG|3LIT|1DUR|1SELL	18VULN|2SELL|3DUR|48aLIT|589DMG|6RCR|7BELT|8BPWR
263	25111 41632	10	   	247.25	DCR|2VULN|2DUR|1DMG|2LIT|1CDMG|1AART	19LWND|2CDMG|39DUR|4aLIT|5DMG|6RCR|7AART|89VULN|9BPWR
264	11323 11132	1	   	247.20	DCR|3VULN|2DMG|1CDMG|1ASPD	1CGEN|23DMG|4ASPD|567VULN|8LHND|9CDMG|aRCR
265	41323 11132	1	   	247.20	DCR|3VULN|2DMG|1CDMG|1ASPD	1MLV|23DMG|4ASPD|567VULN|8LHND|9CDMG|aRCR
266	11323 14312	1	   	247.20	DCR|3VULN|2DMG|1CDMG|1ASPD	19CGEN|23DMG|4ASPD|568VULN|7CDMG|aRCR
267	11323 14342	1	   	247.20	DCR|3VULN|2DMG|1CDMG|1ASPD	1CGEN|23DMG|4ASPD|568VULN|7CDMG|9RCVC|aRCR
268	11323 14362	1	   	247.20	DCR|3VULN|2DMG|1CDMG|1ASPD	1CGEN|23DMG|4ASPD|568VULN|7CDMG|9LHND|aRCR
269	41323 14322	1	   	247.20	DCR|3VULN|2DMG|1CDMG|1ASPD	19MLV|23DMG|4ASPD|568VULN|7CDMG|aRCR
270	41323 14342	1	   	247.20	DCR|3VULN|2DMG|1CDMG|1ASPD	1MLV|23DMG|4ASPD|568VULN|7CDMG|9RCVC|aRCR
271	41323 14362	1	   	247.20	DCR|3VULN|2DMG|1CDMG|1ASPD	1MLV|23DMG|4ASPD|568VULN|7CDMG|9LHND|aRCR
272	21633 23356	1	   	247.19	DCR|2VULN|2DUR|1DMG|1TLV|1CDMG	16LWND|24VULN|3CDMG|56DUR|6BPWR|7DMG|8LIT|9RCR|aTLV
273	25122 23356	5	   	247.19	DCR|2VULN|2DUR|1DMG|1TLV|1CDMG	16LWND|2CDMG|34DUR|56VULN|6BPWR|7DMG|8LIT|9RCR|aTLV
274	21253 11415	1	   	247.14	DCR|5VULN|1DMG	1LWND|24567VULN|3CGEN|8RCVC|9DMG|aRCR
275	53233 14135	4	   	247.14	DCR|2VULN|2DMG|2DUR|1ASPD|1AART	14VULN|2LWND|36DUR|5AART|7RCR|8aDMG|9ASPD
276	21353 52321	1	   	247.12	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1LWND|245VULN|3DMG|6MLV|7RCR|8DUR|9AART|aTLV
277	53353 52321	2	   	247.12	DCR|3VULN|1DMG|1TLV|1DUR|1AART	145VULN|2LWND|3DMG|6MLV|7RCR|8DUR|9AART|aTLV
278	14333 43161	7	   	247.11	DCR|3VULN|2DMG|1DUR	12CGEN|2BPWR|37DMG|4LIT|589VULN|6RCR|aDUR
279	14334 13236	10	   	247.11	DCR|3VULN|2DMG|1DUR	12CGEN|2BPWR|37DMG|4LIT|5DUR|69aVULN|8RCR
280	16333 43161	7	   	247.11	DCR|3VULN|2DMG|1DUR	1CGEN|2RCVC|37DMG|4LIT|589VULN|6RCR|aDUR
281	16334 13236	10	   	247.11	DCR|3VULN|2DMG|1DUR	1CGEN|2RCVC|37DMG|4LIT|5DUR|69aVULN|8RCR
282	21353 21332	1	   	247.11	DCR|3VULN|2DMG|1DUR	1LWND|245VULN|37DMG|6LHND|8DUR|9LIT|aRCR
283	53353 21332	2	   	247.11	DCR|3VULN|2DMG|1DUR	145VULN|2LWND|37DMG|6LHND|8DUR|9LIT|aRCR
284	53553 21332	3	   	247.11	DCR|3VULN|2DMG|1DUR	145VULN|2LWND|37DMG|6LHND|8DUR|9LIT|aRCR
285	51242 31531	1	   	247.10	DCR|4VULN|1TLV|1CDMG|1AART	1245VULN|3AART|6LHND|7RMIN|8CDMG|9RCR|aTLV
286	51133 11415	1	   	247.04	DCR|5VULN|1DMG	12567VULN|3ERES|4LWND|8RCVC|9DMG|aRCR
287	65421 28243	3	   	246.97	DCR|3VULN|1DMG|1DUR|2LIT|1ASPD	17LIT|2MBVNT|3DMG|467VULN|57ERES|7BPWR|8DUR|9RCR|aASPD
288	55122 21233	7	   	246.78	DCR|4VULN|2DUR	149aVULN|2LIT|3aDUR|5RCVC|6RCR|7aLWND|8TBNT|aBPWR
289	55122 21423	8	   	246.78	DCR|4VULN|2DUR	148aVULN|2LIT|3aDUR|5RCVC|6RCR|7aLWND|9BBNT|aBPWR
290	55122 23233	6	   	246.78	DCR|4VULN|2DUR	149aVULN|2LIT|3aDUR|5RCVC|6RCR|7aLWND|8TBNT|aBPWR
291	55322 24233	6	   	246.78	DCR|4VULN|2DUR	149aVULN|2LIT|3aLWND|5RCVC|6RCR|7aDUR|8TBNT|aBPWR
292	55323 24233	6	   	246.78	DCR|4VULN|2DUR	149aVULN|2LIT|3aLWND|5DMSP|6RCR|7aDUR|8TBNT|aBPWR
293	53233 16331	6	   	246.68	DCR|4VULN|2DUR	147aVULN|2LWND|37DUR|57ERES|6RPLT|7BPWR|8LIT|9RCR
294	51111 42312	10	 * 	246.67	DCR|2VULN|2DMG|2TLV|1DUR|2LIT|1SELL	1aVULN|2SELL|3DUR|4aLIT|58DMG|6RCR|7LWND|9aTLV|aBPWR
295	51323 14116	1	   	246.58	DCR|4VULN|2DUR	1258VULN|37DUR|4LIT|6LWND|9BBNT|aRCR
296	51211 34235	1	   	246.39	DCR|3VULN|3DUR|2AART	129VULN|35AART|48aDUR|6BEXP|7RCR
297	51323 61126	1	   	246.34	DCR|4VULN|2DUR|1SELL	1257VULN|38DUR|4LIT|6SELL|9LEGI|aRCR
298	55611 32312	1	 * 	246.24	DCR|3VULN|2ASPD|1DMG|2CDMG	168VULN|2LHND|34CDMG|56ASPD|6BPWR|7CGEN|9DMG|aRCR
299	55251 22122	5	 * 	246.24	DCR|3VULN|2ASPD|3LIT|2CDMG	16aVULN|245LIT|35ASPD|5aBPWR|7aLHND|8aCDMG|9RCR
300	55251 21122	5	   	246.04	DCR|3VULN|2ASPD|3LIT|2CDMG	16aVULN|245LIT|35ASPD|5aBPWR|7aDUST|8aCDMG|9RCR
301	51233 32236	3	 * 	245.99	DCR|3VULN|2ASPD|2TLV|1DMG|1SELL	15aVULN|2SELL|3LEGI|4DMG|6BELT|7aTLV|8aASPD|9RCR|aBPWR
302	53233 14131	4	   	245.80	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD|1AART	14VULN|2LWND|36DUR|5AART|7RCR|8DMG|9ASPD|aTLV
303	51214 14131	1	   	245.80	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD|1AART	12VULN|3AART|46DUR|5LWND|7RCR|8DMG|9ASPD|aTLV
304	51363 14131	1	   	245.80	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD|1AART	12VULN|36DUR|4LHND|5AART|7RCR|8DMG|9ASPD|aTLV
305	55122 23116	9	   	245.77	DCR|3VULN|1DMG|1TLV|1DUR	148VULN|2LIT|3DUR|5RCVC|6RCR|7DMG|9RPLT|aTLV
306	61241 22232	4	   	245.77	DCR|3VULN|1DMG|1DUR|1TLV	1LIT|2MLV|3TLV|489VULN|5LHND|6DUR|7DMG|aRCR
307	61221 23164	8	   	245.77	DCR|3VULN|1DMG|1TLV|1DUR	1LIT|2MLV|3TLV|4RCVC|58aVULN|6RCR|7DMG|9DUR
308	55122 12263	10	   	245.75	DCR|4VULN|1DUR|1CDMG	1469VULN|2LIT|3DUR|5RCVC|7CGEN|8CDMG|aRCR
309	52216 24213	6	   	245.73	DCR|3VULN|2AART|1TLV|1DUR|1ASPD	19aVULN|2DUST|36AART|4TLV|5ASPD|7RCR|8DUR
310	51332 64131	1	   	245.70	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD|1AART	12VULN|34DUR|5DUST|6AART|7RCR|8DMG|9ASPD|aTLV
311	52253 14131	3	   	245.70	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD|1AART	15VULN|2DUST|3AART|46DUR|7RCR|8DMG|9ASPD|aTLV
312	63241 22232	4	   	245.67	DCR|3VULN|1DMG|1TLV|1DUR	1LIT|2ERES|3TLV|489VULN|5LHND|6DUR|7DMG|aRCR
313	52532 52222	6	   	245.66	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	18aVULN|2DUST|3DMG|4DUR|5ASPD|6RCR|7TBNT|9CDMG
314	21635 42122	1	   	245.65	DCR|4VULN|1TLV|1CDMG	1LWND|249aVULN|3CDMG|5TLV|6LIT|7RCR|8TBNT
315	21635 42332	1	   	245.65	DCR|4VULN|1TLV|1CDMG	1LWND|248aVULN|3CDMG|5TLV|6LIT|7RCR|9TBNT
316	25613 42122	4	   	245.65	DCR|4VULN|1TLV|1CDMG	1LWND|2CDMG|3TLV|459aVULN|6LIT|7RCR|8TBNT
317	25613 42332	4	   	245.65	DCR|4VULN|1TLV|1CDMG	1LWND|2CDMG|3TLV|458aVULN|6LIT|7RCR|9TBNT
318	21353 15612	1	   	245.57	DCR|4VULN|1DMG|1AART	1LWND|2456VULN|3DMG|7AART|8LIT|9RCR|aLHND
319	66532 22122	3	   	245.57	DCR|3VULN|2CDMG|1TLV|1DUR	1LIT|2TLV|34CDMG|59aVULN|6DUR|7RCR|8TBNT
320	51262 23711	1	   	245.47	DCR|4VULN|1DMG|1AART	1257VULN|3AART|4DMSP|6MBVNT|8RCR|9DMG|aLIT
321	21121 14344	1	   	245.36	DCR|3VULN|2DUR|1DMG|1AART	1LWND|24aVULN|3DLOT|56DUR|7RCR|8AART|9DMG
322	53234 12612	10	   	245.31	DCR|3VULN|3DUR|1TLV	14aVULN|256LWND|367DUR|6BPWR|8RCR|9TLV
323	52216 22511	1	   	245.29	DCR|4VULN|2DMG|1NUKE	167aVULN|2NUKE|3RMIN|46aCGEN|5TBNT|6aBPWR|8RCR|9aDMG
324	53225 52133	10	   	245.21	DCR|3VULN|3DUR|1TLV	18aVULN|2LWND|357DUR|4TLV|6BEXP|9RCR
325	53425 32133	10	   	245.21	DCR|3VULN|3DUR|1TLV	18aVULN|2LWND|3BEXP|4TLV|567DUR|9RCR
326	21353 52242	1	   	245.19	DCR|4VULN|2DMG	18LWND|2459VULN|3aDMG|6MLV|7RCR
327	21353 21246	1	   	245.19	DCR|4VULN|2DMG	1LWND|2459VULN|37DMG|6LHND|8ZMB|aRCR
328	52221 31616	3	   	245.13	DCR|4VULN|3LIT|2AART	148aVULN|2DUST|35AART|68aCGEN|78aLIT|8aBPWR|9RCR
329	52323 36226	4	   	245.11	DCR|3VULN|2DUR|1DMG|1AART|1SELL	178VULN|2DUST|3SELL|49DUR|5DMG|6RCR|aAART
330	22632 32133	10	   	245.11	DCR|3VULN|3DUR|1TLV	1LWND|2DUST|367DUR|48aVULN|5TLV|9RCR
331	52662 32133	10	   	245.11	DCR|3VULN|3DUR|1TLV	18aVULN|2DUST|367DUR|4BEXP|5TLV|9RCR
332	53221 32133	10	   	245.11	DCR|3VULN|3DUR|1TLV	18aVULN|2LWND|367DUR|4TLV|5DUST|9RCR
333	53242 32133	10	   	245.11	DCR|3VULN|3DUR|1TLV	18aVULN|2LWND|367DUR|4DUST|5TLV|9RCR
334	21356 12513	1	   	245.09	DCR|4VULN|2DMG	16LWND|247aVULN|39DMG|5TBNT|8RCR
335	53513 12621	6	   	245.09	DCR|4VULN|2DMG	169aVULN|24LWND|3aDMG|56aERES|6aBPWR|7RCR|8BBNT
336	51242 32131	1	   	245.05	DCR|5VULN|1AART	12458VULN|3AART|6LHND|7LIT|9BEXP|aRCR
337	51242 32151	1	   	245.05	DCR|5VULN|1AART	12458VULN|3AART|6LHND|7LIT|9LWND|aRCR
338	51243 15321	1	   	245.05	DCR|5VULN|1AART	12478VULN|3AART|5BELT|6LIT|9LWND|aRCR
339	52523 12621	6	   	244.99	DCR|4VULN|2DMG	169aVULN|2DUST|3aDMG|4RCVC|56aERES|6aBPWR|7RCR|8BBNT
340	51241 11316	1	   	244.95	DCR|5VULN|1AART	1248aVULN|3AART|5FEWX|6ERES|7LIT|9RCR
341	51242 32111	1	   	244.95	DCR|5VULN|1AART	12458VULN|3AART|6LHND|7LIT|9DUST|aRCR
342	21313 36625	1	   	244.95	DCR|4VULN|2DMG|1SELL	1LWND|257aVULN|38DMG|4SELL|6BELT|9RCR
343	51233 36622	3	   	244.85	DCR|4VULN|2DMG|1SELL	157aVULN|2SELL|3LEGI|48DMG|6BELT|9RCR
344	11263 61323	1	   	244.51	DCR|3VULN|2DMG|1CDMG	1CGEN|29DMG|3DMSP|478VULN|5LIT|6CDMG|aRCR
345	11363 61333	1	   	244.51	DCR|3VULN|2DMG|1CDMG	1CGEN|23DMG|478VULN|5LIT|6CDMG|9RCVC|aRCR
346	14333 61323	5	   	244.51	DCR|3VULN|2DMG|1CDMG	12CGEN|2BPWR|39DMG|4LIT|578VULN|6CDMG|aRCR
347	14363 61323	3	   	244.51	DCR|3VULN|2DMG|1CDMG	12CGEN|2BPWR|39DMG|478VULN|5LIT|6CDMG|aRCR
348	16333 61323	5	   	244.51	DCR|3VULN|2DMG|1CDMG	1CGEN|2RCVC|39DMG|4LIT|578VULN|6CDMG|aRCR
349	16363 61323	3	   	244.51	DCR|3VULN|2DMG|1CDMG	1CGEN|2RCVC|39DMG|478VULN|5LIT|6CDMG|aRCR
350	41263 61323	1	   	244.51	DCR|3VULN|2DMG|1CDMG	1MLV|29DMG|3DMSP|478VULN|5LIT|6CDMG|aRCR
351	41363 61333	1	   	244.51	DCR|3VULN|2DMG|1CDMG	1MLV|23DMG|478VULN|5LIT|6CDMG|9RCVC|aRCR
352	44331 61323	5	   	244.51	DCR|3VULN|2DMG|1CDMG	12MLV|2BPWR|39DMG|4LIT|578VULN|6CDMG|aRCR
353	46331 61323	5	   	244.51	DCR|3VULN|2DMG|1CDMG	1MLV|2RCVC|39DMG|4LIT|578VULN|6CDMG|aRCR
354	51323 25611	1	   	244.32	DCR|3VULN|3LIT|1DUR|1CDMG|1AART	125VULN|3DUR|467LIT|8RCR|9CDMG|aAART
355	53232 16334	6	   	244.20	DCR|3VULN|2DUR|2TLV	147VULN|2LWND|37DUR|57TLV|6RPLT|7BPWR|8LIT|9RCR|aRMIN
356	51323 12542	1	   	244.10	DCR|3VULN|2DUR|1DMG	125VULN|38DUR|4LIT|6LWND|7LHND|9DMG|aRCR
