0	Index      	Bounty	 *	Score 	Summary	Detail	
1	25332 11553	1	 * 	286.70	DCR|5VULN|3DMG|3LIT	12589VULN|389DMG|4TBNT|6MBVNT|789LIT|89BPWR|aRCR
172	25211 53331	10	   	258.45	DCR|3VULN|3DMG|1DUR|2LIT	17aVULN|2CGEN|378DMG|4DUST|5DUR|67LIT|7BPWR|9RCR
173	35641 33211	8	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1ASPD|2DMG|3CDMG|4DUR|567VULN|8BEXP|9RCR|aTLV
174	21124 33342	1	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	178VULN|2TLV|3ASPD|4BEXP|5DUR|6DMG|9RCR|aCDMG
175	21151 33342	1	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	178VULN|2TLV|3ASPD|4DUR|5BEXP|6DMG|9RCR|aCDMG
176	21224 33342	2	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	178VULN|2ASPD|3TLV|4BEXP|5DUR|6DMG|9RCR|aCDMG
177	21251 33342	2	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	178VULN|2ASPD|3TLV|4DUR|5BEXP|6DMG|9RCR|aCDMG
178	21634 33342	2	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	178VULN|2ASPD|3BEXP|4TLV|5DUR|6DMG|9RCR|aCDMG
179	22265 62311	3	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	158VULN|2LWND|3ASPD|4DMG|6DUR|7CDMG|9RCR|aTLV
180	25352 35111	1	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	127VULN|3DMG|4LWND|5CDMG|6ASPD|8DUR|9RCR|aTLV
181	35121 63311	5	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1ASPD|2DMG|378VULN|4BEXP|5DUR|6CDMG|9RCR|aTLV
182	35126 63311	3	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1ASPD|2DMG|378VULN|4BEXP|5DUR|6CDMG|9RCR|aTLV
183	35126 63311	4	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1ASPD|2DMG|378VULN|4BEXP|5DUR|6CDMG|9RCR|aTLV
184	35126 63311	2	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1ASPD|2DMG|378VULN|4BEXP|5DUR|6CDMG|9RCR|aTLV
185	35161 63311	5	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1ASPD|2DMG|378VULN|4FEWX|5DUR|6CDMG|9RCR|aTLV
186	35163 63311	4	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1ASPD|2DMG|378VULN|4FEWX|5DUR|6CDMG|9RCR|aTLV
187	35631 33111	7	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1ASPD|2DMG|3CDMG|4BEXP|567VULN|8DUR|9RCR|aTLV
188	35631 35111	6	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1ASPD|2DMG|3CDMG|4BEXP|567VULN|8DUR|9RCR|aTLV
189	35641 31311	6	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1ASPD|2DMG|3CDMG|4DUR|568VULN|7LWND|9RCR|aTLV
190	35642 33311	7	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1ASPD|2DMG|3CDMG|4DUR|5LWND|678VULN|9RCR|aTLV
191	35643 33311	6	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1ASPD|2DMG|3CDMG|4DUR|5FEWX|678VULN|9RCR|aTLV
192	35643 33311	7	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1ASPD|2DMG|3CDMG|4DUR|5FEWX|678VULN|9RCR|aTLV
193	36124 33342	1	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1ASPD|2TLV|378VULN|4BEXP|5DUR|6DMG|9RCR|aCDMG
194	36151 33342	1	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1ASPD|2TLV|378VULN|4DUR|5BEXP|6DMG|9RCR|aCDMG
195	35111 63311	5	   	258.31	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1ASPD|2DMG|378VULN|4DUST|5DUR|6CDMG|9RCR|aTLV
196	35113 63311	4	   	258.31	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1ASPD|2DMG|378VULN|4DUST|5DUR|6CDMG|9RCR|aTLV
197	35133 63311	2	   	258.31	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1ASPD|2DMG|378VULN|4DUST|5DUR|6CDMG|9RCR|aTLV
198	35133 63311	3	   	258.31	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1ASPD|2DMG|378VULN|4DUST|5DUR|6CDMG|9RCR|aTLV
199	35641 13311	6	   	258.31	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1ASPD|2DMG|3CDMG|4DUR|578VULN|6DUST|9RCR|aTLV
200	35641 13311	7	   	258.31	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1ASPD|2DMG|3CDMG|4DUR|578VULN|6DUST|9RCR|aTLV
201	41152 63311	3	   	258.31	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUR|2ASPD|3DUST|478VULN|5DMG|6CDMG|9RCR|aTLV
202	66332 33351	1	   	258.31	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DMG|2TLV|3ASPD|4BBNT|589VULN|6CDMG|7RCR|aDUR
203	11352 45111	3	   	258.31	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|2ASPD|347VULN|5CDMG|6DMG|8DUR|9RCR|aTLV
204	21152 45111	3	   	258.31	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	147VULN|2ASPD|3DUST|5CDMG|6DMG|8DUR|9RCR|aTLV
205	25311 43213	1	   	258.30	DCR|4VULN|2DMG|1DUR|1AART|1SELL	127aVULN|36DMG|4SELL|5DUR|8RCR|9AART
206	65211 53213	2	   	258.30	DCR|4VULN|2DMG|1DUR|1AART|1SELL	12DMG|367aVULN|4SELL|5DUR|8RCR|9AART
207	62132 32625	9	   	258.27	DCR|3VULN|3DMG|2DUR	178DMG|2ZMB|367VULN|49BELT|57DUR|7BPWR|aRCR
208	65113 22341	10	   	258.27	DCR|3VULN|3DMG|2DUR	128DMG|3RCVC|48DUR|5ZMB|6FEWX|78aVULN|8BPWR|9RCR
209	25364 31311	1	   	258.18	DCR|3VULN|2TLV|1DMG|1DUR|1CDMG	128VULN|3DMG|4aTLV|5DUR|6CDMG|7LWND|9RCR
210	62132 32625	8	   	258.17	DCR|3VULN|3DMG|2DUR	178DMG|2ZMB|367VULN|4BELT|57DUR|7BPWR|9MBVNT|aRCR
211	66113 63311	1	   	258.08	DCR|3VULN|2TLV|1DMG|1DUR|1CDMG	1DMG|2aTLV|378VULN|4DUST|5DUR|6CDMG|9RCR
212	25362 35111	1	   	258.08	DCR|3VULN|2TLV|1DMG|1DUR|1CDMG	127VULN|3DMG|4aTLV|5DUST|6CDMG|8DUR|9RCR
213	25326 42131	1	   	258.05	DCR|4VULN|3DMG|1AART	1257VULN|345DMG|57BPWR|6RPLT|8AART|9RCR|aDMSP
214	25326 42132	1	   	258.05	DCR|4VULN|3DMG|1AART	1257VULN|345DMG|57BPWR|6RPLT|8AART|9RCR|aLWND
215	25311 15512	1	   	257.93	DCR|3VULN|3DMG|2DUR|1SELL	127VULN|378DMG|4SELL|57DUR|6TBNT|7BPWR|9CGEN|aRCR
216	64111 13251	3	 * 	257.85	DCR|3VULN|2DMG|1TLV|2CDMG	19DMG|23RCVC|49CDMG|5TLV|6ERES|79aVULN|8RCR|9BPWR
217	25352 32113	1	   	257.84	DCR|3VULN|2DMG|2ASPD|1DUR|1CDMG	127VULN|37DMG|4LWND|5CDMG|67ASPD|7BPWR|8DUR|9RCR|aZMB
218	25352 32115	1	   	257.84	DCR|3VULN|2DMG|2ASPD|1DUR|1CDMG	127VULN|37DMG|4LWND|5CDMG|67ASPD|7BPWR|8DUR|9RCR|aLHND
219	35631 36113	7	   	257.84	DCR|3VULN|2DMG|1DUR|2ASPD|1CDMG	17ASPD|27DMG|3CDMG|4BEXP|567VULN|7BPWR|8DUR|9RCR|aZMB
220	22141 36363	9	 * 	257.75	DCR|3VULN|2DMG|1TLV|3LIT	169VULN|2LWND|359LIT|4DUST|7TLV|89DMG|9BPWR|aRCR
221	23141 36363	9	   	257.75	DCR|3VULN|2DMG|1TLV|3LIT	169VULN|2LHND|359LIT|4DUST|7TLV|89DMG|9BPWR|aRCR
222	26111 36363	9	   	257.75	DCR|3VULN|2DMG|1TLV|3LIT	169VULN|2DUST|359LIT|4LHND|7TLV|89DMG|9BPWR|aRCR
223	25352 32112	1	   	257.74	DCR|3VULN|2DMG|2ASPD|1DUR|1CDMG	127VULN|37DMG|4LWND|5CDMG|67ASPD|7BPWR|8DUR|9RCR|aDUST
224	35631 36112	7	   	257.74	DCR|3VULN|2DMG|1DUR|2ASPD|1CDMG	17ASPD|27DMG|3CDMG|4BEXP|567VULN|7BPWR|8DUR|9RCR|aDUST
225	66152 31312	1	   	257.68	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	15DMG|2TLV|38VULN|45DUR|5BPWR|6CDMG|7LWND|9RCR|aBEXP
226	25252 52311	3	   	257.68	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	15VULN|2CGEN|36DMG|45DUR|5BPWR|7LWND|8CDMG|9RCR|aTLV
227	43462 31311	1	   	257.68	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	15DUR|28VULN|3CGEN|45DMG|5BPWR|6CDMG|7LWND|9RCR|aTLV
228	45331 33121	3	   	257.68	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	18DUR|2CGEN|38VULN|4TLV|5BEXP|68DMG|7BBNT|8BPWR|9RCR|aCDMG
229	45331 35121	3	   	257.68	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	18DUR|2CGEN|38VULN|4TLV|5BEXP|68DMG|7TBNT|8BPWR|9RCR|aCDMG
230	45362 31311	3	   	257.68	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	15DUR|2CGEN|38VULN|45DMG|5BPWR|6CDMG|7LWND|9RCR|aTLV
231	61152 31311	2	   	257.68	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	15DMG|2CGEN|38VULN|45DUR|5BPWR|6CDMG|7LWND|9RCR|aTLV
232	61152 31311	3	   	257.68	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	15DMG|2CGEN|38VULN|45DUR|5BPWR|6CDMG|7LWND|9RCR|aTLV
233	62152 31311	1	   	257.68	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	15DMG|2MLV|38VULN|45DUR|5BPWR|6CDMG|7LWND|9RCR|aTLV
234	25331 35242	1	   	257.60	DCR|4VULN|3CDMG|1DMG|1DUR	1278VULN|3DMG|4TBNT|578LWND|678CDMG|78BPWR|9RCR|aDUR
235	24252 52311	3	   	257.58	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	15VULN|2ERES|36DMG|45DUR|5BPWR|7LWND|8CDMG|9RCR|aTLV
236	66152 31313	1	   	257.58	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	15DMG|2TLV|38VULN|45DUR|5BPWR|6CDMG|7LWND|9RCR|aTBNT
237	13153 34312	1	   	257.58	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1DUST|2aVULN|3CDMG|4ERES|5RPLT|6aDMG|7RCR|8TLV|9aDUR|aBPWR
238	25252 53311	3	   	257.58	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	15VULN|2CGEN|36DMG|45DUR|5BPWR|7DUST|8CDMG|9RCR|aTLV
239	44331 33121	3	   	257.58	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	18DUR|2ERES|38VULN|4TLV|5BEXP|68DMG|7BBNT|8BPWR|9RCR|aCDMG
240	44331 35121	3	   	257.58	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	18DUR|2ERES|38VULN|4TLV|5BEXP|68DMG|7TBNT|8BPWR|9RCR|aCDMG
241	44362 31311	3	   	257.58	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	15DUR|2ERES|38VULN|45DMG|5BPWR|6CDMG|7LWND|9RCR|aTLV
242	66152 31311	3	   	257.58	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	15DMG|2ERES|38VULN|45DUR|5BPWR|6CDMG|7LWND|9RCR|aTLV
243	66152 31311	2	   	257.58	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	15DMG|2ERES|38VULN|45DUR|5BPWR|6CDMG|7LWND|9RCR|aTLV
244	25361 41113	1	   	257.50	DCR|4VULN|1TLV|1DMG|1DUR	1258VULN|3DMG|4TLV|6RCR|7DUR|9CGEN|aFEWX
245	24252 53311	3	   	257.48	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	15VULN|2ERES|36DMG|45DUR|5BPWR|7DUST|8CDMG|9RCR|aTLV
246	21161 46111	2	   	257.40	DCR|4VULN|1TLV|1DMG|2ASPD	158aVULN|23ASPD|4TLV|6RCR|7DMG|9LWND
247	25361 41111	1	   	257.40	DCR|4VULN|1TLV|1DMG|1DUR	1258VULN|3DMG|4TLV|6RCR|7DUR|9CGEN|aBBNT
248	25311 53223	1	   	257.26	DCR|4VULN|1TLV|1DMG|1DUR|1SELL	1267VULN|3DMG|4SELL|5DUR|8RCR|9BEXP|aTLV
249	25311 53253	1	   	257.26	DCR|4VULN|1TLV|1DMG|1DUR|1SELL	1267VULN|3DMG|4SELL|5DUR|8RCR|9MLV|aTLV
250	45331 33122	3	   	257.26	DCR|2VULN|3DUR|2DMG|1TLV	18aDUR|2CGEN|38VULN|4TLV|5BEXP|68DMG|7BBNT|8BPWR|9RCR
251	45331 35122	3	   	257.26	DCR|2VULN|3DUR|2DMG|1TLV	18aDUR|2CGEN|38VULN|4TLV|5BEXP|68DMG|7TBNT|8BPWR|9RCR
252	44331 33122	3	   	257.16	DCR|2VULN|3DUR|2DMG|1TLV	18aDUR|2ERES|38VULN|4TLV|5BEXP|68DMG|7BBNT|8BPWR|9RCR
253	44331 35122	3	   	257.16	DCR|2VULN|3DUR|2DMG|1TLV	18aDUR|2ERES|38VULN|4TLV|5BEXP|68DMG|7TBNT|8BPWR|9RCR
254	25311 53263	1	   	257.01	DCR|4VULN|1TLV|1DMG|1DUR|2SELL	1267VULN|3DMG|49SELL|5DUR|8RCR|aTLV
255	65314 21311	3	 * 	256.99	DCR|2VULN|3DMG|2TLV|2CDMG	124DMG|3aCDMG|5aVULN|6LWND|7RCR|8LHND|9aTLV|aBPWR
256	41631 12334	10	   	256.94	DCR|2VULN|3DUR|1TLV|3ASPD|1CDMG	158DUR|268ASPD|3TLV|4FEWX|78VULN|8BPWR|9CDMG|aRCR
257	65311 31261	3	   	256.79	DCR|2VULN|3DMG|2TLV|2CDMG	124DMG|3aCDMG|5DUST|6aVULN|7RCR|8aTLV|9MBVNT|aBPWR
258	21152 31552	1	   	256.71	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	15VULN|2TLV|3ASPD|45DUR|5BPWR|6CDMG|7LWND|8LIT|9DMG|aRCR
259	21252 31552	2	   	256.71	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	15VULN|2ASPD|3TLV|45DUR|5BPWR|6CDMG|7LWND|8LIT|9DMG|aRCR
260	25326 24131	1	   	256.70	DCR|4VULN|3DMG	1258VULN|345DMG|5BPWR|6CGEN|7RCVC|9RCR|aASPD
261	25326 24132	1	   	256.70	DCR|4VULN|3DMG	1258VULN|345DMG|5BPWR|6CGEN|7RCVC|9RCR|aLIT
262	64226 31131	2	   	256.70	DCR|4VULN|3DMG	145DMG|2RCVC|3568VULN|5BPWR|7CGEN|9RCR|aASPD
263	64226 31132	2	   	256.70	DCR|4VULN|3DMG	145DMG|2RCVC|3568VULN|5BPWR|7CGEN|9RCR|aLIT
264	65226 31131	1	   	256.70	DCR|4VULN|3DMG	145DMG|2DMSP|3568VULN|5BPWR|7CGEN|9RCR|aASPD
265	65226 31132	1	   	256.70	DCR|4VULN|3DMG	145DMG|2DMSP|3568VULN|5BPWR|7CGEN|9RCR|aLIT
