0	Index      	Bounty	 *	Score 	Summary	Detail	
1	12261 33225	8	 * 	276.22	DCR|4VULN|3DUR|2LIT|1AART	1LEGI|2379VULN|49LIT|5AART|6RCR|89aDUR|9BPWR
167	12214 23163	9	   	252.06	DCR|4VULN|1DMG|1TLV	1LEGI|236aVULN|4TLV|5LIT|7FEWX|8DMG|9RCR
168	21243 53332	9	   	252.02	DCR|4VULN|2DUR|1CDMG	1LWND|236aVULN|47DUR|5BEXP|8RCR|9CDMG
169	51112 31233	8	   	252.02	DCR|4VULN|2DUR|1CDMG	1aLHND|289aVULN|3CDMG|4DUST|5LEGI|6aDUR|7RCR|aBPWR
170	51112 31243	9	   	252.02	DCR|4VULN|2DUR|1CDMG	1aLHND|289aVULN|3CDMG|4DUST|5LEGI|6aDUR|7RCR|aBPWR
171	51112 31333	7	   	252.02	DCR|4VULN|2DUR|1CDMG	1aLHND|289aVULN|3CDMG|4DUST|5LEGI|6aDUR|7RCR|aBPWR
172	23126 51232	7	   	252.01	DCR|2VULN|3DUR|1DMG|1TLV|1CDMG	1LWND|267DUR|3CDMG|4DMG|59VULN|8RCR|aTLV
173	53126 51232	7	   	252.01	DCR|2VULN|3DUR|1DMG|1TLV|1CDMG	1LHND|267DUR|3CDMG|4DMG|59VULN|8RCR|aTLV
174	12125 21213	7	   	251.95	DCR|3VULN|3DMG|1CDMG	1LEGI|279VULN|3CDMG|459DMG|6BELT|89CGEN|9BPWR|aRCR
175	12125 21213	8	   	251.95	DCR|3VULN|3DMG|1CDMG	1LEGI|279VULN|3CDMG|459DMG|6BELT|89CGEN|9BPWR|aRCR
176	32262 34572	6	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1aERES|26aVULN|3DMSP|4MBVNT|5TLV|7DMG|8aDUR|9RCR|aBPWR
177	12243 53332	9	   	251.92	DCR|4VULN|2DUR|1CDMG	1LEGI|236aVULN|47DUR|5BEXP|8RCR|9CDMG
178	15126 51232	7	   	251.91	DCR|2VULN|3DUR|1DMG|1TLV|1CDMG	1LEGI|267DUR|3CDMG|4DMG|59VULN|8RCR|aTLV
179	21345 12421	7	   	251.90	DCR|4VULN|3DUR	178LWND|2678VULN|3FEWX|4LHND|578DUR|78BPWR|9DUST|aRCR
180	21615 12421	7	   	251.90	DCR|4VULN|3DUR	178LWND|2678VULN|3LHND|4FEWX|578DUR|78BPWR|9DUST|aRCR
181	32362 34572	6	   	251.85	DCR|3VULN|2DUR|1DMG|1TLV	13aERES|26aVULN|4MBVNT|5TLV|7DMG|8aDUR|9RCR|aBPWR
182	21261 33133	10	   	251.80	DCR|5VULN|2LIT|1AART	1aLWND|2379aVULN|4aLIT|5AART|6RCR|8RMIN|aBPWR
183	21256 33314	8	   	251.73	DCR|5VULN|1CDMG|1ASPD	1LWND|2367aVULN|4RMIN|5CDMG|8RCR|9ASPD
184	32365 33212	4	   	251.70	DCR|4VULN|3DUR	135ERES|259aVULN|4MBVNT|59aBPWR|6RCR|79aDUR|89aZMB
185	32366 18212	6	   	251.70	DCR|4VULN|3DUR	135ERES|259aVULN|4MBVNT|59aBPWR|69aDUR|7RCR|89aZMB
186	32366 33212	5	   	251.70	DCR|4VULN|3DUR	135ERES|259aVULN|4MBVNT|59aBPWR|6RCR|79aDUR|89aZMB
187	12123 36341	10	   	251.65	DCR|3VULN|3DMG|1CDMG	1LEGI|28aVULN|3CDMG|468DMG|5MBVNT|78DUST|8BPWR|9RCR
188	12125 65341	10	   	251.65	DCR|3VULN|3DMG|1CDMG	1LEGI|28aVULN|3CDMG|458DMG|68DUST|7MBVNT|8BPWR|9RCR
189	12256 33314	8	   	251.63	DCR|5VULN|1CDMG|1ASPD	1LEGI|2367aVULN|4RMIN|5CDMG|8RCR|9ASPD
190	21243 53313	10	   	251.60	DCR|4VULN|3DUR	1LWND|2369VULN|47aDUR|5BEXP|8RCR
191	51243 53313	10	   	251.60	DCR|4VULN|3DUR	1LHND|2369VULN|47aDUR|5BEXP|8RCR
192	12261 33133	10	   	251.60	DCR|5VULN|2LIT|1AART	1LEGI|2379aVULN|4aLIT|5AART|6RCR|8RMIN|aBPWR
193	12243 53313	10	   	251.50	DCR|4VULN|3DUR	1LEGI|2369VULN|47aDUR|5BEXP|8RCR
194	31314 21332	1	   	251.36	DCR|4VULN|3DUR|1SELL	1aERES|259aVULN|35aDUR|4RCVC|5aBPWR|6SELL|7TBNT|8RCR
195	31314 23332	1	   	251.36	DCR|4VULN|3DUR|1SELL	1aERES|259aVULN|35aDUR|4RCVC|5aBPWR|6SELL|7BBNT|8RCR
196	32314 21332	2	   	251.36	DCR|4VULN|3DUR|1SELL	1aERES|259aVULN|35aDUR|4RCVC|5aBPWR|6SELL|7TBNT|8RCR
197	32314 23332	2	   	251.36	DCR|4VULN|3DUR|1SELL	1aERES|259aVULN|35aDUR|4RCVC|5aBPWR|6SELL|7BBNT|8RCR
198	12125 23413	6	 * 	251.32	DCR|2VULN|3DMG|2TLV|2CDMG	1LEGI|29VULN|38CDMG|459DMG|6BELT|79TLV|9BPWR|aRCR
199	12125 25413	7	   	251.32	DCR|2VULN|3DMG|2TLV|2CDMG	1LEGI|29VULN|38CDMG|459DMG|6BELT|79TLV|9BPWR|aRCR
200	33614 21332	4	   	251.26	DCR|4VULN|3DUR|1SELL	12aERES|35aDUR|459aVULN|5aBPWR|6SELL|7TBNT|8RCR
201	33614 23332	4	   	251.26	DCR|4VULN|3DUR|1SELL	12aERES|35aDUR|459aVULN|5aBPWR|6SELL|7BBNT|8RCR
202	33615 21332	5	   	251.26	DCR|4VULN|3DUR|1SELL	12aERES|35aDUR|459aVULN|5aBPWR|6SELL|7TBNT|8RCR
203	33615 23332	5	   	251.26	DCR|4VULN|3DUR|1SELL	12aERES|35aDUR|459aVULN|5aBPWR|6SELL|7BBNT|8RCR
204	12123 22122	6	   	251.06	DCR|3VULN|2DMG|2LIT|1CDMG	1LEGI|27aVULN|3CDMG|47DMG|5MBVNT|67LIT|7BPWR|8RCVC|9RCR
205	12123 27522	7	   	251.06	DCR|3VULN|2DMG|2LIT|1CDMG	1LEGI|28aVULN|3CDMG|48DMG|5MBVNT|68LIT|7RCVC|8BPWR|9RCR
206	12123 52122	4	   	251.06	DCR|3VULN|2DMG|2LIT|1CDMG	1LEGI|27aVULN|3CDMG|47DMG|5MBVNT|67LIT|7BPWR|8RCVC|9RCR
207	12123 52122	5	   	251.06	DCR|3VULN|2DMG|2LIT|1CDMG	1LEGI|27aVULN|3CDMG|47DMG|5MBVNT|67LIT|7BPWR|8RCVC|9RCR
208	51252 63311	10	   	251.04	DCR|4VULN|1TLV|1DUR|1ASPD	1LHND|2389VULN|4RMIN|5TLV|6RCR|7DUR|aASPD
209	21126 31144	6	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1LWND|256VULN|3CDMG|4DMG|7BBNT|8RCR|9DUR|aTLV
210	21126 33144	6	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1LWND|256VULN|3CDMG|4DMG|7TBNT|8RCR|9DUR|aTLV
211	32443 62332	7	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1ERES|28aVULN|3CGEN|4DUR|5DMG|6RCR|7CDMG|9TLV
212	12316 32433	6	   	250.92	DCR|3VULN|2DMG|2TLV	1LEGI|28aVULN|34FEWX|58DMG|6RCR|78TLV|8BPWR|9LIT
213	12336 32433	6	   	250.92	DCR|3VULN|2DMG|2TLV	1LEGI|28aVULN|3FEWX|4RCVC|58DMG|6RCR|78TLV|8BPWR|9LIT
214	21232 22165	3	   	250.91	DCR|4VULN|1DMG|1CDMG|1AART	1LWND|2369VULN|4AART|5RMIN|7DMG|8RCR|aCDMG
215	13343 62312	9	   	250.91	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1LEGI|2TLV|3ERES|4DUR|5DMG|6RCR|7CDMG|89aVULN
216	12126 31144	6	   	250.91	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1LEGI|256VULN|3CDMG|4DMG|7BBNT|8RCR|9DUR|aTLV
217	12126 33144	6	   	250.91	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1LEGI|256VULN|3CDMG|4DMG|7TBNT|8RCR|9DUR|aTLV
218	15253 23341	10	   	250.65	DCR|3VULN|2DUR|2CDMG|2LIT	1LEGI|28DUR|38aVULN|4MLV|59CDMG|68LIT|7RCR|8BPWR
219	15253 23342	9	   	250.65	DCR|3VULN|2DUR|2CDMG|2LIT	1LEGI|28DUR|38aVULN|4MLV|59CDMG|68LIT|7RCR|8BPWR
220	15233 23342	9	   	250.55	DCR|3VULN|2DUR|2CDMG|2LIT	1LEGI|28DUR|38aVULN|4ERES|59CDMG|68LIT|7RCR|8BPWR
221	12242 53362	8	 * 	250.17	DCR|3VULN|3DUR|2ASPD	1LEGI|23aVULN|47aDUR|5ERES|6MLV|8RCR|9aASPD|aBPWR
222	23265 42223	5	   	249.99	DCR|2VULN|2DMG|2DUR|1CDMG|1AART	17LWND|2aDUR|37VULN|47DMG|5RPLT|6AART|7BPWR|8RCR|9CDMG
223	22552 32236	2	   	249.95	DCR|3VULN|2DUR|1TLV|1AART	1LWND|2AART|3LIT|47aVULN|59DUR|6TLV|8RCR
224	12323 23324	9	   	249.82	DCR|3VULN|1DMG|1TLV|2LIT|1CDMG	1LEGI|289VULN|38FEWX|4TLV|5CDMG|68LIT|7RCR|8BPWR|aDMG
225	12323 23361	8	   	249.82	DCR|3VULN|1DMG|1TLV|2LIT|1CDMG	1LEGI|28aVULN|38FEWX|4TLV|5CDMG|68LIT|7RCR|8BPWR|9DMG
226	12323 23661	7	   	249.82	DCR|3VULN|1DMG|1TLV|2LIT|1CDMG	1LEGI|28aVULN|38FEWX|4TLV|5CDMG|68LIT|7RCR|8BPWR|9DMG
227	23126 35162	7	   	249.65	DCR|3VULN|2DUR|1DMG|1CDMG	1LWND|29DUR|3CDMG|4DMG|59aVULN|6BEXP|79LHND|8RCR|9BPWR
228	15263 27233	8	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	1LEGI|2aDUR|39aVULN|4DMG|5MBVNT|6CDMG|7RCR|8aZMB|aBPWR
229	15263 27333	7	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	1LEGI|2aDUR|39aVULN|4DMG|5MBVNT|6CDMG|7RCR|8aZMB|aBPWR
230	21243 53336	10	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	1LWND|236VULN|47DUR|5BEXP|8RCR|9CDMG|aDMG
231	21243 53311	10	   	249.38	DCR|4VULN|2DUR|1ASPD	1LWND|2369VULN|47DUR|5BEXP|8RCR|aASPD
232	51243 53311	10	   	249.38	DCR|4VULN|2DUR|1ASPD	1LHND|2369VULN|47DUR|5BEXP|8RCR|aASPD
233	21126 31142	6	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	1LWND|256VULN|3CDMG|4DMG|7BBNT|8RCR|9aDUR
234	21126 33142	6	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	1LWND|256VULN|3CDMG|4DMG|7TBNT|8RCR|9aDUR
235	23263 27812	7	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	1LWND|29DUR|38aVULN|4DMG|5MBVNT|6CDMG|7RCR
236	51126 31142	6	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	1LHND|256VULN|3CDMG|4DMG|7BBNT|8RCR|9aDUR
237	51126 33142	6	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	1LHND|256VULN|3CDMG|4DMG|7TBNT|8RCR|9aDUR
238	15253 23325	9	 * 	249.35	DCR|3VULN|2DUR|3LIT|1CDMG	1LEGI|28DUR|389VULN|4MLV|5CDMG|68aLIT|7RCR|8BPWR
239	15253 23325	10	   	249.35	DCR|3VULN|2DUR|3LIT|1CDMG	1LEGI|28DUR|389VULN|4MLV|5CDMG|68aLIT|7RCR|8BPWR
240	12243 53311	10	   	249.28	DCR|4VULN|2DUR|1ASPD	1LEGI|2369VULN|47DUR|5BEXP|8RCR|aASPD
241	15233 23322	10	   	249.25	DCR|3VULN|2DUR|3LIT|1CDMG	1LEGI|28DUR|389VULN|4ERES|5CDMG|68aLIT|7RCR|8BPWR
242	15233 23325	9	   	249.25	DCR|3VULN|2DUR|3LIT|1CDMG	1LEGI|28DUR|389VULN|4ERES|5CDMG|68aLIT|7RCR|8BPWR
243	15233 23333	8	   	249.25	DCR|3VULN|2DUR|3LIT|1CDMG	1LEGI|28DUR|38aVULN|4ERES|5CDMG|689LIT|7RCR|8BPWR
244	12126 31142	6	   	249.25	DCR|3VULN|2DUR|1DMG|1CDMG	1LEGI|256VULN|3CDMG|4DMG|7BBNT|8RCR|9aDUR
245	12126 33142	6	   	249.25	DCR|3VULN|2DUR|1DMG|1CDMG	1LEGI|256VULN|3CDMG|4DMG|7TBNT|8RCR|9aDUR
246	41221 46321	8	 * 	249.02	DCR|3VULN|3DUR|2CDMG	1RCVC|2DMSP|346DUR|567VULN|6BPWR|8RCR|9aCDMG
247	43221 46321	8	   	249.02	DCR|3VULN|3DUR|2CDMG	12RCVC|346DUR|567VULN|6BPWR|8RCR|9aCDMG
248	12111 31213	9	   	248.92	DCR|3VULN|3DUR|2CDMG	1LEGI|28aVULN|3aCDMG|4DUST|5LHND|69aDUR|7RCR|aBPWR
249	13268 17132	8	 * 	248.92	DCR|3VULN|3DUR|2TLV	1LEGI|27TLV|3DMSP|4MBVNT|57aVULN|679DUR|7BPWR|8RCR
250	12111 31533	7	   	248.92	DCR|3VULN|3DUR|2CDMG	1LEGI|29aVULN|3aCDMG|4DUST|5LHND|68aDUR|7RCR|aBPWR
251	26611 31431	6	   	248.76	DCR|3VULN|2DMG|1DUR|1AART	149LWND|2RPLT|349VULN|49BPWR|5LHND|6DUR|79DMG|8AART|aRCR
252	32423 34212	9	   	248.51	DCR|3VULN|2DMG|2LIT|1ASPD	1ERES|29aVULN|3CGEN|4BEXP|59DMG|6RCR|7ASPD|89LIT|9BPWR
253	21256 33312	8	   	248.44	DCR|4VULN|1TLV|1CDMG|1ASPD	1LWND|2367VULN|4RMIN|5CDMG|8RCR|9ASPD|aTLV
254	21256 33316	8	   	248.44	DCR|4VULN|1DUR|1CDMG|1ASPD	1LWND|2367VULN|4RMIN|5CDMG|8RCR|9ASPD|aDUR
255	51256 33312	8	   	248.44	DCR|4VULN|1TLV|1CDMG|1ASPD	1LHND|2367VULN|4RMIN|5CDMG|8RCR|9ASPD|aTLV
256	12261 33225	7	   	248.41	DCR|4VULN|1DUR|2LIT|1AART	1LEGI|2379VULN|49LIT|5AART|6RCR|89LHND|9BPWR|aDUR
257	12261 33525	8	   	248.41	DCR|4VULN|1DUR|2LIT|1AART	1LEGI|2379VULN|49LIT|5AART|6RCR|89FEWX|9BPWR|aDUR
258	12261 33625	8	   	248.41	DCR|4VULN|1DUR|2LIT|1AART	1LEGI|2379VULN|49LIT|5AART|6RCR|89BEXP|9BPWR|aDUR
259	21261 33225	7	   	248.41	DCR|4VULN|1DUR|2LIT|1AART	19LWND|2379VULN|49LIT|5AART|6RCR|8LEGI|9BPWR|aDUR
260	51261 33225	7	   	248.41	DCR|4VULN|1DUR|2LIT|1AART	19LHND|2379VULN|49LIT|5AART|6RCR|8LEGI|9BPWR|aDUR
261	31354 22324	1	   	248.36	DCR|3VULN|2DMG|1DUR|1AART	1ERES|256VULN|3DUR|4AART|78DMG|9RCVC|aRCR
262	32354 22324	2	   	248.36	DCR|3VULN|2DMG|1DUR|1AART	1ERES|256VULN|3DUR|4AART|78DMG|9RCVC|aRCR
263	51252 63312	10	   	248.35	DCR|4VULN|1TLV|1DUR	1LHND|2389VULN|4RMIN|5TLV|6RCR|7DUR|aLIT
264	51252 63332	8	   	248.35	DCR|4VULN|1TLV|1DUR	1LHND|238aVULN|4RMIN|5TLV|6RCR|7DUR|9LIT
265	12256 33312	8	   	248.34	DCR|4VULN|1TLV|1CDMG|1ASPD	1LEGI|2367VULN|4RMIN|5CDMG|8RCR|9ASPD|aTLV
266	12256 33316	8	   	248.34	DCR|4VULN|1DUR|1CDMG|1ASPD	1LEGI|2367VULN|4RMIN|5CDMG|8RCR|9ASPD|aDUR
267	15122 23156	8	   	248.29	DCR|2VULN|2DMG|2DUR|1CDMG|1SELL	1LEGI|2aDUR|3CDMG|4aDMG|5FEWX|6LIT|7RCR|8SELL|9aVULN|aBPWR
268	12261 33125	7	   	248.21	DCR|4VULN|1DUR|2LIT|1AART	1LEGI|2379VULN|49LIT|5AART|6RCR|89DUST|9BPWR|aDUR
269	22254 14333	7	   	248.03	DCR|4VULN|2DUR|1AART	19LWND|2AART|3ERES|49DUR|579aVULN|6DLOT|8RCR|9BPWR
270	52262 14333	7	   	248.03	DCR|4VULN|2DUR|1AART	19LHND|2AART|3ERES|479aVULN|59DUR|6DLOT|8RCR|9BPWR
271	32215 73335	9	   	247.93	DCR|4VULN|2DUR|1AART	19ERES|2469VULN|3DMSP|5MBVNT|79DUR|8AART|9BPWR|aRCR
272	21261 33331	9	   	247.58	DCR|3VULN|1DMG|1CDMG|1ASPD|1AART	1LWND|237VULN|4LIT|5AART|6RCR|8CDMG|9DMG|aASPD
273	21261 33333	10	   	247.58	DCR|3VULN|1DMG|1CDMG|1ASPD|1AART	1LWND|237VULN|4LIT|5AART|6RCR|8CDMG|9DMG|aASPD
274	21256 33353	8	 * 	247.57	DCR|4VULN|1DMG|2CDMG	1LWND|2367VULN|4RMIN|5aCDMG|8RCR|9DMG
275	12261 33331	9	   	247.48	DCR|3VULN|1DMG|1CDMG|1ASPD|1AART	1LEGI|237VULN|4LIT|5AART|6RCR|8CDMG|9DMG|aASPD
276	12261 33333	10	   	247.48	DCR|3VULN|1DMG|1CDMG|1ASPD|1AART	1LEGI|237VULN|4LIT|5AART|6RCR|8CDMG|9DMG|aASPD
277	21126 31122	6	   	247.47	DCR|4VULN|1DMG|2CDMG	1LWND|256aVULN|39CDMG|4DMG|7BBNT|8RCR
278	21126 33122	6	   	247.47	DCR|4VULN|1DMG|2CDMG	1LWND|256aVULN|39CDMG|4DMG|7TBNT|8RCR
279	21213 22464	5	 * 	247.47	DCR|4VULN|2TLV|1DMG	1LWND|2369VULN|48TLV|5DLOT|7DMG|aRCR
280	51126 31122	6	   	247.47	DCR|4VULN|1DMG|2CDMG	1LHND|256aVULN|39CDMG|4DMG|7BBNT|8RCR
281	51126 33122	6	   	247.47	DCR|4VULN|1DMG|2CDMG	1LHND|256aVULN|39CDMG|4DMG|7TBNT|8RCR
282	12256 33353	8	   	247.47	DCR|4VULN|1DMG|2CDMG	1LEGI|2367VULN|4RMIN|5aCDMG|8RCR|9DMG
283	12126 31122	6	   	247.37	DCR|4VULN|1DMG|2CDMG	1LEGI|256aVULN|39CDMG|4DMG|7BBNT|8RCR
284	12126 33122	6	   	247.37	DCR|4VULN|1DMG|2CDMG	1LEGI|256aVULN|39CDMG|4DMG|7TBNT|8RCR
285	12213 22464	5	   	247.37	DCR|4VULN|2TLV|1DMG	1LEGI|2369VULN|48TLV|5DLOT|7DMG|aRCR
286	21261 34413	8	   	247.35	DCR|3VULN|2DUR|1CDMG|1AART	1LWND|23aVULN|4LIT|5AART|6RCR|7CDMG|89DUR
287	21261 34513	7	   	247.35	DCR|3VULN|2DUR|1CDMG|1AART	1LWND|23aVULN|4LIT|5AART|6RCR|7CDMG|89DUR
288	51261 33336	9	   	247.35	DCR|3VULN|2DUR|1CDMG|1AART	1LHND|237VULN|4LIT|5AART|6RCR|8CDMG|9aDUR
289	21163 36423	4	 * 	247.31	DCR|3VULN|3CDMG|2TLV|1DUR	18LWND|278VULN|356CDMG|48TLV|8BPWR|9RCR|aDUR
290	12261 34413	8	   	247.25	DCR|3VULN|2DUR|1CDMG|1AART	1LEGI|23aVULN|4LIT|5AART|6RCR|7CDMG|89DUR
291	12261 34513	7	   	247.25	DCR|3VULN|2DUR|1CDMG|1AART	1LEGI|23aVULN|4LIT|5AART|6RCR|7CDMG|89DUR
292	12216 66313	9	 * 	247.14	DCR|5VULN|2TLV	1LEGI|2379aVULN|47TLV|57FEWX|6RCR|7BPWR|8CGEN
293	21215 61313	9	   	247.14	DCR|5VULN|2TLV	1LWND|2359aVULN|45TLV|5BPWR|6RMIN|7FEWX|8RCR
294	51215 61313	9	   	247.14	DCR|5VULN|2TLV	1LHND|2359aVULN|45TLV|5BPWR|6RMIN|7FEWX|8RCR
295	26341 32126	7	   	247.12	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1LWND|2RPLT|3TLV|47aVULN|5DMG|6AART|8RCR|9DUR
296	21232 14316	7	   	247.10	DCR|4VULN|1DUR|1CDMG|1AART	1LWND|239aVULN|4RCVC|5AART|6DUR|7CDMG|8RCR
297	51232 14316	7	   	247.10	DCR|4VULN|1DUR|1CDMG|1AART	1LHND|239aVULN|4RCVC|5AART|6DUR|7CDMG|8RCR
298	21232 31316	7	   	247.10	DCR|4VULN|1DUR|1CDMG|1AART	1LWND|239aVULN|4RCVC|5AART|6CDMG|7DUR|8RCR
299	21232 35123	10	   	247.10	DCR|4VULN|1TLV|1CDMG|1AART	1LWND|2379VULN|4RCVC|5AART|6CDMG|8TLV|aRCR
300	21232 56316	3	   	247.10	DCR|4VULN|1TLV|1CDMG|1AART	1LWND|239aVULN|4AART|5RMIN|6CDMG|7TLV|8RCR
301	51232 31316	7	   	247.10	DCR|4VULN|1DUR|1CDMG|1AART	1LHND|239aVULN|4RCVC|5AART|6CDMG|7DUR|8RCR
302	12162 23311	9	   	247.07	DCR|3VULN|2CDMG|1TLV|2LIT|1ASPD	1LEGI|28aVULN|38CDMG|4TLV|5BEXP|68LIT|7RCR|8BPWR|9ASPD
303	22333 26256	2	   	247.07	DCR|3VULN|2DMG|2LIT|1AART	1LWND|2AART|3LEGI|46LIT|56DMG|6BPWR|79aVULN|8RCR
304	12214 34153	4	   	247.04	DCR|5VULN|2TLV	1LEGI|23579VULN|45TLV|5BPWR|6BELT|8FEWX|aRCR
305	12214 34253	4	   	247.04	DCR|5VULN|2TLV	1LEGI|23579VULN|45TLV|5BPWR|6BELT|8LHND|aRCR
306	12215 34153	5	   	247.04	DCR|5VULN|2TLV	1LEGI|23579VULN|45TLV|5BPWR|6BELT|8FEWX|aRCR
307	12215 34253	5	   	247.04	DCR|5VULN|2TLV	1LEGI|23579VULN|45TLV|5BPWR|6BELT|8LHND|aRCR
308	21215 31313	9	   	247.04	DCR|5VULN|2TLV	1LWND|2359aVULN|45TLV|5BPWR|6ERES|7FEWX|8RCR
309	21215 62313	9	   	247.04	DCR|5VULN|2TLV	1LWND|2359aVULN|45TLV|5BPWR|6RMIN|7DUST|8RCR
310	51215 62313	9	   	247.04	DCR|5VULN|2TLV	1LHND|2359aVULN|45TLV|5BPWR|6RMIN|7DUST|8RCR
311	12215 61313	9	   	247.04	DCR|5VULN|2TLV	1LEGI|2359aVULN|45TLV|5BPWR|6RMIN|7FEWX|8RCR
312	31354 22122	1	   	247.02	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1ERES|256VULN|3DUR|4AART|7DMG|8RCR|9CGEN|aTLV
313	31354 22162	1	   	247.02	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1ERES|256VULN|3DUR|4AART|7DMG|8RCR|9RMIN|aTLV
314	32354 22122	2	   	247.02	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1ERES|256VULN|3DUR|4AART|7DMG|8RCR|9CGEN|aTLV
315	32354 22162	2	   	247.02	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1ERES|256VULN|3DUR|4AART|7DMG|8RCR|9RMIN|aTLV
316	13141 32126	7	   	247.02	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1LEGI|2TLV|3RPLT|47aVULN|5DMG|6AART|8RCR|9DUR
317	22325 21315	7	   	247.02	DCR|3VULN|2CDMG|1TLV|1DUR|1AART	1LWND|2AART|35CDMG|469VULN|7DUR|8RCR|aTLV
318	52162 12261	5	   	247.02	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1LHND|2AART|3DUR|489VULN|5DMG|6BBNT|7TLV|aRCR
319	52325 21315	7	   	247.02	DCR|3VULN|2CDMG|1TLV|1DUR|1AART	1LHND|2AART|35CDMG|469VULN|7DUR|8RCR|aTLV
320	12211 32126	6	   	247.02	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1LEGI|23aVULN|4TLV|5RPLT|6DMG|7AART|8RCR|9DUR
321	21652 23432	5	   	247.02	DCR|2VULN|2DUR|2TLV|1DMG|1AART	1LWND|2aVULN|3LHND|4LIT|5aTLV|6DMG|7AART|8aDUR|9RCR|aBPWR
322	21652 23432	4	   	247.02	DCR|2VULN|2DUR|2TLV|1DMG|1AART	1LWND|2aVULN|3LHND|4LIT|5aTLV|6DMG|7AART|8aDUR|9RCR|aBPWR
323	51362 23132	4	   	247.02	DCR|2VULN|2DUR|1DMG|2TLV|1AART	1LHND|2aVULN|3FEWX|4LIT|5aTLV|6DMG|7aDUR|8AART|9RCR|aBPWR
324	51362 23132	5	   	247.02	DCR|2VULN|2DUR|1DMG|2TLV|1AART	1LHND|2aVULN|3FEWX|4LIT|5aTLV|6DMG|7aDUR|8AART|9RCR|aBPWR
325	51362 25332	5	   	247.02	DCR|2VULN|2DUR|1DMG|2TLV|1AART	1LHND|2aVULN|3FEWX|4LIT|5aTLV|6DMG|7AART|8aDUR|9RCR|aBPWR
326	51362 25332	4	   	247.02	DCR|2VULN|2DUR|1DMG|2TLV|1AART	1LHND|2aVULN|3FEWX|4LIT|5aTLV|6DMG|7AART|8aDUR|9RCR|aBPWR
327	51462 23132	5	   	247.02	DCR|2VULN|2DUR|2TLV|1DMG|1AART	1LHND|2aVULN|3BEXP|4LIT|5aTLV|6DMG|7aDUR|8AART|9RCR|aBPWR
328	51462 23132	4	   	247.02	DCR|2VULN|2DUR|2TLV|1DMG|1AART	1LHND|2aVULN|3BEXP|4LIT|5aTLV|6DMG|7aDUR|8AART|9RCR|aBPWR
329	12214 23161	10	   	247.01	DCR|3VULN|2DMG|1TLV	1LEGI|236VULN|4TLV|5LIT|7FEWX|8aDMG|9RCR
330	12232 14316	7	   	247.00	DCR|4VULN|1DUR|1CDMG|1AART	1LEGI|239aVULN|4RCVC|5AART|6DUR|7CDMG|8RCR
331	12232 31316	7	   	247.00	DCR|4VULN|1DUR|1CDMG|1AART	1LEGI|239aVULN|4RCVC|5AART|6CDMG|7DUR|8RCR
332	12232 35123	10	   	247.00	DCR|4VULN|1TLV|1CDMG|1AART	1LEGI|2379VULN|4RCVC|5AART|6CDMG|8TLV|aRCR
333	12215 62313	9	   	246.94	DCR|5VULN|2TLV	1LEGI|2359aVULN|45TLV|5BPWR|6RMIN|7DUST|8RCR
334	21215 32313	9	   	246.94	DCR|5VULN|2TLV	1LWND|2359aVULN|45TLV|5BPWR|6ERES|7DUST|8RCR
335	32215 71832	6	 * 	246.94	DCR|5VULN|1DMG	1ERES|2467aVULN|3DMSP|5MBVNT|8RCR|9DMG
336	21242 13332	6	   	246.94	DCR|3VULN|2DUR|1TLV|2LIT	19LWND|239VULN|46DUR|5ERES|79LIT|8RCR|9BPWR|aTLV
337	21261 33322	9	   	246.93	DCR|4VULN|2AART|1CDMG	1LWND|237aVULN|4LIT|59AART|6RCR|8CDMG
338	21261 33332	8	   	246.93	DCR|4VULN|2AART|1CDMG	1LWND|237aVULN|4LIT|59AART|6RCR|8CDMG
339	51261 33332	8	   	246.93	DCR|4VULN|2AART|1CDMG	1LHND|237aVULN|4LIT|59AART|6RCR|8CDMG
340	21261 33265	8	   	246.93	DCR|3VULN|3DUR|1AART	1LWND|237VULN|4LIT|5AART|6RCR|89aDUR
