0	Index      	Bounty	 *	Score 	Summary	Detail	
1	11451 33411	8	 * 	279.59	DCR|5VULN|2DMG|2LIT	1aERES|2aLIT|34679VULN|5aDMG|8RCR|aBPWR
183	32425 13242	8	   	255.81	DCR|2VULN|3DMG|2TLV|1DUR	1LIT|26TLV|37VULN|4DUR|568DMG|6BPWR|9DUST|aRCR
184	12534 13143	7	   	255.71	DCR|4VULN|2DUR|2AART	14ERES|2345VULN|4BPWR|69AART|7RCR|8aDUR
185	21522 34343	1	   	255.45	DCR|5VULN|1DMG	1FEWX|26789VULN|3DMG|4LIT|5LWND|aRCR
186	11451 33422	10	   	255.35	DCR|5VULN|1DMG	1ERES|2LIT|3467aVULN|5DMG|8RCR|9LWND
187	11452 16123	8	   	255.31	DCR|4VULN|1TLV|1CDMG|1AART	1ERES|2LIT|3489VULN|5CDMG|6RCR|7AART|aTLV
188	12534 13122	10	   	255.31	DCR|4VULN|1DUR|1CDMG|1AART	14ERES|2345VULN|4BPWR|6AART|7RCR|8CDMG|9LIT|aDUR
189	12534 13123	9	   	255.31	DCR|4VULN|1TLV|1CDMG|1AART	14ERES|2345VULN|4BPWR|6AART|7RCR|8CDMG|9LIT|aTLV
190	12534 13124	9	   	255.31	DCR|4VULN|1DUR|1CDMG|1AART	14ERES|2345VULN|4BPWR|6AART|7RCR|8CDMG|9LIT|aDUR
191	11451 33412	8	   	255.25	DCR|5VULN|1DMG	1aERES|2LIT|34679VULN|5DMG|8RCR
192	23433 51114	7	   	255.11	DCR|3VULN|2DUR|2ASPD|1AART	18FEWX|2AART|34DUR|58aVULN|6RCR|78ASPD|8BPWR|9LIT
193	23433 51163	7	   	255.11	DCR|3VULN|2DUR|2ASPD|1AART	18FEWX|2AART|34DUR|589VULN|6RCR|78ASPD|8BPWR|aLIT
194	23433 53114	6	   	255.11	DCR|3VULN|2DUR|2ASPD|1AART	18FEWX|2AART|34DUR|58aVULN|6RCR|78ASPD|8BPWR|9LIT
195	23433 53163	6	   	255.11	DCR|3VULN|2DUR|2ASPD|1AART	18FEWX|2AART|34DUR|589VULN|6RCR|78ASPD|8BPWR|aLIT
196	31434 47315	1	   	255.00	DCR|3VULN|2DUR|1DMG|1ASPD	1LIT|29DUR|3MBVNT|4DMG|58aVULN|6RCR|7ASPD
197	12143 32443	7	   	254.95	DCR|3VULN|2DMG|1TLV|1DUR	1ERES|246VULN|39DMG|5DUR|7RMIN|8TLV|aRCR
198	12146 32343	6	   	254.95	DCR|3VULN|2DMG|1TLV|1DUR	1ERES|248VULN|39DMG|5TLV|6DUR|7RMIN|aRCR
199	12124 16523	6	   	254.95	DCR|3VULN|2DMG|1TLV|1DUR	1ERES|258VULN|36DMG|4RMIN|7TLV|9DUR|aRCR
200	12532 12443	7	   	254.95	DCR|3VULN|2DMG|1TLV|1DUR	14ERES|234VULN|4BPWR|5DUR|69DMG|7RMIN|8TLV|aRCR
201	63223 36114	7	   	254.91	DCR|3VULN|2DUR|2ASPD|1AART	18DUST|2AART|34ASPD|58aVULN|68DUR|7RCR|8BPWR|9LIT
202	63223 36163	7	   	254.91	DCR|3VULN|2DUR|2ASPD|1AART	18DUST|2AART|34ASPD|589VULN|68DUR|7RCR|8BPWR|aLIT
203	12143 32353	8	   	254.76	DCR|4VULN|1DMG|1DUR|1ASPD	1ERES|246aVULN|3DMG|5DUR|7RMIN|8ASPD|9RCR
204	12124 36353	7	   	254.76	DCR|4VULN|1DMG|1DUR|1ASPD	1ERES|258aVULN|3DMG|4RMIN|6DUR|7ASPD|9RCR
205	12532 12353	8	   	254.76	DCR|4VULN|1DMG|1DUR|1ASPD	14ERES|234aVULN|4BPWR|5DUR|6DMG|7RMIN|8ASPD|9RCR
206	32426 34417	6	   	254.00	DCR|2VULN|2DMG|1TLV|1DUR|2LIT|1ASPD	1aLIT|2TLV|3aVULN|4DUR|5ASPD|6MBVNT|7RCR|8aDMG|9BBNT|aBPWR
207	32426 34427	6	   	254.00	DCR|2VULN|2DMG|1TLV|1DUR|2LIT|1ASPD	1aLIT|2TLV|3aVULN|4DUR|5ASPD|6MBVNT|7RCR|8aDMG|9TBNT|aBPWR
208	32442 34417	6	   	254.00	DCR|2VULN|2DMG|1TLV|1DUR|2LIT|1ASPD	1aLIT|2TLV|3aVULN|4ASPD|5DUR|6MBVNT|7RCR|8aDMG|9BBNT|aBPWR
209	32442 34427	6	   	254.00	DCR|2VULN|2DMG|1TLV|1DUR|2LIT|1ASPD	1aLIT|2TLV|3aVULN|4ASPD|5DUR|6MBVNT|7RCR|8aDMG|9TBNT|aBPWR
210	12122 43321	2	   	253.84	DCR|3VULN|2DUR|1TLV|1CDMG	18ERES|28aVULN|3CDMG|4LEGI|5TLV|68DUR|7RCR|8BPWR|9LIT
211	31434 22112	1	   	253.75	DCR|3VULN|2DMG|1DUR|2LIT	19LIT|2DUR|3MBVNT|49DMG|569VULN|7RCR|8RCVC|9BPWR|aLHND
212	31434 22114	1	   	253.75	DCR|3VULN|2DMG|1DUR|2LIT	19LIT|2DUR|3MBVNT|49DMG|569VULN|7RCR|8RCVC|9BPWR|aRMIN
213	31434 22115	1	   	253.75	DCR|3VULN|2DMG|1DUR|2LIT	19LIT|2DUR|3MBVNT|49DMG|569VULN|7RCR|8RCVC|9BPWR|aBEXP
214	31434 22116	1	   	253.75	DCR|3VULN|2DMG|1DUR|2LIT	19LIT|2DUR|3MBVNT|49DMG|569VULN|7RCR|8RCVC|9BPWR|aCGEN
215	31434 22117	1	   	253.75	DCR|3VULN|2DMG|1DUR|2LIT	19LIT|2DUR|3MBVNT|49DMG|569VULN|7RCR|8RCVC|9BPWR|aZMB
216	31434 22111	1	   	253.65	DCR|3VULN|2DMG|1DUR|2LIT	19LIT|2DUR|3MBVNT|49DMG|569VULN|7RCR|8RCVC|9BPWR|aERES
217	31434 22118	1	   	253.65	DCR|3VULN|2DMG|1DUR|2LIT	19LIT|2DUR|3MBVNT|49DMG|569VULN|7RCR|8RCVC|9BPWR|aDUST
218	32115 33463	10	   	253.65	DCR|3VULN|2DMG|1TLV|2LIT	13LIT|2TLV|4aDMG|567VULN|8RCR|9CGEN
219	32115 34243	10	   	253.65	DCR|3VULN|2DMG|1TLV|2LIT	13LIT|2TLV|48DMG|569VULN|7LWND|aRCR
220	33115 13244	8	   	253.65	DCR|3VULN|2DMG|1DUR|2LIT	13LIT|2ZMB|48DMG|57aVULN|6DUR|9RCR
221	33115 13344	7	   	253.65	DCR|3VULN|2DMG|1DUR|2LIT	13LIT|2ZMB|48DMG|57aVULN|6DUR|9RCR
222	33161 13244	8	   	253.65	DCR|3VULN|2DMG|1DUR|2LIT	13LIT|2ZMB|47aVULN|58DMG|6DUR|9RCR
223	33161 13344	7	   	253.65	DCR|3VULN|2DMG|1DUR|2LIT	13LIT|2ZMB|47aVULN|58DMG|6DUR|9RCR
224	12552 32161	7	   	253.63	DCR|3VULN|2DMG|2AART|1CDMG	17ERES|237VULN|45AART|67DMG|7BPWR|8RCR|9CDMG|aFEWX
225	12552 32163	7	   	253.63	DCR|3VULN|2DMG|2AART|1CDMG	17ERES|237VULN|45AART|67DMG|7BPWR|8RCR|9CDMG|aRMIN
226	33426 62113	5	   	253.60	DCR|2VULN|3DMG|1DUR|2LIT|1ASPD	19LIT|2ZMB|39VULN|4DUR|5ASPD|69aDMG|7RCR|8RCVC|9BPWR
227	33441 62113	4	   	253.60	DCR|2VULN|3DMG|1DUR|2LIT|1ASPD	19LIT|2ZMB|39VULN|4ASPD|5DUR|69aDMG|7RCR|8RCVC|9BPWR
228	33442 62113	5	   	253.60	DCR|2VULN|3DMG|1DUR|2LIT|1ASPD	19LIT|2ZMB|39VULN|4ASPD|5DUR|69aDMG|7RCR|8RCVC|9BPWR
229	33451 62113	3	   	253.60	DCR|2VULN|3DMG|1DUR|2LIT|1ASPD	19LIT|2ZMB|39VULN|4ASPD|5DUR|69aDMG|7RCR|8RCVC|9BPWR
230	11113 23564	7	   	253.55	DCR|3VULN|2DMG|1DUR|2LIT	1ERES|23LIT|46DMG|5DUR|78aVULN|9RCR
231	11115 13243	10	   	253.55	DCR|3VULN|2DMG|1DUR|2LIT	1ERES|23LIT|48DMG|579VULN|6DUR|aRCR
232	11115 13264	8	   	253.55	DCR|3VULN|2DMG|1DUR|2LIT	1ERES|23LIT|48DMG|57aVULN|6DUR|9RCR
233	11115 35243	10	   	253.55	DCR|3VULN|2DMG|1DUR|2LIT	1ERES|23LIT|48DMG|569VULN|7DUR|aRCR
234	11451 13213	10	   	253.55	DCR|3VULN|2DMG|1DUR|2LIT	1ERES|29LIT|347VULN|58DMG|6DUR|aRCR
235	11451 35213	10	   	253.55	DCR|3VULN|2DMG|1DUR|2LIT	1ERES|29LIT|346VULN|58DMG|7DUR|aRCR
236	12143 36213	10	   	253.55	DCR|3VULN|2DMG|1DUR|2LIT	1ERES|246VULN|38DMG|5DUR|79LIT|aRCR
237	12532 16213	10	   	253.55	DCR|3VULN|2DMG|1DUR|2LIT	14ERES|234VULN|4BPWR|5DUR|68DMG|79LIT|aRCR
238	12552 32162	7	   	253.53	DCR|3VULN|2DMG|2AART|1CDMG	17ERES|237VULN|45AART|67DMG|7BPWR|8RCR|9CDMG|aTBNT
239	12634 13342	10	   	253.41	DCR|4VULN|2TLV|1DUR|1AART	149ERES|2459VULN|3DMSP|49BPWR|6AART|7RCR|89TLV|aDUR
240	12143 11343	5	   	253.28	DCR|3VULN|2DMG|2DUR	1ERES|248VULN|39DMG|57DUR|6FEWX|aRCR
241	12143 31343	5	   	253.28	DCR|3VULN|2DMG|2DUR	1ERES|248VULN|39DMG|57DUR|6BEXP|aRCR
242	12143 61343	6	   	253.28	DCR|3VULN|2DMG|2DUR	1ERES|248VULN|39DMG|57DUR|6FEWX|aRCR
243	32113 13562	7	   	253.22	DCR|2VULN|3DUR|1DMG|1TLV|2LIT	13LIT|2TLV|4DMG|56aDUR|78VULN|9RCR
244	32115 11562	7	   	253.22	DCR|2VULN|3DUR|1DMG|1TLV|2LIT	13LIT|2TLV|4DMG|58VULN|67aDUR|9RCR
245	66333 15322	4	   	253.09	DCR|3VULN|2DUR|2ASPD|1TLV|1NUKE	1DUST|245VULN|34ASPD|4BPWR|6TLV|7NUKE|8aDUR|9RCR
246	12534 13225	7	   	252.89	DCR|5VULN|1DUR|1AART	14ERES|2345aVULN|4BPWR|6AART|7RCR|8FEWX|9DUR
247	12534 13225	8	   	252.89	DCR|5VULN|1DUR|1AART	14ERES|2345aVULN|4BPWR|6AART|7RCR|8BEXP|9DUR
248	12534 13311	9	   	252.89	DCR|5VULN|1TLV|1AART	14ERES|2345aVULN|4BPWR|6AART|7RCR|8TLV|9CGEN
249	12534 13314	8	   	252.89	DCR|5VULN|1TLV|1AART	14ERES|2345aVULN|4BPWR|6AART|7RCR|8TLV|9RCVC
250	12534 13326	9	   	252.89	DCR|5VULN|1TLV|1AART	14ERES|2345aVULN|4BPWR|6AART|7RCR|8TLV|9BEXP
251	12534 13522	7	   	252.89	DCR|5VULN|1DUR|1AART	14ERES|23458VULN|4BPWR|6AART|7RCR|9DUR|aLHND
252	12534 13523	7	   	252.89	DCR|5VULN|1DUR|1AART	14ERES|23458VULN|4BPWR|6AART|7RCR|9DUR|aRPLT
253	12634 13531	7	   	252.89	DCR|5VULN|1DUR|1AART	14ERES|2458aVULN|3DMSP|4BPWR|6AART|7RCR|9DUR
254	12534 13361	10	   	252.79	DCR|5VULN|1TLV|1AART	149ERES|2345aVULN|4BPWR|6AART|7RCR|8TLV
255	12534 13521	7	   	252.79	DCR|5VULN|1DUR|1AART	14ERES|23458VULN|4BPWR|6AART|7RCR|9DUR|aDUST
256	32445 21111	6	   	252.76	DCR|4VULN|1TLV|1ASPD|1AART	1LIT|2TLV|378aVULN|4ASPD|5RPLT|6RCR|9AART
257	12534 32261	8	   	252.66	DCR|4VULN|1DUR|1ASPD|1AART	14ERES|2345VULN|4BPWR|6DUR|7LIT|8ASPD|9RCR|aAART
258	32115 13261	8	   	252.66	DCR|2VULN|2DMG|1TLV|1DUR|2LIT|1AART	13LIT|2TLV|48DMG|57VULN|6DUR|9RCR|aAART
259	32113 23561	7	   	252.66	DCR|2VULN|2DMG|1TLV|1DUR|2LIT|1AART	13LIT|2TLV|46DMG|5DUR|78VULN|9RCR|aAART
260	32115 35261	8	   	252.66	DCR|2VULN|2DMG|1TLV|1DUR|2LIT|1AART	13LIT|2TLV|48DMG|56VULN|7DUR|9RCR|aAART
261	66335 22123	8	 * 	252.47	DCR|2VULN|3DMG|2ASPD|2CDMG	1DUST|24VULN|34ASPD|4BPWR|59CDMG|678DMG|aRCR
262	23324 14314	2	   	252.37	DCR|3VULN|3DUR|1CDMG|1AART	17FEWX|2AART|367VULN|4TBNT|578DUR|7BPWR|9RCR|aCDMG
263	32115 13154	9	   	252.32	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	13LIT|2TLV|4DMG|57aVULN|6DUR|8FEWX|9RCR
264	32115 13155	10	   	252.32	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	13LIT|2TLV|4DMG|57aVULN|6DUR|8FEWX|9RCR
265	32115 13354	9	   	252.32	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	13LIT|2TLV|4DMG|57aVULN|6DUR|8LWND|9RCR
266	32115 13355	10	   	252.32	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	13LIT|2TLV|4DMG|57aVULN|6DUR|8LWND|9RCR
267	32115 13364	8	   	252.32	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	13LIT|2TLV|4DMG|57aVULN|6DUR|8LWND|9RCR
268	32115 13563	7	   	252.32	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	13LIT|2TLV|4DMG|578VULN|6DUR|9RCR|aBELT
269	32115 13643	10	   	252.32	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	13LIT|2TLV|4DMG|579VULN|6DUR|8DMSP|aRCR
270	32121 13154	9	   	252.32	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	13LIT|2TLV|4FEWX|5DMG|6DUR|78aVULN|9RCR
271	32121 13155	10	   	252.32	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	13LIT|2TLV|4FEWX|5DMG|6DUR|78aVULN|9RCR
272	32161 13154	9	   	252.32	DCR|3VULN|1DMG|1DUR|1TLV|2LIT	13LIT|2TLV|4LHND|5DMG|6DUR|78aVULN|9RCR
273	32161 13155	10	   	252.32	DCR|3VULN|1DMG|1DUR|1TLV|2LIT	13LIT|2TLV|4LHND|5DMG|6DUR|78aVULN|9RCR
274	32161 13164	8	   	252.32	DCR|3VULN|1DMG|1DUR|1TLV|2LIT	13LIT|2TLV|4LHND|5DMG|6DUR|78aVULN|9RCR
275	32115 31562	6	   	252.32	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	13LIT|2TLV|4DMG|568VULN|7LWND|9RCR|aDUR
276	32115 33163	8	   	252.32	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	13LIT|2TLV|4DMG|567VULN|8DUR|9RCR|aBELT
277	32115 33262	8	   	252.32	DCR|3VULN|1DMG|1DUR|1TLV|2LIT	13LIT|2TLV|4DMG|567VULN|8LHND|9RCR|aDUR
278	32115 33262	7	   	252.32	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	13LIT|2TLV|4DMG|567VULN|8FEWX|9RCR|aDUR
279	32115 33422	9	   	252.32	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	13LIT|2TLV|4DMG|567VULN|8RCR|9LWND|aDUR
280	32115 33432	8	   	252.32	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	13LIT|2TLV|4DMG|567VULN|8RCR|9LWND|aDUR
281	32115 33452	9	   	252.32	DCR|3VULN|1DMG|1DUR|1TLV|2LIT	13LIT|2TLV|4DMG|567VULN|8RCR|9LHND|aDUR
282	32115 33462	7	   	252.32	DCR|3VULN|1DMG|1DUR|1TLV|2LIT	13LIT|2TLV|4DMG|567VULN|8LHND|9RCR|aDUR
283	32115 33662	7	   	252.32	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	13LIT|2TLV|4DMG|567VULN|8LWND|9RCR|aDUR
284	32111 13154	9	   	252.32	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	13LIT|2TLV|4DMG|5FEWX|6DUR|78aVULN|9RCR
285	32111 13155	10	   	252.32	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	13LIT|2TLV|4DMG|5FEWX|6DUR|78aVULN|9RCR
286	32111 31154	9	   	252.32	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	13LIT|2TLV|4DMG|5FEWX|68aVULN|7DUR|9RCR
287	32111 31155	10	   	252.32	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	13LIT|2TLV|4DMG|5FEWX|68aVULN|7DUR|9RCR
288	32112 13154	9	   	252.32	DCR|3VULN|1DMG|1DUR|1TLV|2LIT	13LIT|2TLV|4DMG|5BEXP|6DUR|78aVULN|9RCR
289	32112 13155	10	   	252.32	DCR|3VULN|1DMG|1DUR|1TLV|2LIT	13LIT|2TLV|4DMG|5BEXP|6DUR|78aVULN|9RCR
290	32112 13164	8	   	252.32	DCR|3VULN|1DMG|1DUR|1TLV|2LIT	13LIT|2TLV|4DMG|5BEXP|6DUR|78aVULN|9RCR
291	32112 31154	9	   	252.32	DCR|3VULN|1DMG|1DUR|1TLV|2LIT	13LIT|2TLV|4DMG|5BEXP|68aVULN|7DUR|9RCR
292	32112 31155	10	   	252.32	DCR|3VULN|1DMG|1DUR|1TLV|2LIT	13LIT|2TLV|4DMG|5BEXP|68aVULN|7DUR|9RCR
293	32112 31164	8	   	252.32	DCR|3VULN|1DMG|1DUR|1TLV|2LIT	13LIT|2TLV|4DMG|5BEXP|68aVULN|7DUR|9RCR
294	32113 33154	9	   	252.32	DCR|3VULN|1DMG|1DUR|1TLV|2LIT	13LIT|2TLV|4DMG|5DUR|6BEXP|78aVULN|9RCR
295	32113 33155	10	   	252.32	DCR|3VULN|1DMG|1DUR|1TLV|2LIT	13LIT|2TLV|4DMG|5DUR|6BEXP|78aVULN|9RCR
296	32113 33164	8	   	252.32	DCR|3VULN|1DMG|1DUR|1TLV|2LIT	13LIT|2TLV|4DMG|5DUR|6BEXP|78aVULN|9RCR
297	32121 31154	9	   	252.32	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	13LIT|2TLV|4FEWX|5DMG|68aVULN|7DUR|9RCR
298	32121 31155	10	   	252.32	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	13LIT|2TLV|4FEWX|5DMG|68aVULN|7DUR|9RCR
299	32161 31154	9	   	252.32	DCR|3VULN|1DMG|1DUR|1TLV|2LIT	13LIT|2TLV|4LHND|5DMG|68aVULN|7DUR|9RCR
300	32161 31155	10	   	252.32	DCR|3VULN|1DMG|1DUR|1TLV|2LIT	13LIT|2TLV|4LHND|5DMG|68aVULN|7DUR|9RCR
301	32161 31164	8	   	252.32	DCR|3VULN|1DMG|1DUR|1TLV|2LIT	13LIT|2TLV|4LHND|5DMG|68aVULN|7DUR|9RCR
302	32423 22154	10	   	252.32	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	1aLIT|2TLV|378VULN|4DUR|5LWND|6DMG|9RCR
303	63166 32132	8	   	252.29	DCR|2VULN|2DMG|2DUR|1TLV|1AART	1aDUST|2AART|3ERES|4aDUR|58DMG|6TLV|7aVULN|9RCR|aBPWR
304	63166 32232	7	   	252.29	DCR|2VULN|2DMG|2DUR|1TLV|1AART	1aDUST|2AART|3ERES|4aDUR|58DMG|6TLV|7aVULN|9RCR|aBPWR
305	32115 21154	9	   	252.22	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	13LIT|2TLV|4DMG|58aVULN|6DUST|7DUR|9RCR
306	32115 21155	10	   	252.22	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	13LIT|2TLV|4DMG|58aVULN|6DUST|7DUR|9RCR
307	32115 21164	8	   	252.22	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	13LIT|2TLV|4DMG|58aVULN|6DUST|7DUR|9RCR
308	32115 33162	7	   	252.22	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	13LIT|2TLV|4DMG|567VULN|8DUST|9RCR|aDUR
309	32115 33165	8	   	252.22	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	13LIT|2TLV|4DMG|567VULN|8DUR|9RCR|aERES
310	32115 33166	8	   	252.22	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	13LIT|2TLV|4DMG|567VULN|8DUR|9RCR|aDLOT
311	32421 22154	10	   	252.22	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	1aLIT|2TLV|378VULN|4DUR|5LEGI|6DMG|9RCR
312	21521 24353	1	   	252.16	DCR|4VULN|1DMG|1DUR	1FEWX|2678VULN|3DMG|4LIT|5DUR|9LHND|aRCR
313	33423 53314	9	   	252.16	DCR|4VULN|1DMG|1DUR	1LIT|2ZMB|378aVULN|4DUR|5LWND|6RCR|9DMG
314	33423 53315	10	   	252.16	DCR|4VULN|1DMG|1DUR	1LIT|2ZMB|378aVULN|4DUR|5LWND|6RCR|9DMG
315	26432 32153	9	   	252.16	DCR|4VULN|1DMG|1DUR	1FEWX|2378VULN|4LIT|5DUR|6BEXP|9RCR|aDMG
316	33423 22164	8	   	252.16	DCR|4VULN|1DMG|1DUR	1LIT|2ZMB|378aVULN|4DUR|5LWND|6DMG|9RCR
317	35115 33143	10	   	252.16	DCR|4VULN|1DMG|1DUR	1LIT|2RCVC|3RMIN|4DMG|5679VULN|8DUR|aRCR
318	35161 33143	10	   	252.16	DCR|4VULN|1DMG|1DUR	1LIT|2RCVC|3RMIN|4679VULN|5DMG|8DUR|aRCR
319	12146 13143	8	   	252.10	DCR|2VULN|3DMG|1TLV|1CDMG|1ASPD	1ERES|24VULN|368DMG|5TLV|7CDMG|9ASPD|aRCR
320	66334 12323	6	   	252.08	DCR|3VULN|2ASPD|1DMG|1DUR|1AART	1DUST|245VULN|34ASPD|4BPWR|6DMG|7CGEN|8DUR|9RCR|aAART
321	12141 31152	5	   	252.07	DCR|3VULN|2DMG|2TLV|1AART	17aERES|24aVULN|37DMG|5AART|67DUST|7aBPWR|8aTLV|9RCR
322	12113 34364	7	   	252.06	DCR|4VULN|1DMG|1DUR	1ERES|267aVULN|3DMG|4RCVC|5DUR|8LIT|9RCR
323	12143 34363	7	   	252.06	DCR|4VULN|1DMG|1DUR	1ERES|2467VULN|3DMG|5DUR|8LIT|9RCR|aBELT
324	21674 44344	4	   	252.06	DCR|4VULN|1DMG|1TLV	1FEWX|2LIT|3MBVNT|489aVULN|5TLV|6DMG|7RCR
325	33421 22164	8	   	252.06	DCR|4VULN|1DMG|1DUR	1LIT|2ZMB|378aVULN|4DUR|5LEGI|6DMG|9RCR
326	61521 24333	1	   	252.06	DCR|4VULN|1DMG|1DUR	1DUST|2678VULN|3DMG|4LIT|5DUR|9LWND|aRCR
327	11451 33163	8	   	252.06	DCR|4VULN|1DMG|1DUR	1ERES|2LIT|3467VULN|5DMG|8DUR|9RCR|aBELT
328	11451 33262	8	   	252.06	DCR|4VULN|1DMG|1DUR	1ERES|2LIT|3467VULN|5DMG|8LHND|9RCR|aDUR
329	11451 33262	7	   	252.06	DCR|4VULN|1DMG|1DUR	1ERES|2LIT|3467VULN|5DMG|8FEWX|9RCR|aDUR
330	11451 33313	10	   	252.06	DCR|4VULN|1DMG|1TLV	1ERES|2LIT|3467VULN|5DMG|8TLV|9RPLT|aRCR
331	11451 33422	9	   	252.06	DCR|4VULN|1DMG|1DUR	1ERES|2LIT|3467VULN|5DMG|8RCR|9LWND|aDUR
332	11451 33432	8	   	252.06	DCR|4VULN|1DMG|1DUR	1ERES|2LIT|3467VULN|5DMG|8RCR|9LWND|aDUR
333	12532 14363	7	   	252.06	DCR|4VULN|1DMG|1DUR	14ERES|2347VULN|4BPWR|5DUR|6DMG|8LIT|9RCR|aBELT
334	15315 33143	10	   	252.06	DCR|4VULN|1DMG|1DUR	1ERES|2DMSP|3LIT|4DMG|5679VULN|8DUR|aRCR
335	11115 33411	8	   	252.02	DCR|4VULN|1DMG|2LIT|1AART	1ERES|23LIT|4DMG|5679VULN|8RCR|aAART
336	11115 33441	9	   	252.02	DCR|4VULN|1DMG|2LIT|1AART	1ERES|23LIT|4DMG|5679VULN|8RCR|aAART
337	11451 33411	9	   	252.02	DCR|4VULN|1DMG|2LIT|1AART	1ERES|29LIT|3467VULN|5DMG|8RCR|aAART
338	12251 62225	4	   	252.02	DCR|4VULN|1DMG|2LIT|1AART	138ERES|278aVULN|4AART|58LIT|6RCR|8BPWR|9DMG
339	11215 33143	10	   	251.96	DCR|4VULN|1DMG|1DUR	13ERES|2LIT|4DMG|5679VULN|8DUR|aRCR
340	11215 33164	8	   	251.96	DCR|4VULN|1DMG|1DUR	13ERES|2LIT|4DMG|567aVULN|8DUR|9RCR
341	11215 33414	8	   	251.96	DCR|4VULN|1DMG|1DUR	13ERES|2LIT|4DMG|5679VULN|8RCR|aDUR
342	11431 33143	10	   	251.96	DCR|4VULN|1DMG|1DUR	14ERES|2LIT|3679VULN|5DMG|8DUR|aRCR
343	11431 33164	8	   	251.96	DCR|4VULN|1DMG|1DUR	14ERES|2LIT|367aVULN|5DMG|8DUR|9RCR
344	11431 33414	8	   	251.96	DCR|4VULN|1DMG|1DUR	14ERES|2LIT|3679VULN|5DMG|8RCR|aDUR
345	12145 13143	10	   	251.96	DCR|4VULN|1DMG|1DUR	15ERES|2479VULN|3DMG|6LIT|8DUR|aRCR
346	16315 33143	10	   	251.96	DCR|4VULN|1DMG|1DUR	12ERES|3LIT|4DMG|5679VULN|8DUR|aRCR
347	11451 33162	7	   	251.96	DCR|4VULN|1DMG|1DUR	1ERES|2LIT|3467VULN|5DMG|8DUST|9RCR|aDUR
348	26416 13113	8	   	251.73	DCR|5VULN|1DUR	15FEWX|23579VULN|4RCVC|5BPWR|6LIT|8DUR|aRCR
349	26416 13323	8	   	251.73	DCR|5VULN|1TLV	15FEWX|23578VULN|4RCVC|5BPWR|6LIT|9TLV|aRCR
350	26413 36313	8	   	251.63	DCR|5VULN|1DUR	1FEWX|23689VULN|4RCVC|5DUR|7LIT|aRCR
351	26436 13313	8	   	251.63	DCR|5VULN|1DUR	15FEWX|23789VULN|4LIT|6DUR|aRCR
352	26436 33113	8	   	251.63	DCR|5VULN|1DUR	15FEWX|23679VULN|4LIT|8DUR|aRCR
353	26436 33323	8	   	251.63	DCR|5VULN|1TLV	15FEWX|23678VULN|4LIT|9TLV|aRCR
354	26443 32113	7	   	251.63	DCR|5VULN|1DUR	1FEWX|23468VULN|5DUR|7RMIN|9LIT|aRCR
355	31462 11631	2	   	251.63	DCR|5VULN|1DUR	1LIT|2RPLT|3DUR|4679aVULN|5LWND|8RCR
356	56132 11631	3	   	251.63	DCR|5VULN|1DUR	1RPLT|2DUR|3679aVULN|4LIT|5LWND|8RCR
357	12533 32635	4	   	251.53	DCR|5VULN|1DUR	14ERES|23457VULN|4BPWR|6BELT|8DUR|9RCR|aLIT
358	32426 34315	6	   	251.19	DCR|3VULN|2DUR|1TLV|1ASPD	1LIT|2TLV|38aVULN|49DUR|5ASPD|6MBVNT|7RCR
359	32442 34315	6	   	251.19	DCR|3VULN|2DUR|1TLV|1ASPD	1LIT|2TLV|38aVULN|4ASPD|59DUR|6MBVNT|7RCR
360	32521 21364	2	   	251.03	DCR|2VULN|2DMG|2DUR|1TLV	1LIT|2TLV|34DUR|58DMG|6aVULN|7BEXP|9RCR
361	52234 13421	8	   	251.03	DCR|2VULN|2DMG|2DUR|1TLV	1RPLT|24DMG|38DUR|5TLV|6aVULN|7RCR|9LIT
