0	Index      	Bounty	 *	Score 	Summary	Detail	
1	63511 23231	7	 * 	284.23	橙3易伤2时间2等级1伤害2暴击	17等级27暴击3伤害49时间567易伤7序列升级8雷电a核
213	41143 61321	1	   	261.79	橙3易伤2伤害2时间	135易伤26时间46伤害6序列升级7平台8双倍矿9核a雷电
214	25131 31622	1	   	261.78	橙4易伤2时间1暴击1全技能	17时间27基地爆炸3467易伤5全技能7序列升级8赏金邻近9核a暴击
215	25131 31622	2	   	261.78	橙4易伤2时间1暴击1全技能	17时间27敌人爆炸3467易伤5全技能7序列升级8赏金邻近9核a暴击
216	26131 31622	2	   	261.78	橙4易伤2时间1暴击1全技能	17时间27基地爆炸3467易伤5全技能7序列升级8赏金邻近9核a暴击
217	26621 36112	1	   	261.78	橙4易伤2时间1暴击1全技能	13时间2368易伤3序列升级4低血量敌人5全技能7核9最后敌人a暴击
218	26621 36122	1	   	261.78	橙4易伤2时间1暴击1全技能	13时间2368易伤3序列升级4低血量敌人5全技能7核9敌人爆炸a暴击
219	41621 36112	1	   	261.78	橙4易伤2时间1暴击1全技能	1368易伤23时间3序列升级4低血量敌人5全技能7核9最后敌人a暴击
220	41621 36122	1	   	261.78	橙4易伤2时间1暴击1全技能	1368易伤23时间3序列升级4低血量敌人5全技能7核9敌人爆炸a暴击
221	26143 22324	1	   	261.72	橙4易伤1伤害1时间1全技能	1时间2359易伤4伤害6全技能7雷电8掉矿a核
222	41143 22324	1	   	261.72	橙4易伤1伤害1时间1全技能	1359易伤2时间4伤害6全技能7雷电8掉矿a核
223	21524 32176	7	   	261.71	橙3易伤2时间1伤害1等级1全技能	16时间2全技能3随机矿4加一568易伤6序列升级7伤害9核a等级
224	42251 12323	10	   	261.71	橙3易伤2时间1伤害1等级1全技能	15a易伤2最后敌人3a时间4全技能6等级7伤害8a挖尘9核a序列升级
225	42251 12342	10	   	261.71	橙3易伤2时间1伤害1等级1全技能	159易伤2最后敌人39时间4全技能6等级7伤害89挖尘9序列升级a核
226	22131 36165	2	   	261.68	橙4易伤2时间1暴击1全技能	1a时间2最后敌人3468易伤5全技能7核9暴击
227	25131 56131	1	   	261.68	橙4易伤2时间1暴击1全技能	16时间2基地爆炸3489易伤5全技能7核a暴击
228	26121 56131	1	   	261.68	橙4易伤2时间1暴击1全技能	16时间2389易伤4低血量敌人5全技能7核a暴击
229	26131 56131	2	   	261.68	橙4易伤2时间1暴击1全技能	16时间2基地爆炸3489易伤5全技能7核a暴击
230	41121 56131	1	   	261.68	橙4易伤2时间1暴击1全技能	1389易伤26时间4低血量敌人5全技能7核a暴击
231	51151 36131	1	   	261.68	橙4易伤2时间1暴击1全技能	1低血量敌人24时间3689易伤5全技能7核a暴击
232	26121 51211	1	   	261.66	橙4易伤3时间1全技能	167时间237a易伤47a低血量敌人5全技能7a序列升级8核9a敌人爆炸
233	26121 51231	1	   	261.66	橙4易伤3时间1全技能	167时间237a易伤47a低血量敌人5全技能7a序列升级8核9a最后敌人
234	41121 51211	1	   	261.66	橙4易伤3时间1全技能	137a易伤267时间47a低血量敌人5全技能7a序列升级8核9a敌人爆炸
235	41121 51231	1	   	261.66	橙4易伤3时间1全技能	137a易伤267时间47a低血量敌人5全技能7a序列升级8核9a最后敌人
236	51151 31211	1	   	261.66	橙4易伤3时间1全技能	17a低血量敌人247时间367a易伤5全技能7a序列升级8核9a敌人爆炸
237	51151 31231	1	   	261.66	橙4易伤3时间1全技能	17a低血量敌人247时间367a易伤5全技能7a序列升级8核9a最后敌人
238	22131 51211	2	   	261.66	橙4易伤3时间1全技能	167时间27a最后敌人347a易伤5全技能7a序列升级8核9a敌人爆炸
239	22131 61211	2	   	261.66	橙4易伤3时间1全技能	17a时间267最后敌人347a易伤5全技能7a序列升级8核9a敌人爆炸
240	22131 61231	2	   	261.66	橙4易伤3时间1全技能	17a时间267最后敌人347a易伤5全技能7a序列升级8核9a低血量敌人
241	24131 51211	1	   	261.66	橙4易伤3时间1全技能	167时间27a最后敌人347a易伤5全技能7a序列升级8核9a敌人爆炸
242	24131 61211	1	   	261.66	橙4易伤3时间1全技能	17a时间267最后敌人347a易伤5全技能7a序列升级8核9a敌人爆炸
243	24131 61231	1	   	261.66	橙4易伤3时间1全技能	17a时间267最后敌人347a易伤5全技能7a序列升级8核9a低血量敌人
244	25131 51211	1	   	261.66	橙4易伤3时间1全技能	167时间27a基地爆炸347a易伤5全技能7a序列升级8核9a敌人爆炸
245	25131 51231	1	   	261.66	橙4易伤3时间1全技能	167时间27a基地爆炸347a易伤5全技能7a序列升级8核9a最后敌人
246	25131 51261	2	   	261.66	橙4易伤3时间1全技能	167时间27a敌人爆炸347a易伤5全技能7a序列升级8核9a低血量敌人
247	26131 51211	2	   	261.66	橙4易伤3时间1全技能	167时间27a基地爆炸347a易伤5全技能7a序列升级8核9a敌人爆炸
248	26131 51231	2	   	261.66	橙4易伤3时间1全技能	167时间27a基地爆炸347a易伤5全技能7a序列升级8核9a最后敌人
249	41324 31211	3	   	261.66	橙4易伤3时间1全技能	167a易伤2全技能347最后敌人57a时间7a序列升级8核9a敌人爆炸
250	41324 31231	3	   	261.66	橙4易伤3时间1全技能	167a易伤2全技能347最后敌人57a时间7a序列升级8核9a低血量敌人
251	42211 51211	4	   	261.66	橙4易伤3时间1全技能	147a易伤27a最后敌人367时间5全技能7a序列升级8核9a敌人爆炸
252	42211 61211	4	   	261.66	橙4易伤3时间1全技能	147a易伤267最后敌人37a时间5全技能7a序列升级8核9a敌人爆炸
253	42211 61231	4	   	261.66	橙4易伤3时间1全技能	147a易伤267最后敌人37a时间5全技能7a序列升级8核9a低血量敌人
254	42231 51211	3	   	261.66	橙4易伤3时间1全技能	147a易伤27a最后敌人367时间5全技能7a序列升级8核9a敌人爆炸
255	42231 61211	3	   	261.66	橙4易伤3时间1全技能	147a易伤267最后敌人37a时间5全技能7a序列升级8核9a敌人爆炸
256	42231 61231	3	   	261.66	橙4易伤3时间1全技能	147a易伤267最后敌人37a时间5全技能7a序列升级8核9a低血量敌人
257	42251 51211	5	   	261.66	橙4易伤3时间1全技能	157a易伤27a最后敌人367时间4全技能7a序列升级8核9a敌人爆炸
258	42251 61211	5	   	261.66	橙4易伤3时间1全技能	157a易伤267最后敌人37a时间4全技能7a序列升级8核9a敌人爆炸
259	42251 61231	5	   	261.66	橙4易伤3时间1全技能	157a易伤267最后敌人37a时间4全技能7a序列升级8核9a低血量敌人
260	42524 31211	2	   	261.66	橙4易伤3时间1全技能	167a易伤247最后敌人3全技能57a时间7a序列升级8核9a敌人爆炸
261	42524 31231	2	   	261.66	橙4易伤3时间1全技能	167a易伤247最后敌人3全技能57a时间7a序列升级8核9a低血量敌人
262	42631 51211	2	   	261.66	橙4易伤3时间1全技能	147a易伤27a最后敌人367时间5全技能7a序列升级8核9a敌人爆炸
263	42631 61211	2	   	261.66	橙4易伤3时间1全技能	147a易伤267最后敌人37a时间5全技能7a序列升级8核9a敌人爆炸
264	42631 61231	2	   	261.66	橙4易伤3时间1全技能	147a易伤267最后敌人37a时间5全技能7a序列升级8核9a低血量敌人
265	42111 32325	8	   	261.64	橙4易伤2伤害1时间	1489易伤25最后敌人39敌人爆炸6核79伤害9序列升级a时间
266	42115 32325	8	   	261.64	橙4易伤2伤害1时间	1489易伤2最后敌人39敌人爆炸5双倍矿6核79伤害9序列升级a时间
267	42511 32323	8	   	261.64	橙4易伤2伤害1时间	1489易伤25最后敌人39基地爆炸6核79伤害9序列升级a时间
268	42515 32323	8	   	261.64	橙4易伤2伤害1时间	1489易伤2最后敌人39基地爆炸5双倍矿6核79伤害9序列升级a时间
269	26143 21611	1	   	261.61	橙3易伤2时间1伤害1等级1全技能	1a时间235易伤4伤害6全技能7等级8赏金邻近9核
270	41143 21611	1	   	261.61	橙3易伤2时间1伤害1等级1全技能	135易伤2a时间4伤害6全技能7等级8赏金邻近9核
271	12634 22132	5	   	261.60	橙3易伤2时间2攻速1等级	18攻速2基地爆炸38时间4等级5雷电6赏金邻近78a易伤8序列升级9核
272	24131 31622	2	   	261.58	橙4易伤2时间1暴击1全技能	17时间27挖尘3467易伤5全技能7序列升级8赏金邻近9核a暴击
273	24131 56131	2	   	261.58	橙4易伤2时间1暴击1全技能	16时间2挖尘3489易伤5全技能7核a暴击
274	26621 31212	1	   	261.56	橙4易伤3时间1全技能	137时间2367易伤37序列升级47a低血量敌人5全技能8核9敌人爆炸
275	26621 31214	1	   	261.56	橙4易伤3时间1全技能	137时间2367易伤37序列升级47低血量敌人5全技能8核9敌人爆炸a立即金币
276	26621 31222	1	   	261.56	橙4易伤3时间1全技能	137时间2367易伤37序列升级47低血量敌人5全技能8核9矿等a基地爆炸
277	26621 31224	1	   	261.56	橙4易伤3时间1全技能	137时间2367易伤37序列升级47低血量敌人5全技能8核9矿等a敌人爆炸
278	26621 31226	1	   	261.56	橙4易伤3时间1全技能	137时间2367易伤37序列升级47低血量敌人5全技能8核9矿等a金币生成
279	26621 31232	1	   	261.56	橙4易伤3时间1全技能	137时间2367易伤37序列升级47a低血量敌人5全技能8核9最后敌人
280	26621 31234	1	   	261.56	橙4易伤3时间1全技能	137时间2367易伤37序列升级47低血量敌人5全技能8核9最后敌人a额外掉落
281	26621 31314	1	   	261.56	橙4易伤3时间1全技能	137时间2367易伤37序列升级47低血量敌人5全技能8金币生成9矿等a核
282	26621 33211	1	   	261.56	橙4易伤3时间1全技能	137时间236a易伤3a序列升级4a低血量敌人5全技能8核9a敌人爆炸
283	26621 33231	1	   	261.56	橙4易伤3时间1全技能	137时间236a易伤3a序列升级4a低血量敌人5全技能8核9a最后敌人
284	41621 31212	1	   	261.56	橙4易伤3时间1全技能	1367易伤237时间37序列升级47a低血量敌人5全技能8核9敌人爆炸
285	41621 31214	1	   	261.56	橙4易伤3时间1全技能	1367易伤237时间37序列升级47低血量敌人5全技能8核9敌人爆炸a立即金币
286	41621 31222	1	   	261.56	橙4易伤3时间1全技能	1367易伤237时间37序列升级47低血量敌人5全技能8核9矿等a基地爆炸
287	41621 31224	1	   	261.56	橙4易伤3时间1全技能	1367易伤237时间37序列升级47低血量敌人5全技能8核9矿等a敌人爆炸
288	41621 31226	1	   	261.56	橙4易伤3时间1全技能	1367易伤237时间37序列升级47低血量敌人5全技能8核9矿等a金币生成
289	41621 31232	1	   	261.56	橙4易伤3时间1全技能	1367易伤237时间37序列升级47a低血量敌人5全技能8核9最后敌人
290	41621 31234	1	   	261.56	橙4易伤3时间1全技能	1367易伤237时间37序列升级47低血量敌人5全技能8核9最后敌人a额外掉落
291	41621 31314	1	   	261.56	橙4易伤3时间1全技能	1367易伤237时间37序列升级47低血量敌人5全技能8金币生成9矿等a核
292	41621 33211	1	   	261.56	橙4易伤3时间1全技能	136a易伤237时间3a序列升级4a低血量敌人5全技能8核9a敌人爆炸
293	41621 33231	1	   	261.56	橙4易伤3时间1全技能	136a易伤237时间3a序列升级4a低血量敌人5全技能8核9a最后敌人
294	26143 61111	1	   	261.54	橙4易伤2伤害1时间	1时间2356易伤46伤害6序列升级7平台8a金币生成9核
295	26143 61113	1	   	261.54	橙4易伤2伤害1时间	1时间2356易伤46伤害6序列升级7平台8金币生成9核a敌人爆炸
296	26143 61322	1	   	261.54	橙4易伤2伤害1时间	1时间2356易伤46伤害6序列升级7平台8双倍矿9核a最后敌人
297	26121 51221	1	   	261.46	橙4易伤3时间1全技能	167时间237a易伤47低血量敌人5全技能7序列升级8核9矿等
298	26121 51251	1	   	261.46	橙4易伤3时间1全技能	167时间237a易伤47a低血量敌人5全技能7a序列升级8核9a挖尘
299	26621 31236	1	   	261.46	橙4易伤3时间1全技能	137时间2367易伤37序列升级47低血量敌人5全技能8核9最后敌人a赏金邻近
300	26621 31252	1	   	261.46	橙4易伤3时间1全技能	137时间2367易伤37序列升级47a低血量敌人5全技能8核9挖尘
301	41121 51221	1	   	261.46	橙4易伤3时间1全技能	137a易伤267时间47低血量敌人5全技能7序列升级8核9矿等
302	41121 51251	1	   	261.46	橙4易伤3时间1全技能	137a易伤267时间47a低血量敌人5全技能7a序列升级8核9a挖尘
303	41621 31236	1	   	261.46	橙4易伤3时间1全技能	1367易伤237时间37序列升级47低血量敌人5全技能8核9最后敌人a赏金邻近
304	41621 31252	1	   	261.46	橙4易伤3时间1全技能	1367易伤237时间37序列升级47a低血量敌人5全技能8核9挖尘
305	51151 31221	1	   	261.46	橙4易伤3时间1全技能	17低血量敌人247时间367a易伤5全技能7序列升级8核9矿等
306	51151 31251	1	   	261.46	橙4易伤3时间1全技能	17a低血量敌人247时间367a易伤5全技能7a序列升级8核9a挖尘
307	21524 35436	10	   	261.46	橙4易伤3时间1全技能	16a时间2全技能3随机矿4加一569a易伤6a序列升级7a最后敌人8核
308	22131 51221	2	   	261.46	橙4易伤3时间1全技能	167时间27最后敌人347a易伤5全技能7序列升级8核9矿等
309	22131 51251	2	   	261.46	橙4易伤3时间1全技能	167时间27a最后敌人347a易伤5全技能7a序列升级8核9a挖尘
310	22131 51451	2	   	261.46	橙4易伤3时间1全技能	167时间278最后敌人3479易伤5全技能79序列升级a核
311	22131 61251	2	   	261.46	橙4易伤3时间1全技能	17a时间267最后敌人347a易伤5全技能7a序列升级8核9a挖尘
312	24131 51221	1	   	261.46	橙4易伤3时间1全技能	167时间27最后敌人347a易伤5全技能7序列升级8核9矿等
313	24131 51251	1	   	261.46	橙4易伤3时间1全技能	167时间27a最后敌人347a易伤5全技能7a序列升级8核9a挖尘
314	24131 61251	1	   	261.46	橙4易伤3时间1全技能	17a时间267最后敌人347a易伤5全技能7a序列升级8核9a挖尘
315	25131 51221	1	   	261.46	橙4易伤3时间1全技能	167时间27基地爆炸347a易伤5全技能7序列升级8核9矿等
316	25131 51222	2	   	261.46	橙4易伤3时间1全技能	167时间27敌人爆炸347a易伤5全技能7序列升级8核9立即金币
317	25131 51251	1	   	261.46	橙4易伤3时间1全技能	167时间27a基地爆炸347a易伤5全技能7a序列升级8核9a挖尘
318	26131 51221	2	   	261.46	橙4易伤3时间1全技能	167时间27基地爆炸347a易伤5全技能7序列升级8核9矿等
319	26131 51251	2	   	261.46	橙4易伤3时间1全技能	167时间27a基地爆炸347a易伤5全技能7a序列升级8核9a挖尘
320	26621 31114	1	   	261.46	橙4易伤3时间1全技能	137时间2367易伤37序列升级47低血量敌人5全技能8掉矿9矿等a核
321	41324 31251	3	   	261.46	橙4易伤3时间1全技能	167a易伤2全技能347最后敌人57a时间7a序列升级8核9a挖尘
322	41621 31114	1	   	261.46	橙4易伤3时间1全技能	1367易伤237时间37序列升级47低血量敌人5全技能8掉矿9矿等a核
323	42211 51221	4	   	261.46	橙4易伤3时间1全技能	147a易伤27最后敌人367时间5全技能7序列升级8核9矿等
324	42211 51251	4	   	261.46	橙4易伤3时间1全技能	147a易伤27a最后敌人367时间5全技能7a序列升级8核9a挖尘
325	42211 61251	4	   	261.46	橙4易伤3时间1全技能	147a易伤267最后敌人37a时间5全技能7a序列升级8核9a挖尘
326	42231 51221	3	   	261.46	橙4易伤3时间1全技能	147a易伤27最后敌人367时间5全技能7序列升级8核9矿等
327	42231 51251	3	   	261.46	橙4易伤3时间1全技能	147a易伤27a最后敌人367时间5全技能7a序列升级8核9a挖尘
328	42231 61251	3	   	261.46	橙4易伤3时间1全技能	147a易伤267最后敌人37a时间5全技能7a序列升级8核9a挖尘
329	42251 51221	5	   	261.46	橙4易伤3时间1全技能	157a易伤27最后敌人367时间4全技能7序列升级8核9矿等
330	42631 51221	2	   	261.46	橙4易伤3时间1全技能	147a易伤27最后敌人367时间5全技能7序列升级8核9矿等
331	26143 63223	1	   	261.44	橙4易伤2伤害1时间	1时间2356易伤46伤害6序列升级7掉矿8立即金币9核a基地爆炸
332	26143 61112	1	   	261.44	橙4易伤2伤害1时间	1时间2356易伤46伤害6序列升级7平台8金币生成9核a掉矿
333	42611 32323	8	   	261.44	橙4易伤2伤害1时间	1489易伤25最后敌人39挖尘6核79伤害9序列升级a时间
334	42615 32323	8	   	261.44	橙4易伤2伤害1时间	1489易伤2最后敌人39挖尘5双倍矿6核79伤害9序列升级a时间
335	46312 26213	1	   	261.44	橙4易伤2伤害1时间	128a易伤3赏金邻近4时间5a矿等6核7a伤害9挖青a序列升级
336	21125 76141	9	   	261.36	橙4易伤3时间1全技能	167时间2全技能37金币生成4加一579a易伤7序列升级8核
337	22131 31622	2	   	261.36	橙4易伤3时间1全技能	17a时间27最后敌人3467易伤5全技能7序列升级8赏金邻近9核
338	24131 31622	1	   	261.36	橙4易伤3时间1全技能	17a时间27最后敌人3467易伤5全技能7序列升级8赏金邻近9核
339	24131 51211	2	   	261.36	橙4易伤3时间1全技能	167时间27a挖尘347a易伤5全技能7a序列升级8核9a敌人爆炸
340	24131 51231	2	   	261.36	橙4易伤3时间1全技能	167时间27a挖尘347a易伤5全技能7a序列升级8核9a最后敌人
341	24131 51261	2	   	261.36	橙4易伤3时间1全技能	167时间27a挖尘347a易伤5全技能7a序列升级8核9a基地爆炸
342	25131 31621	2	   	261.36	橙4易伤3时间1全技能	17a时间27敌人爆炸3467易伤5全技能7序列升级8赏金邻近9核
343	25131 31621	1	   	261.36	橙4易伤3时间1全技能	17a时间27基地爆炸3467易伤5全技能7序列升级8赏金邻近9核
344	26121 31622	1	   	261.36	橙4易伤3时间1全技能	17a时间2367易伤47低血量敌人5全技能7序列升级8赏金邻近9核
345	26131 31621	2	   	261.36	橙4易伤3时间1全技能	17a时间27基地爆炸3467易伤5全技能7序列升级8赏金邻近9核
346	26621 33221	1	   	261.36	橙4易伤3时间1全技能	137时间236a易伤3序列升级4低血量敌人5全技能8核9矿等
347	26621 33251	1	   	261.36	橙4易伤3时间1全技能	137时间236a易伤3a序列升级4a低血量敌人5全技能8核9a挖尘
348	26621 36113	1	   	261.36	橙4易伤3时间1全技能	13a时间2368易伤3序列升级4低血量敌人5全技能7核9最后敌人
349	41121 31622	1	   	261.36	橙4易伤3时间1全技能	1367易伤27a时间47低血量敌人5全技能7序列升级8赏金邻近9核
350	41621 33221	1	   	261.36	橙4易伤3时间1全技能	136a易伤237时间3序列升级4低血量敌人5全技能8核9矿等
351	41621 33251	1	   	261.36	橙4易伤3时间1全技能	136a易伤237时间3a序列升级4a低血量敌人5全技能8核9a挖尘
352	41621 36113	1	   	261.36	橙4易伤3时间1全技能	1368易伤23a时间3序列升级4低血量敌人5全技能7核9最后敌人
353	42211 31622	4	   	261.36	橙4易伤3时间1全技能	1467易伤27最后敌人37a时间5全技能7序列升级8赏金邻近9核
354	42231 31622	3	   	261.36	橙4易伤3时间1全技能	1467易伤27最后敌人37a时间5全技能7序列升级8赏金邻近9核
355	42251 31622	5	   	261.36	橙4易伤3时间1全技能	1567易伤27最后敌人37a时间4全技能7序列升级8赏金邻近9核
356	42631 31622	2	   	261.36	橙4易伤3时间1全技能	1467易伤27最后敌人37a时间5全技能7序列升级8赏金邻近9核
357	26143 63221	1	   	261.34	橙4易伤2伤害1时间	1时间2356易伤46伤害6序列升级7掉矿8立即金币9核a赏金邻近
358	26143 63222	1	   	261.34	橙4易伤2伤害1时间	1时间2356易伤46伤害6序列升级7a掉矿8立即金币9核
359	63511 35322	8	   	261.34	橙3易伤2等级1伤害2暴击1时间	18等级28暴击3伤害4时间58a易伤6核7随机矿8序列升级9矿等
360	63511 35323	9	   	261.34	橙3易伤2等级1伤害2暴击1时间	18等级28暴击3伤害4时间58a易伤6核7随机矿8序列升级9平台
361	21524 34181	9	   	261.26	橙4易伤3时间1全技能	168时间2全技能3随机矿4加一567a易伤6序列升级9核
362	21524 34188	9	   	261.26	橙4易伤3时间1全技能	168时间2全技能3随机矿4加一567a易伤6a序列升级9核
363	24131 51221	2	   	261.26	橙4易伤3时间1全技能	167时间27挖尘347a易伤5全技能7序列升级8核9矿等
364	43315 31152	5	   	261.26	橙4易伤3时间1全技能	1459易伤29掉矿379时间6核8全技能9序列升级a敌人爆炸
365	26421 31334	1	   	261.26	橙4易伤3时间1全技能	157时间248a易伤3金币生成6核9全技能
366	41421 31334	1	   	261.26	橙4易伤3时间1全技能	148a易伤257时间3金币生成6核9全技能
367	46231 31334	1	   	261.26	橙4易伤3时间1全技能	128a易伤3金币生成457时间6核9全技能
368	24131 31621	2	   	261.16	橙4易伤3时间1全技能	17a时间27挖尘3467易伤5全技能7序列升级8赏金邻近9核
369	26131 31334	1	   	261.16	橙4易伤3时间1全技能	157时间238a易伤4掉矿6核9全技能
370	41131 31334	1	   	261.16	橙4易伤3时间1全技能	138a易伤257时间4掉矿6核9全技能
371	43311 31334	4	   	261.16	橙4易伤3时间1全技能	148a易伤2掉矿357时间6核9全技能
372	43321 31334	3	   	261.16	橙4易伤3时间1全技能	148a易伤2掉矿357时间6核9全技能
373	43161 31334	2	   	261.16	橙4易伤3时间1全技能	138a易伤23掉矿3序列升级457时间6核9全技能
374	21614 14112	6	   	260.85	紫3易伤2伤害2时间1等级1暴击1全技能	17时间2全技能3等级4核578易伤67伤害7序列升级9最后敌人a暴击
375	21614 14122	6	   	260.85	紫3易伤2伤害2时间1等级1暴击1全技能	17时间2全技能3等级4核578易伤67伤害7序列升级9敌人爆炸a暴击
376	21114 14142	6	   	260.85	紫3易伤2伤害2时间1等级1暴击1全技能	17时间2全技能3金币生成4核578易伤67伤害7序列升级9等级a暴击
377	41631 14323	2	   	260.77	橙3易伤1伤害1等级1时间1暴击1全技能	158易伤2全技能3暴击4等级6伤害7平台9核a时间
378	43313 13221	7	   	260.76	橙3易伤2伤害1时间1暴击	147易伤27掉矿3时间5暴击67伤害7序列升级8雷电9立即金币a核
379	41631 12325	2	   	260.67	橙3易伤1伤害1等级1时间1暴击1全技能	15a易伤2全技能3暴击4等级6伤害7时间8挖青9核
380	42223 26253	10	   	260.58	橙3易伤1伤害2暴击1时间1攻速	156易伤2最后敌人3时间45暴击5序列升级7伤害8雷电9攻速a核
381	21614 14113	6	 * 	260.43	紫3易伤3时间2伤害1等级1全技能	17a时间2全技能3等级4核578易伤67伤害7序列升级9最后敌人
382	43315 22611	5	   	260.23	橙4易伤2时间1暴击	145a易伤2掉矿36时间7暴击8雷电9核
383	22136 24222	5	   	260.23	橙3易伤3时间1伤害1攻速	179时间27最后敌人3敌人爆炸4伤害578易伤6核7序列升级a攻速
384	22136 24222	4	   	260.23	橙3易伤3时间1伤害1攻速	179时间27最后敌人3敌人爆炸4伤害578易伤6核7序列升级a攻速
385	22532 53243	7	   	260.23	橙3易伤3时间1伤害1攻速	178时间2最后敌人37基地爆炸4伤害5攻速67a易伤7序列升级9核
386	22536 24222	5	   	260.23	橙3易伤3时间1伤害1攻速	179时间27最后敌人3基地爆炸4伤害578易伤6核7序列升级a攻速
387	22636 24222	4	   	260.13	橙3易伤3时间1伤害1攻速	179时间27最后敌人3挖尘4伤害578易伤6核7序列升级a攻速
388	22636 24222	5	   	260.13	橙3易伤3时间1伤害1攻速	179时间27最后敌人3挖尘4伤害578易伤6核7序列升级a攻速
389	26143 33225	1	   	260.10	橙4易伤1伤害1等级1时间	1时间2357易伤4伤害6随机矿8立即金币9核a等级
390	41143 33225	1	   	260.10	橙4易伤1伤害1等级1时间	1357易伤2时间4伤害6随机矿8立即金币9核a等级
391	22632 53243	7	   	260.03	橙3易伤3时间1伤害1攻速	178时间2最后敌人37挖尘4伤害5攻速67a易伤7序列升级9核
392	42223 21416	6	   	260.00	橙4易伤2暴击1等级1时间	1568易伤2最后敌人3时间45暴击5序列升级7加一9核a等级
393	42223 61416	5	   	260.00	橙4易伤2暴击1等级1时间	1568易伤2最后敌人3时间45暴击5序列升级7加一9核a等级
394	21524 33731	9	   	259.93	橙3易伤3时间2攻速1全技能	168时间2全技能3随机矿4加一56a易伤6a序列升级7a攻速9核
395	21524 38841	9	   	259.93	橙3易伤3时间2攻速1全技能	169时间2全技能3随机矿4加一56a易伤6a序列升级7核8a攻速
396	64161 31313	2	   	259.93	橙3易伤3时间2等级1攻速	13等级23a易伤3序列升级457时间6核8挖尘9攻速
397	66161 31313	1	   	259.93	橙3易伤3时间2等级1攻速	13等级23a易伤3序列升级457时间6核8挖尘9攻速
398	43315 31213	5	   	259.93	橙3易伤3时间1伤害1攻速	145易伤2掉矿37a时间6核8伤害9攻速
399	43626 33331	9	   	259.76	橙2易伤3时间2伤害2暴击	17易伤2掉矿3立即金币47暴击57伤害6核7序列升级89a时间
400	43626 33332	10	   	259.76	橙2易伤3时间2伤害2暴击	17易伤2掉矿3立即金币47暴击57伤害6核7序列升级89a时间
401	13617 13127	4	 * 	259.69	橙4易伤2时间2攻速	19攻速2加一36最后敌人4579易伤89时间9序列升级a核
402	43226 33331	9	   	259.66	橙2易伤3时间2伤害2暴击	17易伤23掉矿47暴击57伤害6核7序列升级89a时间
403	43226 33332	10	   	259.66	橙2易伤3时间2伤害2暴击	17易伤23掉矿47暴击57伤害6核7序列升级89a时间
404	63511 31132	7	   	259.42	橙3易伤1伤害1时间1等级1暴击	1等级2暴击3伤害4时间589易伤6核7雷电a立即金币
405	63511 31134	7	   	259.42	橙3易伤1伤害1时间1等级1暴击	1等级2暴击3伤害4时间589易伤6核7雷电a低血量敌人
406	63511 31136	7	   	259.42	橙3易伤1伤害1时间1等级1暴击	1等级2暴击3伤害4时间589易伤6核7雷电a金币生成
407	63531 31126	7	   	259.42	橙3易伤1伤害1等级1时间1暴击	1等级2暴击3伤害4敌人爆炸58a易伤6核7雷电9时间
408	63511 31131	7	   	259.32	橙3易伤1伤害1等级1时间1暴击	1等级2暴击3伤害4时间589易伤6核7雷电a赏金邻近
409	63511 31336	9	   	259.32	橙3易伤1伤害1时间1等级1暴击	1等级2暴击3伤害4时间59a易伤6核7雷电8挖尘
410	21524 32172	7	   	259.11	橙3易伤2时间1伤害1暴击1全技能	16时间2全技能3随机矿4加一568易伤6序列升级7伤害9核a暴击
411	21524 32872	8	   	259.11	橙3易伤2时间1伤害1暴击1全技能	16时间2全技能3随机矿4加一568易伤6序列升级7伤害9核a暴击
412	42111 32322	8	   	259.04	橙4易伤2伤害1暴击	1489易伤25最后敌人39敌人爆炸6核79伤害9序列升级a暴击
413	42115 32322	8	   	259.04	橙4易伤2伤害1暴击	1489易伤2最后敌人39敌人爆炸5双倍矿6核79伤害9序列升级a暴击
414	42364 32322	8	   	259.04	橙4易伤2伤害1暴击	1489易伤2最后敌人3双倍矿59敌人爆炸6核79伤害9序列升级a暴击
415	45513 32322	8	   	259.04	橙4易伤2伤害1暴击	1489易伤25敌人爆炸39基地爆炸6核79伤害9序列升级a暴击
416	41114 32352	7	 * 	258.97	紫4易伤2伤害2等级1时间1全技能	1589易伤2全技能3金币生成4核69等级79伤害9序列升级a时间
417	66341 23311	7	   	258.96	橙3易伤2伤害2等级1时间	17等级2立即金币37伤害4平台567易伤7序列升级8时间9核a金币生成
418	66341 23311	8	   	258.96	橙3易伤2伤害2等级1时间	17等级2立即金币37伤害4平台567易伤7序列升级8时间9核a金币生成
419	26121 51213	1	   	258.88	橙3易伤3时间1伤害1全技能	167时间237易伤47低血量敌人5全技能7序列升级8核9敌人爆炸a伤害
420	26121 51233	1	   	258.88	橙3易伤3时间1伤害1全技能	167时间237易伤47低血量敌人5全技能7序列升级8核9最后敌人a伤害
421	41121 51213	1	   	258.88	橙3易伤3时间1伤害1全技能	137易伤267时间47低血量敌人5全技能7序列升级8核9敌人爆炸a伤害
422	41121 51233	1	   	258.88	橙3易伤3时间1伤害1全技能	137易伤267时间47低血量敌人5全技能7序列升级8核9最后敌人a伤害
423	51151 31213	1	   	258.88	橙3易伤3时间1伤害1全技能	17低血量敌人247时间367易伤5全技能7序列升级8核9敌人爆炸a伤害
424	51151 31233	1	   	258.88	橙3易伤3时间1伤害1全技能	17低血量敌人247时间367易伤5全技能7序列升级8核9最后敌人a伤害
