0	Index      	Bounty	 *	Score 	Summary	Detail	
1	35236 11314	9	 * 	295.94	橙5易伤2伤害1等级2雷电	1349a易伤2挖青5等级6核79雷电89伤害9序列升级
225	32233 33366	5	   	271.04	橙5易伤3时间	12468易伤38挖尘578时间8序列升级9赏金塔a核
226	32253 33366	4	   	271.04	橙5易伤3时间	12568易伤38挖尘478时间8序列升级9赏金塔a核
227	32623 33366	5	   	271.04	橙5易伤3时间	12368易伤48挖尘578时间8序列升级9赏金塔a核
228	33233 33366	5	   	271.04	橙5易伤3时间	12468易伤28序列升级38挖尘578时间9赏金塔a核
229	33253 33366	4	   	271.04	橙5易伤3时间	12568易伤28序列升级38挖尘478时间9赏金塔a核
230	33623 33366	5	   	271.04	橙5易伤3时间	12368易伤28序列升级48挖尘578时间9赏金塔a核
231	32323 11142	1	   	270.80	橙3易伤3伤害1等级1时间	14a易伤234伤害4序列升级5基地爆炸6核7敌人爆炸8等级9时间
232	32323 14112	1	   	270.80	橙3易伤3伤害1等级1时间	14a易伤234伤害4序列升级5基地爆炸6核7时间8等级9最后敌人
233	32323 14131	1	   	270.80	橙3易伤3伤害1等级1时间	149易伤234伤害4序列升级5基地爆炸6核7时间8等级a低血量敌人
234	32323 14134	1	   	270.80	橙3易伤3伤害1等级1时间	149易伤234伤害4序列升级5基地爆炸6核7时间8等级a矿等
235	32324 11142	1	   	270.80	橙3易伤3伤害1等级1时间	14a易伤234伤害4序列升级5敌人爆炸6核7基地爆炸8等级9时间
236	32324 14112	1	   	270.80	橙3易伤3伤害1等级1时间	14a易伤234伤害4序列升级5敌人爆炸6核7时间8等级9最后敌人
237	32324 14131	1	   	270.80	橙3易伤3伤害1等级1时间	149易伤234伤害4序列升级5敌人爆炸6核7时间8等级a低血量敌人
238	32324 14134	1	   	270.80	橙3易伤3伤害1等级1时间	149易伤234伤害4序列升级5敌人爆炸6核7时间8等级a矿等
239	32321 11142	1	   	270.70	橙3易伤3伤害1等级1时间	14a易伤234伤害4序列升级5挖尘6核7敌人爆炸8等级9时间
240	32321 13142	1	   	270.70	橙3易伤3伤害1等级1时间	14a易伤234伤害4序列升级5挖尘6核7基地爆炸8等级9时间
241	32321 14112	1	   	270.70	橙3易伤3伤害1等级1时间	14a易伤234伤害4序列升级5挖尘6核7时间8等级9最后敌人
242	32321 14122	1	   	270.70	橙3易伤3伤害1等级1时间	14a易伤234伤害4序列升级5挖尘6核7时间8等级9基地爆炸
243	32321 14131	1	   	270.70	橙3易伤3伤害1时间1等级	149易伤234伤害4序列升级5挖尘6核7时间8等级a低血量敌人
244	32321 14134	1	   	270.70	橙3易伤3伤害1等级1时间	149易伤234伤害4序列升级5挖尘6核7时间8等级a矿等
245	32321 14136	1	   	270.70	橙3易伤3伤害1等级1时间	149易伤234伤害4序列升级5挖尘6核7时间8等级a金币生成
246	32323 14132	1	   	270.70	橙3易伤3伤害1等级1时间	149易伤234伤害4序列升级5基地爆炸6核7时间8等级a赏金邻近
247	32323 14135	1	   	270.70	橙3易伤3伤害1等级1时间	149易伤234伤害4序列升级5基地爆炸6核7时间8等级a挖尘
248	32323 16142	1	   	270.70	橙3易伤3伤害1等级1时间	14a易伤234伤害4序列升级5基地爆炸6核7挖尘8等级9时间
249	32324 14132	1	   	270.70	橙3易伤3伤害1等级1时间	149易伤234伤害4序列升级5敌人爆炸6核7时间8等级a赏金邻近
250	32324 14135	1	   	270.70	橙3易伤3伤害1等级1时间	149易伤234伤害4序列升级5敌人爆炸6核7时间8等级a挖尘
251	32324 16142	1	   	270.70	橙3易伤3伤害1等级1时间	14a易伤234伤害4序列升级5敌人爆炸6核7挖尘8等级9时间
252	32321 14132	1	   	270.60	橙3易伤3伤害1等级1时间	149易伤234伤害4序列升级5挖尘6核7时间8等级a赏金邻近
253	32321 14135	1	   	270.60	橙3易伤3伤害1等级1时间	149易伤234伤害4序列升级5a挖尘6核7时间8等级
254	32646 11311	9	   	269.95	橙4易伤2伤害1等级	1239易伤49低血量敌人5等级6核7雷电89伤害9序列升级a矿等
255	32646 11312	10	   	269.95	橙4易伤2伤害1等级	1239易伤49低血量敌人5等级6核7雷电89伤害9序列升级a矿等
256	32646 11312	9	   	269.95	橙4易伤2伤害1等级	1239易伤49低血量敌人5等级6核7雷电89伤害9序列升级a最后敌人
257	32646 11313	9	   	269.95	橙4易伤2伤害1等级	1239易伤49a低血量敌人5等级6核7雷电89伤害9序列升级
258	33646 11311	9	   	269.95	橙4易伤2伤害1等级	1239易伤29序列升级49低血量敌人5等级6核7雷电89伤害a矿等
259	33646 11312	9	   	269.95	橙4易伤2伤害1等级	1239易伤29序列升级49低血量敌人5等级6核7雷电89伤害a最后敌人
260	33646 11312	10	   	269.95	橙4易伤2伤害1等级	1239易伤29序列升级49低血量敌人5等级6核7雷电89伤害a矿等
261	33646 11313	9	   	269.95	橙4易伤2伤害1等级	1239易伤29序列升级49a低血量敌人5等级6核7雷电89伤害
262	52236 11311	9	   	269.95	橙4易伤2伤害1等级	19低血量敌人2349易伤5等级6核7雷电89伤害9序列升级a矿等
263	52236 11312	10	   	269.95	橙4易伤2伤害1等级	19低血量敌人2349易伤5等级6核7雷电89伤害9序列升级a矿等
264	52236 11312	9	   	269.95	橙4易伤2伤害1等级	19低血量敌人2349易伤5等级6核7雷电89伤害9序列升级a最后敌人
265	52236 11313	9	   	269.95	橙4易伤2伤害1等级	19a低血量敌人2349易伤5等级6核7雷电89伤害9序列升级
266	52236 11314	10	   	269.95	橙4易伤2伤害1等级	19低血量敌人2349易伤5等级6核7雷电89伤害9序列升级a最后敌人
267	52236 11316	10	   	269.95	橙4易伤2伤害1等级	19低血量敌人2349易伤5等级6核7雷电89伤害9序列升级a基地爆炸
268	42331 44541	2	   	269.87	橙4易伤3时间	1全技能278低血量敌人3加一4雷电578a易伤678时间78序列升级9核
269	42336 14541	2	   	269.87	橙4易伤3时间	1全技能278低血量敌人3加一4雷电578时间678a易伤78序列升级9核
270	32413 35532	9	   	269.85	橙4易伤2伤害1时间	1268易伤36伤害4双倍矿5随机矿6序列升级7雷电9时间a核
271	33413 35532	9	   	269.85	橙4易伤2伤害1时间	1268易伤26序列升级36伤害4双倍矿5随机矿7雷电9时间a核
272	52236 11315	9	   	269.85	橙4易伤2伤害1等级	19低血量敌人2349易伤5等级6核7雷电89伤害9序列升级a赏金邻近
273	52236 11316	9	   	269.85	橙4易伤2伤害1等级	19低血量敌人2349易伤5等级6核7雷电89伤害9序列升级a挖尘
274	52236 11261	6	   	269.76	橙4易伤1伤害1等级1时间	1低血量敌人2347易伤5等级6核8伤害9时间a全技能
275	32463 35122	3	   	269.75	橙4易伤2伤害1等级	1267易伤35伤害4等级8雷电9基地爆炸a核
276	33463 35122	3	   	269.75	橙4易伤2伤害1等级	1267易伤2序列升级35伤害4等级8雷电9基地爆炸a核
277	52236 11335	10	   	269.75	橙4易伤2伤害1等级	1低血量敌人2349易伤5等级6核7雷电8a伤害
278	35236 11261	6	   	269.66	橙4易伤1伤害1等级1时间	1347易伤2挖青5等级6核8伤害9时间a全技能
279	32421 61342	3	   	269.65	橙4易伤2伤害1等级	1246易伤34伤害4序列升级59挖尘7雷电8等级a核
280	33421 61342	3	   	269.65	橙4易伤2伤害1等级	1246易伤24序列升级34伤害59挖尘7雷电8等级a核
281	35236 11335	10	   	269.65	橙4易伤2伤害1等级	1349易伤2挖青5等级6核7雷电8a伤害
282	32361 21553	1	   	269.51	橙3易伤3伤害1等级2雷电	17a易伤23a伤害4等级5最后敌人6a雷电8额外掉落9核a序列升级
283	32322 43342	1	   	269.41	橙3易伤3伤害1时间2雷电	14a易伤234伤害4序列升级58雷电6额外掉落7核9时间
284	32322 11315	1	   	269.25	橙4易伤3伤害	148a易伤234伤害4序列升级5雷电6核7金币生成9矿等
285	32322 43112	1	   	269.25	橙4易伤3伤害	148a易伤234伤害4序列升级5雷电6额外掉落7核9最后敌人
286	32462 12111	7	   	269.25	橙4易伤3伤害	1257易伤359伤害4平台5序列升级6金币生成8核a雷电
287	32462 62111	5	   	269.25	橙4易伤3伤害	1256易伤359伤害4平台5序列升级7金币生成8核a雷电
288	32463 32151	7	   	269.25	橙4易伤3伤害	1279易伤369伤害4平台5随机矿8核9序列升级a雷电
289	33462 12111	7	   	269.25	橙4易伤3伤害	1257易伤25序列升级359伤害4平台6金币生成8核a雷电
290	33462 62111	5	   	269.25	橙4易伤3伤害	1256易伤25序列升级359伤害4平台7金币生成8核a雷电
291	33463 32151	7	   	269.25	橙4易伤3伤害	1279易伤29序列升级369伤害4平台5随机矿8核a雷电
292	32431 11513	2	   	269.24	橙5易伤1等级1时间	12347易伤4序列升级5时间6全技能8核9平台a等级
293	32631 11513	3	   	269.24	橙5易伤1等级1时间	12347易伤4序列升级5时间6全技能8核9平台a等级
294	33431 11513	2	   	269.24	橙5易伤1等级1时间	12347易伤24序列升级5时间6全技能8核9平台a等级
295	33631 11513	3	   	269.24	橙5易伤1等级1时间	12347易伤24序列升级5时间6全技能8核9平台a等级
296	32322 11345	1	   	269.15	橙4易伤3伤害	148a易伤234伤害4序列升级5雷电6核7金币生成9掉矿
297	32322 14115	1	   	269.15	橙4易伤3伤害	147a易伤234伤害4序列升级5雷电6核8掉矿9矿等
298	32322 14125	1	   	269.15	橙4易伤3伤害	147a易伤234伤害4序列升级5雷电6核8掉矿9金币生成
299	32322 16315	1	   	269.15	橙4易伤3伤害	148a易伤234伤害4序列升级5雷电6核7掉矿9矿等
300	32322 16325	1	   	269.15	橙4易伤3伤害	148a易伤234伤害4序列升级5雷电6核7掉矿9金币生成
301	32462 63111	5	   	269.15	橙4易伤3伤害	1256易伤359伤害4平台5序列升级7掉矿8核a雷电
302	33462 63111	5	   	269.15	橙4易伤3伤害	1256易伤25序列升级359伤害4平台7掉矿8核a雷电
303	32452 31262	10	   	269.14	橙3易伤3伤害2时间	129易伤369伤害48最后敌人5掉矿79时间9序列升级a核
304	32462 23311	9	   	269.14	橙3易伤3伤害2时间	125易伤35a伤害4平台5序列升级68时间7敌人爆炸9核
305	32462 23316	10	   	269.14	橙3易伤3伤害2时间	125易伤35a伤害4平台5序列升级68时间7敌人爆炸9核
306	33462 23311	9	   	269.14	橙3易伤3伤害2时间	125易伤25序列升级35a伤害4平台68时间7敌人爆炸9核
307	33462 23316	10	   	269.14	橙3易伤3伤害2时间	125易伤25序列升级35a伤害4平台68时间7敌人爆炸9核
308	32322 14135	1	   	269.05	橙4易伤3伤害	147a易伤234伤害4序列升级5雷电6核8掉矿9赏金邻近
309	32322 16335	1	   	269.05	橙4易伤3伤害	148a易伤234伤害4序列升级5雷电6核7掉矿9赏金邻近
310	11432 27347	3	   	268.40	橙4易伤2伤害1暴击	1掉矿2加一35伤害4568易伤5序列升级7全技能9核a暴击
311	11432 27347	4	   	268.40	橙4易伤2伤害1暴击	1掉矿2加一35伤害4568易伤5序列升级7全技能9核a暴击
312	32331 12425	7	 * 	268.35	橙5易伤2攻速2暴击	1245a易伤3基地爆炸6a攻速7a暴击8赏金塔9核a序列升级
313	33331 12425	7	   	268.35	橙5易伤2攻速2暴击	1245a易伤2a序列升级3基地爆炸6a攻速7a暴击8赏金塔9核
314	32231 12425	7	   	268.25	橙5易伤2攻速2暴击	1245a易伤3挖尘6a攻速7a暴击8赏金塔9核a序列升级
315	32621 12425	7	   	268.25	橙5易伤2攻速2暴击	1235a易伤4挖尘6a攻速7a暴击8赏金塔9核a序列升级
316	33231 12425	7	   	268.25	橙5易伤2攻速2暴击	1245a易伤2a序列升级3挖尘6a攻速7a暴击8赏金塔9核
317	33621 12425	7	   	268.25	橙5易伤2攻速2暴击	1235a易伤2a序列升级4挖尘6a攻速7a暴击8赏金塔9核
318	35231 12425	7	   	268.25	橙5易伤2攻速2暴击	1345a易伤2挖青6a攻速7a暴击8赏金塔9核a序列升级
319	32323 11133	1	   	268.20	橙3易伤3伤害1等级1暴击	149易伤234伤害4序列升级5基地爆炸6核7敌人爆炸8等级a暴击
320	32324 11133	1	   	268.20	橙3易伤3伤害1等级1暴击	149易伤234伤害4序列升级5敌人爆炸6核7基地爆炸8等级a暴击
321	32321 11133	1	   	268.10	橙3易伤3伤害1等级1暴击	149易伤234伤害4序列升级5挖尘6核7敌人爆炸8等级a暴击
322	32323 14333	1	   	268.10	橙3易伤3伤害1时间1暴击	149易伤234伤害4序列升级5基地爆炸6核7时间8赏金塔a暴击
323	32323 15633	1	   	268.10	橙3易伤3伤害1时间1暴击	149易伤234伤害4序列升级5基地爆炸6核7赏金邻近8时间a暴击
324	32324 14333	1	   	268.10	橙3易伤3伤害1时间1暴击	149易伤234伤害4序列升级5敌人爆炸6核7时间8赏金塔a暴击
325	32324 15633	1	   	268.10	橙3易伤3伤害1时间1暴击	149易伤234伤害4序列升级5敌人爆炸6核7赏金邻近8时间a暴击
326	32324 16133	1	   	268.10	橙3易伤3伤害1等级1暴击	149易伤234伤害4序列升级5敌人爆炸6核7挖尘8等级a暴击
327	11432 22115	3	   	268.00	橙3易伤3伤害1时间1暴击	1掉矿2加一359伤害456易伤5序列升级7暴击8核a时间
328	11432 22115	4	   	268.00	橙3易伤3伤害1时间1暴击	1掉矿2加一359伤害456易伤5序列升级7暴击8核a时间
329	32321 14333	1	   	268.00	橙3易伤3伤害1时间1暴击	149易伤234伤害4序列升级5挖尘6核7时间8赏金塔a暴击
330	32321 15633	1	   	268.00	橙3易伤3伤害1时间1暴击	149易伤234伤害4序列升级5挖尘6核7赏金邻近8时间a暴击
331	22233 15252	8	   	267.88	橙5易伤1等级1时间	1最后敌人23678易伤4时间5雷电9等级a核
332	32133 15252	8	   	267.88	橙5易伤1等级1时间	12678易伤3最后敌人4时间5雷电9等级a核
333	33133 15252	8	   	267.88	橙5易伤1等级1时间	12678易伤2序列升级3最后敌人4时间5雷电9等级a核
334	13333 11462	6	   	267.75	橙4易伤3时间1等级	1掉矿249时间357a易伤6核8等级
335	32431 11515	2	   	267.57	橙5易伤2时间	12347易伤4序列升级5a时间6全技能8核9平台
336	32451 11512	2	   	267.57	橙5易伤2时间	12357易伤45时间5序列升级6全技能8核9平台a赏金塔
337	32451 11521	2	   	267.57	橙5易伤2时间	12357易伤45时间5序列升级6全技能8核9金币生成a掉矿
338	32451 11531	2	   	267.57	橙5易伤2时间	12357易伤45时间5序列升级6全技能8核9挖尘a最后敌人
339	32451 11533	2	   	267.57	橙5易伤2时间	12357易伤45时间5序列升级6全技能8核9挖尘a金币生成
340	32631 11515	3	   	267.57	橙5易伤2时间	12347易伤4序列升级5a时间6全技能8核9平台
341	32651 11512	3	   	267.57	橙5易伤2时间	12357易伤45时间5序列升级6全技能8核9平台a赏金塔
342	32651 11521	3	   	267.57	橙5易伤2时间	12357易伤45时间5序列升级6全技能8核9金币生成a掉矿
343	32651 11531	3	   	267.57	橙5易伤2时间	12357易伤45时间5序列升级6全技能8核9挖尘a最后敌人
344	32651 11533	3	   	267.57	橙5易伤2时间	12357易伤45时间5序列升级6全技能8核9挖尘a金币生成
345	33431 11515	2	   	267.57	橙5易伤2时间	12347易伤24序列升级5a时间6全技能8核9平台
346	33451 11512	2	   	267.57	橙5易伤2时间	12357易伤25序列升级45时间6全技能8核9平台a赏金塔
347	33451 11521	2	   	267.57	橙5易伤2时间	12357易伤25序列升级45时间6全技能8核9金币生成a掉矿
348	33451 11531	2	   	267.57	橙5易伤2时间	12357易伤25序列升级45时间6全技能8核9挖尘a最后敌人
349	33451 11533	2	   	267.57	橙5易伤2时间	12357易伤25序列升级45时间6全技能8核9挖尘a金币生成
350	33631 11515	3	   	267.57	橙5易伤2时间	12347易伤24序列升级5a时间6全技能8核9平台
351	33651 11512	3	   	267.57	橙5易伤2时间	12357易伤25序列升级45时间6全技能8核9平台a赏金塔
352	33651 11521	3	   	267.57	橙5易伤2时间	12357易伤25序列升级45时间6全技能8核9金币生成a掉矿
353	33651 11531	3	   	267.57	橙5易伤2时间	12357易伤25序列升级45时间6全技能8核9挖尘a最后敌人
354	33651 11533	3	   	267.57	橙5易伤2时间	12357易伤25序列升级45时间6全技能8核9挖尘a金币生成
355	32621 35334	2	 * 	267.21	橙5易伤2等级1伤害	12467易伤34等级4序列升级5随机矿8立即金币9伤害a核
356	32623 63631	2	   	267.21	橙5易伤2等级1伤害	12469易伤34等级4序列升级5敌人爆炸7伤害8核a平台
357	32623 63633	2	   	267.21	橙5易伤2等级1伤害	12469易伤34等级4序列升级5敌人爆炸7伤害8核a低血量敌人
358	33621 35334	2	   	267.21	橙5易伤2等级1伤害	12467易伤24序列升级34等级5随机矿8立即金币9伤害a核
359	33623 63631	2	   	267.21	橙5易伤2等级1伤害	12469易伤24序列升级34等级5敌人爆炸7伤害8核a平台
360	33623 63633	2	   	267.21	橙5易伤2等级1伤害	12469易伤24序列升级34等级5敌人爆炸7伤害8核a低血量敌人
361	12523 13121	7	   	267.15	橙4易伤2伤害1暴击	17掉矿27伤害3雷电4额外掉落5暴击678a易伤7序列升级9核
362	12523 13161	9	   	267.15	橙4易伤2伤害1暴击	17掉矿27伤害3雷电4额外掉落5暴击679a易伤7序列升级8核
363	32623 63632	2	   	267.11	橙5易伤2等级1伤害	12469易伤34等级4序列升级5敌人爆炸7伤害8核a赏金邻近
364	33623 63632	2	   	267.11	橙5易伤2等级1伤害	12469易伤24序列升级34等级5敌人爆炸7伤害8核a赏金邻近
365	32353 12622	7	 * 	266.84	橙4易伤2时间2暴击	1269易伤3基地爆炸49时间5雷电7敌人爆炸89暴击9序列升级a核
366	33353 12622	7	   	266.84	橙4易伤2时间2暴击	1269易伤29序列升级3基地爆炸49时间5雷电7敌人爆炸89暴击a核
367	32325 31154	1	 * 	266.77	橙3易伤3伤害2等级	149易伤234伤害49序列升级59等级6敌人爆炸7雷电89基地爆炸a核
368	32663 22622	5	   	266.74	橙4易伤2时间2暴击	1239易伤4敌人爆炸59时间6雷电7挖尘89暴击9序列升级a核
369	33663 22622	5	   	266.74	橙4易伤2时间2暴击	1239易伤29序列升级4敌人爆炸59时间6雷电7挖尘89暴击a核
370	32461 36324	7	   	266.71	橙3易伤3时间2伤害	12a易伤3a伤害4平台58a时间6加一7核9随机矿a序列升级
371	32462 23313	9	   	266.71	橙3易伤3时间2伤害	125易伤35伤害4平台5序列升级68a时间7敌人爆炸9核
372	33462 23313	9	   	266.71	橙3易伤3时间2伤害	125易伤25序列升级35伤害4平台68a时间7敌人爆炸9核
373	45321 46243	3	 * 	266.67	橙3易伤2时间2攻速2暴击	1全技能24a易伤34暴击4a序列升级5加一6a攻速7a时间8赏金邻近9核
374	32322 14453	1	   	266.57	橙3易伤3伤害2等级	147易伤234伤害4序列升级5雷电6核8a等级9最后敌人
375	32322 14463	1	   	266.57	橙3易伤3伤害2等级	147易伤234伤害4序列升级5雷电6核8a等级9低血量敌人
376	32322 14513	1	   	266.57	橙3易伤3伤害2雷电1暴击1卖塔	147易伤234伤害4序列升级5a雷电6核8卖塔9暴击
377	32322 14512	1	 * 	266.33	橙3易伤3伤害2暴击1卖塔	147易伤234伤害4序列升级5雷电6核8卖塔9a暴击
