0	Index      	 *	Score 	Summary	Detail	
1	51335 62222	 * 	227.68	ACR|1BASARM|2DMG|2BEXP|1AART|1CDMG	1AAC|2RPLT|36DMG|4RCR|5BASARM|7CDMG|89BEXP|aAART
155	51335 63132	   	207.41	ACR|3DMG|1BASARM|1BASICY	1AAC|2RPLT|369DMG|4RCR|5BASARM|7ERES|8BASICY|aDUST
156	52311 42215	 * 	207.10	ACR|2VULN|1BASARM|2AART|1DMG|1SELL	1AAC|2SELL|38AART|4CGEN|5RCR|69VULN|7BASARM|aDMG
157	61225 63323	   	206.98	ACR|2ASPD|1VULN|1DMG|1BEXP|1AART|1AAC	1AEFBLL|2RCR|3DMG|4BEXP|5AART|6VULN|78ASPD|9AAC|aRCVC
158	61224 23252	   	206.92	ACR|3BEXP|2DMG|1ASPD|1AART	1AEFBLL|2RCR|38DMG|46aBEXP|5DUR|7ASPD|9AART
159	51335 21243	   	206.91	ACR|1BASARM|2DMG|1VULN|1ASPD	1AAC|2RPLT|38DMG|4RCR|5BASARM|6ASPD|7LHND|9VULN|aZMB
160	61225 31351	   	206.82	ACR|3BEXP|2DMG|1ASPD|1AART	1AEFBLL|2RCR|38DMG|469BEXP|5AART|7AME|aASPD
161	61225 35221	   	206.82	ACR|3BEXP|2DMG|1ASPD|1AART	1AEFBLL|2RCR|39DMG|467BEXP|5AART|8ERES|aASPD
162	51335 21241	   	206.81	ACR|1BASARM|2DMG|1VULN|1ASPD	1AAC|2RPLT|38DMG|4RCR|5BASARM|6ASPD|7LHND|9VULN|aDUST
163	51335 23243	   	206.81	ACR|1BASARM|2DMG|1VULN|1ASPD	1AAC|2RPLT|38DMG|4RCR|5BASARM|6ASPD|7DUST|9VULN|aZMB
164	61225 22242	 * 	206.80	ACR|2DMG|2BEXP|2AART|2CDMG	1AEFBLL|2RCR|3aDMG|48BEXP|57AART|69CDMG
165	51335 21522	   	206.79	ACR|1BASARM|2DMG|1ASPD|1BEXP	1AAC|2RPLT|3aDMG|4RCR|5BASARM|6ASPD|7LHND|8RCVC|9BEXP
166	51335 23522	   	206.69	ACR|1BASARM|2DMG|1ASPD|1BEXP	1AAC|2RPLT|3aDMG|4RCR|5BASARM|6ASPD|7DUST|8RCVC|9BEXP
167	61125 31233	   	206.56	ACR|1BASARM|1ASPD|1VULN|1AART|1BEXP	1AEFBLL|2RCR|3FEWX|4MLV|5AART|6BEXP|7BASARM|8CGEN|9VULN|aASPD
168	61155 31322	   	206.56	ACR|1BASARM|1VULN|1ASPD|1AART|1BEXP	1AEFBLL|2RCR|3FEWX|4aCGEN|5AART|6BEXP|7BASARM|8VULN|9ASPD
169	23125 31233	   	206.56	ACR|1BASARM|1ASPD|1VULN|1AART|1BEXP	1AME|2RCR|3DMSP|4BEXP|5AART|6LHND|7BASARM|8CGEN|9VULN|aASPD
170	23265 31233	   	206.56	ACR|1BASARM|1ASPD|1VULN|1AART|1BEXP	1AME|2RCR|3BEXP|4DMSP|5AART|6LHND|7BASARM|8CGEN|9VULN|aASPD
171	61226 22431	   	206.55	ACR|2VULN|2BEXP|1ASPD|1DMG|1CDMG	1AEFBLL|2RCR|3DMG|46BEXP|57VULN|8MLV|9ASPD|aCDMG
172	61135 31233	   	206.46	ACR|1BASARM|1ASPD|1VULN|1AART|1BEXP	1AEFBLL|2RCR|3FEWX|4TLV|5AART|6BEXP|7BASARM|8CGEN|9VULN|aASPD
173	61425 31233	   	206.46	ACR|1BASARM|1ASPD|1VULN|1BEXP|1AART	1AEFBLL|2RCR|3DUST|4MLV|5AART|6BEXP|7BASARM|8CGEN|9VULN|aASPD
174	61226 22231	   	206.45	ACR|2VULN|2BEXP|1ASPD|1DMG|1CDMG	1AEFBLL|2RCR|3DMG|46BEXP|57VULN|8AME|9ASPD|aCDMG
175	23215 31265	   	206.44	ACR|1BASARM|2BEXP|1DMG|1AART	14AME|2RCR|34BEXP|4BPWR|5AART|6LHND|7BASARM|8CGEN|9DMG|aDMSP
176	23215 31622	   	206.44	ACR|1BASARM|2BEXP|1ASPD|1AART	14AME|2RCR|34BEXP|4BPWR|5AART|6LHND|7BASARM|8FEWX|9ASPD|aCGEN
177	23215 31623	   	206.44	ACR|1BASARM|2BEXP|1ASPD|1AART	14AME|2RCR|34BEXP|4BPWR|5AART|6LHND|7BASARM|8FEWX|9ASPD|aZMB
178	23215 31625	   	206.44	ACR|1BASARM|2BEXP|1ASPD|1AART	14AME|2RCR|34BEXP|4BPWR|5AART|6LHND|7BASARM|8aFEWX|9ASPD
179	23215 31636	   	206.44	ACR|1BASARM|2BEXP|1ASPD|1AART	14AME|2RCR|34BEXP|4BPWR|5AART|6LHND|7BASARM|89FEWX|aASPD
180	23242 46111	   	206.44	ACR|1BASARM|2BEXP|1DMG|1CDMG	1AME|2RCR|36BEXP|4LIT|5CGEN|7DMG|8BASARM|9RPLT|aCDMG
181	23254 53111	   	206.44	ACR|1BASARM|2BEXP|1ASPD|1CDMG	1AME|2RCR|36BEXP|4MLV|5ASPD|7LIT|8BASARM|9RPLT|aCDMG
182	61125 31263	   	206.44	ACR|1BASARM|2BEXP|1DMG|1AART	1AEFBLL|2RCR|3FEWX|4MLV|5AART|6aBEXP|7BASARM|8CGEN|9DMG
183	23125 31263	   	206.44	ACR|1BASARM|2BEXP|1DMG|1AART	1AME|2RCR|3DMSP|4aBEXP|5AART|6LHND|7BASARM|8CGEN|9DMG
184	23265 31263	   	206.44	ACR|1BASARM|2BEXP|1DMG|1AART	1AME|2RCR|3aBEXP|4DMSP|5AART|6LHND|7BASARM|8CGEN|9DMG
185	51335 32213	 * 	206.44	ACR|2BASARM|2DMG|1ASPD	1AAC|2RPLT|38DMG|4RCR|59BASARM|6TLV|7DUR|aASPD
186	51335 63213	   	206.44	ACR|2BASARM|2DMG|1ASPD	1AAC|2RPLT|36DMG|4RCR|59BASARM|7ERES|8FEWX|aASPD
187	61435 31233	   	206.36	ACR|1BASARM|1ASPD|1VULN|1BEXP|1AART	1AEFBLL|2RCR|3DUST|4TLV|5AART|6BEXP|7BASARM|8CGEN|9VULN|aASPD
188	23215 31261	   	206.34	ACR|1BASARM|2BEXP|1DMG|1AART	14AME|2RCR|34BEXP|4BPWR|5AART|6LHND|7BASARM|8CGEN|9DMG|aDUST
189	23215 31262	   	206.34	ACR|1BASARM|2BEXP|1DMG|1AART	14AME|2RCR|34BEXP|4BPWR|5AART|6LHND|7BASARM|8CGEN|9DMG|aERES
190	23215 31264	   	206.34	ACR|1BASARM|2BEXP|1DMG|1AART	14AME|2RCR|34BEXP|4BPWR|5AART|6LHND|7BASARM|8CGEN|9DMG|aMBVNT
191	23215 31451	   	206.34	ACR|1BASARM|2BEXP|1DMG|1AART	14AME|2RCR|34BEXP|4BPWR|5AART|69LHND|7BASARM|8LSRREG|aDMG
192	23215 31626	   	206.34	ACR|1BASARM|2BEXP|1ASPD|1AART	14AME|2RCR|34BEXP|4BPWR|5AART|6LHND|7BASARM|8FEWX|9ASPD|aERES
193	23243 46111	   	206.34	ACR|1BASARM|2BEXP|1DMG|1CDMG	1AME|2RCR|36BEXP|4LIT|5ERES|7DMG|8BASARM|9RPLT|aCDMG
194	61135 31263	   	206.34	ACR|1BASARM|2BEXP|1DMG|1AART	1AEFBLL|2RCR|3FEWX|4TLV|5AART|6aBEXP|7BASARM|8CGEN|9DMG
195	51335 31213	   	206.34	ACR|2BASARM|2DMG|1ASPD	1AAC|2RPLT|38DMG|4RCR|59BASARM|6TLV|7LEGI|aASPD
196	51335 35213	   	206.34	ACR|2BASARM|2DMG|1ASPD	1AAC|2RPLT|38DMG|4RCR|59BASARM|6TLV|7DUST|aASPD
197	23215 31253	   	205.95	ACR|1BASARM|3BEXP|1AART|1AAC	14AME|2RCR|34aBEXP|4BPWR|5AART|6LHND|7BASARM|8CGEN|9AAC
198	51335 62313	   	205.93	ACR|1BASARM|2DMG|1ASPD|1CDMG	1AAC|2RPLT|36DMG|4RCR|5BASARM|7CDMG|8ASPD|9FEWX|aRCVC
199	23215 31154	   	205.93	ACR|1BASARM|2BEXP|2AART|1AAC	14AME|2RCR|34BEXP|4BPWR|58AART|6LHND|7BASARM|9AAC|aLWND
200	23215 31155	   	205.93	ACR|1BASARM|2BEXP|2AART|1AAC	14AME|2RCR|34BEXP|4BPWR|58AART|6aLHND|7BASARM|9AAC
201	23215 31151	   	205.83	ACR|1BASARM|2BEXP|2AART|1AAC	14AME|2RCR|34BEXP|4BPWR|58AART|6LHND|7BASARM|9AAC|aERES
202	23215 31152	   	205.83	ACR|1BASARM|2BEXP|2AART|1AAC	14AME|2RCR|34BEXP|4BPWR|58AART|6LHND|7BASARM|9AAC|aNUKE
203	23215 31153	   	205.83	ACR|1BASARM|2BEXP|2AART|1AAC	14AME|2RCR|34BEXP|4BPWR|58AART|6LHND|7BASARM|9AAC|aMBVNT
204	61215 22133	 * 	205.71	ACR|2DMG|1VULN|2AART|1BEXP|1CDMG	1AEFBLL|2RCR|3aDMG|4LWND|57AART|6CDMG|8VULN|9BEXP
205	61215 22263	   	205.71	ACR|2DMG|2AART|1VULN|1BEXP|1CDMG	1AEFBLL|2RCR|3aDMG|4LWND|57AART|6CDMG|8BEXP|9VULN
206	61225 22113	   	205.71	ACR|2DMG|1VULN|2AART|1BEXP|1CDMG	1AEFBLL|2RCR|3aDMG|4BEXP|57AART|6CDMG|8VULN|9FEWX
207	61225 22142	   	205.71	ACR|2DMG|1VULN|2AART|1BEXP|1CDMG	1AEFBLL|2RCR|3aDMG|4BEXP|57AART|6CDMG|8VULN|9RMIN
208	61225 51312	   	205.68	ACR|3BEXP|1ASPD|1DMG|1VULN|1AART	17AEFBLL|2RCR|3DMG|479BEXP|5AART|67ZMB|7BPWR|8ASPD|aVULN
209	61225 22123	   	205.61	ACR|2DMG|1VULN|2AART|1BEXP|1CDMG	1AEFBLL|2RCR|3aDMG|4BEXP|57AART|6CDMG|8VULN|9DUST
210	51335 21223	   	205.61	ACR|1BASARM|2DMG|1ASPD|1BEXP	1AAC|2RPLT|38DMG|4RCR|5BASARM|6ASPD|7LHND|9BEXP|aZMB
211	51335 21225	   	205.61	ACR|1BASARM|2DMG|1ASPD|1BEXP	1AAC|2RPLT|38DMG|4RCR|5BASARM|6ASPD|7LHND|9BEXP|aMLV
212	51335 21226	   	205.61	ACR|1BASARM|2DMG|1ASPD|1BEXP	1AAC|2RPLT|38DMG|4RCR|5BASARM|6ASPD|7LHND|9BEXP|aLIT
213	51335 21423	   	205.61	ACR|1BASARM|2ASPD|1DMG|1BEXP	1AAC|2RPLT|3DMG|4RCR|5BASARM|68ASPD|7LHND|9BEXP|aZMB
214	51335 25112	   	205.61	ACR|1BASARM|2DMG|1ASPD|1BEXP	1AAC|2RPLT|3aDMG|4RCR|5BASARM|6ASPD|7RMIN|8BEXP|9ZMB
215	51335 62312	   	205.61	ACR|1BASARM|2DMG|1ASPD|1CDMG	1AAC|2RPLT|36DMG|4RCR|5BASARM|7CDMG|8ASPD|9FEWX|aCGEN
216	51335 21221	   	205.51	ACR|1BASARM|2DMG|1ASPD|1BEXP	1AAC|2RPLT|38DMG|4RCR|5BASARM|6ASPD|7LHND|9BEXP|aDUST
217	51335 21233	   	205.51	ACR|1BASARM|2DMG|1ASPD|1CDMG	1AAC|2RPLT|38DMG|4RCR|5BASARM|6ASPD|7LHND|9MDPS|aCDMG
218	51335 21235	   	205.51	ACR|1BASARM|2DMG|1ASPD|1BEXP	1AAC|2RPLT|38DMG|4RCR|5BASARM|6ASPD|7LHND|9MDPS|aBEXP
219	51335 21421	   	205.51	ACR|1BASARM|2ASPD|1DMG|1BEXP	1AAC|2RPLT|3DMG|4RCR|5BASARM|68ASPD|7LHND|9BEXP|aDUST
220	51335 21433	   	205.51	ACR|1BASARM|2ASPD|1DMG|1CDMG	1AAC|2RPLT|3DMG|4RCR|5BASARM|68ASPD|7LHND|9MDPS|aCDMG
221	51335 23215	   	205.51	ACR|1BASARM|2DMG|1ASPD|1AART	1AAC|2RPLT|38DMG|4RCR|5BASARM|6ASPD|7DUST|9MLV|aAART
222	51335 23223	   	205.51	ACR|1BASARM|2DMG|1ASPD|1BEXP	1AAC|2RPLT|38DMG|4RCR|5BASARM|6ASPD|7DUST|9BEXP|aZMB
223	51335 23225	   	205.51	ACR|1BASARM|2DMG|1ASPD|1BEXP	1AAC|2RPLT|38DMG|4RCR|5BASARM|6ASPD|7DUST|9BEXP|aMLV
224	51335 23226	   	205.51	ACR|1BASARM|2DMG|1ASPD|1BEXP	1AAC|2RPLT|38DMG|4RCR|5BASARM|6ASPD|7DUST|9BEXP|aLIT
225	51335 23423	   	205.51	ACR|1BASARM|2ASPD|1DMG|1BEXP	1AAC|2RPLT|3DMG|4RCR|5BASARM|68ASPD|7DUST|9BEXP|aZMB
226	51335 24112	   	205.51	ACR|1BASARM|2DMG|1ASPD|1BEXP	1AAC|2RPLT|3aDMG|4RCR|5BASARM|6ASPD|7TLV|8BEXP|9ZMB
227	51335 62331	   	205.51	ACR|1BASARM|2DMG|1ASPD|1CDMG	1AAC|2RPLT|36DMG|4RCR|5BASARM|7CDMG|8ASPD|9MDPS|aFEWX
228	51335 63113	   	205.51	ACR|1BASARM|2DMG|1BASICY|1BEXP	1AAC|2RPLT|36DMG|4RCR|5BASARM|7ERES|8BASICY|9DUR|aBEXP
229	51335 63121	   	205.51	ACR|1BASARM|2DMG|1BASICY|1BEXP	1AAC|2RPLT|36DMG|4RCR|5BASARM|7ERES|8BASICY|9BEXP|aLWND
230	51335 63122	   	205.51	ACR|1BASARM|2DMG|1BASICY|1BEXP	1AAC|2RPLT|36DMG|4RCR|5BASARM|7ERES|8BASICY|9BEXP|aDMSP
231	51335 63123	   	205.51	ACR|1BASARM|2DMG|1BASICY|1BEXP	1AAC|2RPLT|36DMG|4RCR|5BASARM|7ERES|8BASICY|9BEXP|aFEWX
232	51335 12342	   	205.41	ACR|1BASARM|2DMG|1ASPD|1CDMG	1AAC|2RPLT|3aDMG|4RCR|5BASARM|6AEFBLL|7CDMG|8ASPD|9NUKE
233	51335 23233	   	205.41	ACR|1BASARM|2DMG|1ASPD|1CDMG	1AAC|2RPLT|38DMG|4RCR|5BASARM|6ASPD|7DUST|9MDPS|aCDMG
234	51335 23235	   	205.41	ACR|1BASARM|2DMG|1ASPD|1BEXP	1AAC|2RPLT|38DMG|4RCR|5BASARM|6ASPD|7DUST|9MDPS|aBEXP
235	51335 23433	   	205.41	ACR|1BASARM|2ASPD|1DMG|1CDMG	1AAC|2RPLT|3DMG|4RCR|5BASARM|68ASPD|7DUST|9MDPS|aCDMG
236	51335 62333	   	205.41	ACR|1BASARM|2DMG|1ASPD|1CDMG	1AAC|2RPLT|36DMG|4RCR|5BASARM|7CDMG|8ASPD|9MDPS|aAME
237	23233 24632	   	205.13	ACR|1BASARM|2BEXP|1VULN|1ASPD	1AME|2RCR|35BEXP|458LWND|5BPWR|6VULN|7DUST|9BASARM|aASPD
238	23233 25632	   	205.13	ACR|1BASARM|2BEXP|1VULN|1ASPD	1AME|2RCR|35BEXP|458LWND|5BPWR|6VULN|7LEGI|9BASARM|aASPD
239	23126 22624	 * 	205.11	ACR|2VULN|1BASARM|3BEXP	1AME|2RCR|3DMSP|46aBEXP|57VULN|8BASARM|9ERES
240	23126 22634	   	205.11	ACR|2VULN|1BASARM|3BEXP	1AME|2RCR|3DMSP|46aBEXP|57VULN|8BASARM|9TLV
241	23243 32165	   	205.06	ACR|1BASARM|1DMG|1CDMG|1BEXP|1AART	1AME|2RCR|3BEXP|4LIT|5ERES|6DMG|7AEMAG|8BASARM|9CDMG|aAART
242	23132 52534	   	205.03	ACR|1BASARM|2BEXP|1ASPD|1VULN	1AME|2RCR|3DMSP|4AIRARM|5FEWX|6ASPD|7aBEXP|8BASARM|9VULN
243	61232 32534	   	205.03	ACR|1BASARM|2BEXP|1DMG|1VULN	1AEFBLL|2RCR|3DMG|4SPLREG|5FEWX|6CGEN|7aBEXP|8BASARM|9VULN
244	61521 32124	   	205.01	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG|1SELL	1AEFBLL|2RCR|3SELL|4DUR|5CDMG|6VULN|7LIT|8BASARM|9BEXP|aDMG
245	61523 32323	   	205.01	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG|1SELL	1AEFBLL|2RCR|3SELL|4DUR|5VULN|6BEXP|7ASPD|8BASARM|9LHND|aCDMG
246	61523 32363	   	205.01	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG|1SELL	1AEFBLL|2RCR|3SELL|4DUR|5VULN|6BEXP|7ASPD|8BASARM|9FEWX|aCDMG
247	23431 12344	   	204.96	ACR|1BASARM|1ASPD|1VULN|1BEXP|1CDMG	1AME|2RCR|3MDPS|4CDMG|56ERES|7ASPD|8BASARM|9VULN|aBEXP
248	61231 22534	   	204.93	ACR|1BASARM|2BEXP|1DMG|1VULN	1AEFBLL|2RCR|3DMG|4SPLREG|5ERES|6FEWX|7aBEXP|8BASARM|9VULN
249	61543 32312	   	204.91	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG|1SELL	1AEFBLL|2RCR|3SELL|4LHND|5VULN|6BEXP|7ASPD|8BASARM|9SNIHEL|aCDMG
250	61543 32332	   	204.91	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG|1SELL	1AEFBLL|2RCR|3SELL|4LHND|5VULN|6BEXP|7ASPD|8BASARM|9SNITOX|aCDMG
251	61523 32313	   	204.78	ACR|1BASARM|2BEXP|1VULN|1ASPD|1SELL	1AEFBLL|2RCR|3SELL|4DUR|5VULN|6aBEXP|7ASPD|8BASARM|9SNIHEL
252	42326 63312	 * 	204.75	ACR|2VULN|2ASPD|2AART|1CDMG	18DUST|2LIT|3RCR|4RMIN|58ASPD|69AART|78VULN|8BPWR|aCDMG
253	12154 24233	 * 	204.73	ACR|3VULN|2DMG|2CDMG|1BEXP|1AAC	17CDMG|27DMG|3ZMB|4MLV|5RCR|678VULN|7BPWR|9BEXP|aAAC
254	51335 12251	   	204.19	ACR|1BASARM|2BEXP|1DMG|1CDMG|2AAC	19AAC|2RPLT|3DMG|4RCR|5BASARM|6AEFBLL|7CDMG|8aBEXP
255	61226 23263	   	204.08	ACR|2VULN|2DMG|2BEXP|1CDMG	1AEFBLL|2RCR|39DMG|46BEXP|58VULN|7CDMG|aDUR
256	61226 23234	 * 	204.07	ACR|2VULN|3BEXP|1DMG|2CDMG	1AEFBLL|2RCR|3DMG|469BEXP|58VULN|7aCDMG
257	61343 12111	   	204.06	ACR|2VULN|1BASARM|1DMG|1CDMG	1AEFBLL|2RCR|35VULN|4LIT|6DMG|7LWND|8BASARM|9RPLT|aCDMG
258	61343 12161	   	204.06	ACR|2VULN|1BASARM|1DMG|1CDMG	1AEFBLL|2RCR|35VULN|4LIT|6DMG|7LWND|8BASARM|9CDMG|aFEWX
259	61226 23261	   	203.98	ACR|2VULN|2DMG|2BEXP|1CDMG	1AEFBLL|2RCR|39DMG|46BEXP|58VULN|7CDMG|aAME
260	23242 46121	   	203.96	ACR|1BASARM|3BEXP|1DMG	1AME|2RCR|369BEXP|4LIT|5CGEN|7DMG|8BASARM|aTLV
261	23242 46123	   	203.96	ACR|1BASARM|3BEXP|1DMG	1AME|2RCR|369BEXP|4LIT|5CGEN|7DMG|8BASARM|aERES
262	23252 35432	   	203.96	ACR|1BASARM|3BEXP|1ASPD	1AME|2RCR|367BEXP|46MLV|5MDPS|6BPWR|8TLV|9BASARM|aASPD
263	23254 53121	   	203.96	ACR|1BASARM|3BEXP|1ASPD	1AME|2RCR|369BEXP|4MLV|5ASPD|7LIT|8BASARM|aTLV
264	23254 53123	   	203.96	ACR|1BASARM|3BEXP|1ASPD	1AME|2RCR|369BEXP|4MLV|5ASPD|7LIT|8BASARM|aERES
265	61343 12135	   	203.96	ACR|2VULN|1BASARM|1DMG|1CDMG	1AEFBLL|2RCR|35VULN|4LIT|6DMG|7LWND|8BASARM|9VENFST|aCDMG
266	61343 12163	   	203.96	ACR|2VULN|1BASARM|1DMG|1CDMG	1AEFBLL|2RCR|35VULN|4LIT|6DMG|7LWND|8BASARM|9CDMG|aERES
267	51331 22216	   	203.96	ACR|2VULN|2DMG|1ASPD|1AART|1BEXP	1AAC|2RPLT|38DMG|4RCR|56VULN|7ASPD|9BEXP|aAART
268	23243 46121	   	203.86	ACR|1BASARM|3BEXP|1DMG	1AME|2RCR|369BEXP|4LIT|5ERES|7DMG|8BASARM|aTLV
269	23243 46123	   	203.86	ACR|1BASARM|3BEXP|1DMG	1AME|2RCR|369BEXP|4LIT|5aERES|7DMG|8BASARM
270	23126 22642	 * 	203.79	ACR|3VULN|1BASARM|2BEXP	1AME|2RCR|3DMSP|46BEXP|579VULN|8BASARM|aRCVC
271	23254 63131	   	203.75	ACR|1BASARM|2ASPD|1BEXP|1AAC	1AME|2RCR|3BEXP|4MLV|56ASPD|7LIT|8BASARM|9ERES|aAAC
272	23435 13261	   	203.74	ACR|1BASARM|1BASICY|1VULN|1BEXP|1CDMG	1AME|2RCR|38MDPS|4CDMG|5FEWX|6BASICY|7BEXP|9BASARM|aVULN
273	61531 22323	   	203.72	ACR|2VULN|1BASARM|1ASPD|1CDMG|1SELL	1AEFBLL|2RCR|3SELL|4MDPS|56VULN|7ASPD|8BASARM|9LHND|aCDMG
274	61531 22333	   	203.72	ACR|2VULN|1BASARM|1ASPD|1CDMG|1SELL	1AEFBLL|2RCR|3SELL|4MDPS|56VULN|7ASPD|8BASARM|9DUR|aCDMG
275	61531 22363	   	203.72	ACR|2VULN|1BASARM|1ASPD|1CDMG|1SELL	1AEFBLL|2RCR|3SELL|4MDPS|56VULN|7ASPD|8BASARM|9FEWX|aCDMG
276	61343 23134	   	203.60	ACR|3VULN|3DMG|1BEXP	18AEFBLL|2RCR|358VULN|4LIT|6AME|78aDMG|8BPWR|9BEXP
277	61363 23336	   	203.56	ACR|3VULN|1BASARM|2BEXP	1aAEFBLL|2RCR|36aVULN|45FEWX|7RPLT|8BASARM|9aBEXP|aBPWR
278	61225 22163	 * 	203.47	ACR|2VULN|2AART|1DMG|1BEXP|1CDMG	1AEFBLL|2RCR|3DMG|4BEXP|57AART|6CDMG|89VULN|aLHND
279	23126 22641	   	203.46	ACR|3VULN|1BASARM|2BEXP	1AME|2RCR|3DMSP|46BEXP|579VULN|8BASARM|aCGEN
280	23126 22643	   	203.46	ACR|3VULN|1BASARM|2BEXP	1AME|2RCR|3DMSP|46BEXP|579VULN|8BASARM|aDUR
281	61225 22161	   	203.37	ACR|2VULN|2AART|1DMG|1BEXP|1CDMG	1AEFBLL|2RCR|3DMG|4BEXP|57AART|6CDMG|89VULN|aAME
282	61225 22162	   	203.37	ACR|2VULN|2AART|1DMG|1BEXP|1CDMG	1AEFBLL|2RCR|3DMG|4BEXP|57AART|6CDMG|89VULN|aMDPS
283	61225 33412	   	203.01	ACR|3BEXP|2DMG|1VULN|1AART	1AEFBLL|2RCR|38DMG|469BEXP|5AART|7MDPS|aVULN
284	23215 63143	 * 	203.01	ACR|3BEXP|2ASPD|1VULN|1AART	14AME|2RCR|349BEXP|4BPWR|5AART|6VULN|7aASPD|8MDPS
285	51335 12252	   	203.00	ACR|1BASARM|1DMG|1BEXP|1CDMG|1AART|2AAC	19AAC|2RPLT|3DMG|4RCR|5BASARM|6AEFBLL|7CDMG|8BEXP|aAART
286	61125 31163	   	202.85	ACR|1BASARM|2AART|1DMG|1BEXP	1AEFBLL|2RCR|3FEWX|4MLV|58AART|6BEXP|7BASARM|9DMG|aDUR
287	23125 31163	   	202.85	ACR|1BASARM|2AART|1DMG|1BEXP	1AME|2RCR|3DMSP|4BEXP|58AART|6LHND|7BASARM|9DMG|aDUR
288	23125 31164	   	202.85	ACR|1BASARM|2AART|1DMG|1BEXP	1AME|2RCR|3DMSP|4BEXP|58AART|6LHND|7BASARM|9DMG|aLWND
289	23125 31165	   	202.85	ACR|1BASARM|2AART|1DMG|1BEXP	1AME|2RCR|3DMSP|4BEXP|58AART|6aLHND|7BASARM|9DMG
290	23155 31116	 * 	202.85	ACR|1BASARM|2AART|1ASPD|1BEXP	1AME|2RCR|3DMSP|4FEWX|58AART|6LHND|7BASARM|9BEXP|aASPD
291	23265 31163	   	202.85	ACR|1BASARM|2AART|1DMG|1BEXP	1AME|2RCR|3BEXP|4DMSP|58AART|6LHND|7BASARM|9DMG|aDUR
292	51335 13152	   	202.78	ACR|1BASARM|1DMG|1BASICY|1VULN|1AART	1AAC|2RPLT|3DMG|4RCR|5BASARM|6AEFBLL|7ERES|8BASICY|9VULN|aAART
293	61125 31161	   	202.75	ACR|1BASARM|2AART|1DMG|1BEXP	1AEFBLL|2RCR|3FEWX|4MLV|58AART|6BEXP|7BASARM|9DMG|aERES
294	61135 31136	   	202.75	ACR|1BASARM|2AART|1ASPD|1BEXP	1AEFBLL|2RCR|3FEWX|4TLV|58AART|6BEXP|7BASARM|9LWND|aASPD
295	61135 31163	   	202.75	ACR|1BASARM|2AART|1DMG|1BEXP	1AEFBLL|2RCR|3FEWX|4TLV|58AART|6BEXP|7BASARM|9DMG|aDUR
296	23125 31161	   	202.75	ACR|1BASARM|2AART|1DMG|1BEXP	1AME|2RCR|3DMSP|4BEXP|58AART|6LHND|7BASARM|9DMG|aERES
297	23145 31116	   	202.75	ACR|1BASARM|2AART|1ASPD|1BEXP	1AME|2RCR|3DMSP|4DUST|58AART|6LHND|7BASARM|9BEXP|aASPD
298	23265 31161	   	202.75	ACR|1BASARM|2AART|1DMG|1BEXP	1AME|2RCR|3BEXP|4DMSP|58AART|6LHND|7BASARM|9DMG|aERES
299	23223 21455	   	202.72	ACR|2BEXP|1VULN|1ASPD|1DMG|1AART|1AAC	1AME|2RCR|35BEXP|45DUR|5BPWR|6VULN|7ASPD|8DMG|9AART|aAAC
300	23223 23455	   	202.72	ACR|2BEXP|1VULN|1ASPD|1DMG|1AART|1AAC	1AME|2RCR|35BEXP|45DUR|5BPWR|6VULN|7DMG|8ASPD|9AART|aAAC
301	51335 13126	 * 	202.66	ACR|1BASARM|2BEXP|1DMG|1BASICY	1AAC|2RPLT|3DMG|4RCR|5BASARM|6AEFBLL|7ERES|8BASICY|9aBEXP
302	61135 31161	   	202.65	ACR|1BASARM|2AART|1DMG|1BEXP	1AEFBLL|2RCR|3FEWX|4TLV|58AART|6BEXP|7BASARM|9DMG|aERES
303	23213 21455	   	202.62	ACR|2BEXP|1VULN|1ASPD|1DMG|1AART|1AAC	14AME|2RCR|34BEXP|4BPWR|5DUR|6VULN|7ASPD|8DMG|9AART|aAAC
304	23213 23455	   	202.62	ACR|2BEXP|1VULN|1ASPD|1DMG|1AART|1AAC	14AME|2RCR|34BEXP|4BPWR|5DUR|6VULN|7DMG|8ASPD|9AART|aAAC
305	23222 21455	   	202.62	ACR|2BEXP|1VULN|1ASPD|1DMG|1AART|1AAC	1AME|2RCR|35BEXP|4DUR|6VULN|7ASPD|8DMG|9AART|aAAC
306	23222 23455	   	202.62	ACR|2BEXP|1VULN|1ASPD|1DMG|1AART|1AAC	1AME|2RCR|35BEXP|4DUR|6VULN|7DMG|8ASPD|9AART|aAAC
307	61225 31352	 * 	202.41	ACR|3DMG|3BEXP|1AART	1AEFBLL|2RCR|38aDMG|469BEXP|5AART|7AME
308	61225 35222	   	202.41	ACR|3DMG|3BEXP|1AART	1AEFBLL|2RCR|39aDMG|467BEXP|5AART|8ERES
309	51335 32242	   	202.40	ACR|3DMG|1BASARM|1VULN	1AAC|2RPLT|38aDMG|4RCR|5BASARM|6TLV|7DUR|9VULN
310	51335 31242	   	202.30	ACR|3DMG|1BASARM|1VULN	1AAC|2RPLT|38aDMG|4RCR|5BASARM|6TLV|7LEGI|9VULN
