0	Index      	 *	Score 	Summary	Detail	
1	64228 44233	 * 	200.81	ACR|2VULN|2DMG|1ASPD|1BEXP|1CDMG	1RCVC|27AME|3MBVNT|47DMG|5RCR|67VULN|7BPWR|8BEXP|9ASPD|aCDMG
159	36335 53131	   	176.82	ACR|2DMG|1VULN|1ASPD|1CDMG|1AAC	1ZMB|2CDMG|3VULN|4ASPD|5RCR|6FEWX|78DMG|9AAC|aLWND
160	36335 53133	   	176.82	ACR|2DMG|1VULN|1ASPD|1CDMG|1AAC	1ZMB|2CDMG|3VULN|4ASPD|5RCR|6FEWX|78DMG|9AAC|aRPLT
161	36355 33131	   	176.82	ACR|2ASPD|1VULN|1DMG|1CDMG|1AAC	1ZMB|2CDMG|3VULN|4DMG|5RCR|6DMSP|79ASPD|8LHND|aAAC
162	36335 53132	   	176.72	ACR|2DMG|1VULN|1ASPD|1CDMG|1AAC	1ZMB|2CDMG|3VULN|4ASPD|5RCR|6FEWX|78DMG|9AAC|aAME
163	36335 63131	   	176.72	ACR|2DMG|1VULN|1ASPD|1CDMG|1AAC	19ZMB|2CDMG|3VULN|4ASPD|5RCR|6DUST|78DMG|aAAC
164	36361 33116	   	176.72	ACR|2VULN|1ASPD|1DMG|1BEXP|1CDMG	1ZMB|2CDMG|39VULN|4FEWX|5RCR|6AAC|7DMG|8ASPD|aBEXP
165	31431 24241	 * 	176.71	ACR|1BASARM|1VULN|1DMG|1CDMG	1ZMB|2DMG|3LIT|4BELT|5RCR|6LHND|7RPLT|8VULN|9CDMG|aBASARM
166	32231 24241	 * 	176.71	ACR|1BASARM|1VULN|1ASPD|1CDMG	1ZMB|2LIT|3ASPD|4BELT|5RCR|6LHND|7RPLT|8VULN|9CDMG|aBASARM
167	12351 65112	 * 	176.65	DCR|1BASARM|3BEXP|2ASPD	1DUST|28ASPD|3CGEN|456BEXP|7BASARM|9FEWX|aRCR
168	36335 63121	   	176.62	ACR|2DMG|1VULN|1ASPD|1CDMG|1AAC	1ZMB|2CDMG|3VULN|4ASPD|5RCR|69DUST|78DMG|aAAC
169	22455 13442	 * 	176.62	ACR|2BEXP|1ASPD|1DMG|1CDMG|1AART	1LHND|2ASPD|3CDMG|4DMG|5RCR|6MBVNT|7TLV|8AART|9aBEXP
170	32231 54241	   	176.61	ACR|1BASARM|1VULN|1ASPD|1CDMG	1ZMB|2LIT|3ASPD|4BELT|5RCR|6DUST|7RPLT|8VULN|9CDMG|aBASARM
171	53143 42222	 * 	176.46	ACR|1BASARM|1ASPD|1AART|1CDMG|1SELL	1SELL|2AART|3DMSP|4MLV|5RCR|6LIT|7CGEN|8CDMG|9ASPD|aBASARM
172	23152 33233	 * 	176.41	ACR|4VULN|1ASPD|1CDMG|1BEXP	1LHND|2478VULN|3LWND|5RCR|6BEXP|9ASPD|aCDMG
173	53153 42222	 * 	176.36	ACR|1BASARM|1ASPD|1AART|1CDMG|1SELL	1SELL|2AART|3DMSP|4TLV|5RCR|6LIT|7CGEN|8CDMG|9ASPD|aBASARM
174	13152 33233	   	176.31	ACR|4VULN|1ASPD|1BEXP|1CDMG	1DUST|2478VULN|3LWND|5RCR|6BEXP|9ASPD|aCDMG
175	13252 33233	   	176.31	ACR|4VULN|1ASPD|1BEXP|1CDMG	1DUST|2478VULN|3LHND|5RCR|6BEXP|9ASPD|aCDMG
176	13552 33233	   	176.31	ACR|4VULN|1ASPD|1BEXP|1CDMG	1DUST|2478VULN|3DUR|5RCR|6BEXP|9ASPD|aCDMG
177	23452 33233	   	176.31	ACR|4VULN|1ASPD|1BEXP|1CDMG	1LHND|2478VULN|3DUST|5RCR|6BEXP|9ASPD|aCDMG
178	13552 23633	   	176.26	ACR|3VULN|2ASPD|1AART	18DUST|248VULN|3DUR|5RCR|6LIT|78ASPD|8BPWR|9AART|aCGEN
179	13552 23631	   	176.16	ACR|3VULN|2ASPD|1AART	18DUST|248VULN|3DUR|5RCR|6LIT|78ASPD|8BPWR|9AART|aTLV
180	36335 13123	   	176.11	ACR|2ASPD|1VULN|1DMG|2CDMG	1ZMB|26CDMG|3VULN|47ASPD|5RCR|8LHND|9CGEN|aDMG
181	36355 13113	   	176.11	ACR|2DMG|1VULN|1ASPD|2CDMG	1ZMB|26CDMG|3VULN|4aDMG|5RCR|7ASPD|89LHND
182	22461 51233	   	176.11	ACR|2ASPD|1VULN|1DMG|2CDMG	1LHND|29ASPD|38CDMG|47FEWX|5RCR|6VULN|aDMG
183	36335 12133	   	176.01	ACR|2ASPD|1VULN|1DMG|2CDMG	1ZMB|26CDMG|3VULN|49ASPD|5RCR|7ERES|8LHND|aDMG
184	36335 12243	   	176.01	ACR|2ASPD|1VULN|2CDMG|1DMG	1ZMB|26CDMG|3VULN|49ASPD|5RCR|7ERES|8LWND|aDMG
185	36335 13316	 * 	175.74	ACR|2ASPD|1VULN|3CDMG|1BEXP	1ZMB|269CDMG|3VULN|47ASPD|5RCR|8RMIN|aBEXP
186	36335 13216	   	175.64	ACR|2ASPD|1VULN|3CDMG|1BEXP	1ZMB|269CDMG|3VULN|47ASPD|5RCR|8ERES|aBEXP
187	23152 35363	   	175.62	ACR|2VULN|2BEXP|1ASPD|1DMG	1LHND|24VULN|3LWND|5RCR|6aBEXP|7ASPD|8RMIN|9DMG
188	12461 62323	 * 	175.55	ACR|2ASPD|2BEXP|1VULN|1CDMG	1DUST|29ASPD|3CDMG|4FEWX|5RCR|67BEXP|8BELT|aVULN
189	13152 32164	   	175.42	ACR|2VULN|2BEXP|1DMG|1ASPD	1DUST|24VULN|3LWND|5RCR|67BEXP|8ERES|9DMG|aASPD
190	13512 36243	   	174.99	ACR|1BASARM|1VULN|1ASPD|1BEXP	14DUST|2VULN|3DUR|5RCR|6BEXP|7BASARM|8ERES|9AIRARM|aASPD
191	23152 32232	 * 	174.90	ACR|3VULN|3BEXP|1ASPD	1LHND|248VULN|3LWND|5RCR|67aBEXP|9ASPD
192	23152 35212	   	174.90	ACR|3VULN|3BEXP|1ASPD	1LHND|249VULN|3LWND|5RCR|68aBEXP|7ASPD
193	23152 35225	   	174.90	ACR|3VULN|3BEXP|1ASPD	1LHND|24aVULN|3LWND|5RCR|689BEXP|7ASPD
194	13152 33632	   	174.80	ACR|3VULN|3BEXP|1ASPD	1DUST|247VULN|3LWND|5RCR|68aBEXP|9ASPD
195	13552 33632	   	174.80	ACR|3VULN|3BEXP|1ASPD	1DUST|247VULN|3DUR|5RCR|68aBEXP|9ASPD
196	13152 32232	   	174.80	ACR|3VULN|3BEXP|1ASPD	1DUST|248VULN|3LWND|5RCR|67aBEXP|9ASPD
197	13152 35212	   	174.80	ACR|3VULN|3BEXP|1ASPD	1DUST|249VULN|3LWND|5RCR|68aBEXP|7ASPD
198	13152 35225	   	174.80	ACR|3VULN|3BEXP|1ASPD	1DUST|24aVULN|3LWND|5RCR|689BEXP|7ASPD
199	13252 32232	   	174.80	ACR|3VULN|3BEXP|1ASPD	1DUST|248VULN|3LHND|5RCR|67aBEXP|9ASPD
200	13252 35212	   	174.80	ACR|3VULN|3BEXP|1ASPD	1DUST|249VULN|3LHND|5RCR|68aBEXP|7ASPD
201	13252 35225	   	174.80	ACR|3VULN|3BEXP|1ASPD	1DUST|24aVULN|3LHND|5RCR|689BEXP|7ASPD
202	13552 32232	   	174.80	ACR|3VULN|3BEXP|1ASPD	1DUST|248VULN|3DUR|5RCR|67aBEXP|9ASPD
203	23452 32232	   	174.80	ACR|3VULN|3BEXP|1ASPD	1LHND|248VULN|3DUST|5RCR|67aBEXP|9ASPD
204	23452 35212	   	174.80	ACR|3VULN|3BEXP|1ASPD	1LHND|249VULN|3DUST|5RCR|68aBEXP|7ASPD
205	33228 44483	 * 	174.73	ACR|3VULN|2DMG|1BEXP	17ZMB|28RCVC|3MBVNT|47DMG|5RCR|67aVULN|7BPWR|9BEXP
206	31453 11331	 * 	174.55	DCR|1BASARM|2ASPD|2DMG	1ZMB|28DMG|39LIT|4MDPS|5BASARM|67ASPD|aRCR
207	33228 41265	 * 	174.53	ACR|1VULN|1ASPD|1DMG|2CDMG|1BEXP	1ZMB|2RCVC|3MBVNT|4DMG|5RCR|6VULN|79CDMG|8BEXP|aASPD
208	22415 32633	   	174.22	ACR|2ASPD|1DMG|1AART|1CDMG|1AAC	1LHND|2aASPD|3CDMG|4MLV|5RCR|6AART|7LWND|8DMG|9AAC
209	22425 32633	   	174.12	ACR|2ASPD|1DMG|1AART|1CDMG|1AAC	1LHND|2aASPD|3CDMG|4ERES|5RCR|6AART|7LWND|8DMG|9AAC
210	22455 23231	   	174.07	ACR|1VULN|1ASPD|1DMG|1CDMG|1AART|1AAC	1LHND|2ASPD|3CDMG|4DMG|5RCR|6DUR|7TLV|8VULN|9AAC|aAART
211	51611 41223	   	174.06	ACR|2VULN|2BEXP|1ASPD|1CDMG|1SELL	1SELL|2AAC|37LIT|4RCR|57VULN|67BEXP|7BPWR|8CDMG|9ASPD|aLHND
212	22455 12432	   	174.02	ACR|2ASPD|1DMG|1BEXP|1CDMG|1AAC	1LHND|29ASPD|3CDMG|4DMG|5RCR|6MBVNT|7DUST|8BEXP|aAAC
213	51611 41221	   	173.96	ACR|2VULN|2BEXP|1ASPD|1CDMG|1SELL	1SELL|2AAC|37LIT|4RCR|57VULN|67BEXP|7BPWR|8CDMG|9ASPD|aERES
214	62228 44183	   	173.82	ACR|3VULN|2DMG|1BEXP	1RCVC|27ERES|3MBVNT|47DMG|5RCR|678VULN|7BPWR|9MLV|aBEXP
215	13552 36131	   	173.63	ACR|3VULN|1BASARM|1BEXP	1DUST|249VULN|3aDUR|5RCR|6BEXP|7BASARM|8LHND
216	13552 36132	   	173.63	ACR|3VULN|1BASARM|1BEXP	1DUST|249VULN|3DUR|5RCR|6BEXP|7BASARM|8LHND|aRPLT
217	33228 44233	   	173.59	ACR|3VULN|2DMG|1BEXP	17ZMB|2RCVC|3MBVNT|47DMG|5RCR|67aVULN|7BPWR|8BEXP|9DMSP
218	33228 44283	   	173.59	ACR|3VULN|2DMG|1BEXP	17ZMB|2RCVC|3MBVNT|47DMG|5RCR|67aVULN|7BPWR|8BEXP|9CGEN
219	13552 36133	   	173.53	ACR|3VULN|1BASARM|1BEXP	1DUST|249VULN|3DUR|5RCR|6BEXP|7BASARM|8LHND|aAME
220	36355 13112	   	173.44	ACR|1VULN|1ASPD|1DMG|2CDMG|1AART	1ZMB|26CDMG|3VULN|4DMG|5RCR|7ASPD|89LHND|aAART
221	23152 33232	 * 	173.41	ACR|4VULN|2BEXP|1ASPD	1LHND|2478VULN|3LWND|5RCR|6aBEXP|9ASPD
222	36355 13122	   	173.34	ACR|1VULN|1ASPD|1DMG|2CDMG|1AART	1ZMB|26CDMG|3VULN|4DMG|5RCR|7ASPD|8LHND|9MDPS|aAART
223	13152 33232	   	173.31	ACR|4VULN|2BEXP|1ASPD	1DUST|2478VULN|3LWND|5RCR|6aBEXP|9ASPD
224	13252 33232	   	173.31	ACR|4VULN|2BEXP|1ASPD	1DUST|2478VULN|3LHND|5RCR|6aBEXP|9ASPD
225	13552 33232	   	173.31	ACR|4VULN|2BEXP|1ASPD	1DUST|2478VULN|3DUR|5RCR|6aBEXP|9ASPD
226	23452 33232	   	173.31	ACR|4VULN|2BEXP|1ASPD	1LHND|2478VULN|3DUST|5RCR|6aBEXP|9ASPD
227	12415 11113	   	173.24	ACR|1VULN|1ASPD|1DMG|2CDMG|1AART	1DUST|2ASPD|36CDMG|4MLV|5RCR|7AART|8MSLFST|9DMG|aVULN
228	62228 14281	 * 	173.23	ACR|1BASARM|1ASPD|1DMG	1RCVC|28ERES|3MBVNT|4DMG|5RCR|6FEWX|7LSRREG|9BASARM|aASPD
229	36355 13331	 * 	173.20	ACR|1VULN|3CDMG|1ASPD|1DMG|1AAC	1ZMB|268CDMG|3VULN|4DMG|5RCR|7ASPD|9AAC|aRCVC
230	12425 11113	   	173.14	ACR|1VULN|1ASPD|1DMG|2CDMG|1AART	1DUST|2ASPD|36CDMG|4ERES|5RCR|7AART|8MSLFST|9DMG|aVULN
231	23562 32236	 * 	173.14	ACR|2VULN|2ASPD|2BEXP	1LHND|28VULN|3RMIN|4CGEN|5RCR|67BEXP|9aASPD
232	62228 32281	   	173.13	ACR|1BASARM|1ASPD|1DMG	1RCVC|28ERES|3MBVNT|4DMG|5RCR|6AIRHEL|7LEGI|9BASARM|aASPD
233	62228 33281	   	173.13	ACR|1BASARM|1ASPD|1DMG	1RCVC|28ERES|3MBVNT|4DMG|5RCR|6AIRHEL|7DUST|9BASARM|aASPD
234	62228 33481	   	173.13	ACR|1BASARM|1ASPD|1DMG	1RCVC|2ERES|3MBVNT|4DMG|5RCR|6AIRHEL|78DUST|9BASARM|aASPD
235	13552 23613	   	173.04	ACR|3VULN|2ASPD|1CDMG	18DUST|248VULN|3DUR|5RCR|6LIT|78ASPD|8BPWR|9FEWX|aCDMG
236	23152 61334	   	173.04	ACR|3VULN|2ASPD|1CDMG	1LHND|246VULN|3LWND|5RCR|7CDMG|8RMIN|9aASPD
237	13152 32165	 * 	172.99	ACR|2VULN|2BEXP|1BASICY|1DMG	1DUST|24VULN|3LWND|5RCR|67BEXP|8ERES|9DMG|aBASICY
238	23152 23144	 * 	172.98	ACR|2VULN|1BASARM|1ASPD	1LHND|24VULN|3LWND|5RCR|6LIT|7ASPD|8LSRREG|9DUR|aBASARM
239	62228 44342	   	172.96	ACR|2VULN|2DMG|1CDMG|1AAC	1RCVC|27ERES|3MBVNT|47DMG|5RCR|67VULN|7BPWR|8MDPS|9CDMG|aAAC
240	13662 32236	   	172.94	ACR|2VULN|2ASPD|2BEXP	1DUST|28VULN|3TLV|4CGEN|5RCR|67BEXP|9aASPD
241	13152 23144	   	172.88	ACR|2VULN|1BASARM|1ASPD	1DUST|24VULN|3LWND|5RCR|6LIT|7ASPD|8LSRREG|9DUR|aBASARM
242	13252 23144	   	172.88	ACR|2VULN|1BASARM|1ASPD	1DUST|24VULN|3LHND|5RCR|6LIT|7ASPD|8LSRREG|9DUR|aBASARM
243	36355 13332	   	172.87	ACR|1VULN|3CDMG|1ASPD|1DMG|1AAC	1ZMB|268CDMG|3VULN|4DMG|5RCR|7ASPD|9AAC|aCGEN
244	13222 41336	   	172.78	ACR|1BASARM|2VULN|1DMG	1DUST|29VULN|34LHND|5RCR|6TLV|7FLTARM|8DMG|aBASARM
245	23422 41336	   	172.78	ACR|1BASARM|2VULN|1DMG	14LHND|29VULN|3DUST|5RCR|6TLV|7FLTARM|8DMG|aBASARM
246	36355 13333	   	172.77	ACR|1VULN|3CDMG|1ASPD|1DMG|1AAC	1ZMB|268CDMG|3VULN|4DMG|5RCR|7ASPD|9AAC|aSPLARM
247	31322 11543	 * 	172.71	DCR|3DMG|1BASARM|1ASPD	13ZMB|236DMG|3BPWR|4LHND|5ASPD|7VENFST|8FEWX|9BASARM|aRCR
248	13212 41336	   	172.68	ACR|1BASARM|2VULN|1DMG	14DUST|29VULN|3LHND|5RCR|6TLV|7FLTARM|8DMG|aBASARM
249	23412 41336	   	172.68	ACR|1BASARM|2VULN|1DMG	1LHND|29VULN|34DUST|5RCR|6TLV|7FLTARM|8DMG|aBASARM
250	13252 41326	   	172.68	ACR|2VULN|1BASARM|1DMG	1DUST|24VULN|3LHND|5RCR|6TLV|7FLTARM|8DMG|9AEMAG|aBASARM
251	31315 11543	   	172.61	DCR|3DMG|1BASARM|1ASPD	13ZMB|236DMG|3BPWR|4DUST|5ASPD|7VENFST|8FEWX|9BASARM|aRCR
252	31315 11643	   	172.61	DCR|3DMG|1BASARM|1ASPD	13ZMB|236DMG|3BPWR|4DUST|5ASPD|7VENFST|8LWND|9BASARM|aRCR
253	31315 15343	   	172.61	DCR|3DMG|1BASARM|1ASPD	13ZMB|236DMG|3BPWR|4DUST|5ASPD|7LWND|8SPLREG|9BASARM|aRCR
254	31322 11143	   	172.61	DCR|3DMG|1BASARM|1ASPD	13ZMB|236DMG|3BPWR|4LHND|5ASPD|7VENFST|8DUST|9BASARM|aRCR
255	31322 16343	   	172.61	DCR|3DMG|1BASARM|1ASPD	13ZMB|236DMG|3BPWR|4LHND|5ASPD|7DUST|8SPLREG|9BASARM|aRCR
256	13552 36111	   	172.41	ACR|2VULN|1BASARM|1BEXP|1AAC	1DUST|24VULN|3DUR|5RCR|6BEXP|7BASARM|8LHND|9LWND|aAAC
257	62228 24135	   	172.38	ACR|2DMG|1VULN|1ASPD|1CDMG	1RCVC|27ERES|3MBVNT|47DMG|5RCR|67AEMAG|7BPWR|8VULN|9ASPD|aCDMG
258	23152 61333	   	172.32	ACR|3VULN|1ASPD|1CDMG|1AART	1LHND|246VULN|3LWND|5RCR|7CDMG|8RMIN|9ASPD|aAART
259	23152 61433	   	172.32	ACR|3VULN|1ASPD|1AART|1CDMG	1LHND|246VULN|3LWND|5RCR|7CDMG|8CGEN|9ASPD|aAART
260	13552 36222	   	172.31	ACR|2VULN|1BASARM|1BEXP|1AAC	1DUST|24VULN|3DUR|5RCR|6BEXP|7BASARM|8ERES|9FEWX|aAAC
261	13552 36232	   	172.31	ACR|2VULN|1BASARM|1BEXP|1AAC	1DUST|24VULN|39DUR|5RCR|6BEXP|7BASARM|8ERES|aAAC
262	13252 51212	   	172.22	ACR|3VULN|1ASPD|1CDMG|1AART	1DUST|248VULN|36LHND|5RCR|7CDMG|9AART|aASPD
263	13252 51216	 * 	172.22	ACR|3VULN|1DMG|1CDMG|1AART	1DUST|248VULN|36LHND|5RCR|7CDMG|9AART|aDMG
264	23452 51212	   	172.22	ACR|3VULN|1ASPD|1CDMG|1AART	16LHND|248VULN|3DUST|5RCR|7CDMG|9AART|aASPD
265	36361 51313	   	172.22	ACR|3VULN|1ASPD|1AART|1CDMG	1ZMB|2CDMG|368VULN|4FEWX|5RCR|7ERES|9AART|aASPD
266	22425 13433	 * 	172.13	ACR|2ASPD|2CDMG|1DMG|1BEXP	1LHND|29ASPD|36CDMG|4ERES|5RCR|7BEXP|8CGEN|aDMG
267	31352 36151	   	172.11	DCR|1BASARM|2DMG|1VULN|1ASPD	13ZMB|23DMG|3BPWR|4VULN|5ASPD|6DMSP|7BASARM|8LIT|9DUR|aRCR
268	12415 11115	 * 	172.03	ACR|2DMG|1ASPD|2CDMG|1AART	1DUST|2ASPD|36CDMG|4MLV|5RCR|7AART|8MSLFST|9aDMG
269	12415 11253	   	172.03	ACR|2ASPD|1DMG|2CDMG|1AART	1DUST|2aASPD|36CDMG|4MLV|5RCR|7AART|8ERES|9DMG
270	12425 11353	   	172.03	ACR|2ASPD|1DMG|2CDMG|1AART	1DUST|2aASPD|36CDMG|4ERES|5RCR|7AART|8CGEN|9DMG
271	13152 33164	 * 	172.03	ACR|3VULN|1DMG|1ASPD|1BEXP	1DUST|247VULN|3LWND|5RCR|6BEXP|8ERES|9DMG|aASPD
272	31352 23643	   	172.01	DCR|1BASARM|2DMG|1VULN|1ASPD	13ZMB|23DMG|3BPWR|4VULN|5ASPD|6LIT|7MBVNT|8DUR|9BASARM|aRCR
273	31352 36111	   	172.01	DCR|1BASARM|2DMG|1VULN|1ASPD	13ZMB|23DMG|3BPWR|4VULN|5ASPD|6DMSP|7BASARM|8LIT|9DUST|aRCR
274	12425 11115	   	171.93	ACR|2DMG|1ASPD|2CDMG|1AART	1DUST|2ASPD|36CDMG|4ERES|5RCR|7AART|8MSLFST|9aDMG
275	31223 12121	   	171.81	DCR|1BASARM|2DMG|1VULN|1ASPD	1ZMB|24DMG|3TLV|5ASPD|6BASARM|7AAC|8LIT|9VULN|aRCR
276	31223 15121	   	171.81	DCR|1BASARM|2DMG|1VULN|1ASPD	1ZMB|24DMG|3TLV|5ASPD|6BASARM|7AME|8LIT|9VULN|aRCR
277	13152 32261	 * 	171.76	ACR|3VULN|3BEXP|1AART	1DUST|248VULN|3LWND|5RCR|67aBEXP|9AART
278	13152 33661	   	171.76	ACR|3VULN|3BEXP|1AART	1DUST|247VULN|3LWND|5RCR|68aBEXP|9AART
279	13252 32261	   	171.76	ACR|3VULN|3BEXP|1AART	1DUST|248VULN|3LHND|5RCR|67aBEXP|9AART
280	13552 32261	   	171.76	ACR|3VULN|3BEXP|1AART	1DUST|248VULN|3DUR|5RCR|67aBEXP|9AART
281	23452 32261	   	171.76	ACR|3VULN|3BEXP|1AART	1LHND|248VULN|3DUST|5RCR|67aBEXP|9AART
282	62228 41315	 * 	171.68	ACR|2VULN|1DMG|2CDMG|1AART	1RCVC|2ERES|3MBVNT|4DMG|5RCR|68VULN|7aCDMG|9AART
283	36335 53231	   	171.47	ACR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1ZMB|2CDMG|38VULN|4ASPD|5RCR|6FEWX|7DMG|9AAC|aLWND
284	36335 53233	   	171.47	ACR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1ZMB|2CDMG|38VULN|4ASPD|5RCR|6FEWX|7DMG|9AAC|aRPLT
285	12455 21212	   	171.39	ACR|1VULN|1DMG|1ASPD|1CDMG|1BEXP|1AAC	1DUST|2ASPD|3CDMG|4DMG|5RCR|6DUR|7AEMAG|8BEXP|9VULN|aAAC
286	12455 22212	   	171.39	ACR|1VULN|1ASPD|1DMG|1BEXP|1CDMG|1AAC	17DUST|2ASPD|3CDMG|4DMG|5RCR|6DUR|8BEXP|9VULN|aAAC
287	36335 53232	   	171.37	ACR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1ZMB|2CDMG|38VULN|4ASPD|5RCR|6FEWX|7DMG|9AAC|aAME
288	36335 63231	   	171.37	ACR|2VULN|1ASPD|1DMG|1CDMG|1AAC	19ZMB|2CDMG|38VULN|4ASPD|5RCR|6DUST|7DMG|aAAC
289	36335 13111	   	171.29	ACR|2ASPD|1VULN|2CDMG|1AART	1ZMB|26CDMG|3VULN|47ASPD|5RCR|8LHND|9AART|aRCVC
290	13512 36331	   	171.27	ACR|1BASARM|1VULN|1AART|1BEXP	14DUST|2VULN|3DUR|5RCR|6BEXP|7BASARM|8RCVC|9FEWX|aAART
291	36335 63221	   	171.27	ACR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1ZMB|2CDMG|38VULN|4ASPD|5RCR|69DUST|7DMG|aAAC
292	62228 44231	   	171.17	ACR|2VULN|2DMG|1ASPD	1RCVC|27ERES|3MBVNT|47DMG|5RCR|67VULN|7BPWR|8LWND|9ASPD|aCGEN
293	62228 44233	   	171.17	ACR|2VULN|2DMG|1ASPD	1RCVC|27ERES|3MBVNT|47DMG|5RCR|67VULN|7BPWR|8LWND|9ASPD|aFEWX
294	62228 44234	   	171.17	ACR|2VULN|2DMG|1ASPD	1RCVC|27ERES|3MBVNT|47DMG|5RCR|67VULN|7BPWR|8LWND|9ASPD|aLHND
295	62228 44245	   	171.17	ACR|2VULN|2DMG|1ASPD	1RCVC|27ERES|3MBVNT|47DMG|5RCR|67VULN|7BPWR|8LWND|9DUR|aASPD
296	64228 44331	   	171.17	ACR|2VULN|2DMG|1ASPD	1RCVC|27AME|3MBVNT|47DMG|5RCR|67VULN|7BPWR|8LWND|9ASPD|aCGEN
297	64228 44333	   	171.17	ACR|2VULN|2DMG|1ASPD	1RCVC|27AME|3MBVNT|47DMG|5RCR|67VULN|7BPWR|8LWND|9ASPD|aFEWX
298	64228 44334	   	171.17	ACR|2VULN|2DMG|1ASPD	1RCVC|27AME|3MBVNT|47DMG|5RCR|67VULN|7BPWR|8LWND|9ASPD|aLHND
299	33228 72271	   	171.15	ACR|2ASPD|2BEXP|1DMG	19ZMB|2aRCVC|3MBVNT|4DMG|5RCR|6MDPS|79BEXP|89ASPD|9BPWR
300	62228 24132	   	171.09	ACR|2DMG|1VULN|1ASPD|1BEXP	1RCVC|27ERES|3MBVNT|47DMG|5RCR|67AEMAG|7BPWR|8VULN|9ASPD|aBEXP
301	13152 33261	 * 	171.08	ACR|4VULN|2BEXP|1AART	1DUST|2478VULN|3LWND|5RCR|6aBEXP|9AART
302	13252 33261	   	171.08	ACR|4VULN|2BEXP|1AART	1DUST|2478VULN|3LHND|5RCR|6aBEXP|9AART
303	13552 33261	   	171.08	ACR|4VULN|2BEXP|1AART	1DUST|2478VULN|3DUR|5RCR|6aBEXP|9AART
304	23452 33261	   	171.08	ACR|4VULN|2BEXP|1AART	1LHND|2478VULN|3DUST|5RCR|6aBEXP|9AART
305	62228 44531	   	171.07	ACR|2VULN|2DMG|1ASPD	1RCVC|27ERES|3MBVNT|47DMG|5RCR|67VULN|7BPWR|8DUST|9ASPD|aCGEN
306	62228 44533	   	171.07	ACR|2VULN|2DMG|1ASPD	1RCVC|27ERES|3MBVNT|47DMG|5RCR|67VULN|7BPWR|8DUST|9ASPD|aBELT
307	36335 13113	   	170.97	ACR|2ASPD|1VULN|2CDMG|1AART	1ZMB|26CDMG|3VULN|47ASPD|5RCR|8LHND|9AART|aCGEN
308	36335 13115	   	170.97	ACR|2ASPD|1VULN|2CDMG|1AART	1ZMB|26CDMG|3VULN|47ASPD|5RCR|8LHND|9AART|aDMSP
309	36335 13116	   	170.97	ACR|2ASPD|1VULN|2CDMG|1AART	1ZMB|26CDMG|3VULN|47ASPD|5RCR|8LHND|9AART|aBELT
310	36335 13122	   	170.97	ACR|2ASPD|1VULN|2CDMG|1AART	1ZMB|26CDMG|3VULN|47ASPD|5RCR|8LHND|9CGEN|aAART
311	36335 16112	   	170.97	ACR|2ASPD|1VULN|2CDMG|1AART	1ZMB|26CDMG|3VULN|4aASPD|5RCR|7DMSP|8LHND|9AART
312	36335 33114	   	170.97	ACR|2ASPD|1VULN|2CDMG|1AART	1ZMB|2aCDMG|3VULN|47ASPD|5RCR|6DMSP|8LHND|9AART
313	22461 51232	   	170.97	ACR|2ASPD|1VULN|2CDMG|1AART	1LHND|29ASPD|38CDMG|47FEWX|5RCR|6VULN|aAART
314	62228 24232	   	170.97	ACR|2DMG|2BEXP|1ASPD	1RCVC|27ERES|3MBVNT|47DMG|5RCR|67AEMAG|7BPWR|8aBEXP|9ASPD
315	62228 44534	   	170.97	ACR|2VULN|2DMG|1ASPD	1RCVC|27aERES|3MBVNT|47DMG|5RCR|67VULN|7BPWR|8DUST|9ASPD
316	64228 24232	   	170.97	ACR|2DMG|2BEXP|1ASPD	1RCVC|27AME|3MBVNT|47DMG|5RCR|67AEMAG|7BPWR|8aBEXP|9ASPD
317	33228 44387	   	170.94	ACR|2VULN|2DMG|1ASPD	17ZMB|2RCVC|3MBVNT|47DMG|5RCR|67VULN|7BPWR|8LWND|9CGEN|aASPD
318	33228 44727	   	170.94	ACR|2VULN|2DMG|1ASPD	17ZMB|2RCVC|3MBVNT|47DMG|5RCR|67VULN|7BPWR|8CGEN|9LWND|aASPD
319	36335 12132	   	170.87	ACR|2ASPD|1VULN|2CDMG|1AART	1ZMB|26CDMG|3VULN|49ASPD|5RCR|7ERES|8LHND|aAART
320	36335 12242	   	170.87	ACR|2ASPD|1VULN|2CDMG|1AART	1ZMB|26CDMG|3VULN|49ASPD|5RCR|7ERES|8LWND|aAART
321	36335 12532	   	170.87	ACR|2ASPD|1VULN|2CDMG|1AART	1ZMB|26CDMG|3VULN|48ASPD|5RCR|7ERES|9LIT|aAART
322	36335 12612	   	170.87	ACR|2ASPD|1VULN|2CDMG|1AART	1ZMB|26CDMG|3VULN|4aASPD|5RCR|7ERES|8MLV|9AART
323	36335 13232	   	170.87	ACR|2ASPD|1VULN|2CDMG|1AART	1ZMB|26CDMG|3VULN|47ASPD|5RCR|8ERES|9LIT|aAART
324	62224 14415	 * 	170.86	DCR|1BASARM|2DMG|1VULN|1AART	1RCVC|2ERES|3MBVNT|45DMG|6BASARM|7AART|8LIT|9VULN|aRCR
