0	Index      	 *	Score 	Summary	Detail	
1	32261 13251	 * 	229.07	DCR|3DMG|2VULN|1AART|2CDMG|1DUR	13aDMG|2aCGEN|4AART|56VULN|7DUR|8RCR|9aCDMG|aBPWR
160	42332 43331	   	205.04	DCR|4VULN|1MDPS|3CDMG	189CDMG|258DUST|3RCVC|4568VULN|58BPWR|7RCR|aMDPS
161	41132 43335	   	205.01	DCR|4VULN|3CDMG|3DUR	189CDMG|2RCVC|358DUR|4568VULN|58BPWR|7RCR|aERES
162	32163 53251	   	205.00	DCR|2VULN|2DMG|1AART|2CDMG	1aDMG|26CGEN|3LEGI|4DMSP|5aVULN|7AART|8RCR|9aCDMG|aBPWR
163	32163 63251	   	205.00	DCR|2VULN|2DMG|1AART|2CDMG	1aDMG|2CGEN|3LEGI|4DMSP|5aVULN|6RCVC|7AART|8RCR|9aCDMG|aBPWR
164	13214 61352	   	204.89	DCR|2DMG|1AART|2CDMG|1ASPD|2DUR|1ZMB	1FEWX|29DMG|3ZMB|4MLV|59DUR|6ASPD|79CDMG|8RCR|9BPWR|aAART
165	41132 43324	   	204.83	DCR|4VULN|2CDMG|3DUR|1AAC	18CDMG|2RCVC|358DUR|4568VULN|58BPWR|7RCR|9LWND|aAAC
166	22631 11251	   	204.80	DCR|2VULN|2DMG|1AART|2CDMG	1AART|23aERES|4aDMG|56VULN|7LWND|8RCR|9aCDMG|aBPWR
167	34224 32432	   	204.78	DCR|3VULN|3DMG|2DUR	157DMG|2BELT|37aVULN|467BEXP|7aBPWR|8RCR|9aDUR
168	62232 43335	   	204.54	DCR|5VULN|3DUR|1CDMG|1SELL	1SELL|2DMSP|358DUR|4568aVULN|58BPWR|7RCR|9CDMG
169	43212 13251	   	204.36	DCR|3DMG|2ASPD|3CDMG|1DUR	159CDMG|269DMG|3LHND|45ERES|59BPWR|7RCR|89ASPD|aDUR
170	43512 13252	   	204.26	DCR|3DMG|2ASPD|3CDMG|1DUR	159CDMG|269DMG|3DUR|45ERES|59BPWR|7RCR|89ASPD|aCANARM
171	43212 63253	   	204.18	DCR|2DMG|2ASPD|3CDMG|1VULN	159CDMG|29DMG|36LHND|45ERES|59BPWR|7RCR|89ASPD|aVULN
172	43322 13332	   	204.00	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DMG|3AART|4VULN|5TLV|69ASPD|7RCR|8DUR|aMLV
173	43322 13334	   	204.00	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DMG|3AART|4VULN|5TLV|69ASPD|7RCR|8DUR|aLWND
174	43322 11236	   	203.92	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2DMG|3AART|4VULN|5TLV|69ASPD|7DUST|8RCR|aZMB
175	63322 13261	   	203.76	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1NUKE|1SELL	1SELL|2DMG|3AART|4VULN|5TLV|6ASPD|7RCR|8MDPS|9BELT|aNUKE
176	63322 13331	   	203.75	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1SELL|2DMG|3AART|4VULN|5TLV|69ASPD|7RCR|8DUR|aCDMG
177	34213 13536	 * 	203.53	DCR|3VULN|1AART|1ASPD|1DMG	1DMG|2BELT|358VULN|46RCVC|7RCR|9ASPD|aAART
178	34213 13543	   	203.53	DCR|3VULN|1AART|1ASPD|1DMG	1DMG|2BELT|358VULN|46RCVC|7RCR|9AART|aASPD
179	43613 33223	 * 	203.53	DCR|3VULN|2CDMG|1ASPD|1DMG	1aCDMG|2DMG|36aVULN|4ERES|5RCVC|7RCR|8ASPD|9aBEXP|aBPWR
180	43613 33253	   	203.53	DCR|3VULN|2CDMG|1ASPD|1DMG	1aCDMG|2DMG|36aVULN|4ERES|5RCVC|7RCR|8ASPD|9aLWND|aBPWR
181	62233 43421	   	203.51	DCR|2VULN|2DMG|1AART|2DUR|1AAC|1SELL	1SELL|2DMSP|39DUR|49VULN|59DMG|6AART|7RCR|8BELT|9BPWR|aAAC
182	31252 16421	   	203.45	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB|1DUR	12DMG|2BPWR|3ZMB|4LIT|5ERES|6RCR|7VULN|8AART|9DUR|aASPD
183	33252 16421	   	203.45	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB|1DUR	12DMG|3ZMB|4LIT|5ERES|6RCR|7VULN|8AART|9DUR|aASPD
184	41132 13215	   	203.37	DCR|2VULN|1AART|1DMG|3DUR|1CDMG|1AAC	1CDMG|2RCVC|357DUR|45VULN|5BPWR|6DMG|8AART|9RCR|aAAC
185	34213 13136	   	203.29	DCR|2VULN|2DMG|1AART|1ASPD	18DMG|2BELT|35VULN|46RCVC|7RCR|9ASPD|aAART
186	34213 13143	   	203.29	DCR|2VULN|2DMG|1AART|1ASPD	18DMG|2BELT|35VULN|46RCVC|7RCR|9AART|aASPD
187	34213 43136	   	203.29	DCR|2VULN|2DMG|1AART|1ASPD	18DMG|2BELT|35VULN|4RCVC|6DMSP|7RCR|9ASPD|aAART
188	34213 43143	   	203.29	DCR|2VULN|2DMG|1AART|1ASPD	18DMG|2BELT|35VULN|4RCVC|6DMSP|7RCR|9AART|aASPD
189	43613 13223	 * 	203.29	DCR|2VULN|2DMG|2CDMG|1ASPD	1aCDMG|26DMG|3aVULN|4ERES|5RCVC|7RCR|8ASPD|9aBEXP|aBPWR
190	43613 13253	   	203.29	DCR|2VULN|2DMG|2CDMG|1ASPD	1aCDMG|26DMG|3aVULN|4ERES|5RCVC|7RCR|8ASPD|9aLWND|aBPWR
191	62412 16212	   	203.23	DCR|3DMG|2VULN|1ASPD|1DUR|1SELL	1SELL|2DMSP|3ASPD|49VULN|568DMG|7RCR|aDUR
192	43314 34311	 * 	202.60	DCR|2AART|2DMG|1VULN|2CDMG	15CDMG|26DMG|39AART|4RCVC|7RCR|8MLV|aVULN
193	44332 33331	   	202.55	DCR|3VULN|3CDMG|1AART|1DUR	158CDMG|2AELBLL|38DUST|458VULN|58BPWR|6RCVC|7RCR|9AART|aDUR
194	63324 23421	 * 	202.01	DCR|2VULN|2DMG|1MDPS|1AART|1SELL	1SELL|29DMG|3AART|49VULN|569LWND|7RCR|8BELT|9BPWR|aMDPS
195	41135 41233	   	202.00	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCVC|3DUR|4VULN|59ASPD|6AART|7DUST|8RCR|aDMG
196	22121 13253	 * 	201.94	DCR|3VULN|2AART|1CDMG|1DUR	14AART|2ERES|3AME|56aVULN|7DUR|8RCR|9CDMG
197	32261 25235	   	201.87	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	13DMG|2CGEN|4AART|5aVULN|6DUR|7RCR|8ZMB|9RMIN
198	32263 15235	   	201.87	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	13DMG|2CGEN|4AART|5DUR|6aVULN|7RCR|8ZMB|9RMIN
199	43322 13132	   	201.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|4aVULN|5TLV|6ASPD|7RCR|8RPLT|9BELT
200	43322 13164	   	201.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|4aVULN|5TLV|6ASPD|7RCR|8RPLT|9FEWX
201	43322 13452	   	201.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|4aVULN|5TLV|6ASPD|7RCR|8BELT|9RMIN
202	43322 13642	   	201.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|4aVULN|5TLV|6ASPD|7RCR|8LHND|9CGEN
203	43322 13653	   	201.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|4aVULN|5TLV|6ASPD|7RCR|8LHND|9LWND
204	43322 13663	   	201.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|4aVULN|5TLV|6ASPD|7RCR|8LHND|9BEXP
205	43325 23125	   	201.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|49VULN|5LHND|6LWND|7RCR|8BASFIG|aASPD
206	43331 13663	   	201.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|4MLV|5DUST|6ASPD|7RCR|8LWND|9aVULN
207	43335 13633	   	201.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|4MLV|5LHND|6ASPD|7RCR|8aVULN|9DUST
208	63663 13311	 * 	201.79	DCR|2VULN|2DMG|1AART|3DUR|1SELL	1SELL|2aDMG|34VULN|5AART|68aDUR|7RCR|9aCGEN|aBPWR
209	13625 31234	   	201.77	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1FEWX|29DMG|3DUST|4aVULN|5ZMB|6AART|7RCR|8DUR
210	35125 31234	   	201.77	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	19DMG|2DUST|3FEWX|4aVULN|5ZMB|6AART|7RCR|8DUR
211	43322 13514	   	201.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|4aVULN|5TLV|6ASPD|7RCR|8CANSTR|9DMSP
212	43322 13633	   	201.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|4aVULN|5TLV|6ASPD|7RCR|8LHND|9DUST
213	43322 13534	   	201.65	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|4aVULN|59TLV|6ASPD|7RCR|8CANSTR
214	43361 53332	   	201.65	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|4ERES|5DUST|6aVULN|7RCR|8TLV|9ASPD
215	31143 35113	   	201.65	DCR|3VULN|2DMG|1ASPD|1DUR	12DMG|2BPWR|3LWND|4MLV|57aVULN|6ASPD|8DUR|9RCR
216	33143 35113	   	201.65	DCR|3VULN|2DMG|1ASPD|1DUR	12DMG|3LWND|4MLV|57aVULN|6ASPD|8DUR|9RCR
217	31211 53431	 * 	201.61	DCR|2VULN|2DMG|3ZMB|1ASPD	12DMG|26BPWR|356ZMB|46VULN|7AELBLL|8RCVC|9RCR|aASPD
218	33211 53431	   	201.61	DCR|2VULN|2DMG|3ZMB|1ASPD	12DMG|356ZMB|46VULN|6BPWR|7AELBLL|8RCVC|9RCR|aASPD
219	23534 16333	 * 	201.58	DCR|2VULN|2AART|1ASPD|1DMG|1AAC	13AART|2AAC|4DUST|5LIT|6DMG|7RCR|8aVULN|9ASPD
220	31133 35113	   	201.55	DCR|3VULN|2DMG|1ASPD|1DUR	12DMG|2BPWR|3LWND|4TLV|57aVULN|6ASPD|8DUR|9RCR
221	33133 35113	   	201.55	DCR|3VULN|2DMG|1ASPD|1DUR	12DMG|3LWND|4TLV|57aVULN|6ASPD|8DUR|9RCR
222	36253 35113	   	201.55	DCR|3VULN|2DMG|1ASPD|1DUR	14DMG|2LHND|3TLV|57aVULN|6ASPD|8DUR|9RCR
223	32261 25211	   	201.55	DCR|2DMG|1AART|1VULN|1ASPD|1ZMB|1DUR	13DMG|2CGEN|4AART|5VULN|6DUR|7RCR|8ZMB|9LIT|aASPD
224	32261 25236	   	201.55	DCR|2DMG|1AART|1VULN|1ASPD|1ZMB|1DUR	13DMG|2CGEN|4AART|5VULN|6DUR|7RCR|8ZMB|9RMIN|aASPD
225	32261 25262	   	201.55	DCR|2DMG|1AART|1VULN|1ASPD|1ZMB|1DUR	13DMG|2CGEN|4AART|5VULN|6DUR|7RCR|8ZMB|9ASPD|aLIT
226	32263 15211	   	201.55	DCR|2DMG|1AART|1VULN|1ASPD|1ZMB|1DUR	13DMG|2CGEN|4AART|5DUR|6VULN|7RCR|8ZMB|9LIT|aASPD
227	32263 15236	   	201.55	DCR|2DMG|1AART|1VULN|1ASPD|1ZMB|1DUR	13DMG|2CGEN|4AART|5DUR|6VULN|7RCR|8ZMB|9RMIN|aASPD
228	32263 15262	   	201.55	DCR|2DMG|1AART|1VULN|1ASPD|1ZMB|1DUR	13DMG|2CGEN|4AART|5DUR|6VULN|7RCR|8ZMB|9ASPD|aLIT
229	43322 13145	   	201.53	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG	1CDMG|2DMG|3AART|4VULN|5TLV|6ASPD|7RCR|8RPLT|9AME|aNUKE
230	32261 25261	   	201.45	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB|1DUR	13DMG|2CGEN|4AART|5VULN|6DUR|7RCR|8ZMB|9ASPD|aERES
231	32263 15261	   	201.45	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB|1DUR	13DMG|2CGEN|4AART|5DUR|6VULN|7RCR|8ZMB|9ASPD|aERES
232	32213 63562	   	201.44	DCR|3VULN|3DMG|1DUR	139DMG|2CGEN|49aVULN|5AELBLL|6DUR|7RCR|89MULFIG|9BPWR
233	23523 41251	 * 	201.16	DCR|3VULN|2AART|2CDMG|1AAC	13AART|2AAC|4LEGI|56aVULN|7aCGEN|8RCR|9aCDMG|aBPWR
234	63321 42431	   	201.15	DCR|2VULN|2DMG|1AART|1ASPD|1SELL	1SELL|29DMG|3AART|49VULN|5BEXP|6TSLARM|79CGEN|8RCR|9BPWR|aASPD
235	63321 22233	   	201.05	DCR|2VULN|2DMG|1AART|1ASPD|1SELL	1SELL|2aDMG|3AART|47VULN|5BEXP|6LWND|8RCR|9ASPD
236	43322 11231	   	201.02	DCR|2ASPD|1VULN|1AART|2CDMG|1DMG	1aCDMG|2DMG|3AART|4VULN|5TLV|69ASPD|7DUST|8RCR
237	43322 23212	   	200.97	DCR|2VULN|1AART|2CDMG|1DMG|2ZMB	1aCDMG|2DMG|3AART|4aVULN|5TLV|69LHND|7aZMB|8RCR|aBPWR
238	43322 23222	   	200.97	DCR|2VULN|1AART|2CDMG|1DMG|2ZMB	1aCDMG|2DMG|3AART|4aVULN|5TLV|6LHND|7aZMB|8RCR|9DMSP|aBPWR
239	23542 14323	 * 	200.88	DCR|2AART|2DMG|1VULN|1ASPD|1AAC	13AART|2AAC|45RCVC|6RCR|7VULN|8aDMG|9ASPD
240	21313 24134	 * 	200.71	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1AART|2CGEN|3LWND|4BELT|59VULN|6CDMG|7RCR|8ASPD|aMDPS
241	21513 24134	   	200.71	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1AART|2CGEN|3BELT|4FEWX|59VULN|6CDMG|7RCR|8ASPD|aMDPS
242	32211 42342	   	200.68	DCR|3VULN|3DMG|2ZMB	137DMG|2CGEN|479VULN|57ZMB|6BELT|7BPWR|8DMSP|aRCR
243	32211 42642	   	200.68	DCR|3VULN|3DMG|2ZMB	137DMG|2CGEN|479VULN|57ZMB|6BELT|7BPWR|8AELBLL|aRCR
244	32411 42142	   	200.68	DCR|3VULN|3DMG|2ZMB	178DMG|23CGEN|479VULN|57ZMB|6BELT|7BPWR|aRCR
245	21521 34134	   	200.61	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1AART|2CGEN|3BELT|4CDMG|5DUST|69VULN|7RCR|8ASPD|aMDPS
246	22313 24134	   	200.61	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1AART|2ERES|3LWND|4BELT|59VULN|6CDMG|7RCR|8ASPD|aMDPS
247	22513 24134	   	200.61	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1AART|2ERES|3BELT|4FEWX|59VULN|6CDMG|7RCR|8ASPD|aMDPS
248	43322 24416	   	200.59	DCR|2DMG|1AART|1VULN|2CDMG|1ASPD	18CDMG|28DMG|3AART|4VULN|5TLV|68LHND|7MBVNT|8BPWR|9ASPD|aRCR
249	44332 43322	   	200.57	DCR|5VULN|3CDMG	158CDMG|2AELBLL|38DUST|4568aVULN|58BPWR|7RCR|9RCVC
250	41332 43342	   	200.57	DCR|5VULN|3CDMG	189CDMG|2RCVC|358DUST|45689VULN|589BPWR|7RCR|aLWND
251	42332 43342	   	200.57	DCR|5VULN|3CDMG	189CDMG|258DUST|3RCVC|45689VULN|589BPWR|7RCR|aLWND
252	41133 43432	   	200.53	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2RCVC|3DUR|4aVULN|5DMG|6AART|7RCR|8BELT|9ZMB
253	22521 34134	   	200.51	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1AART|2ERES|3BELT|4CDMG|5DUST|69VULN|7RCR|8ASPD|aMDPS
254	41332 43341	   	200.47	DCR|5VULN|3CDMG|1SELL	189CDMG|2RCVC|358DUST|45689VULN|589BPWR|7RCR|aSELL
255	41332 43343	   	200.47	DCR|5VULN|3CDMG	189CDMG|2RCVC|358DUST|45689VULN|589BPWR|7RCR|aTLV
256	42332 43341	   	200.47	DCR|5VULN|3CDMG|1SELL	189CDMG|258DUST|3RCVC|45689VULN|589BPWR|7RCR|aSELL
257	42332 43343	   	200.47	DCR|5VULN|3CDMG	189CDMG|258DUST|3RCVC|45689VULN|589BPWR|7RCR|aTLV
258	43322 13213	 * 	200.41	DCR|2VULN|2DMG|1MDPS|1AART|1ASPD|1CDMG	1CDMG|29DMG|3AART|4aVULN|5TLV|6ASPD|7RCR|8MDPS
259	32261 63251	   	200.38	DCR|3DMG|1AART|2CDMG|1VULN	13aDMG|27aCGEN|4AART|5VULN|6LWND|8RCR|9aCDMG|aBPWR
260	43322 11233	   	200.36	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1AAC	1CDMG|2DMG|3AART|4VULN|5TLV|69ASPD|7DUST|8RCR|aAAC
261	31215 45123	   	200.31	DCR|2DMG|1MDPS|1VULN|1AART|1ZMB|1DUR	12DMG|2BPWR|3ZMB|4VULN|5FEWX|6AART|7RCR|8CGEN|9DUR|aMDPS
262	31313 45223	   	200.31	DCR|2DMG|1MDPS|1VULN|1AART|1ZMB|1DUR	12DMG|2BPWR|3FEWX|4RMIN|5VULN|6AART|7RCR|8ZMB|9DUR|aMDPS
263	31513 45223	   	200.31	DCR|2DMG|1MDPS|1VULN|1AART|1ZMB|1DUR	12DMG|2BPWR|3BEXP|4RMIN|5VULN|6AART|7RCR|8ZMB|9DUR|aMDPS
264	32261 25253	   	200.31	DCR|2DMG|1MDPS|1AART|1VULN|1ZMB|1DUR	13DMG|2CGEN|4AART|5VULN|6DUR|7RCR|8ZMB|9BEXP|aMDPS
265	32263 15253	   	200.31	DCR|2DMG|1MDPS|1AART|1VULN|1ZMB|1DUR	13DMG|2CGEN|4AART|5DUR|6VULN|7RCR|8ZMB|9BEXP|aMDPS
266	33215 45123	   	200.31	DCR|2DMG|1MDPS|1AART|1VULN|1ZMB|1DUR	12DMG|3ZMB|4VULN|5FEWX|6AART|7RCR|8CGEN|9DUR|aMDPS
267	33313 45223	   	200.31	DCR|2DMG|1MDPS|1VULN|1AART|1ZMB|1DUR	12DMG|3FEWX|4RMIN|5VULN|6AART|7RCR|8ZMB|9DUR|aMDPS
268	33513 45223	   	200.31	DCR|2DMG|1MDPS|1VULN|1AART|1ZMB|1DUR	12DMG|3BEXP|4RMIN|5VULN|6AART|7RCR|8ZMB|9DUR|aMDPS
269	43321 33335	   	200.30	DCR|1MDPS|1AART|1VULN|1DMG|1NUKE|1CDMG|1DUR	1CDMG|2DMG|3AART|4VULN|5BEXP|6LHND|7RCR|8NUKE|9DUR|aMDPS
270	43321 33345	   	200.30	DCR|1MDPS|1AART|1VULN|1DMG|1NUKE|1CDMG	1CDMG|2DMG|3AART|4VULN|5BEXP|6LHND|7RCR|8NUKE|9DUST|aMDPS
271	43321 33355	   	200.30	DCR|1MDPS|1AART|1VULN|1DMG|1NUKE|1CDMG	1CDMG|2DMG|3AART|4VULN|5BEXP|6LHND|7RCR|8NUKE|9FEWX|aMDPS
272	43322 13425	   	200.30	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|4VULN|5TLV|6ASPD|7RCR|8BELT|9LWND|aMDPS
273	43322 13435	   	200.30	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|4VULN|5TLV|6ASPD|7RCR|8BELT|9BEXP|aMDPS
274	31214 45123	   	200.21	DCR|2DMG|1MDPS|1VULN|1AART|1ZMB|1DUR	12DMG|2BPWR|3ZMB|4VULN|5DUST|6AART|7RCR|8CGEN|9DUR|aMDPS
275	33214 45123	   	200.21	DCR|1MDPS|2DMG|1AART|1VULN|1ZMB|1DUR	12DMG|3ZMB|4VULN|5DUST|6AART|7RCR|8CGEN|9DUR|aMDPS
276	43322 13415	   	200.20	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1MSE	1CDMG|2DMG|3AART|4VULN|5TLV|6ASPD|7RCR|8BELT|9MSE|aMDPS
277	43322 13443	   	200.20	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|4VULN|5TLV|6ASPD|7RCR|8BELT|9ERES|aMDPS
278	43322 13211	   	200.10	DCR|2DMG|1MDPS|1VULN|1AART|1ASPD|1CDMG	1CDMG|29DMG|3AART|4VULN|5TLV|6ASPD|7RCR|8MDPS|aCGEN
279	43322 13212	   	200.10	DCR|2DMG|1MDPS|1VULN|1AART|1ASPD|1CDMG	1CDMG|29DMG|3AART|4VULN|5TLV|6ASPD|7RCR|8MDPS|aLIT
280	43322 13214	   	200.10	DCR|2DMG|1MDPS|1VULN|1AART|1ASPD|1CDMG	1CDMG|29DMG|3AART|4VULN|5TLV|6ASPD|7RCR|8MDPS|aLHND
281	43322 13215	   	200.10	DCR|2DMG|1MDPS|1VULN|1AART|1ASPD|1CDMG	1CDMG|29DMG|3AART|4VULN|5TLV|6ASPD|7RCR|8MDPS|aRMIN
282	43322 13216	   	200.10	DCR|2DMG|1MDPS|1VULN|1AART|1ASPD|1CDMG	1CDMG|29DMG|3AART|4VULN|5TLV|6ASPD|7RCR|8MDPS|aBELT
283	43322 13221	   	200.10	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1MSE	1CDMG|2DMG|3AART|4VULN|5TLV|6ASPD|7RCR|8MDPS|9MSE|aDUST
284	43322 13222	   	200.10	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1MSE	1CDMG|2DMG|3AART|4VULN|5TLV|6ASPD|7RCR|8MDPS|9MSE|aLHND
285	43322 13223	   	200.10	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR|1MSE	1CDMG|2DMG|3AART|4VULN|5TLV|6ASPD|7RCR|8MDPS|9MSE|aDUR
286	43322 13224	   	200.10	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1SELL|1MSE	1CDMG|2DMG|3AART|4VULN|5TLV|6ASPD|7RCR|8MDPS|9MSE|aSELL
287	43322 13225	   	200.10	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1CDMG|1MSE	1CDMG|2DMG|3AART|4aVULN|5TLV|6ASPD|7RCR|8MDPS|9MSE
288	43322 13226	   	200.10	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1MSE	1CDMG|2DMG|3AART|4VULN|5TLV|6ASPD|7RCR|8MDPS|9MSE|aDMSP
289	43322 13241	   	200.10	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|4VULN|5TLV|6ASPD|7RCR|8MDPS|9aDUST
290	43322 13242	   	200.10	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|4VULN|5TLV|6ASPD|7RCR|8MDPS|9DUST|aLIT
291	43322 13243	   	200.10	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|4VULN|5TLV|6ASPD|7RCR|8MDPS|9DUST|aERES
292	43322 13244	   	200.10	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1SELL	1CDMG|2DMG|3AART|4VULN|5TLV|6ASPD|7RCR|8MDPS|9DUST|aSELL
293	43322 13245	   	200.10	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|4aVULN|5TLV|6ASPD|7RCR|8MDPS|9DUST
294	43322 13246	   	200.10	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|4VULN|5TLV|6ASPD|7RCR|8MDPS|9DUST|aDMSP
295	43322 13251	   	200.10	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|4VULN|5TLV|6ASPD|7RCR|8MDPS|9LEGI|aDUST
296	43322 13252	   	200.10	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|4VULN|5TLV|6ASPD|7RCR|8MDPS|9LEGI|aLHND
297	43322 13253	   	200.10	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2DMG|3AART|4VULN|5TLV|6ASPD|7RCR|8MDPS|9LEGI|aDUR
298	43322 13254	   	200.10	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1SELL	1CDMG|2DMG|3AART|4VULN|5TLV|6ASPD|7RCR|8MDPS|9LEGI|aSELL
299	43322 13255	   	200.10	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|4aVULN|5TLV|6ASPD|7RCR|8MDPS|9LEGI
300	43322 13256	 * 	200.10	DCR|2AART|1MDPS|1VULN|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3aAART|4VULN|5TLV|6ASPD|7RCR|8MDPS|9LEGI
301	43322 13262	   	200.10	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|4VULN|5TLV|6ASPD|7RCR|8MDPS|9BELT|aERES
302	43322 13263	   	200.10	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|4VULN|5TLV|6ASPD|7RCR|8MDPS|9BELT|aFEWX
303	43322 13264	   	200.10	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|4VULN|5TLV|6ASPD|7RCR|8MDPS|9BELT|aDUST
304	44132 43311	   	200.06	DCR|4VULN|3CDMG|2DUR	158CDMG|2AELBLL|38DUR|4568VULN|58BPWR|7RCR|9FEWX|aRMIN
305	44132 43313	   	200.06	DCR|4VULN|3CDMG|2DUR	158CDMG|2AELBLL|38DUR|4568VULN|58BPWR|7RCR|9FEWX|aAME
306	43643 13323	   	199.97	DCR|2DMG|1AART|1VULN|2CDMG|2DUR	14CDMG|2aDMG|3VULN|5AART|68DUR|7RCR|9LEGI
307	44132 43312	   	199.96	DCR|4VULN|3CDMG|2DUR	158CDMG|2AELBLL|38DUR|4568VULN|58BPWR|7RCR|9FEWX|aERES
308	44132 43323	   	199.96	DCR|4VULN|3CDMG|2DUR|1SELL	158CDMG|2AELBLL|38DUR|4568VULN|58BPWR|7RCR|9RCVC|aSELL
309	32261 11235	   	199.95	DCR|2VULN|2DMG|1MDPS|1AART	13DMG|2CGEN|4AART|56VULN|7LWND|8RCR|9DUST|aMDPS
310	43321 22231	   	199.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|47VULN|5BEXP|6LWND|8RCR|9ASPD|aAME
311	43321 22234	   	199.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|47VULN|5BEXP|6LWND|8RCR|9ASPD|aRPLT
