0	Index      	 *	Score 	Summary	Detail	
1	51632 16233	 * 	213.57	DCR|4VULN|1AART|1ASPD|1CDMG	1BELT|2AART|3RPLT|457aVULN|6CDMG|8RCR|9ASPD
156	41142 13332	   	190.71	DCR|3VULN|2ASPD|3DUR	139DUR|239VULN|39BPWR|4BELT|5DUST|6LIT|79ASPD|8RCR|aLHND
157	41142 13335	   	190.71	DCR|3VULN|2ASPD|3DUR	139DUR|239VULN|39BPWR|4BELT|5DUST|6LIT|79ASPD|8RCR|aCGEN
158	41142 13336	   	190.71	DCR|3VULN|2ASPD|3DUR	139DUR|239VULN|39BPWR|4BELT|5DUST|6LIT|79ASPD|8RCR|aFEWX
159	41322 34126	 * 	190.60	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1DUR|2VULN|3FEWX|4BEXP|5DMG|6RCR|78ASPD|9RCVC|aAART
160	41325 32126	   	190.60	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1DUR|2VULN|3FEWX|4BEXP|58ASPD|6RCR|7DMG|9RCVC|aAART
161	43132 21161	   	190.59	DCR|2VULN|2ASPD|1DMG|2DUR|1SELL	18DUR|2DMG|3RMIN|48ASPD|5CGEN|6LHND|78VULN|8BPWR|9SELL|aRCR
162	43132 31161	   	190.59	DCR|2VULN|2ASPD|1DMG|2DUR|1SELL	18DUR|2DMG|3RMIN|48ASPD|5CGEN|6BEXP|78VULN|8BPWR|9SELL|aRCR
163	43134 21161	   	190.49	DCR|2VULN|2ASPD|1DMG|2DUR|1SELL	18DUR|2DMG|3RMIN|48ASPD|5ERES|6LHND|78VULN|8BPWR|9SELL|aRCR
164	43134 31161	   	190.49	DCR|2VULN|2ASPD|1DMG|2DUR|1SELL	18DUR|2DMG|3RMIN|48ASPD|5ERES|6BEXP|78VULN|8BPWR|9SELL|aRCR
165	13234 12612	   	190.14	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|2RMIN|3RCVC|4BEXP|59VULN|6CDMG|7DMG|8RCR|aAART
166	15615 22213	   	190.13	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1MLV|2CDMG|3RCR|47VULN|5DUR|6DMG|8AART|9RMIN|aASPD
167	41234 15222	   	190.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1DUR|24VULN|3AME|5ERES|6CDMG|7RCR|8AART|9ASPD|aFEWX
168	13264 12612	   	190.04	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|2RMIN|3RCVC|4DUST|59VULN|6CDMG|7DMG|8RCR|aAART
169	32414 24223	   	190.03	DCR|2VULN|2AART|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|4aVULN|5ZMB|6RCR|79AART|8BEXP
170	32414 24535	   	190.03	DCR|2VULN|2AART|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|49VULN|5ZMB|6RCR|7aAART|8MLV
171	32414 24623	   	190.03	DCR|2VULN|2AART|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|4aVULN|5ZMB|6RCR|79AART|8LHND
172	32417 71423	   	190.02	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|4aVULN|5AART|6DMG|7ZMB|8RCR|9MLV
173	32445 71423	   	190.02	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|4AART|5aVULN|6DMG|7ZMB|8RCR|9MLV
174	32448 21423	   	190.02	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|4AART|5ASPD|6aVULN|7ZMB|8RCR|9MLV
175	41234 15221	   	189.99	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1DUR|24VULN|3AME|5ERES|6CDMG|7RCR|8AART|9ASPD|aMSLFST
176	32446 34335	   	189.99	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1DUR	1AAC|2CDMG|3MBVNT|4AART|5FEWX|68VULN|7RCR|9DUR|aASPD
177	32448 22623	   	189.99	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1DUR	1AAC|2CDMG|3MBVNT|4AART|5ASPD|6aVULN|7RCR|8LHND|9DUR
178	32448 22723	   	189.99	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1DUR	1AAC|2CDMG|3MBVNT|4AART|5ASPD|6aVULN|7RCR|8FEWX|9DUR
179	32448 22823	   	189.99	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1DUR	1AAC|2CDMG|3MBVNT|4AART|5ASPD|6aVULN|7RCR|8BEXP|9DUR
180	32413 22285	   	189.93	DCR|2VULN|2AART|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|47VULN|5TLV|6RCR|8aAART|9ZMB
181	32414 22265	   	189.93	DCR|2VULN|2AART|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|47VULN|5ZMB|6RCR|8aAART|9ERES
182	32414 24448	   	189.93	DCR|2VULN|2AART|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|4aVULN|5ZMB|6RCR|79AART|8TLV
183	32448 21417	   	189.92	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|4AART|5ASPD|6aVULN|7ZMB|8RCR|9DUST
184	32448 21483	   	189.92	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|4AART|5ASPD|6aVULN|7ZMB|8RCR|9TLV
185	32417 72323	   	189.89	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1AAC|2CDMG|3MBVNT|4aVULN|5AART|6DMG|7RCR|8DUST|9DUR
186	32445 72323	   	189.89	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1AAC|2CDMG|3MBVNT|4AART|5aVULN|6DMG|7RCR|8DUST|9DUR
187	32448 22323	   	189.89	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1DUR	1AAC|2CDMG|3MBVNT|4AART|5ASPD|6aVULN|7RCR|8DUST|9DUR
188	15443 41146	   	189.86	DCR|3VULN|1AART|1CDMG|1DUR	1MLV|2CDMG|3MBVNT|4DUR|589VULN|6RCR|7LIT|aAART
189	15443 45332	   	189.86	DCR|3VULN|1AART|1CDMG|1DUR	1MLV|2CDMG|3MBVNT|4DUR|589VULN|6RCR|7AART|aFEWX
190	15443 45334	   	189.86	DCR|3VULN|1AART|1CDMG|1DUR	1MLV|2CDMG|3MBVNT|4DUR|589VULN|6RCR|7AART|aAME
191	15443 45433	   	189.86	DCR|3VULN|1AART|1CDMG|1DUR	1MLV|2CDMG|3MBVNT|4DUR|59aVULN|6RCR|7AART|8AME
192	43332 34115	   	189.85	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1DUR|2DMG|39LWND|4VULN|5FEWX|6RCR|78ASPD|aAART
193	45332 32115	   	189.85	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1DUR|28ASPD|39LWND|4VULN|5FEWX|6RCR|7DMG|aAART
194	55511 23113	   	189.84	DCR|2VULN|2DMG|1ASPD|1ZMB	1BELT|2ASPD|3aVULN|4ZMB|5BEXP|6aTLV|7RCR|8LWND|9aDMG|aBPWR
195	41135 23431	   	189.82	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	13DUR|23VULN|3BPWR|4ASPD|5DMG|6LHND|7CDMG|8RCR|9CGEN|aLIT
196	41135 23432	   	189.82	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	13DUR|23VULN|3BPWR|4ASPD|5DMG|6LHND|7CDMG|8RCR|9CGEN|aLWND
197	41135 23433	   	189.82	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	13DUR|23VULN|3BPWR|4ASPD|5DMG|6LHND|7CDMG|8RCR|9CGEN|aMLV
198	41135 33431	   	189.82	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	13DUR|23VULN|3BPWR|4ASPD|5DMG|6BEXP|7CDMG|8RCR|9CGEN|aLIT
199	41135 33432	   	189.82	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	13DUR|23VULN|3BPWR|4ASPD|5DMG|6BEXP|7CDMG|8RCR|9CGEN|aLWND
200	41135 33433	   	189.82	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	13DUR|23VULN|3BPWR|4ASPD|5DMG|6BEXP|7CDMG|8RCR|9CGEN|aMLV
201	41322 32153	   	189.82	DCR|2VULN|2DMG|1ASPD|1DUR	1DUR|2aVULN|3FEWX|4BEXP|57DMG|6RCR|8ASPD|9RPLT
202	41352 32136	   	189.82	DCR|2VULN|2DMG|1ASPD|1DUR	1DUR|2aVULN|3FEWX|4LWND|57DMG|6RCR|8ASPD|9LIT
203	41352 32153	   	189.82	DCR|2VULN|2DMG|1ASPD|1DUR	1DUR|2aVULN|3FEWX|4LWND|57DMG|6RCR|8ASPD|9RPLT
204	41622 32153	   	189.82	DCR|2VULN|2DMG|1ASPD|1DUR	1DUR|2aVULN|3LHND|4BEXP|57DMG|6RCR|8ASPD|9RPLT
205	43234 32153	   	189.82	DCR|2VULN|2DMG|1ASPD|1DUR	1DUR|27DMG|3BEXP|4aVULN|5LHND|6RCR|8ASPD|9RPLT
206	43235 32136	   	189.82	DCR|2VULN|2DMG|1ASPD|1DUR	1DUR|27DMG|3BEXP|4aVULN|5LWND|6RCR|8ASPD|9LIT
207	43235 32153	   	189.82	DCR|2VULN|2DMG|1ASPD|1DUR	1DUR|27DMG|3BEXP|4aVULN|5LWND|6RCR|8ASPD|9RPLT
208	43332 32136	   	189.82	DCR|2VULN|2DMG|1ASPD|1DUR	1DUR|27DMG|3LWND|4aVULN|5FEWX|6RCR|8ASPD|9LIT
209	43332 32153	   	189.82	DCR|2VULN|2DMG|1ASPD|1DUR	1DUR|27DMG|3LWND|4aVULN|5FEWX|6RCR|8ASPD|9RPLT
210	43632 32153	   	189.82	DCR|2VULN|2DMG|1ASPD|1DUR	1DUR|27DMG|3LHND|4aVULN|5FEWX|6RCR|8ASPD|9RPLT
211	46322 32136	   	189.82	DCR|2VULN|2DMG|1ASPD|1DUR	1DUR|2LWND|3aVULN|4BEXP|57DMG|6RCR|8ASPD|9LIT
212	46322 32153	   	189.82	DCR|2VULN|2DMG|1ASPD|1DUR	1DUR|2LWND|3aVULN|4BEXP|57DMG|6RCR|8ASPD|9RPLT
213	32415 22261	   	189.76	DCR|3VULN|1AART|1CDMG|1AAC|1DUR	1AAC|2CDMG|3MBVNT|479VULN|5CGEN|6RCR|8AART|aDUR
214	15443 45331	   	189.76	DCR|3VULN|1AART|1CDMG|1DUR	1MLV|2CDMG|3MBVNT|4DUR|589VULN|6RCR|7AART|aTSLFST
215	15443 45343	   	189.76	DCR|3VULN|1AART|1CDMG|1DUR	1MLV|2CDMG|3MBVNT|4DUR|58aVULN|6RCR|7AART|9TLV
216	55512 23113	   	189.74	DCR|2VULN|2DMG|1ASPD|1ZMB	1BELT|2ASPD|3aVULN|4ZMB|5DUST|6aTLV|7RCR|8LWND|9aDMG|aBPWR
217	43163 31125	   	189.74	ACR|3VULN|2DMG|1ASPD|2DUR	18DUR|26DMG|3RMIN|48FEWX|5RCR|789VULN|8BPWR|aASPD
218	41362 32153	   	189.72	DCR|2VULN|2DMG|1ASPD|1DUR	1DUR|2aVULN|3FEWX|4DUST|57DMG|6RCR|8ASPD|9RPLT
219	32414 24226	   	189.71	DCR|2AART|1VULN|1ASPD|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|4VULN|5ZMB|6RCR|79AART|8BEXP|aASPD
220	32414 24626	   	189.71	DCR|2AART|1VULN|1ASPD|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|4VULN|5ZMB|6RCR|79AART|8LHND|aASPD
221	32414 24726	   	189.71	DCR|2AART|1VULN|1ASPD|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|4VULN|5ZMB|6RCR|79AART|8FEWX|aASPD
222	11144 12612	   	189.71	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|2LWND|3RMIN|4RCVC|59VULN|6CDMG|7DMG|8RCR|aAART
223	32448 21453	   	189.70	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|4AART|5ASPD|6VULN|7ZMB|8RCR|9RPLT|aDMG
224	32414 22231	   	189.69	DCR|2VULN|1AART|2CDMG|1AAC|1ZMB|1DUR	1AAC|29CDMG|3MBVNT|47VULN|5ZMB|6RCR|8AART|aDUR
225	15336 22311	   	189.63	DCR|2VULN|2DMG|2CDMG|1DUR	1MLV|29CDMG|3LIT|4BEXP|59VULN|6AME|79DMG|8RCR|9BPWR|aDUR
226	32414 24144	   	189.61	DCR|2AART|1VULN|1DMG|1NUKE|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|4VULN|5ZMB|6RCR|79AART|8NUKE|aDMG
227	32414 24444	   	189.61	DCR|2AART|1VULN|1DMG|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|4VULN|5ZMB|6RCR|79AART|8TLV|aDMG
228	13344 12612	   	189.61	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|2RMIN|3DUST|4RCVC|59VULN|6CDMG|7DMG|8RCR|aAART
229	13555 12212	   	189.61	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|2RMIN|3MBVNT|4RCVC|59VULN|6CDMG|7DMG|8RCR|aAART
230	33144 12212	   	189.61	DCR|2VULN|1AART|1DMG|1CDMG|1AAC	1AAC|2FEWX|3RMIN|4RCVC|59VULN|6CDMG|7DMG|8RCR|aAART
231	15336 62311	   	189.53	DCR|2VULN|2DMG|2CDMG|1DUR	1MLV|29CDMG|3LIT|4BEXP|59VULN|6ERES|79DMG|8RCR|9BPWR|aDUR
232	41132 21634	   	189.41	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|237VULN|3BPWR|4ASPD|5MLV|6LHND|8BELT|9RCR|aDMG
233	41136 12611	   	189.40	DCR|4VULN|1ASPD|2DUR|1SELL	13DUR|239aVULN|3BPWR|4ASPD|5RCVC|6LWND|7SELL|8RCR
234	15413 44514	   	189.39	DCR|3VULN|1ASPD|1CDMG|2DUR	1MLV|2CDMG|3MBVNT|459VULN|68DUR|7RCR|aASPD
235	43335 12612	   	189.29	DCR|2VULN|2DMG|1AART|1DUR|1SELL	1DUR|25DMG|36LWND|49VULN|7SELL|8RCR|aAART
236	41322 31363	 * 	189.23	DCR|2AART|2DMG|1VULN|1DUR	1DUR|2VULN|3FEWX|4BEXP|5aDMG|6RCR|79AART|8MLV
237	41213 12611	   	189.19	DCR|3VULN|1DMG|1CDMG|1DUR	1DUR|29aVULN|35AME|4RMIN|6CDMG|7DMG|8RCR
238	36164 32313	 * 	189.19	DCR|3VULN|2CDMG|1AART|1AAC	1AAC|28LIT|3CGEN|48CDMG|5AART|6RCR|78aVULN|8BPWR|9LHND
239	15613 33234	   	189.18	ACR|3VULN|1AART|1ASPD|1CDMG|2DUR	1aMLV|2CDMG|3RCR|45aVULN|6ASPD|7BEXP|8AART|9aDUR|aBPWR
240	45143 11122	   	189.15	ACR|3VULN|2ASPD|1DMG|2DUR	18DUR|28ASPD|3RMIN|4RCVC|5RCR|6MBVNT|789VULN|8BPWR|aDMG
241	41322 31535	   	189.13	DCR|2AART|2DMG|1VULN|1DUR	1DUR|2VULN|3FEWX|4BEXP|59DMG|6RCR|7aAART|8ERES
242	41322 31563	   	189.13	DCR|2AART|2DMG|1VULN|1DUR	1DUR|2VULN|3FEWX|4BEXP|5aDMG|6RCR|79AART|8ERES
243	32448 22461	 * 	188.80	DCR|1AART|1VULN|2CDMG|1ASPD|1DMG|1AAC	1AAC|2aCDMG|3MBVNT|4AART|5ASPD|6VULN|7RCR|8LIT|9DMG
244	41322 31533	 * 	188.70	DCR|3DMG|1VULN|1AART|1DUR	1DUR|2VULN|3FEWX|4BEXP|59aDMG|6RCR|7AART|8ERES
245	41352 31533	   	188.70	DCR|3DMG|1VULN|1AART|1DUR	1DUR|2VULN|3FEWX|4LWND|59aDMG|6RCR|7AART|8ERES
246	43235 31533	   	188.70	DCR|3DMG|1VULN|1AART|1DUR	1DUR|29aDMG|3BEXP|4VULN|5LWND|6RCR|7AART|8ERES
247	43332 31533	   	188.70	DCR|3DMG|1VULN|1AART|1DUR	1DUR|29aDMG|3LWND|4VULN|5FEWX|6RCR|7AART|8ERES
248	46322 31533	   	188.70	DCR|3DMG|1VULN|1AART|1DUR	1DUR|2LWND|3VULN|4BEXP|59aDMG|6RCR|7AART|8ERES
249	41362 31533	   	188.60	DCR|3DMG|1VULN|1AART|1DUR	1DUR|2VULN|3FEWX|4DUST|59aDMG|6RCR|7AART|8ERES
250	43335 32611	   	188.59	DCR|3VULN|2DMG|2DUR|1SELL	16DUR|25DMG|3LWND|49aVULN|7SELL|8RCR
251	43332 34342	   	188.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|2DMG|3LWND|49VULN|5FEWX|6RCR|7ASPD|8BEXP|aCDMG
252	43332 34533	   	188.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|2DMG|3LWND|4aVULN|5FEWX|6RCR|7ASPD|8CDMG|9LHND
253	45332 32342	   	188.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|2ASPD|3LWND|49VULN|5FEWX|6RCR|7DMG|8BEXP|aCDMG
254	45332 32533	   	188.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|2ASPD|3LWND|4aVULN|5FEWX|6RCR|7DMG|8CDMG|9LHND
255	61434 12211	   	188.44	DCR|3VULN|1DMG|1CDMG|1ZMB	1RCVC|2CGEN|3ZMB|4BEXP|59aVULN|6CDMG|7DMG|8RCR
256	45332 36243	   	188.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|2ASPD|3LWND|4aVULN|5FEWX|6RCR|7MBVNT|8DMG|9CDMG
257	41322 34242	   	188.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|29VULN|3FEWX|4BEXP|5DMG|6RCR|7ASPD|8LEGI|aCDMG
258	41325 32242	   	188.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|29VULN|3FEWX|4BEXP|5ASPD|6RCR|7DMG|8LEGI|aCDMG
259	41325 36243	   	188.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|2aVULN|3FEWX|4BEXP|5ASPD|6RCR|7MBVNT|8DMG|9CDMG
260	61451 12211	   	188.34	DCR|3VULN|1DMG|1CDMG|1ZMB	1RCVC|2CGEN|3ZMB|49aVULN|5DUST|6CDMG|7DMG|8RCR
261	62434 12211	   	188.34	DCR|3VULN|1DMG|1CDMG|1ZMB	1RCVC|2ERES|3ZMB|4BEXP|59aVULN|6CDMG|7DMG|8RCR
262	65234 12211	   	188.34	DCR|3VULN|1DMG|1CDMG|1ZMB	1RCVC|2ZMB|3TLV|4BEXP|59aVULN|6CDMG|7DMG|8RCR
263	65611 12211	   	188.34	DCR|3VULN|1DMG|1CDMG|1ZMB	1RCVC|2ZMB|39aVULN|4CGEN|5DUST|6CDMG|7DMG|8RCR
264	63232 35611	   	188.31	DCR|2VULN|1AART|1ASPD|1ZMB|2RMIN	16RCVC|24RMIN|3AART|5aVULN|7ASPD|8RCR|9ZMB
265	62451 12211	   	188.24	DCR|3VULN|1DMG|1CDMG|1ZMB	1RCVC|2ERES|3ZMB|49aVULN|5DUST|6CDMG|7DMG|8RCR
266	41623 33351	   	188.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1DUR|26VULN|3LHND|4BEXP|5VENFST|7ASPD|8RCR|9AART|aCDMG
267	46323 33351	   	188.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1DUR|2LWND|36VULN|4BEXP|5VENFST|7ASPD|8RCR|9AART|aCDMG
268	43143 11122	 * 	188.11	ACR|3VULN|3DMG|2DUR	18DUR|28aDMG|3RMIN|4RCVC|5RCR|6MBVNT|789VULN|8BPWR
269	15443 45132	   	188.11	DCR|2VULN|2AART|1CDMG|1DUR	1MLV|2CDMG|3MBVNT|4DUR|59VULN|6RCR|78AART|aFEWX
270	15443 45134	   	188.11	DCR|2VULN|2AART|1CDMG|1DUR	1MLV|2CDMG|3MBVNT|4DUR|59VULN|6RCR|78AART|aAME
271	32414 22814	   	188.08	DCR|3VULN|1ASPD|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|479VULN|5ZMB|6RCR|8CGEN|aASPD
272	32417 44823	   	188.03	DCR|2VULN|2AART|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|4aVULN|59AART|6LWND|7RCR|8ZMB
273	32445 44823	   	188.03	DCR|2VULN|2AART|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|49AART|5aVULN|6LWND|7RCR|8ZMB
274	32414 22611	   	188.02	DCR|4VULN|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|479aVULN|5ZMB|6RCR|8RMIN
275	15443 45131	   	188.01	DCR|2VULN|2AART|1CDMG|1DUR	1MLV|2CDMG|3MBVNT|4DUR|59VULN|6RCR|78AART|aTSLFST
276	15443 45143	   	188.01	DCR|2VULN|2AART|1CDMG|1DUR	1MLV|2CDMG|3MBVNT|4DUR|5aVULN|6RCR|78AART|9TLV
277	15112 32612	   	187.99	DCR|2VULN|1AART|1DMG|1CDMG|2RMIN	1MLV|2CDMG|3LEGI|49VULN|56RMIN|7DMG|8RCR|aAART
278	55123 23262	   	187.92	DCR|2VULN|2AART|1ASPD|1DUR	1BELT|2ASPD|3aAART|4ERES|5LIT|67VULN|8RCR|9DUR
279	55133 23262	   	187.92	DCR|2VULN|2AART|1ASPD|1DUR	1BELT|2ASPD|3aAART|4TLV|5LIT|67VULN|8RCR|9DUR
280	15413 44812	   	187.86	DCR|3VULN|1AART|1CDMG|1DUR	18MLV|2CDMG|3MBVNT|459VULN|6DUR|7RCR|aAART
281	32415 22244	   	187.85	DCR|2VULN|1AART|1DMG|1CDMG|1AAC	1AAC|2CDMG|3MBVNT|47VULN|5CGEN|6RCR|8AART|9RMIN|aDMG
282	32612 22512	   	187.80	ACR|3VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1AAC|2CDMG|3RCR|479VULN|5DUR|6DMG|8RMIN|aAART
283	15443 45123	   	187.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	19MLV|2CDMG|3MBVNT|4DUR|5VULN|6RCR|78AART|aASPD
284	32413 22244	   	187.75	DCR|2VULN|1AART|1DMG|1CDMG|1AAC	1AAC|2CDMG|3MBVNT|47VULN|5TLV|6RCR|8AART|9RMIN|aDMG
285	32448 22714	   	187.71	DCR|2AART|1VULN|1ASPD|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|4aAART|5ASPD|6VULN|7RCR|8FEWX|9ZMB
286	11332 34235	   	187.70	DCR|2VULN|1AART|1ASPD|1DMG	1MLV|2LWND|3LHND|4aVULN|5FEWX|6RCR|7ASPD|8AART|9DMG
287	32417 72314	   	187.61	DCR|2AART|1VULN|1DMG|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|4VULN|5aAART|6DMG|7RCR|8DUST|9ZMB
288	32445 72314	   	187.61	DCR|2AART|1VULN|1DMG|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|4aAART|5VULN|6DMG|7RCR|8DUST|9ZMB
289	32448 22314	   	187.61	DCR|2AART|1VULN|1ASPD|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|4aAART|5ASPD|6VULN|7RCR|8DUST|9ZMB
290	11234 34223	   	187.60	DCR|2VULN|1AART|1ASPD|1DMG	1MLV|2LWND|3BEXP|49VULN|5LEGI|6RCR|7ASPD|8AART|aDMG
291	15613 32311	 * 	187.56	ACR|4VULN|1ASPD|1DMG|1CDMG	1MLV|2CDMG|3RCR|459aVULN|6ASPD|7DMG|8BEXP
292	15613 32411	   	187.56	ACR|4VULN|1ASPD|1DMG|1CDMG	1MLV|2CDMG|3RCR|459aVULN|6ASPD|7DMG|8LHND
293	15336 11315	 * 	187.52	DCR|2VULN|1AART|2CDMG|1ASPD	1MLV|29CDMG|3LIT|4BEXP|59VULN|6ASPD|79CGEN|8RCR|9BPWR|aAART
294	41132 13542	   	187.49	DCR|3VULN|1ASPD|1CDMG|2DUR	13DUR|239VULN|3BPWR|4ASPD|5MLV|6MBVNT|7CDMG|8RCR|aRPLT
295	41132 13543	   	187.49	DCR|3VULN|1ASPD|1CDMG|2DUR	13DUR|239VULN|3BPWR|4ASPD|5MLV|6MBVNT|7CDMG|8RCR|aCGEN
296	41132 13545	   	187.49	DCR|3VULN|1ASPD|1CDMG|2DUR	13DUR|239VULN|3BPWR|4ASPD|5aMLV|6MBVNT|7CDMG|8RCR
297	51423 23263	   	187.49	DCR|4VULN|1AART|1ZMB	1BELT|2AART|3ZMB|4ERES|5LIT|679aVULN|8RCR
298	41134 13542	   	187.39	DCR|3VULN|1ASPD|1CDMG|2DUR	13DUR|239VULN|3BPWR|4ASPD|5ERES|6MBVNT|7CDMG|8RCR|aRPLT
299	41134 13543	   	187.39	DCR|3VULN|1ASPD|1CDMG|2DUR	13DUR|239VULN|3BPWR|4ASPD|5ERES|6MBVNT|7CDMG|8RCR|aCGEN
300	41132 13544	   	187.39	DCR|3VULN|1ASPD|1CDMG|2DUR	13DUR|239VULN|3BPWR|4ASPD|5MLV|6MBVNT|7CDMG|8RCR|aDUST
301	41132 13547	   	187.39	DCR|3VULN|1ASPD|1CDMG|2DUR|1MSE	13DUR|239VULN|3BPWR|4ASPD|5MLV|6MBVNT|7CDMG|8RCR|aMSE
302	41132 13548	   	187.39	DCR|3VULN|1ASPD|1CDMG|2DUR|1SELL	13DUR|239VULN|3BPWR|4ASPD|5MLV|6MBVNT|7CDMG|8RCR|aSELL
303	41134 13544	   	187.29	DCR|3VULN|1ASPD|1CDMG|2DUR	13DUR|239VULN|3BPWR|4ASPD|5ERES|6MBVNT|7CDMG|8RCR|aDUST
304	63111 63236	   	187.28	DCR|2VULN|1ASPD|1DMG|1CDMG	1RCVC|2RMIN|35LIT|45VULN|5BPWR|6BASARM|7CDMG|8RCR|9ASPD|aDMG
305	41333 34251	   	187.22	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2aVULN|3FEWX|4RMIN|5ZMB|6DMG|7LIT|8AART|9RCR
306	32446 34325	   	187.09	DCR|3VULN|1AART|2CDMG|1AAC	1AAC|2aCDMG|3MBVNT|4AART|5FEWX|68aVULN|7RCR|9aMLV|aBPWR
307	31344 15223	   	186.82	DCR|2ASPD|1VULN|1AART|1CDMG|1AAC|1DUR	1AAC|2MLV|3DUR|4RCVC|5VULN|6CDMG|7RCR|8AART|9aASPD
308	33164 12212	   	186.73	DCR|2VULN|1AART|1DMG|1CDMG|1AAC	1AAC|24FEWX|3RMIN|59VULN|6CDMG|7DMG|8RCR|aAART
309	15112 12612	   	186.73	DCR|2VULN|1AART|1DMG|1CDMG	16MLV|2CDMG|3LEGI|49VULN|5RMIN|7DMG|8RCR|aAART
310	41132 14781	   	186.71	DCR|3VULN|2ASPD|3DUR	138DUR|239VULN|39BPWR|49ASPD|59MLV|6MBVNT|7BELT|aRCR
311	41135 23341	   	186.58	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	13DUR|23VULN|3BPWR|4ASPD|5DMG|6LHND|7CDMG|8BEXP|9RCVC|aRCR
