0	Index      	 *	Score 	Summary	Detail	
1	26622 31213	 * 	203.56	DCR|3VULN|2DMG|1AART|1DUR	1RPLT|2AART|357VULN|47AME|67DMG|7BPWR|8LIT|9DUR|aRCR
164	36111 24212	   	179.63	DCR|1MDPS|1VULN|1AART|1NUKE|1DMG|1DUR	1LEGI|2VULN|3TLV|4AART|5DUR|6AME|7RCR|8DMG|9NUKE|aMDPS
165	36111 64212	   	179.63	DCR|1MDPS|1VULN|1AART|1NUKE|1DMG|1DUR	1LEGI|2VULN|3TLV|4AART|5DUR|6MLV|7RCR|8DMG|9NUKE|aMDPS
166	26331 61341	   	179.58	DCR|2AART|1VULN|1ASPD|1CDMG	1RPLT|29AART|38DMSP|4LHND|5VULN|6RCR|7CDMG|aASPD
167	23431 62531	   	179.56	DCR|3VULN|1AART|1CDMG	1RPLT|2LHND|3ERES|46aVULN|5CDMG|7RCR|8FEWX|9AART
168	24231 62241	   	179.56	DCR|3VULN|1AART|1CDMG	1RPLT|2AME|3DUST|46aVULN|5CDMG|7RCR|8LHND|9AART
169	24121 61341	   	179.48	DCR|2AART|1VULN|1ASPD|1CDMG	1RPLT|2AME|39AART|4ERES|5VULN|6RCR|7CDMG|8DMSP|aASPD
170	26121 61141	   	179.48	DCR|2AART|1VULN|1ASPD|1CDMG	1RPLT|29AART|38MLV|4ERES|5VULN|6RCR|7CDMG|aASPD
171	26121 61214	 * 	179.48	DCR|2AART|1VULN|1DMG|1CDMG	1RPLT|2aAART|3MLV|4ERES|5VULN|6RCR|7CDMG|8FEWX|9DMG
172	26121 61224	   	179.48	DCR|2AART|1VULN|1ASPD|1CDMG	1RPLT|2aAART|3MLV|4ERES|5VULN|6RCR|7CDMG|8FEWX|9ASPD
173	25221 61214	   	179.48	DCR|2AART|1VULN|1DMG|1CDMG	1RPLT|23FEWX|4aAART|5VULN|6RCR|7CDMG|8DUST|9DMG
174	25221 61224	   	179.48	DCR|2AART|1VULN|1ASPD|1CDMG	1RPLT|23FEWX|4aAART|5VULN|6RCR|7CDMG|8DUST|9ASPD
175	25221 61314	   	179.48	DCR|2AART|1VULN|1DMG|1CDMG	1RPLT|23FEWX|4aAART|5VULN|6RCR|7CDMG|8LEGI|9DMG
176	25221 61324	   	179.48	DCR|2AART|1VULN|1ASPD|1CDMG	1RPLT|23FEWX|4aAART|5VULN|6RCR|7CDMG|8LEGI|9ASPD
177	26331 61214	   	179.48	DCR|2AART|1VULN|1DMG|1CDMG	1RPLT|2aAART|3DMSP|4LHND|5VULN|6RCR|7CDMG|8DUST|9DMG
178	26331 61224	   	179.48	DCR|2AART|1VULN|1ASPD|1CDMG	1RPLT|2aAART|3DMSP|4LHND|5VULN|6RCR|7CDMG|8DUST|9ASPD
179	53512 42363	 * 	179.41	DCR|2VULN|2DMG|1ASPD	1RCVC|2aVULN|3AME|4aERES|5MBVNT|6LHND|7RCR|8ASPD|9aDMG|aBPWR
180	24121 61214	   	179.38	DCR|2AART|1VULN|1DMG|1CDMG	1RPLT|2AME|3aAART|4ERES|5VULN|6RCR|7CDMG|8DUST|9DMG
181	24121 61224	   	179.38	DCR|2AART|1VULN|1ASPD|1CDMG	1RPLT|2AME|3aAART|4ERES|5VULN|6RCR|7CDMG|8DUST|9ASPD
182	36112 21562	   	179.37	DCR|1AART|1VULN|1DMG|1ASPD|1CDMG	1LEGI|2VULN|3TLV|4AART|5LWND|6AME|7CDMG|8RCR|9ASPD|aDMG
183	36114 33362	   	179.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1LEGI|2VULN|3TLV|4AART|5AME|6ASPD|7CDMG|8RCR|9FEWX|aDMG
184	35115 41122	   	179.23	DCR|2VULN|2DMG|1AART	1LEGI|278LIT|3MBVNT|4BEXP|57VULN|67DMG|7BPWR|9RCR|aAART
185	36111 24611	   	179.19	DCR|2VULN|1AART|1ASPD|2DUR	1LEGI|28VULN|3TLV|4AART|58DUR|68AME|7RCR|8BPWR|9ASPD|aRCVC
186	36111 24612	   	179.19	DCR|2VULN|1AART|1ASPD|2DUR	1LEGI|28VULN|3TLV|4AART|58DUR|68AME|7RCR|8BPWR|9ASPD|aCGEN
187	53321 51431	   	179.09	DCR|2VULN|1AART|1ASPD|2DUR	1RCVC|28VULN|35DUR|4CGEN|6ERES|7RCR|9ASPD|aAART
188	26351 62313	   	179.06	DCR|3VULN|1AART|2DUR	1RPLT|2AART|3DMSP|48DUR|58aVULN|6RCR|7BELT|8BPWR|9AME
189	26351 62321	   	179.06	DCR|3VULN|1AART|2DUR	1RPLT|2AART|3DMSP|48DUR|589VULN|6RCR|7BELT|8BPWR|aAME
190	26351 62123	   	178.96	DCR|3VULN|1AART|2DUR	1RPLT|2AART|3DMSP|4aDUR|589VULN|6RCR|7BELT
191	26351 62333	   	178.96	DCR|3VULN|1AART|2DUR	1RPLT|2AART|3DMSP|48DUR|58aVULN|6RCR|7BELT|8BPWR|9TLV
192	16613 36121	 * 	178.67	DCR|1MDPS|1AART|1VULN|1ASPD|1DMG|2DUR	1DUST|24DUR|3AART|5LIT|6MDPS|7RCR|8VULN|9DMG|aASPD
193	43251 43223	   	178.23	DCR|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1BASFIG|2DUR|3ASPD|4VULN|5DUST|6RCR|7CDMG|8ZMB|9DMG|aMLV
194	43251 43322	   	178.23	DCR|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1BASFIG|2DUR|3ASPD|4VULN|5DUST|6RCR|7CDMG|8RMIN|9DMG|aZMB
195	23131 62352	   	178.17	DCR|2VULN|1ASPD|1DMG|1CDMG	1RPLT|2LHND|3CGEN|46VULN|5CDMG|7RCR|8ASPD|9DMG|aBEXP
196	23131 62353	   	178.17	DCR|2VULN|1ASPD|1DMG|1CDMG	1aRPLT|2LHND|3CGEN|46VULN|5CDMG|7RCR|8ASPD|9DMG
197	23131 62356	   	178.17	DCR|2VULN|1ASPD|1DMG|1CDMG	1RPLT|2LHND|3CGEN|46VULN|5CDMG|7RCR|8ASPD|9DMG|aRCVC
198	23131 62441	   	178.17	DCR|2VULN|1ASPD|1DMG|1CDMG	1RPLT|2LHND|3CGEN|46VULN|5CDMG|7RCR|8DMG|9LIT|aASPD
199	43251 43221	   	178.13	DCR|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1BASFIG|2DUR|3ASPD|4VULN|5DUST|6RCR|7CDMG|8ZMB|9DMG|aMSLFST
200	23131 62354	   	178.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1RPLT|2LHND|3CGEN|46VULN|5CDMG|7RCR|8ASPD|9DMG|aDUST
201	23131 62355	   	178.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1RPLT|2LHND|3CGEN|46VULN|5CDMG|7RCR|8ASPD|9DMG|aTLV
202	23431 62352	   	178.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1RPLT|2LHND|3ERES|46VULN|5CDMG|7RCR|8ASPD|9DMG|aBEXP
203	23431 62353	   	178.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1aRPLT|2LHND|3ERES|46VULN|5CDMG|7RCR|8ASPD|9DMG
204	24231 62421	   	178.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1RPLT|2AME|3DUST|46VULN|5CDMG|7RCR|8DMG|9LIT|aASPD
205	36116 23221	   	177.99	DCR|2VULN|2AART|1ZMB|1DUR	1LEGI|29VULN|3TLV|47AART|5ZMB|6DLOT|8RCR|aDUR
206	16621 41212	 * 	177.94	DCR|2VULN|1AART|1DMG|1AAC|1DUR	1DUST|2DUR|3AART|48VULN|5LWND|6RCR|7ERES|9DMG|aAAC
207	16621 41222	   	177.94	DCR|2VULN|1AART|1ASPD|1AAC|1DUR	1DUST|2DUR|3AART|48VULN|5LWND|6RCR|7ERES|9ASPD|aAAC
208	16623 41212	   	177.94	DCR|2VULN|1AART|1DMG|1AAC|1DUR	1DUST|2DUR|3AART|48VULN|5FEWX|6RCR|7ERES|9DMG|aAAC
209	16623 41222	   	177.94	DCR|2VULN|1AART|1ASPD|1AAC|1DUR	1DUST|2DUR|3AART|48VULN|5FEWX|6RCR|7ERES|9ASPD|aAAC
210	26351 61212	 * 	177.92	DCR|1MDPS|1VULN|1AART|1DMG|1CDMG|1DUR	1RPLT|2AART|3DMSP|4DUR|5VULN|6RCR|7CDMG|8DUST|9DMG|aMDPS
211	26351 61222	 * 	177.92	DCR|1MDPS|1VULN|1AART|1ASPD|1CDMG|1DUR	1RPLT|2AART|3DMSP|4DUR|5VULN|6RCR|7CDMG|8DUST|9ASPD|aMDPS
212	26351 61312	   	177.92	DCR|1MDPS|1VULN|1AART|1DMG|1CDMG|1DUR	1RPLT|2AART|3DMSP|4DUR|5VULN|6RCR|7CDMG|8LEGI|9DMG|aMDPS
213	26351 61322	   	177.92	DCR|1MDPS|1VULN|1AART|1ASPD|1CDMG|1DUR	1RPLT|2AART|3DMSP|4DUR|5VULN|6RCR|7CDMG|8LEGI|9ASPD|aMDPS
214	33238 41272	   	177.86	DCR|2VULN|2ASPD|1AART	1LEGI|27BELT|3aFEWX|4MBVNT|5aASPD|6aVULN|8RCR|9AART|aBPWR
215	24162 21611	 * 	177.86	DCR|2AART|2ASPD|1VULN|1DUR	1RPLT|2AME|39AART|4MLV|56ASPD|7DUR|8VULN|aRCR
216	26332 21611	   	177.86	DCR|2AART|2ASPD|1VULN|1DUR	1RPLT|29AART|3DMSP|4LHND|56ASPD|7DUR|8VULN|aRCR
217	26352 23611	   	177.86	DCR|2AART|2ASPD|1VULN|1DUR	1RPLT|29AART|3DMSP|4DUR|56ASPD|7LWND|8VULN|aRCR
218	55322 21611	   	177.86	DCR|2AART|2ASPD|1VULN|1DUR	1RCVC|2RPLT|3LWND|49AART|56ASPD|7DUR|8VULN|aRCR
219	16622 41212	   	177.84	DCR|2VULN|1AART|1DMG|1AAC|1DUR	1DUST|2DUR|3AART|48VULN|5LEGI|6RCR|7ERES|9DMG|aAAC
220	16622 41222	   	177.84	DCR|2VULN|1AART|1ASPD|1AAC|1DUR	1DUST|2DUR|3AART|48VULN|5LEGI|6RCR|7ERES|9ASPD|aAAC
221	33152 21652	   	177.79	DCR|2VULN|1AART|1DMG|1CDMG	1LEGI|2BELT|3CGEN|4DMG|5AART|6CDMG|7aVULN|8RCVC|9RCR
222	24122 31615	 * 	177.78	DCR|2DMG|2ASPD|1AART|1ZMB	1RPLT|27AME|3AART|4ERES|57ASPD|67DMG|7BPWR|8AELBLL|9ZMB|aRCR
223	22116 21535	   	177.76	DCR|2VULN|2ASPD|1AART	1RPLT|2RMIN|3DUST|4BELT|5aASPD|67VULN|8RCR|9AART
224	26122 21611	   	177.76	DCR|2AART|2ASPD|1VULN|1DUR	1RPLT|29AART|3MLV|4ERES|56ASPD|7DUR|8VULN|aRCR
225	26341 21611	   	177.76	DCR|2AART|2ASPD|1VULN|1DUR	1RPLT|29AART|3DMSP|4LEGI|56ASPD|7DUR|8VULN|aRCR
226	26542 21112	   	177.69	DCR|2VULN|1AART|2CDMG|1ZMB	1RPLT|2AART|35CDMG|457LWND|5BPWR|69VULN|8RCR|aZMB
227	23136 22543	   	177.67	DCR|3VULN|1AART|1DMG	1RPLT|27LHND|3CGEN|457VULN|67LIT|7BPWR|8AART|9DMG|aRCR
228	36542 22223	 * 	177.66	DCR|3VULN|1NUKE|1DMG	1LEGI|259VULN|3LIT|4DMG|6AME|7AELBLL|8RCR|aNUKE
229	11123 45374	   	177.59	DCR|2VULN|1AART|1DMG|1CDMG	1DUST|2FEWX|3TLV|4CDMG|5DMG|68VULN|7MBVNT|9RCR|aAART
230	36114 33311	 * 	177.57	DCR|2AART|1VULN|1ASPD|1CDMG|1AAC	1LEGI|2VULN|3TLV|49AART|5AME|6ASPD|7CDMG|8RCR|aAAC
231	43255 13213	 * 	177.49	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1BASFIG|2DUR|3ASPD|4VULN|5RPLT|6CDMG|79DMG|8MBVNT|aRCR
232	33132 24152	   	177.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1LEGI|2BELT|3CGEN|4MLV|5AART|6CDMG|7DMG|8ASPD|9RCR|aVULN
233	33152 23552	   	177.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1LEGI|2BELT|3CGEN|4DMG|5AART|6CDMG|7ASPD|8MLV|9RCR|aVULN
234	33222 24152	   	177.47	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1LEGI|2BELT|3FEWX|4RCVC|5AART|6CDMG|7DMG|8ASPD|9RCR|aVULN
235	33252 24152	   	177.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1LEGI|2BELT|3FEWX|4DMSP|5AART|6CDMG|7DMG|8ASPD|9RCR|aVULN
236	56221 22353	   	177.47	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1RCVC|2BEXP|3DUST|4CGEN|5AART|6VULN|7ASPD|8CDMG|9RCR|aDMG
237	12152 18134	 * 	177.44	DCR|2ASPD|1VULN|2CDMG|1DMG	1DUST|2aLIT|3MBVNT|4DMG|5VULN|6aASPD|7MULFIG|8RCR|9aCDMG|aBPWR
238	26254 32312	   	177.43	DCR|2VULN|2DMG|1AART	1RPLT|2AART|38FEWX|4RMIN|58DMG|6BELT|78VULN|8BPWR|9AME|aRCR
239	26625 31233	   	177.43	DCR|2VULN|2DMG|1AART	1RPLT|2AART|37VULN|47AME|5DMSP|67DMG|7BPWR|8LIT|9FEWX|aRCR
240	15621 22353	   	177.37	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	12DUST|3BEXP|4CGEN|5AART|6VULN|7ASPD|8CDMG|9RCR|aDMG
241	33432 24152	   	177.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1LEGI|2BELT|3ERES|4MLV|5AART|6CDMG|7DMG|8ASPD|9RCR|aVULN
242	26254 32332	   	177.33	DCR|2VULN|2DMG|1AART	1RPLT|2AART|38FEWX|4RMIN|58DMG|6BELT|78VULN|8BPWR|9TLV|aRCR
243	26622 36233	   	177.23	DCR|2VULN|2DMG|1AART	1RPLT|2AART|35VULN|4AME|67DMG|8LIT|9FEWX|aRCR
244	26261 33641	   	177.23	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1SELL	1RPLT|2AART|3FEWX|4MBVNT|5SELL|6DMG|7VULN|8ASPD|9RCR|aCDMG
245	43233 33561	   	176.77	DCR|1AART|1VULN|1ASPD|1DMG|2DUR	1BASFIG|26DUR|3ASPD|4ERES|56BEXP|6BPWR|7AART|8RCR|9VULN|aDMG
246	36114 42232	   	176.71	DCR|2DMG|1VULN|1AART|1ASPD	1LEGI|2VULN|3TLV|4AART|5AME|69DMG|7ASPD|8FEWX|aRCR
247	43233 13561	   	176.67	DCR|1VULN|1AART|1ASPD|1DMG|2DUR	1BASFIG|26DUR|3ASPD|4ERES|5BEXP|7AART|8RCR|9VULN|aDMG
248	43224 13511	 * 	176.57	DCR|1VULN|1AART|1ASPD|1DMG|2DUR|1AAC	1BASFIG|26DUR|3ASPD|4AAC|5VULN|7AART|8RCR|9DUST|aDMG
249	12152 18138	   	175.97	DCR|2VULN|1ASPD|1DMG|1CDMG	1DUST|2LIT|3MBVNT|4DMG|5aVULN|6ASPD|7MULFIG|8RCR|9CDMG
250	22531 62213	   	175.94	DCR|3VULN|1ASPD|1CDMG	1RPLT|2RMIN|3LWND|46aVULN|5CDMG|7RCR|8LHND|9ASPD
251	22531 62423	 * 	175.94	DCR|3VULN|1DMG|1CDMG	1RPLT|2RMIN|3LWND|46aVULN|5CDMG|7RCR|8DMG|9LHND
252	23131 62323	   	175.94	DCR|3VULN|1ASPD|1CDMG	1RPLT|2LHND|3CGEN|46aVULN|5CDMG|7RCR|8ASPD|9LWND
253	23131 62423	   	175.94	DCR|3VULN|1DMG|1CDMG	1RPLT|2LHND|3CGEN|46aVULN|5CDMG|7RCR|8DMG|9LWND
254	24431 62213	   	175.94	DCR|3VULN|1ASPD|1CDMG	1RPLT|2AME|3LWND|46aVULN|5CDMG|7RCR|8LHND|9ASPD
255	43253 43231	   	175.84	DCR|2VULN|1AART|1ASPD|1DUR	1BASFIG|2DUR|3ASPD|4aVULN|5LWND|6RCR|7CGEN|8AART|9AME
256	16623 42221	   	175.84	DCR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|3AART|4aVULN|57FEWX|6RCR|8DMG|9CGEN
257	16623 42231	   	175.84	DCR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|3AART|4aVULN|57FEWX|6RCR|8DMG|9AME
258	16623 42311	   	175.84	DCR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|3AART|4aVULN|57FEWX|6RCR|8CGEN|9DMG
259	16623 42321	   	175.84	DCR|2VULN|1AART|1ASPD|1DUR	1DUST|2DUR|3AART|4aVULN|57FEWX|6RCR|8CGEN|9ASPD
260	23431 62323	   	175.84	DCR|3VULN|1ASPD|1CDMG	1RPLT|2LHND|3ERES|46aVULN|5CDMG|7RCR|8ASPD|9LWND
261	23431 62423	   	175.84	DCR|3VULN|1DMG|1CDMG	1RPLT|2LHND|3ERES|46aVULN|5CDMG|7RCR|8DMG|9LWND
262	53422 16212	   	175.84	DCR|3VULN|1DMG|1CDMG	1RCVC|28aVULN|3LIT|4DUST|5CDMG|6RMIN|7RCR|9DMG
263	32146 24211	   	175.77	DCR|2VULN|1AART|1DMG|1ZMB	1LEGI|2LHND|3TLV|4aVULN|5AART|6AME|7RCR|8ZMB|9DMG
264	32146 24221	   	175.77	DCR|2VULN|1AART|1ASPD|1ZMB	1LEGI|2LHND|3TLV|4aVULN|5AART|6AME|7RCR|8ZMB|9ASPD
265	24122 31213	   	175.75	DCR|2DMG|2ASPD|1AART|1DUR	1RPLT|27AME|3AART|4ERES|57ASPD|67DMG|7BPWR|8LIT|9DUR|aRCR
266	16621 43313	   	175.74	DCR|2VULN|1AART|1ASPD|1DUR	1DUST|2DUR|3AART|49VULN|5LWND|6RCR|7MSLREG|8LIT|aASPD
267	16623 42211	   	175.74	DCR|2VULN|1AART|1DMG|1NUKE|1DUR	1DUST|2DUR|3AART|4aVULN|57FEWX|6RCR|8DMG|9NUKE
268	42133 62212	   	175.74	DCR|3VULN|1DMG|1CDMG	1BASFIG|2RCVC|3CDMG|4AME|5TSLFST|689VULN|7RCR|aDMG
269	26622 26111	   	175.71	DCR|2VULN|2AART|1DMG	1RPLT|29AART|35VULN|4AME|6MLV|7DMG|8LHND|aRCR
270	26652 13111	 * 	175.71	DCR|2VULN|2AART|1ASPD	1RPLT|29AART|35VULN|4RMIN|6AME|7ASPD|8LHND|aRCR
271	36112 65321	   	175.70	DCR|2VULN|2AART|1CDMG	1LEGI|2aVULN|3TLV|47AART|5LWND|6CDMG|8RCR|9RPLT
272	36112 65333	   	175.70	DCR|2VULN|2AART|1CDMG	1LEGI|2aVULN|3TLV|47AART|5LWND|6CDMG|8RCR|9RCVC
273	36131 65321	   	175.70	DCR|2VULN|2AART|1CDMG	1LEGI|2aVULN|3TLV|4LWND|5CDMG|67AART|8RCR|9RPLT
274	36131 65333	   	175.70	DCR|2VULN|2AART|1CDMG	1LEGI|2aVULN|3TLV|4LWND|5CDMG|67AART|8RCR|9RCVC
275	23131 62451	 * 	175.70	DCR|2VULN|2DMG|1CDMG	1RPLT|2LHND|3CGEN|46VULN|5CDMG|7RCR|89DMG|aFEWX
276	23131 62453	   	175.70	DCR|2VULN|2DMG|1CDMG	1RPLT|2LHND|3aCGEN|46VULN|5CDMG|7RCR|89DMG
277	43251 31152	   	175.67	DCR|2AART|1VULN|1ASPD|1ZMB|1DUR	1BASFIG|2DUR|3ASPD|4VULN|5DUST|6DLOT|7ZMB|8aAART|9RCR
278	22616 23236	   	175.65	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1RPLT|2RMIN|3BEXP|4BELT|5ASPD|6VULN|7RCR|8ZMB|9AART|aDMG
279	16622 43313	   	175.64	DCR|2VULN|1AART|1ASPD|1DUR	1DUST|2DUR|3AART|49VULN|5LEGI|6RCR|7MSLREG|8LIT|aASPD
280	16621 41213	   	175.64	DCR|2VULN|1AART|1DMG|1DUR|1MSE	1DUST|2DUR|3AART|48VULN|5LWND|6RCR|7ERES|9DMG|aMSE
281	16621 41223	   	175.64	DCR|2VULN|1AART|1ASPD|1DUR|1MSE	1DUST|2DUR|3AART|48VULN|5LWND|6RCR|7ERES|9ASPD|aMSE
282	16623 41213	   	175.64	DCR|2VULN|1AART|1DMG|1DUR|1MSE	1DUST|2DUR|3AART|48VULN|5FEWX|6RCR|7ERES|9DMG|aMSE
283	16623 41223	   	175.64	DCR|2VULN|1AART|1ASPD|1DUR|1MSE	1DUST|2DUR|3AART|48VULN|5FEWX|6RCR|7ERES|9ASPD|aMSE
284	16623 43244	   	175.64	DCR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|3AART|4aVULN|5FEWX|6RCR|7MBVNT|8DMG|9LEGI
285	26622 32111	   	175.61	DCR|2VULN|2AART|1DMG	1RPLT|29AART|35VULN|4AME|6DMG|7TLV|8LHND|aRCR
286	26622 34111	   	175.61	DCR|2VULN|2AART|1DMG	1RPLT|29AART|35VULN|4AME|6DMG|7ERES|8LHND|aRCR
287	26622 35111	   	175.61	DCR|2VULN|2AART|1DMG	1RPLT|29AART|35VULN|4AME|6DMG|7FEWX|8ERES|aRCR
288	26652 22111	   	175.61	DCR|2VULN|2AART|1ASPD	1RPLT|29AART|35VULN|4RMIN|6ASPD|7TLV|8LHND|aRCR
289	23131 62452	   	175.60	DCR|2VULN|2DMG|1CDMG	1RPLT|2LHND|3CGEN|46VULN|5CDMG|7RCR|89DMG|aTLV
290	36532 16212	   	175.60	DCR|2VULN|2DMG|1CDMG	1LEGI|28VULN|34LIT|5CDMG|6RMIN|7RCR|9aDMG
291	15152 21162	 * 	175.56	DCR|2VULN|2ASPD|1AART|1AAC	125DUST|3AAC|45VULN|5BPWR|67ASPD|8LHND|9RCR|aAART
292	22116 23236	   	175.55	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1RPLT|2RMIN|3DUST|4BELT|5ASPD|6VULN|7RCR|8ZMB|9AART|aDMG
293	32336 52212	   	175.55	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1LEGI|2LHND|3DMSP|4VULN|5ZMB|6DMG|7RCR|8LWND|9ASPD|aAART
294	36316 52212	   	175.55	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1LEGI|2VULN|3DMSP|4LHND|5ZMB|6DMG|7RCR|8LWND|9ASPD|aAART
295	16622 41213	   	175.54	DCR|2VULN|1AART|1DMG|1DUR|1MSE	1DUST|2DUR|3AART|48VULN|5LEGI|6RCR|7ERES|9DMG|aMSE
296	16622 41223	   	175.54	DCR|2VULN|1AART|1ASPD|1DUR|1MSE	1DUST|2DUR|3AART|48VULN|5LEGI|6RCR|7ERES|9ASPD|aMSE
297	26622 32411	   	175.51	DCR|2VULN|2AART|1DMG	1RPLT|29AART|35VULN|4AME|6DMG|7TLV|8DUST|aRCR
298	33152 21532	   	175.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1LEGI|2BELT|3CGEN|4DMG|5AART|6CDMG|7VULN|8ASPD|9LHND|aRCR
299	33152 22542	   	175.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1LEGI|2BELT|3CGEN|4DMG|5AART|6CDMG|7LHND|8ASPD|9VULN|aRCR
300	36334 42321	   	175.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1LEGI|2VULN|3DMSP|4BEXP|5DMG|6AART|7ASPD|8CDMG|9RMIN|aRCR
301	53214 42321	   	175.47	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1RCVC|2VULN|3DUST|4LHND|5DMG|6AART|7ASPD|8CDMG|9RMIN|aRCR
302	36334 42131	   	175.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1LEGI|2VULN|3DMSP|4BEXP|5DMG|6AART|7ASPD|8RMIN|9CDMG|aRCR
303	53214 42131	   	175.47	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1RCVC|2VULN|3DUST|4LHND|5DMG|6AART|7ASPD|8RMIN|9CDMG|aRCR
304	53234 42131	   	175.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1RCVC|2VULN|3DUST|4FEWX|5DMG|6AART|7ASPD|8RMIN|9CDMG|aRCR
305	16623 42213	   	175.43	DCR|1VULN|1AART|1DMG|1NUKE|1DUR|1MSE	1DUST|2DUR|3AART|4VULN|57FEWX|6RCR|8DMG|9NUKE|aMSE
306	36114 33312	   	175.38	DCR|2AART|1VULN|1ASPD|1CDMG	1LEGI|2VULN|3TLV|49AART|5AME|6ASPD|7CDMG|8RCR|aLWND
307	36114 33313	   	175.38	DCR|2AART|1VULN|1ASPD|1CDMG	1LEGI|2VULN|3TLV|49AART|5AME|6ASPD|7CDMG|8RCR|aDMSP
308	36114 33314	   	175.38	DCR|2AART|1VULN|1ASPD|1CDMG	1LEGI|2VULN|3TLV|49AART|5AME|6ASPD|7CDMG|8RCR|aRPLT
309	36114 33315	   	175.38	DCR|2AART|1VULN|1ASPD|1CDMG	1LEGI|2VULN|3TLV|49AART|5AME|6ASPD|7CDMG|8RCR|aLHND
310	36114 33316	   	175.38	DCR|2AART|1VULN|1ASPD|1CDMG	1LEGI|2VULN|3TLV|49AART|5AME|6ASPD|7CDMG|8RCR|aCGEN
311	36114 33363	   	175.38	DCR|2AART|1VULN|1ASPD|1CDMG	1LEGI|2VULN|3TLV|4aAART|5AME|6ASPD|7CDMG|8RCR|9FEWX
312	22531 26341	 * 	175.38	DCR|2VULN|1AART|1CDMG|2DUR	1RPLT|2RMIN|3LWND|4aVULN|5CDMG|68DUR|7RCR|9AART
313	23121 66341	   	175.38	DCR|2VULN|1AART|1CDMG|2DUR	1RPLT|2LHND|3CGEN|48DUR|5CDMG|6aVULN|7RCR|9AART
314	23131 26341	   	175.38	DCR|2VULN|1AART|1CDMG|2DUR	1RPLT|2LHND|3CGEN|4aVULN|5CDMG|68DUR|7RCR|9AART
315	36114 42131	   	175.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1LEGI|2VULN|3TLV|4AART|5AME|6DMG|7ASPD|8RMIN|9CDMG|aRCR
316	36114 42321	   	175.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1LEGI|2VULN|3TLV|4AART|5AME|6DMG|7ASPD|8CDMG|9RMIN|aRCR
317	36115 11542	 * 	175.31	DCR|2VULN|2AART|1MDPS|1DMG	1LEGI|29VULN|3TLV|45AART|6MDPS|7MBVNT|8DMG|aRCR
318	36115 11212	   	175.31	DCR|2VULN|2AART|1MDPS|1DMG	1LEGI|28VULN|3TLV|45AART|6MDPS|7MBVNT|9DMG|aRCR
319	36115 11222	 * 	175.31	DCR|2VULN|2AART|1MDPS|1ASPD	1LEGI|28VULN|3TLV|45AART|6MDPS|7MBVNT|9ASPD|aRCR
320	13132 22351	 * 	175.27	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1AAC	1DUST|2AAC|3CGEN|4AART|5ERES|6VULN|7ASPD|8CDMG|9DMG|aRCR
321	13132 56351	   	175.27	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1AAC	1DUST|2AAC|3CGEN|4AART|5ERES|6ASPD|7VULN|8CDMG|9DMG|aRCR
322	22124 44332	   	175.18	DCR|3VULN|2DMG	1RPLT|2RMIN|39aDUST|4LHND|5aDMG|67aVULN|8RCR|aBPWR
323	16616 33311	 * 	175.15	DCR|1VULN|1AART|1ASPD|1CDMG|2DUR|1AAC	1DUST|24DUR|3AART|5VULN|6ASPD|7CDMG|8RCR|9DMSP|aAAC
