0	Index      	 *	Score 	Summary	Detail	
1	12228 44824	 * 	222.13	DCR|3DMG|3ASPD|3ZMB|1VULN	179ZMB|2VULN|3LEGI|4MBVNT|579DMG|679ASPD|79BPWR|8RMIN|aRCR
155	26261 22233	   	198.50	DCR|2AART|2DMG|1VULN|2CDMG	16DMG|27AART|3DUST|4VULN|56CDMG|6BPWR|8DMSP|9RCR|aERES
156	26261 22235	   	198.50	DCR|2AART|2DMG|1VULN|2CDMG	16DMG|27AART|3DUST|4VULN|56CDMG|6BPWR|8DMSP|9RCR|aTLV
157	26325 35233	   	198.50	DCR|2AART|2DMG|1VULN|2CDMG	1aDMG|28AART|3TLV|4VULN|56CDMG|7AME|9RCR
158	12145 81232	 * 	198.43	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1ZMB|25VULN|3CDMG|4MBVNT|6LWND|7AART|8RCR|9ASPD|aDUR
159	16116 23126	 * 	198.38	DCR|3AART|2VULN|1CDMG|1ZMB	1ZMB|238AART|4RCVC|59VULN|6RCR|7FEWX|aCDMG
160	16116 21126	   	198.28	DCR|3AART|2VULN|1CDMG|1ZMB	1ZMB|238AART|4RCVC|59VULN|6RCR|7DUST|aCDMG
161	16121 51252	   	198.25	DCR|2VULN|2AART|1ASPD|1ZMB|1DUR	1ZMB|23AART|4DUR|59VULN|6DUST|7AME|8RCR|aASPD
162	22113 51356	 * 	198.18	DCR|2VULN|2ASPD|2CDMG|1DMG	1DMG|28VULN|36CDMG|4CANARM|5RCVC|7aASPD|9RCR
163	63228 44284	   	197.96	DCR|2VULN|2DMG|2ASPD|1ZMB	17VULN|2ERES|3LEGI|4MBVNT|57DMG|67ASPD|7BPWR|8BELT|9ZMB|aRCR
164	16453 22232	 * 	197.83	DCR|2DMG|2ASPD|1AART|1CDMG|1ZMB	1ZMB|2AART|3LEGI|4aDMG|59ASPD|6LWND|7CDMG|8RCR
165	12228 44431	   	197.82	DCR|3ASPD|2DMG|1VULN|2ZMB	17ZMB|2VULN|3LEGI|4MBVNT|57DMG|679ASPD|7BPWR|8RCR|aCGEN
166	12228 44432	   	197.82	DCR|3ASPD|2DMG|1VULN|2ZMB	17ZMB|2VULN|3LEGI|4MBVNT|57DMG|679ASPD|7BPWR|8RCR|aBEXP
167	12228 44433	   	197.82	DCR|3ASPD|2DMG|1VULN|2ZMB	17ZMB|2VULN|3LEGI|4MBVNT|57DMG|679ASPD|7BPWR|8RCR|aMLV
168	12228 44435	   	197.82	DCR|3ASPD|2DMG|1VULN|2ZMB	17ZMB|2VULN|3LEGI|4MBVNT|57DMG|679ASPD|7BPWR|8RCR|aAELBLL
169	12228 44436	   	197.82	DCR|3ASPD|2DMG|1VULN|2ZMB	17ZMB|2VULN|3LEGI|4MBVNT|57DMG|679ASPD|7BPWR|8RCR|aAME
170	12228 44437	   	197.82	DCR|3ASPD|2DMG|1VULN|2ZMB	17ZMB|2VULN|3LEGI|4MBVNT|57DMG|679ASPD|7BPWR|8RCR|aLWND
171	22131 64222	   	197.42	DCR|3VULN|1MDPS|1AART|1DMG|1CDMG	1DMG|269VULN|3CDMG|4MDPS|57ERES|8RCR|aAART
172	22126 34225	   	197.24	DCR|2VULN|2DMG|2CDMG|2ZMB	1aDMG|29VULN|3aCDMG|4LHND|5RCVC|6DUST|7aZMB|8RCR|aBPWR
173	12228 48434	   	197.20	DCR|3ASPD|2VULN|1DMG|1ZMB	1ZMB|2aVULN|3LEGI|4MBVNT|5DMG|679ASPD|8RCR
174	22131 14222	   	197.18	DCR|2VULN|2DMG|1MDPS|1AART|1CDMG	16DMG|29VULN|3CDMG|4MDPS|57ERES|8RCR|aAART
175	24156 22133	   	197.17	DCR|2AART|2DMG|1VULN|1CDMG	1aDMG|29CGEN|3RMIN|4CDMG|57AART|6RCR|8VULN
176	23523 52333	   	197.08	DCR|3DMG|2VULN|1AART	17aDMG|2RPLT|3AME|4aVULN|5AART|6aLWND|8RCR|9RMIN|aBPWR
177	22333 52326	   	196.98	DCR|3DMG|2VULN|1AART	17aDMG|2aVULN|3TLV|4RPLT|5AART|6LWND|8RCR|9aCGEN|aBPWR
178	23523 25326	   	196.98	DCR|3DMG|2VULN|1AART	16aDMG|2RPLT|3AME|4aVULN|5AART|7LEGI|8RCR|9aCGEN|aBPWR
179	23523 25333	   	196.98	DCR|3DMG|2VULN|1AART	16aDMG|2RPLT|3aAME|4aVULN|5AART|7LEGI|8RCR|9RMIN|aBPWR
180	26616 11322	   	196.96	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1DMG|2AART|3LIT|4BELT|58VULN|6RCR|7DUST|9ASPD|aMDPS
181	12428 44471	 * 	196.96	DCR|2VULN|1MDPS|2ASPD|1DMG|2ZMB	17ZMB|27VULN|3DUST|4MBVNT|5DMG|67ASPD|7BPWR|8RCR|9MDPS|aCGEN
182	12428 44472	   	196.96	DCR|2VULN|1MDPS|2ASPD|1DMG|2ZMB	17ZMB|27VULN|3DUST|4MBVNT|5DMG|67ASPD|7BPWR|8RCR|9MDPS|aBEXP
183	12428 44473	   	196.96	DCR|2VULN|1MDPS|2ASPD|1DMG|2ZMB	17ZMB|27VULN|3DUST|4MBVNT|5DMG|67ASPD|7BPWR|8RCR|9MDPS|aMLV
184	12428 44474	 * 	196.96	DCR|3VULN|1MDPS|2ASPD|1DMG|2ZMB	17ZMB|27aVULN|3DUST|4MBVNT|5DMG|67ASPD|7BPWR|8RCR|9MDPS
185	16112 24331	   	196.93	DCR|2VULN|2AART|1DMG|1ZMB	1ZMB|23AART|4RCVC|5aLWND|6RCR|7DMG|89VULN
186	16112 24335	   	196.93	DCR|2VULN|2AART|1DMG|1ZMB	1ZMB|23AART|4RCVC|5LWND|6RCR|7DMG|89VULN|aDMSP
187	16116 24131	   	196.93	DCR|2VULN|2AART|1DMG|1ZMB	1ZMB|23AART|4RCVC|59VULN|6RCR|7DMG|8aLWND
188	16116 24331	   	196.93	DCR|2VULN|2AART|1DMG|1ZMB	1ZMB|23AART|4RCVC|59VULN|6RCR|7DMG|8BEXP|aLWND
189	16116 24332	   	196.93	DCR|2VULN|2AART|1DMG|1ZMB	1ZMB|23AART|4RCVC|59VULN|6RCR|7DMG|8BEXP|aBELT
190	22266 32363	 * 	196.93	DCR|2DMG|1MDPS|2ASPD|1AART|1VULN	18DMG|2VULN|3LEGI|4MDPS|59ASPD|6RMIN|7RCR|aAART
191	16112 24326	   	196.83	DCR|2VULN|2AART|1DMG|1ZMB	1ZMB|23AART|4RCVC|5LWND|6RCR|7DMG|8aVULN|9MBVNT
192	16112 24332	   	196.83	DCR|2VULN|2AART|1DMG|1ZMB	1ZMB|23AART|4RCVC|5LWND|6RCR|7DMG|89VULN|aERES
193	16112 24333	   	196.83	DCR|2VULN|2AART|1DMG|1ZMB|1MSE	1ZMB|23AART|4RCVC|5LWND|6RCR|7DMG|89VULN|aMSE
194	16112 24334	   	196.83	DCR|2VULN|2AART|1DMG|1ZMB	1ZMB|23AART|4RCVC|5LWND|6RCR|7DMG|89VULN|aDUST
195	16116 24132	   	196.83	DCR|2VULN|2AART|1DMG|1ZMB	1ZMB|23AART|4RCVC|59VULN|6RCR|7DMG|8LWND|aERES
196	16116 24133	   	196.83	DCR|2VULN|2AART|1DMG|1ZMB|1MSE	1ZMB|23AART|4RCVC|59VULN|6RCR|7DMG|8LWND|aMSE
197	16116 24333	   	196.83	DCR|2VULN|2AART|1DMG|1ZMB|1MSE	1ZMB|23AART|4RCVC|59VULN|6RCR|7DMG|8BEXP|aMSE
198	22333 52346	   	196.78	DCR|3DMG|2VULN|1AART	17aDMG|2aVULN|3TLV|4RPLT|5AART|6LWND|8RCR|9aDUST|aBPWR
199	63213 61122	   	196.68	DCR|3VULN|2ASPD|2CDMG|1AAC|1SELL	158VULN|25ERES|3LEGI|4SELL|58BPWR|68CDMG|78ASPD|9RCR|aAAC
200	63214 61122	   	196.68	DCR|3VULN|2ASPD|2CDMG|1AAC|1SELL	158VULN|2ERES|3LEGI|4SELL|68CDMG|78ASPD|8BPWR|9RCR|aAAC
201	63213 65123	   	196.61	DCR|3VULN|2DMG|2CDMG|1SELL	158VULN|25ERES|3LEGI|4SELL|58BPWR|68CDMG|78DMG|9RCR|aTLV
202	16112 24343	   	196.61	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB	1ZMB|23AART|4RCVC|5LWND|6RCR|7DMG|8VULN|9LIT|aASPD
203	16112 24322	   	196.51	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB	1ZMB|23AART|4RCVC|5LWND|6RCR|7DMG|8VULN|9MBVNT|aASPD
204	16116 24122	   	196.51	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB	1ZMB|23AART|4RCVC|5VULN|6RCR|7DMG|8LWND|9MBVNT|aASPD
205	16116 24322	   	196.51	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB	1ZMB|23AART|4RCVC|5VULN|6RCR|7DMG|8BEXP|9MBVNT|aASPD
206	16142 24331	   	196.51	DCR|2VULN|2AART|1DMG|1ZMB	1ZMB|23AART|4aLWND|5RCVC|6RCR|7DMG|89VULN
207	26261 22126	   	196.50	DCR|2AART|2DMG|1VULN|2CDMG	16DMG|27AART|3DUST|4VULN|56CDMG|6BPWR|8ERES|9BEXP|aRCR
208	26261 22136	   	196.50	DCR|2AART|2DMG|1VULN|2CDMG	16DMG|27AART|3DUST|4VULN|56CDMG|6BPWR|8ERES|9LHND|aRCR
209	26261 22316	   	196.50	DCR|2AART|2DMG|1VULN|2CDMG	16DMG|27AART|3DUST|4VULN|56CDMG|6BPWR|8BEXP|9TLV|aRCR
210	16142 24332	   	196.41	DCR|2VULN|2AART|1DMG|1ZMB	1ZMB|23AART|4LWND|5RCVC|6RCR|7DMG|89VULN|aERES
211	16142 24333	   	196.41	DCR|2VULN|2AART|1DMG|1ZMB|1MSE	1ZMB|23AART|4LWND|5RCVC|6RCR|7DMG|89VULN|aMSE
212	12147 21228	   	196.33	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1ZMB|1DUR	1ZMB|28VULN|3CDMG|4MBVNT|5DUR|6MDPS|7DMG|9RCR|aAART
213	12164 33328	   	196.33	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1ZMB|1DUR	1ZMB|24VULN|3CDMG|5DUR|6MDPS|7MBVNT|8DMG|9RCR|aAART
214	16142 24322	   	196.09	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB	1ZMB|23AART|4LWND|5RCVC|6RCR|7DMG|8VULN|9MBVNT|aASPD
215	16126 22124	   	196.01	DCR|3AART|2VULN|2DUR|2ZMB	15ZMB|238AART|45DUR|5BPWR|6RCR|7LEGI|9aVULN
216	12428 44447	   	195.90	DCR|2VULN|2ASPD|1DMG|2ZMB|1DUR	17ZMB|27VULN|3DUST|4MBVNT|5DMG|67ASPD|7BPWR|8RCR|9ERES|aDUR
217	22214 16343	   	195.84	DCR|3VULN|2DMG|1CDMG|1DUR	18DMG|258VULN|3LEGI|4CDMG|6DUR|78LIT|8BPWR|9MBVNT|aRCR
218	62621 41331	   	195.70	DCR|3VULN|2CDMG|1DMG|1ZMB	18aVULN|28LIT|3ZMB|45DUST|6RCR|78CDMG|8BPWR|9DMG
219	16126 22126	 * 	195.70	DCR|3AART|1VULN|1ASPD|2DUR|2ZMB	15ZMB|238AART|45DUR|5BPWR|6RCR|7LEGI|9VULN|aASPD
220	16126 24111	   	195.46	DCR|2AART|3ZMB|1DMG|1CDMG|2DUR	159ZMB|23AART|45DUR|5BPWR|6RCR|7DMG|8LWND|aCDMG
221	21411 62141	   	195.42	DCR|2VULN|2DMG|2CDMG|1ZMB|1SELL	1aDMG|2SELL|3CGEN|4BELT|5aCDMG|6RCR|7ZMB|8FEWX|9aVULN|aBPWR
222	24211 62141	   	195.42	DCR|2VULN|2DMG|2CDMG|1ZMB|1SELL	1aDMG|2CGEN|3SELL|4BELT|5aCDMG|6RCR|7ZMB|8FEWX|9aVULN|aBPWR
223	22133 33223	 * 	195.27	DCR|3DMG|1MDPS|1VULN|1ASPD|1CDMG|1ZMB	168DMG|2VULN|3CDMG|4MDPS|5LIT|7ZMB|9ASPD|aRCR
224	12428 44272	   	195.18	DCR|2VULN|2ASPD|1DMG|2ZMB|1DUR	17ZMB|27VULN|3DUST|4MBVNT|5DMG|67ASPD|7BPWR|8RCVC|9RCR|aDUR
225	61323 66122	   	195.16	DCR|3VULN|2DMG|2CDMG	148VULN|2DMSP|3RPLT|5AME|68CDMG|78DMG|8BPWR|9LWND|aRCR
226	12428 44411	   	195.11	DCR|3VULN|2ASPD|1DMG|1AAC|2ZMB	17ZMB|27aVULN|3DUST|4MBVNT|5DMG|67ASPD|7BPWR|8RCR|9AAC
227	61323 66132	   	195.06	DCR|3VULN|2DMG|2CDMG	148VULN|2DMSP|3RPLT|5AME|68CDMG|78DMG|8BPWR|9DUST|aRCR
228	23155 43331	   	194.96	DCR|1MDPS|2DMG|1VULN|1AART|1ASPD|1CDMG	17DMG|2RPLT|3DUST|4CDMG|5AART|6MDPS|8VULN|9RCR|aASPD
229	22121 44225	   	194.88	DCR|2VULN|2DMG|2CDMG|2ZMB	1aDMG|29VULN|3aCDMG|45LHND|6FEWX|7aZMB|8RCR|aBPWR
230	22122 14225	   	194.88	DCR|2VULN|2DMG|2CDMG|2ZMB	1aDMG|29VULN|3aCDMG|46LHND|5BEXP|7aZMB|8RCR|aBPWR
231	22122 54225	   	194.88	DCR|2VULN|2DMG|2CDMG|2ZMB	1aDMG|29VULN|3aCDMG|4LHND|56BEXP|7aZMB|8RCR|aBPWR
232	12228 44411	   	194.87	DCR|2VULN|2DMG|2ASPD|1AAC|2ZMB	17ZMB|2aVULN|3LEGI|4MBVNT|57DMG|67ASPD|7BPWR|8RCR|9AAC
233	26616 13332	   	194.79	DCR|2VULN|1MDPS|2DMG|1AART	18DMG|2AART|3LIT|4BELT|58VULN|6RCR|78CGEN|8BPWR|9LWND|aMDPS
234	22121 34225	   	194.78	DCR|2VULN|2DMG|2CDMG|2ZMB	1aDMG|29VULN|3aCDMG|45LHND|6DUST|7aZMB|8RCR|aBPWR
235	22123 14225	   	194.78	DCR|2VULN|2DMG|2CDMG|2ZMB	1aDMG|29VULN|3aCDMG|46LHND|5DUST|7aZMB|8RCR|aBPWR
236	63213 65132	   	194.71	DCR|3VULN|2DMG|2CDMG|1SELL	158VULN|25ERES|3LEGI|4SELL|58BPWR|68CDMG|78DMG|9CGEN|aRCR
237	22322 64521	   	194.71	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1DMG|29VULN|3TLV|4CDMG|5DUR|6ASPD|7ZMB|8RCR|aAELBLL
238	22322 64523	   	194.71	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1DMG|29VULN|3TLV|4CDMG|5DUR|6ASPD|7ZMB|8RCR|aCGEN
239	12221 51282	   	194.68	DCR|3VULN|1AART|1ASPD|2ZMB|1SELL	16ZMB|269VULN|3LEGI|4MBVNT|5SELL|6BPWR|7AART|8RCR|aASPD
240	22123 34225	   	194.68	DCR|2VULN|2DMG|2CDMG|2ZMB	1aDMG|29VULN|3aCDMG|4LHND|56DUST|7aZMB|8RCR|aBPWR
241	63213 65112	   	194.61	DCR|3VULN|2DMG|2CDMG|1SELL	158VULN|25ERES|3LEGI|4SELL|58BPWR|68CDMG|78DMG|9TLV|aRCR
242	22322 64522	   	194.61	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1DMG|29VULN|3TLV|4CDMG|5DUR|6ASPD|7ZMB|8RCR|aDUST
243	12223 44366	 * 	194.60	DCR|3ASPD|3ZMB|1VULN|1AART	178ZMB|2VULN|3LEGI|4MBVNT|578AME|678ASPD|78BPWR|9RCR|aAART
244	12227 44366	   	194.60	DCR|3ASPD|3ZMB|1VULN|1AART	178ZMB|2VULN|3LEGI|4MBVNT|578MLV|678ASPD|78BPWR|9RCR|aAART
245	22113 21352	   	194.36	DCR|3VULN|1ASPD|1DMG|1CDMG	1DMG|268VULN|3CDMG|4CANARM|5RCVC|7ASPD|9RCR|aAME
246	22113 21353	   	194.36	DCR|3VULN|1ASPD|1DMG|1CDMG	1DMG|268VULN|3CDMG|4CANARM|5RCVC|7ASPD|9RCR|aFEWX
247	22113 21351	   	194.26	DCR|3VULN|1ASPD|1DMG|1CDMG	1DMG|268VULN|3CDMG|4CANARM|5RCVC|7ASPD|9RCR|aERES
248	22113 21355	   	194.26	DCR|3VULN|1ASPD|1DMG|1CDMG|1MSE	1DMG|268VULN|3CDMG|4CANARM|5RCVC|7ASPD|9RCR|aMSE
249	16612 12163	   	194.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1ZMB|2AART|3LIT|4BELT|5CDMG|6RCR|7aVULN|8ASPD|9RPLT
250	16612 12411	   	194.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2AART|3LIT|4BELT|5CDMG|6RCR|78VULN|9DMG|aRMIN
251	16612 12413	   	194.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2AART|3LIT|4BELT|5CDMG|6RCR|78VULN|9DMG|aMLV
252	16612 12421	   	194.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1ZMB|2AART|3LIT|4BELT|5CDMG|6RCR|78VULN|9FEWX|aASPD
253	12145 24821	 * 	194.22	DCR|5VULN|1CDMG|1ZMB	1ZMB|2579aVULN|3CDMG|4MBVNT|6AME|8RCR
254	12145 44821	   	194.22	DCR|5VULN|1CDMG|1ZMB	1ZMB|2579aVULN|3CDMG|4MBVNT|6MLV|8RCR
255	12228 43372	   	194.20	DCR|3VULN|1ASPD|1DMG|1ZMB|1DUR	1ZMB|278VULN|3LEGI|4MBVNT|5DMG|6ASPD|9RCR|aDUR
256	12428 43372	   	194.20	DCR|3VULN|1ASPD|1DMG|1ZMB|1DUR	1ZMB|278VULN|3DUST|4MBVNT|5DMG|6ASPD|9RCR|aDUR
257	12228 44474	 * 	194.16	DCR|2VULN|1MDPS|2DMG|2ASPD|2ZMB	17ZMB|2aVULN|3LEGI|4MBVNT|57DMG|67ASPD|7BPWR|8RCR|9MDPS
258	16612 12412	   	194.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2AART|3LIT|4BELT|5CDMG|6RCR|78VULN|9DMG|aERES
259	22113 61352	   	194.12	DCR|2VULN|2DMG|1ASPD|1CDMG	16DMG|28VULN|3CDMG|46CANARM|5RCVC|6BPWR|7ASPD|9RCR|aAME
260	22113 61353	   	194.12	DCR|2VULN|2DMG|1ASPD|1CDMG	16DMG|28VULN|3CDMG|46CANARM|5RCVC|6BPWR|7ASPD|9RCR|aFEWX
261	12526 73222	   	194.10	DCR|2VULN|2ASPD|1DMG|2ZMB|1DUR	17ZMB|27VULN|3LWND|4MBVNT|5LIT|67ASPD|7BPWR|8DMG|9RCR|aDUR
262	12528 44172	   	194.10	DCR|2VULN|2ASPD|1DMG|2ZMB|1DUR	17ZMB|27VULN|38LWND|4MBVNT|5DMG|67ASPD|7BPWR|9RCR|aDUR
263	12428 44412	 * 	194.07	DCR|2VULN|2ASPD|2AAC|1DMG|2ZMB	17ZMB|27VULN|3DUST|4MBVNT|5DMG|67ASPD|7BPWR|8RCR|9aAAC
264	16152 24331	   	194.05	DCR|2VULN|2AART|1DMG|1ZMB	1ZMB|23AART|4AELBLL|5aLWND|6RCR|7DMG|89VULN
265	16112 24324	   	194.04	DCR|2AART|2DMG|1VULN|1ZMB	1ZMB|23AART|4RCVC|5LWND|6RCR|7aDMG|8VULN|9MBVNT
266	16116 24124	   	194.04	DCR|2AART|2DMG|1VULN|1ZMB	1ZMB|23AART|4RCVC|5VULN|6RCR|7aDMG|8LWND|9MBVNT
267	16116 24324	   	194.04	DCR|2AART|2DMG|1VULN|1ZMB	1ZMB|23AART|4RCVC|5VULN|6RCR|7aDMG|8BEXP|9MBVNT
268	22113 61351	   	194.02	DCR|2VULN|2DMG|1ASPD|1CDMG	16DMG|28VULN|3CDMG|46CANARM|5RCVC|6BPWR|7ASPD|9RCR|aERES
269	22113 61355	   	194.02	DCR|2VULN|2DMG|1ASPD|1CDMG|1MSE	16DMG|28VULN|3CDMG|46CANARM|5RCVC|6BPWR|7ASPD|9RCR|aMSE
270	12426 73222	   	194.00	DCR|2VULN|2ASPD|1DMG|2ZMB|1DUR	17ZMB|27VULN|3DUST|4MBVNT|5LIT|67ASPD|7BPWR|8DMG|9RCR|aDUR
271	16152 24332	   	193.95	DCR|2VULN|2AART|1DMG|1ZMB	1ZMB|23AART|4AELBLL|5LWND|6RCR|7DMG|89VULN|aERES
272	16152 24333	   	193.95	DCR|2VULN|2AART|1DMG|1ZMB|1MSE	1ZMB|23AART|4AELBLL|5LWND|6RCR|7DMG|89VULN|aMSE
273	16612 12116	 * 	193.90	DCR|1VULN|1AART|1ASPD|1NUKE|1CDMG|1ZMB	1ZMB|2AART|3LIT|4BELT|5CDMG|6RCR|7VULN|8ASPD|9AME|aNUKE
274	16612 12162	   	193.90	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2AART|3LIT|4BELT|5CDMG|6RCR|7VULN|8ASPD|9RPLT|aDMG
275	26261 62231	   	193.86	DCR|2VULN|2AART|1DMG|1CDMG	1DMG|27AART|3DUST|46VULN|5CDMG|8DMSP|9RCR|aLWND
276	23415 24331	 * 	193.81	DCR|2VULN|2CDMG|1ASPD|1DMG|1NUKE|1DUR	1DMG|2RPLT|3NUKE|4DUR|56CDMG|7RCR|8aVULN|9ASPD
277	23433 24331	   	193.81	DCR|2VULN|2CDMG|1ASPD|1DMG|1NUKE|1DUR	1DMG|2RPLT|3NUKE|46CDMG|5DUR|7RCR|8aVULN|9ASPD
278	26261 62232	   	193.76	DCR|2VULN|2AART|1DMG|1CDMG	1DMG|27AART|3aDUST|46VULN|5CDMG|8DMSP|9RCR
279	26261 62233	   	193.76	DCR|2VULN|2AART|1DMG|1CDMG	1DMG|27AART|3DUST|46VULN|5CDMG|8DMSP|9RCR|aERES
280	26616 13311	   	193.73	DCR|2VULN|2DMG|1AART|1DUR	18DMG|2AART|3LIT|4BELT|58VULN|6RCR|78CGEN|8BPWR|9DUR|aMLV
281	26616 13313	   	193.73	DCR|2VULN|2DMG|1AART|1DUR	18DMG|2AART|3LIT|4BELT|58VULN|6RCR|78CGEN|8BPWR|9DUR|aFEWX
282	61323 61163	   	193.69	DCR|3VULN|2ASPD|2CDMG	148VULN|2DMSP|3RPLT|5AME|68CDMG|78ASPD|8BPWR|9RCR|aTLV
283	23165 32323	   	193.63	DCR|2VULN|2DMG|1AART|1DUR	1aDMG|2RPLT|3DUST|4aVENFST|5DUR|6RCR|7AELBLL|8AART|9aVULN|aBPWR
284	16152 24322	   	193.63	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB	1ZMB|23AART|4AELBLL|5LWND|6RCR|7DMG|8VULN|9MBVNT|aASPD
285	16142 24324	   	193.61	DCR|2AART|2DMG|1VULN|1ZMB	1ZMB|23AART|4LWND|5RCVC|6RCR|7aDMG|8VULN|9MBVNT
286	22115 64614	 * 	193.59	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1DMG|2VULN|3CDMG|4CANARM|5MBVNT|6BEXP|79ASPD|8RCR|aAART
287	16335 24132	   	193.53	DCR|2AART|1VULN|1DMG|1ASPD|1ZMB	1ZMB|24AART|3TLV|5ERES|6RCR|7DMG|8LWND|9VULN|aASPD
288	16335 24332	   	193.53	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB	1ZMB|24AART|3TLV|5ERES|6RCR|7DMG|8BEXP|9VULN|aASPD
289	12141 51283	   	193.44	DCR|2VULN|1AART|1DMG|1CDMG|2ZMB	16ZMB|29VULN|3CDMG|4MBVNT|56LHND|6BPWR|7AART|8RCR|aDMG
290	23115 32323	   	193.43	DCR|2VULN|2DMG|1AART|1DUR	1aDMG|2RPLT|3DUST|4aMSLREG|5DUR|6RCR|7AELBLL|8AART|9aVULN|aBPWR
291	63213 61124	   	193.35	DCR|3VULN|2ASPD|2CDMG|1SELL	158VULN|25ERES|3LEGI|4SELL|58BPWR|68CDMG|78ASPD|9RCR|aCGEN
292	12145 81212	   	193.34	DCR|2VULN|1AART|1ASPD|1CDMG|2ZMB	19ZMB|25VULN|3CDMG|4MBVNT|6LWND|7AART|8RCR|aASPD
293	63213 61123	   	193.25	DCR|3VULN|2ASPD|2CDMG|1SELL	158VULN|25ERES|3LEGI|4SELL|58BPWR|68CDMG|78ASPD|9RCR|aTLV
294	63213 61126	   	193.25	DCR|3VULN|2ASPD|2CDMG|1SELL	158VULN|25ERES|3LEGI|4SELL|58BPWR|68CDMG|78ASPD|9RCR|aDUST
295	63214 61123	   	193.25	DCR|3VULN|2ASPD|2CDMG|1SELL	158VULN|2ERES|3LEGI|4SELL|68CDMG|78ASPD|8BPWR|9RCR|aTLV
296	12266 62323	   	193.04	DCR|2DMG|1MDPS|1AART|1VULN|1ASPD|1ZMB	1ZMB|2VULN|3LEGI|4MDPS|5ASPD|68DMG|7RCR|9BEXP|aAART
297	24124 21125	 * 	192.87	DCR|2VULN|2DMG|2ASPD|2AAC	18DMG|2CGEN|3RMIN|4aAAC|5DMSP|68VULN|78ASPD|8BPWR|9RCR
298	16112 24342	   	192.80	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ZMB|23AART|4RCVC|5LWND|6RCR|7DMG|8VULN|9LIT|aCDMG
299	12431 15234	   	192.78	DCR|2VULN|2DMG|1MDPS|1AART|2ZMB	1aZMB|2aVULN|3DUST|4MULFIG|5aDMG|6MDPS|7RPLT|8AART|9RCR|aBPWR
300	16112 24325	   	192.70	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ZMB|23AART|4RCVC|5LWND|6RCR|7DMG|8VULN|9MBVNT|aCDMG
301	16116 23324	   	192.70	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ZMB|23AART|4RCVC|5VULN|6RCR|7FEWX|8ERES|9CDMG|aDMG
302	24522 15121	   	192.63	DCR|2VULN|2DMG|2CDMG|2DUR|1SELL	18DMG|28CGEN|35DUR|4aCDMG|68VULN|7SELL|8BPWR|9RCR
303	16116 21324	   	192.60	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ZMB|23AART|4RCVC|5VULN|6RCR|7DUST|8ERES|9CDMG|aDMG
304	12228 43432	   	192.58	DCR|2VULN|2ASPD|1DMG|1ZMB|1DUR	1ZMB|27VULN|3LEGI|4MBVNT|5DMG|69ASPD|8RCR|aDUR
305	12428 43432	   	192.58	DCR|2VULN|2ASPD|1DMG|1ZMB|1DUR	1ZMB|27VULN|3DUST|4MBVNT|5DMG|69ASPD|8RCR|aDUR
306	12142 81282	   	192.58	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1ZMB|29VULN|3CDMG|4MBVNT|5RCVC|6LWND|7AART|8RCR|aASPD
307	16111 16274	   	192.51	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB	1ZMB|23AART|4RCVC|5MBVNT|6DMG|7RPLT|8RCR|9VULN|aASPD
308	23221 11322	   	192.46	DCR|3DMG|1MDPS|1VULN|1AART|1ASPD	178DMG|2RPLT|3RMIN|4VULN|5MDPS|6ASPD|9AART|aRCR
309	23521 11322	   	192.46	DCR|3DMG|1MDPS|1VULN|1AART|1ASPD	178DMG|2RPLT|3AME|4VULN|5MDPS|6ASPD|9AART|aRCR
310	25522 15121	   	192.43	DCR|2VULN|2DMG|2CDMG|2DUR|1SELL	18DMG|28ERES|35DUR|4aCDMG|68VULN|7SELL|8BPWR|9RCR
