0	Index      	 *	Score 	Summary	Detail	
1	62342 43713	 * 	217.01	DCR|4VULN|2DMG|2DUR|1ZMB	1589VULN|29DUR|3DLOT|4MBVNT|69DMG|7RCR|9BPWR|aZMB
159	63121 23212	   	194.02	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1VULN|2ASPD|39DMG|4DUR|5CDMG|6RMIN|7RCR|8ZMB|aDMSP
160	63121 23223	   	194.02	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1VULN|2ASPD|3aDMG|4DUR|5CDMG|6RMIN|7RCR|8ZMB|9FEWX
161	63121 23235	   	194.02	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1VULN|2ASPD|3aDMG|4DUR|5CDMG|6RMIN|7RCR|8ZMB|9RCVC
162	63121 23265	   	194.02	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1VULN|2ASPD|3aDMG|4DUR|5CDMG|69RMIN|7RCR|8ZMB
163	63121 43211	   	194.02	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1VULN|2ASPD|39DMG|4DUR|5CDMG|6CGEN|7RCR|8ZMB|aRCVC
164	63121 43212	   	194.02	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1VULN|2ASPD|39DMG|4DUR|5CDMG|6CGEN|7RCR|8ZMB|aDMSP
165	63121 43235	   	194.02	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1VULN|2ASPD|3aDMG|4DUR|5CDMG|6CGEN|7RCR|8ZMB|9RCVC
166	63151 23233	   	194.02	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1VULN|2ASPD|3aDMG|4BEXP|5CDMG|6RMIN|7RCR|8ZMB|9DUR
167	63151 23211	   	194.02	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1VULN|2ASPD|39DMG|4BEXP|5CDMG|6RMIN|7RCR|8ZMB|aDUR
168	63151 43211	   	194.02	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1VULN|2ASPD|39DMG|4BEXP|5CDMG|6CGEN|7RCR|8ZMB|aDUR
169	63161 23211	   	193.92	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1VULN|2ASPD|39DMG|4DUST|5CDMG|6RMIN|7RCR|8ZMB|aDUR
170	63161 43211	   	193.92	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1VULN|2ASPD|39DMG|4DUST|5CDMG|6CGEN|7RCR|8ZMB|aDUR
171	63121 23123	 * 	193.91	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	19VULN|2ASPD|3DMG|4DUR|5aCDMG|6RMIN|7RCR|8VENFST
172	63121 43123	   	193.91	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	19VULN|2ASPD|3DMG|4DUR|5aCDMG|6CGEN|7RCR|8MULFIG
173	62213 25632	   	193.83	DCR|3VULN|1DMG|1CDMG|2DUR|1ZMB	138VULN|29DUR|4RPLT|5DMG|6ZMB|7CDMG|aRCR
174	13111 45424	   	193.82	DCR|2VULN|2ASPD|1AART|1DMG	1LWND|29ASPD|3DMG|4RPLT|5AART|6MBVNT|78VULN|aRCR
175	63113 63116	   	193.76	DCR|2VULN|2DMG|1ASPD|1CDMG	16VULN|2ASPD|35DMG|4RPLT|7RMIN|8RCR|9DMSP|aCDMG
176	62224 53211	   	193.73	DCR|3VULN|1DMG|1CDMG|2DUR|1ZMB	139VULN|24DUR|5ERES|6CDMG|7ZMB|8DMG|aRCR
177	63516 21331	   	193.69	DCR|3VULN|2ASPD|1AART	156VULN|23ASPD|4LIT|7AELBLL|8AART|9RCR|aBEXP
178	63516 21332	   	193.69	DCR|3VULN|2ASPD|1AART	156VULN|23ASPD|4LIT|7AELBLL|8AART|9RCR|aLWND
179	63516 21333	   	193.69	DCR|3VULN|2ASPD|1AART	156VULN|23ASPD|4LIT|7AELBLL|8AART|9RCR|aCGEN
180	12221 42133	   	193.68	DCR|3VULN|1AART|1ASPD|1DUR	1LWND|2DUR|39aVULN|4BEXP|5AART|6RCR|7DUST|8ASPD
181	16221 44133	   	193.68	DCR|3VULN|1AART|1ASPD|1DUR	1LWND|2DUST|39aVULN|4BEXP|5AART|6RCR|7DUR|8ASPD
182	33422 53324	 * 	193.66	DCR|2VULN|2AART|1ASPD|1CDMG	1ERES|2DUST|36AART|4TSLFST|5CDMG|7aVULN|8ASPD|9RCR
183	23122 66331	 * 	193.65	ACR|3VULN|2ASPD|1AART|1CDMG	1RCR|2CGEN|36ASPD|4AART|579VULN|8LWND|aCDMG
184	25222 62423	   	193.50	ACR|3VULN|2DMG|1ASPD|1CDMG	1RCR|2RPLT|379VULN|4MULFIG|57DMG|67CGEN|7BPWR|8ASPD|aCDMG
185	23122 16335	   	193.47	ACR|3VULN|2AART|2ASPD	1RCR|2CGEN|3aASPD|46AART|579VULN|8LWND
186	21224 42232	   	193.44	ACR|4VULN|2ASPD|1AART	1RCR|2RMIN|3aAME|4AART|5aASPD|689aVULN|7DMSP|aBPWR
187	21424 42113	   	193.33	ACR|2VULN|2DMG|1AART|1ASPD|1ZMB	1RCR|2RMIN|39DMG|4AART|5ASPD|69VULN|7DMSP|89DUST|9BPWR|aZMB
188	21522 55431	   	193.28	ACR|2VULN|2ASPD|1AART|1DMG|2DUR	1RCR|26RMIN|38VULN|48DUR|58ASPD|7MBVNT|8BPWR|9AART|aDMG
189	26251 11331	   	193.23	ACR|2VULN|2DMG|1AART|1ASPD|1ZMB	1RCR|2DUST|37VULN|4aDMG|5ZMB|6ASPD|8RMIN|9AART
190	62431 35313	   	193.19	DCR|3VULN|1AART|2CDMG|1DUR	167VULN|2DUR|39DUST|4aCDMG|5AART|8RCR
191	63113 63135	   	193.16	DCR|3DMG|2VULN|1ASPD	16VULN|2ASPD|35aDMG|4RPLT|7RMIN|8RCR|9AME
192	31241 43621	   	193.14	DCR|3VULN|2DMG|1ASPD	17ERES|257VULN|3TSLARM|4TLV|67DMG|7BPWR|8CGEN|9RCR|aASPD
193	13113 15453	   	193.06	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1LWND|2ASPD|35DMG|4RPLT|6LEGI|7CDMG|8VULN|9AART|aRCR
194	23122 11332	   	193.00	ACR|3VULN|2AART|1ASPD|2ZMB	1RCR|2aCGEN|3ASPD|46AART|59aVULN|7aZMB|8DMSP|aBPWR
195	24125 62232	   	193.00	ACR|3VULN|2AART|1ASPD|2ZMB	1RCR|2aAME|3ASPD|46AART|5RCVC|79aVULN|8aZMB|aBPWR
196	26121 12643	 * 	192.84	ACR|2DMG|2ASPD|1AART|1VULN|1CDMG|1SELL	1RCR|28DUST|38DMG|4AART|58ASPD|6DMSP|7SELL|8BPWR|9VULN|aCDMG
197	62161 11232	   	192.78	DCR|2VULN|2ASPD|1DMG|1ZMB|1DUR	17VULN|2DUR|3DMG|4BEXP|5ZMB|6aASPD|8RCR|9SNIFST
198	63156 31232	   	192.78	DCR|2VULN|2ASPD|1DMG|1ZMB|1DUR	17VULN|2aASPD|3DMG|4BEXP|5ZMB|6DUR|8RCR|9SNIFST
199	26121 12641	 * 	192.66	ACR|2AART|2DMG|2ASPD|1VULN|1SELL	1RCR|28DUST|38DMG|4aAART|58ASPD|6DMSP|7SELL|8BPWR|9VULN
200	63515 22331	 * 	192.36	DCR|3ASPD|1VULN|2CDMG|1DMG	1VULN|239ASPD|4LIT|5DMG|6LHND|7RCR|8aCDMG
201	62223 12563	 * 	192.36	DCR|3VULN|1ASPD|1DMG|3DUR	135VULN|249DUR|6DMG|7ASPD|8DMSP|aRCR
202	62433 33361	 * 	192.30	DCR|2VULN|2DMG|3DUR|1CDMG	1aVULN|29aDUR|3DUST|4CDMG|5aDMG|6MBVNT|7RMIN|8RCR|aBPWR
203	63553 22211	 * 	192.27	DCR|3VULN|2ASPD|1NUKE|1CDMG|1DUR	159VULN|23ASPD|4ERES|6CDMG|7DUR|8NUKE|aRCR
204	26251 11543	 * 	192.22	ACR|3VULN|2ASPD|1DMG|1ZMB|1DUR	1RCR|29DUST|379VULN|4DMG|5ZMB|69ASPD|8MBVNT|9BPWR|aDUR
205	12221 41366	   	192.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1LWND|2DUR|3aVULN|4BEXP|5AART|6RCR|7CDMG|8LIT|9ASPD
206	63111 22411	   	192.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	17VULN|2ASPD|3DMG|4RPLT|5AART|6CGEN|8RCR|9BEXP|aDUR
207	63111 22421	   	192.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	17VULN|2ASPD|3DMG|4RPLT|5AART|6CGEN|8RCR|9FEWX|aDUR
208	63111 31411	   	192.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	16VULN|2ASPD|3DMG|4RPLT|5AART|7MLV|8RCR|9BEXP|aDUR
209	63111 31421	   	192.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	16VULN|2ASPD|3DMG|4RPLT|5AART|7MLV|8RCR|9FEWX|aDUR
210	63111 32411	   	192.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	16VULN|2ASPD|3DMG|4RPLT|5AART|7CGEN|8RCR|9BEXP|aDUR
211	63111 32421	   	192.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	16VULN|2ASPD|3DMG|4RPLT|5AART|7CGEN|8RCR|9FEWX|aDUR
212	25211 11631	 * 	191.99	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1RCR|2RPLT|36VULN|4ASPD|5CGEN|7ZMB|8CDMG|9AART|aDMG
213	12231 61244	 * 	191.96	DCR|4VULN|2CDMG|3DUR	18LWND|257DUR|3689VULN|48CDMG|8BPWR|aRCR
214	12221 42135	   	191.92	DCR|2VULN|2AART|1ASPD|1DUR	1LWND|2DUR|39VULN|4BEXP|5aAART|6RCR|7DUST|8ASPD
215	12513 22231	   	191.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1LWND|2DUR|3ASPD|4LHND|5DUST|69VULN|7AART|8RCR|aDMG
216	12563 22231	   	191.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1LWND|2DUR|3ASPD|4BEXP|5DUST|69VULN|7AART|8RCR|aDMG
217	13413 22231	   	191.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1LWND|2ASPD|3DUR|4LHND|5DUST|69VULN|7AART|8RCR|aDMG
218	13463 22231	   	191.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1LWND|2ASPD|3DUR|4BEXP|5DUST|69VULN|7AART|8RCR|aDMG
219	25213 11631	   	191.89	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1RCR|2RPLT|36VULN|4ASPD|5TLV|7ZMB|8CDMG|9AART|aDMG
220	23122 16351	 * 	191.89	ACR|2VULN|2AART|2ASPD|1CDMG	1RCR|2CGEN|39ASPD|46AART|57VULN|8LWND|aCDMG
221	24124 62331	   	191.89	ACR|2VULN|2AART|2ASPD|1CDMG	1RCR|2AME|35ASPD|46AART|79VULN|8LWND|aCDMG
222	63151 23251	   	191.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1VULN|2ASPD|3DMG|4BEXP|5CDMG|6RMIN|7RCR|8ZMB|9BASFIG|aAART
223	12252 42532	   	191.76	DCR|2VULN|1AART|1ASPD|1DMG|1DUR|1SELL	1LWND|2DUR|3aVULN|4DMG|5ASPD|6AART|7AME|8RCR|9SELL
224	62112 42532	   	191.76	DCR|2VULN|1AART|1ASPD|1DMG|1DUR|1SELL	1aVULN|2DUR|3DMG|4LHND|5ASPD|6AART|7AME|8RCR|9SELL
225	63113 63134	   	191.73	DCR|2VULN|2DMG|2ASPD	16VULN|2aASPD|35DMG|4RPLT|7RMIN|8RCR|9AME
226	63121 23533	   	191.72	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	1aVULN|2ASPD|3DMG|48DUR|5CDMG|6RMIN|7RCR|9AME
227	63161 23251	   	191.70	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1VULN|2ASPD|3DMG|4DUST|5CDMG|6RMIN|7RCR|8ZMB|9BASFIG|aAART
228	63133 32621	   	191.63	DCR|2VULN|2DMG|2ASPD	16VULN|27ASPD|35DMG|46ERES|6BPWR|8RCR|9DMSP|aLIT
229	63133 32622	   	191.63	DCR|2VULN|2DMG|2ASPD	16VULN|27ASPD|35DMG|46ERES|6BPWR|8RCR|9DMSP|aFEWX
230	63133 32624	   	191.63	DCR|2VULN|2DMG|2ASPD	16VULN|27ASPD|35DMG|46ERES|6BPWR|8RCR|9DMSP|aBELT
231	63133 32641	   	191.63	DCR|2VULN|2DMG|2ASPD	16VULN|27ASPD|35DMG|46ERES|6BPWR|8RCR|9BEXP|aRMIN
232	63133 32642	   	191.63	DCR|2VULN|2DMG|2ASPD	16VULN|27ASPD|35DMG|46ERES|6BPWR|8RCR|9BEXP|aFEWX
233	63133 32652	   	191.63	DCR|2VULN|2DMG|2ASPD	16VULN|27ASPD|35DMG|46ERES|6BPWR|8RCR|9AME|aCGEN
234	63133 32662	   	191.63	DCR|2VULN|2DMG|2ASPD	16VULN|27ASPD|35DMG|46ERES|6BPWR|8RCR|9aCGEN
235	63121 23543	   	191.62	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	1aVULN|2ASPD|3DMG|48DUR|5CDMG|6RMIN|7RCR|9ERES
236	35133 63263	 * 	191.60	DCR|5VULN|1ASPD	127ERES|27BPWR|3RMIN|4578aVULN|6RCR|9ASPD
237	62342 12214	   	191.58	DCR|3VULN|1AART|1ASPD|1DUR	15aVULN|2DUR|3DLOT|4MBVNT|6AART|7RCR|8ASPD|9BELT
238	62342 12225	   	191.58	DCR|3VULN|1AART|1ASPD|1DUR	15aVULN|2DUR|3DLOT|4MBVNT|6AART|7RCR|8ASPD|9DMSP
239	62342 12283	   	191.58	DCR|3VULN|1AART|1ASPD|1DUR	15aVULN|2DUR|3DLOT|4MBVNT|6AART|7RCR|8ASPD|9RMIN
240	62342 43335	   	191.58	DCR|3VULN|1AART|1DMG|1DUR	15aVULN|2DUR|3DLOT|4MBVNT|6DMG|7RCR|8LIT|9AART
241	21414 23216	 * 	191.54	ACR|3VULN|3DMG|1MDPS|3DUR	1RCR|29RMIN|38aDMG|4RPLT|5MDPS|68aDUR|78aVULN|8aBPWR
242	63133 32611	   	191.53	DCR|2VULN|2DMG|2ASPD	16VULN|27ASPD|35DMG|46ERES|6BPWR|8RCR|9DUST|aRMIN
243	63133 32612	   	191.53	DCR|2VULN|2DMG|2ASPD	16VULN|27ASPD|35DMG|46ERES|6BPWR|8RCR|9DUST|aFEWX
244	63133 32615	   	191.53	DCR|2VULN|2DMG|2ASPD	16VULN|27ASPD|35DMG|46ERES|6BPWR|8RCR|9DUST|aBEXP
245	63133 32625	   	191.53	DCR|2VULN|2DMG|2ASPD	16VULN|27ASPD|35DMG|46ERES|6BPWR|8RCR|9DMSP|aDUST
246	63133 32626	   	191.53	DCR|2VULN|2DMG|2ASPD	16VULN|27ASPD|35DMG|46ERES|6BPWR|8RCR|9DMSP|aTLV
247	63133 32651	   	191.53	DCR|2VULN|2DMG|2ASPD	16VULN|27ASPD|35DMG|46aERES|6BPWR|8RCR|9AME
248	63133 32661	   	191.53	DCR|2VULN|2DMG|2ASPD	16VULN|27ASPD|35DMG|46aERES|6BPWR|8RCR|9CGEN
249	63133 32663	   	191.53	DCR|2VULN|2DMG|2ASPD	16VULN|27ASPD|35DMG|46ERES|6BPWR|8RCR|9CGEN|aDUST
250	63112 13164	 * 	191.50	DCR|4VULN|1MDPS|1ASPD|1DMG	168aVULN|2ASPD|3DMG|4RPLT|5CGEN|7MDPS|9RCR
251	62342 12233	   	191.48	DCR|3VULN|1AART|1ASPD|1DUR	15aVULN|2DUR|3DLOT|4MBVNT|6AART|7RCR|8ASPD|9TLV
252	62342 12253	   	191.48	DCR|3VULN|1AART|1ASPD|1DUR	15aVULN|2DUR|3DLOT|4MBVNT|6AART|7RCR|8ASPD|9ERES
253	62131 32213	 * 	191.43	DCR|2VULN|2DMG|2CDMG|1DUR	1aVULN|2DUR|39DMG|4CGEN|58CDMG|6BEXP|7RCR
254	62151 32213	   	191.43	DCR|2VULN|2DMG|2CDMG|1DUR	1aVULN|2DUR|39DMG|4AME|58CDMG|6BEXP|7RCR
255	63133 32631	   	191.43	DCR|2VULN|2DMG|2ASPD|1MSE	16VULN|27ASPD|35DMG|46ERES|6BPWR|8RCR|9MSE|aRMIN
256	63133 32632	   	191.43	DCR|2VULN|2DMG|2ASPD|1MSE	16VULN|27ASPD|35DMG|46ERES|6BPWR|8RCR|9MSE|aFEWX
257	63133 32634	   	191.43	DCR|2VULN|2DMG|2ASPD|1DUR|1MSE	16VULN|27ASPD|35DMG|46ERES|6BPWR|8RCR|9MSE|aDUR
258	63133 32635	   	191.43	DCR|2VULN|2DMG|2ASPD|1MSE	16VULN|27ASPD|35DMG|46ERES|6BPWR|8RCR|9MSE|aBEXP
259	63133 32636	   	191.43	DCR|2VULN|2DMG|2ASPD|1ZMB|1MSE	16VULN|27ASPD|35DMG|46ERES|6BPWR|8RCR|9MSE|aZMB
260	63114 31254	   	191.34	DCR|3VULN|2DMG|1MDPS|1ASPD	189VULN|2ASPD|38DMG|4RPLT|5MDPS|68FEWX|7MBVNT|8BPWR|aRCR
261	62223 13134	   	191.31	DCR|3VULN|1ASPD|1DMG|2DUR	135VULN|24DUR|6DMG|7RPLT|8RCR|9AME|aASPD
262	63113 63344	   	191.24	DCR|3VULN|2DMG|1ASPD	168VULN|2ASPD|35DMG|4RPLT|7RMIN|9MBVNT|aRCR
263	62223 13144	   	191.21	DCR|3VULN|1ASPD|1DMG|2DUR	135VULN|24DUR|6DMG|7RPLT|8RCR|9ERES|aASPD
264	21421 14131	 * 	191.20	ACR|2VULN|2DMG|1MDPS|1AART|1ASPD|1DUR	1RCR|2RMIN|3aDMG|4AART|5MDPS|69VULN|7DUR|8ASPD
265	31236 22424	   	191.19	DCR|3VULN|1AART|2CDMG|1DUR	1ERES|26aVULN|3TSLARM|4DUR|56CDMG|6BPWR|7TLV|8AART|9RCR
266	21511 14612	   	191.15	ACR|3VULN|2ASPD|1AART|2ZMB	1RCR|2RMIN|389VULN|4LHND|59ZMB|69ASPD|7AART|9BPWR|aLWND
267	22252 14612	   	191.15	ACR|3VULN|2ASPD|1AART|2DUR	1RCR|2DMSP|39DUR|4BEXP|589VULN|69ASPD|7AART|9BPWR|aLWND
268	23122 61332	   	191.15	ACR|3VULN|2ASPD|1AART|2ZMB	1RCR|2aCGEN|36ASPD|4AART|59aVULN|7aZMB|8DMSP|aBPWR
269	23124 42232	   	191.15	ACR|3VULN|2ASPD|1AART|2ZMB	1RCR|26aCGEN|35ASPD|4AART|79aVULN|8aZMB|aBPWR
270	63114 11254	   	191.14	DCR|3VULN|2DMG|1MDPS|1ASPD	189VULN|2ASPD|38DMG|4RPLT|5MDPS|68DUST|7MBVNT|8BPWR|aRCR
271	12131 62214	 * 	191.11	DCR|2DMG|1VULN|2CDMG|1ASPD|1DUR	1LWND|2DUR|39DMG|4CGEN|58CDMG|6VULN|7RCR|aASPD
272	12151 62214	   	191.11	DCR|2DMG|1VULN|2CDMG|1ASPD|1DUR	1LWND|2DUR|39DMG|4AME|58CDMG|6VULN|7RCR|aASPD
273	63121 23134	   	191.11	DCR|2DMG|1VULN|2CDMG|1ASPD|1DUR	1VULN|2ASPD|3aDMG|4DUR|59CDMG|6RMIN|7RCR|8VENFST
274	63121 43134	   	191.11	DCR|2DMG|1VULN|2CDMG|1ASPD|1DUR	1VULN|2ASPD|3aDMG|4DUR|59CDMG|6CGEN|7RCR|8MULFIG
275	62131 32214	   	191.11	DCR|2DMG|1VULN|2CDMG|1ASPD|1DUR	1VULN|2DUR|39DMG|4CGEN|58CDMG|6BEXP|7RCR|aASPD
276	62151 32214	   	191.11	DCR|2DMG|1VULN|2CDMG|1ASPD|1DUR	1VULN|2DUR|39DMG|4AME|58CDMG|6BEXP|7RCR|aASPD
277	62431 35321	   	191.11	DCR|3VULN|1AART|1CDMG|2DUR	167VULN|2aDUR|3DUST|4CDMG|5AART|8RCR|9RMIN
278	21511 14611	   	191.05	ACR|3VULN|2ASPD|1AART|2ZMB	1RCR|2RMIN|389VULN|4LHND|59ZMB|69ASPD|7AART|9BPWR|aERES
279	21531 14612	   	191.05	ACR|3VULN|2ASPD|1AART|2ZMB	1RCR|2RMIN|389VULN|4DUST|59ZMB|69ASPD|7AART|9BPWR|aLWND
280	22232 14612	   	191.05	ACR|3VULN|2ASPD|1AART|2DUR	1RCR|2DMSP|39DUR|4DUST|589VULN|69ASPD|7AART|9BPWR|aLWND
281	22232 14614	   	191.05	ACR|3VULN|2ASPD|1AART|2DUR	1RCR|2DMSP|39DUR|4DUST|589VULN|69ASPD|7AART|9BPWR|aAME
282	22232 14616	   	191.05	ACR|3VULN|2ASPD|1AART|2DUR	1RCR|2DMSP|39DUR|4DUST|589VULN|69ASPD|7AART|9BPWR|aBEXP
283	22252 14611	   	191.05	ACR|3VULN|2ASPD|1AART|2DUR	1RCR|2DMSP|39DUR|4BEXP|589VULN|69ASPD|7AART|9BPWR|aERES
284	63121 43613	   	191.01	DCR|2DMG|1VULN|2CDMG|1ASPD|1DUR	1VULN|2ASPD|39DMG|4DUR|5aCDMG|6CGEN|7RCR|8ERES
285	62131 12214	   	191.01	DCR|2DMG|1VULN|2CDMG|1ASPD|1DUR	1VULN|2DUR|39DMG|4CGEN|58CDMG|6LEGI|7RCR|aASPD
286	62151 12214	   	191.01	DCR|2DMG|1VULN|2CDMG|1ASPD|1DUR	1VULN|2DUR|39DMG|4AME|58CDMG|6LEGI|7RCR|aASPD
287	21531 14611	   	190.95	ACR|3VULN|2ASPD|1AART|2ZMB	1RCR|2RMIN|389VULN|4DUST|59ZMB|69ASPD|7AART|9BPWR|aERES
288	22232 14611	   	190.95	ACR|3VULN|2ASPD|1AART|2DUR	1RCR|2DMSP|39DUR|4DUST|589VULN|69ASPD|7AART|9BPWR|aERES
289	12251 11564	   	190.68	DCR|2VULN|2ASPD|1DMG|1ZMB|1DUR	1LWND|2DUR|37VULN|4DMG|5ZMB|6aASPD|8MBVNT|9RCR
290	62111 11564	   	190.68	DCR|2VULN|2ASPD|1DMG|1ZMB|1DUR	17VULN|2DUR|3DMG|4LHND|5ZMB|6aASPD|8MBVNT|9RCR
291	63121 23234	   	190.65	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2aASPD|3DMG|4DUR|5CDMG|6RMIN|7RCR|8ZMB|9RCVC
292	63121 23264	   	190.65	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2aASPD|3DMG|4DUR|5CDMG|69RMIN|7RCR|8ZMB
293	63121 43234	   	190.65	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2aASPD|3DMG|4DUR|5CDMG|6CGEN|7RCR|8ZMB|9RCVC
294	63133 53814	   	190.58	DCR|2VULN|2DMG|1ASPD|1ZMB	19VULN|2ASPD|35DMG|4ERES|6MBVNT|7ZMB|8SPLREG|aRCR
295	63511 22351	   	190.55	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|23ASPD|4LIT|5DUR|6TLV|7RCR|8CDMG|9ZMB|aDMG
296	21522 15482	 * 	190.53	ACR|3VULN|3ASPD|2DUR|1ZMB	1RCR|2RMIN|38aVULN|48DUR|568ASPD|7MBVNT|8BPWR|9ZMB
297	21224 42432	 * 	190.52	ACR|3VULN|3ASPD|1AART	1RCR|2RMIN|3aAME|4AART|58aASPD|69aVULN|7DMSP|aBPWR
298	32143 32547	   	190.48	DCR|3ASPD|2VULN|1AART|1AAC	1aERES|2AAC|3TLV|49aASPD|5aVULN|6MBVNT|7AART|8RCR|aBPWR
299	63111 22413	   	190.48	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	17VULN|2ASPD|3DMG|4RPLT|5AART|6CGEN|8RCR|9BEXP|aAAC
300	63111 22423	   	190.48	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	17VULN|2ASPD|3DMG|4RPLT|5AART|6CGEN|8RCR|9FEWX|aAAC
301	63111 31413	   	190.48	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	16VULN|2ASPD|3DMG|4RPLT|5AART|7MLV|8RCR|9BEXP|aAAC
302	63111 31423	   	190.48	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	16VULN|2ASPD|3DMG|4RPLT|5AART|7MLV|8RCR|9FEWX|aAAC
303	63111 32413	   	190.48	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	16VULN|2ASPD|3DMG|4RPLT|5AART|7CGEN|8RCR|9BEXP|aAAC
304	63111 32423	   	190.48	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	16VULN|2ASPD|3DMG|4RPLT|5AART|7CGEN|8RCR|9FEWX|aAAC
305	21512 12413	   	190.42	ACR|3VULN|3ASPD|1AART|1AAC	1RCR|2RMIN|39aVULN|49LHND|569ASPD|7AART|8AAC|9BPWR
306	63111 22433	   	190.38	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1MSE	17VULN|2ASPD|3DMG|4RPLT|5AART|6CGEN|8RCR|9MSE|aAAC
307	63111 22461	   	190.38	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	17VULN|2ASPD|3DMG|4RPLT|5AART|6CGEN|8RCR|9AAC|aLIT
308	63111 22462	   	190.38	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1MSE	17VULN|2ASPD|3DMG|4RPLT|5AART|6CGEN|8RCR|9AAC|aMSE
309	63111 22463	   	190.38	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	17VULN|2ASPD|3DMG|4RPLT|5AART|6CGEN|8RCR|9AAC|aBEXP
310	63111 31433	   	190.38	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1MSE	16VULN|2ASPD|3DMG|4RPLT|5AART|7MLV|8RCR|9MSE|aAAC
311	63111 31461	   	190.38	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	16VULN|2ASPD|3DMG|4RPLT|5AART|7MLV|8RCR|9AAC|aLIT
312	63111 31462	   	190.38	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1MSE	16VULN|2ASPD|3DMG|4RPLT|5AART|7MLV|8RCR|9AAC|aMSE
313	63111 31463	   	190.38	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	16VULN|2ASPD|3DMG|4RPLT|5AART|7MLV|8RCR|9AAC|aBEXP
314	63111 32433	   	190.38	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1MSE	16VULN|2ASPD|3DMG|4RPLT|5AART|7CGEN|8RCR|9MSE|aAAC
315	63111 32461	   	190.38	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	16VULN|2ASPD|3DMG|4RPLT|5AART|7CGEN|8RCR|9AAC|aLIT
316	63111 32462	   	190.38	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1MSE	16VULN|2ASPD|3DMG|4RPLT|5AART|7CGEN|8RCR|9AAC|aMSE
317	63111 32463	   	190.38	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	16VULN|2ASPD|3DMG|4RPLT|5AART|7CGEN|8RCR|9AAC|aBEXP
318	23122 66335	   	190.32	ACR|3VULN|3ASPD|1AART	1RCR|2CGEN|36aASPD|4AART|579VULN|8LWND
