0	Index      	 *	Score 	Summary	Detail	
1	42422 12263	 * 	203.63	DCR|3VULN|1AART|1ASPD|1DMG	1DMSP|24LHND|345VULN|4BPWR|6ASPD|7RCR|8CGEN|9AART|aDMG
159	15453 12323	   	180.17	DCR|2VULN|1ASPD|1DMG|1CDMG	17BEXP|2CDMG|3FEWX|4aVULN|5ASPD|6RCR|8DMSP|9DMG
160	15453 13323	   	180.17	DCR|2VULN|1ASPD|1DMG|1CDMG	1BEXP|2CDMG|3FEWX|4aVULN|5ASPD|6RCR|78DMSP|9DMG
161	12315 26111	   	180.15	DCR|2VULN|1AART|1ASPD|1DUR|2RMIN	1BEXP|23RMIN|4DUR|5AART|6ASPD|7MULARM|8RCR|9aVULN
162	32335 26111	   	180.15	DCR|2VULN|1AART|1ASPD|1DUR|2RMIN	1DUR|23RMIN|4BEXP|5AART|6ASPD|7MULARM|8RCR|9aVULN
163	26233 13323	   	180.14	DCR|2VULN|1ASPD|1NUKE|1CDMG	1TLV|2ASPD|3CDMG|45VULN|6CGEN|7MSLFST|8RCR|9RMIN|aNUKE
164	26233 23323	   	180.14	DCR|2VULN|1ASPD|1NUKE|1CDMG	1TLV|2ASPD|3CDMG|45VULN|6AME|7MSLFST|8RCR|9RMIN|aNUKE
165	26453 13323	   	180.14	DCR|2VULN|1ASPD|1NUKE|1CDMG	1TLV|2ASPD|35VULN|4CDMG|6CGEN|7MSLFST|8RCR|9RMIN|aNUKE
166	26453 23323	   	180.14	DCR|2VULN|1ASPD|1NUKE|1CDMG	1TLV|2ASPD|35VULN|4CDMG|6AME|7MSLFST|8RCR|9RMIN|aNUKE
167	33536 51332	 * 	180.04	DCR|2AART|2ASPD|1DMG|1DUR	1DUR|2FEWX|38ASPD|49AART|5MBVNT|6RPLT|7RCR|aDMG
168	43321 25162	   	179.88	DCR|2AART|2ASPD|1VULN|1ZMB	1DMSP|2RPLT|3VULN|4ZMB|59AART|6BEXP|78ASPD|aRCR
169	15423 31411	   	179.86	DCR|1VULN|2CDMG|1ASPD|1DMG|1ZMB|1DUR	1BEXP|27CDMG|3FEWX|4DUR|5ASPD|6ZMB|8DMG|9RCR|aVULN
170	34263 31411	   	179.86	DCR|1VULN|2CDMG|1ASPD|1DMG|1ZMB|1DUR	1DUR|2LWND|37CDMG|4FEWX|5ASPD|6ZMB|8DMG|9RCR|aVULN
171	42422 12431	   	179.86	DCR|3VULN|1ASPD|1DMG	1DMSP|24LHND|345VULN|4BPWR|6ASPD|7RCR|8DMG|9AELBLL|aFEWX
172	42422 12433	   	179.86	DCR|3VULN|1DMG|1ASPD	1DMSP|24LHND|345VULN|4BPWR|6ASPD|7RCR|8DMG|9AELBLL|aMLV
173	15622 11412	   	179.79	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2CDMG|3CGEN|4RPLT|59VULN|6ERES|7AART|8RCR|aDMG
174	15622 11413	   	179.79	DCR|2VULN|1AART|1NUKE|1CDMG	1BEXP|2CDMG|3CGEN|4RPLT|59VULN|6ERES|7AART|8RCR|aNUKE
175	15622 31412	   	179.79	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2CDMG|3CGEN|4RPLT|59VULN|6TLV|7AART|8RCR|aDMG
176	15622 31413	   	179.79	DCR|2VULN|1AART|1NUKE|1CDMG	1BEXP|2CDMG|3CGEN|4RPLT|59VULN|6TLV|7AART|8RCR|aNUKE
177	42422 12324	   	179.76	DCR|3VULN|1ASPD|1DMG	1DMSP|24LHND|345VULN|4BPWR|6ASPD|7RCR|8ERES|9DMG|aMLV
178	42422 12326	   	179.76	DCR|3VULN|1ASPD|1DMG	1DMSP|24aLHND|345VULN|4BPWR|6ASPD|7RCR|8ERES|9DMG
179	42422 12432	   	179.76	DCR|3VULN|1DMG|1ASPD	1DMSP|24LHND|345VULN|4BPWR|6ASPD|7RCR|8DMG|9AELBLL|aTSLARM
180	42422 12511	 * 	179.76	DCR|3VULN|1ASPD|1NUKE	1DMSP|24LHND|345VULN|4BPWR|6ASPD|7RCR|8LIT|9ERES|aNUKE
181	26233 13311	   	179.69	DCR|2VULN|1AART|1ASPD|1CDMG	1TLV|2ASPD|3CDMG|45VULN|6CGEN|7MSLFST|8RCR|9AART|aFEWX
182	26233 13314	   	179.69	DCR|2VULN|1AART|1ASPD|1CDMG	1TLV|2ASPD|3CDMG|45VULN|6CGEN|7MSLFST|8RCR|9AART|aVENFST
183	26233 13316	   	179.69	DCR|2VULN|1AART|1ASPD|1CDMG	1TLV|2ASPD|3CDMG|45VULN|6CGEN|7MSLFST|8RCR|9AART|aMLV
184	26233 13335	   	179.69	DCR|2VULN|1AART|1ASPD|1CDMG	1TLV|2ASPD|3CDMG|45VULN|6CGEN|7MSLFST|8RCR|9LWND|aAART
185	26233 23311	   	179.69	DCR|2VULN|1AART|1ASPD|1CDMG	1TLV|2ASPD|3CDMG|45VULN|6AME|7MSLFST|8RCR|9AART|aFEWX
186	26233 23314	   	179.69	DCR|2VULN|1AART|1ASPD|1CDMG	1TLV|2ASPD|3CDMG|45VULN|6AME|7MSLFST|8RCR|9AART|aVENFST
187	26233 23316	   	179.69	DCR|2VULN|1AART|1ASPD|1CDMG	1TLV|2ASPD|3CDMG|45VULN|6AME|7MSLFST|8RCR|9AART|aMLV
188	26233 23335	   	179.69	DCR|2VULN|1AART|1ASPD|1CDMG	1TLV|2ASPD|3CDMG|45VULN|6AME|7MSLFST|8RCR|9LWND|aAART
189	26453 13311	   	179.69	DCR|2VULN|1AART|1ASPD|1CDMG	1TLV|2ASPD|35VULN|4CDMG|6CGEN|7MSLFST|8RCR|9AART|aFEWX
190	26453 23311	   	179.69	DCR|2VULN|1AART|1ASPD|1CDMG	1TLV|2ASPD|35VULN|4CDMG|6AME|7MSLFST|8RCR|9AART|aFEWX
191	45233 23315	   	179.69	DCR|2VULN|1AART|1DMG|1CDMG	1DMSP|2BEXP|3CDMG|45VULN|6TLV|7TSLFST|8RCR|9AART|aDMG
192	42422 12323	   	179.66	DCR|3VULN|1ASPD|1DMG	1DMSP|24LHND|345VULN|4BPWR|6ASPD|7RCR|8ERES|9DMG|aDUST
193	42422 12325	   	179.66	DCR|3VULN|1ASPD|1DMG	1DMSP|24LHND|345VULN|4BPWR|6ASPD|7RCR|8ERES|9DMG|aTLV
194	42422 12413	   	179.66	DCR|3VULN|1ASPD|1DMG	1DMSP|24LHND|345VULN|4BPWR|6ASPD|7RCR|8DMG|9ERES|aDUST
195	33536 13523	 * 	179.65	DCR|2DMG|2ASPD|1AART|1DUR	1DUR|26FEWX|36ASPD|4AART|5MBVNT|6BPWR|7LHND|8RCR|9aDMG
196	46233 23315	   	179.59	DCR|2VULN|1AART|1DMG|1CDMG	1DMSP|2DUST|3CDMG|45VULN|6TLV|7TSLFST|8RCR|9AART|aDMG
197	26233 13313	   	179.59	DCR|2VULN|1AART|1ASPD|1CDMG|1MSE	1TLV|2ASPD|3CDMG|45VULN|6CGEN|7MSLFST|8RCR|9AART|aMSE
198	26233 23313	   	179.59	DCR|2VULN|1AART|1ASPD|1CDMG|1MSE	1TLV|2ASPD|3CDMG|45VULN|6AME|7MSLFST|8RCR|9AART|aMSE
199	26453 13313	   	179.59	DCR|2VULN|1AART|1ASPD|1CDMG|1MSE	1TLV|2ASPD|35VULN|4CDMG|6CGEN|7MSLFST|8RCR|9AART|aMSE
200	26453 23313	   	179.59	DCR|2VULN|1AART|1ASPD|1CDMG|1MSE	1TLV|2ASPD|35VULN|4CDMG|6AME|7MSLFST|8RCR|9AART|aMSE
201	26231 24412	   	179.59	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1TLV|2ASPD|3CDMG|4VULN|5CGEN|6AME|7DUR|8aDMG|9RCR
202	42462 12323	   	179.56	DCR|3VULN|1ASPD|1DMG	1DMSP|2LHND|345VULN|6ASPD|7RCR|8ERES|9DMG|aDUST
203	24431 81513	   	179.51	DCR|2VULN|2AART|1DMG	1TLV|2MBVNT|3CGEN|49VULN|5BEXP|6DMG|7aAART|8RCR
204	33426 12142	 * 	179.51	DCR|2AART|2DMG|1ASPD|1DUR	1DUR|2FEWX|3CGEN|4RPLT|57AART|6aDMG|8ASPD|9RCR
205	26212 33412	   	179.49	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1TLV|2ASPD|3CDMG|4MLV|5ERES|6DUR|7VULN|8aDMG|9RCR
206	23153 34423	 * 	179.44	ACR|3VULN|2DMG|1CDMG|1DUR	1TLV|2RCR|3MLV|4CDMG|56aVULN|7DUR|89DMG
207	26231 13315	   	179.37	DCR|1AART|1VULN|1ASPD|1NUKE|1CDMG	1TLV|2ASPD|3CDMG|4VULN|56CGEN|7MSLFST|8RCR|9AART|aNUKE
208	26231 53315	   	179.27	DCR|1AART|1VULN|1ASPD|1NUKE|1CDMG	16TLV|2ASPD|3CDMG|4VULN|5CGEN|7MSLFST|8RCR|9AART|aNUKE
209	41534 23232	   	179.20	DCR|2VULN|1AART|1ASPD|1CDMG	1DMSP|2ASPD|3RCVC|4AART|59VULN|6CDMG|78CGEN|aRCR
210	24131 61532	 * 	179.19	DCR|2AART|1VULN|1ASPD|1DMG	1TLV|2MBVNT|3MLV|4VULN|5BEXP|6ASPD|79AART|8RCR|aDMG
211	24431 61532	   	179.19	DCR|2AART|1VULN|1ASPD|1DMG	1TLV|2MBVNT|3CGEN|4VULN|5BEXP|6ASPD|79AART|8RCR|aDMG
212	33631 41222	   	179.19	DCR|2VULN|1AART|1DMG|2DUR	18DUR|2FEWX|35VULN|4BEXP|6AART|7RCR|9CGEN|aDMG
213	33631 41223	   	179.19	DCR|2VULN|1AART|1NUKE|2DUR	18DUR|2FEWX|35VULN|4BEXP|6AART|7RCR|9CGEN|aNUKE
214	35453 13323	   	179.14	DCR|1VULN|1AART|2CDMG|1ASPD|1DUR	1DUR|29CDMG|3FEWX|4VULN|5ASPD|6RCR|7LWND|8ERES|aAART
215	24134 71532	   	179.09	DCR|2AART|1VULN|1ASPD|1DMG	1TLV|2MBVNT|3MLV|4VULN|5ASPD|6DUST|79AART|8RCR|aDMG
216	24434 71532	   	179.09	DCR|2AART|1VULN|1ASPD|1DMG	1TLV|2MBVNT|3CGEN|4VULN|5ASPD|6DUST|79AART|8RCR|aDMG
217	33631 41233	   	179.09	DCR|2VULN|1AART|1DMG|2DUR	18DUR|2FEWX|35VULN|4BEXP|6AART|7RCR|9LEGI|aDMG
218	33631 41242	   	179.09	DCR|2VULN|1AART|1DMG|2DUR	18DUR|2FEWX|35VULN|4BEXP|6AART|7RCR|9TLV|aDMG
219	33631 41243	   	179.09	DCR|2VULN|1AART|1NUKE|2DUR	18DUR|2FEWX|35VULN|4BEXP|6AART|7RCR|9TLV|aNUKE
220	22531 51432	   	179.05	DCR|2AART|1VULN|1ASPD|1DMG|1SELL	1TLV|2SELL|3RPLT|4VULN|5BEXP|6ASPD|79AART|8RCR|aDMG
221	26242 42332	 * 	178.81	DCR|3ASPD|2VULN|1CDMG|1SELL	158TLV|248ASPD|3CDMG|6ERES|78VULN|8BPWR|9SELL|aRCR
222	33613 64222	 * 	178.77	DCR|2VULN|2ASPD|2DUR|1RMIN	1aDUR|2FEWX|3aVULN|4RMIN|5LWND|6RCR|78CGEN|9aASPD|aBPWR
223	35131 31441	 * 	178.63	DCR|2VULN|1AART|3DUR|1CDMG	159DUR|2CDMG|3RPLT|49VULN|69LHND|7AART|8RCR|9BPWR|aLIT
224	35131 31443	   	178.63	DCR|2VULN|1AART|3DUR|1CDMG	159DUR|2CDMG|3RPLT|49VULN|69LHND|7AART|8RCR|9BPWR|aBEXP
225	12341 43212	   	178.56	DCR|1SPLARM|2VULN|1AART|1CDMG|2RMIN	1BEXP|23RMIN|48VULN|5FEWX|6CDMG|7SPLARM|9AART|aRCR
226	35131 31442	   	178.53	DCR|2VULN|1AART|3DUR|1CDMG	159DUR|2CDMG|3RPLT|49VULN|69LHND|7AART|8RCR|9BPWR|aDUST
227	42422 12221	   	178.43	DCR|3VULN|1ASPD|1ZMB|1DUR	1DMSP|24LHND|345VULN|4BPWR|6ASPD|7RCR|8CGEN|9DUR|aZMB
228	12562 33412	 * 	178.38	DCR|4VULN|1DMG|1RMIN	1BEXP|2RMIN|3ERES|457aVULN|6RPLT|8DMG|9RCR
229	42462 12221	   	178.33	DCR|3VULN|1ASPD|1ZMB|1DUR	1DMSP|2LHND|345VULN|6ASPD|7RCR|8CGEN|9DUR|aZMB
230	42422 12351	   	178.33	DCR|3VULN|1ASPD|1ZMB|1DUR	1DMSP|24LHND|345VULN|4BPWR|6ASPD|7RCR|8ERES|9DUR|aZMB
231	26231 63413	   	178.24	DCR|2VULN|1ASPD|1DMG|1CDMG	1TLV|2ASPD|3CDMG|4aVULN|5CGEN|6RMIN|7LHND|8DMG|9RCR
232	42426 12321	   	178.17	DCR|2VULN|1ASPD|1DMG|1CDMG	15DMSP|24LHND|34VULN|4BPWR|6ASPD|7RCR|8ERES|9DMG|aCDMG
233	42412 12321	   	178.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1DMSP|24LHND|35VULN|6ASPD|7RCR|8ERES|9DMG|aCDMG
234	42412 12411	   	178.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1DMSP|24LHND|35VULN|6ASPD|7RCR|8DMG|9ERES|aCDMG
235	32631 26113	 * 	177.87	DCR|2ASPD|1VULN|1AART|2DUR|1RMIN	15DUR|2RMIN|3DUST|4AART|6aASPD|7MULARM|8RCR|9VULN
236	23433 12626	 * 	177.86	ACR|2VULN|2AART|1ASPD|1ZMB|1DUR	1TLV|2RCR|3ZMB|47VULN|5DUR|6ERES|8aAART|9ASPD
237	24331 63151	   	177.85	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1TLV|2MBVNT|3DUST|4AART|5DUR|6ZMB|7VULN|8RCR|9CDMG|aASPD
238	15123 43111	 * 	177.79	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1BEXP|2CDMG|3RPLT|4LWND|5ASPD|6AART|7aVULN|8MDPS|9RCR
239	15143 43111	   	177.79	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1BEXP|2CDMG|3RPLT|4LHND|5ASPD|6AART|7aVULN|8MDPS|9RCR
240	15153 43111	   	177.79	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1BEXP|2CDMG|3RPLT|4FEWX|5ASPD|6AART|7aVULN|8MDPS|9RCR
241	23153 34133	 * 	177.70	ACR|4VULN|1DMG|1CDMG|1DUR	1TLV|2RCR|3MLV|4CDMG|568aVULN|7DUR|9DMG
242	23553 34133	   	177.60	ACR|4VULN|1DMG|1CDMG|1DUR	1TLV|2RCR|3ERES|4CDMG|568aVULN|7DUR|9DMG
243	24842 27213	   	177.51	DCR|2VULN|1ASPD|1DMG|1DUR	1TLV|2MBVNT|3RCVC|4DMG|56VULN|7RCR|8DUR|9ASPD|aRMIN
244	22326 12154	 * 	177.50	DCR|3VULN|1MDPS|1DMG|1CDMG|1SELL	1TLV|2SELL|3MDPS|458VULN|6RCR|7BEXP|9CDMG|aDMG
245	43351 33342	   	177.47	DCR|3VULN|1AART|1ASPD	1DMSP|2RPLT|347VULN|5CGEN|6BEXP|8AART|9ASPD|aRCR
246	43353 31342	   	177.47	DCR|3VULN|1AART|1ASPD	1DMSP|2RPLT|345VULN|6BEXP|7AME|8AART|9ASPD|aRCR
247	33535 53122	 * 	177.47	DCR|3ZMB|1AART|1VULN|1ASPD|1DUR	1DUR|2FEWX|3ASPD|4AART|5LEGI|69aZMB|7VULN|8RCR
248	15453 12322	   	177.38	DCR|2DMG|1VULN|1ASPD|1CDMG	17BEXP|2CDMG|3FEWX|4VULN|5ASPD|6RCR|8DMSP|9aDMG
249	15453 13322	   	177.38	DCR|2DMG|1VULN|1ASPD|1CDMG	1BEXP|2CDMG|3FEWX|4VULN|5ASPD|6RCR|78DMSP|9aDMG
250	43353 32342	   	177.37	DCR|3VULN|1AART|1ASPD	1DMSP|2RPLT|345VULN|6BEXP|7ERES|8AART|9ASPD|aRCR
251	24114 53353	   	177.37	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1TLV|2MBVNT|3MLV|4LHND|5ASPD|6CDMG|7VULN|8AART|9RCR|aDMG
252	24134 51154	   	177.37	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1TLV|2MBVNT|3MLV|4VULN|5ASPD|6CDMG|7AART|8LWND|9RCR|aDMG
253	24414 53353	   	177.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1TLV|2MBVNT|3CGEN|4LHND|5ASPD|6CDMG|7VULN|8AART|9RCR|aDMG
254	24434 51154	   	177.37	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1TLV|2MBVNT|3CGEN|4VULN|5ASPD|6CDMG|7AART|8LWND|9RCR|aDMG
255	24134 31582	 * 	177.34	DCR|2ASPD|1AART|1VULN|1DMG	1TLV|2MBVNT|3MLV|4VULN|59ASPD|6LHND|7AART|8RCR|aDMG
256	24414 41582	   	177.34	DCR|2ASPD|1VULN|1AART|1DMG	1TLV|2MBVNT|3CGEN|4LHND|59ASPD|6VULN|7AART|8RCR|aDMG
257	24434 31582	   	177.34	DCR|2ASPD|1VULN|1AART|1DMG	1TLV|2MBVNT|3CGEN|4VULN|59ASPD|6LHND|7AART|8RCR|aDMG
258	13636 43212	   	177.29	DCR|1SPLARM|2VULN|1AART|1CDMG|1RMIN	14BEXP|2FEWX|38VULN|5RMIN|6CDMG|7SPLARM|9AART|aRCR
259	13336 43212	   	177.29	DCR|1SPLARM|2VULN|1AART|1CDMG|1RMIN	13BEXP|2FEWX|48VULN|5RMIN|6CDMG|7SPLARM|9AART|aRCR
260	41522 32142	   	177.15	DCR|1AART|1VULN|1ASPD|1CDMG|1ZMB	14DMSP|2ASPD|3RCVC|5AART|6RCR|7LWND|8CDMG|9VULN|aZMB
261	41522 33142	   	177.15	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB	14DMSP|2ASPD|3RCVC|5AART|6RCR|7LHND|8CDMG|9VULN|aZMB
262	34531 35111	   	177.09	DCR|2VULN|1AART|1ASPD|2DUR	15DUR|2LWND|3ASPD|4AART|6CANSTR|7MLV|8RCR|9aVULN
263	34312 51133	   	177.07	DCR|2VULN|1AART|1CDMG|1DUR|1RMIN	1DUR|2LWND|38VULN|4RMIN|5LHND|6CDMG|7RCR|9MLV|aAART
264	33631 41141	   	177.06	DCR|3VULN|1AART|2DUR|1AAC	19DUR|2FEWX|359VULN|49BEXP|6AART|7RCR|8AAC|9BPWR|aLWND
265	34263 12163	 * 	177.06	DCR|1VULN|1AART|1ASPD|1CDMG|2DUR	1aDUR|2LWND|3CDMG|4FEWX|5ASPD|6RCR|7BEXP|8VULN|9AART
266	33362 41313	   	177.01	DCR|2VULN|2AART|1DUR	1DUR|2FEWX|3BEXP|4RCVC|59VULN|68AART|7RCR|aRMIN
267	33661 41313	   	177.01	DCR|2VULN|2AART|1DUR	1DUR|2FEWX|39VULN|4RCVC|5BEXP|68AART|7RCR|aRMIN
268	14256 13333	 * 	176.98	DCR|3ZMB|1AART|1VULN|2CDMG	19BEXP|2LWND|39CDMG|4ERES|5VULN|6RCR|7AART|89aZMB|9BPWR
269	33612 51163	   	176.97	DCR|2VULN|1AART|1CDMG|1DUR|1RMIN	1DUR|2FEWX|38VULN|4RMIN|5LHND|6CDMG|7RCR|9ERES|aAART
270	33631 41211	   	176.96	DCR|3VULN|1AART|2DUR	18DUR|2FEWX|359VULN|4BEXP|6AART|7RCR|aAME
271	33631 41215	   	176.96	DCR|3VULN|1AART|2DUR	18DUR|2FEWX|359VULN|4BEXP|6AART|7RCR|aCGEN
272	23136 43431	 * 	176.94	ACR|2VULN|2ASPD|1DMG|1CDMG|1RMIN	1TLV|2RCR|3MLV|47VULN|5RMIN|6CDMG|8aASPD|9DMG
273	43325 23342	   	176.91	DCR|2VULN|1AART|1ASPD|1ZMB|1RMIN	1DMSP|2RPLT|37VULN|4ZMB|5RMIN|6MLV|8AART|9ASPD|aRCR
274	43325 33342	   	176.91	DCR|2VULN|1AART|1ASPD|1ZMB|1RMIN	1DMSP|2RPLT|37VULN|4ZMB|5RMIN|6CGEN|8AART|9ASPD|aRCR
275	32134 31661	   	176.88	DCR|2VULN|1AART|1ASPD|1DUR|1RMIN	1DUR|2RMIN|3MLV|46VULN|5BELT|7ASPD|8AART|9RCR|aDMSP
276	32134 31663	   	176.88	DCR|2VULN|1AART|1ASPD|1DUR|1RMIN	1DUR|2RMIN|3aMLV|46VULN|5BELT|7ASPD|8AART|9RCR
277	33631 41116	   	176.86	DCR|3VULN|1AART|2DUR|1AAC	1aDUR|2FEWX|359VULN|4BEXP|6AART|7RCR|8AAC
278	33631 41212	   	176.86	DCR|3VULN|1AART|2DUR	18DUR|2FEWX|359VULN|4BEXP|6AART|7RCR|aLEGI
279	33631 41214	   	176.86	DCR|3VULN|1AART|2DUR	18DUR|2FEWX|359VULN|4BEXP|6AART|7RCR|aERES
280	33362 41512	   	176.83	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2FEWX|3BEXP|4RCVC|59VULN|6AART|7RCR|8MLV|aDMG
281	33362 41513	   	176.83	DCR|2VULN|1AART|1NUKE|1DUR	1DUR|2FEWX|3BEXP|4RCVC|59VULN|6AART|7RCR|8MLV|aNUKE
282	42422 12111	   	176.82	DCR|4VULN|1ASPD	1DMSP|24LHND|3459VULN|4BPWR|6ASPD|7RCR|8RCVC|aLWND
283	42422 12113	   	176.82	DCR|4VULN|1ASPD	1DMSP|24LHND|3459VULN|4BPWR|6ASPD|7RCR|8RCVC|aCGEN
284	42422 12114	   	176.82	DCR|4VULN|1ASPD	1DMSP|24LHND|3459VULN|4BPWR|6ASPD|7RCR|8RCVC|aMLV
285	42422 12125	   	176.82	DCR|4VULN|1ASPD	1DMSP|24LHND|345aVULN|4BPWR|6ASPD|7RCR|8RCVC|9BELT
286	43325 13342	   	176.81	DCR|2VULN|1AART|1ASPD|1ZMB|1RMIN	1DMSP|2RPLT|37VULN|4ZMB|5RMIN|6ERES|8AART|9ASPD|aRCR
287	32632 61316	   	176.80	DCR|2VULN|2AART|1DUR|1RMIN	1DUR|2RMIN|3DUST|48AART|5AME|6BEXP|7RCR|9aVULN
288	24842 24611	 * 	176.77	DCR|3VULN|1MDPS|1ASPD|1DMG	1TLV|2MBVNT|3RCVC|4DMG|568VULN|7MDPS|9ASPD|aRCR
289	13211 51133	   	176.75	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1RMIN	1BEXP|2FEWX|3LHND|4RMIN|5DUR|6CDMG|7RCR|8VULN|9DMG|aAART
290	33313 51133	   	176.75	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1RMIN	1DUR|2FEWX|3BEXP|4RMIN|5LHND|6CDMG|7RCR|8VULN|9DMG|aAART
291	33362 41112	   	176.73	DCR|2VULN|1AART|1DMG|1AAC|1DUR	1DUR|2FEWX|3BEXP|4RCVC|59VULN|6AART|7RCR|8AAC|aDMG
292	33362 41113	   	176.73	DCR|2VULN|1AART|1NUKE|1AAC|1DUR	1DUR|2FEWX|3BEXP|4RCVC|59VULN|6AART|7RCR|8AAC|aNUKE
293	33661 41112	   	176.73	DCR|2VULN|1AART|1DMG|1AAC|1DUR	1DUR|2FEWX|39VULN|4RCVC|5BEXP|6AART|7RCR|8AAC|aDMG
294	33661 41113	   	176.73	DCR|2VULN|1AART|1NUKE|1AAC|1DUR	1DUR|2FEWX|39VULN|4RCVC|5BEXP|6AART|7RCR|8AAC|aNUKE
295	24431 81532	 * 	176.72	DCR|2AART|2DMG|1VULN	1TLV|2MBVNT|3CGEN|4VULN|5BEXP|6aDMG|79AART|8RCR
296	42422 12112	   	176.72	DCR|4VULN|1ASPD|1MSE	1DMSP|24LHND|3459VULN|4BPWR|6ASPD|7RCR|8RCVC|aMSE
297	42462 12111	   	176.72	DCR|4VULN|1ASPD	1DMSP|2LHND|3459VULN|6ASPD|7RCR|8RCVC|aLWND
298	42462 12113	   	176.72	DCR|4VULN|1ASPD	1DMSP|2LHND|3459VULN|6ASPD|7RCR|8RCVC|aCGEN
299	35131 31415	 * 	176.71	DCR|2VULN|1AART|1CDMG|2DUR|1AAC	15DUR|2CDMG|3RPLT|49VULN|6LHND|7AART|8RCR|aAAC
300	24842 27214	   	176.68	DCR|2VULN|1ASPD|1DMG|1AAC|1DUR	1TLV|2MBVNT|3RCVC|4DMG|56VULN|7RCR|8DUR|9ASPD|aAAC
301	12641 51133	   	176.65	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1RMIN	1BEXP|2RMIN|3DUST|4LHND|5DUR|6CDMG|7RCR|8VULN|9DMG|aAART
302	32613 51133	   	176.65	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1RMIN	1DUR|2RMIN|3DUST|4BEXP|5LHND|6CDMG|7RCR|8VULN|9DMG|aAART
303	33612 51433	   	176.65	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1RMIN	1DUR|2FEWX|3VULN|4RMIN|5LHND|6CDMG|7RCR|8DUST|9DMG|aAART
304	24847 23311	 * 	176.62	DCR|2VULN|2DMG|1ASPD	17TLV|2MBVNT|3RCVC|47DMG|5LEGI|67VULN|7BPWR|8LHND|9ASPD|aRCR
305	42462 12112	   	176.62	DCR|4VULN|1ASPD|1MSE	1DMSP|2LHND|3459VULN|6ASPD|7RCR|8RCVC|aMSE
306	33633 41313	   	176.58	DCR|2VULN|2AART|1DUR	1DUR|2FEWX|39VULN|4BEXP|5RCVC|68AART|7RCR|aRMIN
307	35246 12123	   	176.56	DCR|1AART|1ASPD|1DMG|3DUR|1CDMG	136DUR|2CDMG|4ASPD|5AART|7LHND|8DMG|9RCR|aRMIN
308	32531 41313	   	176.48	DCR|2AART|1VULN|1DMG|1DUR|1RMIN	1DUR|2RMIN|3ERES|4FEWX|5BEXP|68AART|7RCR|9VULN|aDMG
309	32632 61313	   	176.48	DCR|2AART|1VULN|1DMG|1DUR|1RMIN	1DUR|2RMIN|3DUST|48AART|5AME|6BEXP|7RCR|9VULN|aDMG
310	32634 61312	   	176.48	DCR|2AART|1VULN|1DMG|1DUR|1RMIN	1DUR|2RMIN|3DUST|48AART|5CGEN|6BEXP|7RCR|9VULN|aDMG
311	32634 61313	   	176.48	DCR|2AART|1VULN|1NUKE|1DUR|1RMIN	1DUR|2RMIN|3DUST|48AART|5CGEN|6BEXP|7RCR|9VULN|aNUKE
312	33633 41512	   	176.40	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2FEWX|39VULN|4BEXP|5RCVC|6AART|7RCR|8MLV|aDMG
313	33633 41513	   	176.40	DCR|2VULN|1AART|1NUKE|1DUR	1DUR|2FEWX|39VULN|4BEXP|5RCVC|6AART|7RCR|8MLV|aNUKE
314	32661 41313	   	176.38	DCR|2AART|1VULN|1DMG|1DUR|1RMIN	1DUR|2RMIN|3DUST|4ERES|5BEXP|68AART|7RCR|9VULN|aDMG
315	33633 41112	   	176.30	DCR|2VULN|1AART|1DMG|1AAC|1DUR	1DUR|2FEWX|39VULN|4BEXP|5RCVC|6AART|7RCR|8AAC|aDMG
316	33633 41113	   	176.30	DCR|2VULN|1AART|1NUKE|1AAC|1DUR	1DUR|2FEWX|39VULN|4BEXP|5RCVC|6AART|7RCR|8AAC|aNUKE
317	33536 51334	 * 	176.23	DCR|2AART|2ASPD|1CDMG|1DUR	1DUR|2FEWX|38ASPD|49AART|5MBVNT|6RPLT|7RCR|aCDMG
318	42422 12523	   	176.04	DCR|3VULN|1ASPD|1CDMG	1DMSP|249LHND|345VULN|4BPWR|6ASPD|7RCR|8LIT|aCDMG
