0	Index      	 *	Score 	Summary	Detail	
1	11242 23442	 * 	223.75	DCR|3VULN|2DMG|1AART|2DUR	19DMG|2RMIN|38DUR|479VULN|59CGEN|6RCR|9BPWR|aAART
170	13122 24364	   	197.22	ACR|3VULN|3DMG|1CDMG|1ZMB	139DMG|2RCR|489VULN|5MLV|6CDMG|79DUST|9BPWR|aZMB
171	13122 23365	   	197.20	ACR|3DMG|2VULN|1AART|1CDMG	13aDMG|2RCR|4aVULN|5MLV|6CDMG|7RMIN|8aLIT|9AART|aBPWR
172	12345 21123	   	197.16	DCR|3DMG|2VULN|1ASPD	179DMG|2LWND|3MLV|45VULN|6RCR|8FEWX|aASPD
173	12345 21323	   	197.16	DCR|3DMG|2VULN|1ASPD	179DMG|2LWND|3MLV|45VULN|6RCR|8BEXP|aASPD
174	13121 24364	   	197.12	ACR|3VULN|3DMG|1CDMG|1ZMB	139DMG|2RCR|489VULN|5ERES|6CDMG|79DUST|9BPWR|aZMB
175	13123 44213	   	197.07	ACR|2VULN|2AART|2DMG|1ASPD	13DMG|2RCR|4aVULN|5DMSP|69AART|7FEWX|8ASPD
176	16122 21143	   	197.06	DCR|3DMG|2VULN|1ASPD	137DMG|2DUST|48VULN|5MLV|6RCR|9BEXP|aASPD
177	16126 23324	   	197.06	DCR|3DMG|2VULN|1ASPD	139DMG|2DUST|47VULN|5FEWX|6RCR|8ASPD|aLWND
178	16345 21123	   	197.06	DCR|3DMG|2VULN|1ASPD	179DMG|2DUST|3MLV|45VULN|6RCR|8FEWX|aASPD
179	16345 21323	   	197.06	DCR|3DMG|2VULN|1ASPD	179DMG|2DUST|3MLV|45VULN|6RCR|8BEXP|aASPD
180	43145 21123	   	197.06	DCR|3DMG|2VULN|1ASPD	1LHND|2TLV|379DMG|45VULN|6RCR|8FEWX|aASPD
181	43145 21323	   	197.06	DCR|3DMG|2VULN|1ASPD	1LHND|2TLV|379DMG|45VULN|6RCR|8BEXP|aASPD
182	52142 23162	   	196.98	DCR|3VULN|1AART|1DMG|1ZMB	1ZMB|2LWND|3DMG|479VULN|5CGEN|6RCR|8RCVC|aAART
183	62143 23162	   	196.98	DCR|3VULN|1AART|1DMG|1ZMB	1CGEN|2LWND|3DMG|479VULN|5ZMB|6RCR|8RCVC|aAART
184	16121 21133	   	196.96	DCR|3DMG|2VULN|1ASPD	137DMG|2DUST|48VULN|5ERES|6RCR|9LWND|aASPD
185	16121 21143	   	196.96	DCR|3DMG|2VULN|1ASPD	137DMG|2DUST|48VULN|5ERES|6RCR|9BEXP|aASPD
186	16126 23322	   	196.96	DCR|3DMG|2VULN|1ASPD	139DMG|2DUST|47VULN|5FEWX|6RCR|8ASPD|aCANSTR
187	16126 23326	   	196.96	DCR|3DMG|2VULN|1ASPD	139DMG|2aDUST|47VULN|5FEWX|6RCR|8ASPD
188	11326 23146	   	196.96	DCR|3VULN|1MDPS|2DMG	19DMG|2RMIN|3AME|479VULN|59FEWX|6RCR|8RCVC|9BPWR|aMDPS
189	12135 56231	   	196.96	DCR|3VULN|2DMG|1AART	13DMG|2LWND|4BASARM|58aVULN|6MULARM|7AART|9RCR
190	11263 56222	   	196.95	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DMG|2RMIN|3DUR|4CGEN|5DMSP|6aVULN|7AART|8ASPD|9RCR
191	11323 46222	   	196.95	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DMG|2RMIN|3AME|4aVULN|5DMSP|6DUR|7AART|8ASPD|9RCR
192	11221 56224	   	196.94	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1aDMG|2RMIN|3DUR|4RCVC|5ERES|6VULN|7AART|8ASPD|9RCR
193	13125 21181	   	196.88	ACR|3DMG|2VULN|1AART|1ASPD	137DMG|2RCR|48VULN|5ASPD|6MBVNT|9AART|aRCVC
194	14245 21223	   	196.87	DCR|2VULN|2DMG|1AART|1AAC|1DUR	17DMG|2CGEN|3DUR|45VULN|6RCR|8AELBLL|9AART|aAAC
195	12242 26243	   	196.86	DCR|2VULN|2DMG|1MDPS|1ASPD|1DUR	19DMG|29LWND|3DUR|4RMIN|5CGEN|6RCR|7MDPS|89VULN|9BPWR|aASPD
196	13123 43323	   	196.85	ACR|3DMG|2VULN|1AART|1ASPD	138DMG|2RCR|48VULN|5DMSP|6AART|78CGEN|8BPWR|9BEXP|aASPD
197	13123 43343	   	196.85	ACR|3DMG|2VULN|1AART|1ASPD	138DMG|2RCR|48VULN|5DMSP|6AART|78CGEN|8BPWR|9LWND|aASPD
198	11523 33553	   	196.81	DCR|2ASPD|1AART|1VULN|1DMG|1ZMB	1DMG|2RMIN|3LIT|48ASPD|5VULN|6BEXP|7RCR|9AART|aZMB
199	11245 26221	   	196.75	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DMG|2RMIN|3DUR|45VULN|6TLV|7AART|8ASPD|9RCR|aBASFIG
200	11245 26223	   	196.75	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1DMG|2RMIN|3DUR|45VULN|6TLV|7AART|8ASPD|9RCR|aERES
201	13123 41431	   	196.68	ACR|3DMG|1VULN|1AART|1NUKE|1CDMG	137DMG|2RCR|4VULN|5DMSP|6AART|8RMIN|9CDMG|aNUKE
202	13123 41435	   	196.68	ACR|3DMG|1VULN|1AART|1ASPD|1CDMG	137DMG|2RCR|4VULN|5DMSP|6AART|8RMIN|9CDMG|aASPD
203	13123 35631	   	196.68	ACR|3DMG|1VULN|1AART|1NUKE|1CDMG	137DMG|2RCR|4VULN|5DMSP|6RMIN|8AART|9CDMG|aNUKE
204	13123 35635	   	196.68	ACR|3DMG|1VULN|1AART|1ASPD|1CDMG	137DMG|2RCR|4VULN|5DMSP|6RMIN|8AART|9CDMG|aASPD
205	13125 31136	   	196.65	ACR|3DMG|2VULN|1AART|1ASPD	137DMG|2RCR|48VULN|5ASPD|6BEXP|9LWND|aAART
206	13125 31513	   	196.65	ACR|3DMG|2VULN|1AART|1ASPD	137DMG|2RCR|4aVULN|5ASPD|6BEXP|8AART|9LWND
207	13125 31523	   	196.65	ACR|3DMG|2VULN|1AART|1ASPD	137DMG|2RCR|4aVULN|5ASPD|6BEXP|8AART|9FEWX
208	13125 31553	   	196.65	ACR|3DMG|2VULN|1AART|1ASPD	137DMG|2RCR|4aVULN|5ASPD|6BEXP|8AART|9LHND
209	13126 61136	   	196.65	ACR|3DMG|2VULN|1AART|1ASPD	137DMG|2RCR|48VULN|5FEWX|6ASPD|9LWND|aAART
210	13126 61513	   	196.65	ACR|3DMG|2VULN|1AART|1ASPD	137DMG|2RCR|4aVULN|5FEWX|6ASPD|8AART|9LWND
211	13125 21426	   	196.65	ACR|3DMG|2VULN|2CDMG|1ASPD	137DMG|2RCR|4aVULN|5ASPD|6MBVNT|8aCDMG|9aCGEN|aBPWR
212	13126 61225	   	196.65	ACR|3DMG|2VULN|2CDMG|1ASPD	137DMG|2RCR|4aVULN|5aFEWX|6ASPD|8ERES|9aCDMG|aBPWR
213	16122 21321	   	196.65	DCR|3DMG|1VULN|1AART|1CDMG	137DMG|2DUST|4VULN|5MLV|6RCR|8BELT|9CDMG|aAART
214	16122 26261	   	196.64	DCR|3VULN|3DMG	139DMG|2DUST|489VULN|59MLV|6RCR|7RCVC|9BPWR|aBEXP
215	16122 26262	   	196.64	DCR|3VULN|3DMG	139DMG|2DUST|489VULN|59MLV|6RCR|7RCVC|9BPWR|aFEWX
216	16122 26263	   	196.64	DCR|3VULN|3DMG	139DMG|2DUST|489VULN|59MLV|6RCR|7RCVC|9BPWR|aLHND
217	11642 23243	   	196.55	DCR|3VULN|2DMG|1ZMB	19DMG|2RMIN|38DUST|479VULN|59CGEN|6RCR|9BPWR|aZMB
218	13115 21683	   	196.55	ACR|3DMG|2VULN|1AART|1ASPD	137DMG|2RCR|4LWND|5ASPD|6MBVNT|8AART|9aVULN
219	13123 41162	   	196.55	ACR|3DMG|2VULN|1AART|1ASPD	137DMG|2RCR|49VULN|5DMSP|6AART|8DUST|aASPD
220	13125 11136	   	196.55	ACR|3DMG|2VULN|1AART|1ASPD	137DMG|2RCR|48VULN|5ASPD|6DUST|9LWND|aAART
221	13125 11513	   	196.55	ACR|3DMG|2VULN|1AART|1ASPD	137DMG|2RCR|4aVULN|5ASPD|6DUST|8AART|9LWND
222	13125 11523	   	196.55	ACR|3DMG|2VULN|1AART|1ASPD	137DMG|2RCR|4aVULN|5ASPD|6DUST|8AART|9FEWX
223	13125 11553	   	196.55	ACR|3DMG|2VULN|1AART|1ASPD	137DMG|2RCR|4aVULN|5ASPD|6DUST|8AART|9LHND
224	13125 21137	   	196.55	ACR|3DMG|2VULN|1AART|1ASPD	137DMG|2RCR|48VULN|5ASPD|6MBVNT|9LWND|aAART
225	13125 21613	   	196.55	ACR|3DMG|2VULN|1AART|1ASPD	137DMG|2RCR|4aVULN|5ASPD|6MBVNT|8AART|9LWND
226	13125 21623	   	196.55	ACR|3DMG|2VULN|1AART|1ASPD	137DMG|2RCR|4aVULN|5ASPD|6MBVNT|8AART|9FEWX
227	13125 21663	   	196.55	ACR|3DMG|2VULN|1AART|1ASPD	137DMG|2RCR|4aVULN|5ASPD|6MBVNT|8AART|9LHND
228	13125 31533	   	196.55	ACR|3DMG|2VULN|1AART|1ASPD	137DMG|2RCR|4aVULN|5ASPD|6BEXP|8AART|9DUST
229	13126 61532	   	196.55	ACR|3DMG|2VULN|1AART|1ASPD	137DMG|2RCR|4aVULN|5FEWX|6ASPD|8AART|9ERES
230	16121 21516	   	196.55	DCR|3DMG|1VULN|1AART|1CDMG	137DMG|2DUST|4VULN|5ERES|6RCR|8AART|9LWND|aCDMG
231	16121 21526	   	196.55	DCR|3DMG|1VULN|1AART|1CDMG	137DMG|2DUST|4VULN|5ERES|6RCR|8AART|9FEWX|aCDMG
232	13125 21183	   	196.45	ACR|3DMG|2VULN|1AART|1ASPD|1MSE	137DMG|2RCR|48VULN|5ASPD|6MBVNT|9AART|aMSE
233	13125 21185	   	196.45	ACR|3DMG|2VULN|1AART|1ASPD	137DMG|2RCR|48VULN|5ASPD|6MBVNT|9AART|aTLV
234	13125 21187	   	196.45	ACR|3DMG|2VULN|1AART|1ASPD	137DMG|2RCR|48VULN|5ASPD|6MBVNT|9AART|aERES
235	13125 21633	   	196.45	ACR|3DMG|2VULN|1AART|1ASPD	137DMG|2RCR|4aVULN|5ASPD|6MBVNT|8AART|9DUST
236	13125 21642	   	196.45	ACR|3DMG|2VULN|1AART|1ASPD	137DMG|2RCR|4aVULN|5ASPD|6MBVNT|8AART|9TLV
237	13131 41623	   	196.45	ACR|3DMG|2VULN|1AART|1ASPD	137DMG|2RCR|45ERES|6ASPD|8AART|9aVULN
238	13125 21226	   	196.45	ACR|3DMG|2VULN|2CDMG|1ASPD	137DMG|2RCR|4aVULN|5ASPD|6MBVNT|8aERES|9aCDMG|aBPWR
239	11222 54221	   	196.44	DCR|3DMG|1VULN|1CDMG|2DUR	159DMG|2RMIN|35DUR|4RCVC|5BPWR|6RCR|7LHND|8VULN|aCDMG
240	11222 52221	   	196.34	DCR|3DMG|1VULN|1CDMG|2DUR	159DMG|2RMIN|35DUR|4RCVC|5BPWR|6RCR|7DUST|8VULN|aCDMG
241	52216 53231	   	196.21	DCR|3VULN|2ASPD|3ZMB	138ZMB|234LWND|38BPWR|58ASPD|678VULN|9RCR|aLIT
242	52216 53233	   	196.21	DCR|3VULN|2ASPD|3ZMB	138ZMB|234LWND|38BPWR|58ASPD|678VULN|9RCR|aLHND
243	12235 51323	   	196.15	DCR|2VULN|2DMG|1ASPD|1ZMB|1DUR	17DMG|2LWND|3DUR|4CGEN|56VULN|8RCR|9ZMB|aASPD
244	53122 41622	   	196.14	ACR|3DMG|1VULN|1AART|1ASPD|2ZMB|1AAC	15ZMB|2RCR|357DMG|4RCVC|5BPWR|6ASPD|8AART|9VULN|aAAC
245	21243 21534	 * 	196.11	DCR|2AART|2DMG|1VULN|1CDMG	1RPLT|27DMG|34AART|5RMIN|6CDMG|8LHND|9VULN|aRCR
246	21246 34322	 * 	195.93	DCR|2AART|2DMG|2ASPD|1DUR	1RPLT|2aDMG|34AART|5aLHND|6AME|7DUR|8RCR|9aASPD|aBPWR
247	11242 23145	   	195.90	DCR|3VULN|2DMG|1DUR	19DMG|2RMIN|3DUR|479VULN|59CGEN|6RCR|8RCVC|9BPWR|aLHND
248	13125 31155	   	195.90	ACR|3DMG|2VULN|1ASPD|1CDMG|1AAC	137DMG|2RCR|48VULN|5ASPD|6BEXP|9CDMG|aAAC
249	53145 31223	   	195.87	ACR|3VULN|2DMG|1AART|1AAC|1ZMB	1ZMB|2RCR|37DMG|458VULN|6LWND|9AART|aAAC
250	53143 31223	   	195.87	ACR|3VULN|2DMG|1AART|1AAC|1ZMB	1ZMB|2RCR|37DMG|468VULN|5LHND|9AART|aAAC
251	12235 21331	 * 	195.82	DCR|2VULN|1AART|2CDMG|1DMG|1DUR	1DMG|2aLWND|3DUR|4CGEN|5aVULN|6LHND|7aCDMG|8RCR|9AART|aBPWR
252	11242 23141	   	195.80	DCR|3VULN|2DMG|1DUR	19DMG|2RMIN|3DUR|479VULN|59CGEN|6RCR|8RCVC|9BPWR|aTLV
253	11242 23144	   	195.80	DCR|3VULN|2DMG|1DUR|1MSE	19DMG|2RMIN|3DUR|479VULN|59CGEN|6RCR|8RCVC|9BPWR|aMSE
254	13125 11155	   	195.80	ACR|3DMG|2VULN|1ASPD|1CDMG|1AAC	137DMG|2RCR|48VULN|5ASPD|6DUST|9CDMG|aAAC
255	13125 21166	   	195.80	ACR|3DMG|2VULN|1ASPD|1CDMG|1AAC	137DMG|2RCR|48VULN|5ASPD|6MBVNT|9CDMG|aAAC
256	52345 22133	   	195.70	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|2LWND|3TLV|45aVULN|6RCR|7LHND|8AART|9ASPD
257	11244 23141	   	195.60	DCR|3VULN|2DMG|1DUR	19DMG|2RMIN|3DUR|479VULN|59ERES|6RCR|8RCVC|9BPWR|aTLV
258	51242 23142	   	195.58	DCR|3VULN|1AART|2ZMB|1DUR	19ZMB|2RMIN|3DUR|479VULN|59CGEN|6RCR|8RCVC|9BPWR|aAART
259	61243 23142	   	195.58	DCR|3VULN|1AART|2ZMB|1DUR	19CGEN|2RMIN|3DUR|479VULN|59ZMB|6RCR|8RCVC|9BPWR|aAART
260	36145 23332	   	195.53	DCR|2VULN|2DMG|2ASPD	1ERES|2DUST|3aDMG|47VULN|58ASPD|6RCR|9LIT
261	16126 23352	   	195.53	DCR|2VULN|2DMG|2ASPD	13DMG|29DUST|47VULN|5FEWX|6RCR|8aASPD
262	16344 23322	   	195.53	DCR|2VULN|2DMG|2ASPD	19DMG|2DUST|3MLV|47VULN|5ERES|6RCR|8aASPD
263	16345 22322	   	195.53	DCR|2VULN|2DMG|2ASPD	19DMG|2DUST|3MLV|45VULN|6RCR|7ERES|8aASPD
264	32145 23322	   	195.53	DCR|2VULN|2DMG|2ASPD	1ERES|2LWND|39DMG|47VULN|5aASPD|6RCR|8TLV
265	13125 14343	   	195.50	ACR|3DMG|2VULN|2ASPD|1DUR	139DMG|2RCR|49VULN|58ASPD|6DUST|79AME|9BPWR|aDUR
266	16126 23521	   	195.46	DCR|2VULN|2DMG|1AART|1ZMB	13DMG|2DUST|47VULN|5FEWX|6RCR|8CGEN|9ZMB|aAART
267	13112 22362	   	195.40	ACR|3VULN|3DMG|1CDMG|1DUR	139DMG|2RCR|49LWND|5MLV|6CDMG|789VULN|9BPWR|aDUR
268	13122 21362	   	195.40	ACR|3VULN|3DMG|1CDMG|1DUR	139DMG|2RCR|489VULN|5MLV|6CDMG|79LHND|9BPWR|aDUR
269	13122 22162	   	195.40	ACR|3VULN|3DMG|1CDMG|1DUR	139DMG|2RCR|479VULN|5MLV|6CDMG|89LWND|9BPWR|aDUR
270	13122 22262	   	195.40	ACR|3VULN|3DMG|1CDMG|1DUR	139DMG|2RCR|479VULN|5MLV|6CDMG|89BEXP|9BPWR|aDUR
271	13152 22362	   	195.40	ACR|3VULN|3DMG|1CDMG|1DUR	139DMG|2RCR|49AME|5LWND|6CDMG|789VULN|9BPWR|aDUR
272	13245 33142	   	195.39	ACR|3VULN|2DMG|1AART|1DUR	19DMG|2RCR|3DUR|4RMIN|579VULN|69AME|8RCVC|9BPWR|aAART
273	13153 45233	   	195.33	ACR|2AART|2DMG|1VULN|1ASPD|1ZMB|1DUR	13DMG|2RCR|4AME|5ZMB|69AART|7DUR|8ASPD|aVULN
274	13125 12343	   	195.30	ACR|3DMG|2VULN|2ASPD|1DUR	139DMG|2RCR|49VULN|58ASPD|6DUST|79ERES|9BPWR|aDUR
275	13125 63343	   	195.30	ACR|3DMG|2VULN|2ASPD|1DUR	139DMG|2RCR|49VULN|58ASPD|6ERES|79DUST|9BPWR|aDUR
276	13125 21283	   	195.30	ACR|3DMG|2VULN|2ASPD|1DUR	137DMG|2RCR|49VULN|59ASPD|6MBVNT|89ERES|9BPWR|aDUR
277	13111 22362	   	195.30	ACR|3VULN|3DMG|1CDMG|1DUR	139DMG|2RCR|49LWND|5ERES|6CDMG|789VULN|9BPWR|aDUR
278	13121 21362	   	195.30	ACR|3VULN|3DMG|1CDMG|1DUR	139DMG|2RCR|489VULN|5ERES|6CDMG|79LHND|9BPWR|aDUR
279	13121 22162	   	195.30	ACR|3VULN|3DMG|1CDMG|1DUR	139DMG|2RCR|479VULN|5ERES|6CDMG|89LWND|9BPWR|aDUR
280	13121 22262	   	195.30	ACR|3VULN|3DMG|1CDMG|1DUR	139DMG|2RCR|479VULN|5ERES|6CDMG|89BEXP|9BPWR|aDUR
281	12154 25132	   	195.24	DCR|2DMG|1AART|1VULN|1ASPD|1ZMB	13DMG|2LWND|4AME|5LHND|6RCR|7VULN|8AART|9ASPD|aZMB
282	13133 45233	   	195.23	ACR|2AART|2DMG|1VULN|1ASPD|1ZMB|1DUR	13DMG|2RCR|4ERES|5ZMB|69AART|7DUR|8ASPD|aVULN
283	13122 24362	   	195.20	ACR|3VULN|3DMG|1CDMG|1DUR	139DMG|2RCR|489VULN|5MLV|6CDMG|79DUST|9BPWR|aDUR
284	16122 23224	   	195.14	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	13DMG|2DUST|4VULN|5MLV|6RCR|7LHND|8ASPD|9ZMB|aAART
285	12343 21261	   	195.13	DCR|3VULN|3DMG	179DMG|2LWND|39MLV|489VULN|5DMSP|6RCR|9BPWR|aBEXP
286	12343 21263	   	195.13	DCR|3VULN|3DMG	179DMG|2LWND|39MLV|489VULN|5DMSP|6RCR|9BPWR|aLHND
287	13133 41662	   	195.13	ACR|3DMG|2VULN|1AART|1ZMB|1DUR	137DMG|2RCR|4ERES|5ZMB|6AART|8DUR|9aVULN
288	13125 14362	   	195.11	ACR|2VULN|2DMG|2ASPD|1AART	13DMG|2RCR|49VULN|58ASPD|6DUST|7AME|aAART
289	13121 24362	   	195.10	ACR|3VULN|3DMG|1CDMG|1DUR	139DMG|2RCR|489VULN|5ERES|6CDMG|79DUST|9BPWR|aDUR
290	12343 21262	   	195.03	DCR|3VULN|3DMG|1MSE	179DMG|2LWND|39MLV|489VULN|5DMSP|6RCR|9BPWR|aMSE
291	12343 21265	   	195.03	DCR|3VULN|3DMG	179DMG|2LWND|39MLV|489VULN|5DMSP|6RCR|9BPWR|aMBVNT
292	43143 21261	   	195.03	DCR|3VULN|3DMG	19LHND|2TLV|379DMG|489VULN|5DMSP|6RCR|9BPWR|aBEXP
293	43143 21263	   	195.03	DCR|3VULN|3DMG	19aLHND|2TLV|379DMG|489VULN|5DMSP|6RCR|9BPWR
294	13125 12362	   	195.01	ACR|2VULN|2DMG|2ASPD|1AART	13DMG|2RCR|49VULN|58ASPD|6DUST|7ERES|aAART
295	13125 63362	   	195.01	ACR|2VULN|2DMG|2ASPD|1AART	13DMG|2RCR|49VULN|58ASPD|6ERES|7DUST|aAART
296	21211 42361	   	194.98	DCR|2VULN|2DMG|1AART|2DUR	1RPLT|2aDMG|3AART|4AME|5aVULN|6LWND|7AELBLL|8RCR|9aDUR|aBPWR
297	21211 52361	   	194.98	DCR|2VULN|2DMG|1AART|2DUR	1RPLT|2aDMG|3AART|4AME|5aVULN|6LHND|7AELBLL|8RCR|9aDUR|aBPWR
298	43143 21262	   	194.93	DCR|3VULN|3DMG|1MSE	19LHND|2TLV|379DMG|489VULN|5DMSP|6RCR|9BPWR|aMSE
299	13261 36314	   	194.93	ACR|3DMG|2VULN|1ASPD|2ZMB|1DUR	16aDMG|2RCR|3DUR|4aMULFIG|59ZMB|7ASPD|8aVULN|aBPWR
300	13123 25653	   	194.91	ACR|3DMG|1VULN|1AART|1ASPD|1ZMB|1DUR	137DMG|2RCR|4VULN|5DMSP|6ZMB|8AART|9DUR|aASPD
301	21251 42361	   	194.88	DCR|2VULN|2DMG|1AART|2DUR	1RPLT|2aDMG|3AART|4TLV|5aVULN|6LWND|7AELBLL|8RCR|9aDUR|aBPWR
302	21251 52361	   	194.88	DCR|2VULN|2DMG|1AART|2DUR	1RPLT|2aDMG|3AART|4TLV|5aVULN|6LHND|7AELBLL|8RCR|9aDUR|aBPWR
303	21211 14311	   	194.88	DCR|2VULN|2DMG|1AART|2DUR	16RPLT|2aDMG|3AART|4AME|5aVULN|7aDUR|8RCR|9LEGI|aBPWR
304	63242 21142	   	194.81	DCR|2VULN|2DMG|1AART|1AAC|1DUR	159CGEN|2AAC|3DUR|49VULN|6RCR|79DMG|8RCVC|9BPWR|aAART
305	53223 41263	   	194.79	ACR|3VULN|1AART|1ASPD|1DMG|2ZMB	13ZMB|2RCR|3BPWR|48aVULN|5DMSP|6AART|7DMG|9ASPD
306	21251 14311	   	194.78	DCR|2VULN|2DMG|1AART|2DUR	16RPLT|2aDMG|3AART|4TLV|5aVULN|7aDUR|8RCR|9LEGI|aBPWR
307	25323 61123	   	194.69	DCR|3VULN|1AART|1DMG|1ZMB	1RPLT|23aVULN|3BPWR|4RCVC|5BELT|6ZMB|7DMG|8RCR|9AART
308	25323 65123	   	194.69	DCR|3VULN|1AART|1ASPD|1ZMB	1RPLT|23aVULN|3BPWR|4RCVC|5BELT|6ZMB|7ASPD|8RCR|9AART
309	25523 61123	   	194.69	DCR|3VULN|1AART|1DMG|1ZMB	1RPLT|23aVULN|4RCVC|5BELT|6ZMB|7DMG|8RCR|9AART
310	11242 23335	   	194.63	DCR|3VULN|2DMG|1DUR	1aDMG|2RMIN|3DUR|47aVULN|5CGEN|6RCR|8TLV|9aLIT|aBPWR
311	11242 23535	   	194.63	DCR|3VULN|2DMG|1DUR	1aDMG|2RMIN|3DUR|47aVULN|5CGEN|6RCR|8ERES|9aLIT|aBPWR
312	11245 26322	   	194.62	DCR|3VULN|1AART|1DMG|1DUR	1DMG|2RMIN|3DUR|45aVULN|6TLV|7AART|8CGEN|9RCR
313	25323 31213	 * 	194.61	DCR|3VULN|2DMG|1CDMG	1RPLT|23aVULN|3aBPWR|4RCVC|5BELT|6CDMG|7aDMG|8RCR|9aFEWX
314	25523 31213	   	194.61	DCR|3VULN|2DMG|1CDMG	1RPLT|23aVULN|4RCVC|5BELT|6CDMG|7aDMG|8RCR|9aFEWX|aBPWR
315	11642 23341	   	194.54	DCR|2VULN|1AART|1ASPD|1DMG	1DMG|2RMIN|3DUST|47VULN|5CGEN|6RCR|8ASPD|9MLV|aAART
316	11244 23335	   	194.53	DCR|3VULN|2DMG|1DUR	1aDMG|2RMIN|3DUR|47aVULN|5ERES|6RCR|8TLV|9aLIT|aBPWR
317	13343 11264	   	194.52	ACR|3VULN|3DMG|1AART	179DMG|2RCR|39MLV|489VULN|5LEGI|6DMSP|9BPWR|aAART
318	11644 23311	   	194.44	DCR|2VULN|1AART|1ASPD|1DMG	1DMG|2RMIN|3DUST|47VULN|5ERES|6RCR|8ASPD|9CGEN|aAART
319	13123 41263	   	194.42	ACR|3VULN|3DMG|1AART	137DMG|2RCR|49aVULN|5DMSP|6AART|8LWND
320	13123 46363	   	194.42	ACR|3VULN|3DMG|1AART	138DMG|2RCR|49aVULN|5DMSP|6AART|7LHND
321	25323 31253	   	194.41	DCR|3VULN|2DMG|1CDMG	1RPLT|23aVULN|3aBPWR|4RCVC|5BELT|6CDMG|7aDMG|8RCR|9aDUST
322	25523 31253	   	194.41	DCR|3VULN|2DMG|1CDMG	1RPLT|23aVULN|4RCVC|5BELT|6CDMG|7aDMG|8RCR|9aDUST|aBPWR
323	14242 21621	   	194.39	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	17DMG|25CGEN|3DUR|4VULN|6RCR|8RCVC|9AART|aASPD
324	13255 23252	 * 	194.30	ACR|2VULN|1MDPS|2DMG|1AART|1ASPD|2DUR|1SELL	1aDMG|2RCR|3aDUR|4ERES|5ASPD|6MDPS|7SELL|8aVULN|9AART|aBPWR
325	11245 31633	   	194.24	DCR|3VULN|1ASPD|1DMG|2DUR	1DMG|2RMIN|39DUR|456VULN|7MULARM|8ASPD|aRCR
326	12422 31243	 * 	194.24	DCR|3DMG|2ASPD|1AART	159DMG|235LWND|4RMIN|59BPWR|69FEWX|79ASPD|8RCR|aAART
327	12422 31244	   	194.24	DCR|3DMG|2ASPD|1VULN	159DMG|235LWND|4RMIN|59BPWR|69FEWX|79ASPD|8RCR|aVULN
328	16126 23431	   	194.19	DCR|2VULN|2DMG|1AART|1DUR	13DMG|2DUST|47VULN|5FEWX|6RCR|8DUR|9RCVC|aAART
329	14242 16222	   	194.17	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DMG|25CGEN|3DUR|4aVULN|6RMIN|7AART|8ASPD|9RCR
330	11323 46224	   	194.15	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1aDMG|2RMIN|3AME|4VULN|5DMSP|6DUR|7AART|8ASPD|9RCR
331	21211 65332	   	194.07	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1RPLT|2DMG|3AART|4AME|5VULN|6RMIN|7ASPD|8RCR|9CDMG|aZMB
332	12422 61243	   	194.04	DCR|3DMG|2ASPD|1AART	159DMG|235LWND|4RMIN|59BPWR|69DUST|79ASPD|8RCR|aAART
333	21251 65332	   	193.97	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1RPLT|2DMG|3AART|4TLV|5VULN|6RMIN|7ASPD|8RCR|9CDMG|aZMB
334	13125 14342	   	193.97	ACR|3DMG|2VULN|2ASPD|1AAC	139DMG|2RCR|49VULN|58ASPD|6DUST|79AME|9BPWR|aAAC
335	12345 23113	   	193.78	DCR|3VULN|1AART|1DMG|1DUR	1DMG|2LWND|3MLV|45aVULN|6RCR|7LHND|8AART|9DUR
336	11531 25331	   	193.77	DCR|3DMG|1VULN|1AART|1ZMB	167DMG|2RMIN|3LIT|4VULN|5LWND|8RCR|9ZMB|aAART
337	11533 25331	   	193.77	DCR|3DMG|1VULN|1AART|1ZMB	167DMG|2RMIN|3LIT|4VULN|5LHND|8RCR|9ZMB|aAART
338	13125 12342	   	193.77	ACR|3DMG|2VULN|2ASPD|1AAC	139DMG|2RCR|49VULN|58ASPD|6DUST|79ERES|9BPWR|aAAC
339	13125 63342	   	193.77	ACR|3DMG|2VULN|2ASPD|1AAC	139DMG|2RCR|49VULN|58ASPD|6ERES|79DUST|9BPWR|aAAC
340	13125 21282	   	193.77	ACR|3DMG|2VULN|2ASPD|1AAC	137DMG|2RCR|49VULN|59ASPD|6MBVNT|89ERES|9BPWR|aAAC
341	14536 13232	   	193.76	DCR|2VULN|2DMG|1ASPD|1CDMG	15DMG|2CGEN|3LIT|45VULN|5BPWR|6BEXP|7CDMG|8RCR|9ERES|aASPD
