0	Index      	 *	Score 	Summary	Detail	
1	11224 23521	 * 	222.78	DCR|3VULN|2DMG|1MDPS|1AART|1ASPD|1SELL	1MDPS|29aVULN|3SELL|45DMG|6RCR|7AART|8ASPD
157	61213 36262	   	196.86	DCR|3ASPD|1VULN|1AART|1CDMG|1DUR	1LHND|2TLV|39aASPD|4DUR|5VULN|6AART|7RCR|8CDMG
158	62213 36262	   	196.86	DCR|3ASPD|1VULN|1AART|1CDMG|1DUR	1LHND|2ERES|39aASPD|4DUR|5VULN|6AART|7RCR|8CDMG
159	11224 23462	   	196.53	DCR|2VULN|2DMG|1MDPS|1AART|1AAC|1DUR|1SELL	1MDPS|28VULN|3SELL|45DMG|6RCR|7AART|9DUR|aAAC
160	21235 45331	 * 	196.41	DCR|1SPLARM|2VULN|1AART|1DMG|1CDMG	1RPLT|2FEWX|3SPLARM|4LIT|5DMG|69VULN|7RCR|8CDMG|aAART
161	22235 45331	   	196.41	DCR|1SPLARM|2VULN|1AART|1DMG|1CDMG	1RPLT|2BEXP|3SPLARM|4LIT|5DMG|69VULN|7RCR|8CDMG|aAART
162	33263 36222	   	196.11	DCR|2VULN|2ASPD|1AART|1CDMG	1AME|2LWND|3aASPD|4FEWX|59VULN|6AART|7RCR|8CDMG
163	33263 36261	   	196.11	DCR|2VULN|2ASPD|1AART|1CDMG	1AME|2LWND|39ASPD|4FEWX|5aVULN|6AART|7RCR|8CDMG
164	11126 52135	   	196.03	DCR|3VULN|1MDPS|1AART|1ASPD|1ZMB	1MDPS|257VULN|3BELT|4AART|6RCR|8ZMB|9ASPD|aRCVC
165	34263 36222	   	196.01	DCR|2VULN|2ASPD|1AART|1CDMG	1AME|2LEGI|3aASPD|4FEWX|59VULN|6AART|7RCR|8CDMG
166	41263 36222	   	196.01	DCR|2VULN|2ASPD|1AART|1CDMG	1LWND|2TLV|3aASPD|4FEWX|59VULN|6AART|7RCR|8CDMG
167	42263 36222	   	196.01	DCR|2VULN|2ASPD|1AART|1CDMG	1LWND|2ERES|3aASPD|4FEWX|59VULN|6AART|7RCR|8CDMG
168	61263 36222	   	196.01	DCR|2VULN|2ASPD|1AART|1CDMG	1LHND|2TLV|3aASPD|4FEWX|59VULN|6AART|7RCR|8CDMG
169	62263 36222	   	196.01	DCR|2VULN|2ASPD|1AART|1CDMG	1LHND|2ERES|3aASPD|4FEWX|59VULN|6AART|7RCR|8CDMG
170	22163 36115	 * 	195.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1RPLT|2BEXP|3CGEN|4CDMG|58VULN|6AART|7ASPD|9DMG|aRCR
171	11126 52131	   	195.70	DCR|3VULN|1MDPS|1AART|1ASPD|1ZMB	1MDPS|257VULN|3BELT|4AART|6RCR|8ZMB|9ASPD|aLIT
172	11126 52132	   	195.70	DCR|3VULN|1MDPS|1AART|1ASPD|1ZMB	1MDPS|257VULN|3BELT|4AART|6RCR|8ZMB|9ASPD|aFEWX
173	11451 36211	 * 	195.63	DCR|3VULN|2AART|1MDPS|1CDMG	1MDPS|245VULN|34LHND|4BPWR|6aAART|7RCR|8CDMG|9DUST
174	11316 42326	   	195.59	DCR|3VULN|1MDPS|2ASPD|1AART	1MDPS|246VULN|3FEWX|57ASPD|8RCR|9AME|aAART
175	11223 53264	 * 	195.59	DCR|2VULN|1MDPS|2DMG|2ASPD|1SELL	1MDPS|28VULN|3SELL|4aDMG|58LIT|6RCR|78ASPD|8BPWR|9LWND
176	13444 13231	   	195.54	DCR|2AART|1MDPS|1VULN|1ASPD|1DMG|1CDMG	1MDPS|2CDMG|3BEXP|4AME|5DMG|6ASPD|79AART|8RCR|aVULN
177	13644 13231	   	195.54	DCR|2AART|1MDPS|1VULN|1ASPD|1DMG|1CDMG	1MDPS|2CDMG|3FEWX|4AME|5DMG|6ASPD|79AART|8RCR|aVULN
178	11411 36211	   	195.53	DCR|3VULN|2AART|1MDPS|1CDMG	1MDPS|245VULN|3LHND|6aAART|7RCR|8CDMG|9DUST
179	24361 13235	   	195.47	DCR|2AART|1VULN|1ASPD|1CDMG|2DUR|1ZMB	1RPLT|29AART|3ASPD|4CDMG|57DUR|6ZMB|8VULN|aRCR
180	11264 23433	   	195.46	DCR|3VULN|1MDPS|1AART|1DMG|1ZMB|1SELL	1MDPS|248VULN|3SELL|5DMG|6RCR|7AART|9ZMB|aLHND
181	13544 13231	   	195.44	DCR|2AART|1MDPS|1VULN|1ASPD|1DMG|1CDMG	1MDPS|2CDMG|3ERES|4FEWX|5DMG|6ASPD|79AART|8RCR|aVULN
182	11511 36211	   	195.43	DCR|3VULN|2AART|1MDPS|1CDMG	1MDPS|245VULN|3LEGI|6aAART|7RCR|8CDMG|9DUST
183	11551 36211	   	195.43	DCR|3VULN|2AART|1MDPS|1CDMG	1MDPS|245VULN|3LEGI|4BPWR|6aAART|7RCR|8CDMG|9DUST
184	11411 36225	   	195.40	DCR|4VULN|1MDPS|1AART|1CDMG	1MDPS|2459VULN|3LHND|6AART|7RCR|8CDMG|aLIT
185	11411 36241	   	195.40	DCR|4VULN|1MDPS|1AART|1CDMG	1MDPS|245aVULN|3LHND|6AART|7RCR|8CDMG|9CGEN
186	11451 36223	   	195.40	DCR|4VULN|1MDPS|1AART|1CDMG	1MDPS|2459VULN|34LHND|4BPWR|6AART|7RCR|8CDMG|aLEGI
187	33214 62352	 * 	195.37	DCR|3ASPD|2VULN|1DMG|1DUR	1AME|2LWND|379ASPD|4DUR|5DMG|6aVULN|8RCR
188	11262 23432	   	195.36	DCR|3VULN|1MDPS|1AART|1ASPD|1AAC|1ZMB|1SELL	1MDPS|248VULN|3SELL|5AAC|6RCR|7AART|9ZMB|aASPD
189	13514 13231	   	195.34	DCR|2AART|1MDPS|1VULN|1ASPD|1DMG|1CDMG	1MDPS|2CDMG|3ERES|4DUST|5DMG|6ASPD|79AART|8RCR|aVULN
190	11223 53224	 * 	195.34	DCR|2VULN|1MDPS|2DMG|2ASPD|2SELL	1MDPS|28VULN|39SELL|4aDMG|58LIT|6RCR|78ASPD|8BPWR
191	11411 36223	   	195.30	DCR|4VULN|1MDPS|1AART|1CDMG	1MDPS|2459VULN|3LHND|6AART|7RCR|8CDMG|aLEGI
192	11411 36226	   	195.30	DCR|4VULN|1MDPS|1AART|1CDMG	1MDPS|2459VULN|3LHND|6AART|7RCR|8CDMG|aTLV
193	11511 36223	   	195.30	DCR|4VULN|1MDPS|1AART|1CDMG	1MDPS|2459VULN|3LEGI|6AART|7RCR|8CDMG|aLHND
194	11511 36225	   	195.30	DCR|4VULN|1MDPS|1AART|1CDMG	1MDPS|2459VULN|3LEGI|6AART|7RCR|8CDMG|aLIT
195	11511 36241	   	195.30	DCR|4VULN|1MDPS|1AART|1CDMG	1MDPS|245aVULN|3LEGI|6AART|7RCR|8CDMG|9CGEN
196	11551 36223	   	195.30	DCR|4VULN|1MDPS|1AART|1CDMG	1MDPS|2459VULN|3LEGI|4BPWR|6AART|7RCR|8CDMG|aLHND
197	11615 36221	   	195.30	DCR|4VULN|1MDPS|1AART|1CDMG	1MDPS|239aVULN|4TLV|5MLV|6AART|7RCR|8CDMG
198	11244 16211	   	195.30	DCR|2AART|1MDPS|1VULN|1ASPD|1DMG|1CDMG|1SELL	1MDPS|2VULN|3SELL|4AME|5DMG|6ASPD|7aAART|8RCR|9CDMG
199	33264 23315	 * 	195.23	DCR|2DMG|2ASPD|1AART|1VULN	1AME|26LWND|3aASPD|4FEWX|56DMG|6BPWR|7VULN|8RCR|9AART
200	11224 23433	   	195.22	DCR|2VULN|1MDPS|2DMG|1AART|1ZMB|1SELL	1MDPS|28VULN|3SELL|45DMG|6RCR|7AART|9ZMB|aLHND
201	11224 23435	   	195.22	DCR|2VULN|1MDPS|2DMG|1AART|1ZMB|1SELL	1MDPS|28VULN|3SELL|45DMG|6RCR|7AART|9ZMB|aLIT
202	11511 36226	   	195.20	DCR|4VULN|1MDPS|1AART|1CDMG	1MDPS|2459VULN|3LEGI|6AART|7RCR|8CDMG|aTLV
203	11126 52123	   	195.13	DCR|4VULN|1MDPS|1AART|2ZMB	1MDPS|2579VULN|3BELT|4AART|6RCR|89ZMB|9BPWR|aRCVC
204	11224 23436	   	195.12	DCR|2VULN|1MDPS|2DMG|1AART|1ZMB|1SELL	1MDPS|28VULN|3SELL|45DMG|6RCR|7AART|9ZMB|aTLV
205	11443 32422	   	195.06	DCR|3VULN|2DMG|1MDPS|1AART	1MDPS|258VULN|3LHND|4AART|68FEWX|78DMG|8BPWR|9LEGI|aRCR
206	11543 32422	   	195.06	DCR|3VULN|2DMG|1MDPS|1AART	1MDPS|258VULN|3LEGI|4AART|68FEWX|78DMG|8BPWR|9LHND|aRCR
207	11543 32432	   	195.06	DCR|3VULN|2DMG|1MDPS|1AART	1MDPS|258VULN|3LEGI|4AART|68FEWX|78DMG|8BPWR|9BEXP|aRCR
208	11122 52121	   	194.81	DCR|4VULN|1MDPS|1AART|2ZMB	1MDPS|279aVULN|35BELT|4AART|6RCR|89ZMB|9BPWR
209	11126 52122	   	194.81	DCR|4VULN|1MDPS|1AART|2ZMB	1MDPS|2579VULN|3BELT|4AART|6RCR|89ZMB|9BPWR|aBEXP
210	11224 23264	 * 	194.80	DCR|2DMG|1MDPS|1VULN|1AART|1ASPD|1AAC|1ZMB|1SELL	1MDPS|2VULN|3SELL|45DMG|6RCR|7AART|8AAC|9ASPD|aZMB
211	11224 23553	 * 	194.80	DCR|2DMG|1MDPS|1VULN|1AART|1ASPD|1ZMB|1SELL	1MDPS|2VULN|3SELL|45DMG|6RCR|7AART|8ASPD|9MBVNT|aZMB
212	11224 21255	 * 	194.72	DCR|2VULN|2DMG|1MDPS|1ASPD|2DUR|1SELL	1MDPS|2aVULN|3SELL|45DMG|6RCR|79DUR|8ASPD
213	11126 52125	   	194.71	DCR|4VULN|1MDPS|1AART|2ZMB|1MSE	1MDPS|2579VULN|3BELT|4AART|6RCR|89ZMB|9BPWR|aMSE
214	11213 53251	   	194.41	DCR|3VULN|1MDPS|2ASPD|1ZMB|1DUR|1SELL	1MDPS|289VULN|3SELL|4ZMB|58LIT|6RCR|78ASPD|8BPWR|aDUR
215	11262 23562	 * 	194.34	DCR|3ASPD|2VULN|1MDPS|1AART|1AAC|1SELL	1MDPS|24VULN|3SELL|5AAC|6RCR|7AART|89aASPD
216	11126 51422	   	194.12	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1ZMB	1MDPS|25VULN|3BELT|4AART|6RCR|7CDMG|8ZMB|9DMG|aBEXP
217	11451 36213	 * 	194.08	DCR|3VULN|1SPLARM|1MDPS|1AART|1CDMG	1MDPS|245VULN|34LHND|4BPWR|6AART|7RCR|8CDMG|9DUST|aSPLARM
218	11126 51423	   	194.02	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1ZMB|1MSE	1MDPS|25VULN|3BELT|4AART|6RCR|7CDMG|8ZMB|9DMG|aMSE
219	11411 36213	   	193.98	DCR|3VULN|1SPLARM|1MDPS|1AART|1CDMG	1MDPS|245VULN|3LHND|6AART|7RCR|8CDMG|9DUST|aSPLARM
220	11511 36213	   	193.88	DCR|3VULN|1SPLARM|1MDPS|1AART|1CDMG	1MDPS|245VULN|3LEGI|6AART|7RCR|8CDMG|9DUST|aSPLARM
221	11551 36213	   	193.88	DCR|3VULN|1SPLARM|1MDPS|1AART|1CDMG	1MDPS|245VULN|3LEGI|4BPWR|6AART|7RCR|8CDMG|9DUST|aSPLARM
222	11316 41216	   	193.59	DCR|3VULN|1MDPS|2ASPD|1AART	1MDPS|246VULN|3FEWX|58ASPD|7MLV|9RCR|aAART
223	11313 42216	   	193.49	DCR|3VULN|1MDPS|2ASPD|1AART	1MDPS|246VULN|3FEWX|5ERES|78ASPD|9RCR|aAART
224	11316 43216	   	193.49	DCR|3VULN|1MDPS|2ASPD|1AART	1MDPS|246VULN|3FEWX|58ASPD|7ERES|9RCR|aAART
225	11611 42216	   	193.49	DCR|3VULN|1MDPS|2ASPD|1AART	1MDPS|236VULN|4TLV|5BEXP|78ASPD|9RCR|aAART
226	11623 42216	   	193.49	DCR|3VULN|1MDPS|2ASPD|1AART	1MDPS|236VULN|4BEXP|5ERES|78ASPD|9RCR|aAART
227	11326 42422	 * 	193.40	DCR|2VULN|2AART|2DMG|1MDPS	1MDPS|28VULN|3FEWX|48BEXP|56AART|78DMG|8BPWR|9LHND|aRCR
228	11513 42215	   	193.39	DCR|3VULN|1MDPS|2ASPD|1AART	1MDPS|246VULN|3LEGI|5ERES|78ASPD|9RCR|aAART
229	11133 53411	   	193.24	DCR|2VULN|1MDPS|1AART|2CDMG|2DUR|1ZMB	1MDPS|29VULN|3BELT|4ZMB|59DUR|6AART|7RCR|89CDMG|9BPWR|aRPLT
230	11133 53412	   	193.24	DCR|2VULN|1MDPS|1AART|2CDMG|2DUR|1ZMB	1MDPS|29VULN|3BELT|4ZMB|59DUR|6AART|7RCR|89CDMG|9BPWR|aAELBLL
231	11133 53413	   	193.24	DCR|2VULN|1MDPS|1AART|2CDMG|2DUR|1ZMB	1MDPS|29VULN|3BELT|4ZMB|59DUR|6AART|7RCR|89CDMG|9BPWR|aLHND
232	11133 53415	   	193.24	DCR|2VULN|1MDPS|1AART|2CDMG|2DUR|1ZMB	1MDPS|29VULN|3BELT|4ZMB|59DUR|6AART|7RCR|89CDMG|9BPWR|aBEXP
233	11133 53416	   	193.24	DCR|2VULN|1MDPS|1AART|2CDMG|2DUR|1ZMB	1MDPS|29VULN|3BELT|4ZMB|59DUR|6AART|7RCR|89CDMG|9BPWR|aRMIN
234	11224 23463	   	193.19	DCR|2VULN|2DMG|1MDPS|1AART|1DUR|1SELL	1MDPS|28VULN|3SELL|45DMG|6RCR|7AART|9DUR|aFEWX
235	21424 13236	 * 	193.17	DCR|2AART|2DMG|1VULN|1CDMG	1RPLT|2FEWX|3BEXP|45DMG|6VULN|79AART|8RCR|aCDMG
236	22524 13236	   	193.07	DCR|2AART|2DMG|1VULN|1CDMG	1RPLT|2BEXP|3DUST|45DMG|6VULN|79AART|8RCR|aCDMG
