0	Index      	 *	Score 	Summary	Detail	
1	53622 22151	 * 	225.99	DCR|3VULN|1MDPS|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2CDMG|357VULN|4AART|6MDPS|8RCR|9ASPD|aDMG
148	42253 22334	   	202.53	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	15VULN|2LWND|3AART|4DUR|6RCR|7CDMG|8AME|9ZMB|aDMG
149	42253 22633	   	202.53	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	15VULN|2LWND|3AART|4DUR|6RCR|7CDMG|8ASPD|9ZMB|aLIT
150	43621 15121	   	202.51	DCR|2VULN|1MDPS|1AART|1CDMG|2ZMB|1DUR	13VULN|2CDMG|4AART|56ZMB|7RCR|8BELT|9DUR|aMDPS
151	42253 22631	   	202.43	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	15VULN|2LWND|3AART|4DUR|6RCR|7CDMG|8ASPD|9ZMB|aERES
152	16154 23312	   	202.35	DCR|2VULN|2AART|1DMG|1ZMB|1DUR	19AART|2ZMB|3CGEN|4DMG|57VULN|6RCR|8AELBLL|aDUR
153	42233 21635	 * 	201.95	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG	14VULN|245LWND|3AART|4BPWR|6LEGI|7RCR|8CDMG|9DMG|aNUKE
154	41231 21442	   	201.82	DCR|3VULN|1AART|1DMG|1CDMG	149VULN|24LHND|3AART|4BPWR|5BEXP|6RCR|7RPLT|8CDMG|aDMG
155	41231 22242	   	201.82	DCR|3VULN|1AART|1DMG|1CDMG	149VULN|24LHND|3AART|4BPWR|5BEXP|6RCR|7CDMG|8RPLT|aDMG
156	41231 22653	   	201.82	DCR|3VULN|1AART|1ASPD|1CDMG	14aVULN|249LHND|3AART|4BPWR|5BEXP|6RCR|7CDMG|8ASPD
157	41233 21442	   	201.82	DCR|3VULN|1AART|1DMG|1CDMG	149VULN|24LHND|3AART|4BPWR|5LWND|6RCR|7RPLT|8CDMG|aDMG
158	41233 22242	   	201.82	DCR|3VULN|1AART|1DMG|1CDMG	149VULN|24LHND|3AART|4BPWR|5LWND|6RCR|7CDMG|8RPLT|aDMG
159	42231 21442	   	201.82	DCR|3VULN|1AART|1DMG|1CDMG	149VULN|24LWND|3AART|4BPWR|5BEXP|6RCR|7RPLT|8CDMG|aDMG
160	42231 22242	   	201.82	DCR|3VULN|1AART|1DMG|1CDMG	149VULN|24LWND|3AART|4BPWR|5BEXP|6RCR|7CDMG|8RPLT|aDMG
161	43523 32326	   	201.79	DCR|3VULN|1AART|2CDMG|3DUR	158VULN|27CDMG|38ERES|458DUR|58BPWR|6RCVC|9RCR|aAART
162	41231 22643	   	201.72	DCR|3VULN|1AART|1ASPD|1CDMG	14aVULN|24LHND|3AART|4BPWR|5BEXP|6RCR|7CDMG|8ASPD|9ERES
163	43623 62113	 * 	201.72	DCR|3VULN|1AART|1NUKE|1CDMG	137VULN|2CDMG|4AART|5CGEN|6RCR|8BELT|9AME|aNUKE
164	53622 22163	 * 	201.69	DCR|3VULN|2AART|1MDPS|1CDMG|1DUR|1SELL	1DUR|2CDMG|357VULN|4aAART|6MDPS|8RCR|9SELL
165	11112 42543	   	201.36	DCR|3VULN|2AART|2CDMG	1aAART|27BEXP|3FEWX|47CDMG|579VULN|6RPLT|7BPWR|8RCR
166	11113 52543	   	201.36	DCR|3VULN|2AART|2CDMG	1aAART|27BEXP|3FEWX|47CDMG|5RPLT|679VULN|7BPWR|8RCR
167	41255 22332	   	201.29	DCR|2VULN|1MDPS|1AART|1CDMG|1ZMB|1DUR	15VULN|2LHND|3AART|4DUR|6RCR|7CDMG|8AME|9ZMB|aMDPS
168	42253 22332	   	201.29	DCR|2VULN|1MDPS|1AART|1CDMG|1ZMB|1DUR	15VULN|2LWND|3AART|4DUR|6RCR|7CDMG|8AME|9ZMB|aMDPS
169	11338 84413	 * 	201.28	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2BEXP|3MBVNT|4AIRARM|59DMG|6RCR|7CDMG|8aVULN
170	51212 42512	   	201.07	DCR|2VULN|1AART|2CDMG|1DMG|2DUR	17DUR|29LHND|3AART|47CDMG|57VULN|6RPLT|7BPWR|8RCR|aDMG
171	51213 52512	   	201.07	DCR|2VULN|1AART|2CDMG|1DMG|2DUR	17DUR|29LHND|3AART|47CDMG|5RPLT|67VULN|7BPWR|8RCR|aDMG
172	52212 42522	   	201.07	DCR|2VULN|1AART|2CDMG|1DMG|2DUR	17DUR|29LWND|3AART|47CDMG|57VULN|6RPLT|7BPWR|8RCR|aDMG
173	52213 52522	   	201.07	DCR|2VULN|1AART|2CDMG|1DMG|2DUR	17DUR|29LWND|3AART|47CDMG|5RPLT|67VULN|7BPWR|8RCR|aDMG
174	46123 31323	   	201.00	DCR|4VULN|2CDMG|3DUR	1578VULN|2AME|38CDMG|458DUR|58BPWR|6RCVC|9RCR|aSPLREG
175	41251 22632	   	200.97	DCR|1MDPS|1AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1VULN|25LHND|3AART|4DUR|6RCR|7CDMG|8ASPD|9ZMB|aMDPS
176	11338 84418	 * 	200.96	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1AART|2BEXP|3MBVNT|4AIRARM|59DMG|6RCR|7CDMG|8VULN|aASPD
177	45123 31323	   	200.90	DCR|4VULN|2CDMG|3DUR	1578VULN|2ERES|38CDMG|458DUR|58BPWR|6RCVC|9RCR|aSPLREG
178	43113 11364	   	200.86	DCR|3VULN|1AART|1CDMG|2SPLREG|1AAC|2ZMB	179VULN|2CDMG|39SPLREG|4DMSP|5AAC|6AART|89ZMB|9BPWR|aRCR
179	42233 21633	   	200.71	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG	14VULN|245LWND|3AART|4BPWR|6LEGI|7RCR|8CDMG|9DMG|aMDPS
180	43123 11534	   	200.56	DCR|3VULN|1AART|1DMG|1CDMG|1AAC	147VULN|2CDMG|3SPLREG|5AAC|6AART|8DMG|9RCVC|aRCR
181	43121 11636	   	200.46	DCR|3VULN|1AART|1DMG|1CDMG	147VULN|2CDMG|3SPLREG|5ERES|6AART|8CANSTR|9DMG|aRCR
182	43623 62231	   	200.28	DCR|3VULN|1MDPS|1AART|1CDMG	137VULN|2CDMG|4AART|5CGEN|6RCR|8TLV|9MDPS|aERES
183	43623 62233	   	200.28	DCR|3VULN|1MDPS|1AART|1CDMG	137VULN|2CDMG|4AART|5CGEN|6RCR|8TLV|9MDPS|aLIT
184	43623 62331	   	200.28	DCR|3VULN|1MDPS|1AART|1CDMG	137VULN|2CDMG|4AART|5CGEN|6RCR|8aERES|9MDPS
185	43623 62332	   	200.28	DCR|3VULN|1MDPS|1AART|1CDMG	137VULN|2CDMG|4AART|5CGEN|6RCR|8ERES|9MDPS|aLWND
186	43623 62333	   	200.28	DCR|4VULN|1MDPS|1AART|1CDMG	137aVULN|2CDMG|4AART|5CGEN|6RCR|8ERES|9MDPS
187	41252 23132	   	200.16	DCR|4VULN|1AART|3DUR	189aVULN|289LHND|3AART|458DUR|6RCR|7BELT|89BPWR
188	41231 21452	   	200.06	DCR|2VULN|2AART|1DMG|1CDMG	14VULN|24LHND|39AART|4BPWR|5BEXP|6RCR|7RPLT|8CDMG|aDMG
189	41231 22252	   	200.06	DCR|2VULN|2AART|1DMG|1CDMG	14VULN|24LHND|39AART|4BPWR|5BEXP|6RCR|7CDMG|8RPLT|aDMG
190	41233 21432	   	200.06	DCR|2VULN|2AART|1DMG|1CDMG	14VULN|24LHND|39AART|4BPWR|5LWND|6RCR|7RPLT|8CDMG|aDMG
191	41233 22232	   	200.06	DCR|2VULN|2AART|1DMG|1CDMG	14VULN|24LHND|39AART|4BPWR|5LWND|6RCR|7CDMG|8RPLT|aDMG
192	42231 21452	   	200.06	DCR|2VULN|2AART|1DMG|1CDMG	14VULN|24LWND|39AART|4BPWR|5BEXP|6RCR|7RPLT|8CDMG|aDMG
193	42231 22252	   	200.06	DCR|2VULN|2AART|1DMG|1CDMG	14VULN|24LWND|39AART|4BPWR|5BEXP|6RCR|7CDMG|8RPLT|aDMG
194	41231 42151	   	200.05	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	14VULN|24LHND|3AART|4BPWR|5BEXP|6FEWX|7CDMG|8RCR|9ASPD|aDMG
195	41233 42151	   	200.05	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	14VULN|24LHND|3AART|4BPWR|5LWND|6FEWX|7CDMG|8RCR|9ASPD|aDMG
196	41233 52151	   	200.05	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	14VULN|24LHND|3AART|4BPWR|5LWND|6BEXP|7CDMG|8RCR|9ASPD|aDMG
197	42231 42151	   	200.05	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	14VULN|24LWND|3AART|4BPWR|5BEXP|6FEWX|7CDMG|8RCR|9ASPD|aDMG
198	41241 22242	   	199.96	DCR|2VULN|2AART|1DMG|1CDMG	19VULN|2LHND|34AART|5BEXP|6RCR|7CDMG|8RPLT|aDMG
199	41243 22242	   	199.96	DCR|2VULN|2AART|1DMG|1CDMG	19VULN|2LHND|34AART|5LWND|6RCR|7CDMG|8RPLT|aDMG
200	42231 22643	   	199.96	DCR|2VULN|2AART|1ASPD|1CDMG	14VULN|24LWND|3aAART|4BPWR|5BEXP|6RCR|7CDMG|8ASPD|9ERES
201	42241 22242	   	199.96	DCR|2VULN|2AART|1DMG|1CDMG	19VULN|2LWND|34AART|5BEXP|6RCR|7CDMG|8RPLT|aDMG
202	43623 61323	   	199.96	DCR|2VULN|2AART|1ASPD|1CDMG	13VULN|2CDMG|4aAART|58CGEN|6RCR|7BEXP|9ASPD
203	43623 61333	   	199.96	DCR|2VULN|2AART|1DMG|1CDMG	13VULN|2CDMG|4aAART|58CGEN|6RCR|7BEXP|9DMG
204	11112 22151	   	199.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1AART|2BEXP|3FEWX|4CDMG|57VULN|6LHND|8RCR|9ASPD|aDMG
205	12112 22151	   	199.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1AART|2LWND|3FEWX|4CDMG|57VULN|6LHND|8RCR|9ASPD|aDMG
206	12412 22151	   	199.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1AART|2LWND|3BEXP|4CDMG|57VULN|6LHND|8RCR|9ASPD|aDMG
207	42214 22151	   	199.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	17VULN|2LWND|3AART|4CDMG|5BEXP|6LHND|8RCR|9ASPD|aDMG
208	63212 22151	   	199.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1LWND|2FEWX|3AART|4CDMG|57VULN|6LHND|8RCR|9ASPD|aDMG
209	66112 22151	   	199.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1LWND|2AART|3FEWX|4CDMG|57VULN|6LHND|8RCR|9ASPD|aDMG
210	43341 31632	   	199.95	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1VULN|2CDMG|3ASPD|4BEXP|5DMG|67AART|8FEWX|9DUR|aRCR
211	41212 23151	   	199.85	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1CDMG	15VULN|27LHND|3AART|4CDMG|6MDPS|8RCR|9ASPD|aDMG
212	41213 22151	   	199.85	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1CDMG	17VULN|25LHND|3AART|4CDMG|6MDPS|8RCR|9ASPD|aDMG
213	43341 31532	   	199.85	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1VULN|2CDMG|3ASPD|4BEXP|5DMG|67AART|8LEGI|9DUR|aRCR
214	42233 41633	   	199.82	DCR|3VULN|1AART|1DMG|1CDMG	14aVULN|245LWND|3AART|4BPWR|6BEXP|7RCR|8CDMG|9DMG
215	43323 25622	   	199.77	DCR|2VULN|1AART|1ASPD|1CDMG|2DUR|1ZMB	15VULN|2CDMG|3ASPD|45DUR|5BPWR|6ZMB|7AART|8FEWX|9DUST|aRCR
216	11338 84453	   	199.76	DCR|2VULN|2AART|1DMG|1CDMG	19AART|2BEXP|3MBVNT|4AIRARM|5DMG|6RCR|7CDMG|8aVULN
217	43323 25522	   	199.67	DCR|2VULN|1AART|1ASPD|1CDMG|2DUR|1ZMB	15VULN|2CDMG|3ASPD|45DUR|5BPWR|6ZMB|7AART|8LEGI|9DUST|aRCR
218	12153 12151	   	199.63	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG	1AART|2LWND|3FEWX|4RMIN|5VULN|6DMG|7CDMG|8RCR|9ASPD|aNUKE
219	12453 12151	   	199.63	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG	1AART|2LWND|3BEXP|4RMIN|5VULN|6DMG|7CDMG|8RCR|9ASPD|aNUKE
220	12613 12151	   	199.63	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG	1AART|2LWND|3MLV|4BEXP|5VULN|6DMG|7CDMG|8RCR|9ASPD|aNUKE
221	63253 12151	   	199.63	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG	1LWND|2FEWX|3AART|4RMIN|5VULN|6DMG|7CDMG|8RCR|9ASPD|aNUKE
222	53622 12236	   	199.61	DCR|4VULN|1AART|1CDMG|1DUR	1DUR|2CDMG|357aVULN|4AART|6TLV|8ERES|9RCR
223	12312 68723	 * 	199.13	DCR|3AART|2VULN|1DMG|1CDMG	168AART|2LWND|3MBVNT|4CDMG|57VULN|9RCR|aDMG
224	41233 24135	   	199.12	DCR|3VULN|1AART|1DMG|2DUR	149VULN|24LHND|3AART|4BPWR|5LWND|6RCR|78DUR|aDMG
225	43113 11254	   	198.80	DCR|2VULN|2AART|1ASPD|1CDMG|1AAC	17VULN|2CDMG|3SPLREG|4DMSP|5AAC|68AART|9ASPD|aRCR
226	16333 32144	   	198.43	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2ZMB|3DUR|4LWND|59VULN|6ERES|7CDMG|8RCR|aDMG
227	53336 11324	 * 	198.29	DCR|2AART|2ASPD|1DMG|1CDMG|1AAC|1DUR	1DUR|2CDMG|37ASPD|4AAC|5RMIN|6RCR|8aAART|9DMG
228	43123 11344	   	198.26	DCR|3VULN|1AART|2CDMG|1AAC|1ZMB	147VULN|29CDMG|3SPLREG|5AAC|6AART|8ZMB|aRCR
229	41253 22334	   	198.22	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2LHND|35AART|4DUR|6RCR|7CDMG|8AME|9ZMB|aDMG
230	41253 22633	   	198.22	DCR|2AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1VULN|2LHND|35AART|4DUR|6RCR|7CDMG|8ASPD|9ZMB|aLIT
231	16333 15521	   	198.21	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1AART|2ZMB|3DUR|49LWND|5VULN|6DMG|7ASPD|8RCR|aCDMG
232	16333 22151	   	198.21	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1AART|2ZMB|3DUR|4LWND|5VULN|6RMIN|7CDMG|8RCR|9ASPD|aDMG
233	41253 22631	   	198.12	DCR|2AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1VULN|2LHND|35AART|4DUR|6RCR|7CDMG|8ASPD|9ZMB|aERES
234	43341 33632	   	198.10	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	1VULN|2CDMG|38ASPD|4BEXP|5DMG|6AART|7LWND|9DUR|aRCR
235	43623 25323	   	197.96	DCR|2VULN|2AART|1ASPD|1CDMG	13VULN|2CDMG|4aAART|58CGEN|6FEWX|7RCR|9ASPD
236	43623 25333	   	197.96	DCR|2VULN|2AART|1DMG|1CDMG	13VULN|2CDMG|4aAART|58CGEN|6FEWX|7RCR|9DMG
237	16311 35234	   	197.94	DCR|2VULN|2ASPD|1AART|2DUR|1ZMB	1AART|2ZMB|39DUR|4FEWX|5LIT|69ASPD|7LWND|89VULN|9BPWR|aRCR
238	16331 35234	   	197.94	DCR|2VULN|2ASPD|1AART|2DUR|1ZMB	1AART|2ZMB|39DUR|4LWND|5LIT|69ASPD|7LHND|89VULN|9BPWR|aRCR
239	43624 22112	   	197.88	DCR|3VULN|1MDPS|1AART|1CDMG|2DUR|1AAC	137VULN|2CDMG|4AART|59DUR|6MDPS|8RCR|aAAC
240	53622 22112	   	197.88	DCR|3VULN|1MDPS|1AART|1CDMG|2DUR|1AAC	19DUR|2CDMG|357VULN|4AART|6MDPS|8RCR|aAAC
241	53233 24161	   	197.87	DCR|2VULN|2DMG|1MDPS|1ASPD|1CDMG|1AAC|1DUR	1DUR|2CDMG|3MDPS|4AAC|56DMG|79VULN|8ASPD|aRCR
242	43354 11232	 * 	197.85	DCR|2ASPD|2AAC|1VULN|2CDMG|1NUKE|1ZMB	1VULN|28CDMG|37ASPD|4ZMB|59AAC|6RCR|aNUKE
243	11112 22156	   	197.72	DCR|3VULN|1AART|1ASPD|1CDMG	1AART|2BEXP|3FEWX|4CDMG|57aVULN|6LHND|8RCR|9ASPD
244	12112 22156	   	197.72	DCR|3VULN|1AART|1ASPD|1CDMG	1AART|2LWND|3FEWX|4CDMG|57aVULN|6LHND|8RCR|9ASPD
245	12412 22156	   	197.72	DCR|3VULN|1AART|1ASPD|1CDMG	1AART|2LWND|3BEXP|4CDMG|57aVULN|6LHND|8RCR|9ASPD
246	63212 22156	   	197.72	DCR|3VULN|1AART|1ASPD|1CDMG	1LWND|2FEWX|3AART|4CDMG|57aVULN|6LHND|8RCR|9ASPD
247	43623 62111	   	197.70	DCR|4VULN|1AART|1CDMG	137aVULN|2CDMG|4AART|5aCGEN|6RCR|8BELT|9aAME|aBPWR
248	41212 22122	   	197.62	DCR|3VULN|1MDPS|1AART|1ASPD|1CDMG	157VULN|2LHND|3AART|4CDMG|6MDPS|8RCR|9LIT|aASPD
249	41212 22152	   	197.62	DCR|3VULN|1MDPS|1AART|1ASPD|1CDMG	157VULN|2LHND|3AART|4CDMG|6MDPS|8RCR|9ASPD|aBEXP
250	41212 22154	   	197.62	DCR|3VULN|1MDPS|1AART|1ASPD|1CDMG	157VULN|2LHND|3AART|4CDMG|6MDPS|8RCR|9ASPD|aRPLT
251	41212 22156	   	197.62	DCR|3VULN|1MDPS|1AART|1ASPD|1CDMG	157VULN|2LHND|3AART|4CDMG|6MDPS|8RCR|9ASPD|aMLV
252	42212 22122	   	197.62	DCR|3VULN|1MDPS|1AART|1ASPD|1CDMG	157VULN|2LWND|3AART|4CDMG|6MDPS|8RCR|9LIT|aASPD
253	42212 22152	   	197.62	DCR|3VULN|1MDPS|1AART|1ASPD|1CDMG	157VULN|2LWND|3AART|4CDMG|6MDPS|8RCR|9ASPD|aBEXP
254	42212 22154	   	197.62	DCR|3VULN|1MDPS|1AART|1ASPD|1CDMG	157VULN|2LWND|3AART|4CDMG|6MDPS|8RCR|9ASPD|aRPLT
255	42212 22156	   	197.62	DCR|3VULN|1MDPS|1AART|1ASPD|1CDMG	157VULN|2LWND|3AART|4CDMG|6MDPS|8RCR|9ASPD|aMLV
256	12326 16441	   	197.58	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2aLWND|3MBVNT|49RPLT|5CDMG|6aDMG|7aVULN|8RCR|aBPWR
257	41212 22141	   	197.52	DCR|3VULN|1MDPS|1AART|1DMG|1CDMG	157VULN|2LHND|3AART|4CDMG|6MDPS|8RCR|9ERES|aDMG
258	41212 22155	   	197.52	DCR|3VULN|1MDPS|1AART|1ASPD|1CDMG	157VULN|2LHND|3AART|4CDMG|6MDPS|8RCR|9ASPD|aDUST
259	42212 22141	   	197.52	DCR|3VULN|1MDPS|1AART|1DMG|1CDMG	157VULN|2LWND|3AART|4CDMG|6MDPS|8RCR|9ERES|aDMG
260	42212 22155	   	197.52	DCR|3VULN|1MDPS|1AART|1ASPD|1CDMG	157VULN|2LWND|3AART|4CDMG|6MDPS|8RCR|9ASPD|aDUST
261	12252 25341	   	197.44	DCR|2VULN|1AART|1ASPD|1CDMG|2DUR	1AART|2LWND|3LHND|45DUR|6RCR|7ASPD|89VULN|aCDMG
262	41252 22242	   	197.44	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	19VULN|2LHND|3AART|45DUR|6RCR|7CDMG|8RPLT|aDMG
263	41255 22222	   	197.44	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	15VULN|2LHND|3AART|49DUR|6RCR|7CDMG|8RPLT|aDMG
264	42253 21432	   	197.44	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	15VULN|2LWND|3AART|49DUR|6RCR|7RPLT|8CDMG|aDMG
265	42253 22232	   	197.44	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	15VULN|2LWND|3AART|49DUR|6RCR|7CDMG|8RPLT|aDMG
266	42253 25221	   	197.44	DCR|2VULN|1AART|1ASPD|1CDMG|2DUR	15VULN|2LWND|3AART|49DUR|6RCR|7ASPD|8LHND|aCDMG
267	42253 22241	   	197.39	DCR|3VULN|1AART|2CDMG|1DUR	159VULN|2LWND|3AART|4DUR|6RCR|7aCDMG|8RPLT
268	41212 22162	   	197.38	DCR|3VULN|1MDPS|1AART|1DMG|1CDMG|1SELL	157VULN|2LHND|3AART|4CDMG|6MDPS|8RCR|9SELL|aDMG
269	42212 22162	   	197.38	DCR|3VULN|1MDPS|1AART|1DMG|1CDMG|1SELL	157VULN|2LWND|3AART|4CDMG|6MDPS|8RCR|9SELL|aDMG
270	41231 24115	   	197.36	DCR|2VULN|2AART|1DMG|2DUR	14VULN|24LHND|39AART|4BPWR|5BEXP|6RCR|78DUR|aDMG
271	42231 24115	   	197.36	DCR|2VULN|2AART|1DMG|2DUR	14VULN|24LWND|39AART|4BPWR|5BEXP|6RCR|78DUR|aDMG
272	42253 25131	   	197.34	DCR|2VULN|1AART|1ASPD|1CDMG|2DUR	15VULN|2LWND|3AART|49DUR|6RCR|7ASPD|8DUST|aCDMG
273	12253 25343	 * 	197.28	DCR|3AART|2VULN|1ASPD|1DUR	15aAART|2LWND|3LHND|4DUR|6RCR|7ASPD|89VULN
274	12252 25343	   	197.26	DCR|2VULN|2AART|1ASPD|2DUR	1aAART|2LWND|3LHND|45DUR|6RCR|7ASPD|89VULN
275	12253 26135	   	197.26	DCR|2VULN|2AART|1DMG|2DUR	15AART|2LWND|3LHND|48DUR|6RCR|79VULN|aDMG
276	42253 25223	   	197.26	DCR|2VULN|2AART|1ASPD|2DUR	15VULN|2LWND|3aAART|49DUR|6RCR|7ASPD|8LHND
277	43125 13216	   	197.13	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	14VULN|2CDMG|3SPLREG|5RPLT|6DMG|7RCR|8DUR|9BEXP|aAART
278	43125 13115	 * 	197.12	DCR|2VULN|2DMG|3CDMG	14VULN|28aCDMG|3SPLREG|5RPLT|69DMG|7RCR
279	43125 43323	   	197.10	DCR|3VULN|2ASPD|1CDMG	14aVULN|2CDMG|3SPLREG|5RPLT|69ASPD|7RCR|8LHND
280	43125 13116	   	196.84	DCR|2VULN|2DMG|2CDMG|1AAC	14VULN|28CDMG|3SPLREG|5RPLT|69DMG|7RCR|aAAC
281	43134 26321	   	196.73	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1VULN|2CDMG|3SPLREG|4BEXP|56ASPD|7DMG|8AART|9FEWX|aRCR
282	43123 33323	   	196.64	DCR|3VULN|1AART|2CDMG|1AAC|2SPLREG	147VULN|27CDMG|37SPLREG|5AAC|6BELT|7BPWR|8DUST|9RCR|aAART
283	43125 43233	   	196.43	DCR|3VULN|1ASPD|1CDMG|2DUR	14aVULN|2CDMG|3SPLREG|5RPLT|6ASPD|7RCR|89DUR
284	43351 11313	   	196.27	DCR|2ASPD|1VULN|1AART|1CDMG|1ZMB|1DUR	1VULN|2CDMG|37ASPD|4ZMB|5CGEN|6RCR|8DUR|9ERES|aAART
