0	Index      	 *	Score 	Summary	Detail	
1	44331 32433	 * 	221.50	DCR|2VULN|2ASPD|1AART|2CDMG|1NUKE	1TLV|2MBVNT|36CDMG|46ASPD|5AART|6BPWR|79VULN|8RCR|aNUKE
160	36222 15233	   	201.36	DCR|2DMG|2ASPD|1VULN|1AART|1ZMB	16ASPD|2VULN|3BEXP|49DMG|5ZMB|7DUST|8AART|aRCR
161	23322 43232	   	201.35	DCR|3VULN|1AART|1DMG|2DUR|1ZMB	136VULN|2LIT|4DUST|56DUR|6BPWR|7DMG|8ZMB|9AART|aRCR
162	23322 46232	   	201.35	DCR|3VULN|1AART|1ASPD|2DUR|1ZMB	136VULN|2LIT|4DUST|56DUR|6BPWR|7ASPD|8ZMB|9AART|aRCR
163	24232 43232	   	201.35	DCR|3VULN|1AART|1DMG|2DUR|1ZMB	136VULN|23DUST|36BPWR|4LIT|56DUR|7DMG|8ZMB|9AART|aRCR
164	24232 46232	   	201.35	DCR|3VULN|1AART|1ASPD|2DUR|1ZMB	136VULN|23DUST|36BPWR|4LIT|56DUR|7ASPD|8ZMB|9AART|aRCR
165	44331 32432	   	201.34	DCR|2VULN|2ASPD|1AART|2CDMG	1TLV|2MBVNT|36CDMG|46ASPD|5AART|6BPWR|79VULN|8RCR|aDUST
166	23433 13331	   	201.33	DCR|3VULN|1AART|1ASPD|1NUKE	147VULN|2LIT|3ERES|5ASPD|6AART|8RCR|9NUKE|aBASFIG
167	23433 13332	   	201.33	DCR|3VULN|1AART|1ASPD|1NUKE	147VULN|2aLIT|3ERES|5ASPD|6AART|8RCR|9NUKE
168	23433 13333	   	201.33	DCR|3VULN|1AART|1ASPD|1NUKE|1DUR	147VULN|2LIT|3ERES|5ASPD|6AART|8RCR|9NUKE|aDUR
169	23433 13334	   	201.33	DCR|3VULN|2AART|1ASPD|1NUKE	147VULN|2LIT|3ERES|5ASPD|6aAART|8RCR|9NUKE
170	23433 13335	   	201.33	DCR|3VULN|1AART|1ASPD|1NUKE	147VULN|2LIT|3ERES|5ASPD|6AART|8RCR|9NUKE|aLWND
171	23433 13336	   	201.33	DCR|3VULN|1AART|1ASPD|1NUKE	147VULN|2LIT|3ERES|5ASPD|6AART|8RCR|9NUKE|aLHND
172	36324 34131	   	201.32	DCR|4VULN|1AART|1ASPD	1ASPD|289aVULN|3LWND|4LHND|5AME|6RCR|7AART
173	36342 34131	   	201.32	DCR|4VULN|1AART|1ASPD	1ASPD|289aVULN|3LWND|4CGEN|5LHND|6RCR|7AART
174	32333 22146	   	201.26	DCR|2DMG|2ASPD|1AART|1VULN|1AAC|1ZMB	19ASPD|2AART|369ERES|4ZMB|5VULN|7AAC|89DMG|9BPWR|aRCR
175	21325 34131	 * 	201.22	DCR|4VULN|1AART|1DMG	189aVULN|2TLV|3LWND|4LHND|5DMG|6RCR|7AART
176	21326 34131	   	201.22	DCR|4VULN|1AART|1ASPD	189aVULN|2TLV|3LWND|4LHND|5ASPD|6RCR|7AART
177	32631 11242	   	201.22	DCR|2ASPD|1VULN|1AART|2CDMG|1DMG	14ASPD|2AART|36CDMG|5DMG|7DMSP|8RCR|9VULN|aMLV
178	32631 11245	   	201.22	DCR|2ASPD|1VULN|1AART|2CDMG|1DMG	14ASPD|2AART|36CDMG|5DMG|7DMSP|8RCR|9VULN|aCGEN
179	21415 34131	   	201.12	DCR|4VULN|1AART|1DMG	189aVULN|2TLV|3LEGI|4LWND|5DMG|6RCR|7AART
180	21416 34131	   	201.12	DCR|4VULN|1AART|1ASPD	189aVULN|2TLV|3LEGI|4LWND|5ASPD|6RCR|7AART
181	21422 34131	   	201.12	DCR|4VULN|1AART|1ASPD	189aVULN|2TLV|3LEGI|4ASPD|5LHND|6RCR|7AART
182	21435 34131	   	201.12	DCR|4VULN|1AART|1DMG	189aVULN|2TLV|3LEGI|4LHND|5DMG|6RCR|7AART
183	21436 34131	   	201.12	DCR|4VULN|1AART|1ASPD	189aVULN|2TLV|3LEGI|4LHND|5ASPD|6RCR|7AART
184	44331 32417	   	201.02	DCR|2ASPD|1AART|1VULN|2CDMG|1DMG	1TLV|2MBVNT|36CDMG|46ASPD|5AART|6BPWR|7VULN|8RCR|9ERES|aDMG
185	44331 32423	   	201.02	DCR|2ASPD|1VULN|1AART|2CDMG|1NUKE	19TLV|2MBVNT|36CDMG|46ASPD|5AART|6BPWR|7VULN|8RCR|aNUKE
186	44332 42453	   	201.02	DCR|2ASPD|1VULN|1AART|2CDMG|1NUKE	1TLV|2MBVNT|39CDMG|45ASPD|6AART|7VULN|8RCR|aNUKE
187	32353 12156	   	200.85	DCR|2VULN|1AART|1ASPD|1NUKE|1DUR	1ASPD|2AART|3ERES|4DUR|58VULN|6BEXP|7RCR|9SPLREG|aNUKE
188	44332 42438	   	200.68	DCR|2VULN|2ASPD|1AART|1CDMG|1AAC	1TLV|2MBVNT|3CDMG|45ASPD|6AART|79VULN|8RCR|aAAC
189	31663 15213	 * 	200.63	DCR|3ASPD|2AART|1MDPS|1VULN|1CDMG	17aASPD|2FEWX|38AART|4MDPS|5CDMG|6VULN|9RCR
190	35533 35113	   	200.31	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	14ASPD|2CDMG|3aVULN|5DUST|6LWND|7DUR|8AART|9RCR
191	23153 13363	   	200.30	DCR|3VULN|1MDPS|1AART|1ASPD	179VULN|2LIT|3AELBLL|4CGEN|5ASPD|6AART|8RCR|aMDPS
192	23253 13322	   	200.30	DCR|3VULN|1MDPS|1AART|1ASPD|1MSE	137VULN|23LIT|3BPWR|4CGEN|5ASPD|6AART|8RCR|9MSE|aMDPS
193	32155 61231	   	200.27	DCR|3AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1ASPD|23aAART|4DMG|5ZMB|6RCVC|7RCR|8DUR|9CDMG
194	23463 13363	   	200.20	DCR|3VULN|1MDPS|1AART|1ASPD	179VULN|24LIT|3ERES|5ASPD|6AART|8RCR|aMDPS
195	23353 13322	   	200.20	DCR|3VULN|1MDPS|1AART|1ASPD|1MSE	137VULN|2LIT|4CGEN|5ASPD|6AART|8RCR|9MSE|aMDPS
196	23433 13322	   	200.10	DCR|3VULN|1MDPS|1AART|1ASPD|1MSE	147VULN|2LIT|3ERES|5ASPD|6AART|8RCR|9MSE|aMDPS
197	33124 63322	   	199.97	ACR|3VULN|3ASPD|1AART|2ZMB	148ASPD|2BELT|3RCR|5DUST|689VULN|78ZMB|8BPWR|aAART
198	32621 62334	   	199.95	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1ASPD|24AART|3CDMG|5DMG|6LHND|7VULN|8DUR|9MLV|aRCR
199	35511 11134	   	199.95	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2CDMG|3VULN|4CGEN|5DUR|6LWND|7DMG|89AART|aRCR
200	32353 26431	   	199.93	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1ASPD|2aAART|3ERES|4DUR|5VULN|6LHND|7RCR|8ZMB|9DMG
201	32412 12651	 * 	199.92	DCR|2VULN|2ASPD|1AART|1DMG	15ASPD|2AART|3aVULN|4LWND|6AME|7RCR|8CGEN|9DMG
202	32433 61532	   	199.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1ASPD|2AART|35VULN|4AELBLL|6RMIN|7ERES|8RCR|9CDMG|aDMG
203	32463 22242	   	199.85	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1CDMG	1ASPD|2AART|39VULN|4MDPS|5CDMG|6RMIN|7BEXP|8RCR|aDMG
204	32621 22624	   	199.85	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1ASPD|24AART|3CDMG|5DMG|6ERES|7FEWX|8VULN|9DUR|aRCR
205	32621 62314	   	199.85	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1ASPD|24AART|3CDMG|5DMG|6LHND|7VULN|8DUR|9ERES|aRCR
206	32621 62324	   	199.85	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1ASPD|24AART|3CDMG|5DMG|6LHND|7VULN|8DUR|9TLV|aRCR
207	32322 22651	   	199.82	DCR|2VULN|2ASPD|1AART|1DMG	14ASPD|2AART|3ERES|5aVULN|6LHND|7RCR|8CGEN|9DMG
208	32322 52651	   	199.82	DCR|2VULN|2ASPD|1AART|1DMG	14ASPD|2AART|3ERES|5aVULN|6LWND|7RCR|8CGEN|9DMG
209	32412 12333	   	199.82	DCR|2VULN|2ASPD|1AART|1NUKE|1SELL	15ASPD|2AART|38VULN|4LWND|6AME|7RCR|9SELL|aNUKE
210	32412 22651	   	199.82	DCR|2VULN|2ASPD|1AART|1DMG	15ASPD|2AART|3aVULN|4LWND|6ERES|7RCR|8CGEN|9DMG
211	36612 12333	   	199.82	DCR|2VULN|2ASPD|1AART|1NUKE|1SELL	15ASPD|28VULN|3AART|4LWND|6AME|7RCR|9SELL|aNUKE
212	44331 32415	 * 	199.78	DCR|1MDPS|2ASPD|1AART|1VULN|2CDMG	1TLV|2MBVNT|36CDMG|46ASPD|5AART|6BPWR|7VULN|8RCR|9ERES|aMDPS
213	32462 32242	   	199.75	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1CDMG	1ASPD|2AART|39VULN|4MDPS|5ERES|6CDMG|7BEXP|8RCR|aDMG
214	32512 15242	   	199.75	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1CDMG	1ASPD|2AART|3MDPS|4CDMG|5LWND|69VULN|7ERES|8RCR|aDMG
215	32513 13242	   	199.75	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1CDMG	1ASPD|2AART|3MDPS|4CDMG|5LHND|69VULN|7ERES|8RCR|aDMG
216	32533 13242	   	199.75	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1CDMG	1ASPD|2AART|3MDPS|4LHND|5CDMG|69VULN|7ERES|8RCR|aDMG
217	32543 13242	   	199.75	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1CDMG	1ASPD|2AART|3MDPS|4BEXP|5CDMG|69VULN|7ERES|8RCR|aDMG
218	32322 52333	   	199.72	DCR|2VULN|2ASPD|1AART|1NUKE|1SELL	14ASPD|2AART|3ERES|58VULN|6LWND|7RCR|9SELL|aNUKE
219	32412 22333	   	199.72	DCR|2VULN|2ASPD|1AART|1NUKE|1SELL	15ASPD|2AART|38VULN|4LWND|6ERES|7RCR|9SELL|aNUKE
220	36612 22333	   	199.72	DCR|2VULN|2ASPD|1AART|1NUKE|1SELL	15ASPD|28VULN|3AART|4LWND|6ERES|7RCR|9SELL|aNUKE
221	32553 13242	   	199.65	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1CDMG	1ASPD|2AART|3MDPS|4DUST|5CDMG|69VULN|7ERES|8RCR|aDMG
222	44331 52433	   	199.65	DCR|2VULN|1AART|1ASPD|1NUKE|1CDMG	16TLV|2MBVNT|3CDMG|4ASPD|5AART|79VULN|8RCR|aNUKE
223	32447 24321	   	199.62	DCR|3VULN|1AART|1ASPD|1CDMG	1ASPD|2AART|38aVULN|4MBVNT|5LIT|6AME|7RCR|9CDMG
224	41331 62631	   	199.62	DCR|3VULN|1AART|1ASPD|1CDMG	1TLV|2FEWX|3CDMG|4ASPD|5AART|689VULN|7RCR|aLIT
225	21326 34135	   	199.59	DCR|3VULN|2ASPD|1AART	189VULN|2TLV|3LWND|4LHND|5aASPD|6RCR|7AART
226	32131 43331	   	199.58	DCR|2VULN|2AART|1NUKE|1ASPD	1ASPD|23AART|4LIT|5TLV|67VULN|8RCR|9NUKE|aBASFIG
227	32131 43332	   	199.58	DCR|2VULN|2AART|1ASPD|1NUKE	1ASPD|23AART|4aLIT|5TLV|67VULN|8RCR|9NUKE
228	32131 43333	   	199.58	DCR|2VULN|2AART|1ASPD|1NUKE|1DUR	1ASPD|23AART|4LIT|5TLV|67VULN|8RCR|9NUKE|aDUR
229	32131 43334	 * 	199.58	DCR|3AART|2VULN|1ASPD|1NUKE	1ASPD|23aAART|4LIT|5TLV|67VULN|8RCR|9NUKE
230	32131 43335	   	199.58	DCR|2VULN|2AART|1NUKE|1ASPD	1ASPD|23AART|4LIT|5TLV|67VULN|8RCR|9NUKE|aLWND
231	32131 43336	   	199.58	DCR|2VULN|2AART|1ASPD|1NUKE	1ASPD|23AART|4LIT|5TLV|67VULN|8RCR|9NUKE|aLHND
232	32143 12361	   	199.55	DCR|3VULN|2AART|1ASPD	1ASPD|23AART|4LWND|58aVULN|6AME|7RCR|9BEXP
233	41331 62632	   	199.52	DCR|3VULN|1AART|1ASPD|1CDMG	1TLV|2FEWX|3CDMG|4ASPD|5AART|689VULN|7RCR|aDUST
234	43331 62631	   	199.52	DCR|3VULN|1AART|1ASPD|1CDMG	1TLV|2DUST|3CDMG|4ASPD|5AART|689VULN|7RCR|aLIT
235	43331 62633	   	199.52	DCR|3VULN|1AART|1ASPD|1CDMG	1TLV|2DUST|3CDMG|4ASPD|5AART|689VULN|7RCR|aBEXP
236	21422 34135	   	199.49	DCR|3VULN|2ASPD|1AART	189VULN|2TLV|3LEGI|4aASPD|5LHND|6RCR|7AART
237	32143 12311	   	199.45	DCR|3VULN|2AART|1ASPD	1ASPD|23AART|4LWND|58aVULN|6AME|7RCR|9DUST
238	32143 12431	   	199.45	DCR|3VULN|2AART|1ASPD	1ASPD|23AART|4LWND|59aVULN|6AME|7RCR|8DUST
239	32143 22361	   	199.45	DCR|3VULN|2AART|1ASPD	1ASPD|23AART|4LWND|58aVULN|6ERES|7RCR|9BEXP
240	32162 52361	   	199.45	DCR|3VULN|2AART|1ASPD	1ASPD|23AART|4ERES|58aVULN|6LWND|7RCR|9BEXP
241	43331 62632	   	199.42	DCR|3VULN|1AART|1ASPD|1CDMG	1TLV|2aDUST|3CDMG|4ASPD|5AART|689VULN|7RCR
242	32143 22311	   	199.35	DCR|3VULN|2AART|1ASPD	1ASPD|23AART|4LWND|58aVULN|6ERES|7RCR|9DUST
243	32143 22322	   	199.35	DCR|3VULN|2AART|1ASPD	1ASPD|23AART|4LWND|58aVULN|6ERES|7RCR|9BASFIG
244	32162 52311	   	199.35	DCR|3VULN|2AART|1ASPD	1ASPD|23AART|4ERES|58aVULN|6LWND|7RCR|9DUST
245	32162 52322	   	199.35	DCR|3VULN|2AART|1ASPD	1ASPD|23AART|4ERES|58aVULN|6LWND|7RCR|9BASFIG
246	31633 56131	   	199.32	DCR|4VULN|1AART|1ASPD	1ASPD|2FEWX|3AART|489aVULN|5LWND|6RMIN|7RCR
247	36333 77113	   	199.30	DCR|3ASPD|2VULN|1DMG|1ZMB	159ASPD|28VULN|3LWND|4MBVNT|6DMG|7RCR|aZMB
248	31631 26131	   	199.22	DCR|4VULN|1AART|1ASPD	1ASPD|2FEWX|3AART|489aVULN|5TLV|6LHND|7RCR
249	32453 52311	   	199.12	DCR|4VULN|1AART|1ASPD	1ASPD|2AART|358aVULN|4ERES|6LWND|7RCR|9DUST
250	32453 52322	   	199.12	DCR|4VULN|1AART|1ASPD	1ASPD|2AART|358aVULN|4ERES|6LWND|7RCR|9BASFIG
251	32412 11235	   	199.09	DCR|3ASPD|2VULN|1AART|1DUR	15aASPD|2AART|39VULN|4LWND|6AME|7DUR|8RCR
252	32412 63235	   	199.09	DCR|3ASPD|2VULN|1AART|1DUR	15aASPD|2AART|39VULN|4LWND|6RMIN|7DUR|8RCR
253	36612 11235	   	199.09	DCR|3ASPD|2VULN|1AART|1DUR	15aASPD|29VULN|3AART|4LWND|6AME|7DUR|8RCR
254	32621 51432	   	199.07	DCR|2AART|1VULN|2CDMG|1ASPD|1DMG	1ASPD|24AART|38CDMG|5DMG|6AELBLL|7DMSP|9VULN|aRCR
255	32631 41261	   	198.93	DCR|3ASPD|2DMG|1AART|1CDMG|2DUR|1AAC|1SELL	149ASPD|2AART|3CDMG|59DMG|6SELL|7RCR|89DUR|9BPWR|aAAC
256	32131 43364	   	198.75	DCR|3VULN|2AART|1ASPD	1ASPD|23AART|4LIT|5TLV|679VULN|8RCR|aRCVC
257	23253 13364	   	198.72	DCR|4VULN|1AART|1ASPD	1379VULN|23LIT|3BPWR|4CGEN|5ASPD|6AART|8RCR|aRCVC
258	32631 11223	   	198.67	DCR|3ASPD|1AART|2CDMG|1DMG|1DUR	14aASPD|2AART|36CDMG|5DMG|7DMSP|8RCR|9DUR
259	23353 13364	   	198.62	DCR|4VULN|1AART|1ASPD	1379VULN|2LIT|4CGEN|5ASPD|6AART|8RCR|aRCVC
260	36322 24742	 * 	198.56	DCR|2VULN|2ASPD|1AART|3DUR	1aASPD|2aVULN|3LWND|4LHND|5MBVNT|69aDUR|7RCR|8AART|aBPWR
261	36326 14742	   	198.56	DCR|2VULN|2ASPD|1AART|3DUR	1aASPD|2aVULN|3LWND|4LHND|59aDUR|6MBVNT|7RCR|8AART|aBPWR
262	36332 24712	   	198.56	DCR|2VULN|2ASPD|1AART|3DUR	1aASPD|2aVULN|3LWND|4MBVNT|5FEWX|69aDUR|7RCR|8AART|aBPWR
263	36412 24742	   	198.56	DCR|2VULN|2ASPD|1AART|3DUR	1aASPD|2aVULN|3LHND|4LWND|5MBVNT|69aDUR|7RCR|8AART|aBPWR
264	23433 13364	   	198.52	DCR|4VULN|1AART|1ASPD	1479VULN|2LIT|3ERES|5ASPD|6AART|8RCR|aRCVC
265	32632 11241	   	198.43	DCR|2AART|2ASPD|1VULN|2CDMG	14ASPD|27AART|36CDMG|5ERES|8RCR|9VULN|aRCVC
266	23234 51221	 * 	198.41	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	137VULN|23LIT|3BPWR|4DUR|5ASPD|6DMG|8CDMG|9AME|aRCR
267	23234 51232	   	198.41	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	137VULN|23LIT|3BPWR|4DUR|5ASPD|6DMG|8CDMG|9LHND|aRCR
268	23234 51262	   	198.41	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	137VULN|23LIT|3BPWR|4DUR|5ASPD|6DMG|8CDMG|9BEXP|aRCR
269	23234 51211	   	198.31	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	137VULN|23LIT|3BPWR|4DUR|5ASPD|6DMG|8CDMG|9ERES|aRCR
270	36124 21242	   	198.31	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	1ASPD|257VULN|3FEWX|4DMG|6LIT|8CDMG|9DUR|aRCR
271	36224 21242	   	198.31	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	1ASPD|257VULN|3BEXP|4DMG|6LIT|8CDMG|9DUR|aRCR
272	23334 51221	   	198.31	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	137VULN|2LIT|4DUR|5ASPD|6DMG|8CDMG|9AME|aRCR
273	23334 51232	   	198.31	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	137VULN|2LIT|4DUR|5ASPD|6DMG|8CDMG|9LHND|aRCR
274	23334 51262	   	198.31	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	137VULN|2LIT|4DUR|5ASPD|6DMG|8CDMG|9BEXP|aRCR
275	23334 51211	   	198.21	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	137VULN|2LIT|4DUR|5ASPD|6DMG|8CDMG|9ERES|aRCR
276	31311 33624	   	198.20	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	16ASPD|2FEWX|3CDMG|46CGEN|5AART|6BPWR|7DMG|8VULN|9DUR|aRCR
277	35111 33624	   	198.20	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	16ASPD|2CDMG|3FEWX|46CGEN|5AART|6BPWR|7DMG|8VULN|9DUR|aRCR
278	23234 53221	   	198.17	DCR|2VULN|2DMG|1ASPD|1CDMG|1DUR	13VULN|23LIT|3BPWR|4DUR|5ASPD|67DMG|8CDMG|9AME|aRCR
279	23234 53232	   	198.17	DCR|2VULN|2DMG|1ASPD|1CDMG|1DUR	13VULN|23LIT|3BPWR|4DUR|5ASPD|67DMG|8CDMG|9LHND|aRCR
280	23234 53262	   	198.17	DCR|2VULN|2DMG|1ASPD|1CDMG|1DUR	13VULN|23LIT|3BPWR|4DUR|5ASPD|67DMG|8CDMG|9BEXP|aRCR
281	36323 63134	   	198.16	DCR|2VULN|2DMG|2ASPD|1AAC|1ZMB	19ASPD|28VULN|39LWND|4LHND|5ZMB|69DMG|7AAC|9BPWR|aRCR
282	32631 62334	   	198.10	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	14ASPD|2AART|3CDMG|5DMG|6LHND|7VULN|8DUR|9MLV|aRCR
283	23234 53211	   	198.07	DCR|2VULN|2DMG|1ASPD|1CDMG|1DUR	13VULN|23LIT|3BPWR|4DUR|5ASPD|67DMG|8CDMG|9ERES|aRCR
284	36124 23242	   	198.07	DCR|2VULN|2DMG|1ASPD|1CDMG|1DUR	1ASPD|25VULN|3FEWX|47DMG|6LIT|8CDMG|9DUR|aRCR
285	36224 23242	   	198.07	DCR|2VULN|2DMG|1ASPD|1CDMG|1DUR	1ASPD|25VULN|3BEXP|47DMG|6LIT|8CDMG|9DUR|aRCR
286	23334 53221	   	198.07	DCR|2VULN|2DMG|1ASPD|1CDMG|1DUR	13VULN|2LIT|4DUR|5ASPD|67DMG|8CDMG|9AME|aRCR
287	23334 53232	   	198.07	DCR|2VULN|2DMG|1ASPD|1CDMG|1DUR	13VULN|2LIT|4DUR|5ASPD|67DMG|8CDMG|9LHND|aRCR
288	23334 53262	   	198.07	DCR|2VULN|2DMG|1ASPD|1CDMG|1DUR	13VULN|2LIT|4DUR|5ASPD|67DMG|8CDMG|9BEXP|aRCR
289	32631 22624	   	198.00	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	14ASPD|2AART|3CDMG|5DMG|6ERES|7FEWX|8VULN|9DUR|aRCR
290	32631 62314	   	198.00	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	14ASPD|2AART|3CDMG|5DMG|6LHND|7VULN|8DUR|9ERES|aRCR
291	32631 62324	   	198.00	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	14ASPD|2AART|3CDMG|5DMG|6LHND|7VULN|8DUR|9TLV|aRCR
292	41331 33624	   	198.00	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	16TLV|2FEWX|3CDMG|46ASPD|5AART|6BPWR|7DMG|8VULN|9DUR|aRCR
293	23334 53211	   	197.97	DCR|2VULN|2DMG|1ASPD|1CDMG|1DUR	13VULN|2LIT|4DUR|5ASPD|67DMG|8CDMG|9ERES|aRCR
294	21333 87144	   	197.97	DCR|4VULN|2ASPD|1DUR	168aVULN|2TLV|3LWND|4MBVNT|56ASPD|6BPWR|7RCR|9DUR
295	24211 35523	   	197.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	13VULN|23DUST|3BPWR|4FEWX|5LHND|6RCR|7ASPD|8ZMB|9AART|aDMG
296	24311 35523	   	197.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	14VULN|2DUST|3FEWX|5LHND|6RCR|7ASPD|8ZMB|9AART|aDMG
297	26111 35523	   	197.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	14VULN|2FEWX|3DUST|5LHND|6RCR|7ASPD|8ZMB|9AART|aDMG
298	31125 21264	   	197.92	DCR|2VULN|2ASPD|1AART|1DMG	14ASPD|2FEWX|3BELT|59VULN|6AART|7LWND|8RCR|aDMG
299	31632 31531	   	197.92	DCR|2VULN|2ASPD|1AART|1DMG	15ASPD|26FEWX|3AART|4aVULN|7BEXP|8RCR|9DMG
300	31632 61531	   	197.92	DCR|2VULN|2ASPD|1AART|1DMG	15ASPD|27FEWX|3AART|4aVULN|6BEXP|8RCR|9DMG
301	32632 21244	   	197.91	DCR|2AART|2ASPD|1VULN|1CDMG|1DUR	14ASPD|27AART|3CDMG|56ERES|8RCR|9VULN|aDUR
302	26616 31113	   	197.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	14VULN|2FEWX|3LWND|5CDMG|6DUST|7ASPD|8AART|9RCR|aDMG
303	32463 12313	   	197.85	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1CDMG	1ASPD|2AART|36VULN|4MDPS|5CDMG|78LWND|9RCR|aDMG
304	36663 12313	   	197.85	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1CDMG	1ASPD|26VULN|3AART|4MDPS|5CDMG|78LWND|9RCR|aDMG
305	21535 41112	 * 	197.84	DCR|3VULN|2ASPD|2AAC|2ZMB	189VULN|2TLV|3aAAC|48ZMB|58ASPD|6RCR|7RCVC|8BPWR
306	32621 51226	   	197.76	DCR|2AART|2DMG|1ASPD|1CDMG|1DUR	1ASPD|24AART|3CDMG|5aDMG|6AELBLL|7DMSP|8RCR|9DUR
307	32453 33143	   	197.75	DCR|2VULN|1AART|1ASPD|1NUKE|1CDMG|1AAC	1ASPD|2AART|35VULN|4ERES|6AAC|7CDMG|8MLV|9RCR|aNUKE
308	32463 13413	   	197.75	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1CDMG	1ASPD|2AART|36VULN|4MDPS|5CDMG|7ERES|8RMIN|9RCR|aDMG
309	32412 12361	   	197.69	DCR|3VULN|2ASPD|1AART	15ASPD|2AART|38aVULN|4LWND|6AME|7RCR|9BEXP
310	36612 12361	   	197.69	DCR|3VULN|2ASPD|1AART	15ASPD|28aVULN|3AART|4LWND|6AME|7RCR|9BEXP
311	32444 44733	   	197.67	ACR|3VULN|2ASPD|1AART|1DMG|1DUR	17ASPD|2AART|379VULN|4MBVNT|5RCR|67DUST|7BPWR|8DMG|aDUR
312	23253 13314	   	197.65	DCR|3VULN|2AART|1ASPD	137VULN|23LIT|3BPWR|4CGEN|5ASPD|6aAART|8RCR|9RMIN
313	23253 13344	   	197.65	DCR|3VULN|2AART|1ASPD	137VULN|23LIT|3BPWR|4CGEN|5ASPD|6aAART|8RCR|9AME
314	32452 22242	   	197.59	DCR|3VULN|2ASPD|1AART	19ASPD|2AART|39aVULN|458ERES|69LHND|7RCR|9BPWR
315	32322 52361	   	197.59	DCR|3VULN|2ASPD|1AART	14ASPD|2AART|3ERES|58aVULN|6LWND|7RCR|9BEXP
316	32412 12311	   	197.59	DCR|3VULN|2ASPD|1AART	15ASPD|2AART|38aVULN|4LWND|6AME|7RCR|9DUST
317	32412 12431	   	197.59	DCR|3VULN|2ASPD|1AART	15ASPD|2AART|39aVULN|4LWND|6AME|7RCR|8DUST
318	32412 22361	   	197.59	DCR|3VULN|2ASPD|1AART	15ASPD|2AART|38aVULN|4LWND|6ERES|7RCR|9BEXP
319	36612 12311	   	197.59	DCR|3VULN|2ASPD|1AART	15ASPD|28aVULN|3AART|4LWND|6AME|7RCR|9DUST
320	36612 12431	   	197.59	DCR|3VULN|2ASPD|1AART	15ASPD|29aVULN|3AART|4LWND|6AME|7RCR|8DUST
321	36612 22361	   	197.59	DCR|3VULN|2ASPD|1AART	15ASPD|28aVULN|3AART|4LWND|6ERES|7RCR|9BEXP
322	23353 13314	   	197.55	DCR|3VULN|2AART|1ASPD	137VULN|2LIT|4CGEN|5ASPD|6aAART|8RCR|9RMIN
323	23353 13344	   	197.55	DCR|3VULN|2AART|1ASPD	137VULN|2LIT|4CGEN|5ASPD|6aAART|8RCR|9AME
324	32414 24231	   	197.55	DCR|3VULN|2AART|1ASPD	1ASPD|27AART|39aVULN|4LWND|5LHND|6CGEN|8RCR
325	32513 13246	 * 	197.52	DCR|3VULN|1MDPS|1AART|1ASPD|1CDMG	1ASPD|2AART|3MDPS|4CDMG|5LHND|69aVULN|7ERES|8RCR
