0	Index      	 *	Score 	Summary	Detail	
1	12126 51523	 * 	213.68	DCR|2VULN|2ASPD|3CDMG|1AART	1RMIN|259CDMG|39VULN|4RCVC|69ASPD|7RCR|8RPLT|9BPWR|aAART
157	52631 42332	   	189.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2DUR|3DMG|4BEXP|5TLV|6VULN|7RCR|8AART|9CDMG|aCGEN
158	52631 42333	   	189.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2DUR|3DMG|4aBEXP|5TLV|6VULN|7RCR|8AART|9CDMG
159	22633 12326	   	189.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1ERES|2DUR|3DMG|4BEXP|5ASPD|6LHND|7RCR|8AART|9VULN|aCDMG
160	55133 42331	   	189.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2FEWX|3DUR|4RMIN|5DMG|6VULN|7RCR|8AART|9CDMG|aMBVNT
161	21133 34262	   	189.70	DCR|3VULN|1AART|1ASPD|1ZMB	1ERES|2ZMB|3ASPD|4AART|578VULN|6LWND|9RCR|aFEWX
162	21133 34263	   	189.70	DCR|3VULN|1AART|1ASPD|1ZMB	1ERES|2ZMB|3ASPD|4AART|578VULN|6LWND|9RCR|aRMIN
163	21133 34266	   	189.70	DCR|3VULN|1AART|1ASPD|1ZMB	1ERES|2ZMB|3ASPD|4AART|578VULN|6LWND|9RCR|aLIT
164	21125 51146	   	189.70	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1ERES|2ZMB|3ASPD|4FEWX|5MBVNT|6VULN|7DMG|8RCR|9CDMG|aAART
165	52123 13345	   	189.69	DCR|2VULN|2ASPD|1DMG|2DUR	19ASPD|23DUR|4AME|5DMG|6LIT|7RCR|8aVULN
166	11343 45383	 * 	189.68	DCR|4VULN|1SPLARM|1AART	1RMIN|2MBVNT|3FEWX|4AART|567aVULN|8SPLARM|9RCR
167	11124 82164	   	189.68	DCR|3VULN|1AART|1ASPD|1DUR	1RMIN|2MBVNT|3DUR|47aVULN|5AART|6MULFIG|8RCR|9ASPD
168	22633 42331	   	189.68	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1ERES|2DUR|3DMG|4BEXP|5ASPD|6VULN|7RCR|8AART|9CDMG|aMBVNT
169	52631 42331	   	189.68	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2DUR|3DMG|4BEXP|5TLV|6VULN|7RCR|8AART|9CDMG|aMBVNT
170	31522 55121	   	189.63	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1LHND|2RCVC|3VULN|4RPLT|5DUR|69AART|7RCR|8DMG|aCDMG
171	21133 24222	   	189.60	DCR|3VULN|1AART|1ASPD|1ZMB	1ERES|2ZMB|3ASPD|4AART|578VULN|6DUST|9RCR|aFEWX
172	21133 24223	   	189.60	DCR|3VULN|1AART|1ASPD|1ZMB	1ERES|2ZMB|3ASPD|4AART|578VULN|6DUST|9RCR|aRMIN
173	21133 24225	   	189.60	DCR|3VULN|1AART|1ASPD|1ZMB	1ERES|2ZMB|3ASPD|4AART|578VULN|6DUST|9RCR|aBELT
174	21133 24226	   	189.60	DCR|3VULN|1AART|1ASPD|1ZMB	1ERES|2ZMB|3ASPD|4AART|578VULN|6DUST|9RCR|aRPLT
175	21133 34261	   	189.60	DCR|3VULN|1AART|1ASPD|1ZMB	1ERES|2ZMB|3ASPD|4AART|578VULN|6LWND|9RCR|aCANARM
176	21133 34264	   	189.60	DCR|3VULN|1AART|1ASPD|1ZMB	1ERES|2ZMB|3ASPD|4AART|578VULN|6LWND|9RCR|aTLV
177	22633 12351	   	189.60	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1ERES|2DUR|3DMG|4BEXP|5ASPD|6LHND|7RCR|89AART|aVULN
178	22633 52351	   	189.60	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1ERES|2DUR|3DMG|4BEXP|5ASPD|6LWND|7RCR|89AART|aVULN
179	11243 45383	   	189.58	DCR|4VULN|1SPLARM|1AART	1RMIN|2MBVNT|3DUST|4AART|567aVULN|8SPLARM|9RCR
180	36131 62412	 * 	189.54	DCR|3VULN|2AART|1DUR|1SELL	1LHND|2SELL|38aVULN|47AART|5CGEN|6RCR|9DUR
181	21133 24221	   	189.50	DCR|3VULN|1AART|1ASPD|1ZMB	1ERES|2ZMB|3ASPD|4AART|578VULN|6DUST|9RCR|aCANARM
182	21133 24224	   	189.50	DCR|3VULN|1AART|1ASPD|1ZMB	1ERES|2ZMB|3ASPD|4AART|578VULN|6DUST|9RCR|aTLV
183	22633 42352	   	189.50	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1ERES|2DUR|3DMG|4BEXP|5ASPD|6VULN|7RCR|89AART|aDUST
184	36133 62412	 * 	189.44	DCR|3VULN|2AART|1DUR|1SELL	1LHND|2SELL|38aVULN|47AART|5TLV|6RCR|9DUR
185	33526 22432	 * 	189.42	DCR|2VULN|1MDPS|1AART|2CDMG|1ASPD	1aLHND|2AART|3aVULN|4MDPS|5ASPD|6BEXP|7RCR|8RMIN|9aCDMG|aBPWR
186	52235 13212	   	189.23	DCR|2VULN|1AART|1ASPD|2DUR|1ZMB	1ASPD|25DUR|3BELT|45VULN|5BPWR|6LHND|7RCVC|8RCR|9ZMB|aAART
187	52364 21332	   	189.19	DCR|2VULN|2ASPD|1CDMG|2DUR	1aASPD|2aDUR|3RCVC|46ERES|5CDMG|7RCR|8DMSP|9aVULN|aBPWR
188	32633 42523	 * 	188.87	DCR|2VULN|1MDPS|2DMG|1ASPD	1LHND|2CGEN|39DMG|4BEXP|5ASPD|68VULN|7RCR|aMDPS
189	12126 51142	   	188.39	DCR|2VULN|2CDMG|1ASPD|1DMG	1RMIN|25CDMG|3aVULN|4RCVC|6ASPD|7RCR|8TSLARM|9DMG
190	51134 31316	 * 	188.27	DCR|3ASPD|2DMG|1AART|1AAC	19aASPD|2AAC|39DMG|4AART|5AELBLL|6RCR|7ERES|89MLV|9BPWR
191	31522 55112	   	188.02	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2RCVC|39VULN|4RPLT|5DUR|6AART|7RCR|8DMG|aZMB
192	51131 35622	   	187.92	DCR|1SPLARM|2DMG|1VULN|1AART|1ASPD|1AAC	1ASPD|2AAC|37DMG|4AART|5ERES|6LIT|8RCR|9VULN|aSPLARM
193	34513 43222	   	187.87	DCR|3VULN|2ASPD|1DMG	12LHND|2BPWR|368VULN|4DUST|57ASPD|9DMG|aRCR
194	51531 43222	   	187.87	DCR|3VULN|2ASPD|1DMG|1AAC	17ASPD|2AAC|368VULN|4BEXP|5AME|9DMG|aRCR
195	51533 22432	   	187.87	DCR|3VULN|2ASPD|1DMG|1AAC	16ASPD|2AAC|389VULN|4BEXP|5DMG|7CGEN|aRCR
196	51533 43212	   	187.87	DCR|3VULN|2ASPD|1DMG|1AAC	17ASPD|2AAC|368VULN|4BEXP|5DMG|9RMIN|aRCR
197	63533 43222	   	187.87	DCR|3VULN|2ASPD|1DMG	1DUST|2DMSP|368VULN|4BEXP|57ASPD|9DMG|aRCR
198	24121 52511	   	187.86	DCR|3VULN|1AART|1CDMG|1DUR	1ERES|2RPLT|3DUR|4LWND|589VULN|6AART|7RCR|aCDMG
199	24131 52511	   	187.86	DCR|3VULN|1AART|1CDMG|1DUR	1ERES|2RPLT|3DUR|4BEXP|589VULN|6AART|7RCR|aCDMG
200	24331 52511	   	187.86	DCR|3VULN|1AART|1CDMG|1DUR	1ERES|2RPLT|3LWND|4DUR|589VULN|6AART|7RCR|aCDMG
201	25122 52511	   	187.86	DCR|3VULN|1AART|1CDMG|1DUR	1ERES|2FEWX|3DUR|489VULN|5RPLT|6AART|7RCR|aCDMG
202	32633 42342	   	187.82	DCR|2VULN|2DMG|1ASPD|1DUR	1LHND|2CGEN|3aDMG|4BEXP|5ASPD|69VULN|7RCR|8DUR
203	32633 42512	   	187.82	DCR|2VULN|2DMG|1ASPD|1DUR	1LHND|2CGEN|3aDMG|4BEXP|5ASPD|68VULN|7RCR|9DUR
204	12153 42215	   	187.80	DCR|2VULN|2CDMG|1ASPD|1DMG	1RMIN|27CDMG|39VULN|47AME|57LIT|6RCR|7BPWR|8ASPD|aDMG
205	52323 13345	   	187.76	DCR|2VULN|2ASPD|1DMG|1DUR	19ASPD|2DUR|3RCVC|4AME|5DMG|6LIT|7RCR|8aVULN
206	21131 31633	   	187.76	DCR|2ASPD|1VULN|1AART|1CDMG|1ZMB	157ERES|2ZMB|38ASPD|4AART|6RCR|9CDMG|aVULN
207	56433 11212	   	187.73	DCR|2VULN|2DMG|2ASPD	12ASPD|2BPWR|35DMG|4LWND|6CGEN|78VULN|9RMIN|aRCR
208	22633 42522	   	187.72	DCR|2VULN|2DMG|1ASPD|1DUR	1ERES|2DUR|3aDMG|4BEXP|5ASPD|68VULN|7RCR|9LWND
209	22633 12542	   	187.72	DCR|2VULN|2DMG|1ASPD|1DUR	1ERES|2DUR|3aDMG|4BEXP|5ASPD|6LHND|7RCR|89VULN
210	32613 42612	   	187.72	DCR|2VULN|2DMG|1ASPD|1DUR	1LHND|2CGEN|3aDMG|4DUST|5ASPD|68VULN|7RCR|9DUR
211	21133 34215	   	187.70	DCR|3VULN|1AART|1ASPD|1ZMB	1ERES|2ZMB|3ASPD|4AART|578VULN|69LWND|aRCR
212	22613 42342	   	187.62	DCR|2VULN|2DMG|1ASPD|1DUR	1ERES|2DUR|3aDMG|4DUST|5ASPD|69VULN|7RCR|8FEWX
213	22633 42242	   	187.62	DCR|2VULN|2DMG|1ASPD|1DUR	1ERES|2DUR|3aDMG|4BEXP|5ASPD|69VULN|7RCR|8DUST
214	21133 24235	   	187.60	DCR|3VULN|1AART|1ASPD|1ZMB	1ERES|2ZMB|3ASPD|4AART|578VULN|6DUST|9CGEN|aRCR
215	51134 33262	   	187.60	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1ASPD|2AAC|3DMG|4AART|5AELBLL|6RCR|79VULN|8LWND|aFEWX
216	51134 33263	   	187.60	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1ASPD|2AAC|3DMG|4AART|5AELBLL|6RCR|79VULN|8LWND|aRMIN
217	12163 42215	   	187.60	DCR|2VULN|2CDMG|1DMG|1ASPD	1RMIN|27CDMG|39VULN|47TLV|57LIT|6RCR|7BPWR|8ASPD|aDMG
218	21112 15343	   	187.54	DCR|3ASPD|2VULN|1ZMB|1DUR	1ERES|2ZMB|369ASPD|4DUR|5LIT|7RCR|8aVULN
219	15122 33551	   	187.51	DCR|2VULN|1MDPS|2ASPD|1DMG	1RMIN|28ERES|38ASPD|4FEWX|5LIT|6RCR|78VULN|8BPWR|9DMG|aMDPS
220	21133 24255	   	187.50	DCR|3VULN|1AART|1ASPD|1ZMB	1ERES|2ZMB|3ASPD|4AART|578VULN|69DUST|aRCR
221	51134 32261	   	187.50	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1ASPD|2AAC|3DMG|4AART|5AELBLL|6RCR|7LEGI|8LWND|9aVULN
222	51134 33261	   	187.50	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1ASPD|2AAC|3DMG|4AART|5AELBLL|6RCR|79VULN|8LWND|aBASFIG
223	56132 33621	   	187.41	DCR|2VULN|2ASPD|1AART|2DUR	12ASPD|26BPWR|36DUR|4AART|56BEXP|78VULN|9TLV|aRCR
224	52622 13341	   	187.33	DCR|3ASPD|1VULN|1DMG|1ZMB|1DUR	169ASPD|2DUR|3DMG|4ZMB|5LIT|7RCR|8VULN|aFEWX
225	52622 13342	   	187.33	DCR|3ASPD|1VULN|1DMG|1ZMB|1DUR	169ASPD|2DUR|3DMG|4ZMB|5LIT|7RCR|8VULN|aLWND
226	52622 13363	   	187.33	DCR|3ASPD|1VULN|1DMG|1ZMB|1DUR	16aASPD|2DUR|3DMG|4ZMB|5LIT|7RCR|8VULN|9RPLT
227	21112 15346	   	187.23	DCR|3ASPD|1VULN|1DMG|1ZMB|1DUR	1ERES|2ZMB|369ASPD|4DUR|5LIT|7RCR|8VULN|aDMG
228	51112 13345	   	187.23	DCR|3ASPD|1VULN|1DMG|1AAC|1ZMB|1DUR	169ASPD|2AAC|3DMG|4DUR|5LIT|7RCR|8VULN|aZMB
229	13136 66432	 * 	187.22	DCR|2VULN|1AART|2CDMG|1DMG	1RMIN|2BASFIG|36VULN|4MBVNT|56CDMG|6BPWR|7MLV|8RCR|9AART|aDMG
230	51633 61223	 * 	187.21	ACR|2VULN|2DMG|1MDPS|2ASPD|1AAC|1DUR	19ASPD|2AAC|3RCR|49BEXP|57DMG|6DUR|89VULN|9BPWR|aMDPS
231	52123 13356	   	186.90	DCR|2DMG|2ASPD|1VULN|2DUR	1aASPD|23DUR|4AME|59DMG|6LIT|7RCR|8VULN
232	33141 32124	 * 	186.66	DCR|3AART|1VULN|1ASPD|1DMG	1LHND|289AART|3FEWX|4RPLT|5DMG|6VULN|7RCR|aASPD
233	33141 32125	 * 	186.66	DCR|3AART|1VULN|1DMG|1NUKE	1LHND|289AART|3FEWX|4RPLT|5DMG|6VULN|7RCR|aNUKE
234	43141 32124	   	186.66	DCR|3AART|1VULN|1ASPD|1DMG	1LWND|289AART|3FEWX|4RPLT|5DMG|6VULN|7RCR|aASPD
235	43141 32125	   	186.66	DCR|3AART|1VULN|1DMG|1NUKE	1LWND|289AART|3FEWX|4RPLT|5DMG|6VULN|7RCR|aNUKE
236	33341 32124	   	186.56	DCR|3AART|1VULN|1ASPD|1DMG	1LHND|289AART|3DUST|4RPLT|5DMG|6VULN|7RCR|aASPD
237	33341 32125	   	186.56	DCR|3AART|1VULN|1DMG|1NUKE	1LHND|289AART|3DUST|4RPLT|5DMG|6VULN|7RCR|aNUKE
238	43341 32124	   	186.56	DCR|3AART|1VULN|1ASPD|1DMG	1LWND|289AART|3DUST|4RPLT|5DMG|6VULN|7RCR|aASPD
239	43341 32125	   	186.56	DCR|3AART|1VULN|1DMG|1NUKE	1LWND|289AART|3DUST|4RPLT|5DMG|6VULN|7RCR|aNUKE
240	15112 33552	   	186.45	DCR|2VULN|2ASPD|1DMG|1DUR	1RMIN|28ERES|38ASPD|4DUR|5LIT|6RCR|78VULN|8BPWR|9DMG|aLWND
241	52622 13242	   	186.38	DCR|3ASPD|2DMG|2DUR|1ZMB	169ASPD|2aDUR|3aDMG|4ZMB|5LIT|7RCR|8aDUST|aBPWR
242	15112 33553	   	186.35	DCR|2VULN|2ASPD|1DMG|1DUR|1MSE	1RMIN|28ERES|38ASPD|4DUR|5LIT|6RCR|78VULN|8BPWR|9DMG|aMSE
243	13136 62711	 * 	186.33	DCR|3VULN|3CDMG|1ASPD	1RMIN|2BASFIG|367VULN|4MBVNT|568CDMG|6BPWR|9RCR|aASPD
244	42531 52111	   	186.21	DCR|2VULN|2AART|1CDMG|1DUR	1LWND|2CGEN|3RPLT|4DUR|59VULN|68AART|7RCR|aCDMG
245	21133 32436	   	186.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1ERES|2ZMB|3ASPD|4AART|58VULN|6LWND|7CDMG|9LIT|aRCR
246	24121 52111	   	186.11	DCR|2VULN|2AART|1CDMG|1DUR	1ERES|2RPLT|3DUR|4LWND|59VULN|68AART|7RCR|aCDMG
247	24121 52521	   	186.11	DCR|2VULN|2AART|1CDMG|1DUR	1ERES|2RPLT|3DUR|4LWND|58VULN|69AART|7RCR|aCDMG
248	24131 52111	   	186.11	DCR|2VULN|2AART|1CDMG|1DUR	1ERES|2RPLT|3DUR|4BEXP|59VULN|68AART|7RCR|aCDMG
249	24131 52521	   	186.11	DCR|2VULN|2AART|1CDMG|1DUR	1ERES|2RPLT|3DUR|4BEXP|58VULN|69AART|7RCR|aCDMG
250	24331 52111	   	186.11	DCR|2VULN|2AART|1CDMG|1DUR	1ERES|2RPLT|3LWND|4DUR|59VULN|68AART|7RCR|aCDMG
251	24331 52521	   	186.11	DCR|2VULN|2AART|1CDMG|1DUR	1ERES|2RPLT|3LWND|4DUR|58VULN|69AART|7RCR|aCDMG
252	25122 52111	   	186.11	DCR|2VULN|2AART|1CDMG|1DUR	1ERES|2FEWX|3DUR|49VULN|5RPLT|68AART|7RCR|aCDMG
253	25122 52521	   	186.11	DCR|2VULN|2AART|1CDMG|1DUR	1ERES|2FEWX|3DUR|48VULN|5RPLT|69AART|7RCR|aCDMG
254	26531 52111	   	186.11	DCR|2VULN|2AART|1CDMG|1DUR	1ERES|2LWND|3RPLT|4DUR|59VULN|68AART|7RCR|aCDMG
255	21131 34262	   	186.08	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	15ERES|2ZMB|3ASPD|4AART|6RCR|7DUR|89VULN|aFEWX
256	21131 34263	   	186.08	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	15ERES|2ZMB|3ASPD|4AART|6RCR|7DUR|89VULN|aRMIN
257	21131 34266	   	186.08	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	15ERES|2ZMB|3ASPD|4AART|6RCR|7DUR|89VULN|aLIT
258	21131 34561	   	186.08	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	15ERES|2ZMB|3ASPD|4AART|6RCR|7DUR|8FEWX|9aVULN
259	21131 35461	   	186.08	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	15ERES|2ZMB|3ASPD|4AART|6RCR|7LHND|8DUR|9aVULN
260	21563 33333	   	186.08	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB|1DUR	1ERES|2ZMB|38VULN|4MDPS|5DUR|6RCR|7AART|9BEXP|aASPD
261	56131 31621	   	186.06	DCR|2VULN|2ASPD|1AART|1DUR	12ASPD|2BPWR|3DUR|4AART|5ERES|6LIT|7CGEN|8RCR|9aVULN
262	11124 55333	 * 	185.99	DCR|2VULN|1AART|1NUKE|1CDMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6TLV|7CDMG|9RCR|aNUKE
263	21131 32461	   	185.98	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	15ERES|2ZMB|3ASPD|4AART|6RCR|7DUST|8DUR|9aVULN
264	21131 34261	   	185.98	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	15ERES|2ZMB|3ASPD|4AART|6RCR|7DUR|89VULN|aCANARM
265	21131 34264	   	185.98	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	15ERES|2ZMB|3ASPD|4AART|6RCR|7DUR|89VULN|aTLV
266	33541 34212	   	185.92	DCR|2VULN|2AART|1DMG|1DUR	1LHND|27AART|36VULN|4RPLT|5DMG|8CANSTR|9RCR|aDUR
267	33513 12122	   	185.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1LHND|2aAART|3VULN|4LWND|5CDMG|6FEWX|7RCR|8DMG|9DUR
268	33513 12522	   	185.89	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1LHND|2aAART|3VULN|4LWND|5CDMG|6FEWX|7RCR|8ASPD|9DUR
269	33513 26122	   	185.79	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1LHND|2aAART|3VULN|4LWND|5CDMG|6MBVNT|7RCR|8DMG|9DUR
270	33513 26622	   	185.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1LHND|2aAART|3VULN|4LWND|5CDMG|6MBVNT|7RCR|8ASPD|9DUR
271	32633 42532	   	185.70	DCR|2VULN|1AART|1ASPD|1DMG	1LHND|2CGEN|3DMG|4BEXP|5ASPD|68VULN|7RCR|9BELT|aAART
272	33141 32316	   	185.70	DCR|2VULN|1AART|1ASPD|1DMG	1LHND|2AART|38FEWX|4RPLT|5DMG|69VULN|7RCR|aASPD
273	31523 55111	   	185.63	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|2RCVC|39VULN|4RPLT|5FEWX|6AART|7RCR|8DMG|aCDMG
274	32613 42632	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1LHND|2CGEN|3DMG|4DUST|5ASPD|68VULN|7RCR|9BELT|aAART
275	33341 32352	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1LHND|2AART|3DUST|4RPLT|5DMG|69VULN|7RCR|8FEWX|aASPD
276	43341 32352	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1LWND|2AART|3DUST|4RPLT|5DMG|69VULN|7RCR|8FEWX|aASPD
277	21533 45222	   	185.59	DCR|3VULN|1ASPD|1DMG|1ZMB	1ERES|2ZMB|368VULN|4BEXP|5ASPD|7RCVC|9DMG|aRCR
278	12153 42214	   	185.57	DCR|3VULN|2CDMG|1ASPD	1RMIN|27CDMG|39aVULN|47AME|57LIT|6RCR|7BPWR|8ASPD
279	11343 63718	   	185.53	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|2MBVNT|37FEWX|4AART|57VULN|67DMG|7BPWR|8DUR|9TLV|aRCR
280	11343 63747	   	185.53	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|2MBVNT|37FEWX|4AART|57VULN|67DMG|7BPWR|8DUR|9ERES|aRCR
281	25633 42322	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG	1ERES|2FEWX|3DMG|4BEXP|5ASPD|69VULN|7RCR|8AART|aDUST
282	32613 42522	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG|1MSE	1LHND|2CGEN|3DMG|4DUST|5ASPD|69VULN|7RCR|8AART|aMSE
283	21513 45222	   	185.49	DCR|3VULN|1ASPD|1DMG|1ZMB	1ERES|2ZMB|368VULN|4DUST|5ASPD|7RCVC|9DMG|aRCR
284	52125 61222	   	185.48	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR|1SELL	1ASPD|23DUR|4AME|5SELL|6CDMG|78VULN|9DMG|aRCR
285	12163 42214	   	185.37	DCR|3VULN|2CDMG|1ASPD	1RMIN|27CDMG|39aVULN|47TLV|57LIT|6RCR|7BPWR|8ASPD
286	11243 63718	   	185.33	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|2MBVNT|37DUST|4AART|57VULN|67DMG|7BPWR|8DUR|9TLV|aRCR
287	52433 25222	   	185.30	DCR|2VULN|2ASPD|1DMG|2DUR	16ASPD|25DUR|3LWND|48VULN|7RCVC|9DMG|aRCR
288	55123 25222	   	185.30	DCR|2VULN|2ASPD|1DMG|2DUR	16ASPD|2FEWX|35DUR|48VULN|7RCVC|9DMG|aRCR
289	31513 31223	   	185.15	DCR|2VULN|2DMG|1ASPD	1LHND|2RCVC|3aVULN|4DUST|5ASPD|6RCR|79DMG|8CGEN
290	36133 66311	   	185.13	DCR|3VULN|1AART|1ASPD|1SELL	1LHND|2SELL|389VULN|4AART|5TLV|6RCR|7ASPD|aBEXP
291	36133 66312	   	185.13	DCR|3VULN|1AART|1ASPD|1SELL	1LHND|2SELL|389VULN|4AART|5TLV|6RCR|7ASPD|aFEWX
292	36133 66313	   	185.03	DCR|3VULN|1AART|1ASPD|2SELL	1LHND|2aSELL|389VULN|4AART|5TLV|6RCR|7ASPD
293	61373 46112	   	185.01	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1DUST|2RCVC|3MBVNT|4MDPS|5CDMG|6AART|7RCR|8DMG|9VULN|aASPD
294	13136 63123	 * 	184.99	DCR|3VULN|1AART|2CDMG	1RMIN|2BASFIG|369VULN|4MBVNT|56CDMG|6BPWR|7FEWX|8RCR|aAART
295	52323 13356	   	184.97	DCR|2DMG|2ASPD|1VULN|1DUR	1aASPD|2DUR|3RCVC|4AME|59DMG|6LIT|7RCR|8VULN
296	22633 42513	   	184.74	DCR|2VULN|1MDPS|1ASPD|1DMG|2DUR	1ERES|29DUR|3DMG|4BEXP|5ASPD|68VULN|7RCR|aMDPS
297	21131 35336	   	184.67	DCR|1SPLARM|1VULN|1AART|1ASPD|1DMG|1ZMB	15ERES|2ZMB|3ASPD|4AART|6RCR|7LHND|8SPLARM|9VULN|aDMG
298	31513 31614	   	184.66	DCR|3ASPD|1VULN|1DMG|1ZMB	1LHND|2RCVC|3VULN|4DUST|58aASPD|6RCR|7DMG|9ZMB
299	56362 11222	   	184.56	DCR|2VULN|2ASPD|1DMG|1DUR	12ASPD|2BPWR|34RCVC|5DUR|6LHND|78VULN|9DMG|aRCR
300	51131 36622	   	184.55	DCR|1SPLARM|2ASPD|1VULN|1AART|1DMG|1AAC	17ASPD|2AAC|3DMG|4AART|5ERES|6LIT|8RCR|9VULN|aSPLARM
301	56333 13112	   	184.33	DCR|2ASPD|1VULN|1AART|2CDMG	12ASPD|2BPWR|37aRCVC|4AART|58CDMG|6VULN|9RCR
302	54116 32111	   	184.25	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1ASPD|2RPLT|3AART|4MDPS|5RCVC|69VULN|7RCR|8DMSP|aCDMG
303	54116 32211	   	184.25	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1ASPD|2RPLT|3AART|4MDPS|5RCVC|69VULN|7RCR|8AELBLL|aCDMG
304	11343 45384	   	184.16	DCR|3VULN|1SPLARM|1AART|1ZMB	1RMIN|2MBVNT|3FEWX|4AART|567VULN|8SPLARM|9RCR|aZMB
305	11243 45384	   	184.06	DCR|3VULN|1SPLARM|1AART|1ZMB	1RMIN|2MBVNT|3DUST|4AART|567VULN|8SPLARM|9RCR|aZMB
306	31112 15355	 * 	184.05	DCR|2ASPD|1VULN|1DMG|1CDMG|1DUR	1LHND|2RCVC|36ASPD|4DUR|5LIT|7RCR|8VULN|9DMG|aCDMG
307	56333 13114	   	184.02	DCR|2ASPD|1VULN|1AART|2CDMG	12ASPD|2BPWR|37RCVC|4AART|58CDMG|6VULN|9RCR|aLHND
308	56333 13116	   	184.02	DCR|2ASPD|1VULN|1AART|2CDMG	12ASPD|2BPWR|37RCVC|4AART|58CDMG|6VULN|9RCR|aBELT
309	11124 65333	   	183.99	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6DMG|7CDMG|9BASARM|aRCR
310	56333 13111	   	183.92	DCR|2ASPD|1AART|1VULN|2CDMG	12ASPD|2BPWR|37RCVC|4AART|58CDMG|6VULN|9RCR|aLEGI
311	56333 13115	   	183.92	DCR|2ASPD|1VULN|1AART|2CDMG	12ASPD|2BPWR|37RCVC|4AART|58CDMG|6VULN|9RCR|aDUST
312	51221 15326	   	183.79	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC	1ASPD|2AAC|3FEWX|4RPLT|5LHND|6RCR|7CDMG|8AART|9aVULN
313	33542 62111	   	183.79	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|2AART|39VULN|4RPLT|5DUST|6RCR|7DMSP|8DMG|aCDMG
314	54323 32162	   	183.71	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1ASPD|2RPLT|3CDMG|4ZMB|5VULN|6AME|7BEXP|8RCR|9aDMG
315	31522 55122	   	183.71	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1LHND|2RCVC|3VULN|4RPLT|5DUR|69AART|7RCR|8DMG|aZMB
316	55123 63222	   	183.69	DCR|2VULN|2ASPD|1DMG|2DUR	17ASPD|26FEWX|35DUR|48VULN|9DMG|aRCR
317	52126 53212	   	183.69	DCR|2VULN|2ASPD|1DMG|2DUR	17ASPD|23DUR|4AME|58VULN|6DMG|9RMIN|aRCR
318	56111 11222	   	183.69	DCR|2VULN|2ASPD|1DMG|2DUR	12ASPD|2BPWR|34DUR|5AELBLL|6LHND|78VULN|9DMG|aRCR
319	56111 21622	   	183.69	DCR|2VULN|2ASPD|1DMG|2DUR	12ASPD|2BPWR|34DUR|5AELBLL|67VULN|8LWND|9DMG|aRCR
