0	Index      	 *	Score 	Summary	Detail	
1	54311 21622	 * 	214.19	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1AART|2ZMB|3RPLT|4CDMG|5LEGI|6RCR|7ASPD|8aVULN|9DMG
160	52121 64483	   	193.22	DCR|4VULN|1AART|1DMG	1AART|2LIT|3MBVNT|4578VULN|6LHND|9DMG|aRCR
161	66311 18223	   	193.21	DCR|3VULN|1ASPD|1DMG|2DUR	18DUST|2MBVNT|348VULN|5RPLT|68DUR|7RCR|8BPWR|9DMG|aASPD
162	52124 35833	   	193.20	DCR|2VULN|2AART|2DMG	18AART|2LIT|3MBVNT|46VULN|59DMG|7LHND|aRCR
163	53311 26161	   	193.15	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG	1AART|2CDMG|34MLV|5DMG|6RCR|78VULN|9MDPS|aFEWX
164	53311 26162	   	193.15	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG	1AART|2CDMG|34MLV|5DMG|6RCR|78VULN|9MDPS|aBEXP
165	52121 48333	   	193.12	DCR|4VULN|1AART|1DMG	1AART|2LIT|3MBVNT|4569VULN|7DUST|8DMG|aRCR
166	52121 48483	   	193.12	DCR|4VULN|1AART|1DMG	1AART|2LIT|3MBVNT|4568VULN|7DUST|9DMG|aRCR
167	66312 63333	   	193.12	DCR|4VULN|1AART|1DMG	15DUST|2MBVNT|3459VULN|5BPWR|6LIT|7AART|8DMG|aRCR
168	52124 18833	   	193.10	DCR|2VULN|2AART|2DMG	18AART|2LIT|3MBVNT|47VULN|59DMG|6LEGI|aRCR
169	21865 43213	   	193.06	DCR|2VULN|2AART|1DMG|2ZMB	1ERES|2MBVNT|36VULN|49AART|57ZMB|8RCR|aDMG
170	53331 25122	   	192.80	DCR|1AART|2CDMG|1ASPD|1DMG|1ZMB|1DUR	1AART|24CDMG|3MLV|5DMG|6RCR|7ZMB|8DUR|9SPLREG|aASPD
171	53211 25115	   	192.71	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3aRCVC|4RMIN|5DMG|6RCR|7ZMB|8DUR|9VULN
172	56322 31325	   	192.57	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1AART|2MDPS|3AME|4aVULN|5RMIN|6RCVC|7ASPD|8RCR|9DMG
173	56511 23122	   	192.54	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1AART|2MDPS|3RMIN|4aVULN|5ASPD|6BELT|7RCR|8DMG|9MLV
174	56222 31325	   	192.47	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1AART|2MDPS|3TLV|4aVULN|5RMIN|6RCVC|7ASPD|8RCR|9DMG
175	53211 25111	   	192.40	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3RCVC|4RMIN|5DMG|6RCR|7ZMB|8DUR|9VULN|aCGEN
176	53211 25114	   	192.40	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3RCVC|4RMIN|5DMG|6RCR|7ZMB|8DUR|9VULN|aMULARM
177	53211 25116	   	192.40	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3RCVC|4RMIN|5DMG|6RCR|7ZMB|8DUR|9VULN|aBEXP
178	53211 25361	   	192.40	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3RCVC|4RMIN|5DMG|6RCR|7ZMB|8VULN|9DUR|aCGEN
179	53232 26111	   	192.30	DCR|3VULN|1AART|2CDMG	1AART|24CDMG|3RCVC|5LEGI|6RCR|78aVULN|9LIT
180	53211 25112	   	192.30	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3RCVC|4RMIN|5DMG|6RCR|7ZMB|8DUR|9VULN|aTLV
181	53211 25126	   	192.30	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3RCVC|4RMIN|5DMG|6RCR|7ZMB|8DUR|9CANSTR|aVULN
182	53211 25362	   	192.30	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3RCVC|4RMIN|5DMG|6RCR|7ZMB|8VULN|9DUR|aTLV
183	21162 42153	   	192.17	DCR|2VULN|2AART|1CDMG|1DUR	1ERES|2MBVNT|3DUR|49AART|5CDMG|6RCR|78VULN|aRMIN
184	52173 47443	 * 	192.02	DCR|3VULN|2AART|1ZMB|1DUR	15AART|2LIT|3MBVNT|4DUR|678VULN|9ZMB|aRCR
185	21162 42521	   	191.99	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2MBVNT|3DUR|4AART|5CDMG|6RCR|79VULN|8DMG|aFEWX
186	21162 42526	   	191.99	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2MBVNT|3DUR|4AART|5CDMG|6RCR|79VULN|8DMG|aCGEN
187	21162 42527	   	191.99	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2MBVNT|3DUR|4AART|5CDMG|6RCR|79VULN|8DMG|aLIT
188	21162 42528	   	191.99	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2MBVNT|3DUR|4AART|5CDMG|6RCR|79VULN|8DMG|aLHND
189	56351 21211	   	191.95	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG|1DUR	1aAART|2MDPS|3AME|4CDMG|5VULN|6RCR|7DUR|8ASPD|9RMIN
190	53215 26111	   	191.91	DCR|3VULN|1AART|1CDMG	1AART|2CDMG|3RCVC|4RMIN|5MLV|6RCR|78aVULN|9LIT
191	21162 42522	   	191.89	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1MSE	1ERES|2MBVNT|3DUR|4AART|5CDMG|6RCR|79VULN|8DMG|aMSE
192	21162 42544	   	191.89	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	19ERES|2MBVNT|3DUR|4AART|5CDMG|6RCR|7aVULN|8DMG
193	52122 38437	   	191.86	DCR|2VULN|2AART|1DMG|1CDMG	18AART|2LIT|3MBVNT|47VULN|5RPLT|6CDMG|9DMG|aRCR
194	56151 21211	   	191.85	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG|1DUR	1aAART|2MDPS|3ERES|4CDMG|5VULN|6RCR|7DUR|8ASPD|9RMIN
195	56322 11325	   	191.81	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|2RMIN	1AART|2MDPS|3AME|4aVULN|56RMIN|7ASPD|8RCR|9DMG
196	52121 42673	   	191.80	DCR|4VULN|1AART|1ZMB|1DUR	1AART|2LIT|3MBVNT|4569VULN|7ZMB|8DUR|aRCR
197	53331 24222	 * 	191.75	DCR|2DMG|1AART|2CDMG|1ASPD	1AART|24CDMG|3MLV|5aDMG|6RCR|7FEWX|8ASPD|9SPLREG
198	56222 11325	   	191.71	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|2RMIN	1AART|2MDPS|3TLV|4aVULN|56RMIN|7ASPD|8RCR|9DMG
199	31113 13325	 * 	191.70	DCR|3VULN|1MDPS|1AART|1ASPD|1ZMB	12FEWX|2BPWR|3MDPS|46aVULN|5ZMB|7AART|8RCR|9ASPD
200	21162 42532	   	191.68	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1ERES|2MBVNT|3DUR|4AART|5CDMG|6RCR|7VULN|8DMG|9ASPD|aLWND
201	21162 42534	   	191.68	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1ERES|2MBVNT|3DUR|4AART|5CDMG|6RCR|7VULN|8DMG|9ASPD|aMULARM
202	21162 42535	   	191.68	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1ERES|2MBVNT|3DUR|4AART|5CDMG|6RCR|7VULN|8DMG|9ASPD|aMLV
203	21162 42536	   	191.68	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1ERES|2MBVNT|3DUR|4AART|5CDMG|6RCR|7VULN|8DMG|9ASPD|aAME
204	21162 47326	   	191.68	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1ERES|2MBVNT|3DUR|4AART|5CDMG|6RCR|7RPLT|8DMG|9ASPD|aVULN
205	56612 23212	   	191.68	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1AART|2MDPS|3VULN|4CDMG|5DMG|6RCR|7BEXP|8ASPD|9DUST|aDUR
206	53331 22222	   	191.65	DCR|2DMG|1AART|2CDMG|1ASPD	1AART|24CDMG|3MLV|5aDMG|6RCR|7DUST|8ASPD|9SPLREG
207	21865 13432	   	191.60	DCR|3VULN|1AART|1DMG|1ZMB	1ERES|2MBVNT|379VULN|4AART|5ZMB|6DMG|8RCR|aLHND
208	21865 13434	   	191.60	DCR|3VULN|1AART|1DMG|1ZMB	1ERES|2MBVNT|379VULN|4AART|5ZMB|6DMG|8RCR|aDMSP
209	51618 13423	   	191.60	DCR|3VULN|1AART|1DMG|1ZMB	1AART|2MLV|3MBVNT|4ERES|57aVULN|6DMG|8RCR|9ZMB
210	21162 42531	   	191.58	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1ERES|2MBVNT|3DUR|4AART|5CDMG|6RCR|7VULN|8DMG|9ASPD|aDUST
211	21378 13423	   	191.50	DCR|3VULN|1AART|1DMG|1ZMB	1ERES|2MBVNT|3TLV|4AART|57aVULN|6DMG|8RCR|9ZMB
212	21378 43453	   	191.50	DCR|3VULN|1AART|1DMG|1ZMB	1ERES|2MBVNT|3TLV|4AART|569VULN|7ZMB|8RCR|aDMG
213	21865 13431	   	191.50	DCR|3VULN|1AART|1DMG|1ZMB	1aERES|2MBVNT|379VULN|4AART|5ZMB|6DMG|8RCR
214	21378 47423	   	191.50	DCR|3VULN|1AART|1DMG|1ZMB	1ERES|2MBVNT|3TLV|4AART|56aVULN|7DMG|8RCR|9ZMB
215	53331 24215	   	191.32	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1AART|24CDMG|3MLV|5DMG|6RCR|7FEWX|8ASPD|9VULN|aRCVC
216	53331 26112	   	191.32	DCR|2VULN|2CDMG|1AART|1DMG	1AART|24CDMG|3MLV|5DMG|6RCR|78VULN|9LIT|aLHND
217	53331 26113	   	191.32	DCR|2VULN|1AART|2CDMG|1DMG	1AART|24CDMG|3MLV|5DMG|6RCR|78VULN|9LIT|aCGEN
218	53331 26115	   	191.32	DCR|2VULN|1AART|2CDMG|1DMG	1AART|24CDMG|3MLV|5DMG|6RCR|78VULN|9LIT|aFEWX
219	53331 26116	   	191.32	DCR|2VULN|1AART|2CDMG|1DMG	1AART|24CDMG|3MLV|5DMG|6RCR|78VULN|9LIT|aBEXP
220	53331 26141	   	191.32	DCR|2VULN|1AART|2CDMG|1DMG	1AART|24CDMG|3MLV|5DMG|6RCR|78VULN|9MULARM|aLWND
221	53331 26143	   	191.32	DCR|2VULN|1AART|2CDMG|1DMG	1AART|24CDMG|3MLV|5DMG|6RCR|78VULN|9MULARM|aRPLT
222	53331 26151	   	191.32	DCR|2VULN|1AART|2CDMG|1DMG	1AART|24CDMG|3MLV|5DMG|6RCR|78VULN|9CGEN|aLHND
223	53331 26152	   	191.32	DCR|2VULN|1AART|2CDMG|1DMG	1AART|24CDMG|3MLV|5DMG|6RCR|78VULN|9CGEN|aBEXP
224	53331 26153	   	191.32	DCR|2VULN|1AART|2CDMG|1DMG	1AART|24CDMG|3MLV|5DMG|6RCR|78VULN|9CGEN|aRPLT
225	53331 26633	   	191.32	DCR|2VULN|1AART|2CDMG|1DMG	1AART|24CDMG|3MLV|5DMG|6RCR|7aVULN|8CGEN|9RPLT
226	21252 76433	   	191.26	DCR|2VULN|2DMG|1AART|1ZMB	13ERES|2MBVNT|4ZMB|5aDMG|6AART|79VULN|8RCR
227	21284 76433	   	191.26	DCR|2VULN|2DMG|1AART|1ZMB	13ERES|2MBVNT|4aDMG|5ZMB|6AART|79VULN|8RCR
228	53331 22215	   	191.22	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1AART|24CDMG|3MLV|5DMG|6RCR|7DUST|8ASPD|9VULN|aRCVC
229	53331 26142	   	191.22	DCR|2VULN|1AART|2CDMG|1DMG	1AART|24CDMG|3MLV|5DMG|6RCR|78VULN|9MULARM|aERES
230	53316 22214	   	191.22	DCR|2VULN|1AART|2CDMG|1ASPD	1AART|2aCDMG|34MLV|5aTLV|6RCR|7DUST|8ASPD|9aVULN|aBPWR
231	53331 24211	   	191.00	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1AART|24CDMG|3MLV|5DMG|6RCR|7FEWX|8ASPD|9VULN|aCGEN
232	53331 24216	   	191.00	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1AART|24CDMG|3MLV|5DMG|6RCR|7FEWX|8ASPD|9VULN|aBEXP
233	53211 23451	 * 	190.97	DCR|2AART|2DMG|2CDMG	17AART|2aCDMG|3RCVC|4RMIN|59DMG|6RCR|8ERES
234	53331 22211	   	190.90	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1AART|24CDMG|3MLV|5DMG|6RCR|7DUST|8ASPD|9VULN|aCGEN
235	53331 22216	   	190.90	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1AART|24CDMG|3MLV|5DMG|6RCR|7DUST|8ASPD|9VULN|aBEXP
236	53331 24212	   	190.90	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1AART|24CDMG|3MLV|5DMG|6RCR|7FEWX|8ASPD|9VULN|aTLV
237	53331 24214	   	190.90	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1AART|24CDMG|3MLV|5DMG|6RCR|7FEWX|8ASPD|9VULN|aMSLREG
238	53331 22212	   	190.80	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1AART|24CDMG|3MLV|5DMG|6RCR|7DUST|8ASPD|9VULN|aTLV
239	53331 22214	   	190.80	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1AART|24CDMG|3MLV|5DMG|6RCR|7DUST|8ASPD|9VULN|aMSLREG
240	33114 13324	   	190.78	DCR|2VULN|2DMG|2CDMG|2DUR	17FEWX|2ERES|37DUR|48VULN|59DMG|67CDMG|7BPWR|aRCR
241	53311 22226	   	190.41	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1AART|2CDMG|34MLV|5DMG|6RCR|7DUST|8ASPD|9SPLREG|aVULN
242	56511 23312	   	190.31	DCR|3VULN|1MDPS|1AART|1ASPD	1AART|2MDPS|3RMIN|49aVULN|5ASPD|6BELT|7RCR|8FEWX
243	53211 24111	   	190.15	DCR|2AART|1VULN|1DMG|1CDMG	19AART|2CDMG|3aRCVC|4RMIN|5DMG|6RCR|7FEWX|8VULN
244	53211 26211	   	190.15	DCR|2AART|1VULN|1DMG|1CDMG	19AART|2CDMG|3aRCVC|4RMIN|5DMG|6RCR|7VULN|8FEWX
245	51652 42134	   	189.86	DCR|3VULN|1AART|1CDMG|1DUR	1AART|2MLV|3MBVNT|4DUR|5CDMG|6RCR|78aVULN|9CGEN
246	53211 23111	   	189.83	DCR|2AART|1VULN|1DMG|1CDMG	17AART|2CDMG|3RCVC|4RMIN|5DMG|6RCR|8LHND|9LIT|aVULN
247	53211 23211	   	189.83	DCR|2AART|1VULN|1DMG|1CDMG	17AART|2CDMG|3RCVC|4RMIN|5DMG|6RCR|8FEWX|9LIT|aVULN
248	53211 24112	   	189.83	DCR|2AART|1VULN|1DMG|1CDMG	19AART|2CDMG|3RCVC|4RMIN|5DMG|6RCR|7FEWX|8VULN|aLWND
249	53211 24113	   	189.83	DCR|2AART|1VULN|1DMG|1CDMG	19AART|2CDMG|3RCVC|4RMIN|5DMG|6RCR|7FEWX|8VULN|aBEXP
250	53211 24115	   	189.83	DCR|2AART|1VULN|1DMG|1CDMG	19AART|2CDMG|3RCVC|4RMIN|5DMG|6RCR|7FEWX|8VULN|aRPLT
251	53211 26212	   	189.83	DCR|2AART|1VULN|1DMG|1CDMG	19AART|2CDMG|3RCVC|4RMIN|5DMG|6RCR|7VULN|8FEWX|aLWND
252	53211 26213	   	189.83	DCR|2AART|1VULN|1DMG|1CDMG	19AART|2CDMG|3RCVC|4RMIN|5DMG|6RCR|7VULN|8FEWX|aBEXP
253	53211 26215	   	189.83	DCR|2AART|1VULN|1DMG|1CDMG	19AART|2CDMG|3RCVC|4RMIN|5DMG|6RCR|7VULN|8FEWX|aRPLT
254	56612 22111	   	189.81	DCR|2AART|1MDPS|1VULN|1DMG|1CDMG|1ZMB	1aAART|2MDPS|3VULN|4CDMG|5DMG|6RCR|7CGEN|8ZMB|9LHND
255	51635 13423	   	189.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1AART|2MLV|3MBVNT|4LHND|5ZMB|6DMG|7VULN|8RCR|9ASPD|aCDMG
256	51635 41423	   	189.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1AART|2MLV|3MBVNT|4LHND|5ZMB|6VULN|7ASPD|8RCR|9DMG|aCDMG
257	52122 31651	   	189.78	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1AART|2LIT|3MBVNT|4VULN|5RPLT|6CDMG|7RCR|8ASPD|9DUR|aDMG
258	21162 42134	   	189.76	DCR|3VULN|1AART|1CDMG|1DUR	1ERES|2MBVNT|3DUR|4AART|5CDMG|6RCR|78aVULN|9CGEN
259	21162 42168	   	189.76	DCR|3VULN|1AART|1CDMG|1DUR	1ERES|2MBVNT|3DUR|4AART|5CDMG|6RCR|78aVULN|9FEWX
260	21162 42624	   	189.76	DCR|3VULN|1AART|1CDMG|1DUR	1ERES|2MBVNT|3DUR|4AART|5CDMG|6RCR|79aVULN|8AME
261	21162 42824	   	189.76	DCR|3VULN|1AART|1CDMG|1DUR	1ERES|2MBVNT|3DUR|4AART|5CDMG|6RCR|79aVULN|8CGEN
262	21863 43453	   	189.75	DCR|2VULN|2AART|1DMG|1AAC|1ZMB	1ERES|2MBVNT|39VULN|46AART|5AAC|7ZMB|8RCR|aDMG
263	56511 23111	 * 	189.75	DCR|2DMG|1MDPS|1AART|1VULN|1ASPD	1AART|2MDPS|3RMIN|4VULN|5ASPD|6BELT|7RCR|8aDMG|9LIT
264	53211 24136	   	189.73	DCR|2AART|1VULN|1DMG|1CDMG	1aAART|2CDMG|3RCVC|4RMIN|5DMG|6RCR|7FEWX|8VULN|9DUST
265	53211 26236	   	189.73	DCR|2AART|1VULN|1DMG|1CDMG	1aAART|2CDMG|3RCVC|4RMIN|5DMG|6RCR|7VULN|8FEWX|9DUST
266	51523 13263	   	189.70	DCR|3VULN|1AART|1DMG|1AAC|1ZMB	1AART|2MLV|3AAC|47aVULN|5LHND|6DMG|8ZMB|9RCR
267	21162 42128	   	189.66	DCR|3VULN|1AART|1CDMG|1DUR	1ERES|2MBVNT|3DUR|4AART|5CDMG|6RCR|78aVULN|9LEGI
268	52124 83133	   	189.66	DCR|2VULN|2DMG|1AART|1ZMB	1AART|27LIT|3MBVNT|47VULN|57DMG|6BELT|7BPWR|8SPLJET|9RCR|aZMB
269	53331 25111	   	189.58	DCR|1VULN|1AART|2CDMG|1DMG|1ZMB|1DUR	1AART|24CDMG|3MLV|5DMG|6RCR|7ZMB|8DUR|9VULN|aCGEN
270	53331 25115	   	189.58	DCR|1VULN|1AART|2CDMG|1DMG|1ZMB|1DUR	1AART|24CDMG|3MLV|5DMG|6RCR|7ZMB|8DUR|9VULN|aBELT
271	53331 25361	   	189.58	DCR|1VULN|1AART|2CDMG|1DMG|1ZMB|1DUR	1AART|24CDMG|3MLV|5DMG|6RCR|7ZMB|8VULN|9DUR|aCGEN
272	53331 25112	   	189.48	DCR|1VULN|1AART|2CDMG|1DMG|1ZMB|1DUR	1AART|24CDMG|3MLV|5DMG|6RCR|7ZMB|8DUR|9VULN|aTLV
273	53331 25114	   	189.48	DCR|1VULN|1AART|2CDMG|1DMG|1ZMB|1DUR	1AART|24CDMG|3MLV|5DMG|6RCR|7ZMB|8DUR|9VULN|aMSLREG
274	53331 25116	   	189.48	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	1AART|24CDMG|3MLV|5DMG|6RCR|7ZMB|8DUR|9VULN|aERES
275	53331 25362	   	189.48	DCR|1VULN|1AART|2CDMG|1DMG|1ZMB|1DUR	1AART|24CDMG|3MLV|5DMG|6RCR|7ZMB|8VULN|9DUR|aTLV
276	21162 47363	   	189.20	DCR|2DMG|1VULN|1AART|1CDMG|1DUR	1ERES|2MBVNT|3DUR|4AART|5CDMG|6RCR|7RPLT|8aDMG|9VULN
277	53311 25126	   	189.09	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|34MLV|5DMG|6RCR|7ZMB|8DUR|9SPLREG|aVULN
278	53336 26111	   	188.99	DCR|3VULN|1AART|2CDMG	1AART|24CDMG|3MLV|5TLV|6RCR|78aVULN|9LIT
279	52173 48413	 * 	188.87	DCR|3AART|1VULN|1ASPD|1DMG|1DUR	158AART|2LIT|3MBVNT|4DUR|6VULN|7ASPD|9DMG|aRCR
280	56511 23211	   	188.73	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1AART|2MDPS|3RMIN|4aVULN|5ASPD|6BELT|7RCR|8CDMG|9RPLT
281	56511 23221	   	188.73	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1AART|2MDPS|3RMIN|4aVULN|5ASPD|6BELT|7RCR|8CDMG|9FEWX
282	53311 24124	   	188.72	DCR|2DMG|1AART|1VULN|2CDMG	1AART|2aCDMG|34MLV|5aDMG|6RCR|7FEWX|8VULN|9aCGEN|aBPWR
283	53311 26224	   	188.72	DCR|2DMG|1AART|1VULN|2CDMG	1AART|2aCDMG|34MLV|5aDMG|6RCR|7VULN|8FEWX|9aCGEN|aBPWR
284	35352 11263	   	188.70	DCR|1VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB|1DUR	1FEWX|2DUR|3RMIN|4AART|5CDMG|6ZMB|7RCR|8ASPD|9VULN|aAAC
285	53311 22124	   	188.62	DCR|2DMG|1AART|1VULN|2CDMG	1AART|2aCDMG|34MLV|5aDMG|6RCR|7DUST|8VULN|9aCGEN|aBPWR
286	53311 22154	   	188.62	DCR|2DMG|1AART|1VULN|2CDMG	1AART|2aCDMG|34MLV|5aDMG|6RCR|7DUST|8VULN|9aAME|aBPWR
287	53211 25122	   	188.58	DCR|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3RCVC|4RMIN|5DMG|6RCR|7ZMB|8DUR|9CANSTR|aASPD
288	53211 25251	   	188.54	DCR|2DMG|1AART|2CDMG|2ZMB	1AART|2aCDMG|3RCVC|4RMIN|59DMG|6RCR|78ZMB
289	56612 21213	 * 	188.53	DCR|2AART|1MDPS|1VULN|2CDMG|1DMG|1AAC	17AART|2MDPS|3VULN|48CDMG|5DMG|6RCR|9LWND|aAAC
290	56612 21223	   	188.53	DCR|2AART|1MDPS|1VULN|2CDMG|1DMG|1AAC	17AART|2MDPS|3VULN|48CDMG|5DMG|6RCR|9LHND|aAAC
291	53231 77134	   	188.53	DCR|2VULN|1AART|2CDMG|1ASPD	1AART|24CDMG|3RCVC|5MBVNT|6LWND|78VULN|9RCR|aASPD
292	53211 16161	   	188.45	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2CDMG|3aRCVC|4RMIN|5DMG|67VULN|8LHND|9RCR
293	53211 16261	   	188.45	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2CDMG|3aRCVC|4RMIN|5DMG|67VULN|8FEWX|9RCR
294	53211 14161	   	188.45	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2CDMG|3aRCVC|4RMIN|5DMG|68VULN|7FEWX|9RCR
295	56612 21233	   	188.43	DCR|2AART|1MDPS|1VULN|2CDMG|1DMG|1AAC	17AART|2MDPS|3VULN|48CDMG|5DMG|6RCR|9ERES|aAAC
296	53331 21661	   	188.42	DCR|2DMG|1VULN|1AART|2CDMG	1AART|24CDMG|3MLV|5aDMG|6RCR|7BELT|8MSLREG|9VULN
297	53311 22144	   	188.42	DCR|2DMG|1AART|1VULN|2CDMG	1AART|2aCDMG|34MLV|5aDMG|6RCR|7DUST|8VULN|9aERES|aBPWR
298	53331 24225	 * 	188.38	DCR|2ASPD|1AART|2CDMG|1DMG	1AART|24CDMG|3MLV|5DMG|6RCR|7FEWX|8aASPD|9SPLREG
299	53211 12161	   	188.35	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2CDMG|3aRCVC|4RMIN|5DMG|68VULN|7DUST|9RCR
300	53311 26511	   	188.21	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	19AART|2CDMG|34MLV|5DMG|6RCR|7VULN|8DUR|aRCVC
301	53211 16162	   	188.14	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2CDMG|3RCVC|4RMIN|5DMG|67VULN|8LHND|9RCR|aLWND
302	53211 16163	   	188.14	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2CDMG|3RCVC|4RMIN|5DMG|67VULN|8LHND|9RCR|aBEXP
303	53211 16262	   	188.14	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2CDMG|3RCVC|4RMIN|5DMG|67VULN|8FEWX|9RCR|aLWND
304	53211 16263	   	188.14	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2CDMG|3RCVC|4RMIN|5DMG|67VULN|8FEWX|9RCR|aBEXP
305	53211 14162	   	188.14	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2CDMG|3RCVC|4RMIN|5DMG|68VULN|7FEWX|9RCR|aLWND
306	53211 14163	   	188.14	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2CDMG|3RCVC|4RMIN|5DMG|68VULN|7FEWX|9RCR|aBEXP
307	53211 12162	   	188.04	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2CDMG|3RCVC|4RMIN|5DMG|68VULN|7DUST|9RCR|aLWND
308	53211 12163	   	188.04	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2CDMG|3RCVC|4RMIN|5DMG|68VULN|7DUST|9RCR|aBEXP
309	53211 12165	   	188.04	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2CDMG|3RCVC|4RMIN|5DMG|68VULN|7DUST|9RCR|aRPLT
310	21162 42151	   	188.01	DCR|2VULN|2AART|1CDMG|1DUR	1ERES|2MBVNT|3DUR|49AART|5CDMG|6RCR|78VULN|aCGEN
311	21162 42154	   	188.01	DCR|2VULN|2AART|1CDMG|1DUR	1ERES|2MBVNT|3DUR|49AART|5CDMG|6RCR|78VULN|aFEWX
312	21162 42156	   	188.01	DCR|2VULN|2AART|1CDMG|1DUR	1ERES|2MBVNT|3DUR|49AART|5CDMG|6RCR|78VULN|aBELT
313	21162 42158	   	188.01	DCR|2VULN|2AART|1CDMG|1DUR	1ERES|2MBVNT|3DUR|49AART|5CDMG|6RCR|78VULN|aRPLT
314	56612 23333	   	187.95	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG	1AART|2MDPS|3aVULN|4CDMG|5DMG|6RCR|7BEXP|8RMIN|9LHND
315	21162 42152	   	187.91	DCR|2VULN|2AART|1CDMG|1DUR	1ERES|2MBVNT|3DUR|49AART|5CDMG|6RCR|78VULN|aTLV
316	21162 42155	   	187.91	DCR|2VULN|2AART|1CDMG|1DUR	1ERES|2MBVNT|3DUR|49AART|5CDMG|6RCR|78VULN|aMSLREG
317	21162 42157	   	187.91	DCR|2VULN|2AART|1CDMG|1DUR	1aERES|2MBVNT|3DUR|49AART|5CDMG|6RCR|78VULN
