0	Index      	 *	Score 	Summary	Detail	
1	31332 43353	 * 	228.58	DCR|3VULN|3ASPD|2CDMG|1DMG	169VULN|25CDMG|3TLV|46aASPD|6BPWR|7DMG|8RCR
157	31132 53345	   	203.20	DCR|2VULN|1MDPS|2CDMG|1ASPD|1DMG|1ZMB	16VULN|25CDMG|3ZMB|4ASPD|7DMG|8RCR|9MDPS|aDMSP
158	11633 62235	   	203.08	DCR|3VULN|2DMG|1MDPS|1CDMG|2DUR|1AAC	17DUR|2CDMG|37aVULN|47DMG|5AAC|6MDPS|7BPWR|8CGEN|9RCR
159	11633 62432	   	203.08	DCR|3VULN|2DMG|1MDPS|1CDMG|2DUR|1AAC	17DUR|2CDMG|37aVULN|47DMG|5AAC|6MDPS|7BPWR|8RMIN|9RCR
160	34333 25262	   	202.97	ACR|5VULN|2DMG|1AART	1267aVULN|3RPLT|46DMG|5RCR|6BPWR|8AART|9CGEN
161	34333 25242	   	202.87	ACR|5VULN|2DMG|1AART	1267aVULN|3RPLT|46DMG|5RCR|6BPWR|8AART|9TLV
162	51111 22225	   	202.71	DCR|2VULN|3CDMG|1AART|1ASPD|1ZMB	1LHND|267CDMG|3ZMB|4DUST|56VULN|6BPWR|8ASPD|9RCR|aAART
163	22142 42432	 * 	202.41	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	1LIT|2CDMG|3DUR|46ASPD|5BELT|7aVULN|8RCR|9AART
164	11531 22226	   	202.31	DCR|2VULN|3CDMG|1ASPD|1DMG|2DUR	1aDUR|267CDMG|3LHND|4DMG|56VULN|6BPWR|8ASPD|9RCR
165	22346 12531	   	202.27	DCR|2VULN|2AART|1ASPD|1CDMG|1DUR	1LIT|2CDMG|35VULN|4ASPD|6BEXP|7DUR|8aAART|9RCR
166	31132 53312	   	202.24	DCR|2VULN|2CDMG|1ASPD|1DMG|1ZMB|1DUR	16VULN|25CDMG|3ZMB|4ASPD|7DMG|8RCR|9DUR|aLWND
167	31132 53315	   	202.24	DCR|2VULN|2CDMG|1ASPD|1DMG|1ZMB|1DUR	16VULN|25CDMG|3ZMB|4ASPD|7DMG|8RCR|9DUR|aAME
168	31132 53321	   	202.24	DCR|2VULN|2CDMG|1ASPD|1DMG|1ZMB|1DUR	16VULN|25CDMG|3ZMB|4ASPD|7DMG|8RCR|9LWND|aDUR
169	31132 53335	   	202.24	DCR|2VULN|2CDMG|1ASPD|1DMG|1ZMB|1DUR	16VULN|25CDMG|3ZMB|4ASPD|7DMG|8RCR|9MLV|aDUR
170	31132 53316	   	202.14	DCR|2VULN|2CDMG|1ASPD|1DMG|1ZMB|1DUR	16VULN|25CDMG|3ZMB|4ASPD|7DMG|8RCR|9DUR|aDUST
171	34423 53323	   	202.13	DCR|5VULN|1DMG|1ZMB	12345VULN|3BPWR|6RCR|7DMG|8CGEN|9MLV|aZMB
172	34523 53323	   	202.13	DCR|5VULN|1DMG|1ZMB	12345VULN|6RCR|7DMG|8CGEN|9MLV|aZMB
173	31133 45262	   	202.12	DCR|4VULN|1ASPD|1CDMG|1ZMB	1689VULN|2CDMG|3ZMB|4ASPD|5RPLT|7RCR|aFEWX
174	31133 45263	   	202.12	DCR|4VULN|1ASPD|1CDMG|1ZMB	1689VULN|2CDMG|3ZMB|4ASPD|5RPLT|7RCR|aDMSP
175	34423 53133	   	202.03	DCR|5VULN|1DMG|1ZMB	12345VULN|3BPWR|6RCR|7DMG|8DMSP|9DUST|aZMB
176	34523 53133	   	202.03	DCR|5VULN|1DMG|1ZMB	12345VULN|6RCR|7DMG|8DMSP|9DUST|aZMB
177	11631 25232	   	202.03	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|357VULN|4DMG|69BEXP|8AART|aRCR
178	34221 46232	   	202.03	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	126VULN|3DUR|49BEXP|5CDMG|7ASPD|8AART|aRCR
179	31133 45261	   	202.02	DCR|4VULN|1ASPD|1CDMG|1ZMB	1689VULN|2CDMG|3ZMB|4ASPD|5RPLT|7RCR|aERES
180	11531 26423	   	201.96	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB|1DUR	1DUR|26CDMG|3LHND|4DMG|56VULN|6BPWR|7ZMB|8DLOT|9AART|aRCR
181	51161 21423	   	201.96	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB|1DUR	1LHND|26CDMG|3ZMB|4DUR|56VULN|6BPWR|7ASPD|8DLOT|9AART|aRCR
182	22363 81811	   	201.88	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB	1LIT|2CDMG|3VULN|4MBVNT|5ASPD|6DMG|78AART|9ZMB|aRCR
183	51161 25212	   	201.83	DCR|3VULN|1AART|2CDMG|1ZMB|1DUR	1LHND|26CDMG|3ZMB|4DUR|567VULN|6BPWR|8AART|9RCR|aDMSP
184	51161 25213	   	201.83	DCR|3VULN|1AART|2CDMG|1ZMB|1DUR	1LHND|26CDMG|3ZMB|4DUR|567VULN|6BPWR|8AART|9RCR|aCGEN
185	11131 65216	   	201.77	DCR|2VULN|1AART|1ASPD|1CDMG|2DUR|1ZMB	1aDUR|2CDMG|3ZMB|4ASPD|5MLV|67VULN|8AART|9RCR
186	11111 25213	   	201.73	DCR|3VULN|1AART|2CDMG|1ZMB|1DUR	1DUR|26CDMG|3ZMB|4DUST|567VULN|6BPWR|8AART|9RCR|aMLV
187	11111 25214	   	201.73	DCR|3VULN|1AART|2CDMG|1ZMB|1DUR	1DUR|26CDMG|3ZMB|4DUST|567VULN|6BPWR|8AART|9RCR|aLWND
188	11111 25215	   	201.73	DCR|3VULN|1AART|2CDMG|1ZMB|1DUR	1DUR|26CDMG|3ZMB|4DUST|567VULN|6BPWR|8AART|9RCR|aLHND
189	51161 25211	   	201.73	DCR|3VULN|1AART|2CDMG|1ZMB|1DUR|1MSE	1LHND|26CDMG|3ZMB|4DUR|567VULN|6BPWR|8AART|9RCR|aMSE
190	22416 32432	 * 	201.65	DCR|2VULN|1MDPS|1AART|2CDMG|1ASPD|1ZMB	15LIT|25CDMG|3MDPS|4AART|5BPWR|6RCR|7ZMB|8ASPD|9aVULN
191	31343 14433	 * 	201.64	DCR|2VULN|2ASPD|1AART|2CDMG	1aVULN|2aCDMG|3TLV|4LIT|5aASPD|6RMIN|7BELT|8RCR|9AART|aBPWR
192	34423 51221	   	201.64	DCR|5VULN|1CDMG|2DUR	12345VULN|39BPWR|6RCR|79DUR|89LHND|aCDMG
193	34523 51221	   	201.64	DCR|5VULN|1CDMG|2DUR	12345VULN|6RCR|79DUR|89LHND|9BPWR|aCDMG
194	11111 25211	   	201.63	DCR|3VULN|1AART|2CDMG|1ZMB|1DUR|1MSE	1DUR|26CDMG|3ZMB|4DUST|567VULN|6BPWR|8AART|9RCR|aMSE
195	11111 25212	   	201.63	DCR|3VULN|1AART|2CDMG|1ZMB|1DUR	1DUR|26CDMG|3ZMB|4DUST|567VULN|6BPWR|8AART|9RCR|aLEGI
196	11132 34211	   	201.51	DCR|1MDPS|2ASPD|1VULN|1AART|1CDMG|2DUR|1ZMB	1aDUR|2CDMG|3ZMB|49ASPD|5MDPS|6RCR|7VULN|8AART
197	26543 11113	 * 	201.28	DCR|3VULN|2ASPD|1AART|1DUR	17LIT|2AART|3DUR|479VULN|57ASPD|6DLOT|7BPWR|8RCVC|aRCR
198	34423 53223	 * 	201.06	DCR|5VULN|1MDPS|1DMG	12345VULN|3BPWR|6RCR|7DMG|8SPLJET|9DUST|aMDPS
199	34523 53223	   	201.06	DCR|5VULN|1MDPS|1DMG	12345VULN|6RCR|7DMG|8SPLJET|9DUST|aMDPS
200	31132 53326	   	200.99	DCR|2VULN|3CDMG|1ASPD|1DMG|1ZMB	16VULN|25aCDMG|3ZMB|4ASPD|7DMG|8RCR|9LWND
201	11135 43262	   	200.53	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1DUR|2CDMG|3ZMB|4ASPD|5FEWX|6aVULN|7RCR|8CGEN|9AART
202	31133 45224	   	200.49	DCR|3VULN|2ASPD|1CDMG|1ZMB	168VULN|2CDMG|3ZMB|4aASPD|5RPLT|7RCR|9BEXP
203	31133 45234	   	200.49	DCR|3VULN|2ASPD|1CDMG|1ZMB	168VULN|2CDMG|3ZMB|4aASPD|5RPLT|7RCR|9LHND
204	34333 21254	   	200.40	ACR|4VULN|2DMG|2ASPD	126aVULN|3RPLT|46DMG|5RCR|6BPWR|79ASPD|8RCVC
205	31133 45216	   	200.39	DCR|3VULN|2ASPD|1CDMG|1ZMB	168VULN|2CDMG|3ZMB|4aASPD|5RPLT|7RCR|9ERES
206	11133 43365	   	200.21	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1DUR|2CDMG|3ZMB|4ASPD|58LHND|6VULN|7RCR|9DMG|aAART
207	34423 51122	   	200.11	DCR|5VULN|1ASPD|1DUR	12345VULN|3BPWR|6RCR|7DUR|8LIT|9RPLT|aASPD
208	34423 53113	   	200.11	DCR|5VULN|1DMG|1DUR	12345VULN|3BPWR|6RCR|7DMG|8DMSP|9CGEN|aDUR
209	34523 51122	   	200.11	DCR|5VULN|1ASPD|1DUR	12345VULN|6RCR|7DUR|8LIT|9RPLT|aASPD
210	34523 53113	   	200.11	DCR|5VULN|1DMG|1DUR	12345VULN|6RCR|7DMG|8DMSP|9CGEN|aDUR
211	11634 21213	   	200.10	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|3VULN|4DMG|57ASPD|6RMIN|8AART|9RCR|aMLV
212	11634 21214	   	200.10	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|3VULN|4DMG|57ASPD|6RMIN|8AART|9RCR|aLWND
213	11634 21215	   	200.10	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG|1DUR	1DUR|2CDMG|3VULN|4DMG|57ASPD|6RMIN|8AART|9RCR|aLHND
214	11631 61152	   	200.09	DCR|4VULN|1DMG|1CDMG|2DUR	17DUR|2CDMG|3568VULN|4DMG|9RCVC|aRCR
215	11634 21211	   	200.00	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR|1MSE	1DUR|2CDMG|3VULN|4DMG|57ASPD|6RMIN|8AART|9RCR|aMSE
216	11634 21212	   	200.00	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG|1DUR	1DUR|2CDMG|3VULN|4DMG|57ASPD|6RMIN|8AART|9RCR|aLEGI
217	22346 16213	   	199.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	17LIT|2CDMG|35VULN|4ASPD|6BEXP|8RCR|9DMG|aAART
218	34422 61111	 * 	199.95	DCR|5VULN|1ASPD|1CDMG	12348VULN|3BPWR|5ASPD|6CDMG|7LWND|9DUST|aRCR
219	34522 61111	   	199.95	DCR|5VULN|1ASPD|1CDMG	12348VULN|5ASPD|6CDMG|7LWND|9DUST|aRCR
220	11631 51141	 * 	199.91	DCR|3VULN|1MDPS|1DMG|3DUR|1CDMG	167DUR|2CDMG|358VULN|4DMG|9RCR|aMDPS
221	11631 61241	   	199.91	DCR|3VULN|1MDPS|1DMG|3DUR|1CDMG	178DUR|2CDMG|356VULN|4DMG|9RCR|aMDPS
222	31164 62233	   	199.74	DCR|2VULN|1MDPS|2ASPD|2CDMG|2DUR|1ZMB	17VULN|27CDMG|3ZMB|4aDUR|57ASPD|6MDPS|7BPWR|8CGEN|9RCR
223	31332 42241	   	199.64	DCR|2VULN|2ASPD|2CDMG|2DUR|1ZMB	16VULN|25CDMG|3TLV|46ASPD|6BPWR|7aDUR|8ZMB|9RCR
224	31161 25216	   	199.54	DCR|3VULN|1AART|1CDMG|2DUR|1ZMB	157VULN|2CDMG|3ZMB|4aDUR|6BEXP|8AART|9RCR
225	26361 23343	 * 	199.52	DCR|3VULN|1MDPS|1AART|1ASPD|1CDMG	1LIT|2AART|3AIRARM|4CDMG|58aVULN|6MDPS|7RCR|9ASPD
226	34333 21323	   	199.42	ACR|4VULN|2DMG|2ASPD	1269VULN|3RPLT|46DMG|5RCR|69BPWR|79ASPD|89aCGEN
227	34333 21324	   	199.42	ACR|4VULN|2DMG|2ASPD	1269VULN|3RPLT|46DMG|5RCR|69BPWR|79ASPD|89CGEN|aLWND
228	34333 21325	   	199.42	ACR|4VULN|2DMG|2ASPD	1269VULN|3RPLT|46DMG|5RCR|69BPWR|79ASPD|89CGEN|aAME
229	11634 33531	 * 	199.34	DCR|3DMG|1VULN|1ASPD|1CDMG|1DUR	1DUR|2CDMG|3VULN|48aDMG|5ASPD|6LWND|7RCR|9LIT
230	34333 21322	   	199.32	ACR|4VULN|2DMG|2ASPD	1269VULN|3RPLT|46DMG|5RCR|69BPWR|79ASPD|89CGEN|aERES
231	34333 21326	   	199.32	ACR|4VULN|2DMG|2ASPD	1269VULN|3RPLT|46DMG|5RCR|69BPWR|79ASPD|89CGEN|aDUST
232	34333 21412	 * 	199.16	ACR|5VULN|2DMG|1ASPD	1269aVULN|3RPLT|46DMG|5RCR|6BPWR|7ASPD|8DLOT
233	31163 62532	   	199.04	DCR|3VULN|1MDPS|1DMG|1CDMG|2DUR|1AAC|2ZMB	17aVULN|2CDMG|37ZMB|47DUR|5AAC|6MDPS|7BPWR|8DMG|9RCR
234	11631 22216	   	198.87	DCR|2VULN|1AART|2CDMG|1DMG|2DUR	1aDUR|27CDMG|35VULN|4DMG|6BEXP|8AART|9RCR
235	31541 11511	 * 	198.77	ACR|2VULN|1MDPS|2DMG|1AART|2CDMG|1ASPD	19VULN|29CDMG|3LHND|4VENFST|5RCR|6AART|79DMG|8MDPS|9BPWR|aASPD
236	31561 11511	   	198.77	ACR|2VULN|1MDPS|2DMG|1AART|2CDMG|1ASPD	19VULN|29CDMG|3LHND|4SNIFST|5RCR|6AART|79DMG|8MDPS|9BPWR|aASPD
237	31132 51356	   	198.76	DCR|3VULN|3CDMG|1ASPD|1ZMB	169VULN|25aCDMG|3ZMB|4ASPD|7MLV|8RCR
238	31346 33433	   	198.74	DCR|3VULN|1AART|2CDMG|2DUR	15aVULN|2aCDMG|3TLV|4LIT|6aDUR|7BELT|8RCR|9AART|aBPWR
239	31151 61153	   	198.71	DCR|3VULN|1ASPD|1CDMG|2DUR|1ZMB	168VULN|2CDMG|3ZMB|4RCVC|57DUR|9RCR|aASPD
240	34422 42131	 * 	198.68	DCR|4VULN|3ASPD	1234VULN|3BPWR|568ASPD|7aCGEN|9RCR
241	34422 42132	   	198.68	DCR|4VULN|3ASPD	1234VULN|3BPWR|568ASPD|7CGEN|9RCR|aFEWX
242	34422 42133	   	198.68	DCR|4VULN|3ASPD	1234VULN|3BPWR|568ASPD|7CGEN|9RCR|aDMSP
243	34522 42131	   	198.68	DCR|4VULN|3ASPD	1234VULN|568ASPD|7aCGEN|9RCR
244	34522 42132	   	198.68	DCR|4VULN|3ASPD	1234VULN|568ASPD|7CGEN|9RCR|aFEWX
245	34522 42133	   	198.68	DCR|4VULN|3ASPD	1234VULN|568ASPD|7CGEN|9RCR|aDMSP
