0	Index      	Bounty	 *	Score 	Summary	Detail	
1	63434 33223	10	 * 	289.20	橙3易伤3伤害2时间2等级	18时间278伤害34a易伤5策反68等级8序列升级9核
211	65312 13125	9	 * 	262.94	橙2易伤3时间1伤害2暴击1攻速1全技能	127时间27序列升级37暴击4攻速5低血量敌人67易伤8伤害9全技能a核
212	26355 33312	6	   	262.87	橙3易伤3时间1伤害1暴击	19金币生成249时间3最后敌人5伤害689易伤7核9序列升级a暴击
213	14231 35132	1	   	262.80	橙4易伤3时间1攻速	17最后敌人2攻速378a易伤4平台579时间6核7序列升级
214	34231 35132	1	   	262.80	橙4易伤3时间1攻速	17低血量敌人2攻速378a易伤4平台579时间6核7序列升级
215	63232 41226	2	   	262.67	橙3易伤3时间1伤害1暴击	157时间2伤害34a易伤6敌人爆炸8核9暴击
216	63421 63312	6	   	262.57	橙3易伤3时间1伤害1暴击	159时间2伤害389易伤459掉矿59序列升级6挖青7核a暴击
217	15132 63213	4	 * 	262.39	橙2易伤3伤害2时间3等级	129最后敌人29a序列升级389伤害4a易伤5a时间69a等级7核
218	63412 63211	5	   	262.29	橙2易伤3伤害2时间2等级	19时间289伤害35易伤4低血量敌人69等级7核9序列升级a基地爆炸
219	63412 63212	5	   	262.29	橙2易伤3伤害2时间2等级	19时间289伤害35易伤4低血量敌人69等级7核9序列升级a敌人爆炸
220	63432 63211	5	   	262.29	橙2易伤3伤害2时间2等级	19时间289伤害34易伤5a基地爆炸69等级7核9序列升级
221	63434 33221	9	   	262.29	橙2易伤3伤害2时间2等级	18时间278伤害34易伤5策反68等级8序列升级9核a基地爆炸
222	63434 33221	10	   	262.29	橙2易伤3伤害2时间2等级	18时间278伤害34易伤5策反68等级8序列升级9核a平台
223	63522 63211	5	   	262.29	橙2易伤3伤害2时间2等级	19时间289伤害3低血量敌人45易伤69等级7核9序列升级a基地爆炸
224	63522 63212	5	   	262.29	橙2易伤3伤害2时间2等级	19时间289伤害3低血量敌人45易伤69等级7核9序列升级a敌人爆炸
225	63412 63213	5	   	262.19	橙2易伤3伤害2时间2等级	19时间289伤害35易伤4低血量敌人69等级7核9序列升级a掉矿
226	63432 63212	5	   	262.19	橙2易伤3伤害2时间2等级	19时间289伤害34易伤5基地爆炸69等级7核9序列升级a挖尘
227	63434 33223	9	   	262.19	橙2易伤3伤害2时间2等级	18时间278伤害34易伤5策反68等级8序列升级9核a挖尘
228	63522 63213	5	   	262.19	橙2易伤3伤害2时间2等级	19时间289伤害3低血量敌人45易伤69等级7核9序列升级a掉矿
229	13224 33311	6	   	261.89	橙3易伤2伤害2时间	19最后敌人29伤害3金币生成45时间689易伤7核9序列升级a雷电
230	13224 63311	5	   	261.89	橙3易伤2伤害2时间	19最后敌人29伤害3金币生成45时间689易伤7核9序列升级a雷电
231	13224 63311	4	   	261.89	橙3易伤2伤害2时间	19最后敌人29伤害3金币生成45时间689易伤7核9序列升级a雷电
232	13226 43111	4	   	261.89	橙3易伤2伤害2时间	19最后敌人29伤害3金币生成48时间569易伤7核9序列升级a雷电
233	13326 43111	4	   	261.89	橙3易伤2伤害2时间	19最后敌人29伤害3矿等48时间569易伤7核9序列升级a雷电
234	26234 43311	1	   	261.89	橙3易伤2伤害2时间	19金币生成29伤害368易伤4最后敌人59时间7核9序列升级a雷电
235	26332 23631	8	   	261.89	橙3易伤2伤害2时间	18金币生成28时间3最后敌人456易伤78伤害8序列升级9核a雷电
236	26412 63311	6	   	261.89	橙3易伤2伤害2时间	19金币生成29时间358易伤4低血量敌人69伤害7核9序列升级a雷电
237	26522 63311	6	   	261.89	橙3易伤2伤害2时间	19金币生成29时间3低血量敌人458易伤69伤害7核9序列升级a雷电
238	33224 33311	6	   	261.89	橙3易伤2伤害2时间	19低血量敌人29伤害3金币生成45时间689易伤7核9序列升级a雷电
239	33224 63311	4	   	261.89	橙3易伤2伤害2时间	19低血量敌人29伤害3金币生成45时间689易伤7核9序列升级a雷电
240	33224 63311	5	   	261.89	橙3易伤2伤害2时间	19低血量敌人29伤害3金币生成45时间689易伤7核9序列升级a雷电
241	33226 43111	4	   	261.89	橙3易伤2伤害2时间	19低血量敌人29伤害3金币生成48时间569易伤7核9序列升级a雷电
242	33326 43111	4	   	261.89	橙3易伤2伤害2时间	19低血量敌人29伤害3矿等48时间569易伤7核9序列升级a雷电
243	63231 63311	3	   	261.89	橙3易伤2伤害2时间	19时间29伤害3金币生成4最后敌人5立即金币689易伤7核9序列升级a雷电
244	63233 63311	4	   	261.89	橙3易伤2伤害2时间	19时间29伤害3金币生成4敌人爆炸5双倍矿689易伤7核9序列升级a雷电
245	63233 63311	3	   	261.89	橙3易伤2伤害2时间	19时间29伤害35金币生成4最后敌人689易伤7核9序列升级a雷电
246	63236 33311	4	   	261.89	橙3易伤2伤害2时间	19时间29伤害3金币生成46敌人爆炸589易伤7核9序列升级a雷电
247	63243 63311	4	   	261.89	橙3易伤2伤害2时间	19时间29伤害3金币生成4基地爆炸5双倍矿689易伤7核9序列升级a雷电
248	63411 43311	5	   	261.89	橙3易伤2伤害2时间	19时间29伤害368易伤4低血量敌人59金币生成7核9序列升级a雷电
249	63521 43311	5	   	261.89	橙3易伤2伤害2时间	19时间29伤害3低血量敌人468易伤59金币生成7核9序列升级a雷电
250	64332 23631	8	   	261.89	橙3易伤2伤害2时间	18时间28金币生成3最后敌人456易伤78伤害8序列升级9核a雷电
251	26211 43311	1	   	261.79	橙3易伤2伤害2时间	19金币生成29伤害368易伤4挖尘59时间7核9序列升级a雷电
252	63213 63311	3	   	261.79	橙3易伤2伤害2时间	19时间29伤害3金币生成4挖尘5双倍矿689易伤7核9序列升级a雷电
253	63331 63311	2	   	261.79	橙3易伤2伤害2时间	19时间29伤害3掉矿4最后敌人5立即金币689易伤7核9序列升级a雷电
254	63423 43311	5	   	261.79	橙3易伤2伤害2时间	19时间29伤害368易伤4掉矿59低血量敌人7核9序列升级a雷电
255	63426 13311	4	   	261.79	橙3易伤2伤害2时间	19时间29伤害358易伤4掉矿69敌人爆炸7核9序列升级a雷电
256	62412 63311	6	   	261.69	橙3易伤2伤害2时间	19时间29掉矿358易伤4低血量敌人69伤害7核9序列升级a雷电
257	62522 63311	6	   	261.69	橙3易伤2伤害2时间	19时间29掉矿3低血量敌人458易伤69伤害7核9序列升级a雷电
258	63216 23311	3	   	261.69	橙3易伤2伤害2时间	19时间29伤害3金币生成46挖尘589易伤7核9序列升级a雷电
259	63412 33311	6	   	261.69	橙3易伤2伤害2时间	19时间29伤害358易伤4低血量敌人69掉矿7核9序列升级a雷电
260	63432 33311	6	   	261.69	橙3易伤2伤害2时间	19时间29伤害348易伤5基地爆炸69掉矿7核9序列升级a雷电
261	63442 33311	6	   	261.69	橙3易伤2伤害2时间	19时间29伤害358易伤4基地爆炸69掉矿7核9序列升级a雷电
262	63522 33311	6	   	261.69	橙3易伤2伤害2时间	19时间29伤害3低血量敌人458易伤69掉矿7核9序列升级a雷电
263	13226 43312	4	   	261.64	橙4易伤2伤害1时间	19a最后敌人29伤害3金币生成4时间5689易伤7核9序列升级
264	13226 43313	4	   	261.64	橙4易伤2伤害1时间	19最后敌人29伤害3金币生成4时间5689易伤7核9序列升级a基地爆炸
265	13226 43314	4	   	261.64	橙4易伤2伤害1时间	19最后敌人29伤害3a金币生成4时间5689易伤7核9序列升级
266	33226 43312	4	   	261.64	橙4易伤2伤害1时间	19低血量敌人29伤害3金币生成4时间5689易伤7核9序列升级a最后敌人
267	33226 43313	4	   	261.64	橙4易伤2伤害1时间	19低血量敌人29伤害3金币生成4时间5689易伤7核9序列升级a基地爆炸
268	33226 43314	4	   	261.64	橙4易伤2伤害1时间	19低血量敌人29伤害3a金币生成4时间5689易伤7核9序列升级
269	63262 13621	2	   	261.59	橙3易伤2伤害2时间	15时间24伤害369易伤7掉矿8核a雷电
270	63312 63311	2	   	261.59	橙3易伤2伤害2时间	19时间29伤害35掉矿4挖尘689易伤7核9序列升级a雷电
271	63316 23311	2	   	261.59	橙3易伤2伤害2时间	19时间29伤害3掉矿46挖尘589易伤7核9序列升级a雷电
272	63462 33311	6	   	261.59	橙3易伤2伤害2时间	19时间29伤害358易伤4挖尘69掉矿7核9序列升级a雷电
273	42111 32314	8	 * 	261.59	橙2易伤2攻速1伤害2暴击1等级1时间1全技能	17攻速2立即金币3全技能4时间57暴击67易伤7序列升级8核9等级a伤害
274	11412 23515	6	   	261.54	橙4易伤2伤害1时间	19最后敌人2矿等3569易伤4挖青79伤害8核9序列升级a时间
275	11412 23515	7	   	261.54	橙4易伤2伤害1时间	19最后敌人2矿等3569易伤4挖青79伤害8核9序列升级a时间
276	11532 23515	6	   	261.54	橙4易伤2伤害1时间	19最后敌人2矿等3挖青4569易伤79伤害8核9序列升级a时间
277	11532 23515	7	   	261.54	橙4易伤2伤害1时间	19最后敌人2矿等3挖青4569易伤79伤害8核9序列升级a时间
278	13226 43315	4	   	261.54	橙4易伤2伤害1时间	19最后敌人29伤害3金币生成4时间5689易伤7核9序列升级a掉矿
279	13226 43316	4	   	261.54	橙4易伤2伤害1时间	19最后敌人29伤害3金币生成4时间5689易伤7核9序列升级a赏金塔
280	33226 43315	4	   	261.54	橙4易伤2伤害1时间	19低血量敌人29伤害3金币生成4时间5689易伤7核9序列升级a掉矿
281	33226 43316	4	   	261.54	橙4易伤2伤害1时间	19低血量敌人29伤害3金币生成4时间5689易伤7核9序列升级a赏金塔
282	13232 63216	2	   	261.36	橙2易伤3伤害2等级1时间1暴击	19最后敌人289伤害34易伤5时间69等级7核9序列升级a暴击
283	13432 63216	3	   	261.36	橙2易伤3伤害2等级1时间1暴击	19最后敌人289伤害34易伤5时间69等级7核9序列升级a暴击
284	33232 63216	2	   	261.36	橙2易伤3伤害2等级1时间1暴击	19低血量敌人289伤害34易伤5时间69等级7核9序列升级a暴击
285	33432 63216	3	   	261.36	橙2易伤3伤害2等级1时间1暴击	19低血量敌人289伤害34易伤5时间69等级7核9序列升级a暴击
286	33412 54332	9	   	261.14	橙4易伤3伤害	18a低血量敌人28a伤害358a易伤4挖青6核7随机矿8a序列升级9立即金币
287	13412 23221	9	   	260.94	橙4易伤3伤害	18最后敌人278伤害3568易伤4挖青8序列升级9核a基地爆炸
288	13412 23221	10	   	260.94	橙4易伤3伤害	18最后敌人278伤害3568易伤4挖青8序列升级9核a平台
289	13412 23223	10	   	260.94	橙4易伤3伤害	18a最后敌人278伤害3568易伤4挖青8序列升级9核
290	13412 23223	9	   	260.94	橙4易伤3伤害	18最后敌人278伤害3568易伤4挖青8序列升级9核a低血量敌人
291	13412 23224	9	   	260.94	橙4易伤3伤害	18a最后敌人278伤害3568易伤4挖青8序列升级9核
292	13412 23225	9	   	260.94	橙4易伤3伤害	18最后敌人278伤害3568易伤4挖青8序列升级9核a敌人爆炸
293	33412 13225	10	   	260.94	橙4易伤3伤害	168低血量敌人278伤害358a易伤4挖青8序列升级9核
294	62232 13631	1	   	260.35	橙3易伤2时间2等级1暴击1攻速	15时间2a等级346易伤7攻速8核9暴击
295	33452 51332	7	   	260.21	橙3易伤2伤害2攻速1时间	1a低血量敌人28伤害35a易伤4时间6核7基地爆炸9a攻速a序列升级
296	33452 52332	6	   	260.21	橙3易伤2伤害2攻速1时间	1a低血量敌人28伤害35a易伤4时间6核7最后敌人9a攻速a序列升级
297	33452 53332	7	   	260.21	橙3易伤2伤害2攻速1时间	1a低血量敌人28伤害35a易伤4时间6核7最后敌人9a攻速a序列升级
298	33452 53332	6	   	260.21	橙3易伤2伤害2攻速1时间	1a低血量敌人28伤害35a易伤4时间6核7基地爆炸9a攻速a序列升级
299	33412 56232	6	   	260.11	橙3易伤2伤害2攻速1时间	1a低血量敌人2a伤害358易伤4挖青6核7时间9a攻速a序列升级
300	15352 61331	8	 * 	260.10	橙4易伤2暴击1等级1时间	12最后敌人25序列升级35暴击4568易伤7时间9核a等级
301	42111 32363	9	 * 	259.96	橙3易伤2攻速2暴击2全技能1时间	17攻速2立即金币39全技能4时间57暴击67a易伤7序列升级8核
302	63522 63113	5	   	259.86	橙2易伤3时间2伤害2等级	189时间29伤害3a低血量敌人45易伤69等级7核9序列升级
303	13232 63115	2	   	259.86	橙2易伤3时间2伤害2等级	19最后敌人29伤害34易伤58a时间69等级7核9序列升级
304	13432 63115	3	   	259.86	橙2易伤3时间2伤害2等级	19最后敌人29伤害34易伤58a时间69等级7核9序列升级
305	33232 63115	2	   	259.86	橙2易伤3时间2伤害2等级	19低血量敌人29伤害34易伤58a时间69等级7核9序列升级
306	33432 63115	3	   	259.86	橙2易伤3时间2伤害2等级	19低血量敌人29伤害34易伤58a时间69等级7核9序列升级
307	63412 63113	5	   	259.86	橙2易伤3时间2伤害2等级	189时间29伤害35易伤4a低血量敌人69等级7核9序列升级
308	63432 63113	5	   	259.86	橙2易伤3时间2伤害2等级	189时间29伤害34易伤5基地爆炸69等级7核9序列升级a低血量敌人
309	43231 35151	1	   	259.79	橙4易伤2时间2攻速	17攻速2最后敌人3789易伤4a平台57时间6核7序列升级
310	43231 35153	1	   	259.79	橙4易伤2时间2攻速	17攻速2最后敌人3789易伤4平台57时间6核7序列升级a低血量敌人
311	65121 11632	10	   	259.76	橙2易伤3时间2伤害2等级1核弹	125时间28序列升级38伤害4核弹68易伤78等级9最后敌人a核
312	41326 11336	6	 * 	259.65	橙3易伤3时间3攻速1卖塔	158攻速2卖塔3低血量敌人468易伤789时间8序列升级a核
313	62233 13661	1	   	259.35	橙4易伤1等级1时间1攻速	1时间2等级3469易伤5立即金币7攻速8核a雷电
