0	Index      	 *	Score 	Summary	Detail	
1	13231 14434	 * 	237.92	ACR|3VULN|3ASPD|2DMG|1BEXP	168ASPD|28aVULN|3FEWX|4RCR|5DUR|78DMG|8BPWR|9BEXP
151	16226 23632	   	214.45	ACR|1BASARM|2ASPD|1DMG|1BEXP	17ASPD|2RCVC|3RCR|4DUR|5FEWX|6BEXP|8BASARM|9DMG|aCGEN
152	16223 23732	   	214.35	ACR|1BASARM|2ASPD|1DMG|1BEXP	17ASPD|2RCVC|3RCR|4DUR|5MBVNT|6BEXP|8BASARM|9DMG|aCGEN
153	16223 23738	   	214.35	ACR|1BASARM|2ASPD|1DMG|1BEXP	17ASPD|2RCVC|3RCR|4DUR|5MBVNT|6BEXP|8BASARM|9DMG|aRPLT
154	16223 23771	   	214.35	ACR|1BASARM|2ASPD|1DMG|1BEXP	17ASPD|2RCVC|3RCR|4DUR|5MBVNT|6BEXP|8BASARM|9FEWX|aDMG
155	16226 23631	   	214.35	ACR|1BASARM|2ASPD|1DMG|1BEXP	17ASPD|2RCVC|3RCR|4DUR|5FEWX|6BEXP|8BASARM|9DMG|aMDPS
156	16223 23731	   	214.25	ACR|1BASARM|2ASPD|1DMG|1BEXP	17ASPD|2RCVC|3RCR|4DUR|5MBVNT|6BEXP|8BASARM|9DMG|aMDPS
157	16223 23761	   	214.25	ACR|1BASARM|2ASPD|1DMG|1BEXP	17ASPD|2RCVC|3RCR|4DUR|5MBVNT|6BEXP|8BASARM|9DUST|aDMG
158	13234 66221	 * 	214.22	ACR|2VULN|1BASARM|1ASPD|1DMG|1BEXP	1ASPD|28VULN|3FEWX|4RCR|5CGEN|6MLV|7BEXP|9BASARM|aDMG
159	14233 23642	   	214.21	ACR|1BASARM|2ASPD|2VULN|1BEXP	17ASPD|2LHND|3FEWX|4RCR|5RCVC|6BEXP|8BASARM|9aVULN
160	16211 52123	   	214.20	ACR|3VULN|2ASPD|2DMG	19ASPD|2RCVC|3RCR|4RPLT|5CGEN|6BELT|79aVULN|89DMG|9BPWR
161	13234 16221	   	214.12	ACR|2VULN|1BASARM|1ASPD|1DMG|1BEXP	1ASPD|28VULN|3FEWX|4RCR|5CGEN|6ERES|7BEXP|9BASARM|aDMG
162	13634 16221	   	214.12	ACR|2VULN|1BASARM|1ASPD|1DMG|1BEXP	1ASPD|28VULN|3LHND|4RCR|5CGEN|6ERES|7BEXP|9BASARM|aDMG
163	14334 16221	   	214.12	ACR|2VULN|1BASARM|1ASPD|1DMG|1BEXP	1ASPD|2LHND|38VULN|4RCR|5CGEN|6ERES|7BEXP|9BASARM|aDMG
164	16216 52123	   	214.10	ACR|3VULN|2ASPD|2DMG	19ASPD|2RCVC|3RCR|4RPLT|5ERES|6BELT|79aVULN|89DMG|9BPWR
165	13231 44422	   	213.77	ACR|3VULN|2ASPD|2DMG|1AAC	18ASPD|268VULN|3FEWX|4RCR|5DUR|78DMG|8BPWR|9AAC|aLIT
166	33231 43422	   	213.77	ACR|3VULN|2ASPD|2DMG|1AAC	18DMG|268VULN|3FEWX|4RCR|5DUR|78ASPD|8BPWR|9AAC|aLIT
167	33531 43422	   	213.77	ACR|3VULN|2ASPD|2DMG|1AAC	18DMG|268VULN|3LHND|4RCR|5DUR|78ASPD|8BPWR|9AAC|aLIT
168	33231 43425	   	213.67	ACR|3VULN|2ASPD|2DMG|1AAC	18DMG|268VULN|3FEWX|4RCR|5DUR|78ASPD|8BPWR|9AAC|aDUST
169	33231 43426	   	213.67	ACR|3VULN|2ASPD|2DMG|1AAC	18DMG|268VULN|3FEWX|4RCR|5DUR|78ASPD|8BPWR|9AAC|aMDPS
170	11253 11525	 * 	212.78	ACR|1BASARM|2CDMG|1DMG|1ASPD|1AART	1ASPD|2AEMAG|3RCR|47CDMG|5TLV|6DMG|8AART|9ERES|aBASARM
171	16226 11633	   	211.80	ACR|1BASARM|2BEXP|1ASPD|1DMG	1ASPD|2RCVC|3RCR|46DUR|56FEWX|6BPWR|7aBEXP|8BASARM|9DMG
172	13234 63522	   	211.75	ACR|1BASARM|2VULN|2ASPD|1BEXP	17ASPD|2aVULN|3FEWX|4RCR|5CGEN|6MLV|8BEXP|9BASARM
173	13234 13522	   	211.65	ACR|1BASARM|2VULN|2ASPD|1BEXP	17ASPD|2aVULN|3FEWX|4RCR|5CGEN|6ERES|8BEXP|9BASARM
174	13634 13522	   	211.65	ACR|1BASARM|2VULN|2ASPD|1BEXP	17ASPD|2aVULN|3LHND|4RCR|5CGEN|6ERES|8BEXP|9BASARM
175	14334 13522	   	211.65	ACR|1BASARM|2VULN|2ASPD|1BEXP	17ASPD|2LHND|3aVULN|4RCR|5CGEN|6ERES|8BEXP|9BASARM
176	16253 15111	   	211.61	ACR|1BASARM|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2RCVC|3RCR|4CDMG|5TLV|6DMG|7ERES|8VULN|9BASARM|aZMB
177	16253 15112	   	211.61	ACR|1BASARM|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2RCVC|3RCR|4CDMG|5TLV|6DMG|7ERES|8VULN|9BASARM|aLHND
178	16253 15113	   	211.61	ACR|1BASARM|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2RCVC|3RCR|4CDMG|5TLV|6DMG|7ERES|8VULN|9BASARM|aRPLT
179	16223 27732	   	211.60	ACR|1BASARM|2BEXP|1ASPD|1DMG	1ASPD|2RCVC|3RCR|4DUR|5MBVNT|67BEXP|8BASARM|9DMG|aCGEN
180	32241 11474	 * 	211.51	ACR|3DMG|3BEXP|2ASPD	18aDMG|2MDPS|38aBEXP|468ERES|5RCR|7MBVNT|8aBPWR|9aASPD
181	16223 27731	   	211.50	ACR|1BASARM|2BEXP|1ASPD|1DMG	1ASPD|2RCVC|3RCR|4DUR|5MBVNT|67BEXP|8BASARM|9DMG|aMDPS
182	12332 36221	   	211.41	ACR|2VULN|2ASPD|2DMG|1CDMG	1aASPD|2MDPS|3RCVC|4RCR|5RPLT|6CDMG|7aDMG|8aVULN|9BELT|aBPWR
183	32332 36221	   	211.41	ACR|2VULN|2ASPD|2DMG|1CDMG	1aDMG|2MDPS|3RCVC|4RCR|5RPLT|6CDMG|7aASPD|8aVULN|9BELT|aBPWR
184	11223 27752	 * 	211.37	ACR|1BASARM|2VULN|2BEXP|1ASPD	1ASPD|2AEMAG|3RCR|4DUR|5MBVNT|67BEXP|8BASARM|9aVULN
185	11226 11632	   	210.71	ACR|1BASARM|2ASPD|1DMG|1BEXP	16ASPD|2AEMAG|3RCR|4DUR|56FEWX|6BPWR|7BEXP|8BASARM|9DMG|aCGEN
186	31254 14133	   	210.69	ACR|2DMG|2ASPD|1VULN|1CDMG|1BEXP|1SELL	15DMG|2AEMAG|3RCR|4CDMG|69ASPD|7SELL|8BEXP|aVULN
187	13233 14431	   	210.65	ACR|2VULN|2ASPD|2DMG|1CDMG	18ASPD|28VULN|3FEWX|4RCR|5RCVC|6LWND|78DMG|8BPWR|9RMIN|aCDMG
188	13233 24431	   	210.65	ACR|2VULN|2ASPD|2DMG|1CDMG	18ASPD|28VULN|3FEWX|4RCR|5RCVC|6DUR|78DMG|8BPWR|9RMIN|aCDMG
189	13633 14431	   	210.65	ACR|2VULN|2ASPD|2DMG|1CDMG	18ASPD|28VULN|3LHND|4RCR|5RCVC|6LWND|78DMG|8BPWR|9RMIN|aCDMG
190	13633 24431	   	210.65	ACR|2VULN|2ASPD|2DMG|1CDMG	18ASPD|28VULN|3LHND|4RCR|5RCVC|6DUR|78DMG|8BPWR|9RMIN|aCDMG
191	33233 23431	   	210.65	ACR|2VULN|2ASPD|2DMG|1CDMG	18DMG|28VULN|3FEWX|4RCR|5RCVC|6DUR|78ASPD|8BPWR|9RMIN|aCDMG
192	33233 23456	   	210.65	ACR|2VULN|2ASPD|2DMG|1CDMG	18DMG|28VULN|39FEWX|4RCR|5RCVC|6DUR|78ASPD|8BPWR|aCDMG
193	33533 23431	   	210.65	ACR|2VULN|2ASPD|2DMG|1CDMG	18DMG|28VULN|3LHND|4RCR|5RCVC|6DUR|78ASPD|8BPWR|9RMIN|aCDMG
194	16211 62212	   	210.63	ACR|1BASARM|2ASPD|1VULN|1AART	16ASPD|2RCVC|3RCR|4RPLT|5CGEN|7MLV|8AART|9VULN|aBASARM
195	11226 11631	   	210.61	ACR|1BASARM|2ASPD|1DMG|1BEXP	16ASPD|2AEMAG|3RCR|4DUR|56FEWX|6BPWR|7BEXP|8BASARM|9DMG|aMDPS
196	11226 11651	   	210.61	ACR|1BASARM|2ASPD|1DMG|1BEXP	16ASPD|2AEMAG|3RCR|4DUR|56FEWX|6BPWR|7BEXP|8BASARM|9DUST|aDMG
197	11226 23632	   	210.61	ACR|1BASARM|2ASPD|1DMG|1BEXP	17ASPD|2AEMAG|3RCR|4DUR|5FEWX|6BEXP|8BASARM|9DMG|aCGEN
198	13233 14411	   	210.55	ACR|2VULN|2ASPD|2DMG|1CDMG	18ASPD|28VULN|3FEWX|4RCR|5RCVC|6LWND|78DMG|8BPWR|9ERES|aCDMG
199	13233 24411	   	210.55	ACR|2VULN|2ASPD|2DMG|1CDMG	18ASPD|28VULN|3FEWX|4RCR|5RCVC|6DUR|78DMG|8BPWR|9ERES|aCDMG
200	13633 14411	   	210.55	ACR|2VULN|2ASPD|2DMG|1CDMG	18ASPD|28VULN|3LHND|4RCR|5RCVC|6LWND|78DMG|8BPWR|9ERES|aCDMG
201	13633 24411	   	210.55	ACR|2VULN|2ASPD|2DMG|1CDMG	18ASPD|28VULN|3LHND|4RCR|5RCVC|6DUR|78DMG|8BPWR|9ERES|aCDMG
202	33233 23411	   	210.55	ACR|2VULN|2ASPD|2DMG|1CDMG	18DMG|28VULN|3FEWX|4RCR|5RCVC|6DUR|78ASPD|8BPWR|9ERES|aCDMG
203	33533 23411	   	210.55	ACR|2VULN|2ASPD|2DMG|1CDMG	18DMG|28VULN|3LHND|4RCR|5RCVC|6DUR|78ASPD|8BPWR|9ERES|aCDMG
204	16216 62212	   	210.53	ACR|1BASARM|2ASPD|1VULN|1AART	16ASPD|2RCVC|3RCR|4RPLT|5ERES|7MLV|8AART|9VULN|aBASARM
205	13235 14413	   	210.53	ACR|2VULN|3ASPD|2DMG	168ASPD|28VULN|3FEWX|4RCR|5LWND|78DMG|8BPWR|9DMSP|aRCVC
206	33235 16413	   	210.53	ACR|2VULN|3DMG|2ASPD	178DMG|28VULN|3FEWX|4RCR|5LWND|68ASPD|8BPWR|9DMSP|aRCVC
207	31232 42366	   	210.51	ACR|1BASARM|2ASPD|1DMG|1CDMG	1DMG|2AEMAG|3RCR|4BELT|56ASPD|7AME|8CDMG|9ZMB|aBASARM
208	11223 23732	   	210.51	ACR|1BASARM|2ASPD|1DMG|1BEXP	17ASPD|2AEMAG|3RCR|4DUR|5MBVNT|6BEXP|8BASARM|9DMG|aCGEN
209	11223 23738	   	210.51	ACR|1BASARM|2ASPD|1DMG|1BEXP	17ASPD|2AEMAG|3RCR|4DUR|5MBVNT|6BEXP|8BASARM|9DMG|aRPLT
210	11223 23771	   	210.51	ACR|1BASARM|2ASPD|1DMG|1BEXP	17ASPD|2AEMAG|3RCR|4DUR|5MBVNT|6BEXP|8BASARM|9FEWX|aDMG
211	11226 23631	   	210.51	ACR|1BASARM|2ASPD|1DMG|1BEXP	17ASPD|2AEMAG|3RCR|4DUR|5FEWX|6BEXP|8BASARM|9DMG|aMDPS
212	11226 23651	   	210.51	ACR|1BASARM|2ASPD|1DMG|1BEXP	17ASPD|2AEMAG|3RCR|4DUR|5FEWX|6BEXP|8BASARM|9DUST|aDMG
213	31213 63256	 * 	210.51	ACR|1BASARM|2DMG|1BASICY|1BEXP	18DMG|28AEMAG|3RCR|4RPLT|5DUR|6BASICY|78ERES|8BPWR|9BEXP|aBASARM
214	13231 14453	   	210.43	ACR|2VULN|3ASPD|2DMG	168ASPD|28VULN|3FEWX|4RCR|5DUR|78DMG|8BPWR|9AEMAG|aRCVC
215	33231 16453	   	210.43	ACR|2VULN|3DMG|2ASPD	178DMG|28VULN|3FEWX|4RCR|5DUR|68ASPD|8BPWR|9AEMAG|aRCVC
216	11223 23731	   	210.41	ACR|1BASARM|2ASPD|1DMG|1BEXP	17ASPD|2AEMAG|3RCR|4DUR|5MBVNT|6BEXP|8BASARM|9DMG|aMDPS
217	11223 23761	   	210.41	ACR|1BASARM|2ASPD|1DMG|1BEXP	17ASPD|2AEMAG|3RCR|4DUR|5MBVNT|6BEXP|8BASARM|9DUST|aDMG
218	12241 35243	   	210.34	ACR|1BASARM|2ASPD|1VULN|1BEXP|1AART	17ASPD|2MDPS|3BEXP|4ERES|5RCR|6RPLT|8AART|9VULN|aBASARM
219	11223 27514	   	210.24	ACR|3ASPD|2DMG|2BEXP	18aASPD|2aAEMAG|3RCR|4DUR|5MBVNT|67BEXP|9aDMG|aBPWR
220	11223 23614	   	210.24	ACR|3ASPD|2DMG|2BEXP	17aASPD|2aAEMAG|3RCR|4DUR|5MBVNT|68BEXP|9aDMG|aBPWR
221	13231 14423	   	210.20	ACR|2VULN|3ASPD|2DMG	168ASPD|28VULN|3FEWX|4RCR|5DUR|78DMG|8BPWR|9MLV|aBELT
222	13231 14424	   	210.20	ACR|2VULN|3ASPD|2DMG	168ASPD|28VULN|3FEWX|4RCR|5DUR|78DMG|8BPWR|9MLV|aZMB
223	13231 14425	   	210.20	ACR|2VULN|3ASPD|2DMG	168ASPD|28VULN|3aFEWX|4RCR|5DUR|78DMG|8BPWR|9MLV
224	13235 14411	   	210.20	ACR|2VULN|3ASPD|2DMG	168ASPD|28VULN|3FEWX|4RCR|5LWND|78DMG|8BPWR|9DMSP|aCGEN
225	13235 14433	   	210.20	ACR|2VULN|3ASPD|2DMG	168ASPD|28VULN|3FEWX|4RCR|5LWND|78DMG|8BPWR|9CGEN|aBELT
226	13631 14411	   	210.20	ACR|2VULN|3ASPD|2DMG	168ASPD|28VULN|3LHND|4RCR|5DUR|78DMG|8BPWR|9DMSP|aCGEN
227	13631 14413	   	210.20	ACR|2VULN|3ASPD|2DMG	168ASPD|28VULN|3LHND|4RCR|5DUR|78DMG|8BPWR|9DMSP|aBELT
228	13631 14433	   	210.20	ACR|2VULN|3ASPD|2DMG	168ASPD|28VULN|3LHND|4RCR|5DUR|78DMG|8BPWR|9CGEN|aFEWX
229	33231 16423	   	210.20	ACR|2VULN|3DMG|2ASPD	178DMG|28VULN|3FEWX|4RCR|5DUR|68ASPD|8BPWR|9MLV|aBELT
230	33231 16424	   	210.20	ACR|2VULN|3DMG|2ASPD	178DMG|28VULN|3FEWX|4RCR|5DUR|68ASPD|8BPWR|9MLV|aZMB
231	33231 16425	   	210.20	ACR|2VULN|3DMG|2ASPD	178DMG|28VULN|3aFEWX|4RCR|5DUR|68ASPD|8BPWR|9MLV
232	33235 16411	   	210.20	ACR|2VULN|3DMG|2ASPD	178DMG|28VULN|3FEWX|4RCR|5LWND|68ASPD|8BPWR|9DMSP|aCGEN
233	33235 16433	   	210.20	ACR|2VULN|3DMG|2ASPD	178DMG|28VULN|3FEWX|4RCR|5LWND|68ASPD|8BPWR|9CGEN|aBELT
234	33531 16411	   	210.20	ACR|2VULN|3DMG|2ASPD	178DMG|28VULN|3LHND|4RCR|5DUR|68ASPD|8BPWR|9DMSP|aCGEN
235	33531 16413	   	210.20	ACR|2VULN|3DMG|2ASPD	178DMG|28VULN|3LHND|4RCR|5DUR|68ASPD|8BPWR|9DMSP|aBELT
236	33531 16433	   	210.20	ACR|2VULN|3DMG|2ASPD	178DMG|28VULN|3LHND|4RCR|5DUR|68ASPD|8BPWR|9CGEN|aFEWX
237	13231 14412	   	210.10	ACR|2VULN|3ASPD|2DMG	168ASPD|28VULN|3FEWX|4RCR|5DUR|78DMG|8BPWR|9LEGI|aCGEN
238	13231 14413	   	210.10	ACR|2VULN|3ASPD|2DMG	168ASPD|28VULN|3FEWX|4RCR|5DUR|78DMG|8BPWR|9LEGI|aLIT
239	13231 14426	   	210.10	ACR|2VULN|3ASPD|2DMG	168ASPD|28VULN|3FEWX|4RCR|5DUR|78DMG|8BPWR|9MLV|aMBVNT
240	13231 14442	   	210.10	ACR|2VULN|3ASPD|2DMG	168ASPD|28VULN|3FEWX|4RCR|5DUR|78DMG|8BPWR|9DUST|aCGEN
241	13231 14443	   	210.10	ACR|2VULN|3ASPD|2DMG	168ASPD|28VULN|3FEWX|4RCR|5DUR|78DMG|8BPWR|9DUST|aLIT
242	13231 14451	   	210.10	ACR|2VULN|3ASPD|2DMG	168ASPD|28VULN|3FEWX|4RCR|5DUR|78DMG|8BPWR|9AEMAG|aCGEN
243	13235 14412	   	210.10	ACR|2VULN|3ASPD|2DMG	168ASPD|28VULN|3FEWX|4RCR|5LWND|78DMG|8BPWR|9DMSP|aERES
244	13631 14412	   	210.10	ACR|2VULN|3ASPD|2DMG	168ASPD|28VULN|3LHND|4RCR|5DUR|78DMG|8BPWR|9DMSP|aERES
245	33231 16412	   	210.10	ACR|2VULN|3DMG|2ASPD	178DMG|28VULN|3FEWX|4RCR|5DUR|68ASPD|8BPWR|9LEGI|aCGEN
246	33231 16413	   	210.10	ACR|2VULN|3DMG|2ASPD	178DMG|28VULN|3FEWX|4RCR|5DUR|68ASPD|8BPWR|9LEGI|aLIT
247	33231 16426	   	210.10	ACR|2VULN|3DMG|2ASPD	178DMG|28VULN|3FEWX|4RCR|5DUR|68ASPD|8BPWR|9MLV|aMBVNT
248	33231 16442	   	210.10	ACR|2VULN|3DMG|2ASPD	178DMG|28VULN|3FEWX|4RCR|5DUR|68ASPD|8BPWR|9DUST|aCGEN
249	33231 16443	   	210.10	ACR|2VULN|3DMG|2ASPD	178DMG|28VULN|3FEWX|4RCR|5DUR|68ASPD|8BPWR|9DUST|aLIT
250	33231 16451	   	210.10	ACR|2VULN|3DMG|2ASPD	178DMG|28VULN|3FEWX|4RCR|5DUR|68ASPD|8BPWR|9AEMAG|aCGEN
251	33235 16412	   	210.10	ACR|2VULN|3DMG|2ASPD	178DMG|28VULN|3FEWX|4RCR|5LWND|68ASPD|8BPWR|9DMSP|aERES
252	33531 16412	   	210.10	ACR|2VULN|3DMG|2ASPD	178DMG|28VULN|3LHND|4RCR|5DUR|68ASPD|8BPWR|9DMSP|aERES
253	34332 42362	   	210.10	ACR|3DMG|2VULN|2ASPD	19aDMG|2LHND|39VULN|4RCR|5RPLT|6ZMB|7TLV|89ASPD|9BPWR
254	33532 62362	   	210.10	ACR|3DMG|2VULN|2ASPD	19aDMG|29VULN|3LHND|4RCR|5RPLT|6RMIN|7TLV|89ASPD|9BPWR
255	13231 14411	   	210.00	ACR|2VULN|3ASPD|2DMG	168ASPD|28VULN|3FEWX|4RCR|5DUR|78DMG|8BPWR|9LEGI|aTLV
256	13231 14416	   	210.00	ACR|2VULN|3ASPD|2DMG	168ASPD|28VULN|3FEWX|4RCR|5DUR|78DMG|8BPWR|9LEGI|aDUST
257	13231 14441	   	210.00	ACR|2VULN|3ASPD|2DMG	168ASPD|28VULN|3FEWX|4RCR|5DUR|78DMG|8BPWR|9DUST|aTLV
258	13231 14452	   	210.00	ACR|2VULN|3ASPD|2DMG	168ASPD|28VULN|3FEWX|4RCR|5DUR|78DMG|8BPWR|9AEMAG|aERES
259	33231 16411	   	210.00	ACR|2VULN|3DMG|2ASPD	178DMG|28VULN|3FEWX|4RCR|5DUR|68ASPD|8BPWR|9LEGI|aTLV
260	33231 16416	   	210.00	ACR|2VULN|3DMG|2ASPD	178DMG|28VULN|3FEWX|4RCR|5DUR|68ASPD|8BPWR|9LEGI|aDUST
261	33231 16441	   	210.00	ACR|2VULN|3DMG|2ASPD	178DMG|28VULN|3FEWX|4RCR|5DUR|68ASPD|8BPWR|9DUST|aTLV
262	33231 16452	   	210.00	ACR|2VULN|3DMG|2ASPD	178DMG|28VULN|3FEWX|4RCR|5DUR|68ASPD|8BPWR|9AEMAG|aERES
263	16223 23727	 * 	209.84	ACR|3ASPD|1BASARM|1BEXP	17aASPD|2RCVC|3RCR|4DUR|5MBVNT|6BEXP|8BASARM|9VENICY
264	33231 13431	   	209.80	ACR|2VULN|2ASPD|2DMG|1CDMG	18DMG|28VULN|3FEWX|4RCR|5DUR|68ASPD|7RCVC|8BPWR|9RMIN|aCDMG
265	33231 13456	   	209.80	ACR|2VULN|2ASPD|2DMG|1CDMG	18DMG|28VULN|39FEWX|4RCR|5DUR|68ASPD|7RCVC|8BPWR|aCDMG
266	33235 13431	   	209.80	ACR|2VULN|2ASPD|2DMG|1CDMG	18DMG|28VULN|3FEWX|4RCR|5LWND|68ASPD|7RCVC|8BPWR|9RMIN|aCDMG
267	33531 13431	   	209.80	ACR|2VULN|2ASPD|2DMG|1CDMG	18DMG|28VULN|3LHND|4RCR|5DUR|68ASPD|7RCVC|8BPWR|9RMIN|aCDMG
268	33231 13411	   	209.70	ACR|2VULN|2ASPD|2DMG|1CDMG	18DMG|28VULN|3FEWX|4RCR|5DUR|68ASPD|7RCVC|8BPWR|9ERES|aCDMG
269	33235 13411	   	209.70	ACR|2VULN|2ASPD|2DMG|1CDMG	18DMG|28VULN|3FEWX|4RCR|5LWND|68ASPD|7RCVC|8BPWR|9ERES|aCDMG
270	33531 13411	   	209.70	ACR|2VULN|2ASPD|2DMG|1CDMG	18DMG|28VULN|3LHND|4RCR|5DUR|68ASPD|7RCVC|8BPWR|9ERES|aCDMG
271	16223 24837	   	209.69	ACR|3BEXP|2ASPD|2DMG	19ASPD|2RCVC|3RCR|4DUR|5MBVNT|69aBEXP|7DLOT|89DMG|9BPWR
272	16223 26243	   	209.33	ACR|2VULN|2ASPD|2BEXP|1DMG	19ASPD|2RCVC|3RCR|4DUR|5MBVNT|69BEXP|7AAC|89VULN|9BPWR|aDMG
273	16211 52125	   	209.28	ACR|2VULN|2ASPD|2DMG|1AAC	19ASPD|2RCVC|3RCR|4RPLT|5CGEN|6BELT|79VULN|89DMG|9BPWR|aAAC
274	31216 65333	   	209.17	ACR|1BASARM|1VULN|1ASPD|1DMG|1AART	1DMG|2AEMAG|3RCR|4RPLT|5ERES|6ASPD|7FEWX|8VULN|9AART|aBASARM
275	16223 23743	   	209.12	ACR|1BASARM|2ASPD|2BEXP	17ASPD|2RCVC|3RCR|4DUR|5MBVNT|6aBEXP|8BASARM|9ZMB
276	31216 64133	   	209.07	ACR|1BASARM|1VULN|1ASPD|1DMG|1AART	1DMG|2AEMAG|3RCR|4RPLT|5ERES|6ASPD|7VULN|8DUST|9AART|aBASARM
277	16223 23717	   	209.02	ACR|1BASARM|2ASPD|2BEXP	17ASPD|2RCVC|3RCR|4DUR|5MBVNT|6aBEXP|8BASARM|9MDPS
278	16223 23725	   	209.02	ACR|1BASARM|2ASPD|2BEXP	17ASPD|2RCVC|3RCR|4DUR|5MBVNT|6aBEXP|8BASARM|9VENICY
279	36251 16321	 * 	208.81	ACR|2ASPD|2DMG|1VULN|2CDMG	18DMG|2RCVC|3RCR|49CDMG|58ASPD|6NUKE|78DUR|8BPWR|aVULN
280	34333 63431	   	208.69	ACR|2ASPD|2DMG|1VULN|1BEXP|1CDMG	18DMG|28LHND|3VULN|4RCR|5RCVC|6BEXP|78ASPD|8BPWR|9RMIN|aCDMG
281	16254 13321	   	208.61	ACR|2ASPD|2DMG|1VULN|2CDMG	18ASPD|2RCVC|3RCR|49CDMG|58DMG|6NUKE|78DUST|8BPWR|aVULN
282	36251 13321	   	208.61	ACR|2ASPD|2DMG|1VULN|2CDMG	18DMG|2RCVC|3RCR|49CDMG|58ASPD|6NUKE|78DUST|8BPWR|aVULN
283	36251 63321	   	208.61	ACR|2ASPD|2DMG|1VULN|2CDMG	18DMG|2RCVC|3RCR|49CDMG|58ASPD|6AAC|78DUST|8BPWR|aVULN
284	34333 63411	   	208.59	ACR|2ASPD|2DMG|1VULN|1BEXP|1CDMG	18DMG|28LHND|3VULN|4RCR|5RCVC|6BEXP|78ASPD|8BPWR|9ERES|aCDMG
285	13233 14453	   	208.35	ACR|2VULN|2ASPD|2DMG|1BEXP	18ASPD|28VULN|39FEWX|4RCR|5RCVC|6LWND|78DMG|8BPWR|aBEXP
286	13233 24453	   	208.35	ACR|2VULN|2ASPD|2DMG|1BEXP	18ASPD|28VULN|39FEWX|4RCR|5RCVC|6DUR|78DMG|8BPWR|aBEXP
287	13233 64432	   	208.35	ACR|2VULN|2ASPD|2DMG|1BEXP	18ASPD|28VULN|3FEWX|4RCR|5RCVC|6BEXP|78DMG|8BPWR|9RMIN|aLIT
288	33233 23453	   	208.35	ACR|2VULN|2ASPD|2DMG|1BEXP	18DMG|28VULN|39FEWX|4RCR|5RCVC|6DUR|78ASPD|8BPWR|aBEXP
289	33233 63432	   	208.35	ACR|2VULN|2ASPD|2DMG|1BEXP	18DMG|28VULN|3FEWX|4RCR|5RCVC|6BEXP|78ASPD|8BPWR|9RMIN|aLIT
290	33233 63453	   	208.35	ACR|2VULN|2ASPD|2DMG|1BEXP	18DMG|28VULN|39aFEWX|4RCR|5RCVC|6BEXP|78ASPD|8BPWR
291	33533 63432	   	208.35	ACR|2VULN|2ASPD|2DMG|1BEXP	18DMG|28VULN|3LHND|4RCR|5RCVC|6BEXP|78ASPD|8BPWR|9RMIN|aLIT
292	13233 64412	   	208.25	ACR|2VULN|2ASPD|2DMG|1BEXP	18ASPD|28VULN|3FEWX|4RCR|5RCVC|6BEXP|78DMG|8BPWR|9ERES|aLIT
293	33233 63412	   	208.25	ACR|2VULN|2ASPD|2DMG|1BEXP	18DMG|28VULN|3FEWX|4RCR|5RCVC|6BEXP|78ASPD|8BPWR|9ERES|aLIT
294	33233 63435	   	208.25	ACR|2VULN|2ASPD|2DMG|1BEXP	18DMG|28VULN|3FEWX|4RCR|5RCVC|6BEXP|78ASPD|8BPWR|9RMIN|aDUST
295	33233 63436	   	208.25	ACR|2VULN|2ASPD|2DMG|1BEXP	18DMG|28VULN|3FEWX|4RCR|5RCVC|6BEXP|78ASPD|8BPWR|9RMIN|aMDPS
296	33233 63451	   	208.25	ACR|2VULN|2ASPD|2DMG|1BEXP	18DMG|28VULN|39FEWX|4RCR|5RCVC|6BEXP|78ASPD|8BPWR|aERES
297	33233 63452	   	208.25	ACR|2VULN|2ASPD|2DMG|1BEXP	18DMG|28VULN|39FEWX|4RCR|5RCVC|6BEXP|78ASPD|8BPWR|aDUST
298	33533 63412	   	208.25	ACR|2VULN|2ASPD|2DMG|1BEXP	18DMG|28VULN|3LHND|4RCR|5RCVC|6BEXP|78ASPD|8BPWR|9ERES|aLIT
299	34331 43431	   	208.20	ACR|2VULN|2ASPD|2DMG|1CDMG	18DMG|28LHND|36VULN|4RCR|5DUR|78ASPD|8BPWR|9RMIN|aCDMG
300	14233 23632	   	208.17	ACR|1BASARM|2ASPD|1DMG|1BEXP	17ASPD|2LHND|3FEWX|4RCR|5RCVC|6BEXP|8BASARM|9DMG|aCGEN
301	33233 63415	   	208.15	ACR|2VULN|2ASPD|2DMG|1BEXP	18DMG|28VULN|3FEWX|4RCR|5RCVC|6BEXP|78ASPD|8BPWR|9ERES|aDUST
302	33233 63416	   	208.15	ACR|2VULN|2ASPD|2DMG|1BEXP	18DMG|28VULN|3FEWX|4RCR|5RCVC|6BEXP|78ASPD|8BPWR|9ERES|aMDPS
303	33233 63441	   	208.15	ACR|2VULN|2ASPD|2DMG|1BEXP	18DMG|28VULN|3FEWX|4RCR|5RCVC|6BEXP|78ASPD|8BPWR|9DUST|aMDPS
304	33233 63442	   	208.15	ACR|2VULN|2ASPD|2DMG|1BEXP	18DMG|28VULN|3FEWX|4RCR|5RCVC|6BEXP|78ASPD|8BPWR|9DUST|aAEMAG
