0	Index      	 *	Score 	Summary	Detail	
1	21143 62216	 * 	235.95	ACR|2VULN|3ASPD|3BEXP|1AART	17MLV|2RCR|36VULN|479BEXP|578ASPD|7BPWR|aAART
151	61523 33226	   	209.17	ACR|1BASARM|2AART|1ASPD|1DMG	1AME|2RCR|39AART|4LWND|5DUST|6DMG|7CGEN|8ASPD|aBASARM
152	61531 11226	   	209.17	ACR|1BASARM|2AART|1ASPD|1DMG	1AME|2RCR|39AART|4CGEN|5ASPD|6DMG|7DUST|8DUR|aBASARM
153	21531 11626	   	209.17	ACR|1BASARM|2AART|1ASPD|1DMG	1MLV|2RCR|39AART|4CGEN|5ASPD|6DMG|7DUST|8LEGI|aBASARM
154	21142 22661	   	209.09	ACR|1BASARM|2ASPD|1VULN|1BEXP	1MLV|2RCR|3VULN|4BEXP|5FEWX|69ASPD|7DUST|8BASARM|aERES
155	21142 22662	   	209.09	ACR|1BASARM|2ASPD|1VULN|1BEXP	1MLV|2RCR|3VULN|4BEXP|5FEWX|69ASPD|7aDUST|8BASARM
156	21142 22663	   	209.09	ACR|1BASARM|2ASPD|1VULN|1BEXP	1MLV|2RCR|3VULN|4BEXP|5FEWX|69ASPD|7DUST|8BASARM|aAME
157	21112 36233	   	208.90	ACR|2VULN|2BEXP|1ASPD|1DMG|1AART	1MLV|2RCR|39VULN|4AEMAG|56BEXP|7DMG|8ASPD|aAART
158	21121 52521	 * 	208.84	ACR|3VULN|2ASPD|2AART	19MLV|2RCR|359VULN|4CGEN|6ERES|7aAART|89ASPD|9BPWR
159	21121 52621	 * 	208.84	ACR|3VULN|2DMG|2AART	19MLV|2RCR|359VULN|4CGEN|6ERES|7aAART|89DMG|9BPWR
160	61112 36233	   	208.80	ACR|2VULN|2BEXP|1ASPD|1DMG|1AART	1AME|2RCR|39VULN|4AEMAG|56BEXP|7DMG|8ASPD|aAART
161	61121 62521	   	208.74	ACR|3VULN|2ASPD|2AART	19AME|2RCR|359VULN|4CGEN|6MLV|7aAART|89ASPD|9BPWR
162	61121 62621	   	208.74	ACR|3VULN|2DMG|2AART	19AME|2RCR|359VULN|4CGEN|6MLV|7aAART|89DMG|9BPWR
163	21342 62613	   	208.73	ACR|2BASARM|2VULN|2BEXP	1aMLV|2RCR|3MDPS|4aBEXP|5FEWX|69VULN|7RMIN|8aBASARM|aBPWR
164	61121 52521	   	208.64	ACR|3VULN|2ASPD|2AART	19AME|2RCR|359VULN|4CGEN|6ERES|7aAART|89ASPD|9BPWR
165	61121 52621	   	208.64	ACR|3VULN|2DMG|2AART	19AME|2RCR|359VULN|4CGEN|6ERES|7aAART|89DMG|9BPWR
166	21363 46122	   	208.61	ACR|1BASARM|1VULN|1ASPD|1AART|1CDMG	1MLV|2RCR|3MDPS|4VULN|5FEWX|6AART|7BASARM|8ASPD|9RCVC|aCDMG
167	14541 67214	   	208.57	ACR|2ASPD|2DMG|1VULN|1AART|1CDMG	1MBVNT|28LHND|3VULN|4RCR|58ASPD|68DMG|7MDPS|8BPWR|9CDMG|aAART
168	51342 12613	   	208.53	ACR|2BASARM|2VULN|2BEXP	1aERES|2RCR|3MDPS|4aBEXP|5FEWX|69VULN|7RMIN|8aBASARM|aBPWR
169	21143 62313	   	208.10	ACR|3VULN|2ASPD|2BEXP|1AAC	17MLV|2RCR|36aVULN|47BEXP|57ASPD|7BPWR|8FEWX|9AAC
170	21253 62621	 * 	208.00	ACR|1BASARM|2VULN|2ASPD	1MLV|2RCR|3LWND|4DUR|59ASPD|6aVULN|7MDPS|8BASARM
171	21143 62613	   	208.00	ACR|3VULN|2ASPD|2BEXP|1AAC	17MLV|2RCR|36aVULN|47BEXP|57ASPD|7BPWR|8LEGI|9AAC
172	21143 21166	   	207.97	ACR|2VULN|2ASPD|1BEXP|1AART|1CDMG	1MLV|2RCR|37VULN|4BEXP|59ASPD|6AART|8CDMG|aRCVC
173	61143 62313	   	207.90	ACR|3VULN|2ASPD|2BEXP|1AAC	17AME|2RCR|36aVULN|47BEXP|57ASPD|7BPWR|8FEWX|9AAC
174	21525 23334	   	207.86	ACR|1BASARM|1VULN|1ASPD|1AART|1CDMG	1MLV|2RCR|3AART|4LWND|5ASPD|6ZMB|7LEGI|8BASARM|9VULN|aCDMG
175	21541 21334	   	207.86	ACR|1BASARM|1VULN|1ASPD|1AART|1CDMG	1MLV|2RCR|3AART|4RMIN|5ASPD|6MDPS|7DMSP|8BASARM|9VULN|aCDMG
176	21541 22334	   	207.86	ACR|1BASARM|1VULN|1ASPD|1AART|1CDMG	1MLV|2RCR|3AART|47RMIN|5ASPD|6MDPS|8BASARM|9VULN|aCDMG
177	51123 11366	   	207.80	ACR|1BASARM|2VULN|2ASPD	1ERES|2RCR|3aVULN|4DUR|59ASPD|6TLV|7AEMAG|8BASARM
178	51531 35132	   	207.76	ACR|1BASARM|1VULN|1DMG|1CDMG|1AART	1ERES|2RCR|3AART|4VULN|5CGEN|6DMG|7RMIN|8CDMG|9AEFBLL|aBASARM
179	51536 13132	   	207.76	ACR|1BASARM|1VULN|1DMG|1CDMG|1AART	1ERES|2RCR|3AART|4VULN|5ZMB|6CGEN|7DMG|8CDMG|9AEFBLL|aBASARM
180	21143 21161	   	207.54	ACR|2VULN|2ASPD|1AART|1BEXP|1CDMG	1MLV|2RCR|37VULN|4BEXP|59ASPD|6AART|8CDMG|aERES
181	21143 21162	   	207.54	ACR|2VULN|2ASPD|1BEXP|1CDMG|1AART	1MLV|2RCR|37VULN|4BEXP|59ASPD|6AART|8CDMG|aDUST
182	21143 21163	   	207.54	ACR|2VULN|2ASPD|1AART|1BEXP|1CDMG	1MLV|2RCR|37VULN|4BEXP|59ASPD|6AART|8CDMG|aAEMAG
183	21143 21164	   	207.54	ACR|2VULN|2ASPD|1BEXP|1CDMG|1AART	1MLV|2RCR|37VULN|4BEXP|59ASPD|6AART|8CDMG|aSPLARM
184	21143 21165	   	207.54	ACR|2VULN|2ASPD|1AART|1BEXP|1CDMG	1MLV|2RCR|37VULN|4BEXP|59ASPD|6AART|8CDMG|aAME
185	51143 21162	   	207.54	ACR|2VULN|2ASPD|1AART|1BEXP|1CDMG	1ERES|2RCR|37VULN|4BEXP|59ASPD|6AART|8CDMG|aMLV
186	51143 21163	   	207.54	ACR|2VULN|2ASPD|1AART|1BEXP|1CDMG	1ERES|2RCR|37VULN|4BEXP|59ASPD|6AART|8CDMG|aLHND
187	51143 21161	   	207.44	ACR|2VULN|2ASPD|1AART|1BEXP|1CDMG	1aERES|2RCR|37VULN|4BEXP|59ASPD|6AART|8CDMG
188	61143 21161	   	207.44	ACR|2VULN|2ASPD|1AART|1BEXP|1CDMG	1AME|2RCR|37VULN|4BEXP|59ASPD|6AART|8CDMG|aERES
189	61143 21162	   	207.44	ACR|2VULN|2ASPD|1BEXP|1CDMG|1AART	1AME|2RCR|37VULN|4BEXP|59ASPD|6AART|8CDMG|aDUST
190	61143 21163	   	207.44	ACR|2VULN|2ASPD|1AART|1BEXP|1CDMG	1AME|2RCR|37VULN|4BEXP|59ASPD|6AART|8CDMG|aAEMAG
191	21143 62232	   	207.13	ACR|2VULN|3ASPD|2BEXP	17MLV|2RCR|36VULN|47BEXP|578ASPD|7BPWR|9RCVC|aFEWX
192	21143 62233	   	207.13	ACR|2VULN|3ASPD|2BEXP	17MLV|2RCR|36VULN|47BEXP|578ASPD|7BPWR|9RCVC|aLHND
193	21143 62234	   	207.13	ACR|2VULN|3ASPD|2BEXP	17MLV|2RCR|36VULN|47BEXP|578ASPD|7BPWR|9RCVC|aRPLT
194	21143 62235	   	207.03	ACR|2VULN|3ASPD|2BEXP	17MLV|2RCR|36VULN|47BEXP|578ASPD|7BPWR|9RCVC|aDUST
195	61143 62232	   	206.93	ACR|2VULN|3ASPD|2BEXP	17AME|2RCR|36VULN|47BEXP|578ASPD|7BPWR|9RCVC|aFEWX
196	61143 62233	   	206.93	ACR|2VULN|3ASPD|2BEXP	17AME|2RCR|36VULN|47BEXP|578ASPD|7BPWR|9RCVC|aLHND
197	21533 43184	 * 	206.86	ACR|1BASARM|1BASICY|1BEXP|1AART|1CDMG	1MLV|2RCR|3AART|4CGEN|5BEXP|6MBVNT|7RCVC|8CDMG|9BASARM|aBASICY
198	14542 82452	   	206.81	ACR|1BASARM|2DMG|1VULN|1ASPD	1MBVNT|2LHND|3VULN|4RCR|5LWND|69DMG|7BASARM|8ERES|aASPD
199	14544 82452	   	206.81	ACR|1BASARM|2DMG|1VULN|1ASPD	1MBVNT|2LHND|3VULN|4RCR|5DUR|69DMG|7BASARM|8ERES|aASPD
200	21541 33236	 * 	206.79	ACR|1BASARM|2ASPD|2AART	1MLV|2RCR|39AART|4RMIN|58ASPD|6DUST|7LHND|aBASARM
201	21143 25161	   	206.77	ACR|2ASPD|1VULN|2BEXP|1AART|1CDMG	1MLV|2RCR|3VULN|47BEXP|59ASPD|6AART|8CDMG|aERES
202	21143 25162	   	206.77	ACR|2ASPD|1VULN|2BEXP|1CDMG|1AART	1MLV|2RCR|3VULN|47BEXP|59ASPD|6AART|8CDMG|aDUST
203	21143 25163	   	206.77	ACR|2ASPD|1VULN|2BEXP|1AART|1CDMG	1MLV|2RCR|3VULN|47BEXP|59ASPD|6AART|8CDMG|aAEMAG
204	21513 43184	   	206.76	ACR|1BASARM|1BASICY|1BEXP|1CDMG|1AART	1MLV|2RCR|3AART|4ERES|5BEXP|6MBVNT|7RCVC|8CDMG|9BASARM|aBASICY
205	21143 62324	   	206.72	ACR|2VULN|2ASPD|2BEXP|1AART	17MLV|2RCR|36VULN|47BEXP|57ASPD|7BPWR|8FEWX|9LIT|aAART
206	51531 33533	   	206.65	ACR|2DMG|1VULN|1ASPD|1AART|1BEXP|1AAC	1ERES|2RCR|3AART|4VULN|5CGEN|67DMG|8ASPD|9BEXP|aAAC
207	21153 64313	   	206.54	ACR|2VULN|1BASARM|1ASPD|1AART	1MLV|2RCR|36VULN|49DUR|5ASPD|7CGEN|8BASARM|aAART
208	21153 64333	   	206.54	ACR|2VULN|1BASARM|1ASPD|1AART	19MLV|2RCR|36VULN|4DUR|5ASPD|7CGEN|8BASARM|aAART
209	21126 33636	   	206.54	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1MLV|2RCR|3VULN|47CGEN|5DMG|6BEXP|8RCVC|9CDMG|aBASARM
210	14541 42541	   	206.47	ACR|1BASARM|2VULN|2BEXP|1ASPD	1MBVNT|29LHND|3aVULN|4RCR|5ASPD|68BEXP|7BASARM
211	14541 42522	   	206.47	ACR|1BASARM|2VULN|2BEXP|1ASPD	1MBVNT|2LHND|39VULN|4RCR|5ASPD|68BEXP|7BASARM|aLWND
212	14541 42523	   	206.47	ACR|1BASARM|2VULN|2BEXP|1ASPD	1MBVNT|2LHND|39VULN|4RCR|5ASPD|68BEXP|7BASARM|aCGEN
213	14541 42525	   	206.47	ACR|1BASARM|2VULN|2BEXP|1ASPD	1MBVNT|2LHND|39VULN|4RCR|5ASPD|68BEXP|7BASARM|aLIT
214	21143 11322	   	206.46	ACR|1BASARM|1VULN|1ASPD|1AART|1BEXP	1MLV|2RCR|3VULN|4BEXP|5ASPD|6TLV|7AEFBLL|8BASARM|9CGEN|aAART
215	21143 51322	   	206.46	ACR|1BASARM|1VULN|1ASPD|1BEXP|1AART	1MLV|2RCR|3VULN|4BEXP|5ASPD|6ERES|7AEMAG|8BASARM|9CGEN|aAART
216	21153 64322	   	206.44	ACR|2VULN|1BASARM|1ASPD|1AART	1MLV|2RCR|36VULN|4DUR|5ASPD|7CGEN|8BASARM|9AME|aAART
217	21153 66313	   	206.44	ACR|2VULN|1BASARM|1ASPD|1AART	1MLV|2RCR|36VULN|49DUR|5ASPD|7AME|8BASARM|aAART
218	21363 46213	   	206.44	ACR|2VULN|1BASARM|1ASPD|1AART	1MLV|2RCR|3MDPS|48VULN|5FEWX|6AART|7BASARM|9LHND|aASPD
219	21126 31636	   	206.44	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1MLV|2RCR|3VULN|4CGEN|5DMG|6BEXP|7AEMAG|8RCVC|9CDMG|aBASARM
220	14541 42863	 * 	206.42	ACR|2BASARM|2VULN|1ASPD|1BEXP	1MBVNT|2LHND|3aVULN|4RCR|5ASPD|6BEXP|7aBASARM|8LWND|9aCGEN|aBPWR
221	21143 62113	   	206.38	ACR|2VULN|3ASPD|2BEXP	17MLV|2RCR|36VULN|47BEXP|57aASPD|7BPWR|8RMIN|9LHND
222	21143 62221	   	206.38	ACR|2VULN|3ASPD|2BEXP	17aMLV|2RCR|36VULN|47BEXP|578ASPD|7BPWR|9LWND
223	21143 62223	   	206.38	ACR|2VULN|3ASPD|2BEXP	17MLV|2RCR|36VULN|47BEXP|578ASPD|7BPWR|9LWND|aDUR
224	21143 62224	   	206.38	ACR|2VULN|3ASPD|2BEXP	17MLV|2RCR|36VULN|47BEXP|578ASPD|7BPWR|9LWND|aFEWX
225	21143 62225	   	206.38	ACR|2VULN|3ASPD|2BEXP	17MLV|2RCR|36VULN|47BEXP|578ASPD|7BPWR|9LWND|aLHND
226	21143 62241	   	206.38	ACR|2VULN|3ASPD|2BEXP	17MLV|2RCR|36VULN|47BEXP|578ASPD|7BPWR|9RPLT|aFEWX
227	14541 42524	   	206.37	ACR|1BASARM|2VULN|2BEXP|1ASPD	1MBVNT|2LHND|39VULN|4RCR|5ASPD|68BEXP|7BASARM|aAEMAG
228	14541 42527	   	206.37	ACR|1BASARM|2VULN|2BEXP|1ASPD	1MBVNT|2LHND|39VULN|4RCR|5ASPD|68BEXP|7BASARM|aERES
229	14541 42528	   	206.37	ACR|1BASARM|2VULN|2BEXP|1ASPD	1MBVNT|2LHND|39VULN|4RCR|5ASPD|68BEXP|7BASARM|aMDPS
230	51143 11322	   	206.36	ACR|1BASARM|1VULN|1ASPD|1BEXP|1AART	1ERES|2RCR|3VULN|4BEXP|5ASPD|6TLV|7AEMAG|8BASARM|9CGEN|aAART
231	61143 11322	   	206.36	ACR|1BASARM|1VULN|1ASPD|1AART|1BEXP	1AME|2RCR|3VULN|4BEXP|5ASPD|6TLV|7AEFBLL|8BASARM|9CGEN|aAART
232	61143 51322	   	206.36	ACR|1BASARM|1VULN|1ASPD|1BEXP|1AART	1AME|2RCR|3VULN|4BEXP|5ASPD|6ERES|7AEMAG|8BASARM|9CGEN|aAART
233	21153 66323	   	206.34	ACR|2VULN|1BASARM|1ASPD|1AART	1MLV|2RCR|36VULN|4DUR|5ASPD|79AME|8BASARM|aAART
234	21163 64322	   	206.34	ACR|2VULN|1BASARM|1ASPD|1AART	1MLV|2RCR|36VULN|4DUST|5ASPD|7CGEN|8BASARM|9ERES|aAART
235	21363 46231	   	206.34	ACR|2VULN|1BASARM|1ASPD|1AART	1MLV|2RCR|3MDPS|48VULN|5FEWX|6AART|7BASARM|9SNIFST|aASPD
236	21541 33342	   	206.33	ACR|1BASARM|1ASPD|1DMG|1AART|1AAC	1MLV|2RCR|3AART|4RMIN|5ASPD|6DUST|7LHND|8BASARM|9AAC|aDMG
237	14541 42473	   	206.32	ACR|2BASARM|2VULN|1ASPD|1BEXP	1MBVNT|2LHND|3aVULN|4RCR|5ASPD|6BEXP|7aBASARM|8ERES|9aLWND|aBPWR
238	14541 42531	   	206.29	ACR|1BASARM|3BEXP|1VULN|1ASPD	1MBVNT|2LHND|3VULN|4RCR|5ASPD|68aBEXP|7BASARM|9MSLREG
239	21143 62243	   	206.28	ACR|2VULN|3ASPD|2BEXP	17MLV|2RCR|36VULN|47BEXP|578ASPD|7BPWR|9RPLT|aMBVNT
240	21143 62251	   	206.28	ACR|2VULN|3ASPD|2BEXP	17aMLV|2RCR|36VULN|47BEXP|578ASPD|7BPWR|9DUST
241	21143 62253	   	206.28	ACR|2VULN|3ASPD|2BEXP	17MLV|2RCR|36VULN|47BEXP|578ASPD|7BPWR|9DUST|aDUR
242	14541 42333	   	206.22	ACR|2BASARM|2VULN|1ASPD|1BEXP	1MBVNT|2LHND|3aVULN|4RCR|5ASPD|6BEXP|7aBASARM|8FEWX|9aAME|aBPWR
243	14541 42833	   	206.22	ACR|2BASARM|2VULN|1ASPD|1BEXP	1MBVNT|2LHND|3aVULN|4RCR|5ASPD|6BEXP|7aBASARM|8LWND|9aAME|aBPWR
244	14542 82533	   	206.22	ACR|2BASARM|2VULN|1DMG|1BEXP	1MBVNT|2LHND|3aVULN|4RCR|5LWND|6DMG|7aBASARM|8BEXP|9aAME|aBPWR
245	14543 82533	   	206.22	ACR|2BASARM|2VULN|1DMG|1BEXP	1MBVNT|2LHND|3aVULN|4RCR|5FEWX|6DMG|7aBASARM|8BEXP|9aAME|aBPWR
246	14544 82533	   	206.22	ACR|2BASARM|2VULN|1DMG|1BEXP	1MBVNT|2LHND|3aVULN|4RCR|5DUR|6DMG|7aBASARM|8BEXP|9aAME|aBPWR
247	61143 62113	   	206.18	ACR|2VULN|3ASPD|2BEXP	17AME|2RCR|36VULN|47BEXP|57aASPD|7BPWR|8RMIN|9LHND
248	61143 62221	   	206.18	ACR|2VULN|3ASPD|2BEXP	17AME|2RCR|36VULN|47BEXP|578ASPD|7BPWR|9LWND|aMLV
249	61143 62222	   	206.18	ACR|2VULN|3ASPD|2BEXP	17AME|2RCR|36VULN|47BEXP|578ASPD|7BPWR|9LWND|aZMB
250	61143 62223	   	206.18	ACR|2VULN|3ASPD|2BEXP	17AME|2RCR|36VULN|47BEXP|578ASPD|7BPWR|9LWND|aLIT
251	21143 62222	   	206.14	ACR|2VULN|3ASPD|2BEXP|1SELL	17MLV|2RCR|36VULN|47BEXP|578ASPD|7BPWR|9LWND|aSELL
252	51143 25132	 * 	206.07	ACR|2ASPD|1VULN|2BEXP|2AART	18ERES|2RCR|3VULN|48BEXP|58ASPD|69AART|7RMIN|8BPWR|aRCVC
253	21143 62252	   	206.04	ACR|2VULN|3ASPD|2BEXP|1SELL	17MLV|2RCR|36VULN|47BEXP|578ASPD|7BPWR|9DUST|aSELL
