0	Index      	 *	Score 	Summary	Detail	
1	14242 33323	 * 	273.18	ACR|3LIT|2MLV|2VULN|1DMG	1LWND|258LIT|39VULN|4RCR|67MLV|aDMG
181	11111 11354	   	245.36	DCR|2LIT|2VULN|1MLV	17LWND|2MLV|3BELT|47VULN|57BEXP|6RCR|7BPWR|8DMSP|9aLIT
182	11113 11354	   	245.36	DCR|2LIT|2VULN|1MLV	17LWND|2MLV|3BELT|47VULN|57FEWX|6RCR|7BPWR|8DMSP|9aLIT
183	34246 23221	 * 	245.27	ACR|3LIT|4VULN	1FEWX|269LIT|358aVULN|4RCR|7BELT
184	24246 23221	   	245.17	ACR|3LIT|4VULN	1DUST|269LIT|358aVULN|4RCR|7BELT
185	11352 63326	   	245.16	DCR|2LIT|2VULN|1MLV	1LWND|2MLV|3CGEN|48LIT|5RPLT|6RCR|7BEXP|9aVULN
186	11111 14235	   	245.16	DCR|2LIT|2VULN|1MLV	1LWND|2MLV|3BELT|49VULN|5BEXP|6RCR|7aLIT|8RPLT
187	11326 63326	   	245.16	DCR|2LIT|2VULN|1MLV	1LWND|2MLV|3CGEN|4RPLT|58LIT|6RCR|7BEXP|9aVULN
188	11522 63326	   	245.16	DCR|2LIT|2VULN|1MLV	1LWND|2MLV|38LIT|4CGEN|5RPLT|6RCR|7BEXP|9aVULN
189	14611 12132	   	244.78	DCR|2LIT|2VULN|1MLV|2SELL	1aLWND|2aLIT|37SELL|4MLV|5RPLT|6RCR|8BLASTR|9aVULN|aBPWR
190	14242 13113	   	244.58	ACR|3LIT|2MLV|1VULN|1DMG	19LWND|259LIT|3VULN|4RCR|6ZMB|79MLV|8RPLT|9BPWR|aDMG
191	11111 14136	 * 	244.43	DCR|3VULN|1LIT|1MLV	1LWND|2MLV|3BELT|49aVULN|5BEXP|6RCR|7LIT|8TLV
192	24132 33243	   	244.36	DCR|2LIT|1VULN|1MLV|1CDMG|1ASPD	1DUST|2aLIT|3BEXP|4CDMG|5VULN|6ASPD|7RCR|8LWND|9MLV
193	24132 33343	   	244.36	DCR|2LIT|1VULN|1MLV|1CDMG|1ASPD	1DUST|2aLIT|3BEXP|4CDMG|5VULN|6ASPD|7RCR|8FEWX|9MLV
194	24132 33643	   	244.36	DCR|2LIT|1VULN|1MLV|1CDMG|1ASPD	1DUST|2aLIT|3BEXP|4CDMG|5VULN|6ASPD|7RCR|8LHND|9MLV
195	34432 33243	   	244.36	DCR|2LIT|1VULN|1MLV|1CDMG|1ASPD	1FEWX|2aLIT|3DUST|4CDMG|5VULN|6ASPD|7RCR|8LWND|9MLV
196	14331 15331	   	244.16	DCR|2LIT|1VULN|1MLV|1DMG	1LWND|24LIT|3VENTOX|5VULN|6ZMB|7RCR|8RCVC|9MLV|aDMG
197	14331 15531	   	244.16	DCR|2LIT|1VULN|1MLV|1DMG	18LWND|24LIT|3VENTOX|5VULN|6ZMB|7RCR|9MLV|aDMG
198	34331 15631	   	244.16	DCR|2LIT|1VULN|1MLV|1DMG	18FEWX|24LIT|3VENTOX|5VULN|6ZMB|7RCR|9MLV|aDMG
199	62316 16323	   	243.87	DCR|1LIT|2VULN|3ASPD|1DMG	123ASPD|4BEXP|5LHND|6RCR|7DMG|89VULN|aLIT
200	62324 16223	   	243.87	DCR|1LIT|2VULN|3ASPD|1DMG	123ASPD|4LWND|59VULN|6RCR|7DMG|8LHND|aLIT
201	62331 16323	   	243.87	DCR|1LIT|2VULN|3ASPD|1DMG	123ASPD|4LHND|5BEXP|6RCR|7DMG|89VULN|aLIT
202	66533 12221	 * 	243.87	DCR|1LIT|2VULN|1FLTARM|1DMG|1ASPD	1ASPD|2RCVC|35VULN|4DMG|6RCR|7AART|8LIT|9FLTARM|aLHND
203	66533 12222	   	243.87	DCR|1LIT|2VULN|1FLTARM|1DMG|1ASPD	1ASPD|2RCVC|35VULN|4DMG|6RCR|7AART|8LIT|9FLTARM|aBEXP
204	62533 12123	   	243.77	DCR|1LIT|2VULN|3ASPD|1DMG	129ASPD|35VULN|4DMG|6RCR|7AART|8FEWX|aLIT
205	62533 12221	 * 	243.77	DCR|1LIT|2VULN|1FLTARM|2ASPD|1DMG	12ASPD|35VULN|4DMG|6RCR|7AART|8LIT|9FLTARM|aLHND
206	62533 12222	   	243.77	DCR|1LIT|2VULN|1FLTARM|2ASPD|1DMG	12ASPD|35VULN|4DMG|6RCR|7AART|8LIT|9FLTARM|aBEXP
207	62533 12225	   	243.77	DCR|1LIT|2VULN|1FLTARM|2ASPD|1DMG	12ASPD|35VULN|4DMG|6RCR|7AART|8LIT|9FLTARM|aRMIN
208	62533 12226	   	243.77	DCR|1LIT|2VULN|1FLTARM|2ASPD|1DMG	12ASPD|35VULN|4DMG|6RCR|7AART|8LIT|9FLTARM|aBELT
209	62533 12224	   	243.67	DCR|1LIT|2VULN|1FLTARM|2ASPD|1DMG	12ASPD|35VULN|4DMG|6RCR|7aAART|8LIT|9FLTARM
210	66533 12223	   	243.62	DCR|1LIT|2VULN|1FLTARM|1DMG|1ASPD|1SELL	1ASPD|2RCVC|35VULN|4DMG|6RCR|7AART|8LIT|9FLTARM|aSELL
211	14242 31315	   	243.57	ACR|3LIT|1VULN|1MLV|1DMG|1CDMG	1LWND|258LIT|3VULN|4RCR|6MLV|7LHND|9CDMG|aDMG
212	62533 12223	   	243.52	DCR|1LIT|2VULN|1FLTARM|2ASPD|1DMG|1SELL	12ASPD|35VULN|4DMG|6RCR|7AART|8LIT|9FLTARM|aSELL
213	24242 31315	   	243.47	ACR|3LIT|1VULN|1MLV|1DMG|1CDMG	1DUST|258LIT|3VULN|4RCR|6MLV|7LHND|9CDMG|aDMG
214	24242 33315	   	243.47	ACR|3LIT|1VULN|1MLV|1DMG|1CDMG	1DUST|258LIT|3VULN|4RCR|6MLV|7FEWX|9CDMG|aDMG
215	34331 15413	   	243.41	DCR|2LIT|1FLTARM|1VULN|1ASPD	1FEWX|24LIT|3VENTOX|5VULN|6ZMB|7RCR|8LWND|9FLTARM|aASPD
216	34331 15513	   	243.41	DCR|2LIT|1FLTARM|1VULN|1ASPD	1FEWX|24LIT|3VENTOX|5VULN|6ZMB|7RCR|8LHND|9FLTARM|aASPD
217	24331 15116	   	243.31	DCR|2LIT|1FLTARM|1VULN|1CDMG	1DUST|24LIT|3VENTOX|5VULN|6ZMB|7RCR|8BEXP|9FLTARM|aCDMG
218	34331 15316	   	243.31	DCR|2LIT|1FLTARM|1VULN|1CDMG|1DUR	1FEWX|24LIT|3VENTOX|5VULN|6ZMB|7RCR|8DUR|9FLTARM|aCDMG
219	24331 15113	   	243.31	DCR|2LIT|1FLTARM|1VULN|1ASPD	1DUST|24LIT|3VENTOX|5VULN|6ZMB|7RCR|8BEXP|9FLTARM|aASPD
220	24331 15413	   	243.31	DCR|2LIT|1FLTARM|1VULN|1ASPD	1DUST|24LIT|3VENTOX|5VULN|6ZMB|7RCR|8LWND|9FLTARM|aASPD
221	24331 15513	   	243.31	DCR|2LIT|1FLTARM|1VULN|1ASPD	1DUST|24LIT|3VENTOX|5VULN|6ZMB|7RCR|8LHND|9FLTARM|aASPD
222	24331 15613	   	243.31	DCR|2LIT|1FLTARM|1VULN|1ASPD	1DUST|24LIT|3VENTOX|5VULN|6ZMB|7RCR|8FEWX|9FLTARM|aASPD
223	34331 15313	   	243.31	DCR|2LIT|1FLTARM|1VULN|1ASPD|1DUR	1FEWX|24LIT|3VENTOX|5VULN|6ZMB|7RCR|8DUR|9FLTARM|aASPD
224	34615 21222	   	243.22	DCR|2LIT|1VULN|1MLV|1AART|1CDMG|1SELL	18FEWX|25LIT|3SELL|4MLV|6VULN|7CDMG|9RCR|aAART
225	24331 15316	   	243.21	DCR|2LIT|1FLTARM|1VULN|1CDMG|1DUR	1DUST|24LIT|3VENTOX|5VULN|6ZMB|7RCR|8DUR|9FLTARM|aCDMG
226	25531 15113	   	243.21	DCR|2LIT|1FLTARM|1VULN|1ASPD	1DUST|2BASHEA|34LIT|5VULN|6ZMB|7RCR|8BEXP|9FLTARM|aASPD
227	24331 15313	   	243.21	DCR|2LIT|1FLTARM|1VULN|1ASPD|1DUR	1DUST|24LIT|3VENTOX|5VULN|6ZMB|7RCR|8DUR|9FLTARM|aASPD
228	35531 15313	   	243.21	DCR|2LIT|1FLTARM|1VULN|1ASPD|1DUR	1FEWX|2BASHEA|34LIT|5VULN|6ZMB|7RCR|8DUR|9FLTARM|aASPD
229	63144 12133	   	243.21	DCR|1LIT|2VULN|2ASPD|1DMG	13ASPD|2TLV|4ERES|5ZMB|6RCR|78VULN|9DMG|aLIT
