0	Index      	 *	Score 	Summary	Detail	Bounty	
1	33128 37321	 * 	271.27	橙4易伤3等级3雷电1核弹	18a雷电2敌人爆炸378a易伤4加一58a等级6核弹8a序列升级9核	5
213	33132 31334	   	242.16	橙3易伤1等级1伤害1暴击	1雷电2敌人爆炸367易伤4伤害5暴击8核9等级a策反	7
214	11132 31331	   	242.06	橙3易伤1等级1伤害1暴击	1挖尘2雷电367易伤4伤害5暴击8核9等级a金币生成	7
215	11132 31332	   	242.06	橙3易伤1等级1伤害1暴击	1挖尘2雷电367易伤4伤害5暴击8核9等级a额外掉落	7
216	11132 31334	   	242.06	橙3易伤1等级1伤害1暴击	1挖尘2雷电367易伤4伤害5暴击8核9等级a策反	7
217	21132 31326	   	242.06	橙3易伤1等级1伤害1暴击	1基地爆炸2雷电367易伤4伤害5暴击8核9赏金邻近a等级	7
218	33132 31333	   	242.06	橙3易伤1等级1伤害1暴击	1雷电2敌人爆炸367易伤4伤害5暴击8核9等级a挖青	7
219	33132 31335	   	242.06	橙3易伤1等级1伤害1暴击	1雷电2敌人爆炸367易伤4伤害5暴击8核9等级a赏金塔	7
220	11132 31333	   	241.96	橙3易伤1等级1伤害1暴击	1挖尘2雷电367易伤4伤害5暴击8核9等级a挖青	7
221	11132 31335	   	241.96	橙3易伤1等级1伤害1暴击	1挖尘2雷电367易伤4伤害5暴击8核9等级a赏金塔	7
222	11416 23231	   	241.70	橙2易伤2伤害1等级2雷电1暴击	1挖尘2a雷电3平台4等级5金币生成6a伤害7暴击8a易伤9核a序列升级	9
223	21128 37327	   	241.70	橙2易伤2伤害1等级2雷电1暴击	18基地爆炸28雷电37易伤4加一5等级68伤害8序列升级9核a暴击	6
224	21116 23114	   	241.69	橙3易伤2伤害1时间1暴击	19基地爆炸259易伤35矿等4赏金塔59序列升级6核7时间89伤害a暴击	1
225	21112 23114	   	241.59	橙3易伤2伤害1时间1暴击	19基地爆炸259易伤3矿等4赏金塔6核7时间89伤害9序列升级a暴击	1
226	21143 23114	   	241.59	橙3易伤2伤害1时间1暴击	19基地爆炸249易伤3矿等5赏金邻近6核7时间89伤害9序列升级a暴击	1
227	11116 23114	   	241.49	橙3易伤2伤害1时间1暴击	19挖尘259易伤35矿等4赏金塔59序列升级6核7时间89伤害a暴击	1
228	25221 22611	 * 	241.45	橙4易伤1等级2暴击	168基地爆炸23暴击48金币生成568a易伤68序列升级7核9等级	9
229	11112 23114	   	241.39	橙3易伤2伤害1时间1暴击	19挖尘259易伤3矿等4赏金塔6核7时间89伤害9序列升级a暴击	1
230	11143 23114	   	241.39	橙3易伤2伤害1时间1暴击	19挖尘249易伤3矿等5赏金邻近6核7时间89伤害9序列升级a暴击	1
231	13321 63561	   	241.36	橙2易伤3时间1等级1暴击	1挖尘237时间4a易伤5攻速6暴击8核9等级	10
232	52332 12221	   	241.31	橙3易伤2等级1暴击	1平台28a易伤3a基地爆炸4立即金币5雷电6暴击7a等级9核a序列升级	8
233	52412 12221	   	241.31	橙3易伤2等级1暴击	1平台28a易伤3双倍矿4a低血量敌人5雷电6暴击7a等级9核a序列升级	8
234	53522 12141	   	241.31	橙3易伤2等级1暴击	1平台28金币生成3暴击478易伤5双倍矿68等级8序列升级9雷电a核	8
