0	Index      	 *	Score 	Summary	Detail	
1	36433 82344	 * 	201.46	DCR|4VULN|2AART|1ZMB	1ERES|2MBVNT|367aVULN|4ZMB|58AART|9RCR
159	36134 41633	   	175.74	DCR|2VULN|1AART|1ASPD|1DUR	1ERES|2MBVNT|3DUR|49VULN|5RMIN|6RCR|7ASPD|8AART|aCGEN
160	36134 41636	   	175.74	DCR|2VULN|1AART|1ASPD|1DUR	1ERES|2MBVNT|3DUR|49VULN|5RMIN|6RCR|7ASPD|8AART|aBEXP
161	36134 41638	   	175.74	DCR|2VULN|1AART|1ASPD|1DUR	1ERES|2MBVNT|3DUR|49VULN|5RMIN|6RCR|7ASPD|8AART|aAME
162	36444 41632	   	175.74	DCR|2VULN|1AART|1ASPD|1DUR	1ERES|2MBVNT|39VULN|4DUR|5RMIN|6RCR|7ASPD|8AART|aLHND
163	36444 41633	   	175.74	DCR|2VULN|1AART|1ASPD|1DUR	1ERES|2MBVNT|39VULN|4DUR|5RMIN|6RCR|7ASPD|8AART|aCGEN
164	36444 41636	   	175.74	DCR|2VULN|1AART|1ASPD|1DUR	1ERES|2MBVNT|39VULN|4DUR|5RMIN|6RCR|7ASPD|8AART|aBEXP
165	36444 41638	   	175.74	DCR|2VULN|1AART|1ASPD|1DUR	1ERES|2MBVNT|39VULN|4DUR|5RMIN|6RCR|7ASPD|8AART|aAME
166	36473 41722	   	175.74	DCR|2VULN|1AART|1ASPD|1DUR	1ERES|2MBVNT|39VULN|4CGEN|5DUR|6RCR|7ASPD|8AELBLL|aAART
167	36482 41423	   	175.71	DCR|3VULN|2ASPD	1ERES|2MBVNT|39aVULN|4FEWX|5AME|6RCR|78ASPD
168	36535 41423	   	175.71	DCR|3VULN|2ASPD	1ERES|2MBVNT|3AME|4FEWX|59aVULN|6RCR|78ASPD
169	36832 41423	   	175.71	DCR|3VULN|2ASPD	1ERES|2MBVNT|3FEWX|49aVULN|5AME|6RCR|78ASPD
170	34521 24363	   	175.67	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB	1ERES|2RMIN|3MBVNT|4ZMB|58VULN|6MDPS|7RCR|9AART|aASPD
171	36434 24363	   	175.67	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB	1ERES|2MBVNT|38VULN|4ZMB|5RMIN|6MDPS|7RCR|9AART|aASPD
172	36422 84235	   	175.66	DCR|2VULN|2ASPD|2CDMG	1ERES|2MBVNT|3aVULN|4LWND|5AME|6aASPD|7TLV|8aCDMG|9RCR|aBPWR
173	36133 41743	   	175.64	DCR|2VULN|1AART|1ASPD|1DUR	1ERES|2MBVNT|3DUR|48VULN|5TLV|6RCR|7ASPD|9BEXP|aAART
174	36443 41743	   	175.64	DCR|2VULN|1AART|1ASPD|1DUR	1ERES|2MBVNT|38VULN|4DUR|5TLV|6RCR|7ASPD|9BEXP|aAART
175	36134 41522	   	175.64	DCR|2VULN|1AART|1ASPD|1DUR	18ERES|2MBVNT|3DUR|49VULN|5RMIN|6RCR|7ASPD|aAART
176	36444 41522	   	175.64	DCR|2VULN|1AART|1ASPD|1DUR	18ERES|2MBVNT|39VULN|4DUR|5RMIN|6RCR|7ASPD|aAART
177	36473 41522	   	175.64	DCR|2VULN|1AART|1ASPD|1DUR	18ERES|2MBVNT|39VULN|4CGEN|5DUR|6RCR|7ASPD|aAART
178	34561 24322	 * 	175.64	DCR|3VULN|1MDPS|1DMG|1CDMG	1ERES|2RMIN|3MBVNT|4DMG|58aVULN|6MDPS|7RCR|9CDMG
179	36561 24322	   	175.64	DCR|3VULN|1MDPS|1DMG|1CDMG	1ERES|2MBVNT|3AME|4DMG|58aVULN|6MDPS|7RCR|9CDMG
180	33521 24363	   	175.57	DCR|2VULN|1MDPS|1AART|1ASPD|1AAC|1ZMB	1ERES|2AAC|3MBVNT|4ZMB|58VULN|6MDPS|7RCR|9AART|aASPD
181	36621 24363	 * 	175.57	DCR|2VULN|1MDPS|1AART|1ASPD|1NUKE|1ZMB	1ERES|2MBVNT|3NUKE|4ZMB|58VULN|6MDPS|7RCR|9AART|aASPD
182	36133 41712	   	175.54	DCR|2VULN|1AART|1ASPD|1DUR	1ERES|2MBVNT|3DUR|48VULN|59TLV|6RCR|7ASPD|aAART
183	36443 41712	   	175.54	DCR|2VULN|1AART|1ASPD|1DUR	1ERES|2MBVNT|38VULN|4DUR|59TLV|6RCR|7ASPD|aAART
184	33561 24322	 * 	175.54	DCR|3VULN|1MDPS|1DMG|1CDMG|1AAC	1ERES|2AAC|3MBVNT|4DMG|58aVULN|6MDPS|7RCR|9CDMG
185	36661 24322	 * 	175.54	DCR|3VULN|1MDPS|1DMG|1NUKE|1CDMG	1ERES|2MBVNT|3NUKE|4DMG|58aVULN|6MDPS|7RCR|9CDMG
186	36517 42343	 * 	175.46	DCR|1SPLARM|2ASPD|1AART|1DMG|1CDMG	1ERES|2MBVNT|3AME|4CDMG|58ASPD|6AART|7DMG|9SPLARM|aRCR
187	36134 41651	   	175.43	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1ERES|2MBVNT|3DUR|4VULN|5RMIN|6RCR|7ASPD|8AART|9DMG|aBEXP
188	36134 41652	   	175.43	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1ERES|2MBVNT|3DUR|4VULN|5RMIN|6RCR|7ASPD|8AART|9DMG|aLHND
189	36134 41653	   	175.43	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1ERES|2MBVNT|3DUR|4VULN|5RMIN|6RCR|7ASPD|8AART|9DMG|aLIT
190	36444 41651	   	175.43	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1ERES|2MBVNT|3VULN|4DUR|5RMIN|6RCR|7ASPD|8AART|9DMG|aBEXP
191	36444 41652	   	175.43	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1ERES|2MBVNT|3VULN|4DUR|5RMIN|6RCR|7ASPD|8AART|9DMG|aLHND
192	36444 41653	   	175.43	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1ERES|2MBVNT|3VULN|4DUR|5RMIN|6RCR|7ASPD|8AART|9DMG|aLIT
193	26847 12332	   	175.38	DCR|2ASPD|1VULN|1AART|1CDMG|1SELL	1CGEN|2MBVNT|3CDMG|45ASPD|6SELL|7RCR|8VULN|9LWND|aAART
194	14343 42232	 * 	175.33	DCR|1MDPS|1AART|2CDMG|1ASPD|1DMG|1DUR	1LWND|2DUR|3MDPS|4ASPD|5DUST|6RCR|79CDMG|8AART|aDMG
195	36134 41654	   	175.33	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1ERES|2MBVNT|3DUR|4VULN|5RMIN|6RCR|7ASPD|8AART|9DMG|aLEGI
196	36134 48463	   	175.33	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1ERES|2MBVNT|3DUR|4VULN|5RMIN|6RCR|7DUST|8DMG|9AART|aASPD
197	36444 41654	   	175.33	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1ERES|2MBVNT|3VULN|4DUR|5RMIN|6RCR|7ASPD|8AART|9DMG|aLEGI
198	36444 48463	   	175.33	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1ERES|2MBVNT|3VULN|4DUR|5RMIN|6RCR|7DUST|8DMG|9AART|aASPD
199	51343 42232	   	175.33	DCR|1MDPS|1AART|2CDMG|1ASPD|1DMG|1DUR	1MDPS|2FEWX|3DUR|4ASPD|5DUST|6RCR|79CDMG|8AART|aDMG
200	53336 42232	   	175.33	DCR|1MDPS|1AART|2CDMG|1ASPD|1DMG|1DUR	1MDPS|2LEGI|3ASPD|4FEWX|5DUR|6RCR|79CDMG|8AART|aDMG
201	23142 35352	 * 	175.28	DCR|2DMG|1VULN|1ASPD|1CDMG|1AAC	13CGEN|2AAC|4ASPD|5LHND|6CDMG|7RCR|89DMG|aVULN
202	23162 35352	   	175.28	DCR|2DMG|1VULN|1ASPD|1CDMG|1AAC	13CGEN|2AAC|49DMG|5LHND|6CDMG|7RCR|8ASPD|aVULN
203	42352 23133	   	175.28	DCR|2DMG|1MDPS|1AART|1ASPD|1CDMG	1RCVC|2FEWX|3MDPS|4CDMG|5CGEN|6AART|7RCR|8ASPD|9aDMG
204	43512 23133	   	175.28	DCR|2DMG|1MDPS|1AART|1ASPD|1CDMG	1RCVC|2MDPS|3CDMG|4CGEN|5BEXP|6AART|7RCR|8ASPD|9aDMG
205	51552 23133	   	175.28	DCR|2DMG|1MDPS|1AART|1ASPD|1CDMG	1MDPS|2FEWX|3RCVC|4CDMG|5CGEN|6AART|7RCR|8ASPD|9aDMG
206	41514 42222	 * 	175.26	DCR|4VULN|2CDMG	1RCVC|27LHND|3MBVNT|47CDMG|5RPLT|678aVULN|7BPWR|9RCR
207	11165 62122	 * 	175.24	DCR|3VULN|1DMG|2DUR	1LWND|2CGEN|38DUR|4BEXP|59aVULN|6RCR|7DMG
208	22165 62122	   	175.24	DCR|3VULN|1DMG|2DUR	1CGEN|2LWND|38DUR|4BEXP|59aVULN|6RCR|7DMG
209	11132 62122	   	175.24	DCR|3VULN|1DMG|2DUR	1LWND|2CGEN|38DUR|49aVULN|5LHND|6RCR|7DMG
210	11136 62122	   	175.24	DCR|3VULN|1DMG|2DUR	1LWND|2CGEN|38DUR|49aVULN|5BEXP|6RCR|7DMG
211	22132 62122	   	175.24	DCR|3VULN|1DMG|2DUR	1CGEN|2LWND|38DUR|49aVULN|5LHND|6RCR|7DMG
212	22136 62122	   	175.24	DCR|3VULN|1DMG|2DUR	1CGEN|2LWND|38DUR|49aVULN|5BEXP|6RCR|7DMG
213	61132 62122	   	175.24	DCR|3VULN|1DMG|2DUR	1BEXP|2CGEN|38DUR|49aVULN|5LHND|6RCR|7DMG
214	11121 51481	   	175.19	DCR|2VULN|1AART|1ASPD|2DUR	1LWND|24CGEN|34DUR|4BPWR|56VULN|7MBVNT|8AART|9RCR|aASPD
215	22121 51481	   	175.19	DCR|2VULN|1AART|1ASPD|2DUR	1CGEN|24LWND|34DUR|4BPWR|56VULN|7MBVNT|8AART|9RCR|aASPD
216	31353 23133	   	175.18	DCR|2DMG|1MDPS|1AART|1ASPD|1CDMG	1ERES|2MDPS|3CGEN|4CDMG|5RMIN|6AART|7RCR|8ASPD|9aDMG
217	34352 23133	   	175.18	DCR|2DMG|1MDPS|1AART|1ASPD|1CDMG	1ERES|2RMIN|3MDPS|4CDMG|5CGEN|6AART|7RCR|8ASPD|9aDMG
218	11155 62122	   	175.14	DCR|3VULN|1DMG|2DUR	1LWND|2CGEN|38DUR|4DUST|59aVULN|6RCR|7DMG
219	21135 62122	 * 	175.14	DCR|3VULN|1MDPS|1DMG|2DUR	15CGEN|2MDPS|38DUR|49aVULN|6RCR|7DMG
220	21331 62122	   	175.14	DCR|3VULN|1MDPS|1DMG|2DUR	13CGEN|2MDPS|49aVULN|58DUR|6RCR|7DMG
221	22155 62122	   	175.14	DCR|3VULN|1DMG|2DUR	1CGEN|2LWND|38DUR|4DUST|59aVULN|6RCR|7DMG
222	26134 41223	 * 	175.14	DCR|3VULN|1ASPD|2DUR	1CGEN|2MBVNT|38DUR|49aVULN|5RMIN|6RCR|7ASPD
223	26444 41223	   	175.14	DCR|3VULN|1ASPD|2DUR	1CGEN|2MBVNT|39aVULN|48DUR|5RMIN|6RCR|7ASPD
224	11131 51481	   	175.09	DCR|2VULN|1AART|1ASPD|2DUR	1LWND|2CGEN|35DUR|46VULN|7MBVNT|8AART|9RCR|aASPD
225	22131 51481	   	175.09	DCR|2VULN|1AART|1ASPD|2DUR	1CGEN|2LWND|35DUR|46VULN|7MBVNT|8AART|9RCR|aASPD
226	53266 31323	 * 	175.05	DCR|3VULN|1MDPS|1AART|2DUR|1AAC	1MDPS|2LEGI|3BELT|467VULN|57DUR|7BPWR|8AART|9RCR|aAAC
227	53416 31323	   	175.05	DCR|3VULN|1MDPS|1AART|2DUR|1AAC	1MDPS|2LEGI|367VULN|4BELT|57DUR|7BPWR|8AART|9RCR|aAAC
228	36134 41223	   	175.04	DCR|3VULN|1ASPD|2DUR	1ERES|2MBVNT|38DUR|49aVULN|5RMIN|6RCR|7ASPD
229	36444 41223	   	175.04	DCR|3VULN|1ASPD|2DUR	1ERES|2MBVNT|39aVULN|48DUR|5RMIN|6RCR|7ASPD
230	36473 41223	   	175.04	DCR|3VULN|1ASPD|2DUR	1ERES|2MBVNT|39aVULN|4CGEN|58DUR|6RCR|7ASPD
231	21112 23465	   	175.03	DCR|2VULN|1MDPS|1AART|1CDMG|2DUR|1SELL	1CGEN|2MDPS|35DUR|4SELL|6AART|7RCR|89VULN|aCDMG
232	11165 62112	 * 	175.00	DCR|2VULN|2DMG|2DUR	1LWND|2CGEN|38DUR|4BEXP|5aVULN|6RCR|79DMG
233	22165 62112	   	175.00	DCR|2VULN|2DMG|2DUR	1CGEN|2LWND|38DUR|4BEXP|5aVULN|6RCR|79DMG
234	11132 62112	   	175.00	DCR|2VULN|2DMG|2DUR	1LWND|2CGEN|38DUR|4aVULN|5LHND|6RCR|79DMG
235	11136 62112	   	175.00	DCR|2VULN|2DMG|2DUR	1LWND|2CGEN|38DUR|4aVULN|5BEXP|6RCR|79DMG
236	22132 62112	   	175.00	DCR|2VULN|2DMG|2DUR	1CGEN|2LWND|38DUR|4aVULN|5LHND|6RCR|79DMG
237	22136 62112	   	175.00	DCR|2VULN|2DMG|2DUR	1CGEN|2LWND|38DUR|4aVULN|5BEXP|6RCR|79DMG
238	61132 62112	   	175.00	DCR|2VULN|2DMG|2DUR	1BEXP|2CGEN|38DUR|4aVULN|5LHND|6RCR|79DMG
239	26336 84231	   	174.98	DCR|1MDPS|2DMG|1AART|1VULN|1ZMB	1CGEN|2MBVNT|3RPLT|49DMG|5MDPS|6RCR|7ZMB|8AART|aVULN
240	11155 62112	   	174.90	DCR|2VULN|2DMG|2DUR	1LWND|2CGEN|38DUR|4DUST|5aVULN|6RCR|79DMG
241	21135 62112	 * 	174.90	DCR|2VULN|1MDPS|2DMG|2DUR	15CGEN|2MDPS|38DUR|4aVULN|6RCR|79DMG
242	21331 62112	   	174.90	DCR|2VULN|1MDPS|2DMG|2DUR	13CGEN|2MDPS|4aVULN|58DUR|6RCR|79DMG
243	22155 62112	   	174.90	DCR|2VULN|2DMG|2DUR	1CGEN|2LWND|38DUR|4DUST|5aVULN|6RCR|79DMG
244	36336 84231	   	174.88	DCR|1MDPS|2DMG|1VULN|1AART|1ZMB	1ERES|2MBVNT|3RPLT|49DMG|5MDPS|6RCR|7ZMB|8AART|aVULN
245	26436 32643	   	174.86	DCR|3VULN|1AART|2ZMB	17CGEN|2MBVNT|359VULN|47ZMB|67TLV|7BPWR|8RCR|aAART
246	36134 41681	 * 	174.83	DCR|2ASPD|1VULN|1AART|2DUR	1ERES|2MBVNT|39DUR|4VULN|5RMIN|6RCR|7aASPD|8AART
247	36444 41681	   	174.83	DCR|2ASPD|1VULN|1AART|2DUR	1ERES|2MBVNT|3VULN|49DUR|5RMIN|6RCR|7aASPD|8AART
248	21112 23136	 * 	174.81	DCR|1MDPS|1AART|1ASPD|1DMG|1NUKE|2DUR|1SELL	1CGEN|2MDPS|35DUR|4SELL|6AART|7RCR|8ASPD|9DMG|aNUKE
249	36123 14361	 * 	174.76	DCR|1VULN|1AART|1DMG|1CDMG|2DUR	145ERES|2MBVNT|34DUR|4BPWR|6DMG|7RCR|8AART|9CDMG|aVULN
250	21112 23423	 * 	174.71	DCR|1MDPS|1AART|1VULN|1DMG|1CDMG|2DUR|1SELL	1CGEN|2MDPS|35DUR|4SELL|6AART|7RCR|8VULN|9DMG|aCDMG
251	36123 14351	 * 	174.58	DCR|2AART|1VULN|1DMG|2DUR	145ERES|2MBVNT|34DUR|4BPWR|6DMG|7RCR|89AART|aVULN
252	21112 23426	 * 	174.54	DCR|2AART|1MDPS|1VULN|1DMG|2DUR|1SELL	1CGEN|2MDPS|35DUR|4SELL|6aAART|7RCR|8VULN|9DMG
253	26422 31275	   	174.43	DCR|2VULN|2ASPD|1CDMG	1CGEN|2MBVNT|3aVULN|4LWND|5AME|6RCR|7aASPD|8CDMG|9aMLV|aBPWR
254	12333 12142	   	174.39	DCR|2DMG|1MDPS|1VULN|1AART|2ZMB	1LWND|25ZMB|3RPLT|45DMG|5BPWR|6FEWX|7MDPS|8RCR|9AART|aVULN
255	12333 32142	   	174.39	DCR|1MDPS|2DMG|1AART|1VULN|2ZMB	1LWND|25ZMB|3RPLT|45DMG|5BPWR|6LHND|7MDPS|8RCR|9AART|aVULN
256	12333 42142	   	174.39	DCR|2DMG|1MDPS|1VULN|1AART|2ZMB	1LWND|25ZMB|3RPLT|45DMG|5BPWR|6BEXP|7MDPS|8RCR|9AART|aVULN
257	62333 32142	   	174.39	DCR|2DMG|1MDPS|1VULN|1AART|2ZMB	1BEXP|25ZMB|3RPLT|45DMG|5BPWR|6LHND|7MDPS|8RCR|9AART|aVULN
258	36422 31275	   	174.33	DCR|2VULN|2ASPD|1CDMG	1ERES|2MBVNT|3aVULN|4LWND|5AME|6RCR|7aASPD|8CDMG|9aMLV|aBPWR
259	53131 61221	   	174.32	DCR|3VULN|1MDPS|1CDMG|1ZMB|1DUR	1MDPS|2LEGI|3ZMB|489VULN|5DUR|6BELT|7RCR|aCDMG
260	26422 31245	   	174.23	DCR|2VULN|2ASPD|1CDMG	1CGEN|2MBVNT|3aVULN|4LWND|5AME|6RCR|7aASPD|8CDMG|9aTLV|aBPWR
261	25112 54133	 * 	174.16	ACR|2DMG|1AART|1VULN|1ASPD|2DUR	1CGEN|2RCR|35DUR|4RPLT|6VULN|7AART|8ASPD|9aDMG
262	25312 54133	   	174.16	ACR|2DMG|1AART|1VULN|1ASPD|2DUR	1CGEN|2RCR|3RPLT|45DUR|6VULN|7AART|8ASPD|9aDMG
263	36422 31245	   	174.13	DCR|2VULN|2ASPD|1CDMG	1ERES|2MBVNT|3aVULN|4LWND|5AME|6RCR|7aASPD|8CDMG|9aTLV|aBPWR
264	36482 41245	   	174.13	DCR|2VULN|2ASPD|1CDMG	1ERES|2MBVNT|3aVULN|4FEWX|5AME|6RCR|7aASPD|8CDMG|9aTLV|aBPWR
265	35112 54133	   	174.06	ACR|2DMG|1VULN|1AART|1ASPD|2DUR	1ERES|2RCR|35DUR|4RPLT|6VULN|7AART|8ASPD|9aDMG
266	35312 54133	   	174.06	ACR|2DMG|1VULN|1AART|1ASPD|2DUR	1ERES|2RCR|3RPLT|45DUR|6VULN|7AART|8ASPD|9aDMG
267	23123 42453	   	174.06	DCR|2VULN|1AART|1CDMG|1AAC|1ZMB	13CGEN|2AAC|4AART|5FEWX|6RCR|78VULN|9ZMB|aCDMG
268	23122 42453	   	173.96	DCR|2VULN|1AART|1CDMG|1AAC|1ZMB	13CGEN|2AAC|4AART|5DUST|6RCR|78VULN|9ZMB|aCDMG
269	33153 16363	   	173.96	DCR|2VULN|1AART|1CDMG|1AAC|1ZMB	1ERES|2AAC|3CGEN|49VULN|5RMIN|6RCR|7AART|8ZMB|aCDMG
270	36413 84152	   	173.86	DCR|2VULN|1AART|1CDMG|1ZMB	15ERES|2MBVNT|37VULN|4RPLT|6RCR|8ZMB|9CDMG|aAART
271	14221 31622	 * 	173.81	ACR|5VULN|1ASPD|1DUR	1LWND|2DUR|3RCR|4689aVULN|5LHND|7ASPD
272	12333 24431	   	173.77	DCR|2DMG|2ASPD|3ZMB	19aLWND|259ZMB|3RPLT|45DMG|59BPWR|6TLV|79ASPD|8RCR
273	12333 24433	   	173.77	DCR|2DMG|2ASPD|3ZMB	19LWND|259ZMB|3RPLT|45DMG|59BPWR|6TLV|79ASPD|8RCR|aMLV
274	12333 24434	   	173.77	DCR|2DMG|2ASPD|3ZMB	19LWND|259ZMB|3RPLT|45DMG|59BPWR|6TLV|79ASPD|8RCR|aLHND
275	62333 24431	   	173.77	DCR|2DMG|2ASPD|3ZMB	19BEXP|259ZMB|3RPLT|45DMG|59BPWR|6TLV|79ASPD|8RCR|aLWND
276	62333 24432	   	173.77	DCR|2DMG|2ASPD|3ZMB	19BEXP|259ZMB|3RPLT|45DMG|59BPWR|6TLV|79ASPD|8RCR|aRMIN
277	12351 41275	   	173.77	DCR|2VULN|1AART|1ASPD|1ZMB	1LWND|2ZMB|3RPLT|4MBVNT|5AART|69VULN|7BASARM|8RCR|aASPD
278	51341 26211	   	173.74	DCR|2VULN|1MDPS|1AART|1ASPD|1AAC|1DUR	1MDPS|2FEWX|3DUR|4ASPD|5AART|6AAC|7RCR|8CGEN|9aVULN
279	53341 61213	   	173.74	DCR|2VULN|1MDPS|1AART|1ASPD|1DUR	1MDPS|2LEGI|3ASPD|48VULN|5DUR|6BELT|7RCR|9RPLT|aAART
280	12333 24435	   	173.67	DCR|2DMG|2ASPD|3ZMB|1SELL	19LWND|259ZMB|3RPLT|45DMG|59BPWR|6TLV|79ASPD|8RCR|aSELL
281	51221 43718	   	173.64	DCR|1MDPS|1VULN|1AART|1DMG|1CDMG|1ZMB	1MDPS|2FEWX|3MBVNT|4AME|5AART|6RCR|7ZMB|8DMG|9VULN|aCDMG
282	41221 56213	   	173.60	ACR|4VULN|1AART|1ZMB|1DUR	1RCVC|2LHND|3RCR|4ZMB|5678VULN|9DUR|aAART
283	42221 56213	   	173.60	ACR|4VULN|1AART|1ZMB|1DUR	1RCVC|2FEWX|3RCR|4ZMB|5678VULN|9DUR|aAART
284	21111 23462	   	173.60	DCR|2VULN|1MDPS|1AART|1ASPD|1DUR|1SELL	1CGEN|2MDPS|3DUR|4SELL|5DMSP|6AART|7RCR|89VULN|aASPD
285	21111 23466	   	173.60	DCR|2VULN|1MDPS|1AART|1DMG|1DUR|1SELL	1CGEN|2MDPS|3DUR|4SELL|5DMSP|6AART|7RCR|89VULN|aDMG
286	26134 46215	 * 	173.56	DCR|2VULN|1DMG|1CDMG|2DUR	1CGEN|2MBVNT|39DUR|47VULN|5RMIN|6RCR|8CDMG|aDMG
287	26444 46215	   	173.56	DCR|2VULN|1DMG|1CDMG|2DUR	1CGEN|2MBVNT|37VULN|49DUR|5RMIN|6RCR|8CDMG|aDMG
288	33561 24361	   	173.54	DCR|2VULN|1MDPS|1AART|1DMG|1AAC|1DUR	1ERES|2AAC|3MBVNT|4DMG|58VULN|6MDPS|7RCR|9AART|aDUR
289	26414 62442	   	173.53	DCR|4VULN|1CDMG	1CGEN|2MBVNT|379aVULN|4RPLT|5DUST|6RCR|8CDMG
290	26336 84221	   	173.47	DCR|2AART|1MDPS|1VULN|1DMG|1ZMB	1CGEN|2MBVNT|3RPLT|4DMG|5MDPS|6RCR|7ZMB|89AART|aVULN
291	51221 43712	   	173.47	DCR|2AART|1MDPS|1VULN|1DMG|1ZMB	1MDPS|2FEWX|3MBVNT|4AME|5aAART|6RCR|7ZMB|8DMG|9VULN
292	53341 42213	 * 	173.46	DCR|2VULN|1MDPS|1ASPD|1CDMG|2DUR	1MDPS|2LEGI|3ASPD|4aVULN|58DUR|6RCR|7CDMG|9AME
293	53341 42222	   	173.46	DCR|2VULN|1MDPS|1ASPD|1CDMG|2DUR	1MDPS|2LEGI|3ASPD|4aVULN|58DUR|6RCR|7CDMG|9LIT
294	26133 46215	   	173.46	DCR|2VULN|1DMG|1CDMG|2DUR	1CGEN|2MBVNT|39DUR|47VULN|5TLV|6RCR|8CDMG|aDMG
295	26443 46215	   	173.46	DCR|2VULN|1DMG|1CDMG|2DUR	1CGEN|2MBVNT|37VULN|49DUR|5TLV|6RCR|8CDMG|aDMG
296	36134 46215	   	173.46	DCR|2VULN|1DMG|1CDMG|2DUR	1ERES|2MBVNT|39DUR|47VULN|5RMIN|6RCR|8CDMG|aDMG
297	36444 46215	   	173.46	DCR|2VULN|1DMG|1CDMG|2DUR	1ERES|2MBVNT|37VULN|49DUR|5RMIN|6RCR|8CDMG|aDMG
298	43532 23135	   	173.43	DCR|1MDPS|1AART|2CDMG|1ASPD|1DMG|1DUR	1RCVC|2MDPS|3aCDMG|4DUR|5CGEN|6AART|7RCR|8ASPD|9DMG
299	26133 44325	   	173.41	DCR|3VULN|1AART|1DUR	1CGEN|2MBVNT|3DUR|48aVULN|5TLV|6RCR|7MSLREG|9AART
300	26133 46325	   	173.41	DCR|3VULN|1AART|1DUR	1CGEN|2MBVNT|3DUR|47aVULN|5TLV|6RCR|8MSLREG|9AART
301	26443 44325	   	173.41	DCR|3VULN|1AART|1DUR	1CGEN|2MBVNT|38aVULN|4DUR|5TLV|6RCR|7MSLREG|9AART
302	26443 46325	   	173.41	DCR|3VULN|1AART|1DUR	1CGEN|2MBVNT|37aVULN|4DUR|5TLV|6RCR|8MSLREG|9AART
303	36336 84221	   	173.37	DCR|2AART|1MDPS|1VULN|1DMG|1ZMB	1ERES|2MBVNT|3RPLT|4DMG|5MDPS|6RCR|7ZMB|89AART|aVULN
304	54221 43712	   	173.37	DCR|2AART|1MDPS|1VULN|1DMG|1ZMB	1MDPS|2DUST|3MBVNT|4AME|5aAART|6RCR|7ZMB|8DMG|9VULN
305	36133 46215	   	173.36	DCR|2VULN|1DMG|1CDMG|2DUR	1ERES|2MBVNT|39DUR|47VULN|5TLV|6RCR|8CDMG|aDMG
306	36443 46215	   	173.36	DCR|2VULN|1DMG|1CDMG|2DUR	1ERES|2MBVNT|37VULN|49DUR|5TLV|6RCR|8CDMG|aDMG
307	36133 44325	   	173.31	DCR|3VULN|1AART|1DUR	1ERES|2MBVNT|3DUR|48aVULN|5TLV|6RCR|7MSLREG|9AART
308	36133 46325	   	173.31	DCR|3VULN|1AART|1DUR	1ERES|2MBVNT|3DUR|47aVULN|5TLV|6RCR|8MSLREG|9AART
309	36443 44325	   	173.31	DCR|3VULN|1AART|1DUR	1ERES|2MBVNT|38aVULN|4DUR|5TLV|6RCR|7MSLREG|9AART
310	36443 46325	   	173.31	DCR|3VULN|1AART|1DUR	1ERES|2MBVNT|37aVULN|4DUR|5TLV|6RCR|8MSLREG|9AART
311	26436 34641	 * 	173.26	DCR|4VULN|1SPLARM|1ZMB	1CGEN|2MBVNT|3579VULN|4ZMB|6TLV|8RCR|aSPLARM
312	41221 46212	 * 	173.20	ACR|4VULN|1DMG|2ZMB|1DUR	1RCVC|2LHND|3RCR|46ZMB|5678VULN|6BPWR|9DUR|aDMG
313	42221 46212	   	173.20	ACR|4VULN|1DMG|2ZMB|1DUR	1RCVC|2FEWX|3RCR|46ZMB|5678VULN|6BPWR|9DUR|aDMG
314	11351 42581	   	173.16	DCR|4VULN|1AART	1LWND|2CGEN|3RPLT|4MBVNT|5AART|6789VULN|aRCR
315	22351 42581	   	173.16	DCR|4VULN|1AART	1CGEN|2LWND|3RPLT|4MBVNT|5AART|6789VULN|aRCR
316	26321 42581	   	173.16	DCR|4VULN|1AART	1CGEN|2MBVNT|3RPLT|4LHND|5AART|6789VULN|aRCR
317	26411 32581	   	173.16	DCR|4VULN|1AART	1CGEN|2MBVNT|3789VULN|4RPLT|5AART|6FEWX|aRCR
318	14341 16412	 * 	172.99	DCR|2VULN|1MDPS|1AART|1ASPD|2DUR	1LWND|26DUR|3MDPS|4ASPD|5AART|7MBVNT|89VULN|aRCR
319	31631 13313	   	172.99	DCR|2VULN|1MDPS|1AART|1ASPD|2DUR	179ERES|2MDPS|3FEWX|47VULN|5AART|67DUR|7BPWR|8ASPD|aRCR
320	11121 51482	   	172.96	DCR|3VULN|1AART|2DUR	1LWND|24CGEN|34DUR|4BPWR|56aVULN|7MBVNT|8AART|9RCR
321	22121 51482	   	172.96	DCR|3VULN|1AART|2DUR	1CGEN|24LWND|34DUR|4BPWR|56aVULN|7MBVNT|8AART|9RCR
322	36334 28418	 * 	172.89	DCR|2DMG|1VULN|1AART|1CDMG	1ERES|2MBVNT|3RPLT|47DMG|5LIT|6AART|8VULN|9CDMG|aRCR
