0	Index      	 *	Score 	Summary	Detail	
1	51444 37413	 * 	222.63	DCR|3VULN|2AART|1DMG|1CDMG	1MBVNT|25aVULN|3RMIN|48AART|6CDMG|7RCR|9DMG
161	51744 37333	   	199.52	DCR|3VULN|1AART|1ASPD|1CDMG	1MBVNT|25aVULN|3TLV|4AART|6CDMG|7RCR|8BEXP|9ASPD
162	54344 64383	   	199.44	DCR|2VULN|2ASPD|1AART|2CDMG	1MBVNT|24CDMG|34ASPD|4BPWR|5DUST|6MLV|7AART|8aVULN|9RCR
163	13113 55351	 * 	199.43	DCR|3VULN|2CDMG|1ASPD|1DMG	1CGEN|2ASPD|35CDMG|4AME|68aVULN|7DMG|9RCR
164	54344 44883	   	199.34	DCR|2VULN|2ASPD|1AART|2CDMG	1MBVNT|24CDMG|34ASPD|4BPWR|5DUST|6aVULN|7ERES|8AART|9RCR
165	54345 14383	   	199.34	DCR|2VULN|2ASPD|1AART|2CDMG	1MBVNT|24CDMG|34ASPD|4BPWR|5ERES|6DUST|7AART|8aVULN|9RCR
166	13133 55351	   	199.33	DCR|3VULN|2CDMG|1ASPD|1DMG	1CGEN|2ASPD|35CDMG|4ERES|68aVULN|7DMG|9RCR
167	54213 17523	   	199.28	DCR|2VULN|2DMG|1AART|1CDMG|1AAC	1MBVNT|2CDMG|3AART|4AAC|56DMG|7RCR|8FEWX|9aVULN
168	54213 17623	   	199.28	DCR|2VULN|2DMG|1AART|1CDMG|1AAC	1MBVNT|2CDMG|3AART|4AAC|56DMG|7RCR|8aVULN|9AELBLL
169	54213 17823	   	199.28	DCR|2VULN|2DMG|1AART|1CDMG|1AAC	1MBVNT|2CDMG|3AART|4AAC|56DMG|7RCR|8BEXP|9aVULN
170	14113 43351	   	199.19	DCR|2VULN|2DMG|2CDMG|1ASPD	1CGEN|26DMG|35CDMG|4AME|7ASPD|8aVULN|9RCR
171	54213 17423	   	199.18	DCR|2VULN|2DMG|1AART|1CDMG|1AAC	1MBVNT|2CDMG|3AART|4AAC|56DMG|7RCR|8DUST|9aVULN
172	14133 43351	   	199.09	DCR|2VULN|2DMG|2CDMG|1ASPD	1CGEN|26DMG|35CDMG|4ERES|7ASPD|8aVULN|9RCR
173	54213 17633	   	198.96	DCR|2DMG|1AART|1VULN|1ASPD|1CDMG|1AAC	1MBVNT|2CDMG|3AART|4AAC|56DMG|7RCR|8VULN|9ASPD|aLIT
174	51444 84171	   	198.86	DCR|2VULN|2AART|1ASPD|1DUR	1MBVNT|25VULN|3RMIN|47AART|6RCR|8ASPD|9DUR|aBEXP
175	54213 17631	   	198.86	DCR|2DMG|1AART|1VULN|1ASPD|1CDMG|1AAC	1MBVNT|2CDMG|3AART|4AAC|56DMG|7RCR|8VULN|9ASPD|aERES
176	54213 17632	   	198.86	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1AAC|1MSE	1MBVNT|2CDMG|3AART|4AAC|56DMG|7RCR|8VULN|9ASPD|aMSE
177	51444 84172	   	198.76	DCR|2VULN|2AART|1ASPD|1DUR	1MBVNT|25VULN|3RMIN|47AART|6RCR|8ASPD|9DUR|aTLV
178	51444 84174	   	198.76	DCR|2VULN|2AART|1ASPD|1DUR	1MBVNT|25VULN|3RMIN|47AART|6RCR|8ASPD|9DUR|aERES
179	51444 84181	   	198.76	DCR|2VULN|2AART|1ASPD|1DUR	1MBVNT|25VULN|3RMIN|47AART|6RCR|8ASPD|9ERES|aDUR
180	54213 17333	 * 	198.36	DCR|3DMG|1AART|2CDMG|1ASPD|1AAC	1MBVNT|28CDMG|3AART|4AAC|568DMG|7RCR|8BPWR|9FEWX|aASPD
181	54213 17363	   	198.36	DCR|3DMG|1AART|2CDMG|1ASPD|1AAC	1MBVNT|28CDMG|3AART|4AAC|568DMG|7RCR|8BPWR|9LWND|aASPD
182	51444 37331	   	198.30	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR|2RMIN	1MBVNT|25VULN|3aRMIN|4AART|6CDMG|7RCR|8DUR|9ASPD
183	51444 37361	   	198.30	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|2RMIN	1MBVNT|25VULN|3aRMIN|4AART|6CDMG|7RCR|8DUR|9DMG
184	54213 17313	   	198.26	DCR|3DMG|1AART|2CDMG|1ASPD|1AAC	1MBVNT|28CDMG|3AART|4AAC|568DMG|7RCR|8BPWR|9DUST|aASPD
185	51544 37423	   	198.20	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1MBVNT|25aVULN|3AME|4AART|6CDMG|7RCR|8DUR|9ZMB
186	51744 37423	   	198.10	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1MBVNT|25aVULN|3TLV|4AART|6CDMG|7RCR|8DUR|9ZMB
187	12321 15435	   	197.86	DCR|3VULN|2DMG|1CDMG|1ZMB	1CGEN|259VULN|3ZMB|47DMG|6CDMG|8RPLT|aRCR
188	12321 15661	   	197.86	DCR|3VULN|2DMG|1CDMG|1ZMB	1CGEN|259VULN|3ZMB|47DMG|6CDMG|8LWND|aRCR
189	12321 63161	   	197.86	DCR|3VULN|2DMG|1CDMG|1ZMB	1CGEN|259VULN|3ZMB|46DMG|7LWND|8CDMG|aRCR
190	54343 33372	   	197.75	DCR|3ASPD|3CDMG|1VULN|1DMG	1MBVNT|245CDMG|349ASPD|4BPWR|6DMG|7VULN|8RCR|aRCVC
191	51362 47433	   	197.52	DCR|2VULN|1AART|2CDMG|1ASPD|1DUR	1MBVNT|2aVULN|36CDMG|4AART|5AME|7RCR|8DUR|9ASPD
192	51361 47433	   	197.42	DCR|2VULN|1AART|2CDMG|1ASPD|1DUR	1MBVNT|2aVULN|36CDMG|4AART|5ERES|7RCR|8DUR|9ASPD
193	54343 33374	   	197.42	DCR|3ASPD|3CDMG|1VULN|1DMG	1MBVNT|245CDMG|349ASPD|4BPWR|6DMG|7VULN|8RCR|aLWND
194	54343 33371	   	197.32	DCR|3ASPD|3CDMG|1VULN|1DMG	1MBVNT|245CDMG|349ASPD|4BPWR|6DMG|7VULN|8RCR|aERES
195	54343 33373	   	197.32	DCR|3ASPD|3CDMG|1VULN|1DMG	1MBVNT|245CDMG|349ASPD|4BPWR|6DMG|7VULN|8RCR|aTLV
196	54343 33378	   	197.32	DCR|3ASPD|3CDMG|1VULN|1DMG|1MSE	1MBVNT|245CDMG|349ASPD|4BPWR|6DMG|7VULN|8RCR|aMSE
197	54213 17241	   	197.18	DCR|3DMG|2AART|1CDMG|1AAC|1ZMB	1MBVNT|2CDMG|3aAART|4AAC|568DMG|7RCR|9ZMB
198	51544 84143	   	197.16	DCR|2VULN|2AART|1ASPD|2ZMB	1MBVNT|25VULN|3AME|47AART|6RCR|8ASPD|9aZMB
199	51744 84143	   	197.06	DCR|2VULN|2AART|1ASPD|2ZMB	1MBVNT|25VULN|3TLV|47AART|6RCR|8ASPD|9aZMB
200	51444 37127	   	197.03	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1MBVNT|25VULN|3RMIN|4AART|6CDMG|7RCR|8SPLJET|9ASPD|aDUR
201	51444 37333	   	197.03	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1MBVNT|25VULN|3RMIN|4AART|6CDMG|7RCR|8DUR|9ASPD|aLHND
202	51444 37334	   	197.03	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1MBVNT|25VULN|3RMIN|4AART|6CDMG|7RCR|8DUR|9ASPD|aCGEN
203	51444 37335	   	197.03	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1MBVNT|25VULN|3RMIN|4AART|6CDMG|7RCR|8DUR|9ASPD|aMLV
204	51444 37363	   	197.03	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|25VULN|3RMIN|4AART|6CDMG|7RCR|8DUR|9DMG|aLHND
205	51444 37364	   	197.03	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|25VULN|3RMIN|4AART|6CDMG|7RCR|8DUR|9DMG|aCGEN
206	51447 37332	   	197.03	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1MBVNT|2aVULN|3RMIN|4AART|5AELBLL|6CDMG|7RCR|8DUR|9ASPD
207	54343 13864	   	196.97	DCR|2ASPD|3CDMG|1VULN|1DMG|1DUR	1MBVNT|245CDMG|34ASPD|4BPWR|6RMIN|7VULN|8RCR|9DMG|aDUR
208	13321 15351	   	196.94	DCR|3VULN|1ASPD|1DMG|1CDMG	1CGEN|2ASPD|3RMIN|458VULN|6CDMG|7DMG|9MLV|aRCR
209	13321 65161	   	196.84	DCR|3VULN|1ASPD|1DMG|1CDMG	1CGEN|2ASPD|3RMIN|459VULN|6DMG|7ERES|8CDMG|aRCR
210	51444 37622	   	196.83	DCR|3VULN|1AART|1CDMG|1ZMB	1MBVNT|25aVULN|3RMIN|4AART|6CDMG|7RCR|8LHND|9ZMB
211	54342 83415	 * 	196.83	DCR|2ASPD|3CDMG|1VULN|1NUKE|1ZMB	1MBVNT|246CDMG|34ASPD|4BPWR|5LIT|7RCR|8VULN|9ZMB|aNUKE
212	54722 51313	   	196.43	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1MBVNT|2CDMG|3RPLT|4ZMB|58VULN|6AART|7DUR|9RCR|aASPD
213	51544 83233	   	196.26	DCR|2VULN|2ASPD|1AART|1ZMB	1MBVNT|25VULN|3AME|4AART|6RCR|79ASPD|8RMIN|aZMB
214	51744 83233	   	196.16	DCR|2VULN|2ASPD|1AART|1ZMB	1MBVNT|25VULN|3TLV|4AART|6RCR|79ASPD|8RMIN|aZMB
215	12343 54544	   	196.01	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|269VULN|3ZMB|4MBVNT|5DMG|7AART|8DUR|aRCR
216	14322 12222	 * 	195.94	DCR|3DMG|2ASPD|1VULN	1CGEN|268DMG|3RMIN|4VULN|5LIT|7RCR|9aASPD
217	51444 61447	   	195.92	DCR|3VULN|2AART|1ZMB|2RMIN	1MBVNT|259VULN|37RMIN|46AART|8RCR|9BPWR|aZMB
218	51444 84112	   	195.82	DCR|3AART|2VULN|1ASPD	1MBVNT|25VULN|3RMIN|479AART|6RCR|8ASPD|aAELBLL
219	51444 84114	   	195.82	DCR|3AART|2VULN|1ASPD	1MBVNT|25VULN|3RMIN|479AART|6RCR|8ASPD|aRPLT
220	51444 84116	   	195.82	DCR|3AART|2VULN|1ASPD	1MBVNT|25VULN|3RMIN|479AART|6RCR|8ASPD|aFEWX
221	51444 83623	   	195.81	DCR|2VULN|1AART|1ASPD|1DMG|2RMIN	1MBVNT|25VULN|38RMIN|4AART|6RCR|7ASPD|9FEWX|aDMG
222	51444 83632	   	195.81	DCR|2VULN|1AART|1ASPD|1DMG|2RMIN	1MBVNT|25VULN|38RMIN|4AART|6RCR|7ASPD|9AELBLL|aDMG
223	12343 74544	   	195.77	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1CGEN|29VULN|3ZMB|4MBVNT|56DMG|7AART|8DUR|aRCR
224	54344 41345	   	195.72	DCR|2VULN|2ASPD|2CDMG|1DMG	1MBVNT|24CDMG|34ASPD|4BPWR|5DUST|6aVULN|7DMG|8AME|9RCR
225	54346 31345	   	195.72	DCR|2VULN|2ASPD|2CDMG|1DMG	1MBVNT|24CDMG|34ASPD|4BPWR|5aVULN|6DUST|7DMG|8AME|9RCR
226	51444 83523	   	195.72	DCR|2VULN|1AART|1ASPD|1DMG	1MBVNT|25VULN|3RMIN|4AART|6RCR|7ASPD|8RCVC|9FEWX|aDMG
227	51444 83532	   	195.72	DCR|2VULN|1AART|1ASPD|1DMG	1MBVNT|25VULN|3RMIN|4AART|6RCR|7ASPD|8RCVC|9AELBLL|aDMG
228	51444 84113	   	195.72	DCR|3AART|2VULN|1ASPD	1MBVNT|25VULN|3RMIN|479AART|6RCR|8ASPD|aERES
229	51444 84117	   	195.72	DCR|3AART|2VULN|1ASPD|1MSE	1MBVNT|25VULN|3RMIN|479AART|6RCR|8ASPD|aMSE
230	51444 84118	   	195.72	DCR|3AART|2VULN|1ASPD	1MBVNT|25VULN|3RMIN|479AART|6RCR|8ASPD|aTLV
231	51481 44447	   	195.70	DCR|4VULN|1AART|1ZMB|2RMIN	1MBVNT|2569VULN|34RMIN|69BPWR|7AART|8RCR|aZMB
232	54344 41645	   	195.62	DCR|2VULN|2ASPD|2CDMG|1DMG	1MBVNT|24CDMG|34ASPD|4BPWR|5DUST|6aVULN|7DMG|8ERES|9RCR
233	54344 84133	   	195.39	DCR|2ASPD|1VULN|1AART|2CDMG|1ZMB	1MBVNT|24CDMG|34ASPD|4BPWR|5DUST|6RCR|7ZMB|8LWND|9AART|aVULN
234	54344 84233	   	195.39	DCR|2ASPD|1VULN|1AART|2CDMG|1ZMB	1MBVNT|24CDMG|34ASPD|4BPWR|5DUST|6RCR|7ZMB|8FEWX|9AART|aVULN
235	54344 84733	   	195.39	DCR|2ASPD|1VULN|1AART|2CDMG|1ZMB	1MBVNT|24CDMG|34ASPD|4BPWR|5DUST|6RCR|7ZMB|8BEXP|9AART|aVULN
236	51444 83373	   	195.29	DCR|2VULN|1AART|1ASPD|1DMG	1MBVNT|25VULN|3RMIN|4AART|6RCR|7ASPD|8FEWX|9RCVC|aDMG
237	54344 82733	   	195.29	DCR|2ASPD|1AART|1VULN|2CDMG|1ZMB	1MBVNT|24CDMG|34ASPD|4BPWR|5DUST|6RCR|7LEGI|8ZMB|9AART|aVULN
238	54213 13683	   	195.28	DCR|2VULN|2DMG|1AART|1CDMG|1AAC	1MBVNT|2CDMG|3AART|4AAC|56DMG|7BEXP|8aVULN|9RCR
239	54213 18383	   	195.28	DCR|2VULN|2DMG|1AART|1CDMG|1AAC	1MBVNT|2CDMG|3AART|4AAC|56DMG|7aVULN|8LWND|9RCR
240	54213 18483	   	195.28	DCR|2VULN|2DMG|1AART|1CDMG|1AAC	1MBVNT|2CDMG|3AART|4AAC|56DMG|7aVULN|8FEWX|9RCR
241	54233 14683	   	195.28	DCR|2VULN|2DMG|1AART|1CDMG	1MBVNT|2CDMG|3AART|4MLV|56DMG|7DUST|8aVULN|9RCR
242	51444 83273	   	195.19	DCR|2VULN|1AART|1ASPD|1DMG	1MBVNT|25VULN|3RMIN|4AART|6RCR|7ASPD|8DUST|9RCVC|aDMG
243	51361 47411	   	195.19	DCR|3VULN|1AART|2CDMG|1DUR	1MBVNT|29aVULN|36CDMG|4AART|5ERES|7RCR|8DUR
244	54213 14683	   	195.18	DCR|2VULN|2DMG|1AART|1CDMG|1AAC	1MBVNT|2CDMG|3AART|4AAC|56DMG|7DUST|8aVULN|9RCR
245	51444 37427	   	195.07	DCR|2VULN|2AART|1CDMG|1ZMB	1MBVNT|25VULN|3RMIN|48AART|6CDMG|7RCR|9BEXP|aZMB
246	51444 37447	   	195.07	DCR|2VULN|2AART|1CDMG|1ZMB	1MBVNT|25VULN|3RMIN|48AART|6CDMG|7RCR|9LHND|aZMB
247	54742 33115	   	195.06	DCR|2DMG|1AART|1VULN|1ASPD|1CDMG	1MBVNT|2CDMG|3RPLT|46DMG|5VULN|7AART|8LHND|9RCR|aASPD
248	54742 33315	   	195.06	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1MBVNT|2CDMG|3RPLT|46DMG|5VULN|7AART|8FEWX|9RCR|aASPD
249	54213 17543	 * 	194.97	DCR|2AART|2DMG|1VULN|1CDMG|1AAC	1MBVNT|2CDMG|39AART|4AAC|56DMG|7RCR|8FEWX|aVULN
250	54213 17843	   	194.97	DCR|2AART|2DMG|1VULN|1CDMG|1AAC	1MBVNT|2CDMG|39AART|4AAC|56DMG|7RCR|8BEXP|aVULN
251	54742 33215	   	194.96	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1MBVNT|2CDMG|3RPLT|46DMG|5VULN|7AART|8DUST|9RCR|aASPD
252	54213 17443	   	194.87	DCR|2AART|2DMG|1VULN|1CDMG|1AAC	1MBVNT|2CDMG|39AART|4AAC|56DMG|7RCR|8DUST|aVULN
253	51444 37313	   	194.80	DCR|3VULN|1AART|1CDMG|1DUR	1MBVNT|259VULN|3RMIN|4AART|6CDMG|7RCR|8DUR|aLIT
254	51444 37315	   	194.80	DCR|3VULN|1AART|1CDMG|1DUR	1MBVNT|259VULN|3RMIN|4AART|6CDMG|7RCR|8DUR|aCGEN
255	51444 37318	   	194.80	DCR|3VULN|1AART|1CDMG|1DUR	1MBVNT|259VULN|3RMIN|4AART|6CDMG|7RCR|8DUR|aBEXP
256	51444 37311	   	194.70	DCR|3VULN|1AART|1CDMG|1DUR	1MBVNT|259VULN|3RMIN|4AART|6CDMG|7RCR|8DUR|aERES
257	51444 37312	   	194.70	DCR|3VULN|1AART|1CDMG|1DUR|1MSE	1MBVNT|259VULN|3RMIN|4AART|6CDMG|7RCR|8DUR|aMSE
258	51444 37314	   	194.70	DCR|3VULN|1AART|1CDMG|1DUR|1SELL	1MBVNT|259VULN|3RMIN|4AART|6CDMG|7RCR|8DUR|aSELL
259	14631 63132	   	194.67	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1CGEN|2DMG|3ASPD|4LHND|57VULN|6RCR|8ZMB|9CDMG|aRMIN
260	54343 33332	   	194.58	DCR|2ASPD|3CDMG|1VULN|1DMG|1ZMB|1SELL	1MBVNT|245CDMG|34ASPD|4BPWR|6DMG|7VULN|8RCR|9SELL|aZMB
261	54213 17228	   	194.55	DCR|3DMG|1VULN|1AART|1CDMG|1AAC	1MBVNT|2CDMG|3AART|4AAC|568DMG|7RCR|9DMSP|aVULN
262	54213 17234	   	194.55	DCR|3DMG|1VULN|1AART|1CDMG|1AAC	1MBVNT|2CDMG|3AART|4AAC|568DMG|7RCR|9FEWX|aVULN
263	54213 17264	   	194.55	DCR|3DMG|1VULN|1AART|1CDMG|1AAC	1MBVNT|2CDMG|3AART|4AAC|568DMG|7RCR|9LWND|aVULN
264	51444 81135	   	194.54	DCR|2VULN|1AART|1ASPD|1DMG	1MBVNT|25VULN|3RMIN|4AART|6RCR|7MLV|8LHND|9ASPD|aDMG
265	51444 81733	   	194.54	DCR|2VULN|1AART|1ASPD|1DMG	1MBVNT|25VULN|3RMIN|4AART|6RCR|7MLV|8AME|9ASPD|aDMG
266	51444 83442	   	194.54	DCR|2VULN|1AART|1ASPD|1DMG	1MBVNT|25VULN|3RMIN|4AART|6RCR|7ASPD|8RPLT|9BEXP|aDMG
267	51444 83462	   	194.54	DCR|2VULN|1AART|1ASPD|1DMG	1MBVNT|25VULN|3RMIN|4AART|6RCR|7ASPD|8RPLT|9LHND|aDMG
268	51444 83711	   	194.54	DCR|2VULN|1AART|1ASPD|1DMG	1MBVNT|25VULN|3RMIN|4AART|6RCR|7ASPD|8DMG|9CGEN|aBEXP
269	14321 63161	   	194.47	DCR|3VULN|2DMG|1CDMG	1CGEN|26DMG|3RMIN|459VULN|7LWND|8CDMG|aRCR
270	54213 17214	   	194.45	DCR|3DMG|1VULN|1AART|1CDMG|1AAC	1MBVNT|2CDMG|3AART|4AAC|568DMG|7RCR|9DUST|aVULN
271	51444 81435	   	194.44	DCR|2VULN|1AART|1ASPD|1DMG	1MBVNT|25VULN|3RMIN|4AART|6RCR|7MLV|8DUST|9ASPD|aDMG
272	51444 83145	   	194.44	DCR|2VULN|1AART|1ASPD|1DMG	1MBVNT|25VULN|3RMIN|4AART|6RCR|7ASPD|8LHND|9ERES|aDMG
273	51444 83345	   	194.44	DCR|2VULN|1AART|1ASPD|1DMG	1MBVNT|25VULN|3RMIN|4AART|6RCR|7ASPD|8FEWX|9ERES|aDMG
274	51444 83412	   	194.44	DCR|2VULN|1AART|1ASPD|1DMG	1MBVNT|25VULN|3RMIN|4AART|6RCR|7ASPD|8RPLT|9DUST|aDMG
275	51444 83712	   	194.44	DCR|2VULN|1AART|1ASPD|1DMG	1MBVNT|25VULN|3RMIN|4AART|6RCR|7ASPD|8DMG|9CGEN|aTLV
276	51444 83833	   	194.44	DCR|2VULN|1AART|1ASPD|1DMG	1MBVNT|25VULN|3RMIN|4AART|6RCR|7ASPD|8CGEN|9ERES|aDMG
277	51444 83641	   	194.38	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR|2RMIN	1MBVNT|25VULN|38RMIN|4AART|6RCR|7ASPD|9ZMB|aDUR
278	51444 83245	   	194.34	DCR|2VULN|1AART|1ASPD|1DMG	1MBVNT|25VULN|3RMIN|4AART|6RCR|7ASPD|8DUST|9ERES|aDMG
279	51444 83721	   	194.34	DCR|2VULN|1AART|1ASPD|1DMG|1MSE	1MBVNT|25VULN|3RMIN|4AART|6RCR|7ASPD|8DMG|9MSE|aRCVC
280	51444 83722	   	194.34	DCR|2VULN|1AART|1ASPD|1DMG|1MSE	1MBVNT|25VULN|3RMIN|4AART|6RCR|7ASPD|8DMG|9MSE|aBEXP
281	51444 83723	   	194.34	DCR|2VULN|1AART|1ASPD|1DMG|1MSE	1MBVNT|25VULN|3RMIN|4AART|6RCR|7ASPD|8DMG|9MSE|aCGEN
282	51444 83724	   	194.34	DCR|2VULN|1AART|1ASPD|1DMG|1MSE	1MBVNT|25VULN|3RMIN|4AART|6RCR|7ASPD|8DMG|9MSE|aLWND
283	51444 83541	   	194.30	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1MBVNT|25VULN|3RMIN|4AART|6RCR|7ASPD|8RCVC|9ZMB|aDUR
284	51544 37431	   	194.26	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1MBVNT|25VULN|3AME|4AART|6CDMG|7RCR|8DUR|9ASPD|aRMIN
285	51544 62144	   	194.25	DCR|2VULN|2AART|1ASPD|1ZMB|1DUR	1MBVNT|25VULN|3AME|46AART|7DUR|8ASPD|9ZMB|aRCR
286	51544 83231	   	194.23	DCR|2VULN|2ASPD|1AART|1DUR	1MBVNT|25VULN|3AME|4AART|6RCR|79ASPD|8RMIN|aDUR
287	51744 37431	   	194.16	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1MBVNT|25VULN|3TLV|4AART|6CDMG|7RCR|8DUR|9ASPD|aRMIN
288	51744 62144	   	194.15	DCR|2VULN|2AART|1ASPD|1ZMB|1DUR	1MBVNT|25VULN|3TLV|46AART|7DUR|8ASPD|9ZMB|aRCR
289	51744 83231	   	194.13	DCR|2VULN|2ASPD|1AART|1DUR	1MBVNT|25VULN|3TLV|4AART|6RCR|79ASPD|8RMIN|aDUR
290	13642 42331	 * 	194.06	DCR|3ASPD|1VULN|1AART|1DMG	14CGEN|234ASPD|4BPWR|5VULN|6AART|7RCR|8aRCVC|9DMG
291	51234 71212	   	194.03	DCR|3VULN|1ASPD|1DMG|1DUR	1MBVNT|279VULN|3LEGI|4DUR|5ASPD|6RCR|8RMIN|aDMG
292	51234 71233	   	194.03	DCR|3VULN|1ASPD|1DMG|1DUR	1MBVNT|27aVULN|3LEGI|4DUR|5ASPD|6RCR|8RMIN|9DMG
293	51544 84144	   	193.95	DCR|2VULN|2AART|1ASPD|1ZMB	1MBVNT|25VULN|3AME|47AART|6RCR|8ASPD|9ZMB|aLWND
294	51444 61445	   	193.90	DCR|3VULN|2AART|1DUR|2RMIN	1MBVNT|259VULN|37RMIN|46AART|8RCR|9BPWR|aDUR
295	51444 83426	   	193.89	DCR|2VULN|2AART|1ASPD|1AAC	1MBVNT|25VULN|3RMIN|49AART|6RCR|7ASPD|8RPLT|aAAC
296	51544 84142	   	193.85	DCR|2VULN|2AART|1ASPD|1ZMB	1MBVNT|25VULN|3AME|47AART|6RCR|8ASPD|9ZMB|aDUST
297	51744 84144	   	193.85	DCR|2VULN|2AART|1ASPD|1ZMB	1MBVNT|25VULN|3TLV|47AART|6RCR|8ASPD|9ZMB|aLWND
298	51541 24734	   	193.82	DCR|2VULN|2ASPD|1AART|1DMG	1MBVNT|28VULN|3AME|4AART|5LWND|69ASPD|7DMG|aRCR
299	52147 24734	   	193.82	DCR|2VULN|2ASPD|1AART|1DMG	1MBVNT|2AME|3LWND|4AART|58VULN|69ASPD|7DMG|aRCR
300	54344 81831	   	193.81	DCR|2ASPD|1AART|2CDMG|1DMG|1DUR	1MBVNT|24CDMG|34ASPD|4BPWR|5DUST|6RCR|7DMG|8DUR|9AART|aRMIN
301	54213 42683	   	193.76	DCR|2VULN|2AART|1DMG|1CDMG|1AAC	1MBVNT|2CDMG|37AART|4AAC|5DMG|6BEXP|8aVULN|9RCR
302	51744 84142	   	193.75	DCR|2VULN|2AART|1ASPD|1ZMB	1MBVNT|25VULN|3TLV|47AART|6RCR|8ASPD|9ZMB|aDUST
303	13642 42332	   	193.74	DCR|3ASPD|1VULN|1AART|1DMG	14CGEN|234ASPD|4BPWR|5VULN|6AART|7RCR|8RCVC|9DMG|aBEXP
304	13642 42333	   	193.74	DCR|3ASPD|1VULN|1AART|1DMG	14aCGEN|234ASPD|4BPWR|5VULN|6AART|7RCR|8RCVC|9DMG
305	51741 24734	   	193.72	DCR|2VULN|2ASPD|1AART|1DMG	1MBVNT|28VULN|3TLV|4AART|5LWND|69ASPD|7DMG|aRCR
306	21122 12534	   	193.68	DCR|2VULN|2DMG|1AART|1CDMG	19LHND|2CDMG|3DMSP|49VULN|5LIT|6CGEN|7AART|89DMG|9BPWR|aRCR
307	21322 12534	   	193.68	DCR|2VULN|2DMG|1AART|1CDMG	139LHND|2CDMG|49VULN|5LIT|6CGEN|7AART|89DMG|9BPWR|aRCR
308	41122 12534	   	193.68	DCR|2VULN|2DMG|1AART|1CDMG	19LWND|2CDMG|3DMSP|49VULN|5LIT|6CGEN|7AART|89DMG|9BPWR|aRCR
309	51481 44445	   	193.67	DCR|4VULN|1AART|1DUR|2RMIN	1MBVNT|2569VULN|34RMIN|69BPWR|7AART|8RCR|aDUR
310	51313 34128	 * 	193.59	DCR|3VULN|1MDPS|2ASPD|2CDMG	1MBVNT|25aVULN|3aCDMG|4FEWX|6MDPS|7BEXP|8aASPD|9RCR|aBPWR
311	54348 14381	   	193.55	DCR|2ASPD|1VULN|1AART|2CDMG|1ZMB	1MBVNT|24CDMG|34ASPD|4BPWR|5ZMB|6DUST|7AART|8VULN|9RCR|aRMIN
312	51544 37234	   	193.38	DCR|2VULN|1AART|2CDMG|1ASPD	1MBVNT|25VULN|3AME|4AART|6aCDMG|7RCR|8RMIN|9ASPD
313	51361 47231	   	193.28	DCR|2VULN|1AART|2CDMG|1ASPD	1MBVNT|2aVULN|36CDMG|4AART|5ERES|7RCR|8RMIN|9ASPD
314	51744 37234	   	193.28	DCR|2VULN|1AART|2CDMG|1ASPD	1MBVNT|25VULN|3TLV|4AART|6aCDMG|7RCR|8RMIN|9ASPD
315	51238 51433	   	193.24	DCR|2VULN|1AART|1ASPD|1CDMG|2DUR	1MBVNT|25VULN|3LEGI|47DUR|6AART|8RCR|9ASPD|aCDMG
316	51444 88432	   	193.12	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MBVNT|25VULN|3RMIN|4AART|6RCR|7ZMB|8RPLT|9DUR|aDMG
317	51444 37343	   	193.05	DCR|2VULN|2AART|1CDMG|1DUR	1MBVNT|25VULN|3RMIN|49AART|6CDMG|7RCR|8DUR|aLIT
318	51444 37345	   	193.05	DCR|2VULN|2AART|1CDMG|1DUR	1MBVNT|25VULN|3RMIN|49AART|6CDMG|7RCR|8DUR|aCGEN
319	51444 37348	   	193.05	DCR|2VULN|2AART|1CDMG|1DUR	1MBVNT|25VULN|3RMIN|49AART|6CDMG|7RCR|8DUR|aBEXP
320	12531 32264	   	193.03	DCR|3VULN|3DMG	19CGEN|29aVULN|3LIT|4DMSP|5TLV|689DMG|7RCR|9BPWR
321	12531 32661	   	193.03	DCR|3VULN|3DMG	19CGEN|289VULN|3LIT|4DMSP|5TLV|69aDMG|7RCR|9BPWR
