0	Index      	 *	Score 	Summary	Detail	
1	32562 11123	 * 	220.68	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	1RMIN|2AART|3DUR|489VULN|5DUST|6RCR|7ASPD|aDMG
162	26542 11233	   	192.80	DCR|2AART|2ASPD|1VULN|1DUR	1LWND|2VULN|3aAART|4RMIN|5DUR|6RCR|79ASPD|8LHND
163	32222 11133	   	192.80	DCR|2AART|2ASPD|1VULN|1DUR	1RMIN|2aAART|3FEWX|4LWND|5DUR|6RCR|79ASPD|8VULN
164	32322 11233	   	192.80	DCR|2AART|2ASPD|1VULN|1DUR	1RMIN|2aAART|3VULN|4LWND|5DUR|6RCR|79ASPD|8LHND
165	32561 11233	   	192.80	DCR|2AART|2ASPD|1VULN|1DUR	1RMIN|2aAART|3DUR|4VULN|5LWND|6RCR|79ASPD|8LHND
166	32261 11433	   	192.80	DCR|2AART|2ASPD|1VULN|1DUR	1RMIN|2aAART|3FEWX|4VULN|5LWND|6RCR|79ASPD|8DUR
167	32562 11233	   	192.70	DCR|2AART|2ASPD|1VULN|1DUR	1RMIN|2aAART|3DUR|4VULN|5DUST|6RCR|79ASPD|8LHND
168	26111 16413	   	192.50	DCR|1SPLARM|2VULN|1ASPD|1DMG|1CDMG	1LWND|25VULN|3CDMG|4ERES|6ASPD|7RCR|8SPLARM|9LEGI|aDMG
169	32261 11121	   	192.41	DCR|3VULN|1AART|1ASPD	1RMIN|2AART|3FEWX|489VULN|5LWND|6RCR|7ASPD|aRPLT
170	32261 11122	   	192.41	DCR|3VULN|1AART|1ASPD	1RMIN|2AART|3FEWX|489VULN|5LWND|6RCR|7ASPD|aLIT
171	32261 11124	   	192.41	DCR|3VULN|1AART|1ASPD	1RMIN|2AART|3FEWX|489VULN|5LWND|6RCR|7ASPD|aLHND
172	32261 11125	   	192.41	DCR|3VULN|1AART|1ASPD	1RMIN|2AART|3FEWX|489VULN|5LWND|6RCR|7ASPD|aBEXP
173	32262 11121	   	192.31	DCR|3VULN|1AART|1ASPD	1RMIN|2AART|3FEWX|489VULN|5DUST|6RCR|7ASPD|aRPLT
174	32262 11122	   	192.31	DCR|3VULN|1AART|1ASPD	1RMIN|2AART|3FEWX|489VULN|5DUST|6RCR|7ASPD|aLIT
175	32262 11124	   	192.31	DCR|3VULN|1AART|1ASPD	1RMIN|2AART|3FEWX|489VULN|5DUST|6RCR|7ASPD|aLHND
176	32262 11125	   	192.31	DCR|3VULN|1AART|1ASPD	1RMIN|2AART|3FEWX|489VULN|5DUST|6RCR|7ASPD|aBEXP
177	32262 11126	   	192.31	DCR|3VULN|1AART|1ASPD	1RMIN|2AART|3aFEWX|489VULN|5DUST|6RCR|7ASPD
178	32261 11126	   	192.31	DCR|3VULN|1AART|1ASPD|1MSE	1RMIN|2AART|3FEWX|489VULN|5LWND|6RCR|7ASPD|aMSE
179	32261 15123	   	192.31	DCR|3VULN|1AART|1DMG|1AAC	1RMIN|2AART|3FEWX|489VULN|5LWND|6RCR|7AAC|aDMG
180	11111 26136	   	192.27	DCR|2ASPD|1AART|1VULN|1CDMG|1ZMB|1DUR	1AART|2LIT|3DUR|4DUST|59ASPD|6VULN|7CDMG|8RCR|aZMB
181	32262 15123	   	192.21	DCR|3VULN|1AART|1DMG|1AAC	1RMIN|2AART|3FEWX|489VULN|5DUST|6RCR|7AAC|aDMG
182	11313 21433	   	192.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1AART|2LIT|3DMSP|4DUR|5CDMG|6RCR|7ASPD|8aVULN|9LWND
183	11313 21463	   	192.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1AART|2LIT|3DMSP|4DUR|5CDMG|6RCR|7ASPD|8aVULN|9FEWX
184	32356 23314	   	192.08	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR|2RMIN	14RMIN|2AART|3VULN|5ASPD|6DUR|7DMG|8CDMG|9FEWX|aRCR
185	26243 31234	   	192.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1LWND|27VULN|3ZMB|4DMG|5ASPD|6CGEN|8MLV|9RCR|aAART
186	26243 31334	   	192.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1LWND|27VULN|3ZMB|4DMG|5ASPD|6CGEN|8AME|9RCR|aAART
187	22121 35256	   	191.96	DCR|2VULN|2AART|1DMG|1CDMG	1LWND|2LHND|3CDMG|4DMG|56VULN|79AART|8BEXP|aRCR
188	22121 33325	   	191.91	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	1LWND|2LHND|3aCDMG|4DMG|56VULN|7ASPD|8RCR|9DUR
189	22121 33361	   	191.91	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	1LWND|2LHND|39CDMG|4DMG|56VULN|7ASPD|8RCR|aDUR
190	24221 33325	   	191.91	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	1LWND|2aCDMG|3LHND|4DMG|56VULN|7ASPD|8RCR|9DUR
191	24221 33361	   	191.91	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	1LWND|29CDMG|3LHND|4DMG|56VULN|7ASPD|8RCR|aDUR
192	24146 31231	   	191.90	DCR|2DMG|2ASPD|1VULN|1CDMG|1DUR	1LWND|2CDMG|3DUR|4VULN|5MLV|69ASPD|78DMG|aRCR
193	26535 13332	   	191.87	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1LWND|2VULN|3AART|4BEXP|5CGEN|6RCR|7ZMB|8DMG|9aASPD
194	24111 31231	   	191.80	DCR|2DMG|2ASPD|1VULN|1CDMG|1DUR	1LWND|2CDMG|3DUR|4ERES|5VULN|69ASPD|78DMG|aRCR
195	26113 31231	   	191.80	DCR|2DMG|2ASPD|1VULN|1CDMG|1DUR	1LWND|2VULN|3CDMG|4ERES|5DUR|69ASPD|78DMG|aRCR
196	26121 33611	   	191.76	DCR|3VULN|1ASPD|1DMG|1CDMG|1SELL	1LWND|256VULN|3CDMG|4DMG|7ASPD|8SELL|9RCR|aCGEN
197	31246 31352	 * 	191.74	DCR|3DMG|1VULN|1AART|1DUR	1RMIN|2LWND|3FEWX|469DMG|5DUR|7VULN|8RCR|aAART
198	32333 32652	 * 	191.69	DCR|3VULN|3AART	1RMIN|269AART|38aVULN|4VENFST|5LWND|7RCR
199	24312 16231	   	191.68	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1LWND|2CDMG|3AIRARM|4DUR|5TLV|6RCR|7ASPD|8DMG|9AART|aVULN
200	24316 16231	   	191.68	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1LWND|2CDMG|3AIRARM|4DUR|5ERES|6RCR|7ASPD|8DMG|9AART|aVULN
201	26121 33612	   	191.66	DCR|3VULN|1ASPD|1DMG|1CDMG|1SELL|1MSE	1LWND|256VULN|3CDMG|4DMG|7ASPD|8SELL|9RCR|aMSE
202	26121 33614	   	191.66	DCR|3VULN|1ASPD|1DMG|1CDMG|1SELL	1LWND|256VULN|3CDMG|4DMG|7ASPD|8SELL|9RCR|aAIRARM
203	26121 33615	   	191.66	DCR|3VULN|1ASPD|1DMG|1CDMG|1SELL	1LWND|256VULN|3CDMG|4DMG|7ASPD|8SELL|9RCR|aERES
204	22143 15354	 * 	191.53	DCR|3VULN|2DMG|1CDMG	16LWND|2LHND|3CDMG|456VULN|6BPWR|7MBVNT|8RCR|9aDMG
205	11111 26162	 * 	191.22	DCR|2AART|1VULN|2CDMG|1ASPD|1DUR	1aAART|2LIT|3DUR|4DUST|5ASPD|6VULN|79CDMG|8RCR
206	12342 21423	   	191.15	DCR|2VULN|1AART|1ASPD|1CDMG	1AART|2CGEN|3CDMG|4LIT|5RMIN|6RCR|7ASPD|89VULN|aRCVC
207	11221 52532	   	191.14	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	1AART|2LIT|3MLV|4ASPD|5ZMB|67DMG|8RCR|9LEGI|aVULN
208	11621 52532	   	191.04	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	1AART|2LIT|3TLV|4ASPD|5ZMB|67DMG|8RCR|9LEGI|aVULN
209	32262 11513	   	190.99	DCR|2AART|1VULN|1ASPD|1DMG	1RMIN|28AART|3FEWX|4VULN|5DUST|6RCR|7ASPD|9RCVC|aDMG
210	26542 13112	   	190.99	DCR|3VULN|1AART|1ZMB|1DUR	1LWND|28aVULN|3AART|4RMIN|5DUR|6RCR|7ZMB|9BELT
211	32322 13112	   	190.99	DCR|3VULN|1AART|1ZMB|1DUR	1RMIN|2AART|38aVULN|4LWND|5DUR|6RCR|7ZMB|9BELT
212	32561 13112	   	190.99	DCR|3VULN|1AART|1ZMB|1DUR	1RMIN|2AART|3DUR|48aVULN|5LWND|6RCR|7ZMB|9BELT
213	12342 21425	   	190.83	DCR|2VULN|1AART|1ASPD|1CDMG	1AART|2CGEN|3CDMG|4LIT|5RMIN|6RCR|7ASPD|89VULN|aAME
214	12342 21426	   	190.83	DCR|2VULN|1AART|1ASPD|1CDMG	1AART|2CGEN|3CDMG|4LIT|5RMIN|6RCR|7ASPD|89VULN|aRPLT
215	12342 21453	   	190.83	DCR|2VULN|1AART|1ASPD|1CDMG	1AART|2CGEN|3CDMG|4LIT|5RMIN|6RCR|7ASPD|8aVULN|9LHND
216	12342 24423	   	190.83	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2CGEN|3CDMG|4LIT|5RMIN|6RCR|7LHND|8DMG|9aVULN
217	12342 24523	   	190.83	DCR|2VULN|1AART|1ASPD|1CDMG	1AART|2CGEN|3CDMG|4LIT|5RMIN|6RCR|7LHND|8ASPD|9aVULN
218	12342 25423	   	190.83	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2CGEN|3CDMG|4LIT|5RMIN|6RCR|7LWND|8DMG|9aVULN
219	12342 25523	   	190.83	DCR|2VULN|1AART|1ASPD|1CDMG	1AART|2CGEN|3CDMG|4LIT|5RMIN|6RCR|7LWND|8ASPD|9aVULN
220	32366 23314	   	190.81	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1RMIN|2AART|3VULN|4AELBLL|5ASPD|6DUR|7DMG|8CDMG|9FEWX|aRCR
221	26121 33524	   	190.76	DCR|3VULN|1ASPD|1DMG|1CDMG	1LWND|256VULN|3CDMG|4DMG|7ASPD|8AME|9RCVC|aRCR
222	12342 21421	   	190.73	DCR|2VULN|1AART|1ASPD|1CDMG	1AART|2CGEN|3CDMG|4LIT|5RMIN|6RCR|7ASPD|89VULN|aERES
223	12342 21424	   	190.73	DCR|2VULN|1AART|1ASPD|1CDMG	1AART|2CGEN|3CDMG|4LIT|5RMIN|6RCR|7ASPD|89VULN|aDUST
224	53363 44814	   	190.71	DCR|2VULN|2DMG|1ASPD	1RCVC|2RMIN|3MBVNT|49DMG|5LHND|69CGEN|7RCR|89VULN|9BPWR|aASPD
225	14113 61126	   	190.70	DCR|2AART|2DMG|1VULN|2DUR	14AART|27LWND|37DUR|57DMG|6RCVC|7BPWR|8BELT|9RCR|aVULN
