0	Index      	Bounty	 *	Score 	Summary	Detail	
1	41112 31625	10	 * 	282.47	紫4易伤3伤害3时间1全技能	1全技能289伤害35挖尘4核689a易伤789时间89序列升级
215	25163 32222	3	   	254.62	橙4易伤2时间1等级	1a掉矿2低血量敌人358a易伤4敌人爆炸6等级7a时间9核a序列升级
216	63323 43351	5	   	254.61	橙2易伤3时间2伤害2雷电1卖塔	1a最后敌人25伤害3卖塔458时间5a序列升级6核7a雷电9a易伤
217	15113 23323	1	   	254.55	橙3易伤3伤害1时间	19a挖尘29a伤害34低血量敌人5时间6核79a易伤8随机矿9a序列升级
218	13631 52336	8	   	254.52	橙4易伤2时间1等级	157挖尘2789易伤3等级4敌人爆炸67时间7序列升级a核
219	23123 66126	3	   	254.52	橙4易伤2时间1等级	1掉矿2367易伤45时间8核9最后敌人a等级
220	15153 23321	1	   	254.45	橙3易伤3伤害1时间	19挖尘249伤害3低血量敌人5时间6核79a易伤8随机矿9序列升级
221	63153 23242	3	   	254.45	橙3易伤3伤害1时间	1最后敌人249伤害37a易伤5时间6核8金币生成
222	11384 82215	8	   	254.45	橙3易伤3伤害1等级	178挖尘24敌人爆炸3加一578易伤678伤害78序列升级9等级a核
223	23123 64324	3	   	254.42	橙4易伤2时间1等级	1掉矿2368易伤45时间7等级9赏金塔a核
224	23123 66137	3	   	254.42	橙4易伤2时间1等级	1掉矿2367易伤45时间8核9加一a等级
225	63153 23142	3	   	254.35	橙3易伤3伤害1时间	1最后敌人249伤害37a易伤5时间6核8掉矿
226	41312 15631	4	   	254.34	紫2易伤3伤害3时间2全技能1暴击	15全技能268伤害38a时间4核78易伤8序列升级9暴击
227	33513 23645	1	   	254.13	橙5易伤1时间1攻速	1挖青2379a易伤4攻速5时间6核8加一
228	13253 35362	3	   	254.07	橙3易伤1伤害1时间1暴击1攻速	1挖尘27a易伤3攻速4伤害5暴击6时间8核9雷电
229	23143 13541	3	   	253.84	橙3易伤2时间1等级1暴击	1掉矿239易伤4暴击58时间6核7雷电a等级
230	53143 14331	3	   	253.69	橙4易伤1等级1时间1暴击	1矿等238a易伤4暴击5时间6核7随机矿9等级
231	53143 16331	3	   	253.69	橙4易伤1等级1时间1暴击	1矿等238a易伤4暴击5时间6核7策反9等级
232	53163 14331	4	   	253.69	橙4易伤1等级1时间1暴击	1矿等238a易伤4暴击5时间6核7随机矿9等级
233	53163 16331	4	   	253.69	橙4易伤1等级1时间1暴击	1矿等238a易伤4暴击5时间6核7策反9等级
234	53163 22322	6	   	253.69	橙4易伤1等级1时间1暴击	1矿等239a易伤4暴击5额外掉落6核7等级8时间
235	53163 22532	6	   	253.69	橙4易伤1等级1时间1暴击	1矿等238a易伤4暴击5额外掉落6核7等级9时间
236	21162 52162	9	   	253.63	橙2易伤2伤害2时间1等级1攻速	14a掉矿25时间3a易伤6等级7攻速8a伤害9核a序列升级
237	23143 14331	3	   	253.59	橙4易伤1等级1时间1暴击	1掉矿238a易伤4暴击5时间6核7随机矿9等级
238	53143 15331	3	   	253.59	橙4易伤1等级1时间1暴击	1矿等238a易伤4暴击5时间6核7掉矿9等级
239	53163 15331	4	   	253.59	橙4易伤1等级1时间1暴击	1矿等238a易伤4暴击5时间6核7掉矿9等级
240	63211 35353	1	   	253.59	橙4易伤1等级1时间1暴击	1最后敌人2暴击3568易伤4挖尘7时间9核a等级
241	63323 32512	10	   	253.58	橙2易伤2伤害2时间1等级1攻速1卖塔	1最后敌人25伤害3卖塔45时间5序列升级68易伤7攻速9核a等级
242	63651 22333	2	   	253.48	橙3易伤2伤害2时间	16最后敌人24伤害3金币生成569易伤6序列升级78时间a核
243	65152 22333	3	   	253.48	橙3易伤2伤害2时间	16最后敌人259易伤3金币生成46伤害6序列升级78时间a核
244	41121 21541	10	   	253.46	橙2易伤3伤害1等级1时间1全技能	1全技能269伤害39挖尘4矿等5时间79易伤8核9序列升级a等级
245	53112 54425	9	   	253.41	橙4易伤1伤害1时间1全技能	1矿等2369易伤4加一5时间7伤害8核a全技能
246	63562 31333	6	   	253.38	橙3易伤2伤害2时间	17最后敌人26伤害38时间4掉矿569易伤6序列升级a核
247	33555 22333	1	   	253.38	橙3易伤2伤害2时间	1挖青239易伤46伤害56金币生成6序列升级78时间a核
248	63122 62333	4	   	253.38	橙3易伤2伤害2时间	1最后敌人26伤害359易伤4金币生成78时间a核
249	63122 62333	5	   	253.38	橙3易伤2伤害2时间	1最后敌人26伤害359易伤4金币生成78时间a核
250	43284 31744	10	   	253.33	橙3易伤2时间1伤害2全技能	14全技能28敌人爆炸3加一5伤害68a易伤78时间8序列升级9核
251	12413 13414	6	   	253.28	橙3易伤2伤害2时间	123挖尘49时间59a易伤6核7平台89伤害9序列升级
252	23352 22333	2	   	253.28	橙3易伤2伤害2时间	16掉矿259易伤3最后敌人46伤害6序列升级78时间a核
253	63562 33333	6	   	253.28	橙3易伤2伤害2时间	1最后敌人26伤害38时间47掉矿569易伤6序列升级a核
254	12426 12335	6	   	253.28	橙3易伤2伤害2时间	123挖尘47a易伤5立即金币6核8a时间9a伤害a序列升级
255	63153 41333	3	   	253.28	橙3易伤2伤害2时间	1最后敌人24伤害369易伤58时间7掉矿a核
256	13553 31233	2	   	253.18	橙3易伤2伤害2时间	1挖尘239易伤46伤害58时间7掉矿a核
257	13553 31233	3	   	253.18	橙3易伤2伤害2时间	1挖尘239易伤46伤害58时间7掉矿a核
258	33553 31333	1	   	253.18	橙3易伤2伤害2时间	1挖青239易伤46伤害58时间7掉矿a核
259	63562 32213	10	   	253.14	橙3易伤2伤害2时间1卖塔	1最后敌人26伤害38时间4掉矿56a易伤6序列升级7卖塔9核
260	63323 34513	10	   	253.14	橙3易伤2伤害2时间1卖塔	1最后敌人25伤害3卖塔45时间5序列升级68a易伤7掉矿9核
261	41315 21332	9	 * 	252.89	紫2易伤3伤害3时间2等级1全技能	1全技能269伤害38a时间4核5a等级7a易伤a序列升级
262	53352 22363	2	   	252.55	橙3易伤2伤害1时间1暴击	16矿等258易伤3最后敌人46伤害6序列升级7时间9暴击a核
