0	Index      	Bounty	 *	Score 	Summary	Detail	
1	35233 13842	8	 * 	273.33	DCR|4VULN|3DUR|3TLV	17aDUR|2DUST|37aTLV|479aVULN|5MBVNT|6DLOT|7aBPWR|8RCR
164	31423 13342	5	   	251.14	DCR|3VULN|2DUR|1TLV|1DMG	1aDUR|24FEWX|348VULN|4BPWR|5BELT|6DMG|7RCR|9TLV
165	31426 23341	9	   	251.14	DCR|3VULN|2DUR|1TLV|2CDMG|1NUKE	19DUR|24FEWX|349VULN|49BPWR|5TLV|6LWND|79CDMG|8NUKE|aRCR
166	32236 47348	4	   	251.14	DCR|3VULN|2DUR|1TLV|2CDMG	1aDUR|25ZMB|3MBVNT|45aVULN|5aBPWR|6TLV|7CGEN|8RCR|9aCDMG
167	32236 47348	5	   	251.14	DCR|3VULN|2DUR|1TLV|2CDMG	1aDUR|25ZMB|3MBVNT|45aVULN|5aBPWR|6TLV|7CGEN|8RCR|9aCDMG
168	34235 21121	4	   	251.14	DCR|3VULN|2DUR|1TLV|1DMG	15DUR|2BEXP|3TLV|456VULN|5BPWR|7DMG|8BELT|9CGEN|aRCR
169	45261 33311	9	   	251.13	DCR|4VULN|2TLV|1CDMG	159aVULN|2DUST|34TLV|6CDMG|7ASPD|8RCR
170	31433 13342	5	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1aDUR|2FEWX|348VULN|5BELT|6DMG|7RCR|9TLV
171	31436 23341	9	   	251.04	DCR|3VULN|2DUR|1TLV|2CDMG|1NUKE	19DUR|2FEWX|349VULN|5TLV|6LWND|79CDMG|8NUKE|9BPWR|aRCR
172	32234 66348	7	   	251.04	DCR|3VULN|2DUR|1TLV|2CDMG	1aDUR|2ZMB|3MBVNT|46aVULN|5TLV|7CGEN|8RCR|9aCDMG|aBPWR
173	32234 67348	6	   	251.04	DCR|3VULN|2DUR|1TLV|2CDMG	1aDUR|2ZMB|3MBVNT|46aVULN|5TLV|7CGEN|8RCR|9aCDMG|aBPWR
174	32236 51141	7	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	18DUR|25ZMB|3MBVNT|45aVULN|5BPWR|6TLV|7DMG|9RCR
175	35235 21121	4	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	15DUR|2DUST|3TLV|456VULN|5BPWR|7DMG|8BELT|9CGEN|aRCR
176	46333 11261	9	 * 	250.98	DCR|5VULN|2DMG	1489aVULN|2BELT|3RPLT|56DMG|7RCR
177	32234 61141	7	   	250.94	DCR|3VULN|2DUR|1TLV|1DMG	18DUR|2ZMB|3MBVNT|46aVULN|5TLV|7DMG|9RCR
178	32234 61571	7	   	250.94	DCR|3VULN|2DUR|1TLV|1DMG	19DUR|2ZMB|3MBVNT|46aVULN|5TLV|7DMG|8RCR
179	42234 11141	7	   	250.94	DCR|3VULN|2DUR|1TLV|1DMG	14aVULN|2ZMB|3MBVNT|5TLV|68DUR|7DMG|9RCR
180	42234 11571	7	   	250.94	DCR|3VULN|2DUR|1TLV|1DMG	14aVULN|2ZMB|3MBVNT|5TLV|69DUR|7DMG|8RCR
181	42238 12341	9	   	250.94	DCR|3VULN|2DUR|1TLV|1DMG	14aVULN|2ZMB|3MBVNT|5DMG|68DUR|7RCR|9TLV
182	42238 12346	10	   	250.94	DCR|3VULN|2DUR|1TLV|1DMG	14aVULN|2ZMB|3MBVNT|5DMG|68DUR|7RCR|9TLV
183	42284 61141	7	   	250.94	DCR|3VULN|2DUR|1TLV|1DMG	16aVULN|2ZMB|3MBVNT|48DUR|5TLV|7DMG|9RCR
184	41411 22113	5	   	250.91	DCR|4VULN|1TLV|1DMG|1AART	134aVULN|24FEWX|4BPWR|5AART|6TLV|7RCR|8DLOT|9DMG
185	41411 22411	5	   	250.91	DCR|4VULN|1TLV|2CDMG|1AART	1348VULN|24FEWX|4BPWR|5AART|6TLV|7RCR|9aCDMG
186	41411 22422	6	   	250.91	DCR|4VULN|1TLV|1DMG|1AART	1348VULN|24FEWX|4BPWR|5AART|6DMG|7RCR|9BBNT|aTLV
187	42238 12814	7	   	250.83	DCR|3VULN|2DMG|2DUR	148VULN|2ZMB|3MBVNT|58DMG|68DUR|7RCR|8BPWR|9CGEN|aASPD
188	42238 12823	7	   	250.83	DCR|3VULN|2DMG|2DUR	148VULN|2ZMB|3MBVNT|58DMG|68DUR|7RCR|8BPWR|9FEWX|aLIT
189	42238 12843	7	   	250.83	DCR|3VULN|2DMG|2DUR	148VULN|2ZMB|3MBVNT|58DMG|68DUR|7RCR|8BPWR|9BEXP|aLIT
190	41231 33354	10	   	250.47	DCR|3VULN|1TLV|1DMG|1CDMG	145VULN|2FEWX|3TLV|6CDMG|7ASPD|8RCR|9DMG|aLIT
191	41231 33354	9	   	250.47	DCR|3VULN|1TLV|1DMG|1CDMG	145VULN|2FEWX|3TLV|6CDMG|7ASPD|8RCR|9DMG|aLIT
192	41225 34311	4	   	250.30	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	156VULN|2FEWX|3TLV|456LHND|56BPWR|7CDMG|8DUR|9DMG|aRCR
193	41231 33355	9	   	250.24	DCR|3VULN|2TLV|1DMG|1CDMG	145VULN|2FEWX|3aTLV|6CDMG|7ASPD|8RCR|9DMG
194	31426 24111	5	   	250.20	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUR|24FEWX|346VULN|4BPWR|5TLV|7CDMG|8LWND|9DMG|aRCR
195	43363 21533	4	   	250.20	DCR|3VULN|1TLV|1DMG|2ASPD|1CDMG	158VULN|28ASPD|3LHND|4TLV|68FEWX|7RCR|8BPWR|9DMG|aCDMG
196	43363 21533	5	   	250.20	DCR|3VULN|1TLV|1DMG|2ASPD|1CDMG	158VULN|28ASPD|3LHND|4TLV|68FEWX|7RCR|8BPWR|9DMG|aCDMG
197	62363 21533	5	   	250.20	DCR|3VULN|1TLV|1DMG|2ASPD|1CDMG	18ASPD|258VULN|3LHND|4TLV|68FEWX|7RCR|8BPWR|9DMG|aCDMG
198	62363 21533	4	   	250.20	DCR|3VULN|1TLV|1DMG|2ASPD|1CDMG	18ASPD|258VULN|3LHND|4TLV|68FEWX|7RCR|8BPWR|9DMG|aCDMG
199	31426 23611	7	   	250.20	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUR|24FEWX|348VULN|4BPWR|5TLV|6LWND|7CDMG|9DMG|aRCR
200	41235 24311	3	   	250.20	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	156VULN|2FEWX|3TLV|45LWND|5BPWR|7CDMG|8DUR|9DMG|aRCR
201	41412 31311	6	   	250.20	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	134VULN|24FEWX|4BPWR|5TLV|6CDMG|7LWND|8DUR|9DMG|aRCR
202	41412 32311	7	   	250.20	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	134VULN|24FEWX|4BPWR|5TLV|6CDMG|7LWND|8DUR|9DMG|aRCR
203	41412 33311	6	   	250.20	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	134VULN|24FEWX|4BPWR|5TLV|6CDMG|7LHND|8DUR|9DMG|aRCR
204	44412 31311	6	   	250.20	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	134VULN|24BEXP|4BPWR|5TLV|6CDMG|7LWND|8DUR|9DMG|aRCR
205	44412 32311	7	   	250.20	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	134VULN|24BEXP|4BPWR|5TLV|6CDMG|7LWND|8DUR|9DMG|aRCR
206	44412 33311	6	   	250.20	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	134VULN|24BEXP|4BPWR|5TLV|6CDMG|7LHND|8DUR|9DMG|aRCR
207	41412 24311	5	   	250.20	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	134VULN|24FEWX|4BPWR|5TLV|6LHND|7CDMG|8DUR|9DMG|aRCR
208	41412 34311	5	   	250.20	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	134VULN|24FEWX|4BPWR|5TLV|6LWND|7CDMG|8DUR|9DMG|aRCR
209	31436 23611	7	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUR|2FEWX|348VULN|5TLV|6LWND|7CDMG|9DMG|aRCR
210	31436 24111	5	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUR|2FEWX|346VULN|5TLV|7CDMG|8LWND|9DMG|aRCR
211	41231 31311	6	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	145VULN|2FEWX|3TLV|6CDMG|7LWND|8DUR|9DMG|aRCR
212	41231 32311	7	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	145VULN|2FEWX|3TLV|6CDMG|7LWND|8DUR|9DMG|aRCR
213	41231 33311	6	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	145VULN|2FEWX|3TLV|6CDMG|7LHND|8DUR|9DMG|aRCR
214	41231 34611	7	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	145VULN|2FEWX|3TLV|6CDMG|7BEXP|8DUR|9DMG|aRCR
215	44231 31311	6	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	145VULN|2BEXP|3TLV|6CDMG|7LWND|8DUR|9DMG|aRCR
216	44231 32311	7	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	145VULN|2BEXP|3TLV|6CDMG|7LWND|8DUR|9DMG|aRCR
217	44231 33311	6	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	145VULN|2BEXP|3TLV|6CDMG|7LHND|8DUR|9DMG|aRCR
218	44232 24111	4	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	146VULN|2BEXP|3TLV|5DUR|7CDMG|8LWND|9DMG|aRCR
219	31231 12611	4	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUR|2FEWX|3TLV|478VULN|5CDMG|6BEXP|9DMG|aRCR
220	31236 12611	6	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUR|2FEWX|3TLV|478VULN|5CDMG|6BEXP|9DMG|aRCR
221	31236 12611	5	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUR|2FEWX|3TLV|478VULN|5CDMG|6BEXP|9DMG|aRCR
222	31255 12611	6	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUR|2FEWX|3TLV|4CDMG|578VULN|6BEXP|9DMG|aRCR
223	31255 12611	5	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUR|2FEWX|3TLV|4CDMG|578VULN|6BEXP|9DMG|aRCR
224	31411 12611	4	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUR|2FEWX|378VULN|4CDMG|5TLV|6BEXP|9DMG|aRCR
225	34236 12611	6	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUR|2BEXP|3TLV|478VULN|5CDMG|6FEWX|9DMG|aRCR
226	41231 21551	4	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	146VULN|2FEWX|3TLV|5BEXP|7DMG|8DUR|9CDMG|aRCR
227	41231 24311	5	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	145VULN|2FEWX|3TLV|6LHND|7CDMG|8DUR|9DMG|aRCR
228	41231 24611	4	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	146VULN|2FEWX|3TLV|5BEXP|7CDMG|8DUR|9DMG|aRCR
229	41231 34311	5	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	145VULN|2FEWX|3TLV|6LWND|7CDMG|8DUR|9DMG|aRCR
230	41232 24311	4	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	146VULN|2FEWX|3TLV|5LWND|7CDMG|8DUR|9DMG|aRCR
231	44231 24311	5	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	145VULN|2BEXP|3TLV|6LHND|7CDMG|8DUR|9DMG|aRCR
232	44231 34311	5	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	145VULN|2BEXP|3TLV|6LWND|7CDMG|8DUR|9DMG|aRCR
233	45131 12611	1	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	178VULN|2CDMG|3FEWX|4DUR|5TLV|6BEXP|9DMG|aRCR
234	43131 55313	8	   	250.00	DCR|5VULN|1DMG	1458aVULN|2ASPD|3FEWX|6LIT|7RCR|9DMG
235	62131 55313	8	   	250.00	DCR|5VULN|1DMG	1ASPD|2458aVULN|3FEWX|6LIT|7RCR|9DMG
236	34231 32611	4	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUR|2BEXP|3TLV|478VULN|5CDMG|6DUST|9DMG|aRCR
237	34236 32611	5	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUR|2BEXP|3TLV|478VULN|5CDMG|6DUST|9DMG|aRCR
238	34411 32611	4	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUR|2BEXP|378VULN|4CDMG|5TLV|6DUST|9DMG|aRCR
239	35411 12611	4	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUR|2DUST|378VULN|4CDMG|5TLV|6BEXP|9DMG|aRCR
240	35411 32611	4	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUR|2DUST|378VULN|4CDMG|5TLV|6FEWX|9DMG|aRCR
241	41231 14611	6	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	145VULN|2FEWX|3TLV|6DUST|7CDMG|8DUR|9DMG|aRCR
242	45211 32611	1	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	178VULN|2CDMG|3DUR|4BEXP|5TLV|6DUST|9DMG|aRCR
243	45231 31311	6	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	145VULN|2DUST|3TLV|6CDMG|7LWND|8DUR|9DMG|aRCR
244	45231 32311	7	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	145VULN|2DUST|3TLV|6CDMG|7LWND|8DUR|9DMG|aRCR
245	45231 33311	6	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	145VULN|2DUST|3TLV|6CDMG|7LHND|8DUR|9DMG|aRCR
246	45232 24311	4	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	146VULN|2DUST|3TLV|5LWND|7CDMG|8DUR|9DMG|aRCR
247	45412 31311	6	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	134VULN|24DUST|4BPWR|5TLV|6CDMG|7LWND|8DUR|9DMG|aRCR
248	45412 32311	7	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	134VULN|24DUST|4BPWR|5TLV|6CDMG|7LWND|8DUR|9DMG|aRCR
249	45412 33311	6	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	134VULN|24DUST|4BPWR|5TLV|6CDMG|7LHND|8DUR|9DMG|aRCR
250	35231 12611	4	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUR|2DUST|3TLV|478VULN|5CDMG|6BEXP|9DMG|aRCR
251	35231 32611	4	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUR|2DUST|3TLV|478VULN|5CDMG|6FEWX|9DMG|aRCR
252	35236 12611	5	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUR|2DUST|3TLV|478VULN|5CDMG|6BEXP|9DMG|aRCR
253	35236 12611	6	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUR|2DUST|3TLV|478VULN|5CDMG|6FEWX|9DMG|aRCR
254	35236 32611	5	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUR|2DUST|3TLV|478VULN|5CDMG|6FEWX|9DMG|aRCR
255	45231 24311	5	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	145VULN|2DUST|3TLV|6LHND|7CDMG|8DUR|9DMG|aRCR
256	45231 34311	5	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	145VULN|2DUST|3TLV|6LWND|7CDMG|8DUR|9DMG|aRCR
257	43363 21631	5	   	249.56	DCR|4VULN|1TLV|1DMG	158aVULN|2ASPD|3LHND|4TLV|6FEWX|7RCR|9DMG
258	43363 21631	4	   	249.56	DCR|4VULN|1TLV|1DMG	158aVULN|2ASPD|3LHND|4TLV|6FEWX|7RCR|9DMG
259	62363 21631	4	   	249.56	DCR|4VULN|1TLV|1DMG	1ASPD|258aVULN|3LHND|4TLV|6FEWX|7RCR|9DMG
260	62363 21631	5	   	249.56	DCR|4VULN|1TLV|1DMG	1ASPD|258aVULN|3LHND|4TLV|6FEWX|7RCR|9DMG
261	41131 55312	8	   	249.56	DCR|4VULN|1TLV|1DMG	1458VULN|2FEWX|3ZMB|6LIT|7RCR|9DMG|aTLV
262	42131 55312	8	   	249.56	DCR|4VULN|1TLV|1DMG	1458VULN|2ZMB|3FEWX|6LIT|7RCR|9DMG|aTLV
263	41251 22214	5	 * 	249.55	DCR|2VULN|2DMG|2TLV|2CDMG	17VULN|2FEWX|37TLV|48CDMG|5ASPD|67DMG|7BPWR|9TBNT|aRCR
264	41252 22214	4	   	249.55	DCR|2VULN|2DMG|2TLV|2CDMG	17VULN|2FEWX|37TLV|48CDMG|5ASPD|67DMG|7BPWR|9TBNT|aRCR
265	36342 31141	2	   	249.49	DCR|3VULN|2DUR|1DMG|2ASPD	19DUR|2BELT|3LIT|49aVULN|5DMG|6RCR|7BEXP|89ASPD|9BPWR
266	36612 31141	4	   	249.49	DCR|3VULN|2DUR|1DMG|2ASPD	19DUR|2BELT|3LIT|49aVULN|5DMG|6RCR|7BEXP|89ASPD|9BPWR
267	42231 62612	8	   	249.46	DCR|4VULN|1TLV|1DMG	1457VULN|2ZMB|3MBVNT|6LIT|8RCR|9DMG|aTLV
268	42331 55312	8	   	249.46	DCR|4VULN|1TLV|1DMG	1458VULN|2ZMB|3DUST|6LIT|7RCR|9DMG|aTLV
269	41412 36213	9	   	249.43	DCR|4VULN|3TLV|2CDMG	1347VULN|248FEWX|47BPWR|579TLV|67CDMG|aRCR
270	41422 41631	5	   	249.43	DCR|4VULN|2TLV|1DMG	138aVULN|28FEWX|4RMIN|5MBVNT|68TLV|7RCR|8BPWR|9DMG
271	42238 32711	9	   	249.43	DCR|4VULN|2TLV|1DMG	149aVULN|29ZMB|3MBVNT|5DMG|6LWND|7RCR|89TLV|9BPWR
272	41411 24112	9	   	249.37	DCR|4VULN|1DMG|1DUR|1AART	1347VULN|24FEWX|4BPWR|5AART|6DMG|8LIT|9RCR|aDUR
273	46241 23221	8	   	249.33	DCR|4VULN|2TLV|2CDMG	189aVULN|2BELT|3ERES|4RMIN|59CDMG|6RCR|79TLV|9BPWR
274	33135 41343	6	   	249.04	DCR|3VULN|2DUR|1TLV|1AART	15DUR|2ASPD|3FEWX|459VULN|5BPWR|6TLV|7RCR|8RCVC|aAART
275	33135 43343	8	   	249.04	DCR|3VULN|2DUR|1TLV|1AART	15DUR|2ASPD|3FEWX|459VULN|5BPWR|6TLV|7RCVC|8RCR|aAART
276	31422 31116	6	   	248.99	DCR|4VULN|2DMG|1DUR	1DUR|245FEWX|349aVULN|4BPWR|6RCR|78DMG
277	31426 34813	10	   	248.91	DCR|3VULN|2TLV|2DUR|1AART	1aDUR|249FEWX|34aVULN|4aBPWR|5aTLV|6MBVNT|7AART|8RCR
278	46333 11261	10	   	248.89	DCR|4VULN|2DMG|1DUR	1489VULN|2BELT|3RPLT|56DMG|7RCR|aDUR
279	32231 54415	9	   	248.81	DCR|3VULN|2TLV|2DUR|1AART	1aDUR|2ZMB|3MBVNT|48aVULN|5AART|6RCR|7BELT|9aTLV|aBPWR
280	32231 54425	8	   	248.81	DCR|3VULN|2TLV|2DUR|1AART	1aDUR|2ZMB|3MBVNT|48aVULN|5AART|6RCR|7BELT|9aTLV|aBPWR
281	32231 54834	9	   	248.81	DCR|3VULN|2TLV|2DUR|1AART	19DUR|2ZMB|3MBVNT|49aVULN|5AART|6RCR|7BELT|89TLV|9BPWR
282	31233 84812	9	   	248.81	DCR|3VULN|2TLV|2DUR|1AART	1aDUR|29FEWX|3aTLV|46aVULN|5MBVNT|7AART|8RCR|aBPWR
283	31233 84852	8	   	248.81	DCR|3VULN|2TLV|2DUR|1AART	1aDUR|29FEWX|3aTLV|46aVULN|5MBVNT|7AART|8RCR|aBPWR
284	31426 34832	9	   	248.81	DCR|3VULN|3TLV|2DUR|1AART	1aDUR|24FEWX|34aVULN|4aBPWR|59aTLV|6MBVNT|7AART|8RCR
285	31436 34812	9	   	248.81	DCR|3VULN|2TLV|2DUR|1AART	1aDUR|29FEWX|34aVULN|5aTLV|6MBVNT|7AART|8RCR|aBPWR
286	34233 84832	9	   	248.81	DCR|3VULN|2TLV|2DUR|1AART	1aDUR|2BEXP|3aTLV|46aVULN|5MBVNT|7AART|8RCR|9DMSP|aBPWR
287	31233 84832	9	   	248.71	DCR|3VULN|3TLV|2DUR|1AART	1aDUR|2FEWX|39aTLV|46aVULN|5MBVNT|7AART|8RCR|aBPWR
288	31436 34832	9	   	248.71	DCR|3VULN|3TLV|2DUR|1AART	1aDUR|2FEWX|34aVULN|59aTLV|6MBVNT|7AART|8RCR|aBPWR
289	35233 84832	9	   	248.71	DCR|3VULN|2TLV|2DUR|1AART	1aDUR|2DUST|3aTLV|46aVULN|5MBVNT|7AART|8RCR|9DMSP|aBPWR
290	35251 34842	8	   	248.71	DCR|3VULN|2TLV|2DUR|1AART	1aDUR|2DUST|3aTLV|4DMSP|59aVULN|6MBVNT|7AART|8RCR|aBPWR
291	35233 44842	8	   	248.61	DCR|3VULN|3TLV|2DUR|1AART	1aDUR|2DUST|36aTLV|49aVULN|5MBVNT|7AART|8RCR|aBPWR
292	35233 84832	8	   	248.61	DCR|3VULN|2TLV|2DUR|1AART	1aDUR|29DUST|3aTLV|46aVULN|5MBVNT|7AART|8RCR|aBPWR
293	41253 31531	7	   	248.45	DCR|3VULN|2TLV|1DMG|2CDMG	18aVULN|27FEWX|38TLV|48CDMG|5RPLT|6RCR|8BPWR|9DMG
294	41312 36511	8	   	248.45	DCR|3VULN|3TLV|1DMG|2CDMG	147VULN|24FEWX|3RCVC|47BPWR|578TLV|67CDMG|9DMG|aRCR
295	33135 41151	8	   	248.40	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	15DUR|2ASPD|3FEWX|45VULN|5BPWR|6TLV|7DMG|8MLV|9CDMG|aRCR
296	33135 41333	6	   	248.40	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	15DUR|2ASPD|3FEWX|45VULN|5BPWR|6TLV|7RCR|8RCVC|9DMG|aCDMG
297	33135 43333	8	   	248.40	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	15DUR|2ASPD|3FEWX|45VULN|5BPWR|6TLV|7RCVC|8RCR|9DMG|aCDMG
298	33135 62211	8	   	248.40	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	15DUR|2ASPD|3FEWX|45VULN|5BPWR|6CDMG|7MLV|8TLV|9DMG|aRCR
299	31416 36233	6	   	248.30	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1aDUR|2FEWX|35VULN|4CDMG|6RCR|7LIT|8TLV|9DMG
300	33135 41251	7	   	248.30	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	15DUR|2ASPD|3FEWX|45VULN|5BPWR|6TLV|7DMG|8ERES|9CDMG|aRCR
301	45312 36311	8	   	248.25	DCR|3VULN|3TLV|1DMG|2CDMG	147VULN|24DUST|3RCVC|47BPWR|578TLV|67CDMG|9DMG|aRCR
302	45312 36331	9	   	248.25	DCR|3VULN|3TLV|1DMG|2CDMG	147VULN|24DUST|3RCVC|47BPWR|578TLV|67CDMG|9DMG|aRCR
303	16141 22153	9	   	248.01	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1RPLT|2LIT|3CDMG|4DUR|569VULN|7TLV|8AART|aRCR
304	16141 22433	9	   	248.01	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1RPLT|2LIT|3CDMG|4DUR|568VULN|7TLV|9AART|aRCR
305	41231 33345	8	   	248.01	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	145VULN|2FEWX|3TLV|6CDMG|7ASPD|8RCR|9AART|aDUR
306	33135 41262	6	   	247.98	DCR|2VULN|3DUR|1TLV|1DMG	159DUR|2ASPD|3FEWX|45VULN|5BPWR|6TLV|7RCR|8CGEN|aDMG
307	43335 41222	6	   	247.98	DCR|2VULN|3DUR|1TLV|1DMG	15VULN|2ASPD|3LHND|459DUR|5BPWR|6TLV|7RCR|8CGEN|aDMG
308	43335 31422	5	   	247.98	DCR|2VULN|3DUR|1TLV|1DMG	15VULN|2ASPD|3LHND|458DUR|5BPWR|6MLV|7RCR|9TLV|aDMG
309	43335 31422	4	   	247.98	DCR|2VULN|3DUR|1TLV|1DMG	15VULN|2ASPD|3LHND|458DUR|5BPWR|6MLV|7RCR|9TLV|aDMG
310	35233 13881	10	 * 	247.97	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	17DUR|2DUST|37TLV|47VULN|5MBVNT|6DLOT|7BPWR|8RCR|9CDMG|aDMG
311	52251 13632	10	   	247.88	DCR|4VULN|2DUR|1CDMG	18FEWX|2ERES|389aVULN|4CDMG|5ASPD|68DUR|7RCR|8BPWR
312	41131 55313	10	   	247.84	DCR|5VULN|1TLV	14589VULN|2FEWX|3ZMB|6LIT|7RCR|aTLV
313	41131 55323	8	   	247.84	DCR|5VULN|1TLV	1458aVULN|2FEWX|3ZMB|6LIT|7RCR|9TLV
314	42131 55313	10	   	247.84	DCR|5VULN|1TLV	14589VULN|2ZMB|3FEWX|6LIT|7RCR|aTLV
315	42131 55323	8	   	247.84	DCR|5VULN|1TLV	1458aVULN|2ZMB|3FEWX|6LIT|7RCR|9TLV
316	42231 62613	10	   	247.74	DCR|5VULN|1TLV	14579VULN|2ZMB|3MBVNT|6LIT|8RCR|aTLV
317	42231 62623	8	   	247.74	DCR|5VULN|1TLV	1457aVULN|2ZMB|3MBVNT|6LIT|8RCR|9TLV
318	42331 55313	10	   	247.74	DCR|5VULN|1TLV	14589VULN|2ZMB|3DUST|6LIT|7RCR|aTLV
319	42331 55323	8	   	247.74	DCR|5VULN|1TLV	1458aVULN|2ZMB|3DUST|6LIT|7RCR|9TLV
320	33135 41532	6	   	247.69	DCR|3VULN|2DUR|1TLV	15DUR|2ASPD|3FEWX|459VULN|5BPWR|6TLV|7RCR|8RPLT|aLIT
321	34433 13611	9	   	247.55	DCR|4VULN|3DUR	168DUR|28BEXP|3458VULN|7RPLT|8BPWR|9RCR|aLIT
322	34433 13612	10	   	247.55	DCR|4VULN|3DUR	168DUR|28BEXP|3458VULN|7RPLT|8BPWR|9RCR|aLIT
323	41132 51522	7	   	247.55	DCR|3VULN|2DMG|1TLV|1AART	14aVULN|2aFEWX|3ZMB|5MBVNT|6TLV|7aDMG|8RCR|9AART|aBPWR
324	42132 51522	7	   	247.55	DCR|3VULN|2DMG|1TLV|1AART	14aVULN|2aZMB|3FEWX|5MBVNT|6TLV|7aDMG|8RCR|9AART|aBPWR
325	44232 21522	7	   	247.55	DCR|3VULN|2DMG|1TLV|1AART	14aVULN|2aBEXP|3TLV|5MBVNT|6ZMB|7aDMG|8RCR|9AART|aBPWR
