0	Index      	Bounty	 *	Score 	Summary	Detail	
1	61243 31163	6	 * 	263.67	DCR|4VULN|2DMG|2DUR	17LHND|2RMIN|3aDMG|47DUR|5678VULN|7BPWR|9RCR
178	42123 35153	1	   	237.79	DCR|3VULN|2DMG|1TLV	1CGEN|2RMIN|3TLV|468VULN|5aDMG|7RCR|9MLV
179	66123 31163	2	   	237.79	DCR|3VULN|2DMG|1TLV	12LHND|2BPWR|3TLV|468VULN|5aDMG|7LWND|9RCR
180	22212 13151	1	   	237.69	DCR|2VULN|2DMG|2DUR|2CDMG	17DUST|25VULN|37CDMG|47DMG|6RCVC|7BPWR|89DUR|aRCR
181	23116 61363	7	   	237.69	DCR|3VULN|2DMG|1TLV	1DUST|27LHND|356VULN|4TLV|8aDMG|9RCR
182	23116 63363	7	   	237.69	DCR|3VULN|2DMG|1TLV	1DUST|2LHND|356VULN|4TLV|7DMSP|8aDMG|9RCR
183	53226 51233	10	   	237.69	DCR|3VULN|2DMG|1TLV	1FEWX|2LHND|3DUST|47DMG|589VULN|6RCR|aTLV
184	22233 31166	2	   	237.69	DCR|3VULN|2DMG|1TLV	17DUST|2DMSP|37DMG|4LHND|5TLV|678VULN|7BPWR|9RCR|aTBNT
185	23124 64233	10	   	237.69	DCR|3VULN|2DMG|1TLV	17DUST|25LHND|367VULN|47DMG|7BPWR|8LEGI|9RCR|aTLV
186	31254 35113	5	   	237.69	DCR|3VULN|2DMG|1TLV	1LWND|2RMIN|34DMG|568VULN|7RCR|9BBNT|aTLV
187	62112 16323	1	   	237.69	DCR|3VULN|2DMG|1TLV	1LHND|289VULN|36DMG|4CGEN|5BBNT|7RCR|aTLV
188	62151 16323	1	   	237.69	DCR|3VULN|2DMG|1TLV	1LHND|289VULN|36DMG|4BBNT|5CGEN|7RCR|aTLV
189	23126 61163	8	   	237.69	DCR|3VULN|2DMG|1TLV	1DUST|27LHND|356VULN|4aDMG|8TLV|9RCR
190	23126 63163	8	   	237.69	DCR|3VULN|2DMG|1TLV	1DUST|2LHND|356VULN|4aDMG|7DMSP|8TLV|9RCR
191	26123 36362	2	   	237.69	DCR|3VULN|2DMG|1TLV	12aDUST|2aBPWR|3TLV|46aVULN|5MLV|7ZMB|8aDMG|9RCR
192	42123 35123	1	   	237.69	DCR|3VULN|2DMG|1TLV	1CGEN|2RMIN|3TLV|468VULN|5aDMG|7RCR|9ERES
193	66123 33163	2	   	237.69	DCR|3VULN|2DMG|1TLV	12LHND|2BPWR|3TLV|468VULN|5aDMG|7DUST|9RCR
194	53111 51521	10	   	237.65	DCR|2VULN|2DMG|1TLV|1DUR	1FEWX|2LHND|39VULN|4TLV|5DUR|6RCR|7aDMG|8ASPD
195	31143 64222	7	   	237.65	DCR|2VULN|2DMG|1TLV|1DUR	1LWND|2RMIN|3TLV|4DUR|5aVULN|6LIT|7RCR|89DMG
196	23116 62363	7	   	237.59	DCR|3VULN|2DMG|1TLV	17DUST|2LHND|356VULN|4TLV|8aDMG|9RCR
197	23126 62163	8	   	237.59	DCR|3VULN|2DMG|1TLV	17DUST|2LHND|356VULN|4aDMG|8TLV|9RCR
198	23111 51521	10	   	237.55	DCR|2VULN|2DMG|1TLV|1DUR	1DUST|2LHND|39VULN|4TLV|5DUR|6RCR|7aDMG|8ASPD
199	23121 51264	8	   	237.55	DCR|2VULN|2DMG|1TLV|1DUR	1DUST|2LHND|38VULN|47DMG|5DUR|6RCR|9LIT|aTLV
200	23121 51264	9	   	237.55	DCR|2VULN|2DMG|1TLV|1DUR	1DUST|2LHND|38VULN|47DMG|5DUR|6RCR|9LIT|aTLV
201	21143 64222	7	   	237.55	DCR|2VULN|2DMG|1TLV|1DUR	1DUST|2RMIN|3TLV|4DUR|5aVULN|6LIT|7RCR|89DMG
202	53111 51423	8	   	237.53	DCR|2VULN|2DMG|2TLV|1DUR	1FEWX|2LHND|3aVULN|4aTLV|5DUR|6RCR|7aDMG|8BEXP|9ERES|aBPWR
203	53121 51363	10	   	237.50	DCR|3VULN|2DMG|1DUR|1AART	1FEWX|2LHND|39aVULN|47DMG|5DUR|6RCR|8AART
204	51143 33335	10	   	237.44	DCR|4VULN|1TLV|1DUR	1FEWX|2RMIN|3TLV|4DUR|567aVULN|8ZMB|9RCR
205	23111 51423	8	   	237.43	DCR|2VULN|2DMG|2TLV|1DUR	1DUST|2LHND|3aVULN|4aTLV|5DUR|6RCR|7aDMG|8BEXP|9ERES|aBPWR
206	23111 51523	7	   	237.43	DCR|2VULN|2DMG|2TLV|1DUR	1DUST|2LHND|3aVULN|4aTLV|5DUR|6RCR|7aDMG|8BEXP|9ERES|aBPWR
207	23111 51653	9	   	237.43	DCR|2VULN|2DMG|2TLV|1DUR	1DUST|2LHND|3aVULN|4aTLV|5DUR|6RCR|7aDMG|8ERES|9BEXP|aBPWR
208	23111 52523	6	   	237.43	DCR|2VULN|2DMG|2TLV|1DUR	1DUST|2LHND|3aVULN|4aTLV|5DUR|6RCR|7aDMG|8BEXP|9ERES|aBPWR
209	23111 55523	5	   	237.43	DCR|2VULN|2DMG|2TLV|1DUR	1DUST|2LHND|3aVULN|4aTLV|5DUR|6aDMG|7RCR|8BEXP|9ERES|aBPWR
210	41123 22613	1	   	236.61	DCR|2VULN|2TLV|1DMG|2LIT|1AART	19CGEN|2ASPD|39TLV|47VULN|5DMG|69LIT|8AART|9BPWR|aRCR
211	21252 31522	2	   	236.59	DCR|3VULN|2TLV|1DMG	18DUST|2RMIN|3RPLT|4DMG|58TLV|6RCR|78aVULN|8BPWR|9LIT
212	21451 31522	5	   	236.59	DCR|3VULN|2TLV|1DMG	18DUST|2RMIN|3RPLT|4DMG|58TLV|6RCR|78aVULN|8BPWR|9LIT
213	21452 31522	3	   	236.59	DCR|3VULN|2TLV|1DMG	18DUST|2RMIN|3RPLT|4DMG|58TLV|6RCR|78aVULN|8BPWR|9LIT
214	21452 31522	4	   	236.59	DCR|3VULN|2TLV|1DMG	18DUST|2RMIN|3RPLT|4DMG|58TLV|6RCR|78aVULN|8BPWR|9LIT
215	52633 31163	2	   	236.55	DCR|3VULN|1TLV|1DMG|2ASPD	17FEWX|2DMSP|37ASPD|4LHND|5TLV|678VULN|7BPWR|9RCR|aDMG
216	53116 31163	6	   	236.55	DCR|3VULN|1TLV|1DMG|2ASPD	17FEWX|27LHND|358VULN|4TLV|67ASPD|7BPWR|9RCR|aDMG
217	21155 31115	5	   	236.49	DCR|3VULN|2TLV|1DMG	17DUST|2RMIN|37TLV|4DMG|5ASPD|678VULN|7BPWR|9BBNT|aRCR
218	53121 53134	8	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1FEWX|2LHND|389VULN|4DMG|5DUR|6RCR|7RPLT|aTLV
219	53121 54233	10	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1FEWX|27LHND|389VULN|4DMG|5DUR|6RCR|aTLV
220	53123 41134	8	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1FEWX|2LHND|389VULN|4DMG|5RPLT|6RCR|7DUR|aTLV
221	53123 43334	7	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1FEWX|2LHND|379VULN|4DMG|5RPLT|6RCR|8DUR|aTLV
222	31624 35133	5	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1LWND|23RMIN|4TLV|568VULN|7RCR|9DUR|aDMG
223	36123 35131	2	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	12LWND|2BPWR|3TLV|468VULN|5DMG|7RCR|9DUR|aBEXP
224	36123 35132	2	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	12LWND|2BPWR|3TLV|468VULN|5DMG|7RCR|9DUR|aMLV
225	36123 35134	2	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	12LWND|2BPWR|3TLV|468VULN|5DMG|7RCR|9DUR|aLHND
226	66123 35131	2	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	12LHND|2BPWR|3TLV|468VULN|5DMG|7RCR|9DUR|aBEXP
227	66123 35132	2	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	12LHND|2BPWR|3TLV|468VULN|5DMG|7RCR|9DUR|aMLV
228	31125 21113	9	   	236.41	DCR|2VULN|2DMG|1TLV|1CDMG|1AART	1LWND|2RMIN|3TLV|4CDMG|56VULN|79DMG|8AART|aRCR
229	22633 31163	2	   	236.35	DCR|3VULN|1TLV|1DMG|2ASPD	17DUST|2DMSP|37ASPD|4LHND|5TLV|678VULN|7BPWR|9RCR|aDMG
230	23116 31163	6	   	236.35	DCR|3VULN|1TLV|1DMG|2ASPD	17DUST|27LHND|358VULN|4TLV|67ASPD|7BPWR|9RCR|aDMG
231	23121 54233	10	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1DUST|27LHND|389VULN|4DMG|5DUR|6RCR|aTLV
232	23121 54236	9	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1DUST|27LHND|389VULN|4DMG|5DUR|6RCR|aTLV
233	23543 31163	4	   	236.35	DCR|3VULN|1TLV|1DMG|2ASPD	17DUST|27LHND|34ASPD|5TLV|678VULN|7BPWR|9RCR|aDMG
234	36123 35112	2	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	12LWND|2BPWR|3TLV|468VULN|5DMG|7RCR|9BBNT|aDUR
235	42123 35112	1	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1CGEN|2RMIN|3TLV|468VULN|5DMG|7RCR|9BBNT|aDUR
236	66123 35112	2	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	12LHND|2BPWR|3TLV|468VULN|5DMG|7RCR|9BBNT|aDUR
237	42123 35112	2	   	236.25	DCR|3VULN|1TLV|1DMG|1DUR	1CGEN|2ERES|3TLV|468VULN|5DMG|7RCR|9BBNT|aDUR
238	42123 35123	2	   	236.25	DCR|3VULN|1TLV|1DMG|1DUR	1CGEN|29ERES|3TLV|468VULN|5DMG|7RCR|aDUR
239	42423 35112	3	   	236.25	DCR|3VULN|1TLV|1DMG|1DUR	1CGEN|2ERES|3TLV|468VULN|5DMG|7RCR|9BBNT|aDUR
240	42423 35123	3	   	236.25	DCR|3VULN|1TLV|1DMG|1DUR	1CGEN|29ERES|3TLV|468VULN|5DMG|7RCR|aDUR
241	46123 35112	1	   	236.25	DCR|3VULN|1TLV|1DMG|1DUR	1CGEN|2ERES|3TLV|468VULN|5DMG|7RCR|9BBNT|aDUR
242	46123 35123	1	   	236.25	DCR|3VULN|1TLV|1DMG|1DUR	1CGEN|29ERES|3TLV|468VULN|5DMG|7RCR|aDUR
243	63342 32315	3	 * 	236.01	DCR|1VULN|2DMG|2TLV|2DUR|1CDMG	19LHND|2BELT|3CDMG|49TLV|57DUR|6VULN|89DMG|9BPWR|aRCR
244	53111 51242	10	   	236.00	DCR|2VULN|2DUR|1TLV|1DMG|1AART	1FEWX|2LHND|39VULN|4TLV|5aDUR|6RCR|7DMG|8AART
245	24331 25412	1	   	235.96	DCR|3VULN|1DMG|2ASPD|1DUR|1AART	1DUST|2BBNT|36ASPD|4AART|568VULN|6BPWR|7DMG|9DUR|aRCR
246	23111 51242	10	   	235.90	DCR|2VULN|2DUR|1TLV|1DMG|1AART	1DUST|2LHND|39VULN|4TLV|5aDUR|6RCR|7DMG|8AART
247	24121 33365	6	   	235.75	DCR|3VULN|2DUR|2AART|1CDMG	18DUST|24AART|368VULN|58DUR|7DLOT|8BPWR|9RCR|aCDMG
248	41233 35162	1	   	235.75	DCR|3VULN|3DMG	1aCGEN|2ASPD|37aDMG|4LHND|5MLV|68aVULN|9RCR|aBPWR
249	23126 35163	6	   	235.45	DCR|3VULN|3DMG	1DUST|2LHND|358VULN|47aDMG|6ASPD|9RCR
250	32212 42153	1	   	235.32	DCR|2VULN|3DUR|1DMG|1CDMG	1LWND|25VULN|3CDMG|4DMG|6RCR|79aDUR|8LIT
251	32212 43553	1	   	235.32	DCR|2VULN|3DUR|1DMG|1CDMG	1LWND|25VULN|3CDMG|4DMG|6RCR|7LIT|89aDUR
252	62212 42153	1	   	235.32	DCR|2VULN|3DUR|1DMG|1CDMG	1LHND|25VULN|3CDMG|4DMG|6RCR|79aDUR|8LIT
253	31125 21143	8	   	235.07	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG|1AART	1LWND|2RMIN|3TLV|4CDMG|56VULN|7DMG|8AART|9DUR|aRCR
254	31125 21163	9	   	235.07	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG|1AART	1LWND|2RMIN|3TLV|4CDMG|56VULN|7DMG|8AART|9DUR|aRCR
255	31225 53513	8	   	235.07	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG|1AART	1LWND|2RMIN|3DMG|4CDMG|57VULN|6DUR|8AART|9TLV|aRCR
256	51125 13243	6	   	235.07	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG|1AART	1FEWX|2RMIN|3TLV|4CDMG|59VULN|6AART|7DUR|8DMG|aRCR
257	51243 31513	8	   	235.07	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG|1AART	1FEWX|2RMIN|3DMG|4DUR|56VULN|7CDMG|8AART|9TLV|aRCR
258	61243 31513	8	   	235.07	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG|1AART	1LHND|2RMIN|3DMG|4DUR|56VULN|7CDMG|8AART|9TLV|aRCR
259	62212 22343	1	   	235.07	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG|1AART	1LHND|25VULN|3CDMG|4DMG|6TLV|7RMIN|8AART|9DUR|aRCR
260	32212 43226	1	   	235.05	DCR|2VULN|2DMG|1TLV|1CDMG	1LWND|25VULN|3CDMG|4aDMG|6RCR|7LIT|8LHND|9TLV
261	62212 41126	1	   	235.05	DCR|2VULN|2DMG|1TLV|1CDMG	1LHND|25VULN|3CDMG|4aDMG|6RCR|7LWND|8LIT|9TLV
262	21125 13243	6	   	234.97	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG|1AART	1DUST|2RMIN|3TLV|4CDMG|59VULN|6AART|7DUR|8DMG|aRCR
263	21125 15143	8	   	234.97	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG|1AART	1DUST|2RMIN|3TLV|4CDMG|59VULN|6AART|7DMG|8DUR|aRCR
264	23111 51245	10	   	234.97	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG|1AART	1DUST|2LHND|39VULN|4TLV|5DUR|6RCR|7DMG|8AART|aCDMG
265	23111 51246	9	   	234.97	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG|1AART	1DUST|2LHND|39VULN|4TLV|5DUR|6RCR|7DMG|8AART|aCDMG
266	32263 51243	1	   	234.97	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG|1NUKE|1AART	1LWND|29VULN|3CDMG|4AART|5NUKE|6DUR|7TLV|8DMG|aRCR
267	62133 51243	4	   	234.97	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG|1NUKE|1AART	1LHND|2AART|39VULN|4CDMG|5NUKE|6DUR|7TLV|8DMG|aRCR
268	53126 63113	9	   	234.90	DCR|3VULN|2DMG|1CDMG|1AART	1FEWX|2LHND|356VULN|49DMG|7CDMG|8AART|aRCR
269	36121 32531	2	   	234.85	DCR|2VULN|2DUR|1TLV|1DMG	128LWND|28BPWR|3TLV|48VULN|5RPLT|6RCR|78DUR|9DMG|aASPD
270	36121 32532	2	   	234.85	DCR|2VULN|2DUR|1TLV|1DMG	128LWND|28BPWR|3TLV|48VULN|5RPLT|6RCR|78DUR|9DMG|aLIT
271	52121 32523	2	   	234.85	DCR|2VULN|2DUR|1TLV|1DMG	18FEWX|2DMSP|3TLV|48VULN|5RPLT|6RCR|78DUR|8BPWR|9LIT|aDMG
272	56121 32531	2	   	234.85	DCR|2VULN|2DUR|1TLV|1DMG	128FEWX|28BPWR|3TLV|48VULN|5RPLT|6RCR|78DUR|9DMG|aASPD
273	56121 32532	2	   	234.85	DCR|2VULN|2DUR|1TLV|1DMG	128FEWX|28BPWR|3TLV|48VULN|5RPLT|6RCR|78DUR|9DMG|aLIT
274	52164 23123	1	   	234.85	DCR|2VULN|2DUR|1TLV|1DMG	17FEWX|27VULN|3DMG|46BEXP|57DUR|7BPWR|8ASPD|9TLV|aRCR
275	52354 23123	1	   	234.85	DCR|2VULN|2DUR|1TLV|1DMG	17FEWX|27VULN|36BEXP|4DMG|57DUR|7BPWR|8ASPD|9TLV|aRCR
276	31125 23461	9	   	234.84	DCR|4VULN|1TLV|1CDMG	1LWND|2RMIN|3TLV|4CDMG|5678VULN|9ZMB|aRCR
277	23132 35425	3	   	234.74	DCR|4VULN|1TLV|1CDMG	1DUST|2LHND|3456VULN|7RCR|8LWND|9TLV|aCDMG
278	23132 35625	3	   	234.74	DCR|4VULN|1TLV|1CDMG	1DUST|2LHND|3456VULN|7RCR|8FEWX|9TLV|aCDMG
279	22121 32523	2	   	234.65	DCR|2VULN|2DUR|1TLV|1DMG	18DUST|2DMSP|3TLV|48VULN|5RPLT|6RCR|78DUR|8BPWR|9LIT|aDMG
280	33123 35453	1	   	234.65	DCR|2VULN|2DUR|1TLV|1DMG	14LWND|29DUST|3DMG|5TLV|69VULN|7ASPD|89DUR|9BPWR|aRCR
281	22425 33521	8	   	234.64	DCR|4VULN|1TLV|1CDMG	1DUST|2DMSP|3578VULN|4CDMG|6MBVNT|9TLV|aRCR
282	32111 46353	9	 * 	234.59	DCR|3VULN|2DUR|2CDMG|1AART	146LWND|2AART|37aVULN|5aDUR|8aCDMG|9RCR|aBPWR
283	26121 32531	2	   	234.55	DCR|2VULN|2DUR|1TLV|1DMG	128DUST|28BPWR|3TLV|48VULN|5RPLT|6RCR|78DUR|9DMG|aASPD
284	26121 32532	2	   	234.55	DCR|2VULN|2DUR|1TLV|1DMG	128DUST|28BPWR|3TLV|48VULN|5RPLT|6RCR|78DUR|9DMG|aLIT
285	21252 31553	2	 * 	234.42	DCR|2VULN|2TLV|2DUR|1DMG	18DUST|2RMIN|3RPLT|4DMG|58TLV|6RCR|78VULN|8BPWR|9aDUR
286	24212 61253	10	   	234.26	DCR|3VULN|1TLV|1DUR|1AART	1DUST|2AART|3LIT|4DUR|5LWND|6TLV|78aVULN|9RCR
287	32121 46112	3	   	234.26	DCR|3VULN|1TLV|1DUR|1AART	1LWND|2AART|345VULN|6TLV|7TBNT|8ASPD|9DUR|aRCR
288	32321 46112	2	   	234.26	DCR|3VULN|1TLV|1DUR|1AART	1LWND|2AART|345VULN|6TLV|7TBNT|8ASPD|9DUR|aRCR
289	62121 46112	3	   	234.26	DCR|3VULN|1TLV|1DUR|1AART	1LHND|2AART|345VULN|6TLV|7TBNT|8ASPD|9DUR|aRCR
290	31125 23631	9	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	18LWND|2RMIN|3TLV|4CDMG|567VULN|9DMG|aRCR
291	31125 43431	9	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	1LWND|2RMIN|3TLV|4CDMG|578VULN|6DMSP|9DMG|aRCR
292	32121 26633	3	   	233.82	DCR|3VULN|1TLV|2AART|1DUR	1LWND|2aAART|345VULN|6FEWX|7DUR|8RCR|9TLV
293	32321 26633	2	   	233.82	DCR|3VULN|1TLV|2AART|1DUR	1LWND|2aAART|345VULN|6FEWX|7DUR|8RCR|9TLV
294	22212 41536	1	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|258VULN|3CDMG|4DMG|6RCR|7LWND|9RMIN|aTLV
295	22212 43536	1	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|258VULN|3CDMG|4DMG|6RCR|7BEXP|9RMIN|aTLV
296	22212 45326	1	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|259VULN|3CDMG|4DMG|6RCR|7ZMB|8CGEN|aTLV
297	32216 64423	1	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1LWND|279VULN|3CDMG|4DMG|5TLV|6MBVNT|8RCR|aRCVC
298	32216 64424	1	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1LWND|279VULN|3CDMG|4DMG|5TLV|6MBVNT|8RCR|aCGEN
299	32216 64427	1	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1LWND|279VULN|3CDMG|4DMG|5TLV|6MBVNT|8RCR|aFEWX
300	32216 64428	1	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1aLWND|279VULN|3CDMG|4DMG|5TLV|6MBVNT|8RCR
301	36423 35133	2	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	12LWND|2BPWR|3ERES|468VULN|5DMG|7RCR|9CDMG|aTLV
302	42123 35131	2	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1CGEN|2ERES|3TLV|468VULN|5DMG|7RCR|9CDMG|aLWND
303	42123 35132	2	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1CGEN|2ERES|3TLV|468VULN|5DMG|7RCR|9CDMG|aRCVC
304	42123 35133	2	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1CGEN|2ERES|3TLV|468VULN|5DMG|7RCR|9CDMG|aFEWX
305	42423 35131	3	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1CGEN|2ERES|3TLV|468VULN|5DMG|7RCR|9CDMG|aLWND
306	42423 35132	3	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1CGEN|2ERES|3TLV|468VULN|5DMG|7RCR|9CDMG|aRCVC
307	42423 35133	3	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1CGEN|2ERES|3TLV|468VULN|5DMG|7RCR|9CDMG|aFEWX
308	46123 35131	1	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1CGEN|2ERES|3TLV|468VULN|5DMG|7RCR|9CDMG|aLWND
309	46123 35132	1	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1CGEN|2ERES|3TLV|468VULN|5DMG|7RCR|9CDMG|aRCVC
310	46123 35133	1	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1CGEN|2ERES|3TLV|468VULN|5DMG|7RCR|9CDMG|aFEWX
311	52216 64421	1	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1FEWX|279VULN|3CDMG|4DMG|5TLV|6MBVNT|8RCR|aLHND
312	52216 64424	1	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1aFEWX|279VULN|3CDMG|4DMG|5TLV|6MBVNT|8RCR
313	62216 64423	1	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1LHND|279VULN|3CDMG|4DMG|5TLV|6MBVNT|8RCR|aRCVC
314	62216 64424	1	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1LHND|279VULN|3CDMG|4DMG|5TLV|6MBVNT|8RCR|aCGEN
315	31125 21363	10	   	233.72	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1LWND|2RMIN|3TLV|4CDMG|56VULN|7DMG|8ASPD|9RCR|aDUR
316	32212 42121	1	   	233.72	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1LWND|25VULN|3CDMG|4DMG|6RCR|7DUR|8LIT|9TLV|aLHND
317	32212 42122	1	   	233.72	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1LWND|25VULN|3CDMG|4DMG|6RCR|7DUR|8LIT|9TLV|aFEWX
318	32212 42123	1	   	233.72	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1LWND|25VULN|3CDMG|4DMG|6RCR|7DUR|8LIT|9TLV|aMLV
319	32212 42125	1	   	233.72	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1aLWND|25VULN|3CDMG|4DMG|6RCR|7DUR|8LIT|9TLV
320	32212 43223	1	   	233.72	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1LWND|25VULN|3CDMG|4DMG|6RCR|7LIT|8LHND|9TLV|aDUR
321	32212 43521	1	   	233.72	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1LWND|25VULN|3CDMG|4DMG|6RCR|7LIT|8DUR|9TLV|aLHND
322	32212 43522	1	   	233.72	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1LWND|25VULN|3CDMG|4DMG|6RCR|7LIT|8DUR|9TLV|aFEWX
323	32212 43523	1	   	233.72	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1LWND|25VULN|3CDMG|4DMG|6RCR|7LIT|8DUR|9TLV|aMLV
324	32212 43525	1	   	233.72	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1aLWND|25VULN|3CDMG|4DMG|6RCR|7LIT|8DUR|9TLV
325	52212 42121	1	   	233.72	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1FEWX|25VULN|3CDMG|4DMG|6RCR|7DUR|8LIT|9TLV|aLHND
326	52212 42122	1	   	233.72	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1aFEWX|25VULN|3CDMG|4DMG|6RCR|7DUR|8LIT|9TLV
327	52212 42123	1	   	233.72	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1FEWX|25VULN|3CDMG|4DMG|6RCR|7DUR|8LIT|9TLV|aLWND
328	62212 41123	1	   	233.72	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1LHND|25VULN|3CDMG|4DMG|6RCR|7LWND|8LIT|9TLV|aDUR
329	62212 42121	1	   	233.72	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1aLHND|25VULN|3CDMG|4DMG|6RCR|7DUR|8LIT|9TLV
