0	Index      	Bounty	 *	Score 	Summary	Detail	
1	34412 35332	9	 * 	277.04	DCR|5VULN|1DMG|1DUR|1CDMG	1BEXP|2345aVULN|6DUR|7CDMG|8DMG|9RCR
205	24413 61122	9	   	256.98	DCR|5VULN|1TLV|1CDMG	1LHND|23489VULN|5RMIN|6TLV|7RCR|aCDMG
206	24512 31122	7	   	256.98	DCR|5VULN|1DUR|1CDMG	13LHND|24589VULN|6DUR|7RCR|aCDMG
207	24512 31122	8	   	256.98	DCR|5VULN|1DUR|1CDMG	13LHND|24589VULN|6DUR|7RCR|aCDMG
208	24512 32622	5	   	256.98	DCR|5VULN|1DUR|1CDMG	13LHND|24569VULN|7RCR|8DUR|aCDMG
209	34412 14322	8	   	256.98	DCR|5VULN|1DUR|1CDMG	1BEXP|23459VULN|6DMSP|7RCR|8DUR|aCDMG
210	34412 31152	7	   	256.98	DCR|5VULN|1DUR|1CDMG	1BEXP|23458VULN|6DUR|7RCR|9RCVC|aCDMG
211	34412 31152	8	   	256.98	DCR|5VULN|1DUR|1CDMG	1BEXP|23458VULN|6DUR|7RCR|9RCVC|aCDMG
212	34412 31322	7	   	256.98	DCR|5VULN|1DUR|1CDMG	18BEXP|23459VULN|6DUR|7RCR|aCDMG
213	34452 31122	7	   	256.98	DCR|5VULN|1DUR|1CDMG	1BEXP|23589VULN|4DMSP|6DUR|7RCR|aCDMG
214	34452 31122	8	   	256.98	DCR|5VULN|1DUR|1CDMG	1BEXP|23589VULN|4DMSP|6DUR|7RCR|aCDMG
215	34462 31122	8	   	256.98	DCR|5VULN|1DUR|1CDMG	1BEXP|23589VULN|4RCVC|6DUR|7RCR|aCDMG
216	34462 31122	7	   	256.98	DCR|5VULN|1DUR|1CDMG	1BEXP|23589VULN|4RCVC|6DUR|7RCR|aCDMG
217	54411 31122	7	   	256.98	DCR|5VULN|1DUR|1CDMG	15LWND|23489VULN|6DUR|7RCR|aCDMG
218	54411 31122	8	   	256.98	DCR|5VULN|1DUR|1CDMG	15LWND|23489VULN|6DUR|7RCR|aCDMG
219	24115 32122	4	   	256.88	DCR|5VULN|1TLV|1CDMG	1LHND|24589VULN|3ERES|6RCR|7TLV|aCDMG
220	24413 32122	4	   	256.88	DCR|5VULN|1TLV|1CDMG	1LHND|23489VULN|5ERES|6RCR|7TLV|aCDMG
221	24423 32122	3	   	256.88	DCR|5VULN|1TLV|1CDMG	1LHND|23489VULN|5ERES|6RCR|7TLV|aCDMG
222	34115 32122	4	   	256.88	DCR|5VULN|1TLV|1CDMG	1BEXP|24589VULN|3ERES|6RCR|7TLV|aCDMG
223	34413 32122	4	   	256.88	DCR|5VULN|1TLV|1CDMG	1BEXP|23489VULN|5ERES|6RCR|7TLV|aCDMG
224	54115 32122	4	   	256.88	DCR|5VULN|1TLV|1CDMG	1LWND|24589VULN|3ERES|6RCR|7TLV|aCDMG
225	54413 32122	4	   	256.88	DCR|5VULN|1TLV|1CDMG	1LWND|23489VULN|5ERES|6RCR|7TLV|aCDMG
226	54423 32122	3	   	256.88	DCR|5VULN|1TLV|1CDMG	1LWND|23489VULN|5ERES|6RCR|7TLV|aCDMG
227	24412 11631	10	   	256.80	DCR|5VULN|1DMG|1AART	1LHND|23457VULN|6AART|8DMG|9RCR|aLWND
228	24412 11632	10	   	256.80	DCR|5VULN|1DMG|1AART	1LHND|23457VULN|6AART|8DMG|9RCR|aRCVC
229	24412 11632	9	   	256.80	DCR|5VULN|1DMG|1AART	1LHND|23457VULN|6AART|8DMG|9RCR|aLWND
230	24412 11632	8	   	256.80	DCR|5VULN|1DMG|1AART	1LHND|23457VULN|6AART|8DMG|9RCR|aLWND
231	24412 11633	9	   	256.80	DCR|5VULN|1DMG|1AART	1LHND|23457VULN|6AART|8DMG|9RCR|aCGEN
232	24412 11633	10	   	256.80	DCR|5VULN|1DMG|1AART	1LHND|23457VULN|6AART|8DMG|9RCR|aBELT
233	24412 11633	8	   	256.80	DCR|5VULN|1DMG|1AART	1LHND|23457VULN|6AART|8DMG|9RCR|aCGEN
234	24412 11631	8	   	256.70	DCR|5VULN|1DMG|1AART	1LHND|23457VULN|6AART|8DMG|9RCR|aBBNT
235	24412 11631	9	   	256.70	DCR|5VULN|1DMG|1AART	1LHND|23457VULN|6AART|8DMG|9RCR|aBBNT
236	22313 21424	3	 * 	256.17	DCR|4VULN|1DMG|3TLV	18aLHND|2DMG|378aVULN|4LIT|5MLV|68aTLV|8aBPWR|9RCR
237	22343 21424	4	   	256.17	DCR|4VULN|1DMG|3TLV	18aLHND|2DMG|378aVULN|4LIT|5MLV|68aTLV|8aBPWR|9RCR
238	22332 21424	4	   	256.07	DCR|4VULN|1DMG|3TLV	18aLHND|2DMG|378aVULN|4ERES|5LIT|68aTLV|8aBPWR|9RCR
239	22342 21424	5	   	256.07	DCR|4VULN|1DMG|3TLV	18aLHND|2DMG|378aVULN|4LIT|5ERES|68aTLV|8aBPWR|9RCR
240	22334 33435	7	 * 	255.86	DCR|3VULN|2DUR|2TLV|1DMG	18LHND|2DMG|38aVULN|4ERES|59DUR|68TLV|7RCR|8BPWR
241	32316 21122	2	 * 	255.55	DCR|2VULN|3DMG|3DUR	146BEXP|29aDMG|3ERES|56aDUR|6aBPWR|7aVULN|8RCR
242	35316 21122	1	   	255.55	DCR|2VULN|3DMG|3DUR	146BEXP|29aDMG|3ERES|56aDUR|6aBPWR|7aVULN|8RCR
243	24411 21122	8	   	255.45	DCR|5VULN|1DMG	1LHND|23468VULN|5LWND|7RCR|9LIT|aDMG
244	24411 21122	7	   	255.45	DCR|5VULN|1DMG	1LHND|23468VULN|5LWND|7RCR|9LIT|aDMG
245	24411 21212	9	   	255.45	DCR|5VULN|1DMG	1LHND|23469VULN|5LWND|7RCR|8LIT|aDMG
246	24411 21262	8	   	255.45	DCR|5VULN|1DMG	1LHND|23469VULN|5LWND|7RCR|8LIT|aDMG
247	24412 41212	9	   	255.45	DCR|5VULN|1DMG	1LHND|23459VULN|6FEWX|7RCR|8LIT|aDMG
248	34412 41212	9	   	255.45	DCR|5VULN|1DMG	1BEXP|23459VULN|6FEWX|7RCR|8LIT|aDMG
249	54413 21122	7	   	255.45	DCR|5VULN|1DMG	1LWND|23468VULN|5LHND|7RCR|9LIT|aDMG
250	54413 21122	8	   	255.45	DCR|5VULN|1DMG	1LWND|23468VULN|5LHND|7RCR|9LIT|aDMG
251	54413 21212	9	   	255.45	DCR|5VULN|1DMG	1LWND|23469VULN|5LHND|7RCR|8LIT|aDMG
252	24412 51122	8	   	255.35	DCR|5VULN|1DMG	1LHND|23458VULN|6DUST|7RCR|9LIT|aDMG
253	24412 51122	7	   	255.35	DCR|5VULN|1DMG	1LHND|23458VULN|6DUST|7RCR|9LIT|aDMG
254	24412 51212	9	   	255.35	DCR|5VULN|1DMG	1LHND|23459VULN|6DUST|7RCR|8LIT|aDMG
255	34412 51122	8	   	255.35	DCR|5VULN|1DMG	1BEXP|23458VULN|6DUST|7RCR|9LIT|aDMG
256	34412 51122	7	   	255.35	DCR|5VULN|1DMG	1BEXP|23458VULN|6DUST|7RCR|9LIT|aDMG
257	34412 51212	9	   	255.35	DCR|5VULN|1DMG	1BEXP|23459VULN|6DUST|7RCR|8LIT|aDMG
258	22312 33435	9	   	255.05	DCR|3VULN|2DMG|1TLV|1DUR	1LHND|29DMG|34aVULN|5RMIN|6TLV|7RCR|8DUR
259	22312 33455	7	   	255.05	DCR|3VULN|2DMG|1TLV|1DUR	1LHND|28DMG|34aVULN|5RMIN|6TLV|7RCR|9DUR
260	22311 54225	6	   	254.94	DCR|2VULN|2DMG|2DUR|2CDMG	1LHND|29DMG|34VULN|5MLV|69DUR|7LIT|89CDMG|9BPWR|aRCR
261	34412 31332	10	   	254.87	DCR|4VULN|2AART|1DUR|1CDMG	1BEXP|2345VULN|6DUR|7RCR|89AART|aCDMG
262	34412 31336	9	   	254.87	DCR|4VULN|2AART|1DUR|1CDMG	1BEXP|2345VULN|6DUR|7RCR|89AART|aCDMG
263	24412 33234	6	   	254.86	DCR|4VULN|1DMG|1DUR|1ASPD	1LHND|2345VULN|6DUR|7DMG|8RCR|9CGEN|aASPD
264	24413 23261	5	   	254.86	DCR|4VULN|1DMG|1TLV|1ASPD	1LHND|2349VULN|5RMIN|6TLV|7DMG|8RCR|aASPD
265	34412 14321	9	   	254.86	DCR|4VULN|1DMG|1DUR|1ASPD	1BEXP|2345VULN|6DMSP|7RCR|8DUR|9DMG|aASPD
266	34452 31121	9	   	254.86	DCR|4VULN|1DMG|1DUR|1ASPD	1BEXP|2358VULN|4DMSP|6DUR|7RCR|9DMG|aASPD
267	34462 31121	9	   	254.86	DCR|4VULN|1DMG|1DUR|1ASPD	1BEXP|2358VULN|4RCVC|6DUR|7RCR|9DMG|aASPD
268	54411 31121	9	   	254.86	DCR|4VULN|1DMG|1DUR|1ASPD	15LWND|2348VULN|6DUR|7RCR|9DMG|aASPD
269	24512 31121	9	   	254.86	DCR|4VULN|1DMG|1DUR|1ASPD	13LHND|2458VULN|6DUR|7RCR|9DMG|aASPD
270	22344 31225	7	   	254.84	DCR|2VULN|2DMG|2DUR|2CDMG	1LHND|29DMG|35VULN|4LIT|69DUR|7ERES|89CDMG|9BPWR|aRCR
271	24412 33214	6	   	254.76	DCR|4VULN|1DMG|1DUR|1ASPD	1LHND|2345VULN|6DUR|7DMG|8RCR|9ERES|aASPD
272	34115 23261	4	   	254.76	DCR|4VULN|1DMG|1TLV|1ASPD	1BEXP|2459VULN|3ERES|6TLV|7DMG|8RCR|aASPD
273	34413 23261	4	   	254.76	DCR|4VULN|1DMG|1TLV|1ASPD	1BEXP|2349VULN|5ERES|6TLV|7DMG|8RCR|aASPD
274	34412 31431	10	   	254.62	DCR|4VULN|2DUR|1TLV	1BEXP|2345VULN|69DUR|7RCR|8TLV|aCGEN
275	34412 31432	10	   	254.62	DCR|4VULN|2DUR|1TLV	1BEXP|2345VULN|69DUR|7RCR|8TLV|aRMIN
276	34412 31433	9	   	254.62	DCR|4VULN|2DUR|1TLV	1BEXP|2345VULN|69DUR|7RCR|8TLV|aCGEN
277	34412 31432	9	   	254.52	DCR|4VULN|2DUR|1TLV	1BEXP|2345VULN|69DUR|7RCR|8TLV|aMBVNT
278	34412 33432	10	   	254.52	DCR|4VULN|2DUR|1TLV	1BEXP|2345VULN|69DUR|7DUST|8TLV|aRCR
279	22312 33466	7	   	254.45	DCR|3VULN|3DMG|1TLV	1LHND|28aDMG|349VULN|5RMIN|6TLV|7RCR
280	24411 21335	9	   	254.33	DCR|5VULN|1DUR|1ASPD	1LHND|2346aVULN|5LWND|7RCR|8DUR|9ASPD
281	24412 31141	9	   	254.33	DCR|5VULN|1DUR|1ASPD	1LHND|23458VULN|6DUR|7RCR|9ASPD|aRCVC
282	24412 31141	10	   	254.33	DCR|5VULN|1DUR|1ASPD	1LHND|23458VULN|6DUR|7RCR|9ASPD|aFEWX
283	24412 31142	10	   	254.33	DCR|5VULN|1DUR|1ASPD	1LHND|23458VULN|6DUR|7RCR|9ASPD|aRCVC
284	24412 31142	9	   	254.33	DCR|5VULN|1DUR|1ASPD	1LHND|23458VULN|6DUR|7RCR|9ASPD|aLWND
285	24412 31153	8	   	254.33	DCR|5VULN|1DUR|1ASPD	1LHND|23458VULN|6DUR|7RCR|9RCVC|aASPD
286	24412 31153	7	   	254.33	DCR|5VULN|1DUR|1ASPD	1LHND|23458VULN|6DUR|7RCR|9RCVC|aASPD
287	24413 61123	8	   	254.33	DCR|5VULN|1TLV|1ASPD	1LHND|23489VULN|5RMIN|6TLV|7RCR|aASPD
288	24413 61123	9	   	254.33	DCR|5VULN|1TLV|1ASPD	1LHND|23489VULN|5RMIN|6TLV|7RCR|aASPD
289	24413 61123	7	   	254.33	DCR|5VULN|1TLV|1ASPD	1LHND|23489VULN|5RMIN|6TLV|7RCR|aASPD
290	34412 14323	8	   	254.33	DCR|5VULN|1DUR|1ASPD	1BEXP|23459VULN|6DMSP|7RCR|8DUR|aASPD
291	34412 21261	6	   	254.33	DCR|5VULN|1DUR|1ASPD	1BEXP|23459VULN|6ASPD|7LHND|8RCR|aDUR
292	34412 23261	6	   	254.33	DCR|5VULN|1DUR|1ASPD	1BEXP|23459VULN|6ASPD|7FEWX|8RCR|aDUR
293	34412 31141	10	   	254.33	DCR|5VULN|1DUR|1ASPD	1BEXP|23458VULN|6DUR|7RCR|9ASPD|aFEWX
294	34412 31142	10	   	254.33	DCR|5VULN|1DUR|1ASPD	1BEXP|23458VULN|6DUR|7RCR|9ASPD|aRCVC
295	34412 31142	9	   	254.33	DCR|5VULN|1DUR|1ASPD	1BEXP|23458VULN|6DUR|7RCR|9ASPD|aRPLT
296	34412 31143	9	   	254.33	DCR|5VULN|1DUR|1ASPD	1BEXP|23458VULN|6DUR|7RCR|9ASPD|aRCVC
297	34412 31153	8	   	254.33	DCR|5VULN|1DUR|1ASPD	1BEXP|23458VULN|6DUR|7RCR|9RCVC|aASPD
298	34412 31153	7	   	254.33	DCR|5VULN|1DUR|1ASPD	1BEXP|23458VULN|6DUR|7RCR|9RCVC|aASPD
299	34412 31323	7	   	254.33	DCR|5VULN|1DUR|1ASPD	18BEXP|23459VULN|6DUR|7RCR|aASPD
300	34452 31123	8	   	254.33	DCR|5VULN|1DUR|1ASPD	1BEXP|23589VULN|4DMSP|6DUR|7RCR|aASPD
301	34452 31123	7	   	254.33	DCR|5VULN|1DUR|1ASPD	1BEXP|23589VULN|4DMSP|6DUR|7RCR|aASPD
302	34462 31123	7	   	254.33	DCR|5VULN|1DUR|1ASPD	1BEXP|23589VULN|4RCVC|6DUR|7RCR|aASPD
303	34462 31123	8	   	254.33	DCR|5VULN|1DUR|1ASPD	1BEXP|23589VULN|4RCVC|6DUR|7RCR|aASPD
304	54411 31123	7	   	254.33	DCR|5VULN|1DUR|1ASPD	15LWND|23489VULN|6DUR|7RCR|aASPD
305	54411 31123	8	   	254.33	DCR|5VULN|1DUR|1ASPD	15LWND|23489VULN|6DUR|7RCR|aASPD
306	24512 31123	7	   	254.33	DCR|5VULN|1DUR|1ASPD	13LHND|24589VULN|6DUR|7RCR|aASPD
307	24512 31123	8	   	254.33	DCR|5VULN|1DUR|1ASPD	13LHND|24589VULN|6DUR|7RCR|aASPD
308	24512 32623	5	   	254.33	DCR|5VULN|1DUR|1ASPD	13LHND|24569VULN|7RCR|8DUR|aASPD
309	24115 32123	4	   	254.23	DCR|5VULN|1TLV|1ASPD	1LHND|24589VULN|3ERES|6RCR|7TLV|aASPD
310	24412 31143	9	   	254.23	DCR|5VULN|1DUR|1ASPD	1LHND|23458VULN|6DUR|7RCR|9ASPD|aERES
311	24412 31143	10	   	254.23	DCR|5VULN|1DUR|1ASPD	1LHND|23458VULN|6DUR|7RCR|9ASPD|aERES
312	24413 32123	4	   	254.23	DCR|5VULN|1TLV|1ASPD	1LHND|23489VULN|5ERES|6RCR|7TLV|aASPD
313	24423 32123	3	   	254.23	DCR|5VULN|1TLV|1ASPD	1LHND|23489VULN|5ERES|6RCR|7TLV|aASPD
314	34115 32123	4	   	254.23	DCR|5VULN|1TLV|1ASPD	1BEXP|24589VULN|3ERES|6RCR|7TLV|aASPD
315	34412 23261	7	   	254.23	DCR|5VULN|1DUR|1ASPD	1BEXP|23459VULN|6ASPD|7DUST|8RCR|aDUR
316	34412 31143	10	   	254.23	DCR|5VULN|1DUR|1ASPD	1BEXP|23458VULN|6DUR|7RCR|9ASPD|aERES
317	34413 32123	4	   	254.23	DCR|5VULN|1TLV|1ASPD	1BEXP|23489VULN|5ERES|6RCR|7TLV|aASPD
318	54115 32123	4	   	254.23	DCR|5VULN|1TLV|1ASPD	1LWND|24589VULN|3ERES|6RCR|7TLV|aASPD
319	54413 32123	4	   	254.23	DCR|5VULN|1TLV|1ASPD	1LWND|23489VULN|5ERES|6RCR|7TLV|aASPD
320	54423 32123	3	   	254.23	DCR|5VULN|1TLV|1ASPD	1LWND|23489VULN|5ERES|6RCR|7TLV|aASPD
321	22314 33633	9	   	253.72	DCR|3VULN|2DMG|2CDMG|1ASPD	17LHND|2aDMG|347VULN|5RPLT|67CDMG|7BPWR|8RCR|9ASPD
322	22314 33643	8	   	253.72	DCR|3VULN|2DMG|2CDMG|1ASPD	17LHND|2aDMG|347VULN|5RPLT|67CDMG|7BPWR|8RCR|9ASPD
323	24411 21411	9	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1LHND|2346VULN|5LWND|7RCR|8TLV|9CDMG|aDUR
324	24412 31413	9	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1aLHND|2345VULN|6DUR|7RCR|8TLV|9CDMG
325	34412 31413	9	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1BEXP|2345VULN|6DUR|7RCR|8TLV|9CDMG|aLHND
326	24512 31412	9	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	13LHND|245aVULN|6DUR|7RCR|8TLV|9CDMG
327	24412 31412	10	   	253.59	DCR|4VULN|1DUR|1TLV|1CDMG	1LHND|2345VULN|6DUR|7RCR|8TLV|9CDMG|aERES
328	34412 31412	10	   	253.59	DCR|4VULN|1TLV|1DUR|1CDMG	1BEXP|2345VULN|6DUR|7RCR|8TLV|9CDMG|aERES
329	31413 25362	9	   	253.58	DCR|3VULN|2DMG|2DUR	1aBEXP|2LWND|39aVULN|48DMG|5CGEN|6aDUR|7RCR|aBPWR
330	22313 13562	7	   	253.58	DCR|3VULN|2DMG|2DUR	1aLHND|28DMG|34aVULN|5LWND|6CGEN|7RCR|9aDUR|aBPWR
331	34313 15342	4	   	253.58	DCR|3VULN|2DMG|2DUR	1BEXP|24aVULN|3MLV|5LHND|6RCR|7aDUR|8FEWX|9aDMG|aBPWR
332	22313 23456	9	   	253.51	DCR|4VULN|1DMG|1DUR|1AART	1LHND|2DMG|346aVULN|5LWND|7RCR|8DUR|9AART
333	22336 25362	9	   	253.48	DCR|3VULN|2DMG|2DUR	1aLHND|28DMG|39aVULN|4ERES|5LWND|6aDUR|7RCR|aBPWR
334	24125 12342	3	   	253.48	DCR|3VULN|2DMG|2DUR	1LHND|25aVULN|3ERES|4FEWX|6RCR|7aDUR|8BEXP|9aDMG|aBPWR
335	24135 12342	3	   	253.48	DCR|3VULN|2DMG|2DUR	1LHND|25aVULN|3ERES|4BEXP|6RCR|7aDUR|8FEWX|9aDMG|aBPWR
336	34113 12342	4	   	253.48	DCR|3VULN|2DMG|2DUR	1BEXP|24aVULN|3ERES|5LHND|6RCR|7aDUR|8FEWX|9aDMG|aBPWR
337	34113 12342	5	   	253.48	DCR|3VULN|2DMG|2DUR	1BEXP|24aVULN|3ERES|5LHND|6RCR|7aDUR|8FEWX|9aDMG|aBPWR
338	34125 12342	4	   	253.48	DCR|3VULN|2DMG|2DUR	1BEXP|25aVULN|3ERES|4LWND|6RCR|7aDUR|8FEWX|9aDMG|aBPWR
339	24412 31411	10	   	253.44	DCR|4VULN|1TLV|1DUR|1CDMG|1SELL	1LHND|2345VULN|6DUR|7RCR|8TLV|9CDMG|aSELL
340	34412 31411	10	   	253.44	DCR|4VULN|1DUR|1TLV|1CDMG|1SELL	1BEXP|2345VULN|6DUR|7RCR|8TLV|9CDMG|aSELL
341	22344 13412	6	   	253.40	DCR|4VULN|2DMG	1LHND|29DMG|356aVULN|4LIT|7TBNT|8RCR
342	24125 12242	3	   	253.38	DCR|3VULN|2DMG|2DUR	1LHND|25aVULN|3ERES|4FEWX|6RCR|7aDUR|8DUST|9aDMG|aBPWR
343	24512 31326	9	   	253.38	DCR|3VULN|2DMG|2DUR	13LHND|245VULN|68DUR|7RCR|9aDMG
344	34125 12242	3	   	253.38	DCR|3VULN|2DMG|2DUR	1BEXP|25aVULN|3ERES|4FEWX|6RCR|7aDUR|8DUST|9aDMG|aBPWR
345	22121 44125	5	   	253.37	DCR|3VULN|2DMG|2CDMG|1ASPD|1SELL	1LHND|25DMG|3SELL|45CDMG|5BPWR|6RCR|789VULN|aASPD
346	24412 31221	10	   	253.31	DCR|4VULN|2ASPD|1DUR	1LHND|2345VULN|6DUR|7RCR|8LIT|9aASPD
347	34412 31221	10	   	253.31	DCR|4VULN|2ASPD|1DUR	1BEXP|2345VULN|6DUR|7RCR|8LIT|9aASPD
348	34412 31326	8	   	252.99	DCR|5VULN|1DUR|1AART	1BEXP|2345aVULN|6DUR|7RCR|8AART|9CGEN
349	34412 31336	8	   	252.99	DCR|5VULN|1DUR|1AART	1BEXP|2345aVULN|6DUR|7RCR|8AART|9ZMB
350	34412 31316	9	   	252.89	DCR|5VULN|1DUR|1AART	1BEXP|2345aVULN|6DUR|7RCR|8AART|9ERES
351	22311 42366	9	   	252.45	DCR|3VULN|2DMG|1DUR|1CDMG	1LHND|27DMG|349VULN|5MLV|6CDMG|8DUR|aRCR
352	22312 42366	9	   	252.45	DCR|3VULN|2DMG|1DUR|1CDMG	1LHND|27DMG|349VULN|5RMIN|6CDMG|8DUR|aRCR
353	22314 33632	9	   	252.38	DCR|3VULN|1DMG|2CDMG|1DUR|1ASPD	17LHND|2DMG|347VULN|5RPLT|67CDMG|7BPWR|8RCR|9ASPD|aDUR
354	22314 33642	8	   	252.38	DCR|3VULN|1DMG|2CDMG|1DUR|1ASPD	17LHND|2DMG|347VULN|5RPLT|67CDMG|7BPWR|8RCR|9ASPD|aDUR
355	22312 13432	10	   	252.25	DCR|3VULN|2DUR|1DMG|1TLV	17LHND|2DMG|347VULN|5RMIN|67DUR|7BPWR|8TLV|9RCVC|aRCR
356	22312 13442	10	   	252.25	DCR|3VULN|2DUR|1DMG|1TLV	17LHND|2DMG|347VULN|5RMIN|67DUR|7BPWR|8TLV|9LWND|aRCR
357	34412 31336	10	   	252.22	DCR|4VULN|2AART|1DUR|1ASPD	1BEXP|2345VULN|6DUR|7RCR|89AART|aASPD
358	22311 23255	9	   	252.16	DCR|4VULN|1DMG|1DUR	1LHND|2DMG|346aVULN|5MLV|7DUR|8LIT|9RCR
359	22313 26255	9	   	252.16	DCR|4VULN|1DMG|1TLV	1LHND|2DMG|346aVULN|5LWND|7LIT|8TLV|9RCR
360	22344 14123	8	   	252.16	DCR|4VULN|1DMG|1DUR	1LHND|2DMG|3568VULN|4LIT|7FEWX|9RCR|aDUR
361	24412 23223	5	   	252.16	DCR|4VULN|1DMG|1DUR	1LHND|2345VULN|6BEXP|7DMG|8RCR|9LIT|aDUR
362	24412 31216	8	   	252.16	DCR|4VULN|1DMG|1DUR	1LHND|2345VULN|6DUR|7RCR|8LIT|9RPLT|aDMG
363	24412 31522	7	   	252.16	DCR|4VULN|1DMG|1DUR	1aLHND|2345VULN|6DUR|7RCR|8DMG|9LIT
364	24412 31523	7	   	252.16	DCR|4VULN|1DMG|1DUR	1LHND|2345VULN|6DUR|7RCR|8DMG|9LIT|aRCVC
365	24412 33222	6	   	252.16	DCR|4VULN|1DMG|1DUR	1aLHND|2345VULN|6DUR|7DMG|8RCR|9LIT
366	24412 33223	6	   	252.16	DCR|4VULN|1DMG|1DUR	1LHND|2345VULN|6DUR|7DMG|8RCR|9LIT|aRCVC
367	24412 33224	6	   	252.16	DCR|4VULN|1DMG|1DUR	1LHND|2345VULN|6DUR|7DMG|8RCR|9LIT|aMLV
368	24412 33225	6	   	252.16	DCR|4VULN|1DMG|1DUR	1LHND|2345VULN|6DUR|7DMG|8RCR|9LIT|aRPLT
369	24412 33226	6	   	252.16	DCR|4VULN|1DMG|1DUR	1LHND|2345VULN|6DUR|7DMG|8RCR|9LIT|aBEXP
370	24412 43223	6	   	252.16	DCR|4VULN|1DMG|1DUR	1LHND|2345VULN|6FEWX|7DMG|8RCR|9LIT|aDUR
371	24412 53222	5	   	252.16	DCR|4VULN|1DMG|1DUR	1aLHND|2345VULN|6DUR|7DMG|8RCR|9LIT
372	24412 53223	5	   	252.16	DCR|4VULN|1DMG|1DUR	1LHND|2345VULN|6DUR|7DMG|8RCR|9LIT|aRCVC
373	34412 13223	5	   	252.16	DCR|4VULN|1DMG|1DUR	1BEXP|2345VULN|6LHND|7DMG|8RCR|9LIT|aDUR
374	34412 31236	8	   	252.16	DCR|4VULN|1DMG|1DUR	1BEXP|2345VULN|6DUR|7RCR|8LIT|9CGEN|aDMG
375	34412 31522	7	   	252.16	DCR|4VULN|1DMG|1DUR	1BEXP|2345VULN|6DUR|7RCR|8DMG|9LIT|aLHND
376	24512 31124	10	   	252.16	DCR|4VULN|1DMG|1DUR	13LHND|2458VULN|6DUR|7RCR|9DMG|aLIT
377	22344 13123	8	   	252.06	DCR|4VULN|1DMG|1DUR	1LHND|2DMG|3568VULN|4LIT|7DUST|9RCR|aDUR
378	22344 13253	9	   	252.06	DCR|4VULN|1DMG|1TLV	1LHND|2DMG|356aVULN|4LIT|7DUST|8TLV|9RCR
379	22344 14323	6	   	252.06	DCR|4VULN|1DMG|1DUR	1LHND|2DMG|3567VULN|4LIT|8DUST|9RCR|aDUR
380	24412 31521	7	   	252.06	DCR|4VULN|1DMG|1DUR	1LHND|2345VULN|6DUR|7RCR|8DMG|9LIT|aERES
381	24412 33221	6	   	252.06	DCR|4VULN|1DMG|1DUR	1LHND|2345VULN|6DUR|7DMG|8RCR|9LIT|aERES
382	24412 53221	5	   	252.06	DCR|4VULN|1DMG|1DUR	1LHND|2345VULN|6DUR|7DMG|8RCR|9LIT|aERES
383	24412 53223	6	   	252.06	DCR|4VULN|1DMG|1DUR	1LHND|2345VULN|6DUST|7DMG|8RCR|9LIT|aDUR
384	34412 31521	7	   	252.06	DCR|4VULN|1DMG|1DUR	1BEXP|2345VULN|6DUR|7RCR|8DMG|9LIT|aERES
385	53412 26123	9	   	252.05	DCR|3VULN|3DMG|1CDMG	167LWND|2DUST|379VULN|467DMG|5RPLT|67BPWR|8CDMG|aRCR
386	22312 33415	9	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1LHND|2DMG|34aVULN|5RMIN|6TLV|7RCR|89DUR
387	22312 33435	8	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1LHND|2DMG|34aVULN|5RMIN|6TLV|7RCR|89DUR
388	22312 33462	9	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1LHND|2DMG|349VULN|5RMIN|6TLV|7RCR|8aDUR
389	24413 23252	5	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1LHND|234VULN|5RMIN|6TLV|7DMG|8RCR|9aDUR
390	24412 31511	9	   	252.02	DCR|4VULN|2DUR|1CDMG	1LHND|2345VULN|6aDUR|7RCR|8RMIN|9CDMG
391	24412 31611	9	   	252.02	DCR|4VULN|2DUR|1CDMG	1LHND|2345VULN|6aDUR|7RCR|8ZMB|9CDMG
392	34412 31511	9	   	252.02	DCR|4VULN|2DUR|1CDMG	1BEXP|2345VULN|6aDUR|7RCR|8RMIN|9CDMG
393	34412 31611	9	   	252.02	DCR|4VULN|2DUR|1CDMG	1BEXP|2345VULN|6aDUR|7RCR|8ZMB|9CDMG
394	34115 23252	4	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1BEXP|245VULN|3ERES|6TLV|7DMG|8RCR|9aDUR
395	34413 23252	4	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1BEXP|234VULN|5ERES|6TLV|7DMG|8RCR|9aDUR
396	34412 31523	7	   	251.91	DCR|4VULN|1DMG|1DUR|1SELL	1BEXP|2345VULN|6DUR|7RCR|8DMG|9LIT|aSELL
397	22334 33211	5	   	251.89	DCR|2VULN|3DMG|2DUR|1AART	18LHND|289DMG|3aVULN|4ERES|58DUR|6RCR|7AART|8BPWR
398	31434 23332	10	   	251.70	DCR|4VULN|3DUR	17BEXP|2LWND|347aVULN|567DUR|7BPWR|8ERES|9RCR
