0	Index      	Bounty	 *	Score 	Summary	Detail	
1	41213 42243	7	 * 	294.65	橙4易伤3等级2时间1暴击1全技能	134等级2347易伤347序列升级57策反67时间8全技能9暴击a核
219	41213 23343	9	   	272.30	橙5易伤3等级1暴击	134等级2346a易伤34序列升级5策反7核8敌人爆炸9暴击
220	41213 23541	10	   	272.30	橙5易伤3等级1暴击	134等级2346a易伤34序列升级5策反7核8基地爆炸9暴击
221	41213 23543	9	   	272.30	橙5易伤3等级1暴击	134等级2346a易伤34序列升级5策反7核8基地爆炸9暴击
222	41213 23636	8	   	272.30	橙5易伤3等级1暴击	134等级23468易伤34序列升级5策反7核9基地爆炸a暴击
223	41216 11141	10	   	272.30	橙5易伤3等级1暴击	134等级2345a易伤34序列升级6最后敌人7核8矿等9暴击
224	41216 21141	10	   	272.30	橙5易伤3等级1暴击	134等级2345a易伤34序列升级6敌人爆炸7核8矿等9暴击
225	41216 21143	9	   	272.30	橙5易伤3等级1暴击	134等级2345a易伤34序列升级6敌人爆炸7核8矿等9暴击
226	41216 21341	10	   	272.30	橙5易伤3等级1暴击	134等级2345a易伤34序列升级6敌人爆炸7核8策反9暴击
227	41216 21343	9	   	272.30	橙5易伤3等级1暴击	134等级2345a易伤34序列升级6敌人爆炸7核8策反9暴击
228	41216 33141	10	   	272.30	橙5易伤3等级1暴击	134等级2345a易伤34序列升级6随机矿7核8低血量敌人9暴击
229	41216 33341	10	   	272.30	橙5易伤3等级1暴击	134等级2345a易伤34序列升级6随机矿7核8敌人爆炸9暴击
230	41216 33343	9	   	272.30	橙5易伤3等级1暴击	134等级2345a易伤34序列升级6随机矿7核8敌人爆炸9暴击
231	41216 33622	9	   	272.30	橙5易伤3等级1暴击	134等级23458易伤34序列升级6随机矿7核9暴击a额外掉落
232	41216 33623	10	   	272.30	橙5易伤3等级1暴击	134等级23458易伤34序列升级6随机矿7核9暴击a最后敌人
233	41216 33623	9	   	272.30	橙5易伤3等级1暴击	134等级23458易伤34序列升级6随机矿7核9暴击a最后敌人
234	41216 33632	8	   	272.30	橙5易伤3等级1暴击	134等级23458易伤34序列升级6随机矿7核9暴击a额外掉落
235	41216 33633	8	   	272.30	橙5易伤3等级1暴击	134等级23458易伤34序列升级6随机矿7核9暴击a最后敌人
236	41213 23637	9	   	272.20	橙5易伤3等级1暴击	134等级23468易伤34序列升级5策反7核9加一a暴击
237	41216 33621	9	   	272.20	橙5易伤3等级1暴击	134等级23458易伤34序列升级6随机矿7核9暴击a赏金邻近
238	41216 33631	8	   	272.20	橙5易伤3等级1暴击	134等级23458易伤34序列升级6随机矿7核9暴击a赏金邻近
239	41512 22311	9	   	272.18	橙3易伤2等级1伤害1时间	14等级234易伤4序列升级5最后敌人6伤害7时间8攻速9雷电a核
240	41514 21231	6	   	272.18	橙3易伤2等级1伤害1时间	14等级234易伤4序列升级5攻速6雷电7伤害8基地爆炸9时间a核
241	41216 53322	7	   	271.82	橙4易伤3等级1暴击1全技能	134等级2345易伤34序列升级6攻速7核8暴击9挖尘a全技能
242	41214 15221	9	   	271.76	橙3易伤3等级2伤害2雷电	134等级234易伤34序列升级58雷电6基地爆炸7a伤害9核
243	41431 63231	5	   	271.66	橙3易伤2等级2伤害2雷电	18等级28a易伤35雷电4挖尘6赏金塔78伤害8序列升级9核
244	43132 63231	4	   	271.66	橙3易伤2等级2伤害2雷电	18等级28雷电35a易伤4挖尘6赏金塔78伤害8序列升级9核
245	43162 63231	3	   	271.66	橙3易伤2等级2伤害2雷电	18等级28雷电35a易伤4挖尘6赏金塔78伤害8序列升级9核
246	43111 11335	4	   	271.62	橙3易伤2等级3时间	1a等级2雷电39a易伤48a时间5平台6加一7核a序列升级
247	41514 32223	10	   	271.62	橙3易伤2等级3时间	14等级234易伤4序列升级5攻速678时间9最后敌人a核
248	41132 33214	8	   	271.45	橙2易伤2等级2伤害2时间	1a等级26易伤3a时间4攻速56最后敌人6a序列升级7核8a伤害9赏金塔
249	41216 11622	9	   	271.41	橙4易伤3等级1时间2雷电	134等级2345易伤34序列升级6最后敌人7核89雷电a时间
250	41132 23214	8	   	271.35	橙2易伤2等级2伤害2时间	1a等级26易伤3a时间4攻速5最后敌人7核8a伤害9赏金塔a序列升级
251	41213 42222	9	   	271.34	橙4易伤3等级2时间	134等级2347易伤347序列升级579策反67时间8矿等a核
252	41213 42623	7	   	271.34	橙4易伤3等级2时间	134等级2347易伤347序列升级57策反67时间8核9a敌人爆炸
253	41213 16124	7	   	271.24	橙4易伤3等级2时间	134等级234a易伤34a序列升级5策反6a基地爆炸7a时间8核9赏金邻近
254	41213 42621	7	   	271.24	橙4易伤3等级2时间	134等级2347易伤347序列升级57策反67时间8核9敌人爆炸a挖尘
255	41151 33632	10	   	271.24	橙4易伤2等级2时间	1a等级289a易伤34时间5矿等6a最后敌人7核a序列升级
256	41216 11323	8	   	271.14	橙4易伤3等级2时间	134等级2345易伤34序列升级6最后敌人7核8a时间9额外掉落
257	41216 11323	9	   	271.14	橙4易伤3等级2时间	134等级2345易伤34序列升级6最后敌人7核89时间a基地爆炸
258	41216 11324	9	   	271.14	橙4易伤3等级2时间	134等级2345易伤34序列升级6最后敌人7核89时间a金币生成
259	41216 11353	8	   	271.14	橙4易伤3等级2时间	134等级2345易伤34序列升级6最后敌人7核89时间a基地爆炸
260	41216 11521	10	   	271.14	橙4易伤3等级2时间	134等级2345易伤34序列升级6最后敌人7核8额外掉落9a时间
261	41216 11523	9	   	271.14	橙4易伤3等级2时间	134等级2345易伤34序列升级6最后敌人7核8额外掉落9a时间
262	41216 16223	8	   	271.14	橙4易伤3等级2时间	134等级2345易伤34序列升级6最后敌人7额外掉落8a时间9核
263	41216 21333	7	   	271.14	橙4易伤3等级2时间	134等级2345易伤34序列升级6敌人爆炸7核89时间a基地爆炸
264	41216 21334	7	   	271.14	橙4易伤3等级2时间	134等级2345易伤34序列升级6敌人爆炸7核89时间a金币生成
265	41261 42222	10	   	271.14	橙4易伤3等级2时间	134等级237a易伤37序列升级57金币生成67时间8掉矿9核
266	11266 36222	6	   	271.14	橙4易伤2等级2时间	13金币生成2358易伤35序列升级45等级6a时间7核9赏金邻近
267	41513 36212	6	   	271.14	橙4易伤2等级2时间	14等级2348易伤4序列升级59随机矿6a时间7核
268	41213 45322	10	   	271.04	橙4易伤3等级2时间	134等级234a易伤34序列升级5策反68时间7掉矿9核
269	41216 11321	10	   	271.04	橙4易伤3等级2时间	134等级2345易伤34序列升级6最后敌人7核89时间a挖尘
270	41216 11352	9	   	271.04	橙4易伤3等级2时间	134等级2345易伤34序列升级6最后敌人7核8a时间9掉矿
271	41216 11362	8	   	271.04	橙4易伤3等级2时间	134等级2345易伤34序列升级6最后敌人7核8a时间9赏金邻近
272	41216 21362	7	   	271.04	橙4易伤3等级2时间	134等级2345易伤34序列升级6敌人爆炸7核8a时间9赏金邻近
273	41223 42322	10	   	271.04	橙4易伤3等级2时间	135等级237a易伤37序列升级47掉矿67时间8金币生成9核
274	41266 11322	10	   	271.04	橙4易伤3等级2时间	134等级235a易伤3序列升级6最后敌人7核89时间
275	41213 41124	7	   	271.04	橙4易伤3等级2时间	134等级234a易伤34a序列升级5策反6a时间7a挖尘8核9赏金邻近
276	41213 42124	6	   	271.04	橙4易伤3等级2时间	134等级234a易伤34a序列升级5策反6a时间7a挖尘8核9赏金邻近
277	41511 36222	6	   	271.04	橙4易伤2等级2时间	14等级2348易伤4序列升级5金币生成6a时间7核9赏金邻近
278	41223 42123	10	   	270.94	橙4易伤3等级2时间	135等级237a易伤37序列升级47掉矿67时间8挖青9核
279	41223 42124	9	   	270.94	橙4易伤3等级2时间	135等级237a易伤37序列升级47掉矿67时间8挖青9核
280	41223 42523	10	   	270.94	橙4易伤3等级2时间	135等级237a易伤37序列升级47掉矿67时间8挖尘9核
281	41213 23354	7	   	270.89	橙4易伤3等级2时间1卖塔	134等级2346易伤34序列升级5策反7核8卖塔9a时间
282	41211 21413	4	   	270.57	橙4易伤3等级1暴击	134等级2346易伤346序列升级5立即金币7雷电8暴击9核a攻速
283	41215 21413	4	   	270.57	橙4易伤3等级1暴击	134等级2346易伤346序列升级5双倍矿7雷电8暴击9核a攻速
284	41214 15223	9	   	270.42	橙3易伤3等级1伤害1时间2雷电	134等级234易伤34序列升级58雷电6基地爆炸7伤害9核a时间
285	41512 22422	10	   	270.42	橙3易伤2等级1伤害1时间2雷电	14等级234易伤4序列升级5最后敌人6伤害7时间89雷电a核
286	43224 22432	7	   	270.32	橙3易伤2等级2暴击2攻速2雷电	18等级28雷电37攻速45暴击689易伤8序列升级a核
287	41511 11251	5	   	270.30	橙4易伤2等级1时间1暴击	14等级2346易伤46序列升级56金币生成7暴击8矿等9核a时间
288	11264 11251	4	   	270.30	橙4易伤2等级1时间1暴击	13金币生成2356易伤36序列升级46等级7暴击8矿等9核a时间
289	41224 11251	3	   	270.30	橙4易伤2等级1时间1暴击	13等级2356易伤36序列升级46金币生成7暴击8矿等9核a时间
290	41213 23142	9	   	270.20	橙4易伤3等级1时间1暴击	134等级2346易伤34序列升级5策反7核8低血量敌人9暴击a时间
291	41213 23344	9	   	270.20	橙4易伤3等级1时间1暴击	134等级2346易伤34序列升级5策反7核8敌人爆炸9暴击a时间
292	41216 11142	9	   	270.20	橙4易伤3等级1时间1暴击	134等级2345易伤34序列升级6最后敌人7核8矿等9暴击a时间
293	41216 11216	9	   	270.20	橙4易伤3等级1时间1暴击	134等级2345易伤34序列升级6最后敌人7核8敌人爆炸9暴击a时间
294	41216 11311	10	   	270.20	橙4易伤3等级1时间1暴击	134等级2345易伤34序列升级6最后敌人7核8时间9暴击a低血量敌人
295	41216 11313	10	   	270.20	橙4易伤3等级1时间1暴击	134等级2345易伤34序列升级6a最后敌人7核8时间9暴击
296	41216 11313	9	   	270.20	橙4易伤3等级1时间1暴击	134等级2345易伤34序列升级6最后敌人7核8时间9暴击a金币生成
297	41216 11315	9	   	270.20	橙4易伤3等级1时间1暴击	134等级2345易伤34序列升级6最后敌人7核8时间9暴击a随机矿
298	41216 11321	8	   	270.20	橙4易伤3等级1时间1暴击	134等级2345易伤34序列升级6最后敌人7核8时间9额外掉落a暴击
299	41216 11332	10	   	270.20	橙4易伤3等级1时间1暴击	134等级2345易伤34序列升级6最后敌人7核8时间9基地爆炸a暴击
300	41216 11521	9	   	270.20	橙4易伤3等级1时间1暴击	134等级2345易伤34序列升级6最后敌人7核8额外掉落9时间a暴击
301	41216 16221	8	   	270.20	橙4易伤3等级1时间1暴击	134等级2345易伤34序列升级6最后敌人7额外掉落8时间9核a暴击
302	41216 33142	9	   	270.20	橙4易伤3等级1时间1暴击	134等级2345易伤34序列升级6随机矿7核8低血量敌人9暴击a时间
303	41513 36222	6	   	270.20	橙4易伤2等级1时间1暴击	14等级2348易伤4序列升级5随机矿6时间7核9低血量敌人a暴击
304	41513 36232	6	   	270.20	橙4易伤2等级1时间1暴击	14等级2348易伤4序列升级5随机矿6时间7核9最后敌人a暴击
305	41261 42222	9	   	270.15	橙3易伤3等级2时间1伤害	134等级237易伤37序列升级57金币生成67时间8掉矿9核a伤害
306	33312 45612	8	   	270.11	橙3易伤3时间1等级2攻速1核弹1全技能	1核弹29攻速3全技能469时间589易伤7核9序列升级a等级
307	41216 11312	10	   	270.10	橙4易伤3等级1时间1暴击	134等级2345易伤34序列升级6最后敌人7核8时间9暴击a挖尘
308	41216 11314	9	   	270.10	橙4易伤3等级1时间1暴击	134等级2345易伤34序列升级6最后敌人7核8时间9暴击a掉矿
309	41216 11314	10	   	270.10	橙4易伤3等级1时间1暴击	134等级2345易伤34序列升级6最后敌人7核8时间9暴击a掉矿
310	41216 53313	7	   	270.10	橙4易伤3等级2攻速1暴击	134等级2345易伤34序列升级6a攻速7核8暴击9低血量敌人
311	41512 33235	4	   	270.10	橙4易伤3等级1时间1暴击	148等级2347易伤4序列升级5立即金币6暴击9核a时间
312	41213 45322	9	   	270.05	橙3易伤3等级2时间1伤害	134等级234易伤34序列升级5策反68时间7掉矿9核a伤害
313	41223 42322	9	   	270.05	橙3易伤3等级2时间1伤害	135等级237易伤37序列升级47掉矿67时间8金币生成9核a伤害
314	41233 41162	9	   	270.05	橙3易伤3等级2时间1伤害	138等级239易伤39序列升级4基地爆炸59挖尘69时间7核a伤害
315	41266 11322	9	   	270.05	橙3易伤3等级2时间1伤害	134等级235易伤3序列升级6最后敌人7核89时间a伤害
316	41266 21332	7	   	270.05	橙3易伤3等级2时间1伤害	134等级235易伤3序列升级6敌人爆炸7核89时间a伤害
317	41213 23233	10	   	270.03	橙4易伤3等级1伤害1全技能	134等级2346易伤34序列升级5策反7核8伤害9敌人爆炸a全技能
318	41216 33243	10	   	270.03	橙4易伤3等级1伤害1全技能	134等级2345易伤34序列升级6随机矿7核8伤害9敌人爆炸a全技能
319	41223 23622	8	   	270.00	橙4易伤3等级1时间1暴击	135等级2368易伤3序列升级4掉矿7核9暴击a时间
320	41211 24351	10	   	269.96	橙4易伤3等级1时间1暴击1卖塔	134等级2346易伤34序列升级5金币生成7卖塔8暴击9核a时间
321	41223 42121	9	   	269.95	橙3易伤3等级2时间1伤害	135等级237易伤37序列升级47掉矿67时间8挖青9核a伤害
322	41223 42122	10	   	269.95	橙3易伤3等级2时间1伤害	135等级237易伤37序列升级47掉矿67时间8挖青9核a伤害
323	41223 42521	9	   	269.95	橙3易伤3等级2时间1伤害	135等级237易伤37序列升级47掉矿67时间8挖尘9核a伤害
324	41223 42522	10	   	269.95	橙3易伤3等级2时间1伤害	135等级237易伤37序列升级47掉矿67时间8挖尘9核a伤害
325	41216 31223	10	   	269.93	橙4易伤3等级1伤害1全技能	134等级2345易伤34序列升级6随机矿7挖尘8伤害9核a全技能
326	41266 11311	9	   	269.12	橙3易伤3等级1伤害1时间1暴击	134等级235易伤3序列升级6最后敌人7核8时间9暴击a伤害
327	41211 23331	8	   	268.81	橙4易伤3等级2雷电1暴击	134等级2346易伤34序列升级5金币生成78雷电9核a暴击
328	41211 23431	7	   	268.81	橙4易伤3等级2雷电1暴击	134等级2346易伤34序列升级5金币生成78雷电9核a暴击
329	41213 25431	7	   	268.81	橙4易伤3等级2雷电1暴击	134等级2346易伤34序列升级5策反78雷电9核a暴击
330	11266 21631	10	   	268.77	橙4易伤2等级1伤害	13金币生成2358易伤35序列升级45等级6雷电7敌人爆炸9核a伤害
331	11266 21631	9	   	268.77	橙4易伤2等级1伤害	13金币生成2358易伤35序列升级45等级6雷电7敌人爆炸9核a伤害
332	31132 33214	8	   	268.72	橙3易伤2伤害2时间1等级1核弹	1核弹26a易伤3a时间4等级56最后敌人6a序列升级7核8a伤害9赏金塔
333	41213 23224	10	   	268.67	橙4易伤3等级1伤害	134等级2346易伤34序列升级5策反7核8伤害9随机矿a雷电
334	41213 23224	9	   	268.67	橙4易伤3等级1伤害	134等级2346易伤34序列升级5策反7核8伤害9随机矿a雷电
335	41213 23234	10	   	268.67	橙4易伤3等级1伤害	134等级2346易伤34序列升级5策反7核8伤害9敌人爆炸a攻速
336	41213 23235	8	   	268.67	橙4易伤3等级1伤害	134等级2346易伤34序列升级5策反7核8伤害9最后敌人a攻速
337	41213 23235	9	   	268.67	橙4易伤3等级1伤害	134等级2346易伤34序列升级5策反7核8伤害9敌人爆炸a攻速
338	41213 23245	8	   	268.67	橙4易伤3等级1伤害	134等级2346易伤34序列升级5策反7核8伤害9基地爆炸a攻速
339	41213 23264	10	   	268.67	橙4易伤3等级1伤害	134等级2346易伤34序列升级5策反7核8伤害9矿等a雷电
340	41213 23264	9	   	268.67	橙4易伤3等级1伤害	134等级2346易伤34序列升级5策反7核8伤害9矿等a雷电
341	41216 21243	8	   	268.67	橙4易伤3等级1伤害	134等级2345易伤34序列升级6敌人爆炸7核8额外掉落9伤害a攻速
342	41216 33222	10	   	268.67	橙4易伤3等级1伤害	134等级2345易伤34序列升级69随机矿7核8伤害a雷电
343	41216 33235	8	   	268.67	橙4易伤3等级1伤害	134等级2345易伤34序列升级6随机矿7核8伤害9最后敌人a攻速
344	11266 23631	9	   	268.67	橙4易伤2等级1伤害	13金币生成2358易伤35序列升级45等级6雷电7挖青9核a伤害
345	11266 23631	10	   	268.67	橙4易伤2等级1伤害	13金币生成2358易伤35序列升级45等级6雷电7挖青9核a伤害
346	41211 22354	9	   	268.67	橙4易伤3等级1伤害	134等级2346易伤34序列升级57金币生成8攻速9核a伤害
347	41211 23642	7	   	268.67	橙4易伤3等级1伤害	134等级2346易伤34序列升级5金币生成7雷电8策反9伤害a核
348	41213 25242	8	   	268.67	橙4易伤3等级1伤害	134等级2346易伤34序列升级5策反7雷电8金币生成9伤害a核
349	41214 36331	5	   	268.67	橙4易伤3等级1伤害	134等级234a易伤34序列升级5雷电6敌人爆炸7低血量敌人8伤害9核
350	41216 11231	9	   	268.67	橙4易伤3等级1伤害	134等级2345易伤34序列升级6最后敌人7核8敌人爆炸9攻速a伤害
351	41216 11232	10	   	268.67	橙4易伤3等级1伤害	134等级2345易伤34序列升级6最后敌人7核8敌人爆炸9攻速a伤害
352	41216 11611	9	   	268.67	橙4易伤3等级1伤害	134等级2345易伤34序列升级6最后敌人7核8雷电9策反a伤害
353	41216 11611	8	   	268.67	橙4易伤3等级1伤害	134等级2345易伤34序列升级6最后敌人7核8雷电9矿等a伤害
354	41216 11631	8	   	268.67	橙4易伤3等级1伤害	134等级2345易伤34序列升级6最后敌人7核8雷电9策反a伤害
355	41216 21263	9	   	268.67	橙4易伤3等级1伤害	134等级2345易伤34序列升级6敌人爆炸7核8额外掉落9攻速a伤害
356	41216 21631	9	   	268.67	橙4易伤3等级1伤害	134等级2345易伤34序列升级6敌人爆炸7核8基地爆炸9攻速a伤害
357	41216 21632	10	   	268.67	橙4易伤3等级1伤害	134等级2345易伤34序列升级6敌人爆炸7核8基地爆炸9攻速a伤害
358	41216 53131	8	   	268.67	橙4易伤3等级1伤害	134等级2345易伤34序列升级6攻速7核8低血量敌人9基地爆炸a伤害
359	41216 53131	7	   	268.67	橙4易伤3等级1伤害	134等级2345易伤34序列升级6攻速7核8最后敌人9基地爆炸a伤害
360	41216 53221	10	   	268.67	橙4易伤3等级1伤害	134等级2345易伤34序列升级6攻速7核8伤害9随机矿a基地爆炸
361	41216 53222	9	   	268.67	橙4易伤3等级1伤害	134等级2345易伤34序列升级6攻速7核8伤害9随机矿a策反
362	41216 53223	9	   	268.67	橙4易伤3等级1伤害	134等级2345易伤34序列升级6攻速7核8伤害9随机矿a最后敌人
363	41216 53231	9	   	268.67	橙4易伤3等级1伤害	134等级2345易伤34序列升级6攻速7核8伤害9敌人爆炸a基地爆炸
364	41216 53231	8	   	268.67	橙4易伤3等级1伤害	134等级2345易伤34序列升级6攻速7核8伤害9最后敌人a基地爆炸
365	41216 53331	8	   	268.67	橙4易伤3等级1伤害	134等级2345易伤34序列升级6攻速7核8敌人爆炸9基地爆炸a伤害
366	41216 53331	9	   	268.67	橙4易伤3等级1伤害	134等级2345易伤34序列升级6攻速7核8敌人爆炸9低血量敌人a伤害
367	41216 53332	10	   	268.67	橙4易伤3等级1伤害	134等级2345易伤34序列升级6攻速7核8敌人爆炸9低血量敌人a伤害
368	41511 21631	9	   	268.67	橙4易伤2等级1伤害	14等级2348易伤4序列升级5金币生成6雷电7敌人爆炸9核a伤害
369	41511 21631	10	   	268.67	橙4易伤2等级1伤害	14等级2348易伤4序列升级5金币生成6雷电7敌人爆炸9核a伤害
370	41213 53342	9	   	268.67	橙4易伤3等级1伤害	134等级2349易伤34序列升级5策反6雷电7伤害8矿等a核
371	43522 22432	6	   	268.67	橙4易伤2等级2暴击	18等级2雷电35随机矿48暴击6789易伤8序列升级a核
372	31132 23214	8	   	268.62	橙3易伤2伤害2时间1等级1核弹	1核弹26a易伤3a时间4等级5最后敌人7核8a伤害9赏金塔a序列升级
373	41211 53335	8	   	268.57	橙4易伤3等级1伤害	134等级2348易伤34序列升级5金币生成6雷电7伤害9加一a核
374	41213 23225	8	   	268.57	橙4易伤3等级1伤害	134等级2346易伤34序列升级5策反7核8伤害9挖青a攻速
375	41213 23264	8	   	268.57	橙4易伤3等级1伤害1核弹	134等级2346易伤34序列升级5策反7核8伤害9核弹a雷电
376	41213 53145	8	   	268.57	橙4易伤3等级1伤害	134等级2349易伤34序列升级5策反6雷电7伤害8加一a核
377	41214 12631	6	   	268.57	橙4易伤3等级1伤害	134等级234a易伤34序列升级5雷电6基地爆炸7伤害8挖尘9核
378	41214 23335	8	   	268.57	橙4易伤3等级1伤害	134等级2348易伤34序列升级5雷电6金币生成7伤害9加一a核
379	41214 32631	5	   	268.57	橙4易伤3等级1伤害	134等级234a易伤34序列升级5雷电6敌人爆炸7伤害8挖尘9核
380	41214 35331	5	   	268.57	橙4易伤3等级1伤害	134等级234a易伤34序列升级5雷电6敌人爆炸7挖青8伤害9核
381	41216 31224	10	   	268.57	橙4易伤3等级1伤害	134等级2345易伤34序列升级6随机矿7挖尘8伤害9核a攻速
382	41216 31225	9	   	268.57	橙4易伤3等级1伤害	134等级2345易伤34序列升级6随机矿7挖尘8伤害9核a攻速
383	41216 33225	8	   	268.57	橙4易伤3等级1伤害	134等级2345易伤34序列升级6随机矿7核8伤害9挖青a攻速
384	41216 52222	9	   	268.57	橙4易伤3等级1伤害	134等级2345易伤34序列升级6攻速7金币生成8挖青9核a伤害
385	41216 53112	9	   	268.57	橙4易伤3等级1伤害	134等级2345易伤34序列升级6攻速7核8低血量敌人9掉矿a伤害
386	41216 53122	7	   	268.57	橙4易伤3等级1伤害	134等级2345易伤34序列升级6攻速7核8最后敌人9掉矿a伤害
387	41216 53122	8	   	268.57	橙4易伤3等级1伤害	134等级2345易伤34序列升级6攻速7核8低血量敌人9掉矿a伤害
388	41216 53221	9	   	268.57	橙4易伤3等级1伤害	134等级2345易伤34序列升级6攻速7核8伤害9随机矿a掉矿
389	41216 53221	8	   	268.57	橙4易伤3等级1伤害	134等级2345易伤34序列升级6攻速7核8伤害9挖青a基地爆炸
390	41216 53222	10	   	268.57	橙4易伤3等级1伤害	134等级2345易伤34序列升级6攻速7核8伤害9随机矿a掉矿
391	41216 53233	8	   	268.57	橙4易伤3等级1伤害	134等级2345易伤34序列升级6攻速7核8伤害9最后敌人a赏金塔
392	41216 53233	9	   	268.57	橙4易伤3等级1伤害	134等级2345易伤34序列升级6攻速7核8伤害9敌人爆炸a赏金塔
393	41216 53312	9	   	268.57	橙4易伤3等级1伤害	134等级2345易伤34序列升级6攻速7核8敌人爆炸9掉矿a伤害
394	41216 53322	8	   	268.57	橙4易伤3等级1伤害	134等级2345易伤34序列升级6攻速7核8敌人爆炸9掉矿a伤害
395	41511 23631	9	   	268.57	橙4易伤2等级1伤害	14等级2348易伤4序列升级5金币生成6雷电7挖青9核a伤害
396	41511 23631	10	   	268.57	橙4易伤2等级1伤害	14等级2348易伤4序列升级5金币生成6雷电7挖青9核a伤害
397	41216 53211	8	   	268.47	橙4易伤3等级1伤害	134等级2345易伤34序列升级6攻速7核8伤害9赏金塔a加一
398	41216 53223	8	   	268.47	橙4易伤3等级1伤害	134等级2345易伤34序列升级6攻速7核8伤害9挖青a赏金塔
399	41216 53223	10	   	268.43	橙4易伤3等级1伤害1卖塔	134等级2345易伤34序列升级6攻速7核8伤害9随机矿a卖塔
400	41216 11511	10	   	268.41	橙5易伤3等级1全技能	134等级2345a易伤34a序列升级6a最后敌人7核8额外掉落9全技能
401	41216 21231	10	   	268.41	橙5易伤3等级1全技能	134等级2345a易伤34a序列升级6a敌人爆炸7核8额外掉落9全技能
402	41213 23651	8	   	268.31	橙5易伤3等级1全技能	134等级23468易伤34序列升级5策反7核9全技能a基地爆炸
403	41213 23653	8	   	268.31	橙5易伤3等级1全技能	134等级23468易伤34序列升级5策反7核9全技能a双倍矿
404	41216 21235	10	   	268.31	橙5易伤3等级1全技能	134等级2345a易伤34序列升级6敌人爆炸7核8额外掉落9全技能
405	41216 23132	6	   	268.31	橙5易伤3等级1全技能	134等级23458易伤34序列升级6敌人爆炸7全技能9核a最后敌人
406	41216 23134	6	   	268.31	橙5易伤3等级1全技能	134等级23458易伤34序列升级6敌人爆炸7全技能9核a基地爆炸
407	41213 23652	8	   	268.21	橙5易伤3等级1全技能	134等级23468易伤34序列升级5策反7核9全技能a掉矿
408	41216 23135	6	   	268.21	橙5易伤3等级1全技能	134等级23458易伤34序列升级6敌人爆炸7全技能9核a赏金塔
409	41216 33613	8	   	268.21	橙5易伤3等级1全技能	134等级23458易伤34序列升级6随机矿7核9赏金塔a全技能
410	41512 23612	5	   	268.21	橙5易伤2等级1全技能	14等级2347a易伤4序列升级5最后敌人6全技能8核9加一
411	62162 62212	10	   	268.06	橙3易伤3时间3雷电2攻速1暴击	157雷电28攻速378易伤4立即金币678时间78序列升级9核a暴击
412	31126 11232	10	 * 	267.43	橙5易伤2伤害1时间1核弹	1核弹2689a易伤3时间48伤害568策反68序列升级7核
413	11266 21633	10	   	267.25	橙5易伤2等级	13a金币生成2358a易伤35a序列升级45等级6雷电7a敌人爆炸9核
414	41216 14221	3	   	267.12	橙3易伤2等级1时间1暴击1全技能	13等级237易伤3序列升级4暴击5时间6额外掉落8攻速9全技能a核
415	41511 21633	10	   	267.05	橙5易伤3等级	14a等级2348a易伤4a序列升级5金币生成6雷电7a敌人爆炸9核
416	41211 22434	8	   	266.95	橙5易伤3等级	134等级2346a易伤34序列升级57金币生成8雷电9核
417	41211 23234	7	   	266.95	橙5易伤3等级	134等级2346a易伤34序列升级5金币生成7雷电8立即金币9核
418	41211 23234	8	   	266.95	橙5易伤3等级	134等级2346a易伤34序列升级58金币生成7雷电9核
419	41211 23511	8	   	266.95	橙5易伤3等级	134等级23468易伤34序列升级5金币生成7雷电9基地爆炸a核
420	41211 23531	8	   	266.95	橙5易伤3等级	134等级23468易伤34序列升级5金币生成7雷电9敌人爆炸a核
421	41211 23561	9	   	266.95	橙5易伤3等级	134等级23468易伤34序列升级5金币生成7雷电9敌人爆炸a核
422	41213 23611	9	   	266.95	橙5易伤3等级	134等级23468易伤34序列升级5策反7核9雷电a随机矿
423	41213 23612	10	   	266.95	橙5易伤3等级	134等级23468易伤34序列升级5策反7核9雷电a平台
424	41213 23613	9	   	266.95	橙5易伤3等级	134等级23468易伤34序列升级5策反7核9雷电a矿等
425	41213 23613	10	   	266.95	橙5易伤3等级	134等级23468易伤34序列升级5策反7核9雷电a低血量敌人
426	41213 23614	9	   	266.95	橙5易伤3等级	134等级23468易伤34序列升级5策反7核9雷电a低血量敌人
427	41213 23616	10	   	266.95	橙5易伤3等级	134等级23468易伤34序列升级5策反7核9雷电a双倍矿
428	41213 25234	7	   	266.95	橙5易伤3等级	134等级2346a易伤34序列升级5策反7雷电8立即金币9核
429	41213 25334	8	   	266.95	橙5易伤3等级	134等级2346a易伤34序列升级5策反7雷电8双倍矿9核
430	41216 11233	10	   	266.95	橙5易伤3等级	134等级2345a易伤34序列升级6最后敌人7核8敌人爆炸9攻速
431	41216 11234	9	   	266.95	橙5易伤3等级	134等级2345a易伤34序列升级6最后敌人7核8敌人爆炸9攻速
432	41216 11622	8	   	266.95	橙5易伤3等级	134等级2345a易伤34序列升级6最后敌人7核8雷电9低血量敌人
433	41216 12611	9	   	266.95	橙5易伤3等级	134等级23458易伤34序列升级6最后敌人7金币生成9雷电a核
434	41216 13611	9	   	266.95	橙5易伤3等级	134等级23458易伤34序列升级6最后敌人7矿等9雷电a核
435	41216 21633	10	   	266.95	橙5易伤3等级	134等级2345a易伤34序列升级6敌人爆炸7核8基地爆炸9攻速
436	41216 22611	9	   	266.95	橙5易伤3等级	134等级23458易伤34序列升级6敌人爆炸7金币生成9雷电a核
