0	Index      	 *	Score 	Summary	Detail	
1	31236 56222	 * 	250.48	ACR|DCR|2VULN|2AART|1MLV|1CDMG	1aAART|2MDPS|36RCR|4BEXP|57VULN|8MLV|9CDMG
176	51311 43332	   	221.32	ACR|DCR|1VULN|2DUR|1TLV	1FEWX|2TLV|3aDUR|4ZMB|58RCR|6BOSS|7BEXP|9VULN
177	24483 74333	   	221.22	ACR|DCR|2VULN|1TLV	1BEXP|2MBVNT|3TLV|48RCR|57VULN|6AEWIND|9RAT|aFEWX
178	24483 74342	   	221.22	ACR|DCR|2VULN|1TLV	19BEXP|2MBVNT|3TLV|48RCR|57VULN|6AEWIND|aLWND
179	24483 74343	   	221.22	ACR|DCR|2VULN|1TLV	19BEXP|2MBVNT|3TLV|48RCR|57VULN|6AEWIND|aBOSS
180	24483 74344	   	221.22	ACR|DCR|2VULN|1TLV	19BEXP|2MBVNT|3TLV|48RCR|57VULN|6AEWIND|aFEWX
181	31236 51121	   	221.22	ACR|DCR|2VULN|2AART	18AART|2MDPS|36RCR|4BEXP|5aVULN|79FEWX
182	31236 51151	   	221.22	ACR|DCR|2VULN|2AART	18AART|2MDPS|36RCR|49BEXP|5aVULN|7FEWX
183	31236 52314	   	221.22	ACR|DCR|2VULN|2AART	19AART|2MDPS|36RCR|4BEXP|58VULN|7LIT|aFEWX
184	31236 52315	   	221.22	ACR|DCR|2VULN|2AART	19AART|2MDPS|36RCR|4aBEXP|58VULN|7LIT
185	54131 42335	   	221.22	ACR|DCR|2VULN|1TLV	13FEWX|2MBVNT|4aVULN|58RCR|6AEPOI|7TLV|9RAT
186	54131 82322	   	221.22	ACR|DCR|2VULN|1TLV	13FEWX|2MBVNT|46VULN|58RCR|7TLV|9LEGI|aLWND
187	54131 82332	   	221.22	ACR|DCR|2VULN|1TLV	13FEWX|2MBVNT|46VULN|58RCR|7TLV|9RAT|aLEGI
188	54131 82334	   	221.22	ACR|DCR|2VULN|1TLV	13FEWX|2MBVNT|46VULN|58RCR|7TLV|9RAT|aBBNT
189	54131 82341	   	221.22	ACR|DCR|2VULN|1TLV	13FEWX|2MBVNT|46VULN|58RCR|7TLV|9BEXP|aAEBURN
190	54131 82343	   	221.22	ACR|DCR|2VULN|1TLV	13FEWX|2MBVNT|46VULN|58RCR|7TLV|9BEXP|aERES
191	54131 82344	   	221.22	ACR|DCR|2VULN|1TLV	13FEWX|2MBVNT|46VULN|58RCR|7TLV|9BEXP|aAIRBOS
192	61231 43332	   	221.22	ACR|DCR|1VULN|2DUR|1TLV	1DUST|2TLV|3ZMB|4aDUR|58RCR|6BOSS|7FEWX|9VULN
193	61311 43332	   	221.22	ACR|DCR|1VULN|2DUR|1TLV	1DUST|2TLV|3aDUR|4ZMB|58RCR|6BOSS|7FEWX|9VULN
194	24483 74322	   	221.12	ACR|DCR|2VULN|1TLV	1BEXP|2MBVNT|3TLV|48RCR|57VULN|6AEWIND|9LEGI|aLWND
195	24483 74332	   	221.12	ACR|DCR|2VULN|1TLV	1BEXP|2MBVNT|3TLV|48RCR|57VULN|6AEWIND|9RAT|aLEGI
196	24483 74341	   	221.12	ACR|DCR|2VULN|1TLV	19BEXP|2MBVNT|3TLV|48RCR|57VULN|6AEWIND|aERES
197	31236 51131	   	221.12	ACR|DCR|2VULN|2AART	18AART|2MDPS|36RCR|4BEXP|5aVULN|7FEWX|9AEFRZ
198	31236 52312	   	221.12	ACR|DCR|2VULN|2AART|1SELL	19AART|2MDPS|36RCR|4BEXP|58VULN|7LIT|aSELL
199	31236 52313	   	221.12	ACR|DCR|2VULN|2AART	19AART|2MDPS|36RCR|4BEXP|58VULN|7LIT|aDLOT
200	31236 52316	   	221.12	ACR|DCR|2VULN|2AART	19AART|2MDPS|36RCR|4BEXP|58VULN|7LIT|aAEPOI
201	54131 82321	   	221.12	ACR|DCR|2VULN|1TLV	13FEWX|2MBVNT|46VULN|58RCR|7TLV|9LEGI|aAEBURN
202	54131 82323	   	221.12	ACR|DCR|2VULN|1TLV	13FEWX|2MBVNT|46VULN|58RCR|7TLV|9LEGI|aERES
203	54131 82324	   	221.12	ACR|DCR|2VULN|1TLV	13FEWX|2MBVNT|46VULN|58RCR|7TLV|9LEGI|aAIRBOS
204	15334 28411	 * 	221.09	DCR|3DMG|2TLV|1VULN|1DUR	1AME|26aDMG|3MBVNT|4VULN|57TLV|8DUR|9RCR
205	51222 62352	 * 	221.03	DCR|DCR|2TLV|1AART	148FEWX|26TLV|3ZMB|5BEXP|7aRCR|9AART
206	24483 74321	   	221.02	ACR|DCR|2VULN|1TLV	1BEXP|2MBVNT|3TLV|48RCR|57VULN|6AEWIND|9LEGI|aAEBURN
207	24483 74323	   	221.02	ACR|DCR|2VULN|1TLV	1BEXP|2MBVNT|3TLV|48RCR|57VULN|6AEWIND|9LEGI|aERES
208	24483 74324	   	221.02	ACR|DCR|2VULN|1TLV	1BEXP|2MBVNT|3TLV|48RCR|57VULN|6AEWIND|9LEGI|aAIRBOS
209	31236 53134	 * 	221.02	ACR|DCR|1VULN|2DUR|2AART	18AART|2MDPS|36RCR|4BEXP|5VULN|7aDUR|9BBNT
210	15436 31222	   	220.77	DCR|4VULN|1DMG|1MLV	1AME|2DMG|3467VULN|5MLV|8DUST|9RCR|aLHND
211	15436 31223	   	220.67	DCR|4VULN|1DMG|1MLV	1AME|2DMG|3467VULN|5MLV|8DUST|9RCR|aLSRREG
212	32462 11161	   	220.51	DCR|2VULN|1DMG|1MLV|1DUR|1AART|1CDMG	1AART|2RPLT|3DMG|47VULN|5AEPOI|6RCR|8MLV|9CDMG|aDUR
213	12314 77138	 * 	220.48	DCR|DCR|3TLV	1AME|2ASPD|3MBVNT|469TLV|5CGEN|7aRCR|8MDPS
