0	Index      	 *	Score 	Summary	Detail	
1	11226 13224	 * 	252.95	DCR|4VULN|2MLV|1TLV|1DUR	1DUST|29MLV|3457VULN|6TLV|8DUR|aRCR
163	12621 12522	   	228.50	DCR|DCR|1VULN|1TLV|1NUKE|1SELL	1DUST|2BEXP|3TLV|4VULN|5NUKE|6SELL|7CANSTR|8BBNT|9aRCR
164	15621 12522	   	228.50	DCR|DCR|1VULN|1TLV|1NUKE|1SELL	1DUST|2LWND|3TLV|4VULN|5NUKE|6SELL|7CANSTR|8BBNT|9aRCR
165	11224 31356	 * 	228.39	DCR|2VULN|2TLV|2MLV|1DMG	1DUST|2aMLV|34VULN|56TLV|7DMG|8RAT|9RCR
166	11224 41226	 * 	228.39	DCR|2VULN|2TLV|2MLV|2CDMG	18DUST|28MLV|34VULN|59TLV|6RPLT|78CDMG|8BPWR|aRCR
167	11226 23344	   	228.00	DCR|4VULN|1MLV|1DUR|2ASPD	1DUST|2MLV|3457VULN|6DUR|89ASPD|aRCR
168	11226 11351	   	227.91	DCR|3VULN|1TLV|1DMG|1MLV	1DUST|2MLV|345VULN|6TLV|7DMG|8RAT|9RCR|aRMIN
169	11226 11352	   	227.91	DCR|3VULN|1TLV|1DMG|1MLV	1DUST|2MLV|345VULN|6TLV|7DMG|8RAT|9RCR|aZMB
170	11226 11353	   	227.91	DCR|3VULN|1TLV|1DMG|1MLV	1DUST|2MLV|345VULN|6TLV|7DMG|8RAT|9RCR|aLWND
171	11226 11441	   	227.91	DCR|3VULN|1TLV|1DMG|1MLV	1DUST|2MLV|345VULN|6TLV|7DMG|8FEWX|9RCR|aLIT
172	11226 11443	   	227.91	DCR|3VULN|1TLV|1DMG|1MLV	1DUST|2MLV|345VULN|6TLV|7DMG|8FEWX|9RCR|aBEXP
173	13226 11356	   	227.91	DCR|3VULN|1TLV|1DMG|1MLV|1AAC	1DUST|2AAC|345VULN|6TLV|7DMG|8RAT|9RCR|aMLV
174	11226 11354	   	227.81	DCR|3VULN|1TLV|1DMG|1MLV	1DUST|2MLV|345VULN|6TLV|7DMG|8RAT|9RCR|aFLTHEA
175	11226 11442	   	227.81	DCR|3VULN|1TLV|1DMG|1MLV	1DUST|2MLV|345VULN|6TLV|7DMG|8FEWX|9RCR|aMDPS
176	21443 11135	 * 	227.78	ACR|DCR|2DMG|1TLV|1AAC|2ASPD	12ASPD|3AME|49RCR|56DMG|7ERES|8TLV|aAAC
177	21653 11135	   	227.78	ACR|DCR|2DMG|1TLV|1AAC|2ASPD	12ASPD|39RCR|4AME|56DMG|7ERES|8TLV|aAAC
178	11222 54637	   	227.71	DCR|3VULN|1TLV|1DMG|1MLV	16DUST|2MLV|349VULN|5MBVNT|7TLV|8DMG|aRCR
179	11226 13314	   	227.01	DCR|4VULN|1TLV|1MLV	1DUST|2MLV|3457VULN|6TLV|8LWND|9DMSP|aRCR
180	11226 13414	   	227.01	DCR|4VULN|1TLV|1MLV	1DUST|2MLV|3457VULN|6TLV|8LHND|9DMSP|aRCR
181	13226 13424	   	227.01	DCR|4VULN|1TLV|1MLV|1AAC	1DUST|2AAC|3457VULN|6TLV|8LHND|9MLV|aRCR
182	13226 13514	   	226.91	DCR|4VULN|1TLV|1MLV|1AAC	1DUST|2AAC|3457VULN|6TLV|8ERES|9MLV|aRCR
183	13226 13634	   	226.91	DCR|4VULN|1TLV|1MLV|1AAC	1DUST|2AAC|3457VULN|6TLV|8MLV|9ERES|aRCR
184	11226 43224	   	226.65	DCR|4VULN|2MLV|1DUR	1DUST|29MLV|3457VULN|6ERES|8DUR|aRCR
185	11224 66121	   	226.55	DCR|2VULN|1TLV|1MLV|1DUR|1CDMG|1AAC	1DUST|2MLV|34VULN|5TLV|6CDMG|7RCR|8AETHUN|9DUR|aAAC
186	23251 33326	   	226.21	DCR|2VULN|1TLV|1DMG|1MLV|1CDMG|1SELL	1ASPD|2LWND|37VULN|4CDMG|5SELL|6TLV|8DMG|9MLV|aRCR
187	13224 42212	   	225.95	DCR|3VULN|1TLV|1DMG|1AART|1AAC	1DUST|2AAC|34aVULN|5TLV|6RPLT|7AART|8DMG|9RCR
188	33333 13451	   	225.95	DCR|3VULN|2DUR|1DMG|1AART	1RPLT|2AART|34DUR|4BPWR|578VULN|6LHND|9RCR|aDMG
189	33333 23451	   	225.85	DCR|3VULN|2DUR|1DMG|1AART	1RPLT|2AART|34DUR|4BPWR|578VULN|6DUST|9RCR|aDMG
190	33341 31631	   	225.47	ACR|DCR|1VULN|1MLV|1DUR|1AART|1AAC	1RPLT|2AART|3DUR|4BBNT|59RCR|6RAT|7VULN|8MLV|aAAC
191	23234 33245	   	225.28	DCR|3VULN|2DUR|1TLV	1ASPD|2LWND|357VULN|4ERES|6TLV|8aDUR|9RCR
192	11211 23255	   	225.18	DCR|DCR|1VULN|1MLV	1DUST|2MLV|3VULN|4VENTOX|5AETHUN|6TBNT|7LIT|8ASPD|9aRCR
193	11215 23255	   	225.18	DCR|DCR|1VULN|1MLV	1DUST|2MLV|3VULN|4VENTOX|5LEGI|6TBNT|7LIT|8ASPD|9aRCR
194	11215 33255	   	225.18	DCR|DCR|1VULN|1MLV	1DUST|2MLV|3VULN|4VENTOX|5LEGI|6BBNT|7LIT|8ASPD|9aRCR
195	23224 31324	 * 	225.12	DCR|2VULN|2DMG|2TLV	1ASPD|2LWND|34VULN|56TLV|78DMG|9BEXP|aRCR
196	23224 31334	   	225.12	DCR|2VULN|2DMG|2TLV	1ASPD|2LWND|34VULN|56TLV|78DMG|9FEWX|aRCR
197	11224 33344	   	225.12	DCR|3VULN|2TLV|1MLV	1DUST|2MLV|347VULN|56TLV|8LWND|9ASPD|aRCR
198	23224 33514	   	225.12	DCR|3VULN|2TLV|1MLV	1ASPD|2LWND|347VULN|56TLV|8ERES|9MLV|aRCR
199	13226 13254	   	225.05	DCR|4VULN|1TLV|1DUR|1AAC	1DUST|2AAC|3457VULN|6TLV|8DUR|9CGEN|aRCR
200	11213 33522	   	225.04	DCR|DCR|1VULN|1MLV|1SELL	1DUST|2MLV|3VULN|4VENTOX|5SELL|6ASPD|7LWND|8BBNT|9aRCR
201	11213 36522	   	225.04	DCR|DCR|1VULN|1MLV|1SELL	1DUST|2MLV|3VULN|4VENTOX|5SELL|6ASPD|7BEXP|8BBNT|9aRCR
202	13234 35334	   	224.95	DCR|4VULN|1TLV|1DUR|1AAC	1DUST|2AAC|3589VULN|4ERES|6TLV|7DUR|aRCR
203	23234 34234	   	224.95	DCR|4VULN|1TLV|2ASPD	18ASPD|2LWND|3589VULN|4ERES|6TLV|78DUST|8BPWR|aRCR
204	31652 23321	 * 	224.95	DCR|4VULN|2DUR|2ASPD	1RPLT|27DUR|3BBNT|479aVULN|5MDPS|67ASPD|7BPWR|8RCR
205	11252 22522	   	224.94	DCR|DCR|1VULN|1MLV|1SELL	1DUST|2MLV|3VULN|4SELL|5ASPD|6FEWX|7CANSTR|8BBNT|9aRCR
206	11252 24152	   	224.94	DCR|DCR|1VULN|1MLV|1SELL	1DUST|2MLV|3VULN|4SELL|5ASPD|6FEWX|7aRCR|8BBNT|9AIRARM
207	11523 12522	   	224.94	DCR|DCR|1VULN|1MLV|1SELL	1DUST|2MLV|3FEWX|4VULN|5ASPD|6SELL|7CANSTR|8BBNT|9aRCR
208	11523 14152	   	224.94	DCR|DCR|1VULN|1MLV|1SELL	1DUST|2MLV|3FEWX|4VULN|5ASPD|6SELL|7aRCR|8BBNT|9AIRARM
209	22333 11522	   	224.94	DCR|DCR|1VULN|1MLV|1SELL	1ASPD|2BLASTR|3LWND|4VULN|5SELL|6BBNT|7DUST|8MLV|9aRCR
210	22333 13522	   	224.94	DCR|DCR|1VULN|1MLV|1SELL	1ASPD|2BLASTR|3LWND|4VULN|5SELL|6BBNT|7LEGI|8MLV|9aRCR
211	23213 11522	   	224.94	DCR|DCR|1VULN|1MLV|1SELL	1ASPD|2LWND|3VULN|4FRZFST|5SELL|6BBNT|7DUST|8MLV|9aRCR
212	23213 13522	   	224.94	DCR|DCR|1VULN|1MLV|1SELL	1ASPD|2LWND|3VULN|4FRZFST|5SELL|6BBNT|7LEGI|8MLV|9aRCR
213	24333 11522	   	224.94	DCR|DCR|1VULN|1MLV|1SELL	1ASPD|2CANSTR|3LWND|4VULN|5SELL|6BBNT|7DUST|8MLV|9aRCR
214	24333 13522	   	224.94	DCR|DCR|1VULN|1MLV|1SELL	1ASPD|2CANSTR|3LWND|4VULN|5SELL|6BBNT|7LEGI|8MLV|9aRCR
215	42324 31236	   	224.55	DCR|2VULN|2DMG|1MLV|1DUR|1AAC	1MLV|2RCVC|35DMG|4LIT|6DUR|78VULN|9RCR|aAAC
216	32323 36126	   	224.55	DCR|2DMG|1VULN|1TLV|1MLV|1AART|1CDMG	1RPLT|2BELT|36DMG|4AART|5MLV|7VULN|8CDMG|9RCR|aTLV
217	23224 62251	   	224.50	DCR|2VULN|1TLV|1DMG|1AART|1CDMG	1ASPD|2LWND|34VULN|5TLV|6CDMG|7AART|8FEWX|9RCR|aDMG
218	43324 31236	   	224.45	DCR|2VULN|2DMG|1MLV|1DUR|1AAC	1MLV|2AEPOI|35DMG|4LIT|6DUR|78VULN|9RCR|aAAC
219	33341 31633	   	224.28	ACR|DCR|1VULN|2AART|1MLV|1DUR	1RPLT|2aAART|3DUR|4BBNT|59RCR|6RAT|7VULN|8MLV
220	46523 23313	   	223.93	DCR|3VULN|2MLV|1MSLTOX|1DUR	19MLV|2CGEN|3DUR|4RAT|5MSLTOX|67aVULN|8RCR
221	31122 13536	 * 	223.88	DCR|2VULN|1TLV|1DMG|2CDMG|1DUR	13RPLT|2DUR|45CDMG|6TLV|79VULN|8DMG|aRCR
222	21411 21135	   	223.85	DCR|DCR|1TLV|1AAC|2ASPD|1NUKE	12ASPD|3AME|4AEBURN|5NUKE|69RCR|7ERES|8TLV|aAAC
223	42324 31231	   	223.36	DCR|2VULN|2DMG|2DUR|1MLV	1MLV|2RCVC|35DMG|4LIT|6aDUR|78VULN|9RCR
224	42362 61231	   	223.36	DCR|2VULN|2DMG|2DUR|1MLV	1MLV|2RCVC|36DMG|4aDUR|5BOSS|78VULN|9RCR
225	22125 11255	   	223.33	DCR|DCR|1VULN|1DUR	1ASPD|2BLASTR|3CGEN|4DUR|5VULN|6FEWX|7LIT|8BBNT|9aRCR
226	22235 11255	   	223.33	DCR|DCR|1VULN|1DUR	1ASPD|2BLASTR|3DUR|4CGEN|5VULN|6FEWX|7LIT|8BBNT|9aRCR
227	22432 12132	   	223.33	DCR|DCR|1VULN|1CDMG	1ASPD|2BLASTR|3BBNT|4RMIN|5CDMG|6VULN|7aRCR|8BEXP|9LWND
228	23261 22522	   	223.33	DCR|DCR|1VULN|1CDMG	1ASPD|2LWND|3VULN|4RMIN|5CDMG|6FEWX|7BASHEA|8BBNT|9aRCR
229	23261 24152	   	223.33	DCR|DCR|1VULN|1CDMG	1ASPD|2LWND|3VULN|4RMIN|5CDMG|6FEWX|7aRCR|8BBNT|9MULHEA
230	23261 24632	   	223.33	DCR|DCR|1VULN|1CDMG	1ASPD|2LWND|3VULN|4RMIN|5CDMG|6FEWX|7aRCR|8LSRHEA|9BBNT
231	24432 12132	   	223.33	DCR|DCR|1VULN|1CDMG	1ASPD|2CANSTR|3BBNT|4RMIN|5CDMG|6VULN|7aRCR|8BEXP|9LWND
232	32141 33543	   	223.33	DCR|DCR|1VULN|1DUR	1RPLT|2BELT|3TBNT|4LIT|5MDPS|6VULN|7DUR|8ASPD|9aRCR
233	34243 31234	 * 	223.31	DCR|2VULN|2DUR|1TLV|1DMG	1RPLT|2TLV|3TBNT|46DUR|56VULN|6BPWR|7ZMB|8ASPD|9DMG|aRCR
234	34433 31234	   	223.31	DCR|2VULN|2DUR|1TLV|1DMG	1RPLT|2TLV|36DUR|4BBNT|56VULN|6BPWR|7ZMB|8ASPD|9DMG|aRCR
235	11224 16215	   	223.26	DCR|2VULN|2DMG|1TLV|1MLV	1DUST|2MLV|34VULN|5TLV|6TBNT|7BOSS|8aDMG|9RCR
236	43324 31231	   	223.26	DCR|2VULN|2DMG|2DUR|1MLV	1MLV|2AEPOI|35DMG|4LIT|6aDUR|78VULN|9RCR
237	43362 61231	   	223.26	DCR|2VULN|2DMG|2DUR|1MLV	1MLV|2AEPOI|36DMG|4aDUR|5BOSS|78VULN|9RCR
238	22432 12622	   	223.23	DCR|DCR|1VULN|1CDMG	1ASPD|2BLASTR|3BBNT|4RMIN|5CDMG|6VULN|7aRCR|8LEGI|9FEWX
239	22432 12632	   	223.23	DCR|DCR|1VULN|1CDMG	1ASPD|2BLASTR|3BBNT|4RMIN|5CDMG|6VULN|7aRCR|8LEGI|9LWND
240	23231 24152	   	223.23	DCR|DCR|1VULN|1CDMG	1ASPD|2LWND|3VULN|4ERES|5CDMG|6FEWX|7aRCR|8TBNT|9AIRARM
241	23261 42522	   	223.23	DCR|DCR|1VULN|1CDMG	1ASPD|2LWND|3VULN|4RMIN|5CDMG|6DUST|7BASHEA|8BBNT|9aRCR
242	24432 12622	   	223.23	DCR|DCR|1VULN|1CDMG	1ASPD|2CANSTR|3BBNT|4RMIN|5CDMG|6VULN|7aRCR|8LEGI|9FEWX
243	24432 12632	   	223.23	DCR|DCR|1VULN|1CDMG	1ASPD|2CANSTR|3BBNT|4RMIN|5CDMG|6VULN|7aRCR|8LEGI|9LWND
244	43624 11211	 * 	223.19	DCR|2VULN|2DMG|2MLV|1AART|1AAC	16MLV|2AEPOI|3AAC|4LIT|56DMG|6BPWR|79VULN|8AART|aRCR
245	11333 16516	   	223.19	DCR|2DMG|1VULN|2MLV|1TLV|1CDMG|1AAC	17DUST|27MLV|3RMIN|4CDMG|5TLV|67DMG|7BPWR|8AAC|9RCR|aVULN
246	13224 33244	   	223.16	DCR|3VULN|2TLV|1DUR|1AAC	1DUST|2AAC|347VULN|56TLV|8DUR|9ASPD|aRCR
247	23231 44152	   	223.13	DCR|DCR|1VULN|1CDMG	1ASPD|2LWND|3VULN|4ERES|5CDMG|6DUST|7aRCR|8TBNT|9AIRARM
248	43524 11211	   	223.09	DCR|2VULN|2DMG|2MLV|1AART|1NUKE	16MLV|2AEPOI|3NUKE|4LIT|56DMG|6BPWR|79VULN|8AART|aRCR
249	62165 24424	   	223.09	DCR|2VULN|2DMG|2MLV|1AART	1BELT|2aMLV|3LSRHEA|4MBVNT|5MDPS|6AART|7aVULN|8RCR|9aDMG|aBPWR
250	23242 14152	   	223.08	DCR|DCR|1VULN|1DUR|1SELL	1ASPD|2LWND|3VULN|4DUR|5CGEN|6SELL|7aRCR|8TBNT|9AIRARM
251	23263 12522	   	223.08	DCR|DCR|1VULN|1DUR|1SELL	1ASPD|2LWND|3VULN|4RMIN|5DUR|6SELL|7BASHEA|8BBNT|9aRCR
252	23263 14152	   	223.08	DCR|DCR|1VULN|1DUR|1SELL	1ASPD|2LWND|3VULN|4RMIN|5DUR|6SELL|7aRCR|8BBNT|9MULHEA
253	52243 12522	   	223.08	DCR|DCR|1VULN|1DUR|1SELL	1RMIN|2BEXP|3VULN|4DUR|5ASPD|6SELL|7BASHEA|8BBNT|9aRCR
254	23233 14152	   	222.98	DCR|DCR|1VULN|1DUR|1SELL	1ASPD|2LWND|3VULN|4ERES|5DUR|6SELL|7aRCR|8TBNT|9AIRARM
255	23233 14552	   	222.98	DCR|DCR|1VULN|1DUR|1SELL	1ASPD|2LWND|3VULN|4ERES|5DUR|6SELL|7aRCR|8BBNT|9AIRARM
256	23243 12522	   	222.98	DCR|DCR|1VULN|1DUR|1SELL	1ASPD|2LWND|3VULN|4DUR|5AME|6SELL|7CANSTR|8BBNT|9aRCR
257	23243 14152	   	222.98	DCR|DCR|1VULN|1DUR|1SELL	1ASPD|2LWND|3VULN|4DUR|5AME|6SELL|7aRCR|8BBNT|9AIRARM
