0	Index      	Bounty	 *	Score 	Summary	Detail	
1	22221 63463	10	 * 	269.80	橙2易伤3时间2伤害1等级1暴击	1额外掉落289时间3敌人爆炸48易伤5暴击6等级78伤害8序列升级a核
207	61363 43233	2	   	244.80	橙3易伤2时间1攻速1全技能	1a金币生成2全技能3赏金邻近49a易伤5攻速6雷电7核8a时间a序列升级
208	61422 21422	3	   	244.62	橙3易伤2等级1时间1暴击1全技能	17金币生成2全技能3时间47等级567易伤7序列升级8暴击9核a随机矿
209	61422 21423	3	   	244.62	橙3易伤2等级1时间1暴击1全技能	17金币生成2全技能3时间47等级567易伤7序列升级8暴击9核a基地爆炸
210	12512 24632	9	   	244.54	橙2易伤2伤害2时间1全技能	19低血量敌人2掉矿39易伤4雷电5全技能6a伤害7核89时间9序列升级
211	22514 13362	2	   	244.54	橙2易伤2伤害2时间1核弹1全技能	1额外掉落27时间3核弹4雷电57易伤67伤害7序列升级8全技能9核a最后敌人
212	61522 21421	2	   	244.52	橙3易伤2等级1时间1暴击1全技能	17金币生成2全技能3挖尘47等级567易伤7序列升级8暴击9核a时间
213	22514 13363	2	   	244.44	橙2易伤2伤害2时间1核弹1全技能	1额外掉落27时间3核弹4雷电57易伤67伤害7序列升级8全技能9核a赏金邻近
214	34411 41221	7	   	244.42	橙3易伤1伤害1时间1暴击1全技能	1挖尘2金币生成3伤害467易伤5暴击8全技能9核a时间
215	32411 41221	7	   	244.32	橙3易伤1伤害1时间1暴击1全技能	1挖尘2掉矿3伤害467易伤5暴击8全技能9核a时间
216	24623 21235	9	   	243.95	橙4易伤1伤害1时间	1额外掉落2459易伤34策反4序列升级6最后敌人7核8伤害a时间
217	12163 35116	1	   	243.75	橙4易伤2暴击1时间	1低血量敌人2敌人爆炸356a易伤47暴击8核9时间
218	24313 21332	7	   	243.75	橙4易伤1伤害1时间	1额外掉落2456易伤34掉矿4序列升级7核8立即金币9伤害a时间
219	24313 21412	9	   	243.75	橙4易伤1伤害1时间	1额外掉落2456易伤34掉矿4序列升级7核8双倍矿9伤害a时间
220	24313 21432	8	   	243.75	橙4易伤1伤害1时间	1额外掉落2456易伤34掉矿4序列升级7核8双倍矿9伤害a时间
221	24313 21561	7	   	243.75	橙4易伤1伤害1等级	1额外掉落2456易伤34掉矿4序列升级7核8等级9伤害a随机矿
222	24313 21562	7	   	243.75	橙4易伤1伤害1等级	1额外掉落2456易伤34掉矿4序列升级7核8等级9伤害a金币生成
223	24323 21332	7	   	243.75	橙4易伤1伤害1时间	1额外掉落2456易伤3掉矿7核8立即金币9伤害a时间
224	24323 21412	9	   	243.75	橙4易伤1伤害1时间	1额外掉落2456易伤3掉矿7核8双倍矿9伤害a时间
225	24323 21432	8	   	243.75	橙4易伤1伤害1时间	1额外掉落2456易伤3掉矿7核8双倍矿9伤害a时间
226	24323 21561	7	   	243.75	橙4易伤1伤害1等级	1额外掉落2456易伤3掉矿7核8等级9伤害a随机矿
227	24323 21562	7	   	243.75	橙4易伤1伤害1等级	1额外掉落2456易伤3掉矿7核8等级9伤害a金币生成
228	24411 11411	2	   	243.75	橙4易伤1伤害1时间	1额外掉落2348易伤5赏金邻近6平台7核9伤害a时间
229	41322 36422	4	   	243.67	橙3易伤1等级1暴击1攻速1全技能	1掉矿2全技能357易伤4攻速6雷电8核9等级a暴击
230	24313 21126	8	   	243.65	橙4易伤1伤害1时间	1额外掉落2456易伤348掉矿4序列升级7核9伤害a时间
231	24313 21176	7	   	243.65	橙4易伤1伤害1时间	1额外掉落2456易伤34掉矿4序列升级7核8加一9伤害a时间
232	24313 21563	7	   	243.65	橙4易伤1伤害1等级	1额外掉落2456易伤34掉矿4序列升级7核8等级9伤害a赏金塔
233	24323 21112	9	   	243.65	橙4易伤1伤害1时间	1额外掉落2456易伤38掉矿7核9伤害a时间
234	24323 21132	8	   	243.65	橙4易伤1伤害1时间	1额外掉落2456易伤38掉矿7核9伤害a时间
235	24323 21176	7	   	243.65	橙4易伤1伤害1时间	1额外掉落2456易伤3掉矿7核8加一9伤害a时间
236	24323 21563	7	   	243.65	橙4易伤1伤害1等级	1额外掉落2456易伤3掉矿7核8等级9伤害a赏金塔
237	24313 21222	7	   	243.23	橙5易伤1时间	1额外掉落2456a易伤34掉矿4序列升级7核8低血量敌人9时间
238	24313 21312	9	   	243.23	橙5易伤1时间	1额外掉落2456a易伤34掉矿4序列升级7核8低血量敌人9时间
239	24313 21322	8	   	243.23	橙5易伤1时间	1额外掉落2456a易伤34掉矿4序列升级7核8低血量敌人9时间
240	24313 21512	7	   	243.23	橙5易伤1等级	1额外掉落24569易伤34掉矿4序列升级7核8等级a策反
241	24313 21515	7	   	243.23	橙5易伤1等级	1额外掉落24569易伤34掉矿4序列升级7核8等级a低血量敌人
242	24313 21516	7	   	243.23	橙5易伤1等级	1额外掉落24569易伤34掉矿4序列升级7核8等级a最后敌人
243	24313 21622	7	   	243.23	橙5易伤1时间	1额外掉落2456a易伤34掉矿4序列升级7核8最后敌人9时间
244	24323 21222	7	   	243.23	橙5易伤1时间	1额外掉落2456a易伤3掉矿7核8低血量敌人9时间
245	24323 21312	9	   	243.23	橙5易伤1时间	1额外掉落2456a易伤3掉矿7核8低血量敌人9时间
246	24323 21322	8	   	243.23	橙5易伤1时间	1额外掉落2456a易伤3掉矿7核8低血量敌人9时间
247	24323 21512	7	   	243.23	橙5易伤1等级	1额外掉落24569易伤3掉矿7核8等级a策反
248	24323 21515	7	   	243.23	橙5易伤1等级	1额外掉落24569易伤3掉矿7核8等级a低血量敌人
249	24323 21516	7	   	243.23	橙5易伤1等级	1额外掉落24569易伤3掉矿7核8等级a最后敌人
250	24323 21622	7	   	243.23	橙5易伤1时间	1额外掉落2456a易伤3掉矿7核8最后敌人9时间
251	65112 13136	3	   	243.23	橙5易伤1等级	1金币生成2等级3掉矿45689易伤7策反a核
252	41612 32531	10	   	243.21	橙3易伤2伤害1攻速1全技能	17掉矿2全技能3攻速47伤害5随机矿67a易伤7序列升级8核9低血量敌人
253	14211 41363	10	   	243.17	橙3易伤1伤害1时间1暴击	1低血量敌人2金币生成3伤害467易伤5暴击8时间9核a雷电
254	22443 32216	2	   	243.17	橙3易伤1伤害1时间1暴击	1额外掉落2时间36a易伤4雷电5暴击7伤害8核9金币生成
255	24313 32216	1	   	243.17	橙3易伤1伤害1时间1暴击	1额外掉落2雷电3时间46a易伤5暴击7伤害8核9金币生成
256	63211 41363	10	   	243.17	橙3易伤1伤害1时间1暴击	1金币生成2低血量敌人3伤害467易伤5暴击8时间9核a雷电
257	24313 21122	7	   	243.13	橙5易伤1时间	1额外掉落2456a易伤34掉矿4序列升级7核8加一9时间
258	24313 21132	10	   	243.13	橙5易伤1时间	1额外掉落24569易伤348掉矿4序列升级7核a时间
259	24323 21122	7	   	243.13	橙5易伤1时间	1额外掉落2456a易伤3掉矿7核8加一9时间
260	12211 41363	10	   	243.07	橙3易伤1伤害1时间1暴击	1低血量敌人2掉矿3伤害467易伤5暴击8时间9核a雷电
261	43211 41363	10	   	243.07	橙3易伤1伤害1时间1暴击	1掉矿2低血量敌人3伤害467易伤5暴击8时间9核a雷电
262	24313 21615	10	   	243.00	橙4易伤1时间1攻速	1额外掉落2456易伤34掉矿4序列升级7核8雷电9攻速a时间
263	24313 21624	10	   	243.00	橙4易伤1等级1攻速	1额外掉落2456易伤34掉矿4序列升级7核8雷电9等级a攻速
264	24323 21615	10	   	243.00	橙4易伤1时间1攻速	1额外掉落2456易伤3掉矿7核8雷电9攻速a时间
265	24323 21624	10	   	243.00	橙4易伤1等级1攻速	1额外掉落2456易伤3掉矿7核8雷电9等级a攻速
266	32411 41363	10	   	242.97	橙3易伤1伤害1时间1暴击	1挖尘2掉矿3伤害467易伤5暴击8时间9核a雷电
267	22221 13461	9	   	242.61	橙3易伤3时间1暴击	1额外掉落279时间3敌人爆炸46a易伤5暴击8核
268	22221 13466	10	   	242.61	橙3易伤3时间1暴击	1额外掉落279时间3敌人爆炸46a易伤5暴击8核
269	23321 13461	9	   	242.61	橙3易伤3时间1暴击	1额外掉落2敌人爆炸379时间46a易伤5暴击8核
270	23321 13466	10	   	242.61	橙3易伤3时间1暴击	1额外掉落2敌人爆炸379时间46a易伤5暴击8核
271	22121 13461	9	   	242.51	橙3易伤3时间1暴击	1额外掉落279时间3挖青46a易伤5暴击8核
272	22121 13466	10	   	242.51	橙3易伤3时间1暴击	1额外掉落279时间3挖青46a易伤5暴击8核
273	12121 61636	1	   	242.05	橙3易伤1等级1时间1暴击1攻速	1低血量敌人2敌人爆炸379易伤4攻速5等级6核8时间a暴击
274	23321 63423	10	   	241.99	橙2易伤2伤害1等级1时间1暴击	1额外掉落289敌人爆炸3时间48易伤5暴击6等级78伤害8序列升级a核
275	23321 63432	9	   	241.99	橙2易伤2伤害1等级1时间1暴击	1额外掉落28敌人爆炸3时间48易伤5暴击6等级78伤害8序列升级9策反a核
276	23321 63452	8	   	241.99	橙2易伤2伤害1等级1时间1暴击	1额外掉落28敌人爆炸3时间48易伤5暴击6等级78伤害8序列升级9金币生成a核
277	61123 32541	10	   	241.98	橙3易伤2等级1时间1攻速1全技能	17金币生成2全技能37等级4策反5攻速67a易伤7序列升级8核9时间
278	32131 61636	1	   	241.95	橙3易伤1等级1时间1暴击1攻速	1挖尘2敌人爆炸379易伤4攻速5等级6核8时间a暴击
279	33621 63316	1	   	241.95	橙3易伤1时间1等级1暴击1攻速	1挖尘2双倍矿35a易伤4暴击6核7攻速8等级9时间
280	61321 52114	7	   	241.88	橙3易伤1伤害1时间1攻速1全技能	1金币生成2全技能389易伤4攻速5时间6低血量敌人7核a伤害
281	61325 32114	7	   	241.88	橙3易伤1伤害1时间1攻速1全技能	1金币生成2全技能389易伤4攻速5基地爆炸6时间7核a伤害
282	61326 32114	7	   	241.88	橙3易伤1伤害1时间1攻速1全技能	1金币生成2全技能389易伤4攻速5最后敌人6时间7核a伤害
283	61333 32114	7	   	241.88	橙3易伤1伤害1时间1攻速1全技能	1金币生成2全技能389易伤4低血量敌人5攻速6时间7核a伤害
284	61343 32114	7	   	241.88	橙3易伤1伤害1时间1攻速1全技能	1金币生成2全技能389易伤4最后敌人5攻速6时间7核a伤害
285	61363 32114	7	   	241.88	橙3易伤1伤害1时间1攻速1全技能	1金币生成2全技能389易伤4敌人爆炸5攻速6时间7核a伤害
286	14531 23612	4	   	241.84	橙3易伤2时间1等级1全技能	18低血量敌人2金币生成389易伤4敌人爆炸5等级6全技能78时间8序列升级a核
287	63531 23612	4	   	241.84	橙3易伤2时间1等级1全技能	18金币生成2低血量敌人389易伤4敌人爆炸5等级6全技能78时间8序列升级a核
288	41123 32541	10	   	241.78	橙3易伤2等级1时间1攻速1全技能	17掉矿2全技能37等级4策反5攻速67a易伤7序列升级8核9时间
289	12142 23612	1	   	241.74	橙3易伤2时间1等级1全技能	18低血量敌人2敌人爆炸389易伤4等级5全技能6掉矿78时间8序列升级a核
290	12531 23612	4	   	241.74	橙3易伤2时间1等级1全技能	18低血量敌人2掉矿389易伤4敌人爆炸5等级6全技能78时间8序列升级a核
291	62531 23612	4	   	241.74	橙3易伤2时间1等级1全技能	18金币生成2挖青389易伤4敌人爆炸5等级6全技能78时间8序列升级a核
292	22121 16522	8	 * 	241.74	橙3易伤2时间3暴击	1额外掉落28时间3挖青468易伤578暴击8序列升级9赏金塔a核
293	32121 61254	1	   	241.69	橙2易伤2伤害1时间1等级1暴击	1挖尘2敌人爆炸37易伤49伤害5等级6核8暴击a时间
294	24313 21653	10	   	241.66	橙4易伤1等级1全技能	1额外掉落2456易伤34掉矿4序列升级7核8雷电9全技能a等级
295	24313 22652	10	   	241.66	橙4易伤1时间1全技能	1额外掉落2456易伤34掉矿4序列升级7时间8雷电9全技能a核
296	24323 21653	10	   	241.66	橙4易伤1等级1全技能	1额外掉落2456易伤3掉矿7核8雷电9全技能a等级
297	24323 22652	10	   	241.66	橙4易伤1时间1全技能	1额外掉落2456易伤3掉矿7时间8雷电9全技能a核
298	21151 26263	4	   	241.64	橙3易伤2时间1等级1全技能	1额外掉落2立即金币38时间4等级578易伤68掉矿8序列升级9全技能a核
299	21153 26263	5	   	241.64	橙3易伤2时间1等级1全技能	1额外掉落2立即金币38时间4等级578易伤68掉矿8序列升级9全技能a核
300	61426 32323	3	   	241.64	橙3易伤2时间1等级1全技能	1金币生成2全技能36时间4等级5随机矿79a易伤8核
301	43531 23612	4	   	241.64	橙3易伤2时间1等级1全技能	18掉矿2低血量敌人389易伤4敌人爆炸5等级6全技能78时间8序列升级a核
302	24531 14212	1	 * 	241.61	橙2易伤2伤害3雷电1时间1全技能	1额外掉落289雷电39易伤4金币生成5时间69伤害7全技能9序列升级a核
303	41365 12211	10	   	241.56	橙4易伤1时间1全技能	1掉矿2全技能359a易伤4雷电6挖尘7时间8核
304	24313 31563	6	   	241.54	橙3易伤2时间1等级1全技能	1额外掉落245易伤34掉矿4序列升级67时间8等级9全技能a核
305	24313 35613	9	   	241.54	橙3易伤2时间1等级1全技能	1额外掉落245易伤34掉矿4序列升级68时间7全技能9等级a核
306	24323 31563	6	   	241.54	橙3易伤2时间1等级1全技能	1额外掉落245易伤3掉矿67时间8等级9全技能a核
307	24323 35613	9	   	241.54	橙3易伤2时间1等级1全技能	1额外掉落245易伤3掉矿68时间7全技能9等级a核
308	42531 23612	4	   	241.54	橙3易伤2时间1等级1全技能	18掉矿2挖青389易伤4敌人爆炸5等级6全技能78时间8序列升级a核
309	31456 31321	6	   	241.51	橙2易伤2伤害2暴击1时间1全技能	1挖尘2随机矿35伤害45暴击5序列升级6全技能78易伤9核a时间
310	41623 32511	9	   	241.43	橙2易伤2攻速1伤害1等级1时间1全技能	17掉矿2全技能37攻速4策反5伤害67易伤7序列升级8核9等级a时间
311	24511 22632	6	   	241.35	橙4易伤1伤害1暴击	1额外掉落2489易伤34金币生成4序列升级5暴击6伤害7核a双倍矿
312	24621 22632	6	   	241.35	橙4易伤1伤害1暴击	1额外掉落2489易伤34策反4序列升级5暴击6伤害7核a双倍矿
313	24621 23236	6	   	241.35	橙4易伤1伤害1暴击	1额外掉落2479易伤34策反4序列升级5暴击6伤害8敌人爆炸a核
314	24623 21232	10	   	241.35	橙4易伤1伤害1暴击	1额外掉落2459易伤34策反4序列升级6最后敌人7核8伤害a暴击
315	61421 32421	7	   	241.32	橙2易伤2时间2攻速2全技能1暴击	17金币生成25全技能3a时间47攻速67易伤7序列升级8暴击9核
316	24511 26121	7	   	241.27	橙3易伤1伤害2暴击1时间	1额外掉落248易伤34金币生成4序列升级57暴击6伤害9核a时间
317	24521 22632	6	   	241.25	橙4易伤1伤害1暴击	1额外掉落2489易伤3金币生成5暴击6伤害7核a双倍矿
318	24521 26121	7	   	241.17	橙3易伤1伤害2暴击1时间	1额外掉落248易伤3金币生成57暴击6伤害9核a时间
319	24311 22632	6	   	241.15	橙4易伤1伤害1暴击	1额外掉落2489易伤34掉矿4序列升级5暴击6伤害7核a双倍矿
320	24311 22634	6	   	241.15	橙4易伤1伤害1暴击	1额外掉落2489易伤34掉矿4序列升级5暴击6伤害7核a随机矿
321	24311 22636	7	   	241.15	橙4易伤1伤害1暴击	1额外掉落2489易伤34掉矿4序列升级5暴击6伤害7基地爆炸a核
322	24321 22632	6	   	241.15	橙4易伤1伤害1暴击	1额外掉落2489易伤3掉矿5暴击6伤害7核a双倍矿
323	24321 22634	6	   	241.15	橙4易伤1伤害1暴击	1额外掉落2489易伤3掉矿5暴击6伤害7核a随机矿
324	24321 22636	7	   	241.15	橙4易伤1伤害1暴击	1额外掉落2489易伤3掉矿5暴击6伤害7基地爆炸a核
325	34411 41131	10	   	241.15	橙4易伤1伤害1暴击	1挖尘2金币生成3伤害4679易伤5暴击8基地爆炸a核
326	34411 41231	10	   	241.15	橙4易伤1伤害1暴击	1挖尘2金币生成3伤害4679易伤5暴击8敌人爆炸a核
327	62411 41131	10	   	241.15	橙4易伤1伤害1暴击	1金币生成2挖青3伤害4679易伤5暴击8基地爆炸a核
328	34311 41612	9	   	241.15	橙4易伤1伤害1暴击	1挖尘2金币生成3策反4679易伤5暴击8伤害a核
329	34311 41632	8	   	241.15	橙4易伤1伤害1暴击	1挖尘2金币生成3策反4679易伤5暴击8伤害a核
330	41421 32421	7	   	241.12	橙2易伤2时间2攻速2全技能1暴击	17掉矿25全技能3a时间47攻速67易伤7序列升级8暴击9核
331	12211 41364	10	   	241.07	橙3易伤2暴击1伤害1时间	1低血量敌人2掉矿3伤害467易伤5a暴击8时间9核
332	12211 42116	7	   	241.07	橙3易伤2暴击1伤害1时间	1低血量敌人2掉矿3伤害46a易伤57暴击8核9时间
333	12211 42366	9	   	241.07	橙3易伤2暴击1伤害1时间	1低血量敌人2掉矿3伤害46a易伤57暴击8时间9核
334	12211 45116	6	   	241.07	橙3易伤2暴击1伤害1时间	1低血量敌人2掉矿3伤害46a易伤57暴击8核9时间
335	33621 65213	1	   	241.07	橙3易伤1伤害2暴击1等级	1挖尘2双倍矿358易伤47暴击6核9等级a伤害
336	34411 42331	10	   	241.07	橙3易伤1伤害2暴击1时间	1挖尘2金币生成3伤害469易伤57暴击8时间a核
337	43211 42116	7	   	241.07	橙3易伤2暴击1伤害1时间	1掉矿2低血量敌人3伤害46a易伤57暴击8核9时间
338	62411 42331	10	   	241.07	橙3易伤1伤害2暴击1时间	1金币生成2挖青3伤害469易伤57暴击8时间a核
339	32411 41131	10	   	241.05	橙4易伤1伤害1暴击	1挖尘2掉矿3伤害4679易伤5暴击8基地爆炸a核
340	32411 41231	10	   	241.05	橙4易伤1伤害1暴击	1挖尘2掉矿3伤害4679易伤5暴击8敌人爆炸a核
341	42411 41131	10	   	241.05	橙4易伤1伤害1暴击	1掉矿2挖青3伤害4679易伤5暴击8基地爆炸a核
342	12211 41162	7	   	241.05	橙4易伤1伤害1暴击	1低血量敌人2掉矿3伤害467a易伤5暴击8核9赏金邻近
343	24311 22636	6	   	241.05	橙4易伤1伤害1暴击	1额外掉落2489易伤34掉矿4序列升级5暴击6伤害7核a挖尘
344	24321 22636	6	   	241.05	橙4易伤1伤害1暴击	1额外掉落2489易伤3掉矿5暴击6伤害7核a挖尘
345	36211 41612	9	   	241.05	橙4易伤1伤害1暴击	1挖尘2策反3掉矿4679易伤5暴击8伤害a核
346	36211 41632	8	   	241.05	橙4易伤1伤害1暴击	1挖尘2策反3掉矿4679易伤5暴击8伤害a核
347	43211 41162	7	   	241.05	橙4易伤1伤害1暴击	1掉矿2低血量敌人3伤害467a易伤5暴击8核9赏金邻近
348	32411 42116	7	   	240.97	橙3易伤2暴击1伤害1时间	1挖尘2掉矿3伤害46a易伤57暴击8核9时间
349	32411 42331	10	   	240.97	橙3易伤2暴击1伤害1时间	1挖尘2掉矿3伤害469易伤57暴击8时间a核
350	32411 44131	10	   	240.97	橙3易伤2暴击1伤害1时间	1挖尘2掉矿3伤害469易伤58暴击7时间a核
351	42411 42331	10	   	240.97	橙3易伤2暴击1伤害1时间	1掉矿2挖青3伤害469易伤57暴击8时间a核
352	32411 41134	7	   	240.95	橙4易伤1伤害1暴击	19挖尘2掉矿3伤害467a易伤5暴击8核
353	32411 41162	7	   	240.95	橙4易伤1伤害1暴击	1挖尘2掉矿3伤害467a易伤5暴击8核9赏金邻近
354	61112 21421	3	   	240.91	橙3易伤1等级1时间1暴击1全技能	17金币生成2全技能3等级47最后敌人567易伤7序列升级8暴击9核a时间
355	61112 21421	2	   	240.91	橙3易伤1等级1时间1暴击1全技能	17金币生成2全技能3等级47最后敌人567易伤7序列升级8暴击9核a时间
356	24313 21326	7	   	240.63	橙5易伤1暴击	1额外掉落24569易伤34掉矿4序列升级7核8立即金币a暴击
357	24313 21413	7	   	240.63	橙5易伤1暴击	1额外掉落2456a易伤34掉矿4序列升级7核8暴击9最后敌人
358	24313 21426	8	   	240.63	橙5易伤1暴击	1额外掉落24569易伤34掉矿4序列升级7核8双倍矿a暴击
359	24313 21443	7	   	240.63	橙5易伤1暴击	1额外掉落2456a易伤34掉矿4序列升级7核8暴击9低血量敌人
360	24323 21326	7	   	240.63	橙5易伤1暴击	1额外掉落24569易伤3掉矿7核8立即金币a暴击
361	24323 21413	7	   	240.63	橙5易伤1暴击	1额外掉落2456a易伤3掉矿7核8暴击9最后敌人
362	24323 21426	8	   	240.63	橙5易伤1暴击	1额外掉落24569易伤3掉矿7核8双倍矿a暴击
363	24323 21443	7	   	240.63	橙5易伤1暴击	1额外掉落2456a易伤3掉矿7核8暴击9低血量敌人
364	24313 26423	7	   	240.63	橙5易伤1暴击	1额外掉落2456a易伤34掉矿4序列升级7最后敌人8暴击9核
365	24323 26423	7	   	240.63	橙5易伤1暴击	1额外掉落2456a易伤3掉矿7最后敌人8暴击9核
366	12512 24632	10	   	240.60	橙2易伤2时间1伤害1暴击1全技能	19低血量敌人2掉矿39易伤4雷电5全技能6伤害7核89时间9序列升级a暴击
367	24511 61123	4	   	240.60	橙4易伤1暴击1攻速	1额外掉落2458易伤34金币生成4序列升级6暴击7攻速9核a雷电
368	24313 21131	9	   	240.53	橙5易伤1暴击	1额外掉落24569易伤348掉矿4序列升级7核a暴击
369	24323 21126	8	   	240.53	橙5易伤1暴击	1额外掉落24569易伤38掉矿7核a暴击
370	24513 53212	1	   	240.52	橙3易伤2暴击1时间1攻速	1额外掉落2雷电346易伤56暴击6序列升级7攻速8核9基地爆炸a时间
371	24513 53232	1	   	240.52	橙3易伤2暴击1时间1攻速	1额外掉落2雷电346易伤56暴击6序列升级7攻速8核9低血量敌人a时间
372	24521 61123	4	   	240.50	橙4易伤1暴击1攻速	1额外掉落2458易伤3金币生成6暴击7攻速9核a雷电
373	24313 21613	10	   	240.40	橙4易伤1暴击1攻速	1额外掉落2456易伤34掉矿4序列升级7核8雷电9攻速a暴击
374	24323 21613	10	   	240.40	橙4易伤1暴击1攻速	1额外掉落2456易伤3掉矿7核8雷电9攻速a暴击
375	22221 13334	9	   	240.39	橙3易伤2时间1暴击1攻速	1额外掉落27时间3敌人爆炸469易伤5暴击8攻速a核
376	23321 13334	9	   	240.39	橙3易伤2时间1暴击1攻速	1额外掉落2敌人爆炸37时间469易伤5暴击8攻速a核
377	22121 13334	9	   	240.29	橙3易伤2时间1暴击1攻速	1额外掉落27时间3挖青469易伤5暴击8攻速a核
378	45212 61223	2	   	240.18	橙3易伤1伤害1等级1攻速1卖塔	1掉矿2等级3伤害458易伤6卖塔7攻速9雷电a核
379	46212 61223	1	   	240.18	橙3易伤1伤害1等级1攻速1卖塔	1掉矿2等级3伤害458易伤6卖塔7攻速9雷电a核
380	22126 47712	8	   	240.12	橙2易伤2伤害2时间1暴击	1额外掉落2a时间3挖青4a易伤5加一6敌人爆炸7暴击8核9a伤害a序列升级
381	22641 32621	4	   	240.12	橙2易伤2伤害2时间1暴击	1额外掉落26时间3策反4暴击56伤害6序列升级7核8a易伤9加一
382	22113 62361	3	   	240.06	橙3易伤3时间1攻速	1额外掉落28a时间3挖青458易伤68最后敌人7核8序列升级9攻速
383	22123 62361	4	   	240.06	橙3易伤3时间1攻速	1额外掉落28a时间3挖青458易伤68最后敌人7核8序列升级9攻速
384	22433 62361	2	   	240.06	橙3易伤3时间1攻速	1额外掉落28a时间358易伤4挖青68最后敌人7核8序列升级9攻速
385	12211 44262	10	   	240.02	橙2易伤2伤害2时间1暴击	1低血量敌人2掉矿3a伤害46易伤5暴击78时间9核
386	61223 32463	10	   	239.99	橙3易伤2攻速2全技能1时间	17金币生成25全技能3低血量敌人47攻速678易伤7序列升级9时间a核
387	24313 21541	7	   	239.94	橙4易伤1等级1时间	1额外掉落2456易伤34掉矿4序列升级7核8等级9时间a敌人爆炸
388	24313 21543	7	   	239.94	橙4易伤1等级1时间	1额外掉落2456易伤34掉矿4序列升级7核8等级9时间a双倍矿
389	24323 21541	7	   	239.94	橙4易伤1等级1时间	1额外掉落2456易伤3掉矿7核8等级9时间a敌人爆炸
390	24323 21543	7	   	239.94	橙4易伤1等级1时间	1额外掉落2456易伤3掉矿7核8等级9时间a双倍矿
391	24112 61512	7	   	239.94	橙4易伤1等级1时间	1额外掉落2459易伤3双倍矿6掉矿7核8等级a时间
392	24313 21536	7	   	239.84	橙4易伤1等级1时间	1额外掉落2456易伤34掉矿4序列升级7核8等级9加一a时间
393	24313 21542	7	   	239.84	橙4易伤1等级1时间	1额外掉落2456易伤34a掉矿4序列升级7核8等级9时间
394	24323 11512	7	   	239.84	橙4易伤1等级1时间	1额外掉落2459易伤36掉矿7核8等级a时间
395	24323 21536	7	   	239.84	橙4易伤1等级1时间	1额外掉落2456易伤3掉矿7核8等级9加一a时间
396	24323 21542	7	   	239.84	橙4易伤1等级1时间	1额外掉落2456易伤3a掉矿7核8等级9时间
