0	Index      	Bounty	 *	Score 	Summary	Detail	
1	44411 41213	3	 * 	290.38	DCR|3VULN|3DMG|3DUR|2SELL	179DMG|2MBVNT|3LIT|479VULN|58SELL|679DUR|79BPWR|aRCR
165	31115 41513	5	   	266.84	DCR|4VULN|2DUR|2CDMG	19CDMG|239aVULN|4BEXP|5LIT|6RCR|7RMIN|89DUR|9BPWR
166	31135 41513	5	   	266.84	DCR|4VULN|2DUR|2CDMG	19CDMG|239aVULN|4LWND|5LIT|6RCR|7RMIN|89DUR|9BPWR
167	31135 41513	6	   	266.84	DCR|4VULN|2DUR|2CDMG	19CDMG|239aVULN|4LWND|5LIT|6RCR|7RMIN|89DUR|9BPWR
168	31225 41513	5	   	266.84	DCR|4VULN|2DUR|2CDMG	19CDMG|249aVULN|3FEWX|5LIT|6RCR|7RMIN|89DUR|9BPWR
169	31225 41513	6	   	266.84	DCR|4VULN|2DUR|2CDMG	19CDMG|249aVULN|3FEWX|5LIT|6RCR|7RMIN|89DUR|9BPWR
170	43336 13622	10	   	266.81	DCR|3VULN|3DUR|2DMG	1aDMG|2aFEWX|3RMIN|459DUR|67aVULN|8RCR|aBPWR
171	41322 21344	9	   	266.75	DCR|2VULN|3DMG|2DUR|2LIT|1AART	158DMG|28LIT|3aVULN|4ERES|6AART|78DUR|8BPWR|9RCR
172	23562 84413	8	   	266.74	DCR|4VULN|2DUR|2CDMG	179aVULN|2LIT|3RMIN|4MBVNT|59DUR|6RCR|89CDMG|9BPWR
173	14337 44522	10	   	266.71	DCR|3VULN|3DUR|2DMG	1aCGEN|2MBVNT|36aVULN|4aDMG|579DUR|8RCR|aBPWR
174	22341 33622	10	   	266.71	DCR|3VULN|3DUR|2DMG	12aVULN|2aBPWR|3ERES|469DUR|5aBEXP|7aDMG|8RCR
175	22341 33623	9	   	266.71	DCR|3VULN|3DUR|2DMG	12aVULN|2aBPWR|3ERES|469DUR|5aBEXP|7aDMG|8RCR
176	22344 33622	10	   	266.71	DCR|3VULN|3DUR|2DMG	12aVULN|2aBPWR|3ERES|469DUR|5aFEWX|7aDMG|8RCR
177	22345 13622	10	   	266.71	DCR|3VULN|3DUR|2DMG	12aVULN|25aBPWR|35ERES|459DUR|6aBEXP|7aDMG|8RCR
178	22345 13623	9	   	266.71	DCR|3VULN|3DUR|2DMG	12aVULN|25aBPWR|35ERES|459DUR|6aBEXP|7aDMG|8RCR
179	22345 33622	10	   	266.71	DCR|3VULN|3DUR|2DMG	12aVULN|25aBPWR|35ERES|459DUR|6aFEWX|7aDMG|8RCR
180	22356 33622	10	   	266.71	DCR|3VULN|3DUR|2DMG	12aVULN|2aBPWR|3ERES|4aFEWX|569DUR|7aDMG|8RCR
181	24341 33622	10	   	266.71	DCR|3VULN|3DUR|2DMG	12aVULN|3ERES|469DUR|5aBEXP|7aDMG|8RCR|aBPWR
182	24341 33623	9	   	266.71	DCR|3VULN|3DUR|2DMG	12aVULN|3ERES|469DUR|5aBEXP|7aDMG|8RCR|aBPWR
183	22624 32162	2	   	266.64	DCR|4VULN|2DUR|2CDMG	1248VULN|24BPWR|34CDMG|5aDUR|6TBNT|7LIT|9RCR
184	31124 32162	3	   	266.64	DCR|4VULN|2DUR|2CDMG	14CDMG|2348VULN|4BPWR|5aDUR|6TBNT|7LIT|9RCR
185	31126 21162	5	   	266.64	DCR|4VULN|2DUR|2CDMG	15CDMG|2345VULN|5BPWR|6BBNT|7LIT|8aDUR|9RCR
186	31126 21452	5	   	266.64	DCR|4VULN|2DUR|2CDMG	15CDMG|2345VULN|5BPWR|6BBNT|7LIT|8RCR|9aDUR
187	22613 11331	2	   	266.64	DCR|5VULN|1DUR|1CDMG|1AART	1259aVULN|2BPWR|3CDMG|4AART|6RCR|7DUR|8BELT
188	24613 11331	2	   	266.64	DCR|5VULN|1DUR|1CDMG|1AART	1259aVULN|3CDMG|4AART|6RCR|7DUR|8BELT
189	31113 11331	3	   	266.64	DCR|5VULN|1DUR|1CDMG|1AART	1CDMG|2359aVULN|4AART|6RCR|7DUR|8BELT
190	31135 42216	6	   	266.57	DCR|3VULN|3DMG|2CDMG	19CDMG|239VULN|4LWND|5LIT|6RCR|79aDMG|8MBVNT|9BPWR
191	31135 42216	5	   	266.57	DCR|3VULN|3DMG|2CDMG	19CDMG|239VULN|4LWND|5LIT|6RCR|79aDMG|8MBVNT|9BPWR
192	42362 13622	10	   	266.51	DCR|3VULN|3DUR|2DMG	1aDMG|249DUR|3LEGI|5aERES|67aVULN|8RCR|aBPWR
193	21653 33622	10	   	266.51	DCR|3VULN|3DUR|2DMG|1NUKE	14aVULN|2NUKE|34aDUST|4aBPWR|569DUR|7aDMG|8RCR
194	31126 12351	10	   	266.45	DCR|5VULN|2CDMG|1ASPD	15CDMG|2345aVULN|5BPWR|6ZMB|7LIT|8ASPD|9RCR
195	31125 23524	3	   	266.35	DCR|5VULN|2CDMG|1ASPD	14CDMG|23469VULN|4BPWR|5DUST|7ASPD|8LIT|aRCR
196	31123 48336	3	   	266.24	DCR|4VULN|3CDMG|1TLV|1DUR	147CDMG|2347VULN|47BPWR|5MBVNT|67CGEN|8RCR|9DUR|aTLV
197	31126 43623	10	   	266.14	DCR|4VULN|3CDMG|1TLV|1DUR	156CDMG|2345VULN|5BPWR|7ZMB|8RCR|9DUR|aTLV
198	31122 15156	7	   	265.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1CDMG|234VULN|5ZMB|6DMG|78DUR|9RCR|aTLV
199	22341 35133	4	 * 	265.41	DCR|3VULN|2DUR|2ASPD|1DMG	129VULN|29BPWR|3ERES|49DUR|5LIT|6DMG|7RCR|89ASPD|aZMB
200	22341 35136	4	   	265.41	DCR|3VULN|2DUR|2ASPD|1DMG	129VULN|29BPWR|3ERES|49DUR|5LIT|6DMG|7RCR|89ASPD|aRPLT
201	23412 66133	2	 * 	265.41	DCR|3VULN|2DUR|2ASPD|2TLV	14aVULN|2LIT|3aTLV|5CGEN|69DUR|7RCR|8aASPD|aBPWR
202	24341 35133	4	   	265.41	DCR|3VULN|2DUR|2ASPD|1DMG	129VULN|3ERES|49DUR|5LIT|6DMG|7RCR|89ASPD|9BPWR|aZMB
203	22341 35131	4	   	265.31	DCR|3VULN|2DUR|2ASPD|1DMG	129VULN|29BPWR|3aERES|49DUR|5LIT|6DMG|7RCR|89ASPD
204	22341 35132	4	   	265.31	DCR|3VULN|2DUR|2ASPD|1DMG	129VULN|29BPWR|3ERES|49DUR|5LIT|6DMG|7RCR|89ASPD|aLEGI
205	22341 35134	4	   	265.31	DCR|3VULN|2DUR|2ASPD|1DMG	129VULN|29BPWR|3ERES|49DUR|5LIT|6DMG|7RCR|89ASPD|aBBNT
206	22341 35135	4	   	265.31	DCR|3VULN|2DUR|2ASPD|1DMG	129VULN|29BPWR|3ERES|49DUR|5LIT|6DMG|7RCR|89ASPD|aTBNT
207	24341 35131	4	   	265.31	DCR|3VULN|2DUR|2ASPD|1DMG	129VULN|3aERES|49DUR|5LIT|6DMG|7RCR|89ASPD|9BPWR
208	24341 35132	4	   	265.31	DCR|3VULN|2DUR|2ASPD|1DMG	129VULN|3ERES|49DUR|5LIT|6DMG|7RCR|89ASPD|9BPWR|aLEGI
209	22633 33626	9	   	265.27	DCR|3VULN|3DUR|1DMG|1TLV	12aVULN|2BPWR|369DUR|4LHND|5TLV|7DMG|8RCR
210	22111 62213	2	   	265.25	DCR|4VULN|2DMG|3LIT	1268VULN|28BPWR|3LWND|48DMG|578LIT|9CGEN|aRCR
211	24111 62213	2	   	265.25	DCR|4VULN|2DMG|3LIT	1268VULN|3LWND|48DMG|578LIT|8BPWR|9CGEN|aRCR
212	25311 62213	3	   	265.25	DCR|4VULN|2DMG|3LIT	1368VULN|2LWND|48DMG|578LIT|8BPWR|9CGEN|aRCR
213	31154 53313	2	   	265.25	DCR|4VULN|3DUR|1CDMG	1CDMG|2458VULN|345DUR|45BPWR|6BBNT|7BEXP|9ERES|aRCR
214	32154 53313	1	   	265.25	DCR|4VULN|3DUR|1CDMG	1CDMG|2458VULN|345DUR|45BPWR|6BBNT|7BEXP|9ERES|aRCR
215	31154 52313	2	   	265.15	DCR|4VULN|3DUR|1CDMG	1CDMG|2458VULN|345DUR|45BPWR|6BBNT|7DUST|9ERES|aRCR
216	32154 52313	1	   	265.15	DCR|4VULN|3DUR|1CDMG	1CDMG|2458VULN|345DUR|45BPWR|6BBNT|7DUST|9ERES|aRCR
217	31126 31412	9	 * 	265.06	DCR|4VULN|2ASPD|2CDMG|1TLV	15CDMG|2345VULN|5BPWR|6LWND|7aASPD|8TLV|9RCR
218	33235 11626	10	   	264.88	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1CDMG|2LIT|3aDMG|4aVULN|5CGEN|6aDUR|7TLV|8RCR|9LWND|aBPWR
219	22332 54331	10	 * 	264.83	DCR|5VULN|2DMG	1259aVULN|29BPWR|3ERES|4BELT|6RCR|79CGEN|89DMG
220	24332 54331	10	   	264.83	DCR|5VULN|2DMG	1259aVULN|3ERES|4BELT|6RCR|79CGEN|89DMG|9BPWR
221	26232 54331	10	   	264.83	DCR|5VULN|2DMG	1459aVULN|2ERES|3BELT|6RCR|79CGEN|89DMG|9BPWR
222	24113 62532	2	   	264.73	DCR|5VULN|2DMG	12678VULN|3LWND|47DMG|567ERES|67BPWR|9RCR|aDMSP
223	25313 62532	3	   	264.73	DCR|5VULN|2DMG	13678VULN|2LWND|47DMG|567ERES|67BPWR|9RCR|aDMSP
224	31122 32412	9	   	264.69	DCR|4VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|2347VULN|5ZMB|6DUR|8TLV|9RCR|aASPD
225	24113 62531	2	   	264.63	DCR|5VULN|2DMG	12678VULN|3LWND|47DMG|567ERES|67BPWR|9RCR|aMBVNT
226	24113 62533	2	   	264.63	DCR|5VULN|2DMG	12678VULN|3LWND|47DMG|567ERES|67BPWR|9RCR|aDUST
227	25313 62531	3	   	264.63	DCR|5VULN|2DMG	13678VULN|2LWND|47DMG|567ERES|67BPWR|9RCR|aMBVNT
228	25313 62533	3	   	264.63	DCR|5VULN|2DMG	13678VULN|2LWND|47DMG|567ERES|67BPWR|9RCR|aDUST
229	31125 54213	3	   	264.61	DCR|4VULN|3CDMG|1DMG|1ASPD	147CDMG|2349VULN|4BPWR|5DUST|6ASPD|8DMG|aRCR
230	31123 23261	4	   	264.59	DCR|4VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|2346VULN|5MBVNT|7ASPD|8TLV|9RCR|aDUR
231	31123 27861	4	   	264.59	DCR|4VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|2346VULN|5MBVNT|7TLV|8ASPD|9RCR|aDUR
232	12264 52123	7	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD	1CGEN|25DUR|3BELT|45DMG|5BPWR|689VULN|7ASPD|aRCR
233	12264 53123	6	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD	1CGEN|25DUR|3BELT|45DMG|5BPWR|689VULN|7ASPD|aRCR
234	42214 63123	6	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD	15DMG|25DUR|3BELT|4RMIN|5BPWR|689VULN|7ASPD|aRCR
235	31125 34252	5	 * 	264.33	DCR|4VULN|2DUR|3CDMG|1SELL	19aCDMG|2349VULN|5RMIN|69DUR|7SELL|8RCR|9BPWR
236	31125 34252	6	 * 	264.33	DCR|4VULN|2DUR|3CDMG|1SELL	19aCDMG|2349VULN|5RMIN|69DUR|7SELL|8RCR|9BPWR
237	31115 42513	6	   	264.27	DCR|3VULN|2DUR|2CDMG|1DMG	19CDMG|23aVULN|49BEXP|5LIT|6RCR|7DMG|89DUR|9BPWR
238	31115 42513	5	   	264.27	DCR|3VULN|2DUR|2CDMG|1DMG	19CDMG|23aVULN|49BEXP|5LIT|6RCR|7DMG|89DUR|9BPWR
239	31135 42513	5	   	264.27	DCR|3VULN|2DUR|1DMG|2CDMG	19CDMG|23aVULN|49LWND|5LIT|6RCR|7DMG|89DUR|9BPWR
240	31135 42513	6	   	264.27	DCR|3VULN|2DUR|1DMG|2CDMG	19CDMG|23aVULN|49LWND|5LIT|6RCR|7DMG|89DUR|9BPWR
241	31225 42513	6	   	264.27	DCR|3VULN|2DUR|1DMG|2CDMG	19CDMG|24aVULN|39FEWX|5LIT|6RCR|7DMG|89DUR|9BPWR
242	31225 42513	5	   	264.27	DCR|3VULN|2DUR|1DMG|2CDMG	19CDMG|24aVULN|39FEWX|5LIT|6RCR|7DMG|89DUR|9BPWR
243	23335 42511	6	   	264.26	DCR|3VULN|2DUR|1DMG|2LIT|1CDMG|1SELL	159VULN|29LIT|3LWND|4SELL|6RCR|7DMG|89DUR|9BPWR|aCDMG
244	23335 42511	5	   	264.26	DCR|3VULN|2DUR|1DMG|2LIT|1CDMG|1SELL	159VULN|29LIT|3LWND|4SELL|6RCR|7DMG|89DUR|9BPWR|aCDMG
245	31126 61334	5	   	264.19	DCR|5VULN|3CDMG|1ASPD	157CDMG|23459VULN|5BPWR|6MLV|8ASPD|aRCR
246	24132 11364	1	   	264.11	DCR|3VULN|3DMG|1TLV|1AART	159VULN|29aDMG|3LWND|4AART|6RCR|7TLV|89ERES|9BPWR
247	24332 11364	1	   	264.11	DCR|3VULN|3DMG|1TLV|1AART	159VULN|29aDMG|3LHND|4AART|6RCR|7TLV|89ERES|9BPWR
248	43132 11364	1	   	264.11	DCR|3VULN|3DMG|1TLV|1AART	19aDMG|259VULN|3LWND|4AART|6RCR|7TLV|89ERES|9BPWR
249	43332 11364	1	   	264.11	DCR|3VULN|3DMG|1TLV|1AART	19aDMG|259VULN|3LHND|4AART|6RCR|7TLV|89ERES|9BPWR
250	22324 36433	8	   	264.06	DCR|3VULN|3DMG|2LIT|1ASPD	126VULN|26BPWR|3ERES|48LIT|569DMG|7ASPD|aRCR
251	23124 32144	1	 * 	263.98	DCR|3VULN|3DUR|2CDMG|2LIT	189VULN|25CDMG|359DUR|4RCVC|59BPWR|6TBNT|79LIT|aRCR
252	31124 32144	2	   	263.98	DCR|3VULN|3DUR|2CDMG|2LIT	19CDMG|258VULN|359DUR|4RCVC|59BPWR|6TBNT|79LIT|aRCR
253	32124 32144	1	   	263.98	DCR|3VULN|3DUR|2CDMG|2LIT	19CDMG|258VULN|359DUR|4RCVC|59BPWR|6TBNT|79LIT|aRCR
254	42116 14131	2	   	263.96	DCR|2VULN|3DMG|3DUR	137DMG|237DUR|37BPWR|4ZMB|5LIT|67VULN|8CGEN|9RCR|aBEXP
255	31126 13123	5	   	263.92	DCR|4VULN|1DMG|2CDMG|1TLV	15CDMG|2345VULN|5BPWR|6RCVC|7RCR|8ZMB|9TLV|aDMG
256	31126 13411	10	   	263.92	DCR|4VULN|1DMG|2CDMG|1TLV	15CDMG|2345VULN|5BPWR|6ZMB|7FEWX|8TLV|9RCR|aDMG
257	42116 14132	2	   	263.86	DCR|2VULN|3DMG|3DUR	137DMG|237DUR|37BPWR|4ZMB|5LIT|67VULN|8CGEN|9RCR|aBBNT
258	31562 31422	9	   	263.77	DCR|4VULN|2ASPD|2CDMG|2LIT	19CDMG|2678VULN|39LIT|49ASPD|5RCVC|9BPWR|aRCR
259	31515 31123	9	   	263.61	DCR|3VULN|2DMG|3CDMG|2LIT	189CDMG|267VULN|39LIT|4RCVC|59DMG|9BPWR|aRCR
260	14331 54361	4	   	263.55	DCR|3VULN|2DMG|1TLV|1CDMG|1ASPD	17CGEN|2MBVNT|357VULN|47DMG|6RCR|7BPWR|8ASPD|9CDMG|aTLV
261	24232 64112	1	   	263.45	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	139VULN|27DMG|4CDMG|5CGEN|6RCR|8DUR|aASPD
262	31121 11411	10	   	263.45	DCR|3VULN|2DMG|1TLV|1CDMG|1ASPD	1CDMG|234VULN|5CGEN|6aDMG|7ASPD|8TLV|9RCR
263	31125 11411	10	   	263.45	DCR|3VULN|2DMG|1TLV|1CDMG|1ASPD	1CDMG|234VULN|5RMIN|6aDMG|7ASPD|8TLV|9RCR
264	43232 64112	1	   	263.45	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	17DMG|239VULN|4CDMG|5CGEN|6RCR|8DUR|aASPD
265	46224 23131	4	   	263.45	DCR|3VULN|2DMG|1TLV|1CDMG|1ASPD	15DMG|2CDMG|3CGEN|456VULN|5BPWR|7ASPD|8DUST|9RCR|aTLV
266	46234 23131	3	   	263.45	DCR|3VULN|2DMG|1TLV|1CDMG|1ASPD	15DMG|2CDMG|3CGEN|456VULN|5BPWR|7ASPD|8DUST|9RCR|aTLV
267	31123 48265	4	   	263.39	DCR|5VULN|2CDMG|1TLV	17CDMG|2347aVULN|5MBVNT|67CGEN|7BPWR|8TLV|9RCR
268	31126 13314	5	   	263.39	DCR|5VULN|2CDMG|1DUR	15CDMG|2345aVULN|5BPWR|6RCVC|7RCR|8LWND|9DUR
269	31126 13413	10	   	263.39	DCR|5VULN|2CDMG|1TLV	15CDMG|2345aVULN|5BPWR|6ZMB|7FEWX|8TLV|9RCR
270	31126 13414	9	   	263.39	DCR|5VULN|2CDMG|1TLV	15CDMG|2345aVULN|5BPWR|6ZMB|7FEWX|8TLV|9RCR
271	31126 13414	5	   	263.39	DCR|5VULN|2CDMG|1DUR	15CDMG|2345aVULN|5BPWR|6RCVC|7RCR|8LHND|9DUR
272	31126 33414	8	   	263.39	DCR|5VULN|2CDMG|1DUR	15CDMG|2345aVULN|5BPWR|67LWND|8RCR|9DUR
273	22156 53223	10	 * 	263.37	ACR|5VULN|2DMG|3ASPD	12568VULN|25aBPWR|3RCR|45aASPD|7RPLT|9aDMG
274	31123 11411	10	   	263.35	DCR|3VULN|2DMG|1TLV|1CDMG|1ASPD	1CDMG|234VULN|5ERES|6aDMG|7ASPD|8TLV|9RCR
275	46134 23131	2	   	263.35	DCR|3VULN|2DMG|1TLV|1CDMG|1ASPD	15DMG|2CDMG|3ERES|456VULN|5BPWR|7ASPD|8DUST|9RCR|aTLV
276	22613 11634	2	   	263.35	DCR|4VULN|1TLV|1DUR|1CDMG|1AART	125aVULN|2BPWR|3CDMG|4AART|6RCR|7DUR|8TLV|9LWND
277	22613 11652	2	   	263.35	DCR|4VULN|1TLV|1DUR|1CDMG|1AART	125aVULN|2BPWR|3CDMG|4AART|6RCR|7DUR|8TLV|9CGEN
278	22613 15222	2	   	263.35	DCR|4VULN|1TLV|1DUR|1CDMG|1AART	1257VULN|2BPWR|3CDMG|4AART|6RCR|8TLV|9DUR|aRCVC
279	22613 15224	2	   	263.35	DCR|4VULN|1TLV|1DUR|1CDMG|1AART	1257VULN|2BPWR|3CDMG|4AART|6RCR|8TLV|9DUR|aFEWX
280	22613 15225	2	   	263.35	DCR|4VULN|1TLV|1DUR|1CDMG|1AART	1257VULN|2BPWR|3CDMG|4AART|6RCR|8TLV|9DUR|aLWND
281	24613 15222	2	   	263.35	DCR|4VULN|1TLV|1DUR|1CDMG|1AART	1257VULN|3CDMG|4AART|6RCR|8TLV|9DUR|aRCVC
282	31113 11634	3	   	263.35	DCR|4VULN|1TLV|1DUR|1CDMG|1AART	1CDMG|235aVULN|4AART|6RCR|7DUR|8TLV|9LWND
283	31113 11644	3	   	263.35	DCR|4VULN|1TLV|1DUR|1CDMG|1AART	1CDMG|235aVULN|4AART|6RCR|7DUR|8TLV|9LHND
284	31113 11652	3	   	263.35	DCR|4VULN|1TLV|1DUR|1CDMG|1AART	1CDMG|235aVULN|4AART|6RCR|7DUR|8TLV|9CGEN
285	31113 15222	3	   	263.35	DCR|4VULN|1TLV|1DUR|1CDMG|1AART	1CDMG|2357VULN|4AART|6RCR|8TLV|9DUR|aRCVC
286	31113 15224	3	   	263.35	DCR|4VULN|1TLV|1DUR|1CDMG|1AART	1CDMG|2357VULN|4AART|6RCR|8TLV|9DUR|aFEWX
287	31113 15225	3	   	263.35	DCR|4VULN|1TLV|1DUR|1CDMG|1AART	1CDMG|2357VULN|4AART|6RCR|8TLV|9DUR|aLWND
288	22623 22265	2	   	263.29	DCR|5VULN|2CDMG|1TLV	1246aVULN|24BPWR|34CDMG|5MBVNT|7MLV|8TLV|9RCR
289	22623 51314	2	   	263.29	DCR|5VULN|2CDMG|1DUR	12489VULN|24BPWR|34CDMG|5MBVNT|6LHND|7RCR|aDUR
290	22623 51315	2	   	263.29	DCR|5VULN|2CDMG|1TLV	12489VULN|24BPWR|34CDMG|5MBVNT|6LHND|7RCR|aTLV
291	24623 51314	2	   	263.29	DCR|5VULN|2CDMG|1DUR	12489VULN|34CDMG|4BPWR|5MBVNT|6LHND|7RCR|aDUR
292	31123 22265	3	   	263.29	DCR|5VULN|2CDMG|1TLV	14CDMG|2346aVULN|4BPWR|5MBVNT|7MLV|8TLV|9RCR
293	31123 26265	3	   	263.29	DCR|5VULN|2CDMG|1TLV	14CDMG|2346aVULN|4BPWR|5MBVNT|7CGEN|8TLV|9RCR
294	31123 51314	3	   	263.29	DCR|5VULN|2CDMG|1DUR	14CDMG|23489VULN|4BPWR|5MBVNT|6LHND|7RCR|aDUR
295	31123 51315	3	   	263.29	DCR|5VULN|2CDMG|1TLV	14CDMG|23489VULN|4BPWR|5MBVNT|6LHND|7RCR|aTLV
296	31312 13562	9	   	263.28	DCR|3VULN|2DMG|2CDMG|1ASPD|1NUKE|1AART	18CDMG|28aVULN|3MLV|4ASPD|5AART|6NUKE|78DMG|8BPWR|9RCR
297	31412 13562	9	   	263.28	DCR|3VULN|2DMG|2CDMG|1ASPD|1NUKE|1AART	18CDMG|28aVULN|3CGEN|4ASPD|5AART|6NUKE|78DMG|8BPWR|9RCR
298	22613 11624	2	   	263.25	DCR|4VULN|1TLV|1DUR|1CDMG|1AART	125aVULN|2BPWR|3CDMG|4AART|6RCR|7DUR|8TLV|9DUST
299	22613 15221	2	   	263.25	DCR|4VULN|1TLV|1DUR|1CDMG|1AART	1257VULN|2BPWR|3CDMG|4AART|6RCR|8TLV|9DUR|aDUST
300	22613 15226	2	   	263.25	DCR|4VULN|1TLV|1DUR|1CDMG|1AART	1257VULN|2BPWR|3CDMG|4AART|6RCR|8TLV|9DUR|aBBNT
301	24613 15221	2	   	263.25	DCR|4VULN|1DUR|1TLV|1CDMG|1AART	1257VULN|3CDMG|4AART|6RCR|8TLV|9DUR|aDUST
302	31113 11624	3	   	263.25	DCR|4VULN|1DUR|1TLV|1CDMG|1AART	1CDMG|235aVULN|4AART|6RCR|7DUR|8TLV|9DUST
303	31113 15221	3	   	263.25	DCR|4VULN|1DUR|1TLV|1CDMG|1AART	1CDMG|2357VULN|4AART|6RCR|8TLV|9DUR|aDUST
304	31113 15226	3	   	263.25	DCR|4VULN|1TLV|1DUR|1CDMG|1AART	1CDMG|2357VULN|4AART|6RCR|8TLV|9DUR|aBBNT
305	22613 15231	2	   	263.18	DCR|4VULN|2AART|1TLV|1CDMG	1257VULN|2BPWR|3CDMG|4aAART|6RCR|8TLV|9LIT
306	24613 15231	2	   	263.18	DCR|4VULN|2AART|1TLV|1CDMG	1257VULN|3CDMG|4aAART|6RCR|8TLV|9LIT
307	31113 15231	3	   	263.18	DCR|4VULN|2AART|1TLV|1CDMG	1CDMG|2357VULN|4aAART|6RCR|8TLV|9LIT
308	42235 15223	8	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1DMG|25DUR|3BELT|469VULN|7ASPD|8TLV|aRCR
309	45232 15213	8	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1DMG|246VULN|3BELT|59DUR|7ASPD|8TLV|aRCR
310	45232 35223	8	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1DMG|249VULN|3BELT|56DUR|7ASPD|8TLV|aRCR
311	45233 43113	4	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1DMG|248VULN|3BELT|5TLV|69DUR|7ASPD|aRCR
312	31122 33154	5	   	263.03	DCR|4VULN|2DUR|1CDMG|1ASPD	1CDMG|234aVULN|5ZMB|68DUR|7ASPD|9RCR
313	31122 33154	6	   	263.03	DCR|4VULN|2DUR|1CDMG|1ASPD	1CDMG|234aVULN|5ZMB|68DUR|7ASPD|9RCR
314	31126 12542	9	   	262.52	DCR|4VULN|1DMG|2CDMG|2LIT	15CDMG|2345VULN|5BPWR|6ZMB|79LIT|8DMG|aRCR
315	31122 11225	10	 * 	262.47	DCR|4VULN|2ASPD|1DMG|1CDMG	1CDMG|234aVULN|5ZMB|6DMG|79ASPD|8RCR
316	31122 11221	8	   	262.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1CDMG|234VULN|5ZMB|6DMG|7ASPD|8RCR|9DUR|aTLV
317	31122 11251	7	   	262.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1CDMG|234VULN|5ZMB|6DMG|7ASPD|8TLV|9RCR|aDUR
318	31122 11251	9	   	262.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1CDMG|234VULN|5ZMB|6DMG|7ASPD|8RCR|9DUR|aTLV
319	31122 11446	10	   	262.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1CDMG|234VULN|5ZMB|6DMG|7ASPD|8TLV|9DUR|aRCR
320	31122 11451	8	   	262.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1CDMG|234VULN|5ZMB|6DMG|7ASPD|8TLV|9RCR|aDUR
321	31122 13251	6	   	262.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1CDMG|234VULN|5ZMB|6DMG|7ASPD|8TLV|9RCR|aDUR
322	31125 11251	7	   	262.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1CDMG|234VULN|5RMIN|6DMG|7ASPD|8TLV|9RCR|aDUR
323	31125 11411	9	   	262.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1CDMG|234VULN|5RMIN|6DMG|7ASPD|8TLV|9RCR|aDUR
324	31125 11451	8	   	262.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1CDMG|234VULN|5RMIN|6DMG|7ASPD|8TLV|9RCR|aDUR
325	31125 13251	6	   	262.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1CDMG|234VULN|5RMIN|6DMG|7ASPD|8TLV|9RCR|aDUR
326	31121 12122	10	   	262.11	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1CDMG|234VULN|5CGEN|68DMG|7AART|9DUR|aRCR
327	31122 12122	10	   	262.11	DCR|3VULN|2DMG|1TLV|1CDMG|1AART	1CDMG|234VULN|5ZMB|68DMG|7AART|9TLV|aRCR
328	31125 12122	10	   	262.11	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1CDMG|234VULN|5RMIN|68DMG|7AART|9DUR|aRCR
329	31123 12122	10	   	262.01	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1CDMG|234VULN|5ERES|68DMG|7AART|9DUR|aRCR
330	31123 12161	10	   	262.01	DCR|3VULN|2DMG|1TLV|1CDMG|1AART	1CDMG|234VULN|5ERES|68DMG|7AART|9TLV|aRCR
331	31115 11211	10	   	262.00	DCR|4VULN|1DUR|1TLV|1CDMG	1CDMG|238aVULN|4BEXP|5LIT|6DUR|7TLV|9RCR
332	31115 11213	9	   	262.00	DCR|4VULN|1DUR|1TLV|1CDMG	1CDMG|238aVULN|4BEXP|5LIT|6DUR|7TLV|9RCR
333	31135 11211	10	   	262.00	DCR|4VULN|1TLV|1DUR|1CDMG	1CDMG|238aVULN|4LWND|5LIT|6DUR|7TLV|9RCR
